,year,nuts_id,nuts_year_spec,artificial_intelligence_count
0,2000.0,AT130,2016,4
1,2000.0,BE100,2016,1
2,2000.0,BE211,2016,2
3,2000.0,CH070,2016,1
4,2000.0,CY000,2016,2
5,2000.0,CZ010,2016,1
6,2000.0,CZ031,2016,1
7,2000.0,DE111,2016,1
8,2000.0,DE212,2016,1
9,2000.0,DE252,2016,1
10,2000.0,DE300,2016,1
11,2000.0,DE404,2016,1
12,2000.0,DEA2D,2016,3
13,2000.0,DED43,2016,3
14,2000.0,DED51,2016,1
15,2000.0,EL301,2016,1
16,2000.0,EL303,2016,1
17,2000.0,ES620,2016,3
18,2000.0,FRF23,2016,1
19,2000.0,FRG01,2016,1
20,2000.0,FRG02,2016,2
21,2000.0,ITH31,2016,1
22,2000.0,ITH36,2016,1
23,2000.0,ITI14,2016,2
24,2000.0,ITI43,2016,4
25,2000.0,NL226,2016,6
26,2000.0,NL329,2016,11
27,2000.0,UKD33,2016,6
28,2000.0,UKI31,2016,1
29,2000.0,UKI32,2016,1
30,2000.0,UKI33,2016,1
31,2000.0,UKI44,2016,1
32,2000.0,UKJ25,2016,1
33,2000.0,UKM75,2016,2
34,2001.0,AT130,2016,4
35,2001.0,BE100,2016,1
36,2001.0,BE211,2016,2
37,2001.0,BE242,2016,1
38,2001.0,CH011,2016,1
39,2001.0,CH070,2016,6
40,2001.0,CY000,2016,1
41,2001.0,DE131,2016,1
42,2001.0,DE142,2016,1
43,2001.0,DE212,2016,1
44,2001.0,DEA22,2016,1
45,2001.0,DEA2D,2016,1
46,2001.0,DEA51,2016,2
47,2001.0,DED51,2016,1
48,2001.0,ES620,2016,1
49,2001.0,FI1B1,2016,1
50,2001.0,FR105,2016,1
51,2001.0,FRG01,2016,1
52,2001.0,IE061,2016,2
53,2001.0,IS001,2016,1
54,2001.0,ITF14,2016,1
55,2001.0,ITF35,2016,1
56,2001.0,ITF61,2016,1
57,2001.0,ITH42,2016,2
58,2001.0,ITH52,2016,1
59,2001.0,ITH55,2016,1
60,2001.0,NL113,2016,1
61,2001.0,NL213,2016,1
62,2001.0,NL226,2016,2
63,2001.0,NL329,2016,1
64,2001.0,PL911,2016,3
65,2001.0,PT200,2016,1
66,2001.0,UKE42,2016,3
67,2001.0,UKG13,2016,1
68,2001.0,UKI32,2016,2
69,2001.0,UKI33,2016,2
70,2001.0,UKI74,2016,2
71,2002.0,AT130,2016,5
72,2002.0,BE100,2016,2
73,2002.0,BE211,2016,1
74,2002.0,BE332,2016,1
75,2002.0,CH013,2016,1
76,2002.0,CH070,2016,3
77,2002.0,CY000,2016,1
78,2002.0,CZ010,2016,1
79,2002.0,DE122,2016,3
80,2002.0,DE404,2016,2
81,2002.0,DE943,2016,1
82,2002.0,DEA1A,2016,1
