,year,nuts_id,nuts_year_spec,cord_count
0,2000.0,AT130,2016,1
1,2000.0,BE100,2016,1
2,2000.0,BE234,2016,3
3,2000.0,BE332,2016,3
4,2000.0,CH021,2016,1
5,2000.0,CH031,2016,1
6,2000.0,CZ010,2016,1
7,2000.0,DE142,2016,1
8,2000.0,DE212,2016,7
9,2000.0,DE263,2016,4
10,2000.0,DE300,2016,2
11,2000.0,DE721,2016,2
12,2000.0,DE724,2016,1
13,2000.0,DE929,2016,3
14,2000.0,DEE02,2016,1
15,2000.0,DK042,2016,2
16,2000.0,EL303,2016,1
17,2000.0,EL522,2016,1
18,2000.0,ES120,2016,1
19,2000.0,ES300,2016,6
20,2000.0,ES413,2016,1
21,2000.0,ES511,2016,1
22,2000.0,FI1B1,2016,1
23,2000.0,FI1C1,2016,5
24,2000.0,FR101,2016,1
25,2000.0,FR104,2016,1
26,2000.0,FR107,2016,1
27,2000.0,FRF11,2016,1
28,2000.0,FRJ13,2016,1
29,2000.0,HU110,2016,1
30,2000.0,IE061,2016,3
31,2000.0,IE062,2016,1
32,2000.0,IS001,2016,2
33,2000.0,ITG17,2016,2
34,2000.0,ITH52,2016,1
35,2000.0,ITH55,2016,1
36,2000.0,ITI43,2016,3
37,2000.0,NL310,2016,6
38,2000.0,NL329,2016,2
39,2000.0,NL337,2016,9
40,2000.0,NO011,2016,1
41,2000.0,SE121,2016,2
42,2000.0,SE232,2016,1
43,2000.0,SE331,2016,1
44,2000.0,SI041,2016,2
45,2000.0,UKD33,2016,1
46,2000.0,UKD44,2016,2
47,2000.0,UKE42,2016,2
48,2000.0,UKF14,2016,2
49,2000.0,UKF21,2016,1
50,2000.0,UKG13,2016,1
51,2000.0,UKG24,2016,1
52,2000.0,UKH12,2016,5
53,2000.0,UKH14,2016,2
54,2000.0,UKH23,2016,1
55,2000.0,UKI31,2016,8
56,2000.0,UKI33,2016,3
57,2000.0,UKI44,2016,1
58,2000.0,UKJ11,2016,2
59,2000.0,UKJ14,2016,1
60,2000.0,UKJ25,2016,2
61,2000.0,UKJ32,2016,1
62,2000.0,UKK43,2016,2
63,2000.0,UKM50,2016,1
64,2000.0,UKM75,2016,2
65,2000.0,UKM82,2016,3
66,2001.0,AT130,2016,1
67,2001.0,BE100,2016,1
68,2001.0,BE211,2016,1
69,2001.0,BE234,2016,2
70,2001.0,BE241,2016,1
71,2001.0,BE310,2016,1
72,2001.0,BE332,2016,2
73,2001.0,CH040,2016,5
74,2001.0,CH061,2016,1
75,2001.0,DE142,2016,1
76,2001.0,DE212,2016,5
77,2001.0,DE252,2016,1
78,2001.0,DE263,2016,7
79,2001.0,DE721,2016,2
80,2001.0,DE724,2016,2
81,2001.0,DE731,2016,1
82,2001.0,DE929,2016,4
83,2001.0,DEA2D,2016,1
84,2001.0,DEA33,2016,1
85,2001.0,DEA51,2016,1
86,2001.0,DED41,2016,1
87,2001.0,DED51,2016,2
88,2001.0,EL303,2016,2
89,2001.0,EL522,2016,1
90,2001.0,ES111,2016,1
91,2001.0,ES300,2016,7
92,2001.0,ES418,2016,1
93,2001.0,ES511,2016,1
94,2001.0,FI1B1,2016,1
95,2001.0,FI1C1,2016,2
96,2001.0,FI1D9,2016,1
97,2001.0,FR101,2016,1
98,2001.0,HU110,2016,1
99,2001.0,IE061,2016,1
100,2001.0,ITC48,2016,1
101,2001.0,ITC4C,2016,1
102,2001.0,ITF47,2016,2
103,2001.0,ITF51,2016,1
104,2001.0,ITG27,2016,1
105,2001.0,ITH36,2016,1
106,2001.0,ITH55,2016,1
107,2001.0,ITI14,2016,1
108,2001.0,ITI43,2016,1
109,2001.0,NL221,2016,1
110,2001.0,NL310,2016,6
111,2001.0,NL329,2016,1
112,2001.0,NL332,2016,1
113,2001.0,NL337,2016,6
114,2001.0,NL33C,2016,3
115,2001.0,NO011,2016,3
116,2001.0,PL911,2016,1
117,2001.0,SE110,2016,3
118,2001.0,SE121,2016,3
119,2001.0,SE232,2016,1
120,2001.0,TR310,2016,1
121,2001.0,UKF14,2016,1
122,2001.0,UKF21,2016,3
123,2001.0,UKG31,2016,2
124,2001.0,UKH12,2016,5
125,2001.0,UKH14,2016,1
126,2001.0,UKH17,2016,1
127,2001.0,UKH23,2016,1
128,2001.0,UKI31,2016,6
129,2001.0,UKI32,2016,1
130,2001.0,UKI33,2016,4
131,2001.0,UKI42,2016,1
132,2001.0,UKJ11,2016,2
133,2001.0,UKJ25,2016,2
134,2001.0,UKJ27,2016,1
135,2001.0,UKK11,2016,3
136,2001.0,UKK14,2016,1
137,2001.0,UKL22,2016,1
138,2001.0,UKM50,2016,2
139,2001.0,UKM72,2016,1
140,2001.0,UKM73,2016,2
141,2001.0,UKM75,2016,3
142,2001.0,UKM82,2016,4
143,2002.0,AT130,2016,4
144,2002.0,BE100,2016,2
145,2002.0,BE211,2016,1
146,2002.0,BE234,2016,5
147,2002.0,BE310,2016,1
148,2002.0,BE332,2016,2
149,2002.0,CH011,2016,1
150,2002.0,CH021,2016,5
151,2002.0,CH040,2016,3
152,2002.0,CZ010,2016,5
153,2002.0,DE125,2016,1
154,2002.0,DE131,2016,1
155,2002.0,DE212,2016,6
156,2002.0,DE252,2016,1
157,2002.0,DE263,2016,10
158,2002.0,DE300,2016,6
159,2002.0,DE712,2016,2
160,2002.0,DE721,2016,2
161,2002.0,DE731,2016,1
162,2002.0,DE929,2016,3
163,2002.0,DEA33,2016,1
164,2002.0,DED51,2016,3
165,2002.0,DEE02,2016,2
166,2002.0,DEE03,2016,1
167,2002.0,DK012,2016,1
168,2002.0,DK042,2016,1
169,2002.0,EL303,2016,1
170,2002.0,EL522,2016,1
171,2002.0,ES111,2016,1
172,2002.0,ES120,2016,1
173,2002.0,ES220,2016,1
174,2002.0,ES300,2016,7
175,2002.0,ES413,2016,2
176,2002.0,ES511,2016,1
177,2002.0,ES620,2016,1
178,2002.0,FI1B1,2016,3
179,2002.0,FI1C1,2016,4
180,2002.0,FR101,2016,2
181,2002.0,FR104,2016,1
182,2002.0,FRL03,2016,1
183,2002.0,HU110,2016,1
184,2002.0,IS001,2016,1
185,2002.0,ITC47,2016,1
186,2002.0,ITC4C,2016,3
187,2002.0,ITF47,2016,4
188,2002.0,ITF63,2016,1
189,2002.0,ITG13,2016,1
190,2002.0,ITH44,2016,1
191,2002.0,ITH52,2016,1
192,2002.0,ITH55,2016,1
193,2002.0,ITI17,2016,1
194,2002.0,ITI21,2016,2
195,2002.0,ITI43,2016,2
196,2002.0,NL113,2016,2
197,2002.0,NL221,2016,1
198,2002.0,NL226,2016,2
199,2002.0,NL310,2016,11
200,2002.0,NL329,2016,3
201,2002.0,NL337,2016,3
202,2002.0,NL33C,2016,8
203,2002.0,PL213,2016,1
204,2002.0,PL613,2016,3
205,2002.0,RS110,2016,1
206,2002.0,SE110,2016,9
207,2002.0,SE121,2016,6
208,2002.0,SE224,2016,2
209,2002.0,SI041,2016,1
210,2002.0,TR510,2016,1
211,2002.0,UKD12,2016,1
212,2002.0,UKD72,2016,1
213,2002.0,UKF14,2016,1
214,2002.0,UKF21,2016,1
215,2002.0,UKH12,2016,5
216,2002.0,UKH17,2016,1
217,2002.0,UKH23,2016,2
218,2002.0,UKI31,2016,5
219,2002.0,UKI32,2016,1
220,2002.0,UKI33,2016,8
221,2002.0,UKI75,2016,1
222,2002.0,UKJ11,2016,1
223,2002.0,UKJ14,2016,6
224,2002.0,UKJ25,2016,5
225,2002.0,UKJ28,2016,1
226,2002.0,UKJ32,2016,4
227,2002.0,UKK11,2016,1
228,2002.0,UKL22,2016,1
229,2002.0,UKM75,2016,2
230,2002.0,UKM82,2016,4
231,2002.0,UKN06,2016,4
232,2003.0,AT130,2016,6
233,2003.0,AT332,2016,1
234,2003.0,BE211,2016,2
235,2003.0,BE234,2016,1
236,2003.0,BE332,2016,1
237,2003.0,CH011,2016,2
238,2003.0,CH013,2016,7
239,2003.0,CH040,2016,5
240,2003.0,CZ020,2016,1
241,2003.0,DE125,2016,1
242,2003.0,DE131,2016,2
243,2003.0,DE142,2016,2
244,2003.0,DE212,2016,1
245,2003.0,DE232,2016,2
246,2003.0,DE263,2016,9
247,2003.0,DE300,2016,7
248,2003.0,DE600,2016,4
249,2003.0,DE712,2016,9
250,2003.0,DE721,2016,4
251,2003.0,DE724,2016,2
252,2003.0,DE731,2016,3
253,2003.0,DE80N,2016,2
254,2003.0,DE929,2016,1
255,2003.0,DEA33,2016,1
256,2003.0,DEA51,2016,1
257,2003.0,DED51,2016,5
258,2003.0,DEE02,2016,1
259,2003.0,DEE03,2016,1
260,2003.0,DEF03,2016,3
261,2003.0,DK011,2016,4
262,2003.0,DK042,2016,2
263,2003.0,EL522,2016,3
264,2003.0,ES111,2016,1
265,2003.0,ES120,2016,1
266,2003.0,ES220,2016,1
267,2003.0,ES300,2016,10
268,2003.0,ES413,2016,1
269,2003.0,ES511,2016,1
270,2003.0,ES620,2016,1
