,year,nuts_id,nuts_year_spec,social_media_count
0,2020.0,AT,2016,8
1,2020.0,BE,2016,3
2,2020.0,CH,2016,17
3,2020.0,CY,2016,1
4,2020.0,DE,2016,59
5,2020.0,DK,2016,5
6,2020.0,EE,2016,2
7,2020.0,EL,2016,3
8,2020.0,ES,2016,7
9,2020.0,FI,2016,2
10,2020.0,FR,2016,15
11,2020.0,HU,2016,5
12,2020.0,IE,2016,2
13,2020.0,IT,2016,27
14,2020.0,LU,2016,5
15,2020.0,LV,2016,1
16,2020.0,NL,2016,11
17,2020.0,NO,2016,1
18,2020.0,PL,2016,7
19,2020.0,PT,2016,1
20,2020.0,RO,2016,1
21,2020.0,SE,2016,5
22,2020.0,TR,2016,5
23,2020.0,UK,2016,80
24,2021.0,AT,2016,4
25,2021.0,CH,2016,7
26,2021.0,DE,2016,8
27,2021.0,DK,2016,3
28,2021.0,EE,2016,1
29,2021.0,ES,2016,1
30,2021.0,FR,2016,1
31,2021.0,IT,2016,4
32,2021.0,NL,2016,3
33,2021.0,PL,2016,1
34,2021.0,PT,2016,2
35,2021.0,SE,2016,2
36,2021.0,TR,2016,1
37,2021.0,UK,2016,12
