,year,nuts_id,nuts_year_spec,cord_count
0,2000.0,AT,2016,1
1,2000.0,BE,2016,7
2,2000.0,CH,2016,2
3,2000.0,CZ,2016,1
4,2000.0,DE,2016,21
5,2000.0,DK,2016,2
6,2000.0,EL,2016,2
7,2000.0,ES,2016,9
8,2000.0,FI,2016,6
9,2000.0,FR,2016,5
10,2000.0,HU,2016,1
11,2000.0,IE,2016,4
12,2000.0,IS,2016,2
13,2000.0,IT,2016,7
14,2000.0,NL,2016,17
15,2000.0,NO,2016,1
16,2000.0,SE,2016,4
17,2000.0,SI,2016,2
18,2000.0,UK,2016,44
19,2001.0,AT,2016,1
20,2001.0,BE,2016,8
21,2001.0,CH,2016,6
22,2001.0,DE,2016,29
23,2001.0,EL,2016,3
24,2001.0,ES,2016,10
25,2001.0,FI,2016,4
26,2001.0,FR,2016,1
27,2001.0,HU,2016,1
28,2001.0,IE,2016,1
29,2001.0,IT,2016,10
30,2001.0,NL,2016,18
31,2001.0,NO,2016,3
32,2001.0,PL,2016,1
33,2001.0,SE,2016,7
34,2001.0,TR,2016,1
35,2001.0,UK,2016,48
36,2002.0,AT,2016,4
37,2002.0,BE,2016,11
38,2002.0,CH,2016,9
39,2002.0,CZ,2016,5
40,2002.0,DE,2016,40
41,2002.0,DK,2016,2
42,2002.0,EL,2016,2
43,2002.0,ES,2016,14
44,2002.0,FI,2016,7
45,2002.0,FR,2016,4
46,2002.0,HU,2016,1
47,2002.0,IS,2016,1
48,2002.0,IT,2016,18
49,2002.0,NL,2016,30
50,2002.0,PL,2016,4
51,2002.0,RS,2016,1
52,2002.0,SE,2016,17
53,2002.0,SI,2016,1
54,2002.0,TR,2016,1
55,2002.0,UK,2016,56
56,2003.0,AT,2016,7
57,2003.0,BE,2016,4
58,2003.0,CH,2016,14
59,2003.0,CZ,2016,1
60,2003.0,DE,2016,61
61,2003.0,DK,2016,6
62,2003.0,EL,2016,3
63,2003.0,ES,2016,16
64,2003.0,FI,2016,11
65,2003.0,FR,2016,7
66,2003.0,IE,2016,1
67,2003.0,IS,2016,1
68,2003.0,IT,2016,19
69,2003.0,NL,2016,32
70,2003.0,NO,2016,2
71,2003.0,PL,2016,2
72,2003.0,SE,2016,21
73,2003.0,TR,2016,1
74,2003.0,UK,2016,101
75,2004.0,AT,2016,14
76,2004.0,BE,2016,23
77,2004.0,CH,2016,29
78,2004.0,CZ,2016,2
79,2004.0,DE,2016,67
80,2004.0,DK,2016,8
81,2004.0,EL,2016,11
82,2004.0,ES,2016,26
83,2004.0,FI,2016,8
84,2004.0,FR,2016,21
85,2004.0,HU,2016,2
86,2004.0,IS,2016,1
87,2004.0,IT,2016,38
88,2004.0,LV,2016,1
89,2004.0,NL,2016,44
90,2004.0,NO,2016,6
91,2004.0,PL,2016,2
92,2004.0,PT,2016,2
93,2004.0,RS,2016,1
94,2004.0,SE,2016,19
95,2004.0,SI,2016,1
96,2004.0,TR,2016,2
97,2004.0,UK,2016,172
98,2005.0,AT,2016,14
99,2005.0,BE,2016,21
100,2005.0,BG,2016,2
101,2005.0,CH,2016,41
102,2005.0,CZ,2016,4
103,2005.0,DE,2016,112
104,2005.0,DK,2016,9
105,2005.0,EL,2016,7
106,2005.0,ES,2016,40
107,2005.0,FI,2016,21
108,2005.0,FR,2016,20
109,2005.0,HU,2016,1
110,2005.0,IE,2016,3
111,2005.0,IS,2016,1
112,2005.0,IT,2016,49
113,2005.0,NL,2016,71
114,2005.0,NO,2016,8
115,2005.0,PL,2016,10
116,2005.0,PT,2016,2
117,2005.0,SE,2016,24
118,2005.0,TR,2016,3
119,2005.0,UK,2016,197
120,2006.0,AT,2016,23
121,2006.0,BE,2016,25
122,2006.0,CH,2016,45
123,2006.0,CZ,2016,8
124,2006.0,DE,2016,166
125,2006.0,DK,2016,10
126,2006.0,EE,2016,2
127,2006.0,EL,2016,13
128,2006.0,ES,2016,47
129,2006.0,FI,2016,19
130,2006.0,FR,2016,36
131,2006.0,HU,2016,5
132,2006.0,IE,2016,12
133,2006.0,IS,2016,2
134,2006.0,IT,2016,64
135,2006.0,NL,2016,112
136,2006.0,NO,2016,6
137,2006.0,PL,2016,6
138,2006.0,PT,2016,4
139,2006.0,RS,2016,1
140,2006.0,SE,2016,47
141,2006.0,SI,2016,2
142,2006.0,SK,2016,1
143,2006.0,TR,2016,3
144,2006.0,UK,2016,273
145,2007.0,AT,2016,22
146,2007.0,BE,2016,27
147,2007.0,CH,2016,40
148,2007.0,CZ,2016,5
149,2007.0,DE,2016,135
150,2007.0,DK,2016,18
151,2007.0,EE,2016,1
152,2007.0,EL,2016,13
153,2007.0,ES,2016,55
154,2007.0,FI,2016,22
155,2007.0,FR,2016,39
156,2007.0,HU,2016,7
157,2007.0,IE,2016,3
158,2007.0,IS,2016,1
159,2007.0,IT,2016,60
160,2007.0,LT,2016,1
161,2007.0,NL,2016,79
162,2007.0,NO,2016,4
163,2007.0,PL,2016,14
164,2007.0,PT,2016,4
165,2007.0,RS,2016,3
166,2007.0,SE,2016,26
167,2007.0,SI,2016,1
168,2007.0,SK,2016,1
169,2007.0,TR,2016,6
170,2007.0,UK,2016,230
171,2008.0,AT,2016,30
172,2008.0,BE,2016,38
173,2008.0,BG,2016,1
174,2008.0,CH,2016,48
175,2008.0,CZ,2016,13
176,2008.0,DE,2016,141
177,2008.0,DK,2016,45
178,2008.0,EE,2016,3
179,2008.0,EL,2016,16
180,2008.0,ES,2016,75
181,2008.0,FI,2016,26
182,2008.0,FR,2016,35
183,2008.0,HR,2016,3
184,2008.0,HU,2016,5
185,2008.0,IE,2016,8
186,2008.0,IS,2016,4
187,2008.0,IT,2016,89
188,2008.0,LT,2016,1
189,2008.0,LV,2016,1
190,2008.0,NL,2016,108
191,2008.0,NO,2016,8
192,2008.0,PL,2016,14
193,2008.0,PT,2016,4
194,2008.0,RS,2016,2
195,2008.0,SE,2016,55
196,2008.0,SI,2016,2
197,2008.0,SK,2016,1
198,2008.0,TR,2016,8
199,2008.0,UK,2016,265
200,2009.0,AT,2016,15
201,2009.0,BE,2016,28
202,2009.0,CH,2016,54
203,2009.0,CZ,2016,9
204,2009.0,DE,2016,171
205,2009.0,DK,2016,23
206,2009.0,EE,2016,4
207,2009.0,EL,2016,22
208,2009.0,ES,2016,71
209,2009.0,FI,2016,22
210,2009.0,FR,2016,43
211,2009.0,HU,2016,8
212,2009.0,IE,2016,16
213,2009.0,IS,2016,3
214,2009.0,IT,2016,73
215,2009.0,LT,2016,1
216,2009.0,LU,2016,2
217,2009.0,LV,2016,1
218,2009.0,NL,2016,164
219,2009.0,NO,2016,13
220,2009.0,PL,2016,8
221,2009.0,PT,2016,6
222,2009.0,RO,2016,2
223,2009.0,RS,2016,2
224,2009.0,SE,2016,41
225,2009.0,SI,2016,1
226,2009.0,SK,2016,3
227,2009.0,TR,2016,10
228,2009.0,UK,2016,257
229,2010.0,AT,2016,32
230,2010.0,BE,2016,38
231,2010.0,CH,2016,81
232,2010.0,CZ,2016,20
233,2010.0,DE,2016,178
234,2010.0,DK,2016,27
235,2010.0,EE,2016,1
236,2010.0,EL,2016,23
237,2010.0,ES,2016,64
238,2010.0,FI,2016,17
239,2010.0,FR,2016,54
240,2010.0,HR,2016,3
241,2010.0,HU,2016,8
242,2010.0,IE,2016,17
243,2010.0,IS,2016,3
244,2010.0,IT,2016,111
245,2010.0,LT,2016,1
246,2010.0,LV,2016,1
247,2010.0,NL,2016,131
248,2010.0,NO,2016,35
249,2010.0,PL,2016,16
250,2010.0,PT,2016,10
251,2010.0,RO,2016,1
252,2010.0,RS,2016,1
253,2010.0,SE,2016,66
254,2010.0,SI,2016,10
255,2010.0,SK,2016,5
256,2010.0,TR,2016,13
257,2010.0,UK,2016,284
258,2011.0,AT,2016,22
259,2011.0,BE,2016,58
260,2011.0,BG,2016,3
261,2011.0,CH,2016,91
262,2011.0,CY,2016,1
263,2011.0,CZ,2016,7
264,2011.0,DE,2016,207
265,2011.0,DK,2016,45
266,2011.0,EE,2016,2
267,2011.0,EL,2016,25
268,2011.0,ES,2016,106
269,2011.0,FI,2016,14
270,2011.0,FR,2016,85
271,2011.0,HR,2016,3
272,2011.0,HU,2016,10
273,2011.0,IE,2016,16
274,2011.0,IS,2016,2
275,2011.0,IT,2016,116
276,2011.0,LT,2016,1
277,2011.0,LU,2016,5
278,2011.0,LV,2016,1
279,2011.0,ME,2016,1
