,year,nuts_id,nuts_year_spec,deep_learning_count
89,2012.0,CZ,2016,1
90,2012.0,DE,2016,12
91,2012.0,DK,2016,2
92,2012.0,EL,2016,1
93,2012.0,ES,2016,2
94,2012.0,FI,2016,2
95,2012.0,FR,2016,10
96,2012.0,IT,2016,5
97,2012.0,NL,2016,8
98,2012.0,PT,2016,2
99,2012.0,TR,2016,1
100,2012.0,UK,2016,11
101,2013.0,BE,2016,3
102,2013.0,CH,2016,9
103,2013.0,CZ,2016,1
104,2013.0,DE,2016,16
105,2013.0,DK,2016,4
106,2013.0,EL,2016,2
107,2013.0,ES,2016,5
108,2013.0,FI,2016,12
109,2013.0,FR,2016,15
110,2013.0,IT,2016,12
111,2013.0,LU,2016,1
112,2013.0,NL,2016,6
113,2013.0,NO,2016,2
114,2013.0,PT,2016,4
115,2013.0,SE,2016,1
116,2013.0,TR,2016,2
117,2013.0,UK,2016,20
118,2014.0,AT,2016,9
119,2014.0,BE,2016,2
120,2014.0,CH,2016,7
121,2014.0,CZ,2016,3
122,2014.0,DE,2016,22
123,2014.0,DK,2016,2
124,2014.0,EL,2016,1
125,2014.0,ES,2016,6
126,2014.0,FI,2016,2
127,2014.0,FR,2016,14
128,2014.0,HU,2016,3
129,2014.0,IT,2016,22
130,2014.0,NL,2016,6
131,2014.0,PL,2016,4
132,2014.0,PT,2016,4
133,2014.0,RS,2016,1
134,2014.0,SE,2016,4
135,2014.0,SI,2016,1
136,2014.0,TR,2016,2
137,2014.0,UK,2016,30
138,2015.0,AT,2016,8
139,2015.0,BE,2016,8
140,2015.0,BG,2016,1
141,2015.0,CH,2016,16
142,2015.0,CZ,2016,12
143,2015.0,DE,2016,47
144,2015.0,DK,2016,6
145,2015.0,ES,2016,16
146,2015.0,FI,2016,5
147,2015.0,FR,2016,28
148,2015.0,HU,2016,1
149,2015.0,IT,2016,28
150,2015.0,NL,2016,11
151,2015.0,NO,2016,1
152,2015.0,PL,2016,6
153,2015.0,RO,2016,2
154,2015.0,SE,2016,4
155,2015.0,SI,2016,4
156,2015.0,TR,2016,2
157,2015.0,UK,2016,59
158,2016.0,AT,2016,11
159,2016.0,BE,2016,6
160,2016.0,CH,2016,55
161,2016.0,CY,2016,1
162,2016.0,CZ,2016,15
163,2016.0,DE,2016,87
164,2016.0,DK,2016,5
165,2016.0,EE,2016,3
166,2016.0,EL,2016,1
167,2016.0,ES,2016,25
168,2016.0,FI,2016,11
169,2016.0,FR,2016,61
170,2016.0,HU,2016,3
171,2016.0,IE,2016,8
172,2016.0,IS,2016,1
173,2016.0,IT,2016,54
174,2016.0,LU,2016,4
175,2016.0,NL,2016,41
176,2016.0,NO,2016,1
177,2016.0,PL,2016,13
178,2016.0,PT,2016,4
179,2016.0,RS,2016,2
180,2016.0,SE,2016,6
181,2016.0,SI,2016,2
182,2016.0,TR,2016,7
183,2016.0,UK,2016,119
184,2017.0,AT,2016,32
185,2017.0,BE,2016,8
186,2017.0,BG,2016,1
187,2017.0,CH,2016,85
188,2017.0,CZ,2016,37
189,2017.0,DE,2016,195
190,2017.0,DK,2016,14
191,2017.0,EL,2016,12
192,2017.0,ES,2016,38
193,2017.0,FI,2016,12
194,2017.0,FR,2016,60
195,2017.0,HU,2016,7
196,2017.0,IE,2016,6
197,2017.0,IT,2016,77
198,2017.0,LU,2016,2
199,2017.0,NL,2016,57
200,2017.0,NO,2016,5
201,2017.0,PL,2016,22
202,2017.0,PT,2016,9
203,2017.0,RO,2016,3
204,2017.0,SE,2016,15
205,2017.0,SI,2016,5
206,2017.0,SK,2016,1
207,2017.0,TR,2016,6
208,2017.0,UK,2016,173
209,2018.0,AT,2016,16
210,2018.0,BE,2016,21
211,2018.0,CH,2016,91
212,2018.0,CY,2016,6
213,2018.0,CZ,2016,23
214,2018.0,DE,2016,231
215,2018.0,DK,2016,16
216,2018.0,EL,2016,12
217,2018.0,ES,2016,55
218,2018.0,FI,2016,10
219,2018.0,FR,2016,107
220,2018.0,HR,2016,1
221,2018.0,HU,2016,2
222,2018.0,IE,2016,11
223,2018.0,IS,2016,1
224,2018.0,IT,2016,89
225,2018.0,LT,2016,1
226,2018.0,LU,2016,2
227,2018.0,NL,2016,80
228,2018.0,NO,2016,12
229,2018.0,PL,2016,18
230,2018.0,PT,2016,4
231,2018.0,RO,2016,5
232,2018.0,RS,2016,1
233,2018.0,SE,2016,19
234,2018.0,SI,2016,2
235,2018.0,TR,2016,12
236,2018.0,UK,2016,209
237,2019.0,AT,2016,34
238,2019.0,BE,2016,17
239,2019.0,BG,2016,4
240,2019.0,CH,2016,130
241,2019.0,CY,2016,2
242,2019.0,CZ,2016,61
243,2019.0,DE,2016,311
244,2019.0,DK,2016,37
245,2019.0,EE,2016,4
246,2019.0,EL,2016,19
247,2019.0,ES,2016,48
248,2019.0,FI,2016,8
249,2019.0,FR,2016,77
250,2019.0,HR,2016,2
251,2019.0,HU,2016,6
252,2019.0,IE,2016,6
253,2019.0,IS,2016,3
254,2019.0,IT,2016,154
255,2019.0,LT,2016,1
256,2019.0,MT,2016,2
257,2019.0,NL,2016,97
258,2019.0,NO,2016,27
259,2019.0,PL,2016,18
260,2019.0,PT,2016,9
261,2019.0,RO,2016,4
262,2019.0,SE,2016,21
263,2019.0,SI,2016,8
264,2019.0,SK,2016,1
265,2019.0,TR,2016,16
266,2019.0,UK,2016,343
267,2020.0,AT,2016,49
268,2020.0,BE,2016,13
269,2020.0,CH,2016,128
270,2020.0,CY,2016,2
271,2020.0,CZ,2016,69
272,2020.0,DE,2016,383
273,2020.0,DK,2016,35
274,2020.0,EE,2016,1
275,2020.0,EL,2016,22
276,2020.0,ES,2016,78
277,2020.0,FI,2016,8
278,2020.0,FR,2016,103
279,2020.0,HR,2016,3
280,2020.0,HU,2016,10
281,2020.0,IE,2016,11
282,2020.0,IS,2016,2
283,2020.0,IT,2016,158
284,2020.0,LU,2016,4
285,2020.0,MT,2016,2
286,2020.0,NL,2016,129
287,2020.0,NO,2016,24
288,2020.0,PL,2016,20
289,2020.0,PT,2016,16
290,2020.0,RO,2016,3
291,2020.0,RS,2016,4
292,2020.0,SE,2016,50
293,2020.0,SI,2016,1
294,2020.0,TR,2016,14
295,2020.0,UK,2016,409
296,2021.0,AT,2016,8
297,2021.0,BE,2016,4
298,2021.0,CH,2016,28
299,2021.0,CY,2016,2
300,2021.0,CZ,2016,13
301,2021.0,DE,2016,79
302,2021.0,DK,2016,10
303,2021.0,EE,2016,1
304,2021.0,EL,2016,4
305,2021.0,ES,2016,7
306,2021.0,FR,2016,19
307,2021.0,IE,2016,3
308,2021.0,IS,2016,1
309,2021.0,IT,2016,32
310,2021.0,LU,2016,1
311,2021.0,MK,2016,1
312,2021.0,MT,2016,1
313,2021.0,NL,2016,19
314,2021.0,NO,2016,3
315,2021.0,PL,2016,4
316,2021.0,PT,2016,3
317,2021.0,RO,2016,1
318,2021.0,SE,2016,11
319,2021.0,TR,2016,4
320,2021.0,UK,2016,66
