,year,nuts_id,nuts_year_spec,smoking_cancer_count
0,2020.0,BE,2016,1
1,2020.0,ES,2016,6
2,2020.0,FR,2016,3
3,2020.0,IE,2016,2
4,2020.0,IT,2016,4
5,2020.0,MT,2016,1
6,2020.0,NL,2016,2
7,2020.0,PT,2016,1
8,2020.0,SE,2016,2
9,2020.0,UK,2016,78
10,2021.0,BE,2016,1
11,2021.0,ES,2016,1
12,2021.0,FR,2016,1
13,2021.0,SE,2016,1
14,2021.0,UK,2016,8
