year,region_type,region_year_spec,region_id,region_level,genetic_analysis_count
210,2020,NUTS,2016,ITH56,3,2
211,2020,NUTS,2016,ITI,1,16
212,2020,NUTS,2016,ITI1,2,7
213,2020,NUTS,2016,ITI14,3,3
214,2020,NUTS,2016,ITI19,3,4
215,2020,NUTS,2016,ITI3,2,1
216,2020,NUTS,2016,ITI32,3,1
217,2020,NUTS,2016,ITI4,2,8
218,2020,NUTS,2016,ITI43,3,8
219,2020,NUTS,2016,NL,0,21
220,2020,NUTS,2016,NL1,1,3
221,2020,NUTS,2016,NL11,2,3
222,2020,NUTS,2016,NL113,3,3
223,2020,NUTS,2016,NL2,1,1
224,2020,NUTS,2016,NL22,2,1
225,2020,NUTS,2016,NL226,3,1
226,2020,NUTS,2016,NL3,1,17
227,2020,NUTS,2016,NL31,2,8
228,2020,NUTS,2016,NL310,3,8
229,2020,NUTS,2016,NL32,2,3
230,2020,NUTS,2016,NL329,3,3
231,2020,NUTS,2016,NL33,2,6
232,2020,NUTS,2016,NL337,3,3
233,2020,NUTS,2016,NL33C,3,3
234,2020,NUTS,2016,NO,0,3
235,2020,NUTS,2016,NO0,1,3
236,2020,NUTS,2016,NO01,2,2
237,2020,NUTS,2016,NO011,3,1
238,2020,NUTS,2016,NO012,3,1
239,2020,NUTS,2016,NO06,2,1
240,2020,NUTS,2016,NO060,3,1
241,2020,NUTS,2016,PL,0,5
242,2020,NUTS,2016,PL2,1,2
243,2020,NUTS,2016,PL21,2,2
244,2020,NUTS,2016,PL213,3,2
245,2020,NUTS,2016,PL9,1,3
246,2020,NUTS,2016,PL91,2,3
247,2020,NUTS,2016,PL911,3,3
248,2020,NUTS,2016,RS,0,1
249,2020,NUTS,2016,RS1,1,1
250,2020,NUTS,2016,RS11,2,1
251,2020,NUTS,2016,RS110,3,1
252,2020,NUTS,2016,SE,0,9
253,2020,NUTS,2016,SE1,1,9
254,2020,NUTS,2016,SE11,2,8
255,2020,NUTS,2016,SE110,3,8
256,2020,NUTS,2016,SE12,2,1
257,2020,NUTS,2016,SE121,3,1
258,2020,NUTS,2016,SI,0,2
259,2020,NUTS,2016,SI0,1,2
260,2020,NUTS,2016,SI04,2,2
261,2020,NUTS,2016,SI041,3,2
262,2020,NUTS,2016,TR,0,11
263,2020,NUTS,2016,TR1,1,2
264,2020,NUTS,2016,TR10,2,2
265,2020,NUTS,2016,TR100,3,2
266,2020,NUTS,2016,TR3,1,7
267,2020,NUTS,2016,TR31,2,6
268,2020,NUTS,2016,TR310,3,6
269,2020,NUTS,2016,TR33,2,1
270,2020,NUTS,2016,TR332,3,1
271,2020,NUTS,2016,TR5,1,1
272,2020,NUTS,2016,TR51,2,1
273,2020,NUTS,2016,TR510,3,1
274,2020,NUTS,2016,TR6,1,1
275,2020,NUTS,2016,TR61,2,1
276,2020,NUTS,2016,TR611,3,1
277,2020,NUTS,2016,UK,0,103
278,2020,NUTS,2016,UKD,1,6
279,2020,NUTS,2016,UKD3,2,2
280,2020,NUTS,2016,UKD33,3,2
281,2020,NUTS,2016,UKD7,2,4
282,2020,NUTS,2016,UKD72,3,4
283,2020,NUTS,2016,UKE,1,1
284,2020,NUTS,2016,UKE3,2,1
285,2020,NUTS,2016,UKE32,3,1
286,2020,NUTS,2016,UKF,1,4
287,2020,NUTS,2016,UKF1,2,3
288,2020,NUTS,2016,UKF14,3,3
289,2020,NUTS,2016,UKF2,2,1
290,2020,NUTS,2016,UKF21,3,1
291,2020,NUTS,2016,UKG,1,3
292,2020,NUTS,2016,UKG1,2,1
293,2020,NUTS,2016,UKG12,3,1
294,2020,NUTS,2016,UKG2,2,1
295,2020,NUTS,2016,UKG24,3,1
296,2020,NUTS,2016,UKG3,2,1
297,2020,NUTS,2016,UKG31,3,1
298,2020,NUTS,2016,UKH,1,31
299,2020,NUTS,2016,UKH1,2,25
300,2020,NUTS,2016,UKH12,3,24
301,2020,NUTS,2016,UKH17,3,1
302,2020,NUTS,2016,UKH2,2,6
303,2020,NUTS,2016,UKH23,3,5
304,2020,NUTS,2016,UKH25,3,1
305,2020,NUTS,2016,UKI,1,18
306,2020,NUTS,2016,UKI3,2,15
307,2020,NUTS,2016,UKI31,3,11
308,2020,NUTS,2016,UKI32,3,1
309,2020,NUTS,2016,UKI33,3,3
310,2020,NUTS,2016,UKI4,2,3
311,2020,NUTS,2016,UKI42,3,3
312,2020,NUTS,2016,UKJ,1,24
313,2020,NUTS,2016,UKJ1,2,21
314,2020,NUTS,2016,UKJ11,3,1
315,2020,NUTS,2016,UKJ14,3,20
316,2020,NUTS,2016,UKJ2,2,2
317,2020,NUTS,2016,UKJ25,3,2
318,2020,NUTS,2016,UKJ4,2,1
319,2020,NUTS,2016,UKJ41,3,1
320,2020,NUTS,2016,UKK,1,4
321,2020,NUTS,2016,UKK1,2,4
322,2020,NUTS,2016,UKK11,3,3
323,2020,NUTS,2016,UKK14,3,1
324,2020,NUTS,2016,UKL,1,1
325,2020,NUTS,2016,UKL1,2,1
326,2020,NUTS,2016,UKL14,3,1
327,2020,NUTS,2016,UKM,1,11
328,2020,NUTS,2016,UKM7,2,5
329,2020,NUTS,2016,UKM75,3,5
330,2020,NUTS,2016,UKM8,2,6
331,2020,NUTS,2016,UKM82,3,6
332,2021,NUTS,2021,AT,0,2
333,2021,NUTS,2021,AT1,1,1
334,2021,NUTS,2021,AT13,2,1
335,2021,NUTS,2021,AT130,3,1
336,2021,NUTS,2021,AT3,1,1
337,2021,NUTS,2021,AT33,2,1
338,2021,NUTS,2021,AT332,3,1
339,2021,NUTS,2021,BG,0,1
340,2021,NUTS,2021,BG4,1,1
341,2021,NUTS,2021,BG41,2,1
342,2021,NUTS,2021,BG411,3,1
343,2021,NUTS,2021,CH,0,6
344,2021,NUTS,2021,CH0,1,6
345,2021,NUTS,2021,CH01,2,2
346,2021,NUTS,2021,CH011,3,1
347,2021,NUTS,2021,CH013,3,1
348,2021,NUTS,2021,CH02,2,1
349,2021,NUTS,2021,CH021,3,1
350,2021,NUTS,2021,CH03,2,2
351,2021,NUTS,2021,CH031,3,2
352,2021,NUTS,2021,CH04,2,1
353,2021,NUTS,2021,CH040,3,1
354,2021,NUTS,2021,DE,0,13
355,2021,NUTS,2021,DE1,1,2
356,2021,NUTS,2021,DE12,2,1
357,2021,NUTS,2021,DE125,3,1
358,2021,NUTS,2021,DE13,2,1
359,2021,NUTS,2021,DE131,3,1
360,2021,NUTS,2021,DE2,1,2
361,2021,NUTS,2021,DE21,2,2
362,2021,NUTS,2021,DE212,3,2
363,2021,NUTS,2021,DE3,1,2
364,2021,NUTS,2021,DE30,2,2
365,2021,NUTS,2021,DE300,3,2
366,2021,NUTS,2021,DE7,1,2
367,2021,NUTS,2021,DE71,2,2
368,2021,NUTS,2021,DE712,3,2
369,2021,NUTS,2021,DE9,1,2
370,2021,NUTS,2021,DE91,2,2
371,2021,NUTS,2021,DE91C,3,2
372,2021,NUTS,2021,DEA,1,3
373,2021,NUTS,2021,DEA2,2,3
374,2021,NUTS,2021,DEA22,3,2
375,2021,NUTS,2021,DEA23,3,1
376,2021,NUTS,2021,DK,0,2
377,2021,NUTS,2021,DK0,1,2
378,2021,NUTS,2021,DK01,2,2
379,2021,NUTS,2021,DK011,3,2
380,2021,NUTS,2021,ES,0,1
381,2021,NUTS,2021,ES5,1,1
382,2021,NUTS,2021,ES51,2,1
383,2021,NUTS,2021,ES511,3,1
384,2021,NUTS,2021,FR,0,4
385,2021,NUTS,2021,FR1,1,4
386,2021,NUTS,2021,FR10,2,4
387,2021,NUTS,2021,FR101,3,2
388,2021,NUTS,2021,FR104,3,2
389,2021,NUTS,2021,IT,0,3
390,2021,NUTS,2021,ITC,1,1
391,2021,NUTS,2021,ITC4,2,1
392,2021,NUTS,2021,ITC4C,3,1
393,2021,NUTS,2021,ITF,1,1
394,2021,NUTS,2021,ITF4,2,1
395,2021,NUTS,2021,ITF45,3,1
396,2021,NUTS,2021,ITH,1,1
397,2021,NUTS,2021,ITH2,2,1
398,2021,NUTS,2021,ITH20,3,1
399,2021,NUTS,2021,NL,0,7
400,2021,NUTS,2021,NL1,1,1
401,2021,NUTS,2021,NL11,2,1
402,2021,NUTS,2021,NL113,3,1
403,2021,NUTS,2021,NL2,1,1
404,2021,NUTS,2021,NL22,2,1
405,2021,NUTS,2021,NL226,3,1
406,2021,NUTS,2021,NL3,1,5
407,2021,NUTS,2021,NL32,2,4
408,2021,NUTS,2021,NL329,3,4
409,2021,NUTS,2021,NL33,2,1
410,2021,NUTS,2021,NL33C,3,1
411,2021,NUTS,2021,PL,0,1
412,2021,NUTS,2021,PL9,1,1
413,2021,NUTS,2021,PL91,2,1
414,2021,NUTS,2021,PL911,3,1
415,2021,NUTS,2021,SE,0,1
416,2021,NUTS,2021,SE1,1,1
417,2021,NUTS,2021,SE11,2,1
418,2021,NUTS,2021,SE110,3,1
419,2021,NUTS,2021,TR,0,3
420,2021,NUTS,2021,TR1,1,1
421,2021,NUTS,2021,TR10,2,1
422,2021,NUTS,2021,TR100,3,1
423,2021,NUTS,2021,TR3,1,2
424,2021,NUTS,2021,TR31,2,2
425,2021,NUTS,2021,TR310,3,2
426,2021,NUTS,2021,UK,0,20
427,2021,NUTS,2021,UKD,1,2
428,2021,NUTS,2021,UKD3,2,1
429,2021,NUTS,2021,UKD34,3,1
430,2021,NUTS,2021,UKD7,2,1
431,2021,NUTS,2021,UKD72,3,1
432,2021,NUTS,2021,UKH,1,3
433,2021,NUTS,2021,UKH1,2,3
434,2021,NUTS,2021,UKH12,3,3
435,2021,NUTS,2021,UKI,1,10
436,2021,NUTS,2021,UKI3,2,10
437,2021,NUTS,2021,UKI31,3,5
438,2021,NUTS,2021,UKI32,3,4
439,2021,NUTS,2021,UKI33,3,1
440,2021,NUTS,2021,UKJ,1,2
441,2021,NUTS,2021,UKJ1,2,2
442,2021,NUTS,2021,UKJ14,3,2
443,2021,NUTS,2021,UKM,1,3
444,2021,NUTS,2021,UKM7,2,1
445,2021,NUTS,2021,UKM75,3,1
446,2021,NUTS,2021,UKM8,2,2
447,2021,NUTS,2021,UKM82,3,2
