,year,nuts_id,nuts_year_spec,antiviral_drugs_lq
0,2020,AL0,2016,0.0
1,2020,AT1,2016,0.4913866945845627
2,2020,AT2,2016,1.3386051335234639
3,2020,AT3,2016,0.943530701754386
4,2020,BE1,2016,0.0
5,2020,BE2,2016,1.0332199319591755
6,2020,BE3,2016,0.0
7,2020,BG3,2016,0.0
8,2020,BG4,2016,2.404750815090824
9,2020,CH0,2016,0.5729822711760952
10,2020,CY0,2016,0.0
11,2020,CZ0,2016,1.122879512831666
12,2020,DE1,2016,1.066232003776257
13,2020,DE2,2016,1.4926039541943048
14,2020,DE3,2016,1.415296052631579
15,2020,DE4,2016,0.0
16,2020,DE5,2016,0.0
17,2020,DE6,2016,9.704887218045112
18,2020,DE7,2016,2.6949108307959984
19,2020,DE8,2016,0.0
20,2020,DE9,2016,1.3983027895639615
21,2020,DEA,2016,0.8230293047105396
22,2020,DEB,2016,0.0
23,2020,DEC,2016,0.0
24,2020,DED,2016,0.0
25,2020,DEE,2016,0.0
26,2020,DEF,2016,18.422836752899197
27,2020,DEG,2016,0.0
28,2020,DK0,2016,0.4723120082942001
29,2020,EE0,2016,1.6878064727034978
30,2020,EL3,2016,1.8740471869328492
31,2020,EL4,2016,0.0
32,2020,EL5,2016,0.0
33,2020,EL6,2016,0.0
34,2020,ES1,2016,0.0
35,2020,ES2,2016,1.1970785995826572
36,2020,ES3,2016,0.5564576971438836
37,2020,ES4,2016,3.2478507024533445
38,2020,ES5,2016,0.7324443183430274
39,2020,ES6,2016,0.48010042774781475
40,2020,ES7,2016,0.0
41,2020,FI1,2016,0.31597307221542226
42,2020,FR1,2016,0.7249077342747112
43,2020,FRB,2016,0.0
44,2020,FRC,2016,0.0
45,2020,FRD,2016,0.0
46,2020,FRE,2016,2.7728249194414607
47,2020,FRF,2016,1.9272116461366182
48,2020,FRG,2016,1.4609507640067911
49,2020,FRH,2016,0.0
50,2020,FRI,2016,0.0
51,2020,FRJ,2016,1.9762679425837322
52,2020,FRK,2016,1.6773879142300196
53,2020,FRL,2016,3.1055639097744363
54,2020,FRY,2016,0.0
55,2020,HR0,2016,0.0
56,2020,HU1,2016,1.5707331913599025
57,2020,HU2,2016,0.0
58,2020,HU3,2016,0.0
59,2020,IE0,2016,1.4741600837536881
60,2020,IS0,2016,0.0
61,2020,ITC,2016,0.20918925489242737
62,2020,ITF,2016,0.31020187454938714
63,2020,ITG,2016,4.852443609022556
