,year,nuts_id,nuts_year_spec,antiviral_drugs_lq
0,2020,AL,2016,0.0
1,2020,AT,2016,0.6806182645091124
2,2020,BE,2016,0.506499239711581
3,2020,BG,2016,2.383656509695291
4,2020,CH,2016,0.5729822711760952
5,2020,CY,2016,0.0
6,2020,CZ,2016,1.122879512831666
7,2020,DE,2016,1.4297161393545665
8,2020,DK,2016,0.4723120082942001
9,2020,EE,2016,1.6878064727034978
10,2020,EL,2016,0.777501694149537
11,2020,ES,2016,0.7664372469635626
12,2020,FI,2016,0.31597307221542226
13,2020,FR,2016,1.1091299677765842
14,2020,HR,2016,0.0
15,2020,HU,2016,1.132236842105263
16,2020,IE,2016,1.4741600837536881
17,2020,IS,2016,0.0
18,2020,IT,2016,0.6177007208303008
19,2020,LT,2016,0.0
20,2020,LU,2016,1.8115789473684212
21,2020,LV,2016,0.0
22,2020,ME,2016,0.0
23,2020,MK,2016,0.0
24,2020,MT,2016,0.0
25,2020,NL,2016,1.4711672029159295
26,2020,NO,2016,0.25160818713450295
27,2020,PL,2016,1.2045072788353863
28,2020,PT,2016,0.0
29,2020,RO,2016,2.6382217680122637
30,2020,RS,2016,0.0
31,2020,SE,2016,0.3058951318258122
32,2020,SI,2016,3.1782086795937214
33,2020,SK,2016,0.0
34,2020,TR,2016,2.0648696208606623
35,2020,UK,2016,1.073075150533003
36,2021,AT,2016,0.0
37,2021,BE,2016,2.3108614232209734
38,2021,BG,2016,0.0
39,2021,CH,2016,1.248356095093576
40,2021,CY,2016,0.0
41,2021,CZ,2016,0.0
42,2021,DE,2016,0.20763923944135956
43,2021,DK,2016,1.552201257861635
44,2021,EE,2016,15.234567901234566
45,2021,EL,2016,0.0
46,2021,ES,2016,1.3268817204301073
47,2021,FI,2016,0.0
48,2021,FR,2016,0.0
49,2021,HR,2016,0.0
50,2021,HU,2016,0.0
51,2021,IE,2016,0.0
52,2021,IS,2016,0.0
53,2021,IT,2016,0.8428961748633879
54,2021,LT,2016,0.0
55,2021,LU,2016,0.0
56,2021,LV,2016,0.0
57,2021,ME,2016,0.0
58,2021,MK,2016,0.0
59,2021,MT,2016,0.0
60,2021,NL,2016,2.3206393982134457
61,2021,NO,2016,2.391472868217054
62,2021,PL,2016,0.0
63,2021,PT,2016,0.0
64,2021,RO,2016,0.0
65,2021,RS,2016,0.0
66,2021,SE,2016,1.7103257103257103
67,2021,SI,2016,0.0
68,2021,SK,2016,0.0
69,2021,TR,2016,0.0
70,2021,UK,2016,1.5574908494257225
