,year,nuts_id,nuts_year_spec,biorxiv_count
0,2011.0,SE121,2016,1
1,2011.0,UKJ22,2016,1
2,2012.0,ITH42,2016,1
3,2012.0,SE232,2016,1
4,2013.0,CH011,2016,1
5,2013.0,DE125,2016,2
6,2013.0,DE212,2016,3
7,2013.0,DE263,2016,1
8,2013.0,DE300,2016,1
9,2013.0,DEA23,2016,1
10,2013.0,DED43,2016,1
11,2013.0,ES300,2016,1
12,2013.0,FR101,2016,3
13,2013.0,IE061,2016,1
14,2013.0,ITC4C,2016,1
15,2013.0,ITH20,2016,1
16,2013.0,ITI14,2016,2
17,2013.0,SE224,2016,2
18,2013.0,TR622,2016,1
19,2013.0,UKC22,2016,1
20,2013.0,UKE21,2016,1
21,2013.0,UKE32,2016,2
22,2013.0,UKF14,2016,1
23,2013.0,UKH12,2016,4
24,2013.0,UKH34,2016,1
25,2013.0,UKI32,2016,2
26,2013.0,UKI33,2016,2
27,2013.0,UKI42,2016,1
28,2013.0,UKJ14,2016,2
29,2013.0,UKJ22,2016,1
30,2013.0,UKK11,2016,1
31,2013.0,UKM71,2016,1
32,2013.0,UKM75,2016,1
33,2014.0,AT124,2016,1
34,2014.0,AT126,2016,1
35,2014.0,AT130,2016,4
36,2014.0,AT312,2016,1
37,2014.0,BE211,2016,1
38,2014.0,BE234,2016,2
39,2014.0,BE310,2016,1
40,2014.0,BE332,2016,1
41,2014.0,CH011,2016,19
42,2014.0,CH013,2016,14
43,2014.0,CH021,2016,2
44,2014.0,CH022,2016,2
45,2014.0,CH031,2016,2
46,2014.0,CH040,2016,10
47,2014.0,CZ010,2016,1
48,2014.0,CZ064,2016,1
49,2014.0,DE111,2016,3
50,2014.0,DE125,2016,4
51,2014.0,DE131,2016,1
52,2014.0,DE142,2016,3
53,2014.0,DE144,2016,1
54,2014.0,DE212,2016,40
55,2014.0,DE300,2016,2
56,2014.0,DE712,2016,1
57,2014.0,DE731,2016,3
58,2014.0,DEA22,2016,1
59,2014.0,DEA23,2016,2
60,2014.0,DEA33,2016,1
61,2014.0,DED41,2016,6
62,2014.0,DED43,2016,1
63,2014.0,DED51,2016,1
64,2014.0,DK011,2016,5
65,2014.0,DK042,2016,5
66,2014.0,EE001,2016,2
67,2014.0,EE008,2016,5
68,2014.0,ES111,2016,1
69,2014.0,ES114,2016,5
70,2014.0,ES120,2016,1
71,2014.0,ES300,2016,7
72,2014.0,ES413,2016,4
73,2014.0,ES421,2016,1
74,2014.0,ES511,2016,16
75,2014.0,ES523,2016,3
76,2014.0,ES617,2016,1
77,2014.0,ES620,2016,1
78,2014.0,FI1B1,2016,6
79,2014.0,FI1C1,2016,2
80,2014.0,FI1D9,2016,3
81,2014.0,FR101,2016,5
82,2014.0,FR103,2016,1
83,2014.0,FR104,2016,1
84,2014.0,FRF11,2016,1
85,2014.0,FRG02,2016,1
86,2014.0,FRG04,2016,3
87,2014.0,FRH03,2016,1
88,2014.0,FRJ13,2016,3
89,2014.0,HR035,2016,1
90,2014.0,HR041,2016,2
91,2014.0,HU110,2016,4
92,2014.0,HU221,2016,1
93,2014.0,HU231,2016,1
94,2014.0,HU321,2016,1
95,2014.0,HU333,2016,1
96,2014.0,IE061,2016,1
97,2014.0,IS001,2016,4
98,2014.0,IS002,2016,1
99,2014.0,ITC11,2016,2
100,2014.0,ITC48,2016,1
101,2014.0,ITC49,2016,1
102,2014.0,ITC4C,2016,3
103,2014.0,ITF12,2016,1
104,2014.0,ITH20,2016,1
105,2014.0,ITH35,2016,1
106,2014.0,ITH36,2016,1
107,2014.0,ITH44,2016,1
108,2014.0,ITH56,2016,1
109,2014.0,ITI14,2016,8
110,2014.0,ITI17,2016,1
111,2014.0,ITI21,2016,1
112,2014.0,LT011,2016,1
113,2014.0,NL113,2016,6
114,2014.0,NL221,2016,3
115,2014.0,NL226,2016,3
116,2014.0,NL310,2016,2
117,2014.0,NL329,2016,2
118,2014.0,NL337,2016,2
119,2014.0,NL33C,2016,1
120,2014.0,NL423,2016,1
121,2014.0,NO011,2016,1
122,2014.0,NO012,2016,1
123,2014.0,NO043,2016,1
124,2014.0,NO051,2016,1
125,2014.0,PT11A,2016,2
126,2014.0,PT16E,2016,1
127,2014.0,PT170,2016,3
128,2014.0,RO113,2016,1
129,2014.0,SE110,2016,11
130,2014.0,SE121,2016,12
131,2014.0,SE123,2016,1
132,2014.0,SE224,2016,2
133,2014.0,SE232,2016,6
134,2014.0,SK010,2016,1
135,2014.0,TR100,2016,1
136,2014.0,TR510,2016,2
137,2014.0,TR622,2016,1
138,2014.0,TR721,2016,1
139,2014.0,TR822,2016,1
140,2014.0,UKC14,2016,1
141,2014.0,UKD33,2016,2
142,2014.0,UKD44,2016,1
143,2014.0,UKD72,2016,3
144,2014.0,UKE21,2016,2
145,2014.0,UKE32,2016,1
146,2014.0,UKE42,2016,1
147,2014.0,UKF21,2016,6
148,2014.0,UKF30,2016,1
149,2014.0,UKG13,2016,9
