,year,nuts_id,nuts_year_spec,medrxiv_count
0,2017.0,UKM,2016,1
1,2018.0,ES2,2016,1
2,2018.0,ES3,2016,1
3,2018.0,ES5,2016,1
4,2019.0,AT1,2016,2
5,2019.0,AT2,2016,1
6,2019.0,AT3,2016,3
7,2019.0,BE1,2016,4
8,2019.0,BE2,2016,14
9,2019.0,BG4,2016,3
10,2019.0,CH0,2016,69
11,2019.0,CY0,2016,1
12,2019.0,CZ0,2016,5
13,2019.0,DE1,2016,17
14,2019.0,DE2,2016,17
15,2019.0,DE3,2016,18
16,2019.0,DE6,2016,3
17,2019.0,DE7,2016,4
18,2019.0,DE9,2016,3
19,2019.0,DEA,2016,20
20,2019.0,DEC,2016,1
21,2019.0,DED,2016,3
22,2019.0,DEE,2016,5
23,2019.0,DEF,2016,1
24,2019.0,DK0,2016,15
25,2019.0,EL3,2016,1
26,2019.0,EL5,2016,3
27,2019.0,EL6,2016,1
28,2019.0,ES1,2016,2
29,2019.0,ES2,2016,4
30,2019.0,ES3,2016,17
31,2019.0,ES4,2016,2
32,2019.0,ES5,2016,16
33,2019.0,ES6,2016,4
34,2019.0,FI1,2016,7
35,2019.0,FR1,2016,15
36,2019.0,FRE,2016,1
37,2019.0,FRF,2016,1
38,2019.0,FRG,2016,1
39,2019.0,FRH,2016,1
40,2019.0,FRI,2016,1
41,2019.0,FRJ,2016,1
42,2019.0,FRL,2016,2
43,2019.0,HR0,2016,1
44,2019.0,HU1,2016,1
45,2019.0,HU2,2016,1
46,2019.0,IE0,2016,10
47,2019.0,IS0,2016,2
48,2019.0,ITC,2016,15
49,2019.0,ITF,2016,3
50,2019.0,ITG,2016,2
51,2019.0,ITH,2016,11
52,2019.0,ITI,2016,11
53,2019.0,NL1,2016,11
54,2019.0,NL2,2016,13
55,2019.0,NL3,2016,47
56,2019.0,NL4,2016,11
57,2019.0,NO0,2016,12
58,2019.0,PL4,2016,3
59,2019.0,PL7,2016,1
60,2019.0,PT1,2016,12
61,2019.0,PT2,2016,1
62,2019.0,SE1,2016,22
63,2019.0,SE2,2016,13
64,2019.0,SE3,2016,1
65,2019.0,SK0,2016,2
66,2019.0,TR3,2016,1
67,2019.0,TR5,2016,2
68,2019.0,TRA,2016,1
69,2019.0,UKC,2016,1
70,2019.0,UKD,2016,25
71,2019.0,UKE,2016,13
72,2019.0,UKF,2016,20
73,2019.0,UKG,2016,12
74,2019.0,UKH,2016,60
75,2019.0,UKI,2016,119
76,2019.0,UKJ,2016,74
77,2019.0,UKK,2016,45
78,2019.0,UKL,2016,12
79,2019.0,UKM,2016,47
80,2019.0,UKN,2016,9
81,2020.0,AT1,2016,77
82,2020.0,AT2,2016,19
83,2020.0,AT3,2016,23
84,2020.0,BE1,2016,36
85,2020.0,BE2,2016,131
86,2020.0,BE3,2016,33
87,2020.0,BG4,2016,12
88,2020.0,CH0,2016,479
89,2020.0,CY0,2016,25
90,2020.0,CZ0,2016,26
91,2020.0,DE1,2016,137
92,2020.0,DE2,2016,180
93,2020.0,DE3,2016,148
94,2020.0,DE4,2016,15
95,2020.0,DE5,2016,3
96,2020.0,DE6,2016,40
97,2020.0,DE7,2016,45
98,2020.0,DE8,2016,16
99,2020.0,DE9,2016,45
100,2020.0,DEA,2016,158
101,2020.0,DEB,2016,10
102,2020.0,DEC,2016,10
103,2020.0,DED,2016,74
104,2020.0,DEE,2016,16
105,2020.0,DEF,2016,8
106,2020.0,DEG,2016,3
107,2020.0,DK0,2016,270
108,2020.0,EE0,2016,26
109,2020.0,EL3,2016,59
110,2020.0,EL4,2016,5
111,2020.0,EL5,2016,41
112,2020.0,EL6,2016,17
113,2020.0,ES1,2016,17
114,2020.0,ES2,2016,26
115,2020.0,ES3,2016,143
116,2020.0,ES4,2016,36
117,2020.0,ES5,2016,135
118,2020.0,ES6,2016,43
119,2020.0,ES7,2016,3
120,2020.0,FI1,2016,153
121,2020.0,FR1,2016,214
122,2020.0,FRB,2016,3
123,2020.0,FRC,2016,5
124,2020.0,FRD,2016,2
125,2020.0,FRE,2016,8
126,2020.0,FRF,2016,13
127,2020.0,FRG,2016,16
128,2020.0,FRH,2016,2
129,2020.0,FRI,2016,33
130,2020.0,FRJ,2016,25
131,2020.0,FRK,2016,25
132,2020.0,FRL,2016,37
133,2020.0,FRY,2016,3
134,2020.0,HR0,2016,19
135,2020.0,HU1,2016,30
136,2020.0,HU2,2016,4
137,2020.0,HU3,2016,8
138,2020.0,IE0,2016,94
139,2020.0,IS0,2016,25
140,2020.0,ITC,2016,241
141,2020.0,ITF,2016,51
142,2020.0,ITG,2016,28
143,2020.0,ITH,2016,150
144,2020.0,ITI,2016,141
145,2020.0,LT0,2016,7
146,2020.0,LU0,2016,9
147,2020.0,LV0,2016,7
148,2020.0,MK0,2016,2
149,2020.0,MT0,2016,7
150,2020.0,NL1,2016,54
151,2020.0,NL2,2016,118
152,2020.0,NL3,2016,319
153,2020.0,NL4,2016,40
154,2020.0,NO0,2016,218
155,2020.0,PL2,2016,13
156,2020.0,PL4,2016,11
157,2020.0,PL5,2016,12
158,2020.0,PL6,2016,7
159,2020.0,PL7,2016,10
160,2020.0,PL8,2016,5
161,2020.0,PL9,2016,28
162,2020.0,PT1,2016,62
163,2020.0,RO3,2016,3
164,2020.0,RS1,2016,9
165,2020.0,SE1,2016,267
166,2020.0,SE2,2016,97
167,2020.0,SE3,2016,22
168,2020.0,SI0,2016,21
169,2020.0,SK0,2016,9
170,2020.0,TR1,2016,24
171,2020.0,TR2,2016,3
172,2020.0,TR3,2016,6
173,2020.0,TR4,2016,3
174,2020.0,TR5,2016,20
175,2020.0,TR6,2016,4
176,2020.0,TR7,2016,3
177,2020.0,TR8,2016,5
178,2020.0,TRA,2016,4
179,2020.0,TRB,2016,2
180,2020.0,TRC,2016,2
181,2020.0,UKC,2016,41
182,2020.0,UKD,2016,335
183,2020.0,UKE,2016,161
184,2020.0,UKF,2016,182
185,2020.0,UKG,2016,215
186,2020.0,UKH,2016,498
187,2020.0,UKI,2016,1262
188,2020.0,UKJ,2016,704
189,2020.0,UKK,2016,331
190,2020.0,UKL,2016,106
191,2020.0,UKM,2016,360
192,2020.0,UKN,2016,26
193,2021.0,AT1,2016,17
194,2021.0,AT2,2016,2
195,2021.0,AT3,2016,7
196,2021.0,BE1,2016,5
197,2021.0,BE2,2016,17
198,2021.0,BE3,2016,3
199,2021.0,BG3,2016,1
200,2021.0,BG4,2016,3
201,2021.0,CH0,2016,100
202,2021.0,CY0,2016,7
203,2021.0,CZ0,2016,6
204,2021.0,DE1,2016,16
205,2021.0,DE2,2016,29
206,2021.0,DE3,2016,21
207,2021.0,DE4,2016,2
208,2021.0,DE6,2016,1
209,2021.0,DE7,2016,9
210,2021.0,DE9,2016,2
211,2021.0,DEA,2016,25
212,2021.0,DEC,2016,2
213,2021.0,DED,2016,14
214,2021.0,DEE,2016,1
215,2021.0,DEF,2016,1
216,2021.0,DEG,2016,1
217,2021.0,DK0,2016,40
218,2021.0,EE0,2016,2
219,2021.0,EL3,2016,9
220,2021.0,EL4,2016,2
221,2021.0,EL5,2016,6
222,2021.0,EL6,2016,4
223,2021.0,ES2,2016,4
224,2021.0,ES3,2016,15
225,2021.0,ES4,2016,1
226,2021.0,ES5,2016,20
227,2021.0,ES6,2016,2
228,2021.0,FI1,2016,25
229,2021.0,FR1,2016,26
230,2021.0,FRF,2016,4
231,2021.0,FRG,2016,2
232,2021.0,FRH,2016,4
233,2021.0,FRI,2016,3
234,2021.0,FRJ,2016,2
235,2021.0,FRK,2016,4
236,2021.0,FRL,2016,4
237,2021.0,FRY,2016,1
238,2021.0,HR0,2016,1
239,2021.0,HU1,2016,3
240,2021.0,HU2,2016,1
241,2021.0,IE0,2016,15
242,2021.0,IS0,2016,2
243,2021.0,ITC,2016,33
244,2021.0,ITF,2016,7
245,2021.0,ITG,2016,3
246,2021.0,ITH,2016,28
247,2021.0,ITI,2016,14
248,2021.0,LT0,2016,2
249,2021.0,LU0,2016,2
250,2021.0,LV0,2016,1
251,2021.0,ME0,2016,1
252,2021.0,MT0,2016,1
253,2021.0,NL1,2016,10
254,2021.0,NL2,2016,21
255,2021.0,NL3,2016,70
256,2021.0,NL4,2016,5
257,2021.0,NO0,2016,31
258,2021.0,PL2,2016,4
259,2021.0,PL5,2016,1
260,2021.0,PL6,2016,3
261,2021.0,PL7,2016,2
262,2021.0,PL8,2016,4
263,2021.0,PL9,2016,9
264,2021.0,PT1,2016,6
265,2021.0,RO2,2016,1
266,2021.0,RO3,2016,1
267,2021.0,SE1,2016,35
268,2021.0,SE2,2016,13
269,2021.0,SE3,2016,2
270,2021.0,SI0,2016,4
271,2021.0,SK0,2016,3
272,2021.0,TR1,2016,1
273,2021.0,TR2,2016,2
274,2021.0,TR3,2016,4
275,2021.0,TR4,2016,2
276,2021.0,TR5,2016,4
277,2021.0,TR6,2016,1
278,2021.0,TR8,2016,1
279,2021.0,UKC,2016,12
280,2021.0,UKD,2016,31
281,2021.0,UKE,2016,24
282,2021.0,UKF,2016,24
283,2021.0,UKG,2016,39
284,2021.0,UKH,2016,84
285,2021.0,UKI,2016,196
286,2021.0,UKJ,2016,99
287,2021.0,UKK,2016,46
288,2021.0,UKL,2016,30
289,2021.0,UKM,2016,70
290,2021.0,UKN,2016,7
