year,region_type,region_year_spec,region_id,region_level,detection_sequencing_lq
493,2020,NUTS,2016,BE242,3,0.0
494,2020,NUTS,2016,BE251,3,0.0
495,2020,NUTS,2016,BE254,3,0.0
496,2020,NUTS,2016,BE255,3,0.0
497,2020,NUTS,2016,BE310,3,0.0
498,2020,NUTS,2016,BE323,3,0.0
499,2020,NUTS,2016,BE332,3,6.16
500,2020,NUTS,2016,BE352,3,0.0
501,2020,NUTS,2016,BG314,3,0.0
502,2020,NUTS,2016,BG321,3,0.0
503,2020,NUTS,2016,BG323,3,0.0
504,2020,NUTS,2016,BG331,3,0.0
505,2020,NUTS,2016,BG344,3,0.0
506,2020,NUTS,2016,BG411,3,0.0
507,2020,NUTS,2016,BG413,3,0.0
508,2020,NUTS,2016,BG421,3,0.0
509,2020,NUTS,2016,CH011,3,4.53
510,2020,NUTS,2016,CH012,3,0.0
511,2020,NUTS,2016,CH013,3,3.92
512,2020,NUTS,2016,CH021,3,0.0
513,2020,NUTS,2016,CH022,3,0.0
514,2020,NUTS,2016,CH023,3,0.0
515,2020,NUTS,2016,CH024,3,0.0
516,2020,NUTS,2016,CH025,3,0.0
517,2020,NUTS,2016,CH031,3,2.77
518,2020,NUTS,2016,CH033,3,0.0
519,2020,NUTS,2016,CH040,3,0.98
520,2020,NUTS,2016,CH055,3,0.0
521,2020,NUTS,2016,CH061,3,0.0
522,2020,NUTS,2016,CH070,3,0.0
523,2020,NUTS,2016,CY000,3,2.63
524,2020,NUTS,2016,CZ010,3,0.0
525,2020,NUTS,2016,CZ020,3,0.0
526,2020,NUTS,2016,CZ031,3,0.0
527,2020,NUTS,2016,CZ032,3,0.0
528,2020,NUTS,2016,CZ042,3,0.0
529,2020,NUTS,2016,CZ051,3,0.0
530,2020,NUTS,2016,CZ052,3,0.0
531,2020,NUTS,2016,CZ053,3,0.0
532,2020,NUTS,2016,CZ064,3,0.0
533,2020,NUTS,2016,CZ071,3,0.0
534,2020,NUTS,2016,CZ072,3,0.0
535,2020,NUTS,2016,CZ080,3,0.0
536,2020,NUTS,2016,DE111,3,0.0
537,2020,NUTS,2016,DE113,3,0.0
538,2020,NUTS,2016,DE117,3,0.0
539,2020,NUTS,2016,DE122,3,0.0
540,2020,NUTS,2016,DE125,3,0.0
541,2020,NUTS,2016,DE126,3,0.0
542,2020,NUTS,2016,DE129,3,0.0
543,2020,NUTS,2016,DE131,3,2.14
544,2020,NUTS,2016,DE134,3,0.0
545,2020,NUTS,2016,DE136,3,0.0
546,2020,NUTS,2016,DE138,3,0.0
547,2020,NUTS,2016,DE141,3,0.0
548,2020,NUTS,2016,DE142,3,0.0
549,2020,NUTS,2016,DE144,3,0.0
550,2020,NUTS,2016,DE148,3,0.0
551,2020,NUTS,2016,DE212,3,1.09
552,2020,NUTS,2016,DE219,3,0.0
553,2020,NUTS,2016,DE21B,3,0.0
554,2020,NUTS,2016,DE21H,3,0.0
555,2020,NUTS,2016,DE222,3,0.0
556,2020,NUTS,2016,DE232,3,5.25
557,2020,NUTS,2016,DE241,3,0.0
558,2020,NUTS,2016,DE242,3,0.0
559,2020,NUTS,2016,DE243,3,0.0
560,2020,NUTS,2016,DE252,3,0.0
561,2020,NUTS,2016,DE254,3,0.0
562,2020,NUTS,2016,DE263,3,0.0
563,2020,NUTS,2016,DE271,3,0.0
564,2020,NUTS,2016,DE300,3,0.47
565,2020,NUTS,2016,DE402,3,0.0
566,2020,NUTS,2016,DE403,3,0.0
567,2020,NUTS,2016,DE404,3,0.0
568,2020,NUTS,2016,DE406,3,0.0
569,2020,NUTS,2016,DE501,3,0.0
570,2020,NUTS,2016,DE502,3,0.0
571,2020,NUTS,2016,DE600,3,0.0
572,2020,NUTS,2016,DE711,3,0.0
573,2020,NUTS,2016,DE712,3,4.75
574,2020,NUTS,2016,DE714,3,0.0
575,2020,NUTS,2016,DE715,3,0.0
576,2020,NUTS,2016,DE718,3,0.0
577,2020,NUTS,2016,DE71C,3,0.0
578,2020,NUTS,2016,DE721,3,0.0
579,2020,NUTS,2016,DE724,3,0.0
580,2020,NUTS,2016,DE731,3,0.0
581,2020,NUTS,2016,DE732,3,0.0
582,2020,NUTS,2016,DE803,3,0.0
583,2020,NUTS,2016,DE80N,3,0.0
584,2020,NUTS,2016,DE911,3,0.0
585,2020,NUTS,2016,DE916,3,0.0
586,2020,NUTS,2016,DE91B,3,0.0
587,2020,NUTS,2016,DE91C,3,0.0
588,2020,NUTS,2016,DE925,3,0.0
589,2020,NUTS,2016,DE926,3,0.0
590,2020,NUTS,2016,DE929,3,0.0
591,2020,NUTS,2016,DE943,3,0.0
592,2020,NUTS,2016,DE94E,3,0.0
593,2020,NUTS,2016,DE94F,3,0.0
594,2020,NUTS,2016,DEA13,3,0.0
595,2020,NUTS,2016,DEA1A,3,0.0
596,2020,NUTS,2016,DEA1B,3,0.0
597,2020,NUTS,2016,DEA1D,3,0.0
