,year,nuts_id,nuts_year_spec,arxiv_count
0,2000.0,AT1,2016,172
1,2000.0,AT2,2016,24
2,2000.0,AT3,2016,31
3,2000.0,BE1,2016,92
4,2000.0,BE2,2016,90
5,2000.0,BE3,2016,53
6,2000.0,BG4,2016,57
7,2000.0,CH0,2016,494
8,2000.0,CY0,2016,26
9,2000.0,CZ0,2016,122
10,2000.0,DE1,2016,432
11,2000.0,DE2,2016,1279
12,2000.0,DE3,2016,164
13,2000.0,DE4,2016,23
14,2000.0,DE5,2016,6
15,2000.0,DE6,2016,118
16,2000.0,DE7,2016,141
17,2000.0,DE8,2016,7
18,2000.0,DE9,2016,88
19,2000.0,DEA,2016,560
20,2000.0,DEB,2016,75
21,2000.0,DEC,2016,21
22,2000.0,DED,2016,188
23,2000.0,DEE,2016,17
24,2000.0,DEF,2016,10
25,2000.0,DEG,2016,7
26,2000.0,DK0,2016,138
27,2000.0,EE0,2016,19
28,2000.0,EL3,2016,58
29,2000.0,EL4,2016,57
30,2000.0,EL5,2016,48
31,2000.0,EL6,2016,6
32,2000.0,ES1,2016,47
33,2000.0,ES2,2016,73
34,2000.0,ES3,2016,594
35,2000.0,ES4,2016,77
36,2000.0,ES5,2016,260
37,2000.0,ES6,2016,99
38,2000.0,ES7,2016,20
39,2000.0,FI1,2016,181
40,2000.0,FR1,2016,821
41,2000.0,FRB,2016,17
42,2000.0,FRC,2016,6
43,2000.0,FRD,2016,10
44,2000.0,FRE,2016,3
45,2000.0,FRF,2016,30
46,2000.0,FRG,2016,97
47,2000.0,FRH,2016,3
48,2000.0,FRI,2016,23
49,2000.0,FRJ,2016,78
50,2000.0,FRK,2016,241
51,2000.0,FRL,2016,13
52,2000.0,HR0,2016,28
53,2000.0,HU1,2016,165
54,2000.0,HU2,2016,2
55,2000.0,HU3,2016,39
56,2000.0,IE0,2016,85
57,2000.0,IS0,2016,17
58,2000.0,ITC,2016,325
59,2000.0,ITF,2016,262
60,2000.0,ITG,2016,70
61,2000.0,ITH,2016,644
62,2000.0,ITI,2016,592
63,2000.0,LT0,2016,2
64,2000.0,LU0,2016,4
65,2000.0,LV0,2016,15
66,2000.0,ME0,2016,4
67,2000.0,NL1,2016,54
68,2000.0,NL2,2016,106
69,2000.0,NL3,2016,479
70,2000.0,NL4,2016,12
71,2000.0,NO0,2016,83
72,2000.0,PL2,2016,77
73,2000.0,PL4,2016,11
74,2000.0,PL5,2016,46
75,2000.0,PL6,2016,17
76,2000.0,PL7,2016,32
77,2000.0,PL8,2016,12
78,2000.0,PL9,2016,165
79,2000.0,PT1,2016,88
80,2000.0,PT2,2016,4
81,2000.0,PT3,2016,1
82,2000.0,RO1,2016,2
83,2000.0,RO2,2016,1
84,2000.0,RO3,2016,26
85,2000.0,RO4,2016,10
86,2000.0,RS1,2016,8
87,2000.0,RS2,2016,2
88,2000.0,SE1,2016,153
89,2000.0,SE2,2016,126
90,2000.0,SE3,2016,20
91,2000.0,SI0,2016,43
92,2000.0,SK0,2016,106
93,2000.0,TR1,2016,18
94,2000.0,TR2,2016,2
95,2000.0,TR3,2016,8
96,2000.0,TR4,2016,1
97,2000.0,TR5,2016,57
98,2000.0,TR7,2016,1
99,2000.0,TRB,2016,1
100,2000.0,UKC,2016,199
101,2000.0,UKD,2016,263
102,2000.0,UKE,2016,108
103,2000.0,UKF,2016,152
104,2000.0,UKG,2016,170
105,2000.0,UKH,2016,363
106,2000.0,UKI,2016,400
107,2000.0,UKJ,2016,515
108,2000.0,UKK,2016,83
109,2000.0,UKL,2016,106
110,2000.0,UKM,2016,223
111,2000.0,UKN,2016,24
112,2001.0,AT1,2016,158
113,2001.0,AT2,2016,29
114,2001.0,AT3,2016,25
115,2001.0,BE1,2016,129
116,2001.0,BE2,2016,103
117,2001.0,BE3,2016,71
118,2001.0,BG4,2016,50
119,2001.0,CH0,2016,463
120,2001.0,CY0,2016,25
121,2001.0,CZ0,2016,156
122,2001.0,DE1,2016,462
123,2001.0,DE2,2016,1444
124,2001.0,DE3,2016,197
125,2001.0,DE4,2016,24
126,2001.0,DE5,2016,9
127,2001.0,DE6,2016,101
128,2001.0,DE7,2016,126
129,2001.0,DE8,2016,7
130,2001.0,DE9,2016,98
131,2001.0,DEA,2016,603
132,2001.0,DEB,2016,57
133,2001.0,DEC,2016,13
134,2001.0,DED,2016,252
135,2001.0,DEE,2016,27
136,2001.0,DEF,2016,10
137,2001.0,DEG,2016,10
138,2001.0,DK0,2016,158
139,2001.0,EE0,2016,19
140,2001.0,EL3,2016,64
141,2001.0,EL4,2016,88
142,2001.0,EL5,2016,47
143,2001.0,EL6,2016,9
144,2001.0,ES1,2016,42
145,2001.0,ES2,2016,84
146,2001.0,ES3,2016,637
147,2001.0,ES4,2016,55
148,2001.0,ES5,2016,306
149,2001.0,ES6,2016,105
150,2001.0,ES7,2016,29
151,2001.0,FI1,2016,200
152,2001.0,FR1,2016,973
153,2001.0,FRB,2016,26
154,2001.0,FRC,2016,16
155,2001.0,FRD,2016,10
156,2001.0,FRE,2016,2
157,2001.0,FRF,2016,36
158,2001.0,FRG,2016,98
159,2001.0,FRH,2016,2
160,2001.0,FRI,2016,19
161,2001.0,FRJ,2016,121
162,2001.0,FRK,2016,259
163,2001.0,FRL,2016,28
164,2001.0,HR0,2016,26
165,2001.0,HU1,2016,198
166,2001.0,HU2,2016,6
167,2001.0,HU3,2016,44
168,2001.0,IE0,2016,88
169,2001.0,IS0,2016,28
170,2001.0,ITC,2016,375
171,2001.0,ITF,2016,286
172,2001.0,ITG,2016,65
173,2001.0,ITH,2016,702
174,2001.0,ITI,2016,697
175,2001.0,LT0,2016,5
176,2001.0,LU0,2016,3
177,2001.0,LV0,2016,6
178,2001.0,ME0,2016,4
179,2001.0,MT0,2016,2
180,2001.0,NL1,2016,62
181,2001.0,NL2,2016,109
182,2001.0,NL3,2016,517
183,2001.0,NL4,2016,20
184,2001.0,NO0,2016,89
185,2001.0,PL2,2016,73
186,2001.0,PL4,2016,34
187,2001.0,PL5,2016,44
188,2001.0,PL6,2016,18
189,2001.0,PL7,2016,38
190,2001.0,PL8,2016,11
191,2001.0,PL9,2016,193
192,2001.0,PT1,2016,104
193,2001.0,PT2,2016,1
194,2001.0,RO1,2016,1
195,2001.0,RO3,2016,23
196,2001.0,RO4,2016,3
197,2001.0,RS1,2016,10
198,2001.0,RS2,2016,1
199,2001.0,SE1,2016,171
200,2001.0,SE2,2016,153
201,2001.0,SE3,2016,20
202,2001.0,SI0,2016,46
203,2001.0,SK0,2016,122
204,2001.0,TR1,2016,45
205,2001.0,TR2,2016,2
206,2001.0,TR3,2016,6
207,2001.0,TR4,2016,2
208,2001.0,TR5,2016,77
209,2001.0,TR6,2016,7
210,2001.0,TRC,2016,1
211,2001.0,UKC,2016,222
212,2001.0,UKD,2016,331
213,2001.0,UKE,2016,133
214,2001.0,UKF,2016,168
215,2001.0,UKG,2016,162
216,2001.0,UKH,2016,459
217,2001.0,UKI,2016,469
218,2001.0,UKJ,2016,682
219,2001.0,UKK,2016,105
220,2001.0,UKL,2016,86
221,2001.0,UKM,2016,293
222,2001.0,UKN,2016,29
223,2002.0,AT1,2016,197
224,2002.0,AT2,2016,39
225,2002.0,AT3,2016,20
226,2002.0,BE1,2016,141
227,2002.0,BE2,2016,112
228,2002.0,BE3,2016,97
229,2002.0,BG3,2016,2
230,2002.0,BG4,2016,66
231,2002.0,CH0,2016,516
232,2002.0,CY0,2016,32
233,2002.0,CZ0,2016,177
234,2002.0,DE1,2016,571
235,2002.0,DE2,2016,1602
236,2002.0,DE3,2016,220
237,2002.0,DE4,2016,26
238,2002.0,DE5,2016,12
239,2002.0,DE6,2016,124
240,2002.0,DE7,2016,134
241,2002.0,DE8,2016,7
242,2002.0,DE9,2016,115
243,2002.0,DEA,2016,683
244,2002.0,DEB,2016,54
245,2002.0,DEC,2016,28
246,2002.0,DED,2016,279
247,2002.0,DEE,2016,29
248,2002.0,DEF,2016,7
249,2002.0,DEG,2016,4
250,2002.0,DK0,2016,164
251,2002.0,EE0,2016,33
252,2002.0,EL3,2016,72
253,2002.0,EL4,2016,84
254,2002.0,EL5,2016,51
255,2002.0,EL6,2016,25
256,2002.0,ES1,2016,52
257,2002.0,ES2,2016,108
258,2002.0,ES3,2016,702
259,2002.0,ES4,2016,61
260,2002.0,ES5,2016,320
261,2002.0,ES6,2016,146
262,2002.0,ES7,2016,37
263,2002.0,FI1,2016,181
264,2002.0,FR1,2016,1074
265,2002.0,FRB,2016,25
266,2002.0,FRC,2016,16
267,2002.0,FRD,2016,11
268,2002.0,FRE,2016,7
269,2002.0,FRF,2016,32
270,2002.0,FRG,2016,98
271,2002.0,FRH,2016,15
272,2002.0,FRI,2016,18
273,2002.0,FRJ,2016,129
274,2002.0,FRK,2016,244
275,2002.0,FRL,2016,28
276,2002.0,FRY,2016,1
277,2002.0,HR0,2016,38
278,2002.0,HU1,2016,182
279,2002.0,HU2,2016,5
280,2002.0,HU3,2016,46
281,2002.0,IE0,2016,106
282,2002.0,IS0,2016,28
283,2002.0,ITC,2016,426
284,2002.0,ITF,2016,314
285,2002.0,ITG,2016,59
286,2002.0,ITH,2016,696
287,2002.0,ITI,2016,794
288,2002.0,LT0,2016,8
289,2002.0,LU0,2016,4
290,2002.0,LV0,2016,6
291,2002.0,ME0,2016,4
292,2002.0,NL1,2016,65
293,2002.0,NL2,2016,121
294,2002.0,NL3,2016,533
295,2002.0,NL4,2016,18
296,2002.0,NO0,2016,86
297,2002.0,PL2,2016,104
298,2002.0,PL4,2016,46
299,2002.0,PL5,2016,47
300,2002.0,PL6,2016,35
301,2002.0,PL7,2016,42
302,2002.0,PL8,2016,22
303,2002.0,PL9,2016,259
304,2002.0,PT1,2016,122
305,2002.0,RO2,2016,1
306,2002.0,RO3,2016,24
307,2002.0,RO4,2016,7
308,2002.0,RS1,2016,14
309,2002.0,RS2,2016,2
310,2002.0,SE1,2016,236
311,2002.0,SE2,2016,141
312,2002.0,SE3,2016,26
313,2002.0,SI0,2016,61
314,2002.0,SK0,2016,131
315,2002.0,TR1,2016,43
316,2002.0,TR3,2016,8
317,2002.0,TR4,2016,2
318,2002.0,TR5,2016,98
319,2002.0,TR6,2016,12
320,2002.0,TR7,2016,3
321,2002.0,TRC,2016,1
322,2002.0,UKC,2016,245
323,2002.0,UKD,2016,340
324,2002.0,UKE,2016,128
325,2002.0,UKF,2016,181
326,2002.0,UKG,2016,168
327,2002.0,UKH,2016,509
328,2002.0,UKI,2016,464
329,2002.0,UKJ,2016,694
330,2002.0,UKK,2016,128
331,2002.0,UKL,2016,113
332,2002.0,UKM,2016,284
333,2002.0,UKN,2016,28
334,2003.0,AT1,2016,221
335,2003.0,AT2,2016,30
336,2003.0,AT3,2016,45
337,2003.0,BE1,2016,151
338,2003.0,BE2,2016,166
339,2003.0,BE3,2016,96
340,2003.0,BG3,2016,2
341,2003.0,BG4,2016,80
342,2003.0,CH0,2016,724
343,2003.0,CY0,2016,28
344,2003.0,CZ0,2016,169
345,2003.0,DE1,2016,554
346,2003.0,DE2,2016,1718
347,2003.0,DE3,2016,267
348,2003.0,DE4,2016,31
349,2003.0,DE5,2016,17
350,2003.0,DE6,2016,147
351,2003.0,DE7,2016,160
352,2003.0,DE8,2016,12
353,2003.0,DE9,2016,118
354,2003.0,DEA,2016,676
355,2003.0,DEB,2016,61
356,2003.0,DEC,2016,17
357,2003.0,DED,2016,306
358,2003.0,DEE,2016,26
359,2003.0,DEF,2016,8
360,2003.0,DEG,2016,15
361,2003.0,DK0,2016,212
362,2003.0,EE0,2016,16
363,2003.0,EL3,2016,66
364,2003.0,EL4,2016,69
365,2003.0,EL5,2016,34
366,2003.0,EL6,2016,13
367,2003.0,ES1,2016,48
368,2003.0,ES2,2016,98
369,2003.0,ES3,2016,724
370,2003.0,ES4,2016,76
371,2003.0,ES5,2016,379
372,2003.0,ES6,2016,171
373,2003.0,ES7,2016,29
374,2003.0,FI1,2016,205
375,2003.0,FR1,2016,1177
376,2003.0,FRB,2016,30
377,2003.0,FRC,2016,29
378,2003.0,FRD,2016,14
379,2003.0,FRE,2016,7
380,2003.0,FRF,2016,39
381,2003.0,FRG,2016,106
382,2003.0,FRH,2016,19
