,year,nuts_id,nuts_year_spec,antiviral_drugs_count
0,2018.0,CH013,2016,1
1,2018.0,CH021,2016,1
2,2018.0,DE731,2016,1
3,2018.0,NL226,2016,1
4,2018.0,NL310,2016,1
5,2018.0,NL329,2016,1
6,2018.0,UKH12,2016,1
7,2018.0,UKK11,2016,1
8,2019.0,DE300,2016,1
9,2019.0,DE600,2016,3
10,2019.0,DEF03,2016,1
11,2019.0,FRL04,2016,1
12,2019.0,ITH20,2016,1
13,2019.0,NL337,2016,1
14,2019.0,UKH12,2016,1
15,2019.0,UKJ25,2016,3
16,2020.0,AT130,2016,2
17,2020.0,AT221,2016,1
18,2020.0,AT312,2016,1
19,2020.0,BE213,2016,1
20,2020.0,BE242,2016,1
21,2020.0,BG411,2016,1
22,2020.0,CH011,2016,1
23,2020.0,CH013,2016,1
24,2020.0,CH021,2016,2
25,2020.0,CH033,2016,1
26,2020.0,CH040,2016,3
27,2020.0,CZ010,2016,2
28,2020.0,CZ064,2016,1
29,2020.0,CZ080,2016,1
30,2020.0,DE125,2016,5
31,2020.0,DE131,2016,1
32,2020.0,DE144,2016,1
33,2020.0,DE212,2016,15
34,2020.0,DE252,2016,1
35,2020.0,DE263,2016,2
36,2020.0,DE300,2016,7
37,2020.0,DE600,2016,12
38,2020.0,DE711,2016,1
39,2020.0,DE712,2016,2
40,2020.0,DE721,2016,3
41,2020.0,DE929,2016,2
42,2020.0,DE943,2016,1
43,2020.0,DEA22,2016,3
44,2020.0,DEA26,2016,2
45,2020.0,DEA2D,2016,1
46,2020.0,DEF03,2016,4
47,2020.0,DK011,2016,3
48,2020.0,EE008,2016,1
49,2020.0,EL303,2016,2
50,2020.0,ES243,2016,1
51,2020.0,ES300,2016,3
52,2020.0,ES413,2016,3
53,2020.0,ES523,2016,2
54,2020.0,ES532,2016,1
55,2020.0,ES620,2016,1
56,2020.0,FI1B1,2016,1
57,2020.0,FR101,2016,4
58,2020.0,FR104,2016,3
59,2020.0,FRE11,2016,1
60,2020.0,FRF11,2016,1
61,2020.0,FRF31,2016,1
62,2020.0,FRG04,2016,1
63,2020.0,FRJ13,2016,2
64,2020.0,FRK24,2016,1
65,2020.0,FRK26,2016,1
66,2020.0,FRL04,2016,4
67,2020.0,HU110,2016,2
68,2020.0,IE051,2016,1
69,2020.0,IE052,2016,1
70,2020.0,IE053,2016,1
71,2020.0,ITC4C,2016,1
72,2020.0,ITF33,2016,1
73,2020.0,ITG17,2016,2
74,2020.0,ITG27,2016,1
75,2020.0,ITH35,2016,1
76,2020.0,ITH44,2016,1
77,2020.0,ITH55,2016,1
78,2020.0,ITI14,2016,1
79,2020.0,ITI43,2016,3
80,2020.0,LU000,2016,1
81,2020.0,NL113,2016,2
82,2020.0,NL226,2016,3
83,2020.0,NL310,2016,1
84,2020.0,NL329,2016,6
85,2020.0,NL333,2016,1
86,2020.0,NL337,2016,9
87,2020.0,NL33C,2016,2
88,2020.0,NO051,2016,1
89,2020.0,PL213,2016,1
90,2020.0,PL229,2016,1
91,2020.0,PL22A,2016,1
92,2020.0,PL633,2016,1
93,2020.0,PL911,2016,1
94,2020.0,RO321,2016,1
95,2020.0,SE110,2016,1
96,2020.0,SE121,2016,1
97,2020.0,SE232,2016,1
98,2020.0,SI041,2016,2
99,2020.0,TR100,2016,2
100,2020.0,TR421,2016,1
101,2020.0,TR622,2016,1
102,2020.0,TR721,2016,1
103,2020.0,UKD33,2016,2
104,2020.0,UKD72,2016,1
105,2020.0,UKE21,2016,3
106,2020.0,UKE32,2016,2
107,2020.0,UKE42,2016,1
108,2020.0,UKF30,2016,1
109,2020.0,UKG13,2016,2
110,2020.0,UKH12,2016,16
111,2020.0,UKH17,2016,1
112,2020.0,UKI31,2016,4
113,2020.0,UKI32,2016,1
114,2020.0,UKI33,2016,2
115,2020.0,UKI42,2016,2
116,2020.0,UKJ14,2016,16
117,2020.0,UKJ25,2016,3
118,2020.0,UKJ32,2016,4
119,2020.0,UKJ44,2016,1
120,2020.0,UKK11,2016,2
121,2020.0,UKK12,2016,1
122,2020.0,UKK14,2016,1
123,2020.0,UKM75,2016,1
124,2020.0,UKM82,2016,1
125,2020.0,UKN06,2016,1
126,2021.0,BE332,2016,1
127,2021.0,CH040,2016,2
128,2021.0,DEA51,2016,1
129,2021.0,DK011,2016,1
130,2021.0,EE008,2016,1
131,2021.0,ES413,2016,1
132,2021.0,ES523,2016,1
133,2021.0,ITC33,2016,1
134,2021.0,ITH36,2016,1
135,2021.0,NL221,2016,1
136,2021.0,NL310,2016,1
137,2021.0,NL333,2016,1
138,2021.0,NL337,2016,1
139,2021.0,NO071,2016,1
140,2021.0,SE110,2016,1
141,2021.0,SE121,2016,1
142,2021.0,UKD72,2016,2
143,2021.0,UKE32,2016,1
144,2021.0,UKH12,2016,3
145,2021.0,UKI33,2016,1
146,2021.0,UKJ14,2016,1
147,2021.0,UKJ32,2016,1
148,2021.0,UKM75,2016,1
