year,region_type,region_year_spec,region_id,region_level,deep_learning_count
59,2010.0,NUTS,2010,PT,0,2
60,2010.0,NUTS,2010,PT1,1,1
61,2010.0,NUTS,2010,PT17,2,1
62,2010.0,NUTS,2010,PT171,3,1
63,2010.0,NUTS,2010,PT3,1,1
64,2010.0,NUTS,2010,PT30,2,1
65,2010.0,NUTS,2010,PT300,3,1
66,2010.0,NUTS,2010,TR,0,1
67,2010.0,NUTS,2010,TR5,1,1
68,2010.0,NUTS,2010,TR51,2,1
69,2010.0,NUTS,2010,TR510,3,1
70,2010.0,NUTS,2010,UK,0,4
71,2010.0,NUTS,2010,UKG,1,1
72,2010.0,NUTS,2010,UKG3,2,1
73,2010.0,NUTS,2010,UKG31,3,1
74,2010.0,NUTS,2010,UKH,1,1
75,2010.0,NUTS,2010,UKH3,2,1
76,2010.0,NUTS,2010,UKH33,3,1
77,2010.0,NUTS,2010,UKI,1,1
78,2010.0,NUTS,2010,UKI1,2,1
79,2010.0,NUTS,2010,UKI11,3,1
80,2010.0,NUTS,2010,UKK,1,1
81,2010.0,NUTS,2010,UKK1,2,1
82,2010.0,NUTS,2010,UKK11,3,1
83,2011.0,NUTS,2010,BE,0,2
84,2011.0,NUTS,2010,BE1,1,1
85,2011.0,NUTS,2010,BE10,2,1
86,2011.0,NUTS,2010,BE100,3,1
87,2011.0,NUTS,2010,BE2,1,1
88,2011.0,NUTS,2010,BE23,2,1
89,2011.0,NUTS,2010,BE234,3,1
90,2011.0,NUTS,2010,CH,0,2
91,2011.0,NUTS,2010,CH0,1,2
92,2011.0,NUTS,2010,CH01,2,1
93,2011.0,NUTS,2010,CH011,3,1
94,2011.0,NUTS,2010,CH07,2,1
95,2011.0,NUTS,2010,CH070,3,1
96,2011.0,NUTS,2010,DE,0,5
97,2011.0,NUTS,2010,DE7,1,1
98,2011.0,NUTS,2010,DE71,2,1
99,2011.0,NUTS,2010,DE712,3,1
100,2011.0,NUTS,2010,DEA,1,2
101,2011.0,NUTS,2010,DEA2,2,2
102,2011.0,NUTS,2010,DEA23,3,1
103,2011.0,NUTS,2010,DEA2D,3,1
104,2011.0,NUTS,2010,DED,1,2
105,2011.0,NUTS,2010,DED4,2,1
106,2011.0,NUTS,2010,DED43,3,1
107,2011.0,NUTS,2010,DED5,2,1
108,2011.0,NUTS,2010,DED51,3,1
109,2011.0,NUTS,2010,EL,0,1
110,2011.0,NUTS,2010,EL3,1,1
111,2011.0,NUTS,2010,EL30,2,1
112,2011.0,NUTS,2010,EL300,3,1
113,2011.0,NUTS,2010,ES,0,2
114,2011.0,NUTS,2010,ES3,1,1
115,2011.0,NUTS,2010,ES30,2,1
116,2011.0,NUTS,2010,ES300,3,1
117,2011.0,NUTS,2010,ES6,1,1
118,2011.0,NUTS,2010,ES61,2,1
119,2011.0,NUTS,2010,ES614,3,1
120,2011.0,NUTS,2010,FI,0,1
121,2011.0,NUTS,2010,FI1,1,1
122,2011.0,NUTS,2010,FI1B,2,1
123,2011.0,NUTS,2010,FI1B1,3,1
124,2011.0,NUTS,2010,FR,0,8
125,2011.0,NUTS,2010,FR1,1,7
126,2011.0,NUTS,2010,FR10,2,7
127,2011.0,NUTS,2010,FR101,3,1
128,2011.0,NUTS,2010,FR103,3,4
129,2011.0,NUTS,2010,FR104,3,2
130,2011.0,NUTS,2010,FR4,1,1
131,2011.0,NUTS,2010,FR43,2,1
132,2011.0,NUTS,2010,FR431,3,1
133,2011.0,NUTS,2010,IT,0,5
134,2011.0,NUTS,2010,ITC,1,1
135,2011.0,NUTS,2010,ITC4,2,1
136,2011.0,NUTS,2010,ITC4C,3,1
137,2011.0,NUTS,2010,ITH,1,3
138,2011.0,NUTS,2010,ITH3,2,1
139,2011.0,NUTS,2010,ITH36,3,1
140,2011.0,NUTS,2010,ITH5,2,2
141,2011.0,NUTS,2010,ITH55,3,2
142,2011.0,NUTS,2010,ITI,1,1
143,2011.0,NUTS,2010,ITI1,2,1
144,2011.0,NUTS,2010,ITI14,3,1
145,2011.0,NUTS,2010,NL,0,2
146,2011.0,NUTS,2010,NL2,1,1
147,2011.0,NUTS,2010,NL22,2,1
148,2011.0,NUTS,2010,NL226,3,1
149,2011.0,NUTS,2010,NL3,1,1
150,2011.0,NUTS,2010,NL32,2,1
151,2011.0,NUTS,2010,NL326,3,1
152,2011.0,NUTS,2010,PT,0,2
153,2011.0,NUTS,2010,PT1,1,2
154,2011.0,NUTS,2010,PT11,2,1
155,2011.0,NUTS,2010,PT113,3,1
156,2011.0,NUTS,2010,PT17,2,1
157,2011.0,NUTS,2010,PT171,3,1
158,2011.0,NUTS,2010,RO,0,2
159,2011.0,NUTS,2010,RO3,1,2
160,2011.0,NUTS,2010,RO32,2,2
161,2011.0,NUTS,2010,RO321,3,2
162,2011.0,NUTS,2010,SE,0,1
163,2011.0,NUTS,2010,SE1,1,1
164,2011.0,NUTS,2010,SE12,2,1
165,2011.0,NUTS,2010,SE123,3,1
166,2011.0,NUTS,2010,UK,0,5
167,2011.0,NUTS,2010,UKH,1,1
168,2011.0,NUTS,2010,UKH1,2,1
169,2011.0,NUTS,2010,UKH12,3,1
170,2011.0,NUTS,2010,UKJ,1,1
171,2011.0,NUTS,2010,UKJ2,2,1
172,2011.0,NUTS,2010,UKJ23,3,1
173,2011.0,NUTS,2010,UKK,1,1
174,2011.0,NUTS,2010,UKK1,2,1
175,2011.0,NUTS,2010,UKK11,3,1
176,2011.0,NUTS,2010,UKM,1,2
177,2011.0,NUTS,2010,UKM2,2,2
178,2011.0,NUTS,2010,UKM25,3,2
179,2012.0,NUTS,2010,AT,0,1
180,2012.0,NUTS,2010,AT2,1,1
181,2012.0,NUTS,2010,AT22,2,1
182,2012.0,NUTS,2010,AT221,3,1
183,2012.0,NUTS,2010,BE,0,5
184,2012.0,NUTS,2010,BE1,1,1
185,2012.0,NUTS,2010,BE10,2,1
186,2012.0,NUTS,2010,BE100,3,1
187,2012.0,NUTS,2010,BE2,1,2
188,2012.0,NUTS,2010,BE23,2,2
189,2012.0,NUTS,2010,BE234,3,2
190,2012.0,NUTS,2010,BE3,1,2
191,2012.0,NUTS,2010,BE33,2,2
192,2012.0,NUTS,2010,BE332,3,2
193,2012.0,NUTS,2010,CH,0,10
194,2012.0,NUTS,2010,CH0,1,10
195,2012.0,NUTS,2010,CH01,2,5
196,2012.0,NUTS,2010,CH011,3,4
197,2012.0,NUTS,2010,CH013,3,1
198,2012.0,NUTS,2010,CH02,2,3
199,2012.0,NUTS,2010,CH021,3,1
200,2012.0,NUTS,2010,CH025,3,2
201,2012.0,NUTS,2010,CH07,2,2
202,2012.0,NUTS,2010,CH070,3,2
203,2012.0,NUTS,2010,CZ,0,1
204,2012.0,NUTS,2010,CZ0,1,1
205,2012.0,NUTS,2010,CZ01,2,1
206,2012.0,NUTS,2010,CZ010,3,1
207,2012.0,NUTS,2010,DE,0,12
208,2012.0,NUTS,2010,DE2,1,5
209,2012.0,NUTS,2010,DE21,2,3
210,2012.0,NUTS,2010,DE212,3,3
211,2012.0,NUTS,2010,DE22,2,1
212,2012.0,NUTS,2010,DE222,3,1
213,2012.0,NUTS,2010,DE26,2,1
214,2012.0,NUTS,2010,DE263,3,1
215,2012.0,NUTS,2010,DE3,1,3
216,2012.0,NUTS,2010,DE30,2,3
217,2012.0,NUTS,2010,DE300,3,3
218,2012.0,NUTS,2010,DE7,1,1
219,2012.0,NUTS,2010,DE71,2,1
220,2012.0,NUTS,2010,DE712,3,1
221,2012.0,NUTS,2010,DE9,1,1
222,2012.0,NUTS,2010,DE92,2,1
223,2012.0,NUTS,2010,DE925,3,1
224,2012.0,NUTS,2010,DEC,1,2
225,2012.0,NUTS,2010,DEC0,2,2
226,2012.0,NUTS,2010,DEC01,3,2
227,2012.0,NUTS,2010,DK,0,2
228,2012.0,NUTS,2010,DK0,1,2
229,2012.0,NUTS,2010,DK05,2,2
230,2012.0,NUTS,2010,DK050,3,2
231,2012.0,NUTS,2010,EL,0,1
232,2012.0,NUTS,2010,EL4,1,1
233,2012.0,NUTS,2010,EL43,2,1
234,2012.0,NUTS,2010,EL433,3,1
235,2012.0,NUTS,2010,ES,0,2
236,2012.0,NUTS,2010,ES5,1,1
237,2012.0,NUTS,2010,ES51,2,1
238,2012.0,NUTS,2010,ES511,3,1
239,2012.0,NUTS,2010,ES6,1,1
240,2012.0,NUTS,2010,ES62,2,1
241,2012.0,NUTS,2010,ES620,3,1
242,2012.0,NUTS,2010,FI,0,2
243,2012.0,NUTS,2010,FI1,1,2
244,2012.0,NUTS,2010,FI1B,2,2
245,2012.0,NUTS,2010,FI1B1,3,2
246,2012.0,NUTS,2010,FR,0,10
247,2012.0,NUTS,2010,FR1,1,8
248,2012.0,NUTS,2010,FR10,2,8
249,2012.0,NUTS,2010,FR101,3,2
250,2012.0,NUTS,2010,FR103,3,3
251,2012.0,NUTS,2010,FR104,3,2
252,2012.0,NUTS,2010,FR105,3,1
253,2012.0,NUTS,2010,FR5,1,1
254,2012.0,NUTS,2010,FR52,2,1
255,2012.0,NUTS,2010,FR523,3,1
256,2012.0,NUTS,2010,FR9,1,1
257,2012.0,NUTS,2010,FR94,2,1
258,2012.0,NUTS,2010,FR940,3,1
259,2012.0,NUTS,2010,IT,0,5
260,2012.0,NUTS,2010,ITC,1,2
261,2012.0,NUTS,2010,ITC4,2,2
262,2012.0,NUTS,2010,ITC4C,3,2
263,2012.0,NUTS,2010,ITI,1,3
264,2012.0,NUTS,2010,ITI1,2,3
265,2012.0,NUTS,2010,ITI14,3,3
266,2012.0,NUTS,2010,NL,0,8
267,2012.0,NUTS,2010,NL2,1,2
268,2012.0,NUTS,2010,NL22,2,2
269,2012.0,NUTS,2010,NL226,3,2
270,2012.0,NUTS,2010,NL3,1,6
271,2012.0,NUTS,2010,NL31,2,4
272,2012.0,NUTS,2010,NL310,3,4
273,2012.0,NUTS,2010,NL33,2,2
274,2012.0,NUTS,2010,NL339,3,2
275,2012.0,NUTS,2010,PT,0,2
276,2012.0,NUTS,2010,PT1,1,2
277,2012.0,NUTS,2010,PT11,2,1
278,2012.0,NUTS,2010,PT114,3,1
279,2012.0,NUTS,2010,PT17,2,1
280,2012.0,NUTS,2010,PT171,3,1
281,2012.0,NUTS,2010,TR,0,1
282,2012.0,NUTS,2010,TR1,1,1
283,2012.0,NUTS,2010,TR10,2,1
284,2012.0,NUTS,2010,TR100,3,1
285,2012.0,NUTS,2010,UK,0,11
286,2012.0,NUTS,2010,UKE,1,1
287,2012.0,NUTS,2010,UKE3,2,1
288,2012.0,NUTS,2010,UKE32,3,1
289,2012.0,NUTS,2010,UKF,1,2
290,2012.0,NUTS,2010,UKF1,2,2
291,2012.0,NUTS,2010,UKF14,3,2
292,2012.0,NUTS,2010,UKH,1,1
293,2012.0,NUTS,2010,UKH1,2,1
294,2012.0,NUTS,2010,UKH12,3,1
295,2012.0,NUTS,2010,UKJ,1,1
296,2012.0,NUTS,2010,UKJ2,2,1
297,2012.0,NUTS,2010,UKJ23,3,1
298,2012.0,NUTS,2010,UKK,1,3
299,2012.0,NUTS,2010,UKK1,2,2
300,2012.0,NUTS,2010,UKK12,3,2
301,2012.0,NUTS,2010,UKK4,2,1
302,2012.0,NUTS,2010,UKK43,3,1
303,2012.0,NUTS,2010,UKM,1,3
304,2012.0,NUTS,2010,UKM2,2,3
305,2012.0,NUTS,2010,UKM25,3,3
306,2013.0,NUTS,2013,BE,0,3
307,2013.0,NUTS,2013,BE1,1,1
308,2013.0,NUTS,2013,BE10,2,1
309,2013.0,NUTS,2013,BE100,3,1
310,2013.0,NUTS,2013,BE3,1,2
311,2013.0,NUTS,2013,BE31,2,1
312,2013.0,NUTS,2013,BE310,3,1
313,2013.0,NUTS,2013,BE33,2,1
314,2013.0,NUTS,2013,BE332,3,1
315,2013.0,NUTS,2013,CH,0,9
316,2013.0,NUTS,2013,CH0,1,9
317,2013.0,NUTS,2013,CH01,2,5
318,2013.0,NUTS,2013,CH011,3,3
319,2013.0,NUTS,2013,CH012,3,2
320,2013.0,NUTS,2013,CH02,2,1
321,2013.0,NUTS,2013,CH022,3,1
322,2013.0,NUTS,2013,CH04,2,1
323,2013.0,NUTS,2013,CH040,3,1
324,2013.0,NUTS,2013,CH07,2,2
325,2013.0,NUTS,2013,CH070,3,2
326,2013.0,NUTS,2013,CZ,0,1
327,2013.0,NUTS,2013,CZ0,1,1
328,2013.0,NUTS,2013,CZ01,2,1
329,2013.0,NUTS,2013,CZ010,3,1
330,2013.0,NUTS,2013,DE,0,16
331,2013.0,NUTS,2013,DE1,1,1
332,2013.0,NUTS,2013,DE11,2,1
333,2013.0,NUTS,2013,DE111,3,1
334,2013.0,NUTS,2013,DE2,1,8
335,2013.0,NUTS,2013,DE21,2,8
336,2013.0,NUTS,2013,DE212,3,8
337,2013.0,NUTS,2013,DE3,1,2
338,2013.0,NUTS,2013,DE30,2,2
339,2013.0,NUTS,2013,DE300,3,2
340,2013.0,NUTS,2013,DE7,1,2
341,2013.0,NUTS,2013,DE71,2,2
342,2013.0,NUTS,2013,DE712,3,2
343,2013.0,NUTS,2013,DEA,1,1
344,2013.0,NUTS,2013,DEA3,2,1
345,2013.0,NUTS,2013,DEA36,3,1
346,2013.0,NUTS,2013,DED,1,2
347,2013.0,NUTS,2013,DED4,2,2
348,2013.0,NUTS,2013,DED41,3,2
349,2013.0,NUTS,2013,DK,0,4
350,2013.0,NUTS,2013,DK0,1,4
351,2013.0,NUTS,2013,DK01,2,1
352,2013.0,NUTS,2013,DK012,3,1
353,2013.0,NUTS,2013,DK05,2,3
354,2013.0,NUTS,2013,DK050,3,3
355,2013.0,NUTS,2013,EL,0,2
356,2013.0,NUTS,2013,EL5,1,2
357,2013.0,NUTS,2013,EL52,2,1
358,2013.0,NUTS,2013,EL522,3,1
359,2013.0,NUTS,2013,EL54,2,1
360,2013.0,NUTS,2013,EL543,3,1
361,2013.0,NUTS,2013,ES,0,5
362,2013.0,NUTS,2013,ES2,1,1
363,2013.0,NUTS,2013,ES21,2,1
364,2013.0,NUTS,2013,ES213,3,1
365,2013.0,NUTS,2013,ES3,1,1
366,2013.0,NUTS,2013,ES30,2,1
367,2013.0,NUTS,2013,ES300,3,1
368,2013.0,NUTS,2013,ES5,1,2
369,2013.0,NUTS,2013,ES51,2,1
370,2013.0,NUTS,2013,ES511,3,1
371,2013.0,NUTS,2013,ES52,2,1
372,2013.0,NUTS,2013,ES523,3,1
373,2013.0,NUTS,2013,ES6,1,1
374,2013.0,NUTS,2013,ES61,2,1
375,2013.0,NUTS,2013,ES614,3,1
376,2013.0,NUTS,2013,FI,0,3
377,2013.0,NUTS,2013,FI1,1,3
378,2013.0,NUTS,2013,FI1B,2,2
379,2013.0,NUTS,2013,FI1B1,3,2
380,2013.0,NUTS,2013,FI1C,2,1
381,2013.0,NUTS,2013,FI1C1,3,1
382,2013.0,NUTS,2013,FR,0,15
383,2013.0,NUTS,2013,FR1,1,12
384,2013.0,NUTS,2013,FR10,2,12
385,2013.0,NUTS,2013,FR101,3,2
386,2013.0,NUTS,2013,FR102,3,1
387,2013.0,NUTS,2013,FR103,3,5
388,2013.0,NUTS,2013,FR104,3,2
389,2013.0,NUTS,2013,FR105,3,2
390,2013.0,NUTS,2013,FR5,1,1
391,2013.0,NUTS,2013,FR52,2,1
392,2013.0,NUTS,2013,FR523,3,1
393,2013.0,NUTS,2013,FR7,1,1
394,2013.0,NUTS,2013,FR71,2,1
395,2013.0,NUTS,2013,FR715,3,1
396,2013.0,NUTS,2013,FR8,1,1
397,2013.0,NUTS,2013,FR81,2,1
398,2013.0,NUTS,2013,FR813,3,1
399,2013.0,NUTS,2013,IT,0,12
400,2013.0,NUTS,2013,ITG,1,2
401,2013.0,NUTS,2013,ITG1,2,1
402,2013.0,NUTS,2013,ITG17,3,1
403,2013.0,NUTS,2013,ITG2,2,1
404,2013.0,NUTS,2013,ITG25,3,1
405,2013.0,NUTS,2013,ITH,1,1
406,2013.0,NUTS,2013,ITH5,2,1
407,2013.0,NUTS,2013,ITH56,3,1
408,2013.0,NUTS,2013,ITI,1,9
409,2013.0,NUTS,2013,ITI1,2,8
410,2013.0,NUTS,2013,ITI14,3,8
411,2013.0,NUTS,2013,ITI4,2,1
412,2013.0,NUTS,2013,ITI43,3,1
413,2013.0,NUTS,2013,LU,0,1
414,2013.0,NUTS,2013,LU0,1,1
415,2013.0,NUTS,2013,LU00,2,1
416,2013.0,NUTS,2013,LU000,3,1
417,2013.0,NUTS,2013,NL,0,6
418,2013.0,NUTS,2013,NL3,1,6
419,2013.0,NUTS,2013,NL31,2,5
420,2013.0,NUTS,2013,NL310,3,5
421,2013.0,NUTS,2013,NL32,2,1
422,2013.0,NUTS,2013,NL326,3,1
423,2013.0,NUTS,2013,NO,0,2
424,2013.0,NUTS,2013,NO0,1,2
425,2013.0,NUTS,2013,NO01,2,1
426,2013.0,NUTS,2013,NO011,3,1
427,2013.0,NUTS,2013,NO05,2,1
428,2013.0,NUTS,2013,NO051,3,1
429,2013.0,NUTS,2013,PT,0,4
430,2013.0,NUTS,2013,PT1,1,4
431,2013.0,NUTS,2013,PT11,2,1
432,2013.0,NUTS,2013,PT11A,3,1
433,2013.0,NUTS,2013,PT16,2,1
434,2013.0,NUTS,2013,PT16E,3,1
435,2013.0,NUTS,2013,PT17,2,2
436,2013.0,NUTS,2013,PT170,3,2
437,2013.0,NUTS,2013,SE,0,1
438,2013.0,NUTS,2013,SE2,1,1
439,2013.0,NUTS,2013,SE23,2,1
440,2013.0,NUTS,2013,SE232,3,1
441,2013.0,NUTS,2013,TR,0,2
442,2013.0,NUTS,2013,TR1,1,2
443,2013.0,NUTS,2013,TR10,2,2
444,2013.0,NUTS,2013,TR100,3,2
445,2013.0,NUTS,2013,UK,0,20
446,2013.0,NUTS,2013,UKE,1,1
447,2013.0,NUTS,2013,UKE2,2,1
448,2013.0,NUTS,2013,UKE21,3,1
449,2013.0,NUTS,2013,UKF,1,3
450,2013.0,NUTS,2013,UKF1,2,3
451,2013.0,NUTS,2013,UKF14,3,3
452,2013.0,NUTS,2013,UKG,1,1
453,2013.0,NUTS,2013,UKG1,2,1
454,2013.0,NUTS,2013,UKG13,3,1
455,2013.0,NUTS,2013,UKH,1,4
456,2013.0,NUTS,2013,UKH1,2,4
457,2013.0,NUTS,2013,UKH12,3,4
458,2013.0,NUTS,2013,UKI,1,5
459,2013.0,NUTS,2013,UKI3,2,3
460,2013.0,NUTS,2013,UKI31,3,1
461,2013.0,NUTS,2013,UKI33,3,2
462,2013.0,NUTS,2013,UKI4,2,2
463,2013.0,NUTS,2013,UKI42,3,2
464,2013.0,NUTS,2013,UKJ,1,2
465,2013.0,NUTS,2013,UKJ1,2,2
466,2013.0,NUTS,2013,UKJ14,3,2
467,2013.0,NUTS,2013,UKK,1,2
468,2013.0,NUTS,2013,UKK1,2,2
469,2013.0,NUTS,2013,UKK11,3,1
470,2013.0,NUTS,2013,UKK12,3,1
471,2013.0,NUTS,2013,UKM,1,2
472,2013.0,NUTS,2013,UKM2,2,2
473,2013.0,NUTS,2013,UKM25,3,2
474,2014.0,NUTS,2013,AT,0,9
475,2014.0,NUTS,2013,AT1,1,7
476,2014.0,NUTS,2013,AT12,2,3
477,2014.0,NUTS,2013,AT126,3,3
478,2014.0,NUTS,2013,AT13,2,4
479,2014.0,NUTS,2013,AT130,3,4
480,2014.0,NUTS,2013,AT2,1,1
481,2014.0,NUTS,2013,AT22,2,1
482,2014.0,NUTS,2013,AT221,3,1
483,2014.0,NUTS,2013,AT3,1,1
484,2014.0,NUTS,2013,AT33,2,1
485,2014.0,NUTS,2013,AT332,3,1
486,2014.0,NUTS,2013,BE,0,2
487,2014.0,NUTS,2013,BE2,1,1
488,2014.0,NUTS,2013,BE22,2,1
489,2014.0,NUTS,2013,BE221,3,1
490,2014.0,NUTS,2013,BE3,1,1
491,2014.0,NUTS,2013,BE33,2,1
492,2014.0,NUTS,2013,BE332,3,1
493,2014.0,NUTS,2013,CH,0,7
494,2014.0,NUTS,2013,CH0,1,7
495,2014.0,NUTS,2013,CH01,2,2
496,2014.0,NUTS,2013,CH011,3,1
497,2014.0,NUTS,2013,CH013,3,1
498,2014.0,NUTS,2013,CH02,2,1
499,2014.0,NUTS,2013,CH025,3,1
500,2014.0,NUTS,2013,CH03,2,1
501,2014.0,NUTS,2013,CH031,3,1
502,2014.0,NUTS,2013,CH04,2,1
503,2014.0,NUTS,2013,CH040,3,1
504,2014.0,NUTS,2013,CH07,2,2
505,2014.0,NUTS,2013,CH070,3,2
506,2014.0,NUTS,2013,CZ,0,3
507,2014.0,NUTS,2013,CZ0,1,3
508,2014.0,NUTS,2013,CZ01,2,1
509,2014.0,NUTS,2013,CZ010,3,1
510,2014.0,NUTS,2013,CZ06,2,2
511,2014.0,NUTS,2013,CZ064,3,2
512,2014.0,NUTS,2013,DE,0,22
513,2014.0,NUTS,2013,DE1,1,4
514,2014.0,NUTS,2013,DE13,2,4
515,2014.0,NUTS,2013,DE131,3,4
516,2014.0,NUTS,2013,DE2,1,9
517,2014.0,NUTS,2013,DE21,2,9
518,2014.0,NUTS,2013,DE212,3,9
519,2014.0,NUTS,2013,DE5,1,2
520,2014.0,NUTS,2013,DE50,2,2
521,2014.0,NUTS,2013,DE501,3,2
522,2014.0,NUTS,2013,DE6,1,1
523,2014.0,NUTS,2013,DE60,2,1
524,2014.0,NUTS,2013,DE600,3,1
525,2014.0,NUTS,2013,DE7,1,1
526,2014.0,NUTS,2013,DE71,2,1
527,2014.0,NUTS,2013,DE712,3,1
528,2014.0,NUTS,2013,DE9,1,1
529,2014.0,NUTS,2013,DE91,2,1
530,2014.0,NUTS,2013,DE915,3,1
531,2014.0,NUTS,2013,DEA,1,2
532,2014.0,NUTS,2013,DEA2,2,1
533,2014.0,NUTS,2013,DEA23,3,1
534,2014.0,NUTS,2013,DEA5,2,1
535,2014.0,NUTS,2013,DEA51,3,1
536,2014.0,NUTS,2013,DEB,1,1
537,2014.0,NUTS,2013,DEB3,2,1
538,2014.0,NUTS,2013,DEB33,3,1
539,2014.0,NUTS,2013,DED,1,1
540,2014.0,NUTS,2013,DED4,2,1
541,2014.0,NUTS,2013,DED41,3,1
542,2014.0,NUTS,2013,DK,0,2
543,2014.0,NUTS,2013,DK0,1,2
544,2014.0,NUTS,2013,DK01,2,2
545,2014.0,NUTS,2013,DK011,3,2
546,2014.0,NUTS,2013,EL,0,1
547,2014.0,NUTS,2013,EL4,1,1
548,2014.0,NUTS,2013,EL43,2,1
549,2014.0,NUTS,2013,EL433,3,1
550,2014.0,NUTS,2013,ES,0,6
551,2014.0,NUTS,2013,ES3,1,3
552,2014.0,NUTS,2013,ES30,2,3
553,2014.0,NUTS,2013,ES300,3,3
554,2014.0,NUTS,2013,ES4,1,1
555,2014.0,NUTS,2013,ES41,2,1
556,2014.0,NUTS,2013,ES413,3,1
557,2014.0,NUTS,2013,ES5,1,1
558,2014.0,NUTS,2013,ES51,2,1
559,2014.0,NUTS,2013,ES511,3,1
560,2014.0,NUTS,2013,ES6,1,1
561,2014.0,NUTS,2013,ES62,2,1
562,2014.0,NUTS,2013,ES620,3,1
563,2014.0,NUTS,2013,FI,0,1
564,2014.0,NUTS,2013,FI1,1,1
565,2014.0,NUTS,2013,FI1B,2,1
566,2014.0,NUTS,2013,FI1B1,3,1
567,2014.0,NUTS,2013,FR,0,14
568,2014.0,NUTS,2013,FR1,1,11
569,2014.0,NUTS,2013,FR10,2,11
570,2014.0,NUTS,2013,FR101,3,5
571,2014.0,NUTS,2013,FR103,3,4
572,2014.0,NUTS,2013,FR104,3,2
573,2014.0,NUTS,2013,FR2,1,1
574,2014.0,NUTS,2013,FR24,2,1
575,2014.0,NUTS,2013,FR246,3,1
576,2014.0,NUTS,2013,FR5,1,1
577,2014.0,NUTS,2013,FR51,2,1
578,2014.0,NUTS,2013,FR514,3,1
579,2014.0,NUTS,2013,FR7,1,1
580,2014.0,NUTS,2013,FR71,2,1
581,2014.0,NUTS,2013,FR717,3,1
582,2014.0,NUTS,2013,HU,0,3
583,2014.0,NUTS,2013,HU1,1,2
584,2014.0,NUTS,2013,HU10,2,2
585,2014.0,NUTS,2013,HU101,3,2
586,2014.0,NUTS,2013,HU3,1,1
587,2014.0,NUTS,2013,HU32,2,1
588,2014.0,NUTS,2013,HU321,3,1
589,2014.0,NUTS,2013,IT,0,22
590,2014.0,NUTS,2013,ITG,1,3
591,2014.0,NUTS,2013,ITG1,2,3
592,2014.0,NUTS,2013,ITG17,3,3
593,2014.0,NUTS,2013,ITH,1,2
594,2014.0,NUTS,2013,ITH2,2,2
595,2014.0,NUTS,2013,ITH20,3,2
596,2014.0,NUTS,2013,ITI,1,17
597,2014.0,NUTS,2013,ITI1,2,15
598,2014.0,NUTS,2013,ITI14,3,15
599,2014.0,NUTS,2013,ITI4,2,2
600,2014.0,NUTS,2013,ITI43,3,2
601,2014.0,NUTS,2013,NL,0,6
602,2014.0,NUTS,2013,NL2,1,2
