,year,nuts_id,nuts_year_spec,artificial_intelligence_count
0,2000.0,AT13,2016,4
1,2000.0,BE10,2016,1
2,2000.0,BE21,2016,2
3,2000.0,CH07,2016,1
4,2000.0,CY00,2016,2
5,2000.0,CZ01,2016,1
6,2000.0,CZ03,2016,1
7,2000.0,DE11,2016,1
8,2000.0,DE21,2016,1
9,2000.0,DE25,2016,1
10,2000.0,DE30,2016,1
11,2000.0,DE40,2016,1
12,2000.0,DEA2,2016,3
13,2000.0,DED4,2016,3
14,2000.0,DED5,2016,1
15,2000.0,EL30,2016,2
16,2000.0,ES62,2016,3
17,2000.0,FRF2,2016,1
18,2000.0,FRG0,2016,3
19,2000.0,ITH3,2016,2
20,2000.0,ITI1,2016,2
21,2000.0,ITI4,2016,4
22,2000.0,NL22,2016,6
23,2000.0,NL32,2016,11
24,2000.0,UKD3,2016,6
25,2000.0,UKI3,2016,3
26,2000.0,UKI4,2016,1
27,2000.0,UKJ2,2016,1
28,2000.0,UKM7,2016,2
29,2001.0,AT13,2016,4
30,2001.0,BE10,2016,1
31,2001.0,BE21,2016,2
32,2001.0,BE24,2016,1
33,2001.0,CH01,2016,1
34,2001.0,CH07,2016,6
35,2001.0,CY00,2016,1
36,2001.0,DE13,2016,1
37,2001.0,DE14,2016,1
38,2001.0,DE21,2016,1
39,2001.0,DEA2,2016,2
40,2001.0,DEA5,2016,2
41,2001.0,DED5,2016,1
42,2001.0,ES62,2016,1
43,2001.0,FI1B,2016,1
44,2001.0,FR10,2016,1
45,2001.0,FRG0,2016,1
46,2001.0,IE06,2016,2
47,2001.0,IS00,2016,1
48,2001.0,ITF1,2016,1
49,2001.0,ITF3,2016,1
50,2001.0,ITF6,2016,1
51,2001.0,ITH4,2016,2
52,2001.0,ITH5,2016,2
53,2001.0,NL11,2016,1
54,2001.0,NL21,2016,1
55,2001.0,NL22,2016,2
56,2001.0,NL32,2016,1
57,2001.0,PL91,2016,3
58,2001.0,PT20,2016,1
59,2001.0,UKE4,2016,3
60,2001.0,UKG1,2016,1
61,2001.0,UKI3,2016,4
62,2001.0,UKI7,2016,2
63,2002.0,AT13,2016,5
64,2002.0,BE10,2016,2
65,2002.0,BE21,2016,1
66,2002.0,BE33,2016,1
67,2002.0,CH01,2016,1
68,2002.0,CH07,2016,3
69,2002.0,CY00,2016,1
70,2002.0,CZ01,2016,1
71,2002.0,DE12,2016,3
72,2002.0,DE40,2016,2
73,2002.0,DE94,2016,1
74,2002.0,DEA1,2016,1
75,2002.0,DEA5,2016,4
76,2002.0,DED4,2016,1
77,2002.0,DED5,2016,2
78,2002.0,DK02,2016,1
79,2002.0,ES11,2016,1
80,2002.0,FR10,2016,2
81,2002.0,FRB0,2016,1
82,2002.0,IE04,2016,1
83,2002.0,IS00,2016,1
84,2002.0,ITC4,2016,2
