,year,nuts_id,nuts_year_spec,vaccination_programmes_count
0,2019.0,CH,2016,1
1,2019.0,UK,2016,1
2,2020.0,AT,2016,3
3,2020.0,BE,2016,7
4,2020.0,CH,2016,4
5,2020.0,DE,2016,16
6,2020.0,ES,2016,10
7,2020.0,FI,2016,2
8,2020.0,FR,2016,5
9,2020.0,IE,2016,1
10,2020.0,IT,2016,13
11,2020.0,NL,2016,9
12,2020.0,NO,2016,1
13,2020.0,PT,2016,1
14,2020.0,SE,2016,5
15,2020.0,TR,2016,2
16,2020.0,UK,2016,82
17,2021.0,CH,2016,1
18,2021.0,FR,2016,2
19,2021.0,IT,2016,5
20,2021.0,NO,2016,1
21,2021.0,UK,2016,35
