,year,nuts_id,nuts_year_spec,vaccines_count
0,2020.0,BE,2016,7
1,2020.0,CH,2016,3
2,2020.0,DE,2016,1
3,2020.0,FR,2016,1
4,2020.0,IT,2016,1
5,2020.0,NL,2016,4
6,2020.0,PL,2016,1
7,2020.0,SE,2016,5
8,2020.0,UK,2016,43
9,2021.0,FI,2016,1
10,2021.0,IT,2016,1
11,2021.0,UK,2016,8
