,year,nuts_id,nuts_year_spec,impact_studies_3_lq
0,2020,AL,2016,0.0
1,2020,AT,2016,0.3569272002839719
2,2020,BE,2016,1.1952736835231894
3,2020,BG,2016,0.0
4,2020,CH,2016,0.6385224407294118
5,2020,CY,2016,0.0
6,2020,CZ,2016,0.44164210138442916
7,2020,DE,2016,0.9282819782564984
8,2020,DK,2016,0.0825626794399628
9,2020,EE,2016,0.8851129485302844
10,2020,EL,2016,1.6309377363476487
11,2020,ES,2016,1.0961783439490445
12,2020,FI,2016,0.6628055102947711
13,2020,FR,2016,0.5816456518913297
14,2020,HR,2016,0.0
15,2020,HU,2016,0.0
16,2020,IE,2016,0.0
17,2020,IS,2016,1.4394261082159172
18,2020,IT,2016,1.7816272383183942
19,2020,LT,2016,0.0
20,2020,LU,2016,0.9500212314225054
21,2020,LV,2016,0.0
22,2020,ME,2016,0.0
23,2020,MK,2016,0.0
24,2020,MT,2016,0.0
25,2020,NL,2016,1.285839699646973
26,2020,NO,2016,0.527789573012503
27,2020,PL,2016,0.12633261056150336
28,2020,PT,2016,0.0
29,2020,RO,2016,0.0
30,2020,RS,2016,2.638947865062515
31,2020,SE,2016,2.0854124592201333
32,2020,SI,2016,0.0
33,2020,SK,2016,0.0
34,2020,TR,2016,0.8662807581360231
35,2020,UK,2016,1.1254758479051028
36,2021,AT,2016,0.0
37,2021,BE,2016,0.0
38,2021,BG,2016,0.0
39,2021,CH,2016,1.1235204855842185
40,2021,CY,2016,0.0
41,2021,CZ,2016,0.0
42,2021,DE,2016,0.996668349318526
43,2021,DK,2016,0.9313207547169812
44,2021,EE,2016,0.0
45,2021,EL,2016,0.0
46,2021,ES,2016,0.39806451612903226
47,2021,FI,2016,0.0
48,2021,FR,2016,0.6248101265822785
49,2021,HR,2016,0.0
50,2021,HU,2016,0.0
51,2021,IE,2016,3.290666666666667
52,2021,IS,2016,0.0
53,2021,IT,2016,1.5172131147540984
54,2021,LT,2016,0.0
55,2021,LU,2016,0.0
56,2021,LV,2016,0.0
57,2021,ME,2016,0.0
58,2021,MK,2016,0.0
59,2021,MT,2016,0.0
60,2021,NL,2016,1.0442877291960506
61,2021,NO,2016,0.0
62,2021,PL,2016,0.0
63,2021,PT,2016,0.0
64,2021,RO,2016,0.0
65,2021,RS,2016,0.0
66,2021,SE,2016,2.5654885654885655
67,2021,SI,2016,0.0
68,2021,SK,2016,11.21818181818182
69,2021,TR,2016,2.0229508196721313
70,2021,UK,2016,1.2148428625520635
