,year,nuts_id,nuts_year_spec,serology_count
0,2020.0,AT126,2016,1
1,2020.0,AT130,2016,5
2,2020.0,AT332,2016,2
3,2020.0,BE100,2016,1
4,2020.0,BE211,2016,4
5,2020.0,BE234,2016,3
6,2020.0,CH011,2016,4
7,2020.0,CH013,2016,10
8,2020.0,CH021,2016,2
9,2020.0,CH025,2016,1
10,2020.0,CH031,2016,2
11,2020.0,CH033,2016,1
12,2020.0,CH040,2016,3
13,2020.0,CH055,2016,2
14,2020.0,CY000,2016,1
15,2020.0,CZ010,2016,1
16,2020.0,DE125,2016,2
17,2020.0,DE212,2016,2
18,2020.0,DE271,2016,4
19,2020.0,DE300,2016,13
20,2020.0,DE600,2016,4
21,2020.0,DE712,2016,3
22,2020.0,DE724,2016,2
23,2020.0,DE929,2016,3
24,2020.0,DEA13,2016,1
25,2020.0,DEA22,2016,2
26,2020.0,DED41,2016,2
27,2020.0,DEE02,2016,1
28,2020.0,DEE03,2016,1
29,2020.0,DK011,2016,8
30,2020.0,DK031,2016,3
31,2020.0,DK042,2016,3
32,2020.0,DK050,2016,2
33,2020.0,EE001,2016,1
34,2020.0,EE008,2016,3
35,2020.0,EL303,2016,4
36,2020.0,EL613,2016,1
37,2020.0,ES300,2016,5
38,2020.0,ES511,2016,4
39,2020.0,ES523,2016,1
40,2020.0,FI1B1,2016,5
41,2020.0,FR101,2016,3
42,2020.0,FR104,2016,9
43,2020.0,FRF11,2016,2
44,2020.0,FRJ13,2016,2
45,2020.0,FRK26,2016,1
46,2020.0,FRL04,2016,4
47,2020.0,HR031,2016,1
48,2020.0,HR035,2016,2
49,2020.0,HR041,2016,1
50,2020.0,HU110,2016,1
51,2020.0,HU231,2016,1
52,2020.0,IE051,2016,1
53,2020.0,IE061,2016,2
54,2020.0,ITC11,2016,1
55,2020.0,ITC33,2016,1
56,2020.0,ITC47,2016,1
57,2020.0,ITC4C,2016,11
58,2020.0,ITF46,2016,1
59,2020.0,ITF47,2016,3
60,2020.0,ITG13,2016,1
61,2020.0,ITH31,2016,2
62,2020.0,ITH36,2016,5
63,2020.0,ITH55,2016,2
64,2020.0,ITI14,2016,3
65,2020.0,ITI17,2016,1
66,2020.0,ITI19,2016,1
67,2020.0,LU000,2016,2
68,2020.0,LV006,2016,1
69,2020.0,NL226,2016,2
70,2020.0,NL310,2016,7
71,2020.0,NL329,2016,3
72,2020.0,NL337,2016,1
73,2020.0,NL33C,2016,3
74,2020.0,NL412,2016,1
75,2020.0,NO011,2016,2
76,2020.0,SE110,2016,14
77,2020.0,SE121,2016,4
78,2020.0,SE232,2016,1
79,2020.0,SI041,2016,1
80,2020.0,TR721,2016,1
81,2020.0,TRA11,2016,1
82,2020.0,UKC22,2016,1
83,2020.0,UKD33,2016,4
84,2020.0,UKD72,2016,10
85,2020.0,UKE32,2016,1
86,2020.0,UKE42,2016,5
87,2020.0,UKF14,2016,3
88,2020.0,UKF25,2016,1
89,2020.0,UKG13,2016,2
90,2020.0,UKG31,2016,9
91,2020.0,UKG39,2016,1
92,2020.0,UKH11,2016,1
93,2020.0,UKH12,2016,17
94,2020.0,UKH17,2016,6
95,2020.0,UKH23,2016,15
96,2020.0,UKI31,2016,15
97,2020.0,UKI32,2016,9
98,2020.0,UKI33,2016,10
99,2020.0,UKI34,2016,3
100,2020.0,UKI42,2016,3
101,2020.0,UKI74,2016,1
102,2020.0,UKJ13,2016,1
103,2020.0,UKJ14,2016,18
104,2020.0,UKJ25,2016,2
105,2020.0,UKJ27,2016,1
106,2020.0,UKJ32,2016,8
107,2020.0,UKJ36,2016,4
108,2020.0,UKJ37,2016,1
109,2020.0,UKJ41,2016,1
110,2020.0,UKJ44,2016,2
111,2020.0,UKK11,2016,3
112,2020.0,UKK13,2016,1
113,2020.0,UKL21,2016,1
114,2020.0,UKL22,2016,1
115,2020.0,UKM50,2016,1
116,2020.0,UKM71,2016,1
117,2020.0,UKM75,2016,6
118,2020.0,UKN06,2016,1
119,2020.0,UKN14,2016,1
120,2021.0,AT130,2016,2
121,2021.0,AT323,2016,1
122,2021.0,CH011,2016,1
123,2021.0,CH013,2016,4
124,2021.0,CH031,2016,1
125,2021.0,DE212,2016,1
126,2021.0,DE263,2016,1
127,2021.0,DE300,2016,1
128,2021.0,DE718,2016,1
129,2021.0,DEA41,2016,1
130,2021.0,DED41,2016,1
131,2021.0,DK011,2016,5
132,2021.0,DK012,2016,1
133,2021.0,ES511,2016,2
134,2021.0,FI1B1,2016,1
135,2021.0,FR104,2016,1
136,2021.0,FRF31,2016,1
137,2021.0,IE061,2016,1
138,2021.0,ITC4C,2016,4
139,2021.0,ITH20,2016,1
140,2021.0,ITI17,2016,1
141,2021.0,PT170,2016,1
142,2021.0,SE110,2016,3
143,2021.0,UKF14,2016,1
144,2021.0,UKF16,2016,1
145,2021.0,UKG13,2016,2
146,2021.0,UKH12,2016,2
147,2021.0,UKH23,2016,2
148,2021.0,UKI31,2016,7
149,2021.0,UKI32,2016,1
150,2021.0,UKI33,2016,1
151,2021.0,UKI74,2016,2
152,2021.0,UKI75,2016,1
153,2021.0,UKJ14,2016,4
154,2021.0,UKK11,2016,1
