,year,nuts_id,nuts_year_spec,cord_count
0,2000.0,AT1,2016,1
1,2000.0,BE1,2016,1
2,2000.0,BE2,2016,3
3,2000.0,BE3,2016,3
4,2000.0,CH0,2016,2
5,2000.0,CZ0,2016,1
6,2000.0,DE1,2016,1
7,2000.0,DE2,2016,11
8,2000.0,DE3,2016,2
9,2000.0,DE7,2016,3
10,2000.0,DE9,2016,3
11,2000.0,DEE,2016,1
12,2000.0,DK0,2016,2
13,2000.0,EL3,2016,1
14,2000.0,EL5,2016,1
15,2000.0,ES1,2016,1
16,2000.0,ES3,2016,6
17,2000.0,ES4,2016,1
18,2000.0,ES5,2016,1
19,2000.0,FI1,2016,6
20,2000.0,FR1,2016,3
21,2000.0,FRF,2016,1
22,2000.0,FRJ,2016,1
23,2000.0,HU1,2016,1
24,2000.0,IE0,2016,4
25,2000.0,IS0,2016,2
26,2000.0,ITG,2016,2
27,2000.0,ITH,2016,2
28,2000.0,ITI,2016,3
29,2000.0,NL3,2016,17
30,2000.0,NO0,2016,1
31,2000.0,SE1,2016,2
32,2000.0,SE2,2016,1
33,2000.0,SE3,2016,1
34,2000.0,SI0,2016,2
35,2000.0,UKD,2016,3
36,2000.0,UKE,2016,2
37,2000.0,UKF,2016,3
38,2000.0,UKG,2016,2
39,2000.0,UKH,2016,8
40,2000.0,UKI,2016,12
41,2000.0,UKJ,2016,6
42,2000.0,UKK,2016,2
43,2000.0,UKM,2016,6
44,2001.0,AT1,2016,1
45,2001.0,BE1,2016,1
46,2001.0,BE2,2016,4
47,2001.0,BE3,2016,3
48,2001.0,CH0,2016,6
49,2001.0,DE1,2016,1
50,2001.0,DE2,2016,13
51,2001.0,DE7,2016,5
52,2001.0,DE9,2016,4
53,2001.0,DEA,2016,3
54,2001.0,DED,2016,3
55,2001.0,EL3,2016,2
56,2001.0,EL5,2016,1
57,2001.0,ES1,2016,1
58,2001.0,ES3,2016,7
59,2001.0,ES4,2016,1
60,2001.0,ES5,2016,1
61,2001.0,FI1,2016,4
62,2001.0,FR1,2016,1
63,2001.0,HU1,2016,1
64,2001.0,IE0,2016,1
65,2001.0,ITC,2016,2
66,2001.0,ITF,2016,3
67,2001.0,ITG,2016,1
68,2001.0,ITH,2016,2
69,2001.0,ITI,2016,2
70,2001.0,NL2,2016,1
71,2001.0,NL3,2016,17
72,2001.0,NO0,2016,3
73,2001.0,PL9,2016,1
74,2001.0,SE1,2016,6
75,2001.0,SE2,2016,1
76,2001.0,TR3,2016,1
77,2001.0,UKF,2016,4
78,2001.0,UKG,2016,2
79,2001.0,UKH,2016,8
80,2001.0,UKI,2016,12
81,2001.0,UKJ,2016,5
82,2001.0,UKK,2016,4
83,2001.0,UKL,2016,1
84,2001.0,UKM,2016,12
85,2002.0,AT1,2016,4
86,2002.0,BE1,2016,2
87,2002.0,BE2,2016,6
88,2002.0,BE3,2016,3
89,2002.0,CH0,2016,9
90,2002.0,CZ0,2016,5
91,2002.0,DE1,2016,2
92,2002.0,DE2,2016,17
93,2002.0,DE3,2016,6
94,2002.0,DE7,2016,5
95,2002.0,DE9,2016,3
96,2002.0,DEA,2016,1
97,2002.0,DED,2016,3
98,2002.0,DEE,2016,3
99,2002.0,DK0,2016,2
100,2002.0,EL3,2016,1
101,2002.0,EL5,2016,1
102,2002.0,ES1,2016,2
103,2002.0,ES2,2016,1
104,2002.0,ES3,2016,7
105,2002.0,ES4,2016,2
106,2002.0,ES5,2016,1
107,2002.0,ES6,2016,1
108,2002.0,FI1,2016,7
109,2002.0,FR1,2016,3
110,2002.0,FRL,2016,1
111,2002.0,HU1,2016,1
112,2002.0,IS0,2016,1
113,2002.0,ITC,2016,4
114,2002.0,ITF,2016,5
115,2002.0,ITG,2016,1
116,2002.0,ITH,2016,3
117,2002.0,ITI,2016,5
118,2002.0,NL1,2016,2
119,2002.0,NL2,2016,3
120,2002.0,NL3,2016,25
121,2002.0,PL2,2016,1
122,2002.0,PL6,2016,3
123,2002.0,RS1,2016,1
124,2002.0,SE1,2016,15
125,2002.0,SE2,2016,2
126,2002.0,SI0,2016,1
127,2002.0,TR5,2016,1
128,2002.0,UKD,2016,2
129,2002.0,UKF,2016,2
130,2002.0,UKH,2016,8
131,2002.0,UKI,2016,15
132,2002.0,UKJ,2016,17
133,2002.0,UKK,2016,1
134,2002.0,UKL,2016,1
135,2002.0,UKM,2016,6
136,2002.0,UKN,2016,4
137,2003.0,AT1,2016,6
138,2003.0,AT3,2016,1
139,2003.0,BE2,2016,3
140,2003.0,BE3,2016,1
141,2003.0,CH0,2016,14
142,2003.0,CZ0,2016,1
143,2003.0,DE1,2016,5
144,2003.0,DE2,2016,12
145,2003.0,DE3,2016,7
146,2003.0,DE6,2016,4
147,2003.0,DE7,2016,18
148,2003.0,DE8,2016,2
149,2003.0,DE9,2016,1
150,2003.0,DEA,2016,2
151,2003.0,DED,2016,5
152,2003.0,DEE,2016,2
153,2003.0,DEF,2016,3
154,2003.0,DK0,2016,6
155,2003.0,EL5,2016,3
156,2003.0,ES1,2016,2
157,2003.0,ES2,2016,1
158,2003.0,ES3,2016,10
159,2003.0,ES4,2016,1
160,2003.0,ES5,2016,1
161,2003.0,ES6,2016,1
162,2003.0,FI1,2016,11
163,2003.0,FR1,2016,5
164,2003.0,FRK,2016,2
165,2003.0,IE0,2016,1
166,2003.0,IS0,2016,1
167,2003.0,ITC,2016,5
168,2003.0,ITF,2016,3
169,2003.0,ITH,2016,5
170,2003.0,ITI,2016,6
171,2003.0,NL1,2016,3
172,2003.0,NL2,2016,3
173,2003.0,NL3,2016,26
174,2003.0,NO0,2016,2
175,2003.0,PL4,2016,1
176,2003.0,PL9,2016,1
177,2003.0,SE1,2016,15
178,2003.0,SE2,2016,3
179,2003.0,SE3,2016,3
180,2003.0,TR3,2016,1
181,2003.0,UKC,2016,2
182,2003.0,UKD,2016,4
183,2003.0,UKE,2016,6
184,2003.0,UKF,2016,5
185,2003.0,UKG,2016,5
186,2003.0,UKH,2016,9
187,2003.0,UKI,2016,30
188,2003.0,UKJ,2016,16
189,2003.0,UKK,2016,5
190,2003.0,UKL,2016,3
191,2003.0,UKM,2016,16
192,2004.0,AT1,2016,14
193,2004.0,BE1,2016,4
194,2004.0,BE2,2016,16
195,2004.0,BE3,2016,3
