,year,nuts_id,nuts_year_spec,artificial_intelligence_count
0,2000.0,AT,2016,4
1,2000.0,BE,2016,3
2,2000.0,CH,2016,1
3,2000.0,CY,2016,2
4,2000.0,CZ,2016,2
5,2000.0,DE,2016,12
6,2000.0,EL,2016,2
7,2000.0,ES,2016,3
8,2000.0,FR,2016,4
9,2000.0,IT,2016,8
10,2000.0,NL,2016,17
11,2000.0,UK,2016,13
12,2001.0,AT,2016,4
13,2001.0,BE,2016,4
14,2001.0,CH,2016,7
15,2001.0,CY,2016,1
16,2001.0,DE,2016,8
17,2001.0,ES,2016,1
18,2001.0,FI,2016,1
19,2001.0,FR,2016,2
20,2001.0,IE,2016,2
21,2001.0,IS,2016,1
22,2001.0,IT,2016,7
23,2001.0,NL,2016,5
24,2001.0,PL,2016,3
25,2001.0,PT,2016,1
26,2001.0,UK,2016,10
27,2002.0,AT,2016,5
28,2002.0,BE,2016,4
29,2002.0,CH,2016,4
30,2002.0,CY,2016,1
31,2002.0,CZ,2016,1
32,2002.0,DE,2016,14
33,2002.0,DK,2016,1
34,2002.0,ES,2016,1
35,2002.0,FR,2016,3
36,2002.0,IE,2016,1
37,2002.0,IS,2016,1
38,2002.0,IT,2016,12
39,2002.0,NL,2016,8
40,2002.0,PL,2016,2
41,2002.0,SK,2016,2
42,2002.0,UK,2016,20
43,2003.0,AT,2016,1
44,2003.0,BE,2016,2
45,2003.0,CH,2016,10
46,2003.0,CZ,2016,2
47,2003.0,DE,2016,16
48,2003.0,DK,2016,1
49,2003.0,EL,2016,1
50,2003.0,FR,2016,1
51,2003.0,IT,2016,8
52,2003.0,NL,2016,3
53,2003.0,SE,2016,8
54,2003.0,SK,2016,1
55,2003.0,UK,2016,12
56,2004.0,BE,2016,4
57,2004.0,CH,2016,12
58,2004.0,CZ,2016,1
59,2004.0,DE,2016,9
60,2004.0,EL,2016,4
61,2004.0,ES,2016,5
62,2004.0,FI,2016,1
63,2004.0,FR,2016,5
64,2004.0,HU,2016,3
65,2004.0,IE,2016,1
66,2004.0,IT,2016,10
67,2004.0,NL,2016,5
68,2004.0,PL,2016,1
69,2004.0,PT,2016,10
70,2004.0,RS,2016,1
71,2004.0,SE,2016,3
72,2004.0,SI,2016,1
73,2004.0,TR,2016,1
74,2004.0,UK,2016,5
75,2005.0,AT,2016,4
76,2005.0,BE,2016,1
77,2005.0,BG,2016,1
78,2005.0,CH,2016,13
79,2005.0,DE,2016,12
80,2005.0,EL,2016,3
81,2005.0,ES,2016,8
82,2005.0,FR,2016,15
83,2005.0,HU,2016,1
84,2005.0,IE,2016,1
85,2005.0,IT,2016,10
86,2005.0,LU,2016,1
87,2005.0,NL,2016,6
88,2005.0,NO,2016,1
89,2005.0,PL,2016,2
90,2005.0,PT,2016,1
91,2005.0,SE,2016,1
92,2005.0,TR,2016,1
93,2005.0,UK,2016,28
94,2006.0,AT,2016,2
95,2006.0,BE,2016,3
96,2006.0,BG,2016,3
97,2006.0,CH,2016,14
98,2006.0,CY,2016,1
99,2006.0,CZ,2016,1
100,2006.0,DE,2016,15
101,2006.0,DK,2016,1
102,2006.0,EL,2016,5
103,2006.0,ES,2016,4
104,2006.0,FI,2016,1
105,2006.0,FR,2016,25
106,2006.0,HU,2016,1
107,2006.0,IT,2016,8
108,2006.0,NL,2016,8
109,2006.0,NO,2016,1
110,2006.0,RO,2016,2
111,2006.0,SE,2016,1
112,2006.0,SI,2016,2
113,2006.0,TR,2016,2
114,2006.0,UK,2016,32
115,2007.0,AT,2016,3
116,2007.0,BE,2016,12
117,2007.0,CH,2016,14
118,2007.0,CY,2016,1
119,2007.0,CZ,2016,1
120,2007.0,DE,2016,25
121,2007.0,DK,2016,1
122,2007.0,EL,2016,1
123,2007.0,ES,2016,19
124,2007.0,FI,2016,1
125,2007.0,FR,2016,58
126,2007.0,HU,2016,1
127,2007.0,IE,2016,1
128,2007.0,IT,2016,22
129,2007.0,LU,2016,1
130,2007.0,MT,2016,1
131,2007.0,NL,2016,10
132,2007.0,PL,2016,1
133,2007.0,PT,2016,3
134,2007.0,SE,2016,3
135,2007.0,SI,2016,3
136,2007.0,TR,2016,1
137,2007.0,UK,2016,23
138,2008.0,AT,2016,8
139,2008.0,BE,2016,8
140,2008.0,CH,2016,18
141,2008.0,CZ,2016,1
142,2008.0,DE,2016,33
143,2008.0,DK,2016,4
144,2008.0,EE,2016,1
145,2008.0,EL,2016,5
146,2008.0,ES,2016,17
147,2008.0,FI,2016,2
148,2008.0,FR,2016,36
149,2008.0,HR,2016,1
150,2008.0,HU,2016,3
151,2008.0,IE,2016,2
152,2008.0,IT,2016,16
153,2008.0,LU,2016,5
154,2008.0,NL,2016,8
155,2008.0,PL,2016,1
156,2008.0,PT,2016,5
157,2008.0,SE,2016,3
158,2008.0,SI,2016,3
159,2008.0,TR,2016,2
160,2008.0,UK,2016,85
161,2009.0,AT,2016,9
162,2009.0,BE,2016,3
163,2009.0,CH,2016,10
164,2009.0,CZ,2016,5
165,2009.0,DE,2016,51
166,2009.0,DK,2016,3
167,2009.0,EE,2016,1
168,2009.0,EL,2016,7
169,2009.0,ES,2016,15
170,2009.0,FI,2016,3
171,2009.0,FR,2016,60
172,2009.0,HU,2016,2
173,2009.0,IE,2016,10
174,2009.0,IS,2016,1
175,2009.0,IT,2016,18
176,2009.0,LU,2016,3
177,2009.0,MT,2016,1
178,2009.0,NL,2016,15
179,2009.0,NO,2016,2
180,2009.0,PL,2016,7
181,2009.0,PT,2016,4
