year,region_type,region_year_spec,region_id,region_level,cord_count
124,2010,NUTS,2010,DEE02,3,1
125,2010,NUTS,2010,DEE03,3,2
126,2010,NUTS,2010,DEF,1,5
127,2010,NUTS,2010,DEF0,2,5
128,2010,NUTS,2010,DEF03,3,5
129,2010,NUTS,2010,DK,0,27
130,2010,NUTS,2010,DK0,1,27
131,2010,NUTS,2010,DK01,2,16
132,2010,NUTS,2010,DK011,3,9
133,2010,NUTS,2010,DK012,3,7
134,2010,NUTS,2010,DK03,2,5
135,2010,NUTS,2010,DK031,3,5
136,2010,NUTS,2010,DK04,2,6
137,2010,NUTS,2010,DK042,3,6
138,2010,NUTS,2010,EE,0,1
139,2010,NUTS,2010,EE0,1,1
140,2010,NUTS,2010,EE00,2,1
141,2010,NUTS,2010,EE008,3,1
142,2010,NUTS,2010,EL,0,23
143,2010,NUTS,2010,EL1,1,9
144,2010,NUTS,2010,EL12,2,6
145,2010,NUTS,2010,EL122,3,6
146,2010,NUTS,2010,EL14,2,3
147,2010,NUTS,2010,EL143,3,3
148,2010,NUTS,2010,EL2,1,1
149,2010,NUTS,2010,EL21,2,1
150,2010,NUTS,2010,EL213,3,1
151,2010,NUTS,2010,EL3,1,11
152,2010,NUTS,2010,EL30,2,11
153,2010,NUTS,2010,EL300,3,11
154,2010,NUTS,2010,EL4,1,2
155,2010,NUTS,2010,EL41,2,1
156,2010,NUTS,2010,EL411,3,1
157,2010,NUTS,2010,EL43,2,1
158,2010,NUTS,2010,EL433,3,1
159,2010,NUTS,2010,ES,0,64
160,2010,NUTS,2010,ES1,1,2
161,2010,NUTS,2010,ES12,2,2
162,2010,NUTS,2010,ES120,3,2
163,2010,NUTS,2010,ES2,1,3
164,2010,NUTS,2010,ES21,2,1
165,2010,NUTS,2010,ES213,3,1
166,2010,NUTS,2010,ES22,2,2
167,2010,NUTS,2010,ES220,3,2
168,2010,NUTS,2010,ES3,1,29
169,2010,NUTS,2010,ES30,2,29
170,2010,NUTS,2010,ES300,3,29
171,2010,NUTS,2010,ES4,1,6
172,2010,NUTS,2010,ES41,2,6
173,2010,NUTS,2010,ES413,3,6
174,2010,NUTS,2010,ES5,1,20
175,2010,NUTS,2010,ES51,2,17
176,2010,NUTS,2010,ES511,3,17
177,2010,NUTS,2010,ES52,2,3
178,2010,NUTS,2010,ES523,3,3
179,2010,NUTS,2010,ES6,1,2
180,2010,NUTS,2010,ES61,2,1
181,2010,NUTS,2010,ES614,3,1
182,2010,NUTS,2010,ES62,2,1
183,2010,NUTS,2010,ES620,3,1
184,2010,NUTS,2010,ES7,1,2
185,2010,NUTS,2010,ES70,2,2
186,2010,NUTS,2010,ES705,3,1
187,2010,NUTS,2010,ES709,3,1
188,2010,NUTS,2010,FI,0,17
189,2010,NUTS,2010,FI1,1,17
190,2010,NUTS,2010,FI1B,2,10
191,2010,NUTS,2010,FI1B1,3,10
192,2010,NUTS,2010,FI1C,2,5
193,2010,NUTS,2010,FI1C1,3,5
194,2010,NUTS,2010,FI1D,2,2
195,2010,NUTS,2010,FI1D2,3,1
196,2010,NUTS,2010,FI1D6,3,1
197,2010,NUTS,2010,FR,0,47
198,2010,NUTS,2010,FR1,1,22
199,2010,NUTS,2010,FR10,2,22
200,2010,NUTS,2010,FR101,3,13
201,2010,NUTS,2010,FR103,3,1
202,2010,NUTS,2010,FR104,3,7
203,2010,NUTS,2010,FR107,3,1
204,2010,NUTS,2010,FR2,1,5
205,2010,NUTS,2010,FR21,2,1
206,2010,NUTS,2010,FR213,3,1
207,2010,NUTS,2010,FR22,2,1
208,2010,NUTS,2010,FR223,3,1
209,2010,NUTS,2010,FR23,2,1
210,2010,NUTS,2010,FR232,3,1
211,2010,NUTS,2010,FR24,2,1
212,2010,NUTS,2010,FR244,3,1
213,2010,NUTS,2010,FR26,2,1
214,2010,NUTS,2010,FR261,3,1
215,2010,NUTS,2010,FR3,1,2
216,2010,NUTS,2010,FR30,2,2
217,2010,NUTS,2010,FR301,3,2
218,2010,NUTS,2010,FR4,1,2
219,2010,NUTS,2010,FR42,2,2
220,2010,NUTS,2010,FR421,3,2
221,2010,NUTS,2010,FR5,1,5
222,2010,NUTS,2010,FR51,2,3
223,2010,NUTS,2010,FR511,3,1
224,2010,NUTS,2010,FR512,3,2
225,2010,NUTS,2010,FR52,2,1
226,2010,NUTS,2010,FR522,3,1
227,2010,NUTS,2010,FR53,2,1
228,2010,NUTS,2010,FR534,3,1
229,2010,NUTS,2010,FR6,1,2
230,2010,NUTS,2010,FR61,2,1
231,2010,NUTS,2010,FR612,3,1
232,2010,NUTS,2010,FR62,2,1
233,2010,NUTS,2010,FR623,3,1
234,2010,NUTS,2010,FR7,1,4
235,2010,NUTS,2010,FR71,2,4
236,2010,NUTS,2010,FR714,3,1
237,2010,NUTS,2010,FR716,3,3
238,2010,NUTS,2010,FR8,1,4
239,2010,NUTS,2010,FR81,2,4
240,2010,NUTS,2010,FR813,3,4
241,2010,NUTS,2010,FR9,1,1
242,2010,NUTS,2010,FR91,2,1
243,2010,NUTS,2010,FR910,3,1
244,2010,NUTS,2010,HR,0,3
245,2010,NUTS,2010,HR0,1,3
246,2010,NUTS,2010,HR03,2,1
247,2010,NUTS,2010,HR031,3,1
248,2010,NUTS,2010,HR04,2,2
249,2010,NUTS,2010,HR041,3,2
250,2010,NUTS,2010,HU,0,8
251,2010,NUTS,2010,HU1,1,7
252,2010,NUTS,2010,HU10,2,7
253,2010,NUTS,2010,HU101,3,6
254,2010,NUTS,2010,HU102,3,1
255,2010,NUTS,2010,HU3,1,1
256,2010,NUTS,2010,HU33,2,1
257,2010,NUTS,2010,HU333,3,1
258,2010,NUTS,2010,IE,0,17
259,2010,NUTS,2010,IE0,1,17
260,2010,NUTS,2010,IE01,2,1
261,2010,NUTS,2010,IE013,3,1
262,2010,NUTS,2010,IE02,2,16
263,2010,NUTS,2010,IE021,3,10
264,2010,NUTS,2010,IE022,3,1
265,2010,NUTS,2010,IE024,3,1
266,2010,NUTS,2010,IE025,3,4
267,2010,NUTS,2010,IS,0,3
268,2010,NUTS,2010,IS0,1,3
269,2010,NUTS,2010,IS00,2,3
270,2010,NUTS,2010,IS001,3,3
271,2010,NUTS,2010,IT,0,111
272,2010,NUTS,2010,ITC,1,40
273,2010,NUTS,2010,ITC1,2,5
274,2010,NUTS,2010,ITC11,3,4
275,2010,NUTS,2010,ITC12,3,1
276,2010,NUTS,2010,ITC3,2,3
277,2010,NUTS,2010,ITC33,3,3
278,2010,NUTS,2010,ITC4,2,32
279,2010,NUTS,2010,ITC41,3,2
280,2010,NUTS,2010,ITC47,3,3
281,2010,NUTS,2010,ITC48,3,2
282,2010,NUTS,2010,ITC4C,3,25
283,2010,NUTS,2010,ITF,1,14
284,2010,NUTS,2010,ITF1,2,1
285,2010,NUTS,2010,ITF12,3,1
286,2010,NUTS,2010,ITF3,2,3
287,2010,NUTS,2010,ITF33,3,3
288,2010,NUTS,2010,ITF4,2,10
289,2010,NUTS,2010,ITF45,3,2
290,2010,NUTS,2010,ITF46,3,1
291,2010,NUTS,2010,ITF47,3,7
292,2010,NUTS,2010,ITG,1,4
293,2010,NUTS,2010,ITG1,2,1
294,2010,NUTS,2010,ITG13,3,1
295,2010,NUTS,2010,ITG2,2,3
296,2010,NUTS,2010,ITG25,3,3
297,2010,NUTS,2010,ITH,1,18
298,2010,NUTS,2010,ITH3,2,5
299,2010,NUTS,2010,ITH31,3,1
300,2010,NUTS,2010,ITH36,3,4
301,2010,NUTS,2010,ITH4,2,4
302,2010,NUTS,2010,ITH42,3,2
303,2010,NUTS,2010,ITH44,3,2
304,2010,NUTS,2010,ITH5,2,9
305,2010,NUTS,2010,ITH52,3,2
306,2010,NUTS,2010,ITH54,3,1
307,2010,NUTS,2010,ITH55,3,4
308,2010,NUTS,2010,ITH56,3,2
309,2010,NUTS,2010,ITI,1,35
310,2010,NUTS,2010,ITI1,2,20
311,2010,NUTS,2010,ITI14,3,3
312,2010,NUTS,2010,ITI17,3,5
313,2010,NUTS,2010,ITI19,3,12
314,2010,NUTS,2010,ITI2,2,2
315,2010,NUTS,2010,ITI21,3,2
316,2010,NUTS,2010,ITI4,2,13
317,2010,NUTS,2010,ITI43,3,13
318,2010,NUTS,2010,LT,0,1
319,2010,NUTS,2010,LT0,1,1
320,2010,NUTS,2010,LT00,2,1
321,2010,NUTS,2010,LT00A,3,1
322,2010,NUTS,2010,LV,0,1
323,2010,NUTS,2010,LV0,1,1
324,2010,NUTS,2010,LV00,2,1
325,2010,NUTS,2010,LV006,3,1
326,2010,NUTS,2010,NL,0,131
327,2010,NUTS,2010,NL1,1,4
328,2010,NUTS,2010,NL11,2,4
329,2010,NUTS,2010,NL113,3,4
330,2010,NUTS,2010,NL2,1,25
331,2010,NUTS,2010,NL22,2,25
332,2010,NUTS,2010,NL221,3,2
333,2010,NUTS,2010,NL226,3,23
334,2010,NUTS,2010,NL3,1,96
335,2010,NUTS,2010,NL31,2,34
336,2010,NUTS,2010,NL310,3,34
337,2010,NUTS,2010,NL32,2,21
338,2010,NUTS,2010,NL321,3,1
339,2010,NUTS,2010,NL326,3,20
340,2010,NUTS,2010,NL33,2,41
341,2010,NUTS,2010,NL332,3,3
342,2010,NUTS,2010,NL333,3,1
343,2010,NUTS,2010,NL337,3,19
344,2010,NUTS,2010,NL339,3,18
345,2010,NUTS,2010,NL4,1,6
346,2010,NUTS,2010,NL41,2,1
347,2010,NUTS,2010,NL412,3,1
348,2010,NUTS,2010,NL42,2,5
349,2010,NUTS,2010,NL423,3,5
350,2010,NUTS,2010,NO,0,34
351,2010,NUTS,2010,NO0,1,34
352,2010,NUTS,2010,NO01,2,21
353,2010,NUTS,2010,NO011,3,15
354,2010,NUTS,2010,NO012,3,6
355,2010,NUTS,2010,NO05,2,7
356,2010,NUTS,2010,NO051,3,7
357,2010,NUTS,2010,NO06,2,6
358,2010,NUTS,2010,NO061,3,6
359,2010,NUTS,2010,PL,0,16
360,2010,NUTS,2010,PL1,1,8
361,2010,NUTS,2010,PL12,2,8
362,2010,NUTS,2010,PL127,3,8
363,2010,NUTS,2010,PL2,1,2
364,2010,NUTS,2010,PL21,2,2
365,2010,NUTS,2010,PL213,3,2
366,2010,NUTS,2010,PL3,1,2
367,2010,NUTS,2010,PL31,2,1
368,2010,NUTS,2010,PL314,3,1
369,2010,NUTS,2010,PL34,2,1
370,2010,NUTS,2010,PL343,3,1
371,2010,NUTS,2010,PL4,1,2
372,2010,NUTS,2010,PL41,2,1
373,2010,NUTS,2010,PL415,3,1
374,2010,NUTS,2010,PL42,2,1
375,2010,NUTS,2010,PL424,3,1
376,2010,NUTS,2010,PL5,1,1
377,2010,NUTS,2010,PL51,2,1
378,2010,NUTS,2010,PL514,3,1
379,2010,NUTS,2010,PL6,1,1
380,2010,NUTS,2010,PL63,2,1
381,2010,NUTS,2010,PL633,3,1
382,2010,NUTS,2010,PT,0,10
383,2010,NUTS,2010,PT1,1,10
384,2010,NUTS,2010,PT11,2,8
385,2010,NUTS,2010,PT114,3,8
386,2010,NUTS,2010,PT17,2,2
387,2010,NUTS,2010,PT171,3,2
388,2010,NUTS,2010,RO,0,1
389,2010,NUTS,2010,RO3,1,1
390,2010,NUTS,2010,RO32,2,1
391,2010,NUTS,2010,RO321,3,1
392,2010,NUTS,2010,SE,0,66
393,2010,NUTS,2010,SE1,1,49
394,2010,NUTS,2010,SE11,2,28
395,2010,NUTS,2010,SE110,3,28
396,2010,NUTS,2010,SE12,2,21
397,2010,NUTS,2010,SE121,3,20
398,2010,NUTS,2010,SE123,3,1
399,2010,NUTS,2010,SE2,1,15
400,2010,NUTS,2010,SE21,2,1
401,2010,NUTS,2010,SE213,3,1
402,2010,NUTS,2010,SE22,2,7
403,2010,NUTS,2010,SE224,3,7
404,2010,NUTS,2010,SE23,2,7
405,2010,NUTS,2010,SE232,3,7
406,2010,NUTS,2010,SE3,1,2
407,2010,NUTS,2010,SE31,2,1
408,2010,NUTS,2010,SE312,3,1
409,2010,NUTS,2010,SE33,2,1
410,2010,NUTS,2010,SE331,3,1
411,2010,NUTS,2010,SI,0,10
412,2010,NUTS,2010,SI0,1,10
413,2010,NUTS,2010,SI01,2,2
414,2010,NUTS,2010,SI012,3,2
415,2010,NUTS,2010,SI02,2,8
416,2010,NUTS,2010,SI021,3,7
417,2010,NUTS,2010,SI024,3,1
418,2010,NUTS,2010,SK,0,5
419,2010,NUTS,2010,SK0,1,5
420,2010,NUTS,2010,SK01,2,5
421,2010,NUTS,2010,SK010,3,5
422,2010,NUTS,2010,TR,0,17
423,2010,NUTS,2010,TR1,1,8
424,2010,NUTS,2010,TR10,2,8
425,2010,NUTS,2010,TR100,3,8
426,2010,NUTS,2010,TR3,1,1
427,2010,NUTS,2010,TR31,2,1
428,2010,NUTS,2010,TR310,3,1
429,2010,NUTS,2010,TR4,1,2
430,2010,NUTS,2010,TR41,2,2
431,2010,NUTS,2010,TR411,3,1
432,2010,NUTS,2010,TR412,3,1
433,2010,NUTS,2010,TR5,1,6
434,2010,NUTS,2010,TR51,2,6
435,2010,NUTS,2010,TR510,3,6
436,2010,NUTS,2010,UK,0,286
437,2010,NUTS,2010,UKC,1,7
438,2010,NUTS,2010,UKC1,2,4
439,2010,NUTS,2010,UKC12,3,1
440,2010,NUTS,2010,UKC14,3,3
441,2010,NUTS,2010,UKC2,2,3
442,2010,NUTS,2010,UKC22,3,3
443,2010,NUTS,2010,UKD,1,17
444,2010,NUTS,2010,UKD1,2,1
445,2010,NUTS,2010,UKD11,3,1
446,2010,NUTS,2010,UKD3,2,1
447,2010,NUTS,2010,UKD31,3,1
448,2010,NUTS,2010,UKD4,2,1
449,2010,NUTS,2010,UKD43,3,1
450,2010,NUTS,2010,UKD7,2,14
451,2010,NUTS,2010,UKD72,3,14
452,2010,NUTS,2010,UKE,1,23
453,2010,NUTS,2010,UKE2,2,3
454,2010,NUTS,2010,UKE21,3,1
455,2010,NUTS,2010,UKE22,3,2
456,2010,NUTS,2010,UKE3,2,4
457,2010,NUTS,2010,UKE31,3,1
458,2010,NUTS,2010,UKE32,3,3
459,2010,NUTS,2010,UKE4,2,16
460,2010,NUTS,2010,UKE42,3,15
461,2010,NUTS,2010,UKE44,3,1
462,2010,NUTS,2010,UKF,1,12
463,2010,NUTS,2010,UKF1,2,8
464,2010,NUTS,2010,UKF14,3,8
465,2010,NUTS,2010,UKF2,2,4
466,2010,NUTS,2010,UKF21,3,3
467,2010,NUTS,2010,UKF22,3,1
468,2010,NUTS,2010,UKG,1,12
469,2010,NUTS,2010,UKG1,2,7
470,2010,NUTS,2010,UKG13,3,7
471,2010,NUTS,2010,UKG3,2,5
472,2010,NUTS,2010,UKG31,3,4
473,2010,NUTS,2010,UKG33,3,1
474,2010,NUTS,2010,UKH,1,20
475,2010,NUTS,2010,UKH1,2,17
476,2010,NUTS,2010,UKH12,3,15
477,2010,NUTS,2010,UKH13,3,2
478,2010,NUTS,2010,UKH2,2,3
479,2010,NUTS,2010,UKH23,3,3
480,2010,NUTS,2010,UKI,1,80
481,2010,NUTS,2010,UKI1,2,78
482,2010,NUTS,2010,UKI11,3,64
483,2010,NUTS,2010,UKI12,3,14
484,2010,NUTS,2010,UKI2,2,2
485,2010,NUTS,2010,UKI23,3,2
486,2010,NUTS,2010,UKJ,1,40
487,2010,NUTS,2010,UKJ1,2,23
488,2010,NUTS,2010,UKJ11,3,2
489,2010,NUTS,2010,UKJ14,3,21
490,2010,NUTS,2010,UKJ2,2,13
491,2010,NUTS,2010,UKJ21,3,3
492,2010,NUTS,2010,UKJ23,3,9
493,2010,NUTS,2010,UKJ24,3,1
494,2010,NUTS,2010,UKJ3,2,3
495,2010,NUTS,2010,UKJ32,3,3
496,2010,NUTS,2010,UKJ4,2,1
497,2010,NUTS,2010,UKJ42,3,1
498,2010,NUTS,2010,UKK,1,21
499,2010,NUTS,2010,UKK1,2,17
500,2010,NUTS,2010,UKK11,3,15
501,2010,NUTS,2010,UKK12,3,2
502,2010,NUTS,2010,UKK4,2,4
503,2010,NUTS,2010,UKK41,3,2
504,2010,NUTS,2010,UKK43,3,2
505,2010,NUTS,2010,UKL,1,10
506,2010,NUTS,2010,UKL1,2,1
507,2010,NUTS,2010,UKL12,3,1
508,2010,NUTS,2010,UKL2,2,9
509,2010,NUTS,2010,UKL22,3,9
510,2010,NUTS,2010,UKM,1,41
511,2010,NUTS,2010,UKM2,2,20
512,2010,NUTS,2010,UKM25,3,19
513,2010,NUTS,2010,UKM26,3,1
514,2010,NUTS,2010,UKM3,2,18
515,2010,NUTS,2010,UKM31,3,1
516,2010,NUTS,2010,UKM34,3,16
517,2010,NUTS,2010,UKM36,3,1
518,2010,NUTS,2010,UKM5,2,3
519,2010,NUTS,2010,UKM50,3,3
520,2010,NUTS,2010,UKN,1,3
521,2010,NUTS,2010,UKN0,2,3
522,2010,NUTS,2010,UKN01,3,3
523,2011,NUTS,2010,AT,0,22
524,2011,NUTS,2010,AT1,1,15
525,2011,NUTS,2010,AT13,2,15
526,2011,NUTS,2010,AT130,3,15
527,2011,NUTS,2010,AT2,1,4
528,2011,NUTS,2010,AT22,2,4
529,2011,NUTS,2010,AT221,3,4
530,2011,NUTS,2010,AT3,1,3
531,2011,NUTS,2010,AT32,2,1
532,2011,NUTS,2010,AT323,3,1
533,2011,NUTS,2010,AT33,2,2
534,2011,NUTS,2010,AT332,3,2
535,2011,NUTS,2010,BE,0,58
536,2011,NUTS,2010,BE1,1,10
537,2011,NUTS,2010,BE10,2,10
538,2011,NUTS,2010,BE100,3,10
539,2011,NUTS,2010,BE2,1,41
540,2011,NUTS,2010,BE21,2,5
541,2011,NUTS,2010,BE211,3,5
542,2011,NUTS,2010,BE22,2,1
543,2011,NUTS,2010,BE221,3,1
544,2011,NUTS,2010,BE23,2,14
545,2011,NUTS,2010,BE234,3,14
546,2011,NUTS,2010,BE24,2,21
547,2011,NUTS,2010,BE241,3,2
548,2011,NUTS,2010,BE242,3,19
549,2011,NUTS,2010,BE3,1,7
550,2011,NUTS,2010,BE31,2,3
551,2011,NUTS,2010,BE310,3,3
552,2011,NUTS,2010,BE33,2,4
553,2011,NUTS,2010,BE332,3,4
554,2011,NUTS,2010,BG,0,3
555,2011,NUTS,2010,BG4,1,3
556,2011,NUTS,2010,BG41,2,3
557,2011,NUTS,2010,BG411,3,3
558,2011,NUTS,2010,CH,0,91
559,2011,NUTS,2010,CH0,1,91
560,2011,NUTS,2010,CH01,2,33
561,2011,NUTS,2010,CH011,3,14
562,2011,NUTS,2010,CH013,3,19
563,2011,NUTS,2010,CH02,2,12
564,2011,NUTS,2010,CH021,3,12
565,2011,NUTS,2010,CH03,2,9
566,2011,NUTS,2010,CH031,3,6
567,2011,NUTS,2010,CH033,3,3
568,2011,NUTS,2010,CH04,2,31
569,2011,NUTS,2010,CH040,3,31
570,2011,NUTS,2010,CH05,2,5
571,2011,NUTS,2010,CH055,3,5
572,2011,NUTS,2010,CH06,2,1
573,2011,NUTS,2010,CH061,3,1
574,2011,NUTS,2010,CY,0,1
575,2011,NUTS,2010,CY0,1,1
576,2011,NUTS,2010,CY00,2,1
577,2011,NUTS,2010,CY000,3,1
578,2011,NUTS,2010,CZ,0,7
579,2011,NUTS,2010,CZ0,1,7
580,2011,NUTS,2010,CZ01,2,4
581,2011,NUTS,2010,CZ010,3,4
582,2011,NUTS,2010,CZ03,2,1
583,2011,NUTS,2010,CZ031,3,1
584,2011,NUTS,2010,CZ06,2,2
585,2011,NUTS,2010,CZ064,3,2
586,2011,NUTS,2010,DE,0,207
587,2011,NUTS,2010,DE1,1,28
588,2011,NUTS,2010,DE11,2,1
589,2011,NUTS,2010,DE111,3,1
590,2011,NUTS,2010,DE12,2,4
591,2011,NUTS,2010,DE122,3,1
592,2011,NUTS,2010,DE125,3,3
593,2011,NUTS,2010,DE13,2,14
594,2011,NUTS,2010,DE131,3,13
595,2011,NUTS,2010,DE138,3,1
596,2011,NUTS,2010,DE14,2,9
597,2011,NUTS,2010,DE142,3,5
598,2011,NUTS,2010,DE144,3,4
599,2011,NUTS,2010,DE2,1,43
600,2011,NUTS,2010,DE21,2,26
601,2011,NUTS,2010,DE212,3,26
602,2011,NUTS,2010,DE23,2,7
603,2011,NUTS,2010,DE232,3,7
604,2011,NUTS,2010,DE25,2,5
605,2011,NUTS,2010,DE252,3,5
606,2011,NUTS,2010,DE26,2,5
607,2011,NUTS,2010,DE263,3,5
608,2011,NUTS,2010,DE3,1,26
609,2011,NUTS,2010,DE30,2,26
610,2011,NUTS,2010,DE300,3,26
611,2011,NUTS,2010,DE5,1,1
612,2011,NUTS,2010,DE50,2,1
613,2011,NUTS,2010,DE501,3,1
614,2011,NUTS,2010,DE6,1,2
615,2011,NUTS,2010,DE60,2,2
616,2011,NUTS,2010,DE600,3,2
617,2011,NUTS,2010,DE7,1,31
618,2011,NUTS,2010,DE71,2,9
619,2011,NUTS,2010,DE712,3,6
620,2011,NUTS,2010,DE71C,3,3
621,2011,NUTS,2010,DE72,2,17
622,2011,NUTS,2010,DE721,3,12
623,2011,NUTS,2010,DE724,3,5
624,2011,NUTS,2010,DE73,2,5
625,2011,NUTS,2010,DE731,3,5
626,2011,NUTS,2010,DE8,1,4
627,2011,NUTS,2010,DE80,2,4
628,2011,NUTS,2010,DE801,3,3
629,2011,NUTS,2010,DE803,3,1
630,2011,NUTS,2010,DE9,1,22
631,2011,NUTS,2010,DE91,2,5
632,2011,NUTS,2010,DE915,3,5
633,2011,NUTS,2010,DE92,2,16
634,2011,NUTS,2010,DE929,3,16
635,2011,NUTS,2010,DE94,2,1
636,2011,NUTS,2010,DE943,3,1
637,2011,NUTS,2010,DEA,1,28
638,2011,NUTS,2010,DEA1,2,3
639,2011,NUTS,2010,DEA13,3,3
640,2011,NUTS,2010,DEA2,2,20
641,2011,NUTS,2010,DEA22,3,12
642,2011,NUTS,2010,DEA23,3,3
643,2011,NUTS,2010,DEA2B,3,1
644,2011,NUTS,2010,DEA2D,3,4
645,2011,NUTS,2010,DEA3,2,2
646,2011,NUTS,2010,DEA33,3,2
647,2011,NUTS,2010,DEA5,2,3
648,2011,NUTS,2010,DEA51,3,2
649,2011,NUTS,2010,DEA56,3,1
650,2011,NUTS,2010,DEB,1,1
651,2011,NUTS,2010,DEB3,2,1
652,2011,NUTS,2010,DEB35,3,1
653,2011,NUTS,2010,DEC,1,1
654,2011,NUTS,2010,DEC0,2,1
655,2011,NUTS,2010,DEC01,3,1
