,year,nuts_id,nuts_year_spec,ai_covid_count
0,2020.0,AT,2016,6
1,2020.0,CH,2016,9
2,2020.0,CZ,2016,1
3,2020.0,DE,2016,13
4,2020.0,DK,2016,1
5,2020.0,EL,2016,1
6,2020.0,ES,2016,6
7,2020.0,FR,2016,5
8,2020.0,HU,2016,1
9,2020.0,IE,2016,2
10,2020.0,IT,2016,8
11,2020.0,LU,2016,2
12,2020.0,NL,2016,2
13,2020.0,NO,2016,1
14,2020.0,PL,2016,1
15,2020.0,PT,2016,1
16,2020.0,RO,2016,2
17,2020.0,SE,2016,2
18,2020.0,TR,2016,7
19,2020.0,UK,2016,40
20,2021.0,AT,2016,1
21,2021.0,CH,2016,1
22,2021.0,CY,2016,1
23,2021.0,DE,2016,1
24,2021.0,ES,2016,1
25,2021.0,IT,2016,3
26,2021.0,PT,2016,1
27,2021.0,SK,2016,2
28,2021.0,UK,2016,8
