,year,nuts_id,nuts_year_spec,lockdown_social_distancing_count
0,2019.0,FRD2,2016,1
1,2020.0,AT12,2016,2
2,2020.0,AT13,2016,15
3,2020.0,AT22,2016,1
4,2020.0,AT32,2016,1
5,2020.0,BE10,2016,3
6,2020.0,BE21,2016,2
7,2020.0,BE22,2016,2
8,2020.0,BE23,2016,3
9,2020.0,BE24,2016,1
10,2020.0,BG41,2016,1
11,2020.0,CH01,2016,9
12,2020.0,CH02,2016,4
13,2020.0,CH03,2016,5
14,2020.0,CH04,2016,10
15,2020.0,CY00,2016,2
16,2020.0,CZ01,2016,1
17,2020.0,CZ06,2016,2
18,2020.0,DE11,2016,1
19,2020.0,DE12,2016,7
20,2020.0,DE13,2016,1
21,2020.0,DE21,2016,21
22,2020.0,DE23,2016,1
23,2020.0,DE24,2016,1
24,2020.0,DE25,2016,3
25,2020.0,DE30,2016,14
26,2020.0,DE40,2016,1
27,2020.0,DE50,2016,1
28,2020.0,DE60,2016,3
29,2020.0,DE71,2016,3
30,2020.0,DE73,2016,1
31,2020.0,DE80,2016,1
32,2020.0,DE91,2016,1
33,2020.0,DE94,2016,1
34,2020.0,DEA2,2016,3
35,2020.0,DEA3,2016,1
36,2020.0,DEA5,2016,1
37,2020.0,DEB3,2016,4
38,2020.0,DEC0,2016,1
39,2020.0,DED4,2016,3
40,2020.0,DED5,2016,1
41,2020.0,DEE0,2016,1
42,2020.0,DK01,2016,6
43,2020.0,DK02,2016,1
44,2020.0,DK03,2016,6
45,2020.0,EL30,2016,3
46,2020.0,EL52,2016,1
47,2020.0,EL61,2016,1
48,2020.0,EL65,2016,1
49,2020.0,ES11,2016,4
50,2020.0,ES12,2016,1
51,2020.0,ES21,2016,2
52,2020.0,ES24,2016,4
53,2020.0,ES30,2016,9
54,2020.0,ES41,2016,2
55,2020.0,ES51,2016,5
56,2020.0,ES52,2016,3
57,2020.0,ES61,2016,3
58,2020.0,ES62,2016,2
59,2020.0,FI1B,2016,1
60,2020.0,FI1D,2016,2
61,2020.0,FR10,2016,21
62,2020.0,FRE2,2016,1
63,2020.0,FRG0,2016,3
64,2020.0,FRI1,2016,2
65,2020.0,FRJ1,2016,4
66,2020.0,FRK2,2016,3
67,2020.0,FRL0,2016,4
68,2020.0,HR04,2016,1
69,2020.0,HU11,2016,5
70,2020.0,HU33,2016,2
71,2020.0,IE05,2016,3
72,2020.0,IE06,2016,5
73,2020.0,IS00,2016,3
74,2020.0,ITC1,2016,7
75,2020.0,ITC4,2016,12
76,2020.0,ITF3,2016,1
77,2020.0,ITF4,2016,6
78,2020.0,ITF5,2016,1
79,2020.0,ITF6,2016,1
80,2020.0,ITG1,2016,2
81,2020.0,ITH2,2016,7
82,2020.0,ITH3,2016,10
83,2020.0,ITH5,2016,5
84,2020.0,ITI1,2016,2
85,2020.0,ITI3,2016,3
86,2020.0,ITI4,2016,5
87,2020.0,LU00,2016,2
88,2020.0,MK00,2016,3
89,2020.0,NL11,2016,1
90,2020.0,NL22,2016,2
91,2020.0,NL32,2016,3
92,2020.0,NL33,2016,4
93,2020.0,NL41,2016,1
94,2020.0,NO05,2016,2
95,2020.0,NO06,2016,1
96,2020.0,PL21,2016,1
97,2020.0,PL51,2016,2
98,2020.0,PL71,2016,2
99,2020.0,PL91,2016,3
100,2020.0,PT11,2016,4
101,2020.0,PT16,2016,4
102,2020.0,PT17,2016,4
103,2020.0,SE11,2016,14
104,2020.0,SE12,2016,4
105,2020.0,SE21,2016,3
106,2020.0,SE22,2016,1
107,2020.0,SK01,2016,1
108,2020.0,TR10,2016,2
109,2020.0,TR31,2016,1
110,2020.0,TR42,2016,1
111,2020.0,TR51,2016,1
112,2020.0,TR83,2016,1
113,2020.0,UKC1,2016,3
