,year,nuts_id,nuts_year_spec,variants_count
0,2018.0,DE721,2016,1
1,2019.0,UKH23,2016,1
2,2019.0,UKJ14,2016,2
3,2020.0,AT130,2016,6
4,2020.0,AT332,2016,1
5,2020.0,BE100,2016,3
6,2020.0,BE332,2016,1
7,2020.0,BG411,2016,1
8,2020.0,CH013,2016,5
9,2020.0,CH031,2016,6
10,2020.0,CH040,2016,9
11,2020.0,CY000,2016,1
12,2020.0,CZ010,2016,2
13,2020.0,CZ064,2016,1
14,2020.0,DE125,2016,2
15,2020.0,DE212,2016,1
16,2020.0,DE300,2016,3
17,2020.0,DE404,2016,1
18,2020.0,DE600,2016,3
19,2020.0,DE731,2016,2
20,2020.0,DEA22,2016,1
21,2020.0,DEA23,2016,1
22,2020.0,DED41,2016,3
23,2020.0,DED43,2016,1
24,2020.0,DK011,2016,1
25,2020.0,DK012,2016,1
26,2020.0,EL303,2016,3
27,2020.0,EL431,2016,2
28,2020.0,EL433,2016,1
29,2020.0,EL434,2016,1
30,2020.0,EL512,2016,1
31,2020.0,ES111,2016,1
32,2020.0,ES114,2016,1
33,2020.0,ES220,2016,1
34,2020.0,ES300,2016,6
35,2020.0,ES412,2016,1
36,2020.0,ES413,2016,2
37,2020.0,ES523,2016,2
38,2020.0,FI1B1,2016,3
39,2020.0,FR101,2016,4
40,2020.0,FR104,2016,1
41,2020.0,FRK26,2016,1
42,2020.0,FRL04,2016,1
43,2020.0,HU110,2016,2
44,2020.0,HU231,2016,2
45,2020.0,HU333,2016,1
46,2020.0,IE042,2016,2
47,2020.0,ITC11,2016,1
48,2020.0,ITC47,2016,2
49,2020.0,ITC48,2016,1
50,2020.0,ITC4C,2016,13
51,2020.0,ITF47,2016,1
52,2020.0,ITH55,2016,1
53,2020.0,ITI14,2016,3
54,2020.0,ITI19,2016,1
55,2020.0,ITI43,2016,3
56,2020.0,LV006,2016,2
57,2020.0,NL226,2016,5
58,2020.0,NL310,2016,1
59,2020.0,NL329,2016,2
60,2020.0,NL333,2016,1
61,2020.0,NL33C,2016,2
62,2020.0,NO011,2016,2
63,2020.0,PL415,2016,1
64,2020.0,PT170,2016,1
65,2020.0,SE110,2016,1
66,2020.0,SE121,2016,1
67,2020.0,SI041,2016,1
68,2020.0,TR100,2016,3
69,2020.0,TRA22,2016,1
70,2020.0,UKC14,2016,1
71,2020.0,UKD72,2016,2
72,2020.0,UKE32,2016,1
73,2020.0,UKF14,2016,1
74,2020.0,UKG13,2016,2
75,2020.0,UKG31,2016,6
76,2020.0,UKH12,2016,14
77,2020.0,UKH15,2016,1
78,2020.0,UKH17,2016,6
79,2020.0,UKH23,2016,4
80,2020.0,UKI31,2016,10
81,2020.0,UKI32,2016,1
82,2020.0,UKI33,2016,8
83,2020.0,UKI74,2016,1
84,2020.0,UKJ14,2016,17
85,2020.0,UKJ25,2016,1
86,2020.0,UKJ32,2016,2
87,2020.0,UKJ37,2016,1
88,2020.0,UKK11,2016,1
89,2020.0,UKL22,2016,2
90,2020.0,UKM72,2016,1
91,2020.0,UKM75,2016,11
92,2020.0,UKM82,2016,3
93,2021.0,CH011,2016,1
94,2021.0,CH013,2016,2
95,2021.0,CH021,2016,2
96,2021.0,CH031,2016,3
97,2021.0,CH040,2016,4
98,2021.0,CY000,2016,1
99,2021.0,DE300,2016,1
100,2021.0,DE404,2016,2
101,2021.0,DE731,2016,1
102,2021.0,DE929,2016,2
103,2021.0,DEA41,2016,1
104,2021.0,DK031,2016,1
105,2021.0,EL303,2016,1
106,2021.0,EL512,2016,1
107,2021.0,EL522,2016,1
108,2021.0,EL651,2016,1
109,2021.0,ES300,2016,1
110,2021.0,FRY40,2016,1
111,2021.0,IE052,2016,1
112,2021.0,IE061,2016,2
113,2021.0,ITC11,2016,1
114,2021.0,ITH31,2016,1
115,2021.0,ITI43,2016,1
116,2021.0,NL226,2016,1
117,2021.0,PL911,2016,2
118,2021.0,SE232,2016,1
119,2021.0,SE331,2016,1
120,2021.0,UKD33,2016,1
121,2021.0,UKF21,2016,1
122,2021.0,UKG13,2016,1
123,2021.0,UKH12,2016,2
124,2021.0,UKH23,2016,2
125,2021.0,UKI31,2016,3
126,2021.0,UKI32,2016,1
127,2021.0,UKI33,2016,1
128,2021.0,UKJ14,2016,4
129,2021.0,UKK12,2016,1
130,2021.0,UKL21,2016,1
131,2021.0,UKM72,2016,1
132,2021.0,UKM75,2016,5
133,2021.0,UKM82,2016,3
