,year,nuts_id,nuts_year_spec,impact_studies_count
0,2018.0,FR101,2016,1
1,2019.0,ES300,2016,1
2,2019.0,NL337,2016,1
3,2020.0,AT130,2016,2
4,2020.0,BE213,2016,2
5,2020.0,BE242,2016,3
6,2020.0,BG411,2016,1
7,2020.0,CH011,2016,2
8,2020.0,CH013,2016,4
9,2020.0,CH021,2016,3
10,2020.0,CH031,2016,1
11,2020.0,CH033,2016,1
12,2020.0,CH040,2016,3
13,2020.0,CZ010,2016,1
14,2020.0,CZ064,2016,3
15,2020.0,DE125,2016,4
16,2020.0,DE144,2016,5
17,2020.0,DE212,2016,4
18,2020.0,DE232,2016,1
19,2020.0,DE252,2016,1
20,2020.0,DE263,2016,1
21,2020.0,DE300,2016,6
22,2020.0,DE712,2016,4
23,2020.0,DE71C,2016,2
24,2020.0,DE721,2016,2
25,2020.0,DE724,2016,2
26,2020.0,DE731,2016,1
27,2020.0,DE91C,2016,3
28,2020.0,DEA13,2016,2
29,2020.0,DEA22,2016,2
30,2020.0,DEA33,2016,2
31,2020.0,DEA51,2016,1
32,2020.0,DED41,2016,1
33,2020.0,DK011,2016,4
34,2020.0,DK042,2016,5
35,2020.0,EE008,2016,3
36,2020.0,ES243,2016,1
37,2020.0,ES300,2016,7
38,2020.0,FI1B1,2016,4
39,2020.0,FR101,2016,3
40,2020.0,FR104,2016,5
41,2020.0,FRE11,2016,1
42,2020.0,FRJ13,2016,1
43,2020.0,FRK25,2016,1
44,2020.0,FRK26,2016,2
45,2020.0,FRL04,2016,3
46,2020.0,HU110,2016,1
47,2020.0,HU231,2016,1
48,2020.0,IE053,2016,1
49,2020.0,IE061,2016,1
50,2020.0,ITC11,2016,2
51,2020.0,ITC4C,2016,6
52,2020.0,ITF33,2016,3
53,2020.0,ITG17,2016,1
54,2020.0,ITH36,2016,1
55,2020.0,ITH44,2016,1
56,2020.0,ITI14,2016,2
57,2020.0,ITI21,2016,1
58,2020.0,ITI43,2016,2
59,2020.0,NL113,2016,1
60,2020.0,NL226,2016,7
61,2020.0,NL329,2016,5
62,2020.0,NL337,2016,2
63,2020.0,NL33C,2016,2
64,2020.0,NO060,2016,2
65,2020.0,NO071,2016,1
66,2020.0,PL213,2016,2
67,2020.0,PL22A,2016,2
68,2020.0,PL415,2016,1
69,2020.0,PL633,2016,1
70,2020.0,PL841,2016,1
71,2020.0,SE110,2016,1
72,2020.0,SE232,2016,1
73,2020.0,SI041,2016,1
74,2020.0,SK010,2016,1
75,2020.0,TR100,2016,2
76,2020.0,TR510,2016,1
77,2020.0,UKD44,2016,1
78,2020.0,UKD72,2016,9
79,2020.0,UKE21,2016,1
80,2020.0,UKE32,2016,2
81,2020.0,UKE44,2016,1
82,2020.0,UKF14,2016,1
83,2020.0,UKG24,2016,5
84,2020.0,UKH12,2016,11
85,2020.0,UKH23,2016,10
86,2020.0,UKI31,2016,11
87,2020.0,UKI32,2016,4
88,2020.0,UKI33,2016,5
89,2020.0,UKI74,2016,2
90,2020.0,UKJ14,2016,11
91,2020.0,UKJ25,2016,3
92,2020.0,UKJ44,2016,2
93,2020.0,UKK11,2016,2
94,2020.0,UKM82,2016,2
95,2021.0,BE213,2016,3
96,2021.0,BE234,2016,1
97,2021.0,CH011,2016,1
98,2021.0,DE212,2016,2
99,2021.0,DE300,2016,1
100,2021.0,DE929,2016,1
101,2021.0,DEA13,2016,1
102,2021.0,DK011,2016,1
103,2021.0,EE008,2016,1
104,2021.0,EL303,2016,1
105,2021.0,EL433,2016,1
106,2021.0,EL512,2016,1
107,2021.0,FR104,2016,1
108,2021.0,FRG01,2016,1
109,2021.0,FRI12,2016,1
110,2021.0,FRJ23,2016,1
111,2021.0,IE053,2016,1
112,2021.0,ITC4C,2016,1
113,2021.0,ITI43,2016,1
114,2021.0,LU000,2016,1
115,2021.0,NL226,2016,2
116,2021.0,NL337,2016,1
117,2021.0,NL33C,2016,3
118,2021.0,NO011,2016,1
119,2021.0,NO060,2016,1
120,2021.0,PL841,2016,1
121,2021.0,PT11A,2016,1
122,2021.0,SE110,2016,3
123,2021.0,SE331,2016,1
124,2021.0,UKD33,2016,2
125,2021.0,UKD44,2016,1
126,2021.0,UKD72,2016,3
127,2021.0,UKE44,2016,1
128,2021.0,UKG24,2016,1
129,2021.0,UKG31,2016,1
130,2021.0,UKH12,2016,1
131,2021.0,UKH23,2016,2
132,2021.0,UKI33,2016,1
133,2021.0,UKJ14,2016,3
134,2021.0,UKJ25,2016,1
135,2021.0,UKJ44,2016,1
