,year,nuts_id,nuts_year_spec,arxiv_count
0,2000.0,AT12,2016,2
1,2000.0,AT13,2016,170
2,2000.0,AT21,2016,1
3,2000.0,AT22,2016,23
4,2000.0,AT31,2016,9
5,2000.0,AT32,2016,1
6,2000.0,AT33,2016,21
7,2000.0,BE10,2016,92
8,2000.0,BE21,2016,57
9,2000.0,BE23,2016,17
10,2000.0,BE24,2016,16
11,2000.0,BE31,2016,14
12,2000.0,BE32,2016,11
13,2000.0,BE33,2016,28
14,2000.0,BG41,2016,57
15,2000.0,CH01,2016,216
16,2000.0,CH02,2016,67
17,2000.0,CH03,2016,94
18,2000.0,CH04,2016,115
19,2000.0,CH07,2016,2
20,2000.0,CY00,2016,26
21,2000.0,CZ01,2016,75
22,2000.0,CZ03,2016,3
23,2000.0,CZ05,2016,1
24,2000.0,CZ06,2016,35
25,2000.0,CZ07,2016,6
26,2000.0,CZ08,2016,2
27,2000.0,DE11,2016,31
28,2000.0,DE12,2016,240
29,2000.0,DE13,2016,76
30,2000.0,DE14,2016,85
31,2000.0,DE21,2016,1173
32,2000.0,DE23,2016,25
33,2000.0,DE24,2016,28
34,2000.0,DE25,2016,33
35,2000.0,DE26,2016,5
36,2000.0,DE27,2016,15
37,2000.0,DE30,2016,164
38,2000.0,DE40,2016,23
39,2000.0,DE50,2016,6
40,2000.0,DE60,2016,118
41,2000.0,DE71,2016,89
42,2000.0,DE72,2016,41
43,2000.0,DE73,2016,11
44,2000.0,DE80,2016,7
45,2000.0,DE91,2016,64
46,2000.0,DE92,2016,16
47,2000.0,DE94,2016,8
48,2000.0,DEA1,2016,44
49,2000.0,DEA2,2016,361
50,2000.0,DEA3,2016,10
51,2000.0,DEA4,2016,51
52,2000.0,DEA5,2016,94
53,2000.0,DEB3,2016,75
54,2000.0,DEC0,2016,21
55,2000.0,DED2,2016,18
56,2000.0,DED4,2016,111
57,2000.0,DED5,2016,59
58,2000.0,DEE0,2016,17
59,2000.0,DEF0,2016,10
60,2000.0,DEG0,2016,7
61,2000.0,DK01,2016,75
62,2000.0,DK02,2016,3
63,2000.0,DK03,2016,3
64,2000.0,DK04,2016,57
65,2000.0,EE00,2016,19
66,2000.0,EL30,2016,58
67,2000.0,EL41,2016,17
68,2000.0,EL43,2016,40
69,2000.0,EL52,2016,28
70,2000.0,EL54,2016,20
71,2000.0,EL63,2016,6
72,2000.0,ES11,2016,36
73,2000.0,ES12,2016,11
74,2000.0,ES21,2016,40
75,2000.0,ES24,2016,33
76,2000.0,ES30,2016,594
77,2000.0,ES41,2016,52
78,2000.0,ES42,2016,6
79,2000.0,ES43,2016,19
80,2000.0,ES51,2016,180
81,2000.0,ES52,2016,80
82,2000.0,ES61,2016,74
83,2000.0,ES62,2016,25
84,2000.0,ES70,2016,20
85,2000.0,FI19,2016,28
86,2000.0,FI1B,2016,118
87,2000.0,FI1C,2016,27
88,2000.0,FI1D,2016,8
89,2000.0,FR10,2016,821
90,2000.0,FRB0,2016,17
91,2000.0,FRC1,2016,6
92,2000.0,FRD1,2016,5
93,2000.0,FRD2,2016,5
94,2000.0,FRE1,2016,3
95,2000.0,FRF1,2016,28
96,2000.0,FRF2,2016,1
97,2000.0,FRF3,2016,1
98,2000.0,FRG0,2016,97
99,2000.0,FRH0,2016,3
100,2000.0,FRI1,2016,20
101,2000.0,FRI3,2016,3
102,2000.0,FRJ1,2016,42
103,2000.0,FRJ2,2016,36
104,2000.0,FRK2,2016,241
105,2000.0,FRL0,2016,13
106,2000.0,HR03,2016,3
107,2000.0,HR04,2016,25
108,2000.0,HU11,2016,161
109,2000.0,HU12,2016,4
110,2000.0,HU22,2016,1
111,2000.0,HU23,2016,1
112,2000.0,HU32,2016,29
113,2000.0,HU33,2016,10
114,2000.0,IE04,2016,5
115,2000.0,IE05,2016,10
116,2000.0,IE06,2016,70
117,2000.0,IS00,2016,17
118,2000.0,ITC1,2016,114
119,2000.0,ITC3,2016,18
120,2000.0,ITC4,2016,193
121,2000.0,ITF1,2016,22
122,2000.0,ITF3,2016,59
123,2000.0,ITF4,2016,180
124,2000.0,ITF6,2016,1
125,2000.0,ITG1,2016,47
126,2000.0,ITG2,2016,23
127,2000.0,ITH1,2016,1
128,2000.0,ITH2,2016,36
129,2000.0,ITH3,2016,118
130,2000.0,ITH4,2016,320
131,2000.0,ITH5,2016,169
132,2000.0,ITI1,2016,206
133,2000.0,ITI2,2016,29
134,2000.0,ITI3,2016,30
135,2000.0,ITI4,2016,327
136,2000.0,LT01,2016,2
137,2000.0,LU00,2016,4
138,2000.0,LV00,2016,15
139,2000.0,ME00,2016,4
140,2000.0,NL11,2016,42
