,year,nuts_id,nuts_year_spec,ai_covid_share
0,2020.0,AT124,2016,0.0
1,2020.0,AT126,2016,0.0
2,2020.0,AT127,2016,0.0
3,2020.0,AT130,2016,0.02702702702702703
4,2020.0,AT221,2016,0.0625
5,2020.0,AT312,2016,0.6666666666666666
6,2020.0,AT323,2016,0.25
7,2020.0,AT332,2016,0.0
8,2020.0,BE100,2016,0.0
9,2020.0,BE211,2016,0.0
10,2020.0,BE213,2016,0.0
11,2020.0,BE221,2016,0.0
12,2020.0,BE234,2016,0.0
13,2020.0,BE241,2016,0.0
14,2020.0,BE242,2016,0.0
15,2020.0,BE255,2016,0.0
16,2020.0,BE310,2016,0.0
17,2020.0,BE323,2016,0.0
18,2020.0,BE332,2016,0.0
19,2020.0,BE352,2016,0.0
20,2020.0,BG411,2016,0.0
21,2020.0,CH011,2016,0.057692307692307696
22,2020.0,CH013,2016,0.0
23,2020.0,CH021,2016,0.0
24,2020.0,CH022,2016,0.0
25,2020.0,CH024,2016,0.0
26,2020.0,CH025,2016,0.0
27,2020.0,CH031,2016,0.0
28,2020.0,CH033,2016,0.0
29,2020.0,CH040,2016,0.04838709677419355
30,2020.0,CH055,2016,0.0
31,2020.0,CH070,2016,0.0
32,2020.0,CY000,2016,0.0
33,2020.0,CZ010,2016,0.0
34,2020.0,CZ042,2016,0.0
35,2020.0,CZ064,2016,0.07142857142857142
36,2020.0,CZ080,2016,0.0
37,2020.0,DE111,2016,0.0
38,2020.0,DE122,2016,0.0
39,2020.0,DE125,2016,0.0
40,2020.0,DE126,2016,0.0
41,2020.0,DE131,2016,0.0
42,2020.0,DE134,2016,0.0
43,2020.0,DE138,2016,0.0
44,2020.0,DE142,2016,0.0
45,2020.0,DE144,2016,0.0
46,2020.0,DE212,2016,0.016
47,2020.0,DE21B,2016,0.0
48,2020.0,DE21H,2016,0.0
49,2020.0,DE232,2016,0.0
50,2020.0,DE242,2016,0.0
51,2020.0,DE252,2016,0.0
52,2020.0,DE263,2016,0.0
53,2020.0,DE271,2016,0.0
54,2020.0,DE300,2016,0.007194244604316547
55,2020.0,DE402,2016,0.0
56,2020.0,DE404,2016,0.0
57,2020.0,DE501,2016,0.0
58,2020.0,DE600,2016,0.047619047619047616
59,2020.0,DE711,2016,0.0
60,2020.0,DE712,2016,0.0
61,2020.0,DE71C,2016,0.0
62,2020.0,DE721,2016,0.0
63,2020.0,DE724,2016,0.0
64,2020.0,DE731,2016,0.0
65,2020.0,DE803,2016,0.0
66,2020.0,DE80N,2016,0.0
67,2020.0,DE911,2016,0.25
68,2020.0,DE91C,2016,0.0
69,2020.0,DE929,2016,0.0
70,2020.0,DE943,2016,0.5
71,2020.0,DEA13,2016,0.0
72,2020.0,DEA1A,2016,0.0
73,2020.0,DEA22,2016,0.023255813953488372
74,2020.0,DEA23,2016,0.0
75,2020.0,DEA26,2016,0.0
76,2020.0,DEA2B,2016,0.0
77,2020.0,DEA2C,2016,0.2
78,2020.0,DEA2D,2016,0.0
79,2020.0,DEA33,2016,0.0
80,2020.0,DEA41,2016,0.0
81,2020.0,DEA47,2016,0.2
82,2020.0,DEA51,2016,0.0
83,2020.0,DEA56,2016,0.0
84,2020.0,DEB17,2016,1.0
85,2020.0,DEB21,2016,0.0
86,2020.0,DEB32,2016,0.0
87,2020.0,DEB33,2016,0.0
88,2020.0,DEB3F,2016,0.0
89,2020.0,DEC01,2016,0.0
90,2020.0,DED21,2016,0.0
91,2020.0,DED41,2016,0.05714285714285714
92,2020.0,DED43,2016,0.0
93,2020.0,DED51,2016,0.0
94,2020.0,DEE02,2016,0.0
95,2020.0,DEE03,2016,0.0
96,2020.0,DEF03,2016,0.0
97,2020.0,DEG03,2016,0.0
98,2020.0,DEG05,2016,0.0
99,2020.0,DK011,2016,0.011494252873563218
100,2020.0,DK012,2016,0.0
101,2020.0,DK021,2016,0.0
102,2020.0,DK031,2016,0.0
103,2020.0,DK042,2016,0.0
104,2020.0,DK050,2016,0.0
105,2020.0,EE001,2016,0.0
106,2020.0,EE008,2016,0.0
107,2020.0,EL301,2016,0.0
108,2020.0,EL303,2016,0.017857142857142856
109,2020.0,EL431,2016,0.0
110,2020.0,EL433,2016,0.0
111,2020.0,EL434,2016,0.0
112,2020.0,EL512,2016,0.0
113,2020.0,EL522,2016,0.0
114,2020.0,EL543,2016,0.0
115,2020.0,EL613,2016,0.0
116,2020.0,EL632,2016,0.0
117,2020.0,EL651,2016,0.0
118,2020.0,ES111,2016,0.0
119,2020.0,ES114,2016,0.0
120,2020.0,ES120,2016,0.0
121,2020.0,ES213,2016,0.0
122,2020.0,ES220,2016,0.0
123,2020.0,ES230,2016,0.0
124,2020.0,ES243,2016,0.0
