,year,nuts_id,nuts_year_spec,genetic_analysis_lq
0,2020,AL0,2016,0.0
1,2020,AT1,2016,1.017088102478103
2,2020,AT2,2016,0.0
3,2020,AT3,2016,1.3019669459962757
4,2020,BE1,2016,0.684245402275415
5,2020,BE2,2016,1.069296046901884
6,2020,BE3,2016,0.6867517956903433
7,2020,BG3,2016,0.0
8,2020,BG4,2016,1.659143718791714
9,2020,CH0,2016,0.988314392321896
10,2020,CY0,2016,2.6593367407583504
11,2020,CZ0,2016,0.38736206657740435
12,2020,DE1,2016,0.5254575118370619
13,2020,DE2,2016,0.743754080837665
14,2020,DE3,2016,1.9529504189944134
15,2020,DE4,2016,1.109368285345939
16,2020,DE5,2016,0.0
17,2020,DE6,2016,0.0
18,2020,DE7,2016,3.4087861858811577
19,2020,DE8,2016,0.0
20,2020,DE9,2016,1.2863344097664748
21,2020,DEA,2016,0.8517663614392597
22,2020,DEB,2016,0.0
23,2020,DEC,2016,0.0
24,2020,DED,2016,0.5117831853233767
25,2020,DEE,2016,3.2324696590252358
26,2020,DEF,2016,0.0
27,2020,DEG,2016,0.0
28,2020,DK0,2016,0.8689837322060889
29,2020,EE0,2016,3.49347652590305
30,2020,EL3,2016,1.9394817954151413
31,2020,EL4,2016,2.483221724814089
32,2020,EL5,2016,0.0
33,2020,EL6,2016,1.9130942879945276
34,2020,ES1,2016,0.0
35,2020,ES2,2016,4.129586789063077
36,2020,ES3,2016,1.1517741720212789
37,2020,ES4,2016,0.0
38,2020,ES5,2016,0.673794214639582
39,2020,ES6,2016,0.3312424738930454
40,2020,ES7,2016,0.0
41,2020,FI1,2016,0.21800376770170196
42,2020,FR1,2016,0.6430446501566972
43,2020,FRB,2016,3.2891796530432225
44,2020,FRC,2016,0.0
45,2020,FRD,2016,0.0
46,2020,FRE,2016,1.9130942879945276
47,2020,FRF,2016,1.3296683703791752
48,2020,FRG,2016,2.0159488196071362
49,2020,FRH,2016,0.0
50,2020,FRI,2016,0.0
51,2020,FRJ,2016,0.6817572371762317
52,2020,FRK,2016,0.0
53,2020,FRL,2016,0.5356664006384677
54,2020,FRY,2016,26.783320031923385
55,2020,HR0,2016,0.0
56,2020,HU1,2016,0.5418590757903575
57,2020,HU2,2016,0.0
58,2020,HU3,2016,0.0
59,2020,IE0,2016,1.017088102478103
60,2020,IS0,2016,0.0
61,2020,ITC,2016,1.2989600939270003
62,2020,ITF,2016,0.6420658911762455
63,2020,ITG,2016,2.2319433359936154
64,2020,ITH,2016,1.7790380459160788
65,2020,ITI,2016,1.9155375757186583
66,2020,LT0,2016,0.0
67,2020,LU0,2016,0.0
68,2020,LV0,2016,0.0
69,2020,ME0,2016,0.0
70,2020,MK0,2016,0.0
71,2020,MT0,2016,0.0
72,2020,NL1,2016,1.4421787709497207
73,2020,NL2,2016,0.15520135780088057
74,2020,NL3,2016,1.3419852984416347
75,2020,NL4,2016,0.0
76,2020,NO0,2016,0.5207867783985103
77,2020,PL2,2016,1.4533584513446798
78,2020,PL4,2016,0.0
79,2020,PL5,2016,0.0
80,2020,PL6,2016,0.0
81,2020,PL7,2016,0.0
82,2020,PL8,2016,0.0
