,year,nuts_id,nuts_year_spec,medrxiv_count
0,2017.0,UKM72,2016,1
1,2018.0,ES220,2016,1
2,2018.0,ES300,2016,1
3,2018.0,ES511,2016,1
4,2019.0,AT130,2016,2
5,2019.0,AT221,2016,1
6,2019.0,AT332,2016,3
7,2019.0,BE100,2016,4
8,2019.0,BE211,2016,5
9,2019.0,BE213,2016,1
10,2019.0,BE221,2016,3
11,2019.0,BE234,2016,3
12,2019.0,BE241,2016,2
13,2019.0,BG411,2016,3
14,2019.0,CH011,2016,7
15,2019.0,CH013,2016,16
16,2019.0,CH021,2016,13
17,2019.0,CH022,2016,1
18,2019.0,CH024,2016,1
19,2019.0,CH025,2016,2
20,2019.0,CH031,2016,9
21,2019.0,CH040,2016,16
22,2019.0,CH055,2016,4
23,2019.0,CY000,2016,1
24,2019.0,CZ010,2016,5
25,2019.0,DE125,2016,10
26,2019.0,DE131,2016,3
27,2019.0,DE142,2016,4
28,2019.0,DE212,2016,11
29,2019.0,DE232,2016,2
30,2019.0,DE252,2016,2
31,2019.0,DE263,2016,2
32,2019.0,DE300,2016,18
33,2019.0,DE600,2016,3
34,2019.0,DE712,2016,1
35,2019.0,DE721,2016,1
36,2019.0,DE731,2016,2
37,2019.0,DE91C,2016,2
38,2019.0,DE929,2016,1
39,2019.0,DEA13,2016,1
40,2019.0,DEA22,2016,5
41,2019.0,DEA23,2016,4
42,2019.0,DEA2D,2016,3
43,2019.0,DEA33,2016,3
44,2019.0,DEA51,2016,3
45,2019.0,DEA56,2016,1
46,2019.0,DEC01,2016,1
47,2019.0,DED43,2016,2
48,2019.0,DED51,2016,1
49,2019.0,DEE02,2016,1
50,2019.0,DEE03,2016,4
51,2019.0,DEF03,2016,1
52,2019.0,DK011,2016,7
53,2019.0,DK012,2016,3
54,2019.0,DK031,2016,2
55,2019.0,DK042,2016,2
56,2019.0,DK050,2016,1
57,2019.0,EL303,2016,1
58,2019.0,EL522,2016,2
59,2019.0,EL543,2016,1
60,2019.0,EL613,2016,1
61,2019.0,ES111,2016,1
62,2019.0,ES120,2016,1
63,2019.0,ES220,2016,3
64,2019.0,ES243,2016,1
65,2019.0,ES300,2016,17
66,2019.0,ES413,2016,1
67,2019.0,ES415,2016,1
68,2019.0,ES511,2016,13
69,2019.0,ES523,2016,3
70,2019.0,ES617,2016,3
71,2019.0,ES618,2016,1
72,2019.0,FI193,2016,2
73,2019.0,FI1B1,2016,4
74,2019.0,FI1C1,2016,1
75,2019.0,FR101,2016,2
76,2019.0,FR103,2016,1
77,2019.0,FR104,2016,11
78,2019.0,FR107,2016,1
79,2019.0,FRE11,2016,1
80,2019.0,FRF11,2016,1
81,2019.0,FRG02,2016,1
82,2019.0,FRH03,2016,1
83,2019.0,FRI12,2016,1
84,2019.0,FRJ13,2016,1
85,2019.0,FRL04,2016,2
86,2019.0,HR041,2016,1
87,2019.0,HU110,2016,1
88,2019.0,HU231,2016,1
89,2019.0,IE042,2016,1
90,2019.0,IE051,2016,3
91,2019.0,IE053,2016,2
92,2019.0,IE061,2016,4
93,2019.0,IS001,2016,2
94,2019.0,ITC11,2016,1
95,2019.0,ITC47,2016,1
96,2019.0,ITC48,2016,1
97,2019.0,ITC4C,2016,12
98,2019.0,ITF12,2016,1
99,2019.0,ITF33,2016,1
100,2019.0,ITF47,2016,1
101,2019.0,ITG27,2016,2
102,2019.0,ITH31,2016,1
103,2019.0,ITH42,2016,1
104,2019.0,ITH52,2016,3
105,2019.0,ITH54,2016,1
106,2019.0,ITH55,2016,5
107,2019.0,ITI14,2016,8
108,2019.0,ITI17,2016,1
109,2019.0,ITI43,2016,2
110,2019.0,NL113,2016,11
111,2019.0,NL213,2016,1
112,2019.0,NL221,2016,2
113,2019.0,NL226,2016,10
114,2019.0,NL310,2016,13
115,2019.0,NL329,2016,20
116,2019.0,NL333,2016,2
117,2019.0,NL337,2016,5
118,2019.0,NL33C,2016,7
119,2019.0,NL423,2016,11
120,2019.0,NO011,2016,7
121,2019.0,NO012,2016,1
122,2019.0,NO042,2016,1
123,2019.0,NO051,2016,3
124,2019.0,PL415,2016,1
125,2019.0,PL424,2016,2
126,2019.0,PL711,2016,1
127,2019.0,PT11A,2016,2
128,2019.0,PT16E,2016,2
129,2019.0,PT16J,2016,1
130,2019.0,PT170,2016,7
131,2019.0,PT200,2016,1
132,2019.0,SE110,2016,18
133,2019.0,SE121,2016,3
134,2019.0,SE124,2016,1
135,2019.0,SE211,2016,1
136,2019.0,SE213,2016,1
137,2019.0,SE224,2016,4
138,2019.0,SE232,2016,7
139,2019.0,SE331,2016,1
140,2019.0,SK010,2016,2
141,2019.0,TR310,2016,1
142,2019.0,TR510,2016,2
143,2019.0,TRA11,2016,1
144,2019.0,UKC22,2016,1
145,2019.0,UKD33,2016,11
146,2019.0,UKD34,2016,1
147,2019.0,UKD37,2016,1
148,2019.0,UKD42,2016,1
149,2019.0,UKD44,2016,2
150,2019.0,UKD61,2016,1
151,2019.0,UKD72,2016,8
152,2019.0,UKE21,2016,3
153,2019.0,UKE31,2016,1
154,2019.0,UKE32,2016,5
155,2019.0,UKE42,2016,4
156,2019.0,UKF14,2016,6
157,2019.0,UKF16,2016,1
158,2019.0,UKF21,2016,9
159,2019.0,UKF22,2016,4
160,2019.0,UKG13,2016,3
161,2019.0,UKG24,2016,3
162,2019.0,UKG31,2016,5
163,2019.0,UKG33,2016,1
164,2019.0,UKH12,2016,50
165,2019.0,UKH17,2016,3
166,2019.0,UKH23,2016,5
167,2019.0,UKH34,2016,2
168,2019.0,UKI31,2016,46
169,2019.0,UKI32,2016,34
170,2019.0,UKI33,2016,25
171,2019.0,UKI34,2016,1
172,2019.0,UKI42,2016,7
173,2019.0,UKI43,2016,1
174,2019.0,UKI44,2016,3
175,2019.0,UKI74,2016,2
176,2019.0,UKJ11,2016,1
177,2019.0,UKJ14,2016,56
178,2019.0,UKJ22,2016,8
179,2019.0,UKJ25,2016,2
180,2019.0,UKJ32,2016,6
181,2019.0,UKJ36,2016,1
182,2019.0,UKK11,2016,27
183,2019.0,UKK12,2016,7
184,2019.0,UKK15,2016,2
185,2019.0,UKK43,2016,9
186,2019.0,UKL18,2016,5
187,2019.0,UKL22,2016,7
188,2019.0,UKM50,2016,1
189,2019.0,UKM62,2016,1
190,2019.0,UKM72,2016,1
191,2019.0,UKM75,2016,30
192,2019.0,UKM82,2016,14
193,2019.0,UKN06,2016,8
194,2019.0,UKN14,2016,1
195,2020.0,AT124,2016,5
196,2020.0,AT126,2016,4
197,2020.0,AT127,2016,2
198,2020.0,AT130,2016,66
199,2020.0,AT221,2016,19
200,2020.0,AT312,2016,1
201,2020.0,AT323,2016,5
202,2020.0,AT332,2016,17
203,2020.0,BE100,2016,36
204,2020.0,BE211,2016,48
