year,region_type,region_year_spec,region_id,region_level,repurposed_treatments_count
275,2021,NUTS,2021,DK,0,1
276,2021,NUTS,2021,DK0,1,1
277,2021,NUTS,2021,DK01,2,1
278,2021,NUTS,2021,DK011,3,1
279,2021,NUTS,2021,EL,0,2
280,2021,NUTS,2021,EL3,1,1
281,2021,NUTS,2021,EL30,2,1
282,2021,NUTS,2021,EL303,3,1
283,2021,NUTS,2021,EL6,1,1
284,2021,NUTS,2021,EL63,2,1
285,2021,NUTS,2021,EL632,3,1
286,2021,NUTS,2021,ES,0,1
287,2021,NUTS,2021,ES5,1,1
288,2021,NUTS,2021,ES51,2,1
289,2021,NUTS,2021,ES511,3,1
290,2021,NUTS,2021,FI,0,1
291,2021,NUTS,2021,FI1,1,1
292,2021,NUTS,2021,FI1B,2,1
293,2021,NUTS,2021,FI1B1,3,1
294,2021,NUTS,2021,FR,0,2
295,2021,NUTS,2021,FR1,1,2
296,2021,NUTS,2021,FR10,2,2
297,2021,NUTS,2021,FR104,3,2
298,2021,NUTS,2021,IE,0,1
299,2021,NUTS,2021,IE0,1,1
300,2021,NUTS,2021,IE06,2,1
301,2021,NUTS,2021,IE061,3,1
302,2021,NUTS,2021,NL,0,2
303,2021,NUTS,2021,NL3,1,2
304,2021,NUTS,2021,NL31,2,2
305,2021,NUTS,2021,NL310,3,2
306,2021,NUTS,2021,PL,0,9
307,2021,NUTS,2021,PL2,1,2
308,2021,NUTS,2021,PL22,2,2
309,2021,NUTS,2021,PL229,3,1
310,2021,NUTS,2021,PL22A,3,1
311,2021,NUTS,2021,PL5,1,1
312,2021,NUTS,2021,PL51,2,1
313,2021,NUTS,2021,PL514,3,1
314,2021,NUTS,2021,PL6,1,1
315,2021,NUTS,2021,PL61,2,1
316,2021,NUTS,2021,PL613,3,1
317,2021,NUTS,2021,PL7,1,2
318,2021,NUTS,2021,PL71,2,1
319,2021,NUTS,2021,PL711,3,1
320,2021,NUTS,2021,PL72,2,1
321,2021,NUTS,2021,PL721,3,1
322,2021,NUTS,2021,PL8,1,2
323,2021,NUTS,2021,PL81,2,1
324,2021,NUTS,2021,PL814,3,1
325,2021,NUTS,2021,PL84,2,1
326,2021,NUTS,2021,PL841,3,1
327,2021,NUTS,2021,PL9,1,1
328,2021,NUTS,2021,PL91,2,1
329,2021,NUTS,2021,PL911,3,1
330,2021,NUTS,2021,SI,0,1
331,2021,NUTS,2021,SI0,1,1
332,2021,NUTS,2021,SI04,2,1
333,2021,NUTS,2021,SI041,3,1
334,2021,NUTS,2021,UK,0,29
335,2021,NUTS,2021,UKC,1,2
336,2021,NUTS,2021,UKC1,2,2
337,2021,NUTS,2021,UKC11,3,1
338,2021,NUTS,2021,UKC12,3,1
339,2021,NUTS,2021,UKD,1,4
340,2021,NUTS,2021,UKD3,2,3
341,2021,NUTS,2021,UKD33,3,1
342,2021,NUTS,2021,UKD36,3,1
343,2021,NUTS,2021,UKD37,3,1
344,2021,NUTS,2021,UKD4,2,1
345,2021,NUTS,2021,UKD44,3,1
346,2021,NUTS,2021,UKF,1,4
347,2021,NUTS,2021,UKF1,2,2
348,2021,NUTS,2021,UKF14,3,2
349,2021,NUTS,2021,UKF2,2,2
350,2021,NUTS,2021,UKF21,3,2
351,2021,NUTS,2021,UKG,1,2
352,2021,NUTS,2021,UKG1,2,1
353,2021,NUTS,2021,UKG13,3,1
354,2021,NUTS,2021,UKG3,2,1
355,2021,NUTS,2021,UKG31,3,1
356,2021,NUTS,2021,UKH,1,1
357,2021,NUTS,2021,UKH2,2,1
358,2021,NUTS,2021,UKH23,3,1
359,2021,NUTS,2021,UKI,1,6
360,2021,NUTS,2021,UKI3,2,5
361,2021,NUTS,2021,UKI32,3,4
362,2021,NUTS,2021,UKI33,3,1
363,2021,NUTS,2021,UKI6,2,1
364,2021,NUTS,2021,UKI63,3,1
365,2021,NUTS,2021,UKJ,1,6
366,2021,NUTS,2021,UKJ1,2,5
367,2021,NUTS,2021,UKJ14,3,5
368,2021,NUTS,2021,UKJ3,2,1
369,2021,NUTS,2021,UKJ36,3,1
370,2021,NUTS,2021,UKK,1,2
371,2021,NUTS,2021,UKK1,2,2
372,2021,NUTS,2021,UKK11,3,2
373,2021,NUTS,2021,UKM,1,1
374,2021,NUTS,2021,UKM7,2,1
375,2021,NUTS,2021,UKM75,3,1
376,2021,NUTS,2021,UKN,1,1
377,2021,NUTS,2021,UKN0,2,1
378,2021,NUTS,2021,UKN06,3,1
