,year,nuts_id,nuts_year_spec,medrxiv_count
0,2017.0,UKM7,2016,1
1,2018.0,ES22,2016,1
2,2018.0,ES30,2016,1
3,2018.0,ES51,2016,1
4,2019.0,AT13,2016,2
5,2019.0,AT22,2016,1
6,2019.0,AT33,2016,3
7,2019.0,BE10,2016,4
8,2019.0,BE21,2016,6
9,2019.0,BE22,2016,3
10,2019.0,BE23,2016,3
11,2019.0,BE24,2016,2
12,2019.0,BG41,2016,3
13,2019.0,CH01,2016,23
14,2019.0,CH02,2016,17
15,2019.0,CH03,2016,9
16,2019.0,CH04,2016,16
17,2019.0,CH05,2016,4
18,2019.0,CY00,2016,1
19,2019.0,CZ01,2016,5
20,2019.0,DE12,2016,10
21,2019.0,DE13,2016,3
22,2019.0,DE14,2016,4
23,2019.0,DE21,2016,11
24,2019.0,DE23,2016,2
25,2019.0,DE25,2016,2
26,2019.0,DE26,2016,2
27,2019.0,DE30,2016,18
28,2019.0,DE60,2016,3
29,2019.0,DE71,2016,1
30,2019.0,DE72,2016,1
31,2019.0,DE73,2016,2
32,2019.0,DE91,2016,2
33,2019.0,DE92,2016,1
34,2019.0,DEA1,2016,1
35,2019.0,DEA2,2016,12
36,2019.0,DEA3,2016,3
37,2019.0,DEA5,2016,4
38,2019.0,DEC0,2016,1
39,2019.0,DED4,2016,2
40,2019.0,DED5,2016,1
41,2019.0,DEE0,2016,5
42,2019.0,DEF0,2016,1
43,2019.0,DK01,2016,10
44,2019.0,DK03,2016,2
45,2019.0,DK04,2016,2
46,2019.0,DK05,2016,1
47,2019.0,EL30,2016,1
48,2019.0,EL52,2016,2
49,2019.0,EL54,2016,1
50,2019.0,EL61,2016,1
51,2019.0,ES11,2016,1
52,2019.0,ES12,2016,1
53,2019.0,ES22,2016,3
54,2019.0,ES24,2016,1
55,2019.0,ES30,2016,17
56,2019.0,ES41,2016,2
57,2019.0,ES51,2016,13
58,2019.0,ES52,2016,3
59,2019.0,ES61,2016,4
60,2019.0,FI19,2016,2
61,2019.0,FI1B,2016,4
62,2019.0,FI1C,2016,1
63,2019.0,FR10,2016,15
64,2019.0,FRE1,2016,1
65,2019.0,FRF1,2016,1
66,2019.0,FRG0,2016,1
67,2019.0,FRH0,2016,1
68,2019.0,FRI1,2016,1
69,2019.0,FRJ1,2016,1
70,2019.0,FRL0,2016,2
71,2019.0,HR04,2016,1
72,2019.0,HU11,2016,1
73,2019.0,HU23,2016,1
74,2019.0,IE04,2016,1
75,2019.0,IE05,2016,5
76,2019.0,IE06,2016,4
77,2019.0,IS00,2016,2
78,2019.0,ITC1,2016,1
79,2019.0,ITC4,2016,14
80,2019.0,ITF1,2016,1
81,2019.0,ITF3,2016,1
82,2019.0,ITF4,2016,1
83,2019.0,ITG2,2016,2
84,2019.0,ITH3,2016,1
85,2019.0,ITH4,2016,1
86,2019.0,ITH5,2016,9
87,2019.0,ITI1,2016,9
88,2019.0,ITI4,2016,2
89,2019.0,NL11,2016,11
90,2019.0,NL21,2016,1
91,2019.0,NL22,2016,12
92,2019.0,NL31,2016,13
93,2019.0,NL32,2016,20
94,2019.0,NL33,2016,14
95,2019.0,NL42,2016,11
96,2019.0,NO01,2016,8
97,2019.0,NO04,2016,1
98,2019.0,NO05,2016,3
99,2019.0,PL41,2016,1
100,2019.0,PL42,2016,2
101,2019.0,PL71,2016,1
102,2019.0,PT11,2016,2
103,2019.0,PT16,2016,3
104,2019.0,PT17,2016,7
105,2019.0,PT20,2016,1
106,2019.0,SE11,2016,18
107,2019.0,SE12,2016,4
108,2019.0,SE21,2016,2
109,2019.0,SE22,2016,4
110,2019.0,SE23,2016,7
111,2019.0,SE33,2016,1
112,2019.0,SK01,2016,2
113,2019.0,TR31,2016,1
114,2019.0,TR51,2016,2
115,2019.0,TRA1,2016,1
116,2019.0,UKC2,2016,1
117,2019.0,UKD3,2016,13
118,2019.0,UKD4,2016,3
119,2019.0,UKD6,2016,1
120,2019.0,UKD7,2016,8
121,2019.0,UKE2,2016,3
122,2019.0,UKE3,2016,6
123,2019.0,UKE4,2016,4
124,2019.0,UKF1,2016,7
125,2019.0,UKF2,2016,13
126,2019.0,UKG1,2016,3
127,2019.0,UKG2,2016,3
128,2019.0,UKG3,2016,6
129,2019.0,UKH1,2016,53
130,2019.0,UKH2,2016,5
131,2019.0,UKH3,2016,2
132,2019.0,UKI3,2016,106
133,2019.0,UKI4,2016,11
134,2019.0,UKI7,2016,2
135,2019.0,UKJ1,2016,57
136,2019.0,UKJ2,2016,10
137,2019.0,UKJ3,2016,7
138,2019.0,UKK1,2016,36
139,2019.0,UKK4,2016,9
140,2019.0,UKL1,2016,5
141,2019.0,UKL2,2016,7
142,2019.0,UKM5,2016,1
143,2019.0,UKM6,2016,1
144,2019.0,UKM7,2016,31
145,2019.0,UKM8,2016,14
146,2019.0,UKN0,2016,9
147,2020.0,AT12,2016,11
148,2020.0,AT13,2016,66
149,2020.0,AT22,2016,19
150,2020.0,AT31,2016,1
151,2020.0,AT32,2016,5
152,2020.0,AT33,2016,17
153,2020.0,BE10,2016,36
154,2020.0,BE21,2016,76
155,2020.0,BE22,2016,13
156,2020.0,BE23,2016,33
157,2020.0,BE24,2016,9
158,2020.0,BE31,2016,11
159,2020.0,BE32,2016,10
160,2020.0,BE33,2016,10
161,2020.0,BE35,2016,2
162,2020.0,BG41,2016,12
163,2020.0,CH01,2016,193
164,2020.0,CH02,2016,91
165,2020.0,CH03,2016,46
166,2020.0,CH04,2016,138
167,2020.0,CH05,2016,11
168,2020.0,CY00,2016,25
169,2020.0,CZ01,2016,20
170,2020.0,CZ04,2016,1
171,2020.0,CZ06,2016,4
172,2020.0,CZ07,2016,1
173,2020.0,DE11,2016,5
174,2020.0,DE12,2016,72
175,2020.0,DE13,2016,32
176,2020.0,DE14,2016,28
177,2020.0,DE21,2016,139
178,2020.0,DE23,2016,8
179,2020.0,DE24,2016,2
180,2020.0,DE25,2016,16
181,2020.0,DE26,2016,8
182,2020.0,DE27,2016,7
183,2020.0,DE30,2016,148
184,2020.0,DE40,2016,15
185,2020.0,DE50,2016,3
186,2020.0,DE60,2016,40
187,2020.0,DE71,2016,28
188,2020.0,DE72,2016,8
189,2020.0,DE73,2016,9
190,2020.0,DE80,2016,16
191,2020.0,DE91,2016,15
192,2020.0,DE92,2016,27
193,2020.0,DE94,2016,3
194,2020.0,DEA1,2016,19
195,2020.0,DEA2,2016,92
196,2020.0,DEA3,2016,25
197,2020.0,DEA4,2016,5
198,2020.0,DEA5,2016,17
199,2020.0,DEB2,2016,3
200,2020.0,DEB3,2016,7
201,2020.0,DEC0,2016,10
202,2020.0,DED2,2016,4
203,2020.0,DED4,2016,52
204,2020.0,DED5,2016,18
205,2020.0,DEE0,2016,16
206,2020.0,DEF0,2016,8
207,2020.0,DEG0,2016,3
208,2020.0,DK01,2016,164
209,2020.0,DK02,2016,6
210,2020.0,DK03,2016,44
211,2020.0,DK04,2016,45
212,2020.0,DK05,2016,11
213,2020.0,EE00,2016,26
214,2020.0,EL30,2016,59
215,2020.0,EL43,2016,5
216,2020.0,EL51,2016,10
217,2020.0,EL52,2016,23
218,2020.0,EL53,2016,1
219,2020.0,EL54,2016,7
220,2020.0,EL61,2016,10
221,2020.0,EL63,2016,6
222,2020.0,EL65,2016,1
223,2020.0,ES11,2016,13
224,2020.0,ES12,2016,4
225,2020.0,ES21,2016,8
226,2020.0,ES22,2016,5
227,2020.0,ES24,2016,13
228,2020.0,ES30,2016,143
229,2020.0,ES41,2016,27
230,2020.0,ES42,2016,5
231,2020.0,ES43,2016,4
232,2020.0,ES51,2016,101
233,2020.0,ES52,2016,33
234,2020.0,ES53,2016,1
235,2020.0,ES61,2016,30
236,2020.0,ES62,2016,13
237,2020.0,ES70,2016,3
238,2020.0,FI19,2016,3
239,2020.0,FI1B,2016,88
240,2020.0,FI1C,2016,34
241,2020.0,FI1D,2016,28
242,2020.0,FR10,2016,214
243,2020.0,FRB0,2016,3
244,2020.0,FRC1,2016,4
245,2020.0,FRC2,2016,1
246,2020.0,FRD2,2016,2
247,2020.0,FRE1,2016,6
248,2020.0,FRE2,2016,2
249,2020.0,FRF1,2016,8
250,2020.0,FRF3,2016,5
251,2020.0,FRG0,2016,16
252,2020.0,FRH0,2016,2
253,2020.0,FRI1,2016,33
254,2020.0,FRJ1,2016,25
255,2020.0,FRK2,2016,25
256,2020.0,FRL0,2016,37
257,2020.0,FRY4,2016,3
258,2020.0,HR03,2016,5
259,2020.0,HR04,2016,14
260,2020.0,HU11,2016,30
