year,region_type,region_year_spec,region_id,region_level,biorxiv_count
657,2015,NUTS,2013,FR815,3,1
658,2015,NUTS,2013,FR82,2,7
659,2015,NUTS,2013,FR824,3,7
660,2015,NUTS,2013,HR,0,4
661,2015,NUTS,2013,HR0,1,4
662,2015,NUTS,2013,HR04,2,4
663,2015,NUTS,2013,HR041,3,4
664,2015,NUTS,2013,HU,0,3
665,2015,NUTS,2013,HU1,1,2
666,2015,NUTS,2013,HU10,2,2
667,2015,NUTS,2013,HU101,3,2
668,2015,NUTS,2013,HU3,1,1
669,2015,NUTS,2013,HU32,2,1
670,2015,NUTS,2013,HU321,3,1
671,2015,NUTS,2013,IE,0,7
672,2015,NUTS,2013,IE0,1,7
673,2015,NUTS,2013,IE01,2,2
674,2015,NUTS,2013,IE013,3,2
675,2015,NUTS,2013,IE02,2,5
676,2015,NUTS,2013,IE021,3,1
677,2015,NUTS,2013,IE023,3,3
678,2015,NUTS,2013,IE025,3,1
679,2015,NUTS,2013,IS,0,9
680,2015,NUTS,2013,IS0,1,9
681,2015,NUTS,2013,IS00,2,9
682,2015,NUTS,2013,IS001,3,9
683,2015,NUTS,2013,IT,0,45
684,2015,NUTS,2013,ITC,1,11
685,2015,NUTS,2013,ITC1,2,3
686,2015,NUTS,2013,ITC11,3,3
687,2015,NUTS,2013,ITC4,2,8
688,2015,NUTS,2013,ITC48,3,1
689,2015,NUTS,2013,ITC4C,3,7
690,2015,NUTS,2013,ITF,1,4
691,2015,NUTS,2013,ITF3,2,1
692,2015,NUTS,2013,ITF33,3,1
693,2015,NUTS,2013,ITF4,2,3
694,2015,NUTS,2013,ITF46,3,1
695,2015,NUTS,2013,ITF47,3,2
696,2015,NUTS,2013,ITG,1,1
697,2015,NUTS,2013,ITG1,2,1
698,2015,NUTS,2013,ITG17,3,1
699,2015,NUTS,2013,ITH,1,11
700,2015,NUTS,2013,ITH2,2,1
701,2015,NUTS,2013,ITH20,3,1
702,2015,NUTS,2013,ITH3,2,3
703,2015,NUTS,2013,ITH36,3,3
704,2015,NUTS,2013,ITH4,2,5
705,2015,NUTS,2013,ITH44,3,5
706,2015,NUTS,2013,ITH5,2,2
707,2015,NUTS,2013,ITH56,3,2
708,2015,NUTS,2013,ITI,1,18
709,2015,NUTS,2013,ITI1,2,16
710,2015,NUTS,2013,ITI14,3,15
711,2015,NUTS,2013,ITI17,3,1
712,2015,NUTS,2013,ITI4,2,2
713,2015,NUTS,2013,ITI43,3,2
714,2015,NUTS,2013,NL,0,66
715,2015,NUTS,2013,NL1,1,9
716,2015,NUTS,2013,NL11,2,9
717,2015,NUTS,2013,NL113,3,9
718,2015,NUTS,2013,NL2,1,11
719,2015,NUTS,2013,NL21,2,1
720,2015,NUTS,2013,NL213,3,1
721,2015,NUTS,2013,NL22,2,10
722,2015,NUTS,2013,NL221,3,4
723,2015,NUTS,2013,NL226,3,6
724,2015,NUTS,2013,NL3,1,44
725,2015,NUTS,2013,NL31,2,6
726,2015,NUTS,2013,NL310,3,6
727,2015,NUTS,2013,NL32,2,25
728,2015,NUTS,2013,NL326,3,25
729,2015,NUTS,2013,NL33,2,13
730,2015,NUTS,2013,NL333,3,3
731,2015,NUTS,2013,NL337,3,5
732,2015,NUTS,2013,NL339,3,5
733,2015,NUTS,2013,NL4,1,2
734,2015,NUTS,2013,NL42,2,2
735,2015,NUTS,2013,NL423,3,2
736,2015,NUTS,2013,NO,0,20
737,2015,NUTS,2013,NO0,1,20
738,2015,NUTS,2013,NO01,2,16
739,2015,NUTS,2013,NO011,3,12
740,2015,NUTS,2013,NO012,3,4
741,2015,NUTS,2013,NO04,2,1
742,2015,NUTS,2013,NO043,3,1
743,2015,NUTS,2013,NO05,2,1
744,2015,NUTS,2013,NO051,3,1
745,2015,NUTS,2013,NO06,2,2
746,2015,NUTS,2013,NO061,3,2
747,2015,NUTS,2013,PL,0,3
748,2015,NUTS,2013,PL1,1,2
749,2015,NUTS,2013,PL12,2,2
750,2015,NUTS,2013,PL127,3,2
751,2015,NUTS,2013,PL2,1,1
752,2015,NUTS,2013,PL21,2,1
753,2015,NUTS,2013,PL213,3,1
754,2015,NUTS,2013,PT,0,11
755,2015,NUTS,2013,PT1,1,9
756,2015,NUTS,2013,PT11,2,2
757,2015,NUTS,2013,PT11A,3,2
758,2015,NUTS,2013,PT16,2,2
759,2015,NUTS,2013,PT16D,3,1
760,2015,NUTS,2013,PT16E,3,1
761,2015,NUTS,2013,PT17,2,5
762,2015,NUTS,2013,PT170,3,5
763,2015,NUTS,2013,PT2,1,2
764,2015,NUTS,2013,PT20,2,2
765,2015,NUTS,2013,PT200,3,2
766,2015,NUTS,2013,RO,0,3
767,2015,NUTS,2013,RO2,1,1
768,2015,NUTS,2013,RO21,2,1
769,2015,NUTS,2013,RO213,3,1
770,2015,NUTS,2013,RO3,1,2
771,2015,NUTS,2013,RO32,2,2
772,2015,NUTS,2013,RO321,3,1
773,2015,NUTS,2013,RO322,3,1
774,2015,NUTS,2013,SE,0,85
775,2015,NUTS,2013,SE1,1,68
776,2015,NUTS,2013,SE11,2,42
777,2015,NUTS,2013,SE110,3,42
778,2015,NUTS,2013,SE12,2,26
779,2015,NUTS,2013,SE121,3,20
780,2015,NUTS,2013,SE123,3,3
781,2015,NUTS,2013,SE124,3,3
782,2015,NUTS,2013,SE2,1,10
783,2015,NUTS,2013,SE21,2,1
784,2015,NUTS,2013,SE213,3,1
785,2015,NUTS,2013,SE22,2,4
786,2015,NUTS,2013,SE224,3,4
787,2015,NUTS,2013,SE23,2,5
788,2015,NUTS,2013,SE232,3,5
789,2015,NUTS,2013,SE3,1,7
790,2015,NUTS,2013,SE33,2,7
791,2015,NUTS,2013,SE331,3,7
792,2015,NUTS,2013,SI,0,5
793,2015,NUTS,2013,SI0,1,5
794,2015,NUTS,2013,SI04,2,5
795,2015,NUTS,2013,SI041,3,4
796,2015,NUTS,2013,SI043,3,1
797,2015,NUTS,2013,SK,0,1
798,2015,NUTS,2013,SK0,1,1
799,2015,NUTS,2013,SK01,2,1
800,2015,NUTS,2013,SK010,3,1
801,2015,NUTS,2013,TR,0,9
802,2015,NUTS,2013,TR1,1,3
803,2015,NUTS,2013,TR10,2,3
804,2015,NUTS,2013,TR100,3,3
805,2015,NUTS,2013,TR3,1,2
806,2015,NUTS,2013,TR31,2,2
807,2015,NUTS,2013,TR310,3,2
808,2015,NUTS,2013,TR5,1,2
809,2015,NUTS,2013,TR51,2,2
810,2015,NUTS,2013,TR510,3,2
811,2015,NUTS,2013,TR6,1,2
812,2015,NUTS,2013,TR62,2,2
813,2015,NUTS,2013,TR622,3,2
814,2015,NUTS,2013,UK,0,428
815,2015,NUTS,2013,UKD,1,16
816,2015,NUTS,2013,UKD3,2,12
817,2015,NUTS,2013,UKD33,3,12
818,2015,NUTS,2013,UKD4,2,1
819,2015,NUTS,2013,UKD45,3,1
820,2015,NUTS,2013,UKD7,2,3
821,2015,NUTS,2013,UKD72,3,3
822,2015,NUTS,2013,UKE,1,13
823,2015,NUTS,2013,UKE1,2,3
824,2015,NUTS,2013,UKE11,3,3
825,2015,NUTS,2013,UKE3,2,8
826,2015,NUTS,2013,UKE32,3,8
827,2015,NUTS,2013,UKE4,2,2
828,2015,NUTS,2013,UKE41,3,1
829,2015,NUTS,2013,UKE42,3,1
830,2015,NUTS,2013,UKF,1,10
831,2015,NUTS,2013,UKF1,2,5
832,2015,NUTS,2013,UKF14,3,5
833,2015,NUTS,2013,UKF2,2,4
834,2015,NUTS,2013,UKF21,3,4
835,2015,NUTS,2013,UKF3,2,1
836,2015,NUTS,2013,UKF30,3,1
837,2015,NUTS,2013,UKG,1,13
838,2015,NUTS,2013,UKG1,2,6
839,2015,NUTS,2013,UKG13,3,6
840,2015,NUTS,2013,UKG3,2,7
841,2015,NUTS,2013,UKG31,3,6
842,2015,NUTS,2013,UKG33,3,1
843,2015,NUTS,2013,UKH,1,129
844,2015,NUTS,2013,UKH1,2,125
845,2015,NUTS,2013,UKH12,3,111
846,2015,NUTS,2013,UKH17,3,14
847,2015,NUTS,2013,UKH2,2,3
848,2015,NUTS,2013,UKH23,3,3
849,2015,NUTS,2013,UKH3,2,1
850,2015,NUTS,2013,UKH34,3,1
851,2015,NUTS,2013,UKI,1,66
852,2015,NUTS,2013,UKI3,2,58
853,2015,NUTS,2013,UKI31,3,3
854,2015,NUTS,2013,UKI32,3,21
855,2015,NUTS,2013,UKI33,3,34
856,2015,NUTS,2013,UKI4,2,7
857,2015,NUTS,2013,UKI42,3,5
858,2015,NUTS,2013,UKI44,3,2
859,2015,NUTS,2013,UKI6,2,1
860,2015,NUTS,2013,UKI62,3,1
861,2015,NUTS,2013,UKJ,1,84
862,2015,NUTS,2013,UKJ1,2,67
863,2015,NUTS,2013,UKJ11,3,1
864,2015,NUTS,2013,UKJ14,3,66
865,2015,NUTS,2013,UKJ2,2,10
866,2015,NUTS,2013,UKJ22,3,7
867,2015,NUTS,2013,UKJ25,3,3
868,2015,NUTS,2013,UKJ3,2,7
869,2015,NUTS,2013,UKJ32,3,7
870,2015,NUTS,2013,UKK,1,21
871,2015,NUTS,2013,UKK1,2,7
872,2015,NUTS,2013,UKK11,3,5
873,2015,NUTS,2013,UKK12,3,2
874,2015,NUTS,2013,UKK2,2,1
875,2015,NUTS,2013,UKK21,3,1
876,2015,NUTS,2013,UKK4,2,13
877,2015,NUTS,2013,UKK41,3,2
878,2015,NUTS,2013,UKK42,3,1
879,2015,NUTS,2013,UKK43,3,10
880,2015,NUTS,2013,UKL,1,9
881,2015,NUTS,2013,UKL1,2,2
882,2015,NUTS,2013,UKL18,3,2
883,2015,NUTS,2013,UKL2,2,7
884,2015,NUTS,2013,UKL22,3,7
885,2015,NUTS,2013,UKM,1,65
886,2015,NUTS,2013,UKM2,2,51
887,2015,NUTS,2013,UKM21,3,2
888,2015,NUTS,2013,UKM22,3,5
889,2015,NUTS,2013,UKM23,3,1
890,2015,NUTS,2013,UKM25,3,43
891,2015,NUTS,2013,UKM3,2,11
892,2015,NUTS,2013,UKM34,3,11
893,2015,NUTS,2013,UKM5,2,3
894,2015,NUTS,2013,UKM50,3,3
895,2015,NUTS,2013,UKN,1,2
896,2015,NUTS,2013,UKN0,2,2
897,2015,NUTS,2013,UKN01,3,2
898,2016,NUTS,2016,AT,0,59
899,2016,NUTS,2016,AT1,1,37
900,2016,NUTS,2016,AT12,2,6
901,2016,NUTS,2016,AT126,3,6
902,2016,NUTS,2016,AT13,2,31
903,2016,NUTS,2016,AT130,3,31
904,2016,NUTS,2016,AT2,1,12
905,2016,NUTS,2016,AT21,2,1
906,2016,NUTS,2016,AT211,3,1
907,2016,NUTS,2016,AT22,2,11
908,2016,NUTS,2016,AT221,3,11
909,2016,NUTS,2016,AT3,1,10
910,2016,NUTS,2016,AT31,2,4
911,2016,NUTS,2016,AT312,3,4
912,2016,NUTS,2016,AT33,2,6
913,2016,NUTS,2016,AT332,3,6
914,2016,NUTS,2016,BE,0,53
915,2016,NUTS,2016,BE1,1,14
916,2016,NUTS,2016,BE10,2,14
917,2016,NUTS,2016,BE100,3,14
918,2016,NUTS,2016,BE2,1,23
919,2016,NUTS,2016,BE21,2,7
920,2016,NUTS,2016,BE211,3,2
921,2016,NUTS,2016,BE213,3,5
922,2016,NUTS,2016,BE23,2,14
923,2016,NUTS,2016,BE234,3,14
924,2016,NUTS,2016,BE24,2,2
925,2016,NUTS,2016,BE242,3,2
926,2016,NUTS,2016,BE3,1,16
927,2016,NUTS,2016,BE31,2,9
928,2016,NUTS,2016,BE310,3,9
929,2016,NUTS,2016,BE33,2,7
930,2016,NUTS,2016,BE332,3,7
931,2016,NUTS,2016,BG,0,10
932,2016,NUTS,2016,BG4,1,10
933,2016,NUTS,2016,BG41,2,10
934,2016,NUTS,2016,BG411,3,10
935,2016,NUTS,2016,CH,0,232
936,2016,NUTS,2016,CH0,1,232
937,2016,NUTS,2016,CH01,2,121
938,2016,NUTS,2016,CH011,3,59
939,2016,NUTS,2016,CH013,3,62
940,2016,NUTS,2016,CH02,2,15
941,2016,NUTS,2016,CH021,3,9
942,2016,NUTS,2016,CH022,3,4
943,2016,NUTS,2016,CH024,3,2
944,2016,NUTS,2016,CH03,2,16
945,2016,NUTS,2016,CH031,3,15
946,2016,NUTS,2016,CH033,3,1
947,2016,NUTS,2016,CH04,2,80
948,2016,NUTS,2016,CH040,3,80
949,2016,NUTS,2016,CY,0,4
950,2016,NUTS,2016,CY0,1,4
951,2016,NUTS,2016,CY00,2,4
952,2016,NUTS,2016,CY000,3,4
953,2016,NUTS,2016,CZ,0,41
954,2016,NUTS,2016,CZ0,1,41
955,2016,NUTS,2016,CZ01,2,18
956,2016,NUTS,2016,CZ010,3,18
957,2016,NUTS,2016,CZ02,2,3
958,2016,NUTS,2016,CZ020,3,3
959,2016,NUTS,2016,CZ05,2,5
960,2016,NUTS,2016,CZ052,3,5
961,2016,NUTS,2016,CZ06,2,12
962,2016,NUTS,2016,CZ064,3,12
963,2016,NUTS,2016,CZ08,2,3
964,2016,NUTS,2016,CZ080,3,3
965,2016,NUTS,2016,DE,0,559
966,2016,NUTS,2016,DE1,1,94
967,2016,NUTS,2016,DE11,2,4
968,2016,NUTS,2016,DE111,3,4
969,2016,NUTS,2016,DE12,2,42
970,2016,NUTS,2016,DE122,3,5
971,2016,NUTS,2016,DE125,3,37
972,2016,NUTS,2016,DE13,2,17
973,2016,NUTS,2016,DE131,3,12
974,2016,NUTS,2016,DE138,3,5
975,2016,NUTS,2016,DE14,2,31
976,2016,NUTS,2016,DE142,3,26
977,2016,NUTS,2016,DE144,3,5
978,2016,NUTS,2016,DE2,1,181
979,2016,NUTS,2016,DE21,2,161
980,2016,NUTS,2016,DE212,3,160
981,2016,NUTS,2016,DE21H,3,1
982,2016,NUTS,2016,DE23,2,6
983,2016,NUTS,2016,DE232,3,6
984,2016,NUTS,2016,DE24,2,1
985,2016,NUTS,2016,DE241,3,1
986,2016,NUTS,2016,DE25,2,2
987,2016,NUTS,2016,DE252,3,2
988,2016,NUTS,2016,DE26,2,10
989,2016,NUTS,2016,DE263,3,10
990,2016,NUTS,2016,DE27,2,1
991,2016,NUTS,2016,DE271,3,1
992,2016,NUTS,2016,DE3,1,75
993,2016,NUTS,2016,DE30,2,75
994,2016,NUTS,2016,DE300,3,75
995,2016,NUTS,2016,DE4,1,6
996,2016,NUTS,2016,DE40,2,6
997,2016,NUTS,2016,DE404,3,6
998,2016,NUTS,2016,DE5,1,3
999,2016,NUTS,2016,DE50,2,3
1000,2016,NUTS,2016,DE501,3,3
1001,2016,NUTS,2016,DE6,1,19
1002,2016,NUTS,2016,DE60,2,19
1003,2016,NUTS,2016,DE600,3,19
1004,2016,NUTS,2016,DE7,1,22
1005,2016,NUTS,2016,DE71,2,7
1006,2016,NUTS,2016,DE712,3,7
1007,2016,NUTS,2016,DE72,2,2
1008,2016,NUTS,2016,DE721,3,1
1009,2016,NUTS,2016,DE724,3,1
1010,2016,NUTS,2016,DE73,2,13
1011,2016,NUTS,2016,DE731,3,13
1012,2016,NUTS,2016,DE8,1,3
1013,2016,NUTS,2016,DE80,2,3
1014,2016,NUTS,2016,DE803,3,1
1015,2016,NUTS,2016,DE80N,3,2
1016,2016,NUTS,2016,DE9,1,24
1017,2016,NUTS,2016,DE91,2,17
1018,2016,NUTS,2016,DE911,3,2
1019,2016,NUTS,2016,DE91C,3,15
1020,2016,NUTS,2016,DE92,2,4
1021,2016,NUTS,2016,DE929,3,4
1022,2016,NUTS,2016,DE94,2,3
1023,2016,NUTS,2016,DE943,3,3
1024,2016,NUTS,2016,DEA,1,67
1025,2016,NUTS,2016,DEA1,2,4
1026,2016,NUTS,2016,DEA13,3,4
1027,2016,NUTS,2016,DEA2,2,46
1028,2016,NUTS,2016,DEA22,3,13
1029,2016,NUTS,2016,DEA23,3,20
1030,2016,NUTS,2016,DEA26,3,1
1031,2016,NUTS,2016,DEA2D,3,12
1032,2016,NUTS,2016,DEA3,2,9
1033,2016,NUTS,2016,DEA33,3,9
1034,2016,NUTS,2016,DEA4,2,3
1035,2016,NUTS,2016,DEA41,3,3
1036,2016,NUTS,2016,DEA5,2,5
1037,2016,NUTS,2016,DEA51,3,5
1038,2016,NUTS,2016,DEB,1,2
1039,2016,NUTS,2016,DEB3,2,2
1040,2016,NUTS,2016,DEB32,3,1
1041,2016,NUTS,2016,DEB33,3,1
1042,2016,NUTS,2016,DEC,1,6
1043,2016,NUTS,2016,DEC0,2,6
1044,2016,NUTS,2016,DEC01,3,6
1045,2016,NUTS,2016,DED,1,40
1046,2016,NUTS,2016,DED4,2,34
1047,2016,NUTS,2016,DED41,3,22
1048,2016,NUTS,2016,DED43,3,12
1049,2016,NUTS,2016,DED5,2,6
1050,2016,NUTS,2016,DED51,3,6
1051,2016,NUTS,2016,DEE,1,16
1052,2016,NUTS,2016,DEE0,2,16
1053,2016,NUTS,2016,DEE02,3,6
1054,2016,NUTS,2016,DEE03,3,10
1055,2016,NUTS,2016,DEF,1,1
1056,2016,NUTS,2016,DEF0,2,1
1057,2016,NUTS,2016,DEF03,3,1
1058,2016,NUTS,2016,DK,0,96
1059,2016,NUTS,2016,DK0,1,96
1060,2016,NUTS,2016,DK01,2,52
1061,2016,NUTS,2016,DK011,3,38
1062,2016,NUTS,2016,DK012,3,14
1063,2016,NUTS,2016,DK02,2,1
1064,2016,NUTS,2016,DK021,3,1
1065,2016,NUTS,2016,DK03,2,12
1066,2016,NUTS,2016,DK031,3,11
1067,2016,NUTS,2016,DK032,3,1
1068,2016,NUTS,2016,DK04,2,30
1069,2016,NUTS,2016,DK042,3,30
1070,2016,NUTS,2016,DK05,2,1
1071,2016,NUTS,2016,DK050,3,1
1072,2016,NUTS,2016,EE,0,27
1073,2016,NUTS,2016,EE0,1,27
1074,2016,NUTS,2016,EE00,2,27
1075,2016,NUTS,2016,EE001,3,3
1076,2016,NUTS,2016,EE008,3,24
1077,2016,NUTS,2016,EL,0,20
1078,2016,NUTS,2016,EL3,1,9
1079,2016,NUTS,2016,EL30,2,9
1080,2016,NUTS,2016,EL303,3,9
1081,2016,NUTS,2016,EL4,1,6
1082,2016,NUTS,2016,EL41,2,1
1083,2016,NUTS,2016,EL411,3,1
1084,2016,NUTS,2016,EL43,2,5
1085,2016,NUTS,2016,EL431,3,2
1086,2016,NUTS,2016,EL433,3,3
1087,2016,NUTS,2016,EL5,1,4
1088,2016,NUTS,2016,EL51,2,2
1089,2016,NUTS,2016,EL512,3,2
1090,2016,NUTS,2016,EL52,2,2
1091,2016,NUTS,2016,EL522,3,2
1092,2016,NUTS,2016,EL6,1,1
1093,2016,NUTS,2016,EL63,2,1
1094,2016,NUTS,2016,EL632,3,1
1095,2016,NUTS,2016,ES,0,150
1096,2016,NUTS,2016,ES1,1,3
1097,2016,NUTS,2016,ES11,2,3
1098,2016,NUTS,2016,ES114,3,3
1099,2016,NUTS,2016,ES2,1,3
1100,2016,NUTS,2016,ES21,2,1
1101,2016,NUTS,2016,ES213,3,1
1102,2016,NUTS,2016,ES22,2,1
1103,2016,NUTS,2016,ES220,3,1
1104,2016,NUTS,2016,ES24,2,1
1105,2016,NUTS,2016,ES243,3,1
1106,2016,NUTS,2016,ES3,1,55
1107,2016,NUTS,2016,ES30,2,55
1108,2016,NUTS,2016,ES300,3,55
1109,2016,NUTS,2016,ES4,1,12
1110,2016,NUTS,2016,ES41,2,12
1111,2016,NUTS,2016,ES413,3,12
1112,2016,NUTS,2016,ES5,1,60
1113,2016,NUTS,2016,ES51,2,47
1114,2016,NUTS,2016,ES511,3,46
1115,2016,NUTS,2016,ES512,3,1
1116,2016,NUTS,2016,ES52,2,13
1117,2016,NUTS,2016,ES521,3,1
1118,2016,NUTS,2016,ES523,3,12
1119,2016,NUTS,2016,ES6,1,15
1120,2016,NUTS,2016,ES61,2,10
1121,2016,NUTS,2016,ES614,3,1
1122,2016,NUTS,2016,ES615,3,5
1123,2016,NUTS,2016,ES617,3,1
1124,2016,NUTS,2016,ES618,3,3
1125,2016,NUTS,2016,ES62,2,5
1126,2016,NUTS,2016,ES620,3,5
1127,2016,NUTS,2016,ES7,1,2
1128,2016,NUTS,2016,ES70,2,2
1129,2016,NUTS,2016,ES709,3,2
1130,2016,NUTS,2016,FI,0,112
1131,2016,NUTS,2016,FI1,1,112
1132,2016,NUTS,2016,FI19,2,2
1133,2016,NUTS,2016,FI193,3,2
1134,2016,NUTS,2016,FI1B,2,80
1135,2016,NUTS,2016,FI1B1,3,80
1136,2016,NUTS,2016,FI1C,2,14
1137,2016,NUTS,2016,FI1C1,3,14
1138,2016,NUTS,2016,FI1D,2,16
1139,2016,NUTS,2016,FI1D2,3,6
1140,2016,NUTS,2016,FI1D9,3,10
1141,2016,NUTS,2016,FR,0,194
1142,2016,NUTS,2016,FR1,1,109
1143,2016,NUTS,2016,FR10,2,109
1144,2016,NUTS,2016,FR101,3,68
1145,2016,NUTS,2016,FR103,3,11
1146,2016,NUTS,2016,FR104,3,30
1147,2016,NUTS,2016,FRB,1,1
1148,2016,NUTS,2016,FRB0,2,1
1149,2016,NUTS,2016,FRB04,3,1
1150,2016,NUTS,2016,FRC,1,2
1151,2016,NUTS,2016,FRC1,2,2
1152,2016,NUTS,2016,FRC11,3,2
1153,2016,NUTS,2016,FRE,1,3
1154,2016,NUTS,2016,FRE1,2,2
1155,2016,NUTS,2016,FRE11,3,2
1156,2016,NUTS,2016,FRE2,2,1
1157,2016,NUTS,2016,FRE23,3,1
1158,2016,NUTS,2016,FRF,1,8
1159,2016,NUTS,2016,FRF1,2,6
1160,2016,NUTS,2016,FRF11,3,6
1161,2016,NUTS,2016,FRF3,2,2
1162,2016,NUTS,2016,FRF31,3,2
1163,2016,NUTS,2016,FRG,1,12
1164,2016,NUTS,2016,FRG0,2,12
1165,2016,NUTS,2016,FRG01,3,2
1166,2016,NUTS,2016,FRG04,3,10
1167,2016,NUTS,2016,FRH,1,8
1168,2016,NUTS,2016,FRH0,2,8
1169,2016,NUTS,2016,FRH03,3,8
1170,2016,NUTS,2016,FRI,1,7
1171,2016,NUTS,2016,FRI1,2,5
1172,2016,NUTS,2016,FRI12,3,5
1173,2016,NUTS,2016,FRI3,2,2
1174,2016,NUTS,2016,FRI32,3,2
1175,2016,NUTS,2016,FRJ,1,25
1176,2016,NUTS,2016,FRJ1,2,17
1177,2016,NUTS,2016,FRJ13,3,17
1178,2016,NUTS,2016,FRJ2,2,8
1179,2016,NUTS,2016,FRJ23,3,8
1180,2016,NUTS,2016,FRK,1,8
1181,2016,NUTS,2016,FRK2,2,8
1182,2016,NUTS,2016,FRK24,3,2
1183,2016,NUTS,2016,FRK26,3,6
1184,2016,NUTS,2016,FRL,1,11
1185,2016,NUTS,2016,FRL0,2,11
1186,2016,NUTS,2016,FRL04,3,11
1187,2016,NUTS,2016,HR,0,6
1188,2016,NUTS,2016,HR0,1,6
1189,2016,NUTS,2016,HR03,2,2
1190,2016,NUTS,2016,HR035,3,2
1191,2016,NUTS,2016,HR04,2,4
1192,2016,NUTS,2016,HR041,3,4
1193,2016,NUTS,2016,HU,0,17
1194,2016,NUTS,2016,HU1,1,12
1195,2016,NUTS,2016,HU11,2,12
1196,2016,NUTS,2016,HU110,3,12
1197,2016,NUTS,2016,HU3,1,5
1198,2016,NUTS,2016,HU31,2,1
1199,2016,NUTS,2016,HU311,3,1
1200,2016,NUTS,2016,HU32,2,3
1201,2016,NUTS,2016,HU321,3,3
1202,2016,NUTS,2016,HU33,2,1
1203,2016,NUTS,2016,HU333,3,1
1204,2016,NUTS,2016,IE,0,35
1205,2016,NUTS,2016,IE0,1,35
1206,2016,NUTS,2016,IE04,2,7
1207,2016,NUTS,2016,IE042,3,7
1208,2016,NUTS,2016,IE05,2,9
1209,2016,NUTS,2016,IE051,3,5
1210,2016,NUTS,2016,IE053,3,4
1211,2016,NUTS,2016,IE06,2,19
1212,2016,NUTS,2016,IE061,3,18
1213,2016,NUTS,2016,IE062,3,1
1214,2016,NUTS,2016,IS,0,16
1215,2016,NUTS,2016,IS0,1,16
1216,2016,NUTS,2016,IS00,2,16
1217,2016,NUTS,2016,IS001,3,16
1218,2016,NUTS,2016,IT,0,161
1219,2016,NUTS,2016,ITC,1,26
1220,2016,NUTS,2016,ITC1,2,6
1221,2016,NUTS,2016,ITC11,3,6
1222,2016,NUTS,2016,ITC3,2,2
1223,2016,NUTS,2016,ITC33,3,2
1224,2016,NUTS,2016,ITC4,2,18
1225,2016,NUTS,2016,ITC47,3,1
1226,2016,NUTS,2016,ITC48,3,1
1227,2016,NUTS,2016,ITC49,3,1
1228,2016,NUTS,2016,ITC4C,3,15
1229,2016,NUTS,2016,ITF,1,12
1230,2016,NUTS,2016,ITF1,2,2
1231,2016,NUTS,2016,ITF11,3,2
1232,2016,NUTS,2016,ITF3,2,7
1233,2016,NUTS,2016,ITF32,3,1
1234,2016,NUTS,2016,ITF33,3,4
1235,2016,NUTS,2016,ITF35,3,2
1236,2016,NUTS,2016,ITF4,2,2
1237,2016,NUTS,2016,ITF45,3,2
1238,2016,NUTS,2016,ITF6,2,1
1239,2016,NUTS,2016,ITF61,3,1
1240,2016,NUTS,2016,ITG,1,5
1241,2016,NUTS,2016,ITG1,2,1
1242,2016,NUTS,2016,ITG17,3,1
1243,2016,NUTS,2016,ITG2,2,4
1244,2016,NUTS,2016,ITG25,3,1
1245,2016,NUTS,2016,ITG27,3,3
1246,2016,NUTS,2016,ITH,1,42
1247,2016,NUTS,2016,ITH1,2,1
1248,2016,NUTS,2016,ITH10,3,1
1249,2016,NUTS,2016,ITH2,2,11
1250,2016,NUTS,2016,ITH20,3,11
1251,2016,NUTS,2016,ITH3,2,9
1252,2016,NUTS,2016,ITH35,3,1
1253,2016,NUTS,2016,ITH36,3,8
1254,2016,NUTS,2016,ITH4,2,8
1255,2016,NUTS,2016,ITH44,3,8
1256,2016,NUTS,2016,ITH5,2,13
1257,2016,NUTS,2016,ITH54,3,2
1258,2016,NUTS,2016,ITH55,3,6
1259,2016,NUTS,2016,ITH56,3,5
1260,2016,NUTS,2016,ITI,1,76
1261,2016,NUTS,2016,ITI1,2,61
1262,2016,NUTS,2016,ITI14,3,54
1263,2016,NUTS,2016,ITI17,3,7
1264,2016,NUTS,2016,ITI2,2,3
1265,2016,NUTS,2016,ITI21,3,3
1266,2016,NUTS,2016,ITI3,2,1
1267,2016,NUTS,2016,ITI33,3,1
1268,2016,NUTS,2016,ITI4,2,11
1269,2016,NUTS,2016,ITI43,3,11
1270,2016,NUTS,2016,LT,0,3
1271,2016,NUTS,2016,LT0,1,3
1272,2016,NUTS,2016,LT01,2,3
1273,2016,NUTS,2016,LT011,3,3
1274,2016,NUTS,2016,LU,0,6
1275,2016,NUTS,2016,LU0,1,6
1276,2016,NUTS,2016,LU00,2,6
1277,2016,NUTS,2016,LU000,3,6
1278,2016,NUTS,2016,NL,0,236
1279,2016,NUTS,2016,NL1,1,29
1280,2016,NUTS,2016,NL11,2,29
1281,2016,NUTS,2016,NL113,3,29
1282,2016,NUTS,2016,NL2,1,56
1283,2016,NUTS,2016,NL22,2,56
1284,2016,NUTS,2016,NL221,3,20
1285,2016,NUTS,2016,NL226,3,36
1286,2016,NUTS,2016,NL3,1,138
1287,2016,NUTS,2016,NL31,2,26
1288,2016,NUTS,2016,NL310,3,26
1289,2016,NUTS,2016,NL32,2,60
1290,2016,NUTS,2016,NL329,3,60
1291,2016,NUTS,2016,NL33,2,52
1292,2016,NUTS,2016,NL332,3,1
1293,2016,NUTS,2016,NL333,3,5
1294,2016,NUTS,2016,NL337,3,30
1295,2016,NUTS,2016,NL33C,3,16
1296,2016,NUTS,2016,NL4,1,13
1297,2016,NUTS,2016,NL41,2,2
