,year,nuts_id,nuts_year_spec,ai_covid_share
0,2020.0,AT12,2016,0.0
1,2020.0,AT13,2016,0.02702702702702703
2,2020.0,AT22,2016,0.0625
3,2020.0,AT31,2016,0.6666666666666666
4,2020.0,AT32,2016,0.25
5,2020.0,AT33,2016,0.0
6,2020.0,BE10,2016,0.0
7,2020.0,BE21,2016,0.0
8,2020.0,BE22,2016,0.0
9,2020.0,BE23,2016,0.0
10,2020.0,BE24,2016,0.0
11,2020.0,BE25,2016,0.0
12,2020.0,BE31,2016,0.0
13,2020.0,BE32,2016,0.0
14,2020.0,BE33,2016,0.0
15,2020.0,BE35,2016,0.0
16,2020.0,BG41,2016,0.0
17,2020.0,CH01,2016,0.024
18,2020.0,CH02,2016,0.0
19,2020.0,CH03,2016,0.0
20,2020.0,CH04,2016,0.04838709677419355
21,2020.0,CH05,2016,0.0
22,2020.0,CH07,2016,0.0
23,2020.0,CY00,2016,0.0
24,2020.0,CZ01,2016,0.0
25,2020.0,CZ04,2016,0.0
26,2020.0,CZ06,2016,0.07142857142857142
27,2020.0,CZ08,2016,0.0
28,2020.0,DE11,2016,0.0
29,2020.0,DE12,2016,0.0
30,2020.0,DE13,2016,0.0
31,2020.0,DE14,2016,0.0
32,2020.0,DE21,2016,0.015748031496062992
33,2020.0,DE23,2016,0.0
34,2020.0,DE24,2016,0.0
35,2020.0,DE25,2016,0.0
36,2020.0,DE26,2016,0.0
37,2020.0,DE27,2016,0.0
38,2020.0,DE30,2016,0.007194244604316547
39,2020.0,DE40,2016,0.0
40,2020.0,DE50,2016,0.0
41,2020.0,DE60,2016,0.047619047619047616
42,2020.0,DE71,2016,0.0
43,2020.0,DE72,2016,0.0
44,2020.0,DE73,2016,0.0
45,2020.0,DE80,2016,0.0
46,2020.0,DE91,2016,0.05263157894736842
47,2020.0,DE92,2016,0.0
48,2020.0,DE94,2016,0.5
49,2020.0,DEA1,2016,0.0
50,2020.0,DEA2,2016,0.025974025974025976
51,2020.0,DEA3,2016,0.0
52,2020.0,DEA4,2016,0.125
53,2020.0,DEA5,2016,0.0
