,year,nuts_id,nuts_year_spec,lockdown_social_distancing_lq
0,2020,AL0,2016,0.0
1,2020,AT1,2016,1.7194439421338155
2,2020,AT2,2016,0.5510591133004926
3,2020,AT3,2016,0.38842013888888893
4,2020,BE1,2016,1.2247992700729928
5,2020,BE2,2016,1.7013688212927756
6,2020,BE3,2016,0.0
7,2020,BG3,2016,0.0
8,2020,BG4,2016,0.9899557522123894
9,2020,CH0,2016,0.8255719557195572
10,2020,CY0,2016,1.5867375886524824
11,2020,CZ0,2016,0.3466890495867769
12,2020,DE1,2016,0.5643413677130045
13,2020,DE2,2016,0.8875465364662801
14,2020,DE3,2016,1.1652604166666667
15,2020,DE4,2016,0.661923076923077
16,2020,DE5,2016,0.9400420168067228
17,2020,DE6,2016,0.9987946428571429
18,2020,DE7,2016,0.739603305785124
19,2020,DE8,2016,1.026284403669725
20,2020,DE9,2016,0.38375643224699835
21,2020,DEA,2016,0.2823447753659768
22,2020,DEB,2016,2.172135922330097
23,2020,DEC,2016,0.9987946428571429
24,2020,DED,2016,0.40715195632393086
25,2020,DEE,2016,0.6429022988505747
26,2020,DEF,2016,0.0
27,2020,DEG,2016,0.0
28,2020,DK0,2016,0.8425521436848203
29,2020,EE0,2016,0.0
30,2020,EL3,2016,1.1572241379310344
31,2020,EL4,2016,0.0
32,2020,EL5,2016,0.69915625
33,2020,EL6,2016,2.2829591836734697
34,2020,ES1,2016,3.0071236559139782
35,2020,ES2,2016,2.956784140969163
36,2020,ES3,2016,0.6872252559726962
37,2020,ES4,2016,0.8913545816733068
38,2020,ES5,2016,0.8040610961365678
39,2020,ES6,2016,0.9882067137809187
40,2020,ES7,2016,0.0
41,2020,FI1,2016,0.3902267441860465
42,2020,FR1,2016,0.8952610518292684
43,2020,FRB,2016,0.0
44,2020,FRC,2016,0.0
45,2020,FRD,2016,0.0
46,2020,FRE,2016,1.1414795918367349
47,2020,FRF,2016,0.0
48,2020,FRG,2016,1.804274193548387
49,2020,FRH,2016,0.0
50,2020,FRI,2016,0.837940074906367
51,2020,FRJ,2016,1.627127272727273
52,2020,FRK,2016,1.035787037037037
53,2020,FRL,2016,1.278457142857143
54,2020,FRY,2016,0.0
55,2020,HR0,2016,0.9021370967741936
56,2020,HU1,2016,1.6165462427745665
57,2020,HU2,2016,0.0
58,2020,HU3,2016,2.0909345794392524
59,2020,IE0,2016,1.6183001808318265
60,2020,IS0,2016,1.6949242424242426
61,2020,ITC,2016,1.6362086220169363
62,2020,ITF,2016,1.1492979452054795
63,2020,ITG,2016,1.3317261904761906
64,2020,ITH,2016,1.7963722627737226
65,2020,ITI,2016,0.7143358876117496
66,2020,LT0,2016,0.0
67,2020,LU0,2016,1.4915333333333336
68,2020,LV0,2016,0.0
69,2020,ME0,2016,0.0
70,2020,MK0,2016,33.5595
71,2020,MT0,2016,0.0
72,2020,NL1,2016,0.28683333333333333
73,2020,NL2,2016,0.18520695364238413
74,2020,NL3,2016,0.32970736842105264
75,2020,NL4,2016,0.24318478260869567
76,2020,NO0,2016,0.3107361111111111
77,2020,PL2,2016,0.4335852713178295
78,2020,PL4,2016,0.0
79,2020,PL5,2016,3.8574137931034485
80,2020,PL6,2016,0.0
81,2020,PL7,2016,1.5116891891891893
82,2020,PL8,2016,0.0
83,2020,PL9,2016,0.7155543710021322
84,2020,PT1,2016,2.3550526315789475
85,2020,PT2,2016,0.0
86,2020,PT3,2016,0.0
87,2020,RO1,2016,0.0
88,2020,RO2,2016,0.0
89,2020,RO3,2016,0.0
90,2020,RO4,2016,0.0
91,2020,RS1,2016,0.0
92,2020,RS2,2016,0.0
93,2020,SE1,2016,1.1837566137566138
94,2020,SE2,2016,0.5707397959183674
95,2020,SE3,2016,0.0
96,2020,SI0,2016,0.0
97,2020,SK0,2016,0.7609863945578231
98,2020,TR1,2016,1.2858045977011494
99,2020,TR2,2016,0.0
100,2020,TR3,2016,1.669626865671642
101,2020,TR4,2016,3.4957812500000003
102,2020,TR5,2016,0.4439087301587302
103,2020,TR6,2016,0.0
