,year,nuts_id,nuts_year_spec,arxiv_count
0,2000.0,AT126,2016,2
1,2000.0,AT130,2016,170
2,2000.0,AT211,2016,1
3,2000.0,AT221,2016,22
4,2000.0,AT223,2016,1
5,2000.0,AT312,2016,9
6,2000.0,AT323,2016,1
7,2000.0,AT332,2016,21
8,2000.0,BE100,2016,92
9,2000.0,BE211,2016,45
10,2000.0,BE213,2016,12
11,2000.0,BE234,2016,17
12,2000.0,BE242,2016,16
13,2000.0,BE310,2016,14
14,2000.0,BE323,2016,11
15,2000.0,BE332,2016,28
16,2000.0,BG411,2016,57
17,2000.0,CH011,2016,84
18,2000.0,CH013,2016,132
19,2000.0,CH021,2016,47
20,2000.0,CH022,2016,12
21,2000.0,CH024,2016,8
22,2000.0,CH031,2016,45
23,2000.0,CH033,2016,49
24,2000.0,CH040,2016,115
25,2000.0,CH070,2016,2
26,2000.0,CY000,2016,26
27,2000.0,CZ010,2016,75
28,2000.0,CZ031,2016,3
29,2000.0,CZ052,2016,1
30,2000.0,CZ064,2016,35
31,2000.0,CZ071,2016,6
32,2000.0,CZ080,2016,2
33,2000.0,DE111,2016,30
34,2000.0,DE115,2016,1
35,2000.0,DE122,2016,102
36,2000.0,DE125,2016,134
37,2000.0,DE126,2016,4
38,2000.0,DE131,2016,64
39,2000.0,DE138,2016,10
40,2000.0,DE13A,2016,2
41,2000.0,DE142,2016,78
42,2000.0,DE144,2016,7
43,2000.0,DE212,2016,1130
44,2000.0,DE21H,2016,43
45,2000.0,DE232,2016,25
46,2000.0,DE242,2016,28
47,2000.0,DE252,2016,33
48,2000.0,DE263,2016,5
49,2000.0,DE271,2016,15
50,2000.0,DE300,2016,164
51,2000.0,DE404,2016,23
52,2000.0,DE501,2016,6
53,2000.0,DE600,2016,118
54,2000.0,DE711,2016,26
55,2000.0,DE712,2016,63
56,2000.0,DE721,2016,17
57,2000.0,DE724,2016,24
58,2000.0,DE731,2016,11
59,2000.0,DE803,2016,5
60,2000.0,DE80N,2016,2
61,2000.0,DE911,2016,10
62,2000.0,DE916,2016,2
63,2000.0,DE91C,2016,52
64,2000.0,DE929,2016,16
65,2000.0,DE943,2016,7
66,2000.0,DE944,2016,1
67,2000.0,DEA13,2016,22
68,2000.0,DEA1A,2016,20
69,2000.0,DEA1C,2016,2
70,2000.0,DEA22,2016,101
71,2000.0,DEA23,2016,97
72,2000.0,DEA26,2016,89
73,2000.0,DEA2C,2016,5
