year,region_type,region_year_spec,region_id,region_level,covid_count
598,2020.0,NUTS,2016,MT00,2,6
599,2020.0,NUTS,2016,MT001,3,6
600,2020.0,NUTS,2016,NL,0,388
601,2020.0,NUTS,2016,NL1,1,35
602,2020.0,NUTS,2016,NL11,2,35
603,2020.0,NUTS,2016,NL113,3,35
604,2020.0,NUTS,2016,NL2,1,87
605,2020.0,NUTS,2016,NL21,2,8
606,2020.0,NUTS,2016,NL213,3,8
607,2020.0,NUTS,2016,NL22,2,79
608,2020.0,NUTS,2016,NL221,3,11
609,2020.0,NUTS,2016,NL226,3,68
610,2020.0,NUTS,2016,NL3,1,244
611,2020.0,NUTS,2016,NL31,2,59
612,2020.0,NUTS,2016,NL310,3,59
613,2020.0,NUTS,2016,NL32,2,59
614,2020.0,NUTS,2016,NL329,3,59
615,2020.0,NUTS,2016,NL33,2,126
616,2020.0,NUTS,2016,NL332,3,3
617,2020.0,NUTS,2016,NL333,3,13
618,2020.0,NUTS,2016,NL337,3,43
619,2020.0,NUTS,2016,NL33C,3,67
620,2020.0,NUTS,2016,NL4,1,22
621,2020.0,NUTS,2016,NL41,2,8
622,2020.0,NUTS,2016,NL412,3,1
623,2020.0,NUTS,2016,NL414,3,7
624,2020.0,NUTS,2016,NL42,2,14
625,2020.0,NUTS,2016,NL423,3,14
626,2020.0,NUTS,2016,NO,0,79
627,2020.0,NUTS,2016,NO0,1,79
628,2020.0,NUTS,2016,NO01,2,46
629,2020.0,NUTS,2016,NO011,3,40
630,2020.0,NUTS,2016,NO012,3,6
631,2020.0,NUTS,2016,NO03,2,3
632,2020.0,NUTS,2016,NO032,3,3
633,2020.0,NUTS,2016,NO04,2,9
634,2020.0,NUTS,2016,NO042,3,2
635,2020.0,NUTS,2016,NO043,3,7
636,2020.0,NUTS,2016,NO05,2,7
637,2020.0,NUTS,2016,NO051,3,7
638,2020.0,NUTS,2016,NO06,2,11
639,2020.0,NUTS,2016,NO060,3,11
640,2020.0,NUTS,2016,NO07,2,3
641,2020.0,NUTS,2016,NO071,3,1
642,2020.0,NUTS,2016,NO072,3,2
643,2020.0,NUTS,2016,PL,0,93
644,2020.0,NUTS,2016,PL2,1,21
645,2020.0,NUTS,2016,PL21,2,14
646,2020.0,NUTS,2016,PL213,3,14
647,2020.0,NUTS,2016,PL22,2,7
648,2020.0,NUTS,2016,PL229,3,2
649,2020.0,NUTS,2016,PL22A,3,5
650,2020.0,NUTS,2016,PL4,1,7
651,2020.0,NUTS,2016,PL41,2,7
652,2020.0,NUTS,2016,PL415,3,7
653,2020.0,NUTS,2016,PL5,1,12
654,2020.0,NUTS,2016,PL51,2,12
655,2020.0,NUTS,2016,PL514,3,12
656,2020.0,NUTS,2016,PL6,1,9
657,2020.0,NUTS,2016,PL61,2,3
658,2020.0,NUTS,2016,PL613,3,3
659,2020.0,NUTS,2016,PL63,2,6
660,2020.0,NUTS,2016,PL633,3,6
661,2020.0,NUTS,2016,PL7,1,7
662,2020.0,NUTS,2016,PL71,2,5
663,2020.0,NUTS,2016,PL711,3,5
664,2020.0,NUTS,2016,PL72,2,2
665,2020.0,NUTS,2016,PL721,3,2
666,2020.0,NUTS,2016,PL8,1,5
667,2020.0,NUTS,2016,PL81,2,2
668,2020.0,NUTS,2016,PL814,3,2
669,2020.0,NUTS,2016,PL84,2,3
670,2020.0,NUTS,2016,PL841,3,3
671,2020.0,NUTS,2016,PL9,1,32
672,2020.0,NUTS,2016,PL91,2,32
673,2020.0,NUTS,2016,PL911,3,32
674,2020.0,NUTS,2016,PT,0,52
675,2020.0,NUTS,2016,PT1,1,52
676,2020.0,NUTS,2016,PT11,2,22
677,2020.0,NUTS,2016,PT119,3,2
678,2020.0,NUTS,2016,PT11A,3,19
679,2020.0,NUTS,2016,PT11D,3,1
680,2020.0,NUTS,2016,PT16,2,11
681,2020.0,NUTS,2016,PT16D,3,6
682,2020.0,NUTS,2016,PT16E,3,5
683,2020.0,NUTS,2016,PT17,2,19
684,2020.0,NUTS,2016,PT170,3,19
685,2020.0,NUTS,2016,RO,0,4
686,2020.0,NUTS,2016,RO1,1,1
687,2020.0,NUTS,2016,RO11,2,1
688,2020.0,NUTS,2016,RO113,3,1
689,2020.0,NUTS,2016,RO3,1,3
690,2020.0,NUTS,2016,RO32,2,3
691,2020.0,NUTS,2016,RO321,3,3
692,2020.0,NUTS,2016,RS,0,9
693,2020.0,NUTS,2016,RS1,1,8
694,2020.0,NUTS,2016,RS11,2,7
695,2020.0,NUTS,2016,RS110,3,7
696,2020.0,NUTS,2016,RS12,2,1
697,2020.0,NUTS,2016,RS123,3,1
698,2020.0,NUTS,2016,RS2,1,1
699,2020.0,NUTS,2016,RS21,2,1
700,2020.0,NUTS,2016,RS214,3,1
701,2020.0,NUTS,2016,SE,0,271
702,2020.0,NUTS,2016,SE1,1,210
703,2020.0,NUTS,2016,SE11,2,175
704,2020.0,NUTS,2016,SE110,3,175
705,2020.0,NUTS,2016,SE12,2,35
706,2020.0,NUTS,2016,SE121,3,28
707,2020.0,NUTS,2016,SE123,3,4
708,2020.0,NUTS,2016,SE124,3,3
709,2020.0,NUTS,2016,SE2,1,52
710,2020.0,NUTS,2016,SE21,2,4
711,2020.0,NUTS,2016,SE213,3,4
712,2020.0,NUTS,2016,SE22,2,18
713,2020.0,NUTS,2016,SE224,3,18
714,2020.0,NUTS,2016,SE23,2,30
715,2020.0,NUTS,2016,SE232,3,30
716,2020.0,NUTS,2016,SE3,1,9
717,2020.0,NUTS,2016,SE33,2,9
718,2020.0,NUTS,2016,SE331,3,9
719,2020.0,NUTS,2016,SI,0,17
720,2020.0,NUTS,2016,SI0,1,17
721,2020.0,NUTS,2016,SI04,2,17
722,2020.0,NUTS,2016,SI041,3,17
723,2020.0,NUTS,2016,SK,0,6
724,2020.0,NUTS,2016,SK0,1,6
725,2020.0,NUTS,2016,SK01,2,3
726,2020.0,NUTS,2016,SK010,3,3
727,2020.0,NUTS,2016,SK02,2,2
728,2020.0,NUTS,2016,SK023,3,2
729,2020.0,NUTS,2016,SK04,2,1
730,2020.0,NUTS,2016,SK042,3,1
731,2020.0,NUTS,2016,TR,0,98
732,2020.0,NUTS,2016,TR1,1,32
733,2020.0,NUTS,2016,TR10,2,32
734,2020.0,NUTS,2016,TR100,3,32
735,2020.0,NUTS,2016,TR2,1,2
736,2020.0,NUTS,2016,TR22,2,2
737,2020.0,NUTS,2016,TR222,3,2
738,2020.0,NUTS,2016,TR3,1,11
739,2020.0,NUTS,2016,TR31,2,10
740,2020.0,NUTS,2016,TR310,3,10
741,2020.0,NUTS,2016,TR33,2,1
742,2020.0,NUTS,2016,TR332,3,1
743,2020.0,NUTS,2016,TR4,1,5
744,2020.0,NUTS,2016,TR41,2,1
745,2020.0,NUTS,2016,TR411,3,1
746,2020.0,NUTS,2016,TR42,2,4
747,2020.0,NUTS,2016,TR421,3,3
748,2020.0,NUTS,2016,TR423,3,1
749,2020.0,NUTS,2016,TR5,1,22
750,2020.0,NUTS,2016,TR51,2,21
751,2020.0,NUTS,2016,TR510,3,21
752,2020.0,NUTS,2016,TR52,2,1
753,2020.0,NUTS,2016,TR521,3,1
754,2020.0,NUTS,2016,TR6,1,5
755,2020.0,NUTS,2016,TR61,2,1
756,2020.0,NUTS,2016,TR611,3,1
757,2020.0,NUTS,2016,TR62,2,4
758,2020.0,NUTS,2016,TR621,3,1
759,2020.0,NUTS,2016,TR622,3,3
760,2020.0,NUTS,2016,TR7,1,4
761,2020.0,NUTS,2016,TR72,2,4
762,2020.0,NUTS,2016,TR721,3,3
763,2020.0,NUTS,2016,TR722,3,1
764,2020.0,NUTS,2016,TR8,1,8
765,2020.0,NUTS,2016,TR81,2,3
766,2020.0,NUTS,2016,TR811,3,3
767,2020.0,NUTS,2016,TR83,2,5
768,2020.0,NUTS,2016,TR831,3,2
769,2020.0,NUTS,2016,TR832,3,1
770,2020.0,NUTS,2016,TR834,3,2
771,2020.0,NUTS,2016,TR9,1,1
772,2020.0,NUTS,2016,TR90,2,1
773,2020.0,NUTS,2016,TR901,3,1
774,2020.0,NUTS,2016,TRA,1,4
775,2020.0,NUTS,2016,TRA1,2,2
776,2020.0,NUTS,2016,TRA11,3,2
777,2020.0,NUTS,2016,TRA2,2,2
778,2020.0,NUTS,2016,TRA22,3,2
779,2020.0,NUTS,2016,TRB,1,2
780,2020.0,NUTS,2016,TRB1,2,2
781,2020.0,NUTS,2016,TRB11,3,1
782,2020.0,NUTS,2016,TRB13,3,1
783,2020.0,NUTS,2016,TRC,1,2
784,2020.0,NUTS,2016,TRC3,2,2
785,2020.0,NUTS,2016,TRC32,3,1
786,2020.0,NUTS,2016,TRC34,3,1
787,2020.0,NUTS,2016,UK,0,3123
788,2020.0,NUTS,2016,UKC,1,31
789,2020.0,NUTS,2016,UKC1,2,17
790,2020.0,NUTS,2016,UKC11,3,3
791,2020.0,NUTS,2016,UKC12,3,4
792,2020.0,NUTS,2016,UKC14,3,10
793,2020.0,NUTS,2016,UKC2,2,14
794,2020.0,NUTS,2016,UKC22,3,14
795,2020.0,NUTS,2016,UKD,1,279
796,2020.0,NUTS,2016,UKD1,2,1
797,2020.0,NUTS,2016,UKD12,3,1
798,2020.0,NUTS,2016,UKD3,2,110
799,2020.0,NUTS,2016,UKD33,3,98
800,2020.0,NUTS,2016,UKD34,3,7
801,2020.0,NUTS,2016,UKD35,3,2
802,2020.0,NUTS,2016,UKD36,3,2
803,2020.0,NUTS,2016,UKD37,3,1
804,2020.0,NUTS,2016,UKD4,2,43
805,2020.0,NUTS,2016,UKD42,3,1
806,2020.0,NUTS,2016,UKD44,3,32
807,2020.0,NUTS,2016,UKD45,3,7
808,2020.0,NUTS,2016,UKD47,3,3
809,2020.0,NUTS,2016,UKD6,2,7
810,2020.0,NUTS,2016,UKD61,3,5
811,2020.0,NUTS,2016,UKD62,3,2
812,2020.0,NUTS,2016,UKD7,2,118
813,2020.0,NUTS,2016,UKD72,3,117
814,2020.0,NUTS,2016,UKD74,3,1
815,2020.0,NUTS,2016,UKE,1,116
816,2020.0,NUTS,2016,UKE1,2,5
817,2020.0,NUTS,2016,UKE11,3,4
818,2020.0,NUTS,2016,UKE12,3,1
819,2020.0,NUTS,2016,UKE2,2,19
820,2020.0,NUTS,2016,UKE21,3,19
821,2020.0,NUTS,2016,UKE3,2,41
822,2020.0,NUTS,2016,UKE31,3,2
823,2020.0,NUTS,2016,UKE32,3,39
824,2020.0,NUTS,2016,UKE4,2,51
825,2020.0,NUTS,2016,UKE41,3,5
826,2020.0,NUTS,2016,UKE42,3,42
827,2020.0,NUTS,2016,UKE44,3,4
828,2020.0,NUTS,2016,UKF,1,130
829,2020.0,NUTS,2016,UKF1,2,74
830,2020.0,NUTS,2016,UKF11,3,1
831,2020.0,NUTS,2016,UKF14,3,62
832,2020.0,NUTS,2016,UKF15,3,1
833,2020.0,NUTS,2016,UKF16,3,10
834,2020.0,NUTS,2016,UKF2,2,52
835,2020.0,NUTS,2016,UKF21,3,42
836,2020.0,NUTS,2016,UKF22,3,6
837,2020.0,NUTS,2016,UKF24,3,3
838,2020.0,NUTS,2016,UKF25,3,1
839,2020.0,NUTS,2016,UKF3,2,4
840,2020.0,NUTS,2016,UKF30,3,4
841,2020.0,NUTS,2016,UKG,1,176
842,2020.0,NUTS,2016,UKG1,2,58
843,2020.0,NUTS,2016,UKG12,3,2
844,2020.0,NUTS,2016,UKG13,3,56
845,2020.0,NUTS,2016,UKG2,2,20
846,2020.0,NUTS,2016,UKG23,3,2
847,2020.0,NUTS,2016,UKG24,3,18
848,2020.0,NUTS,2016,UKG3,2,98
849,2020.0,NUTS,2016,UKG31,3,89
850,2020.0,NUTS,2016,UKG33,3,4
851,2020.0,NUTS,2016,UKG39,3,5
852,2020.0,NUTS,2016,UKH,1,413
853,2020.0,NUTS,2016,UKH1,2,273
854,2020.0,NUTS,2016,UKH11,3,1
855,2020.0,NUTS,2016,UKH12,3,233
856,2020.0,NUTS,2016,UKH14,3,1
857,2020.0,NUTS,2016,UKH15,3,3
858,2020.0,NUTS,2016,UKH17,3,35
859,2020.0,NUTS,2016,UKH2,2,125
860,2020.0,NUTS,2016,UKH21,3,3
861,2020.0,NUTS,2016,UKH23,3,119
862,2020.0,NUTS,2016,UKH25,3,3
863,2020.0,NUTS,2016,UKH3,2,15
864,2020.0,NUTS,2016,UKH31,3,1
865,2020.0,NUTS,2016,UKH34,3,10
866,2020.0,NUTS,2016,UKH35,3,2
867,2020.0,NUTS,2016,UKH36,3,1
868,2020.0,NUTS,2016,UKH37,3,1
869,2020.0,NUTS,2016,UKI,1,919
870,2020.0,NUTS,2016,UKI3,2,829
871,2020.0,NUTS,2016,UKI31,3,335
872,2020.0,NUTS,2016,UKI32,3,236
873,2020.0,NUTS,2016,UKI33,3,243
874,2020.0,NUTS,2016,UKI34,3,15
875,2020.0,NUTS,2016,UKI4,2,74
876,2020.0,NUTS,2016,UKI42,3,57
877,2020.0,NUTS,2016,UKI43,3,3
878,2020.0,NUTS,2016,UKI44,3,14
879,2020.0,NUTS,2016,UKI5,2,3
880,2020.0,NUTS,2016,UKI51,3,3
881,2020.0,NUTS,2016,UKI6,2,2
882,2020.0,NUTS,2016,UKI62,3,1
883,2020.0,NUTS,2016,UKI63,3,1
884,2020.0,NUTS,2016,UKI7,2,11
885,2020.0,NUTS,2016,UKI74,3,9
886,2020.0,NUTS,2016,UKI75,3,2
887,2020.0,NUTS,2016,UKJ,1,558
888,2020.0,NUTS,2016,UKJ1,2,364
889,2020.0,NUTS,2016,UKJ11,3,7
890,2020.0,NUTS,2016,UKJ13,3,4
891,2020.0,NUTS,2016,UKJ14,3,353
892,2020.0,NUTS,2016,UKJ2,2,72
893,2020.0,NUTS,2016,UKJ21,3,1
894,2020.0,NUTS,2016,UKJ22,3,33
895,2020.0,NUTS,2016,UKJ25,3,34
896,2020.0,NUTS,2016,UKJ26,3,2
897,2020.0,NUTS,2016,UKJ27,3,2
898,2020.0,NUTS,2016,UKJ3,2,101
899,2020.0,NUTS,2016,UKJ31,3,1
900,2020.0,NUTS,2016,UKJ32,3,73
901,2020.0,NUTS,2016,UKJ34,3,1
902,2020.0,NUTS,2016,UKJ36,3,18
903,2020.0,NUTS,2016,UKJ37,3,8
904,2020.0,NUTS,2016,UKJ4,2,21
905,2020.0,NUTS,2016,UKJ41,3,4
906,2020.0,NUTS,2016,UKJ44,3,17
907,2020.0,NUTS,2016,UKK,1,162
908,2020.0,NUTS,2016,UKK1,2,106
909,2020.0,NUTS,2016,UKK11,3,85
910,2020.0,NUTS,2016,UKK12,3,15
911,2020.0,NUTS,2016,UKK13,3,3
912,2020.0,NUTS,2016,UKK14,3,2
913,2020.0,NUTS,2016,UKK15,3,1
914,2020.0,NUTS,2016,UKK2,2,5
915,2020.0,NUTS,2016,UKK21,3,5
916,2020.0,NUTS,2016,UKK3,2,9
917,2020.0,NUTS,2016,UKK30,3,9
918,2020.0,NUTS,2016,UKK4,2,42
919,2020.0,NUTS,2016,UKK41,3,4
920,2020.0,NUTS,2016,UKK43,3,38
921,2020.0,NUTS,2016,UKL,1,59
922,2020.0,NUTS,2016,UKL1,2,19
923,2020.0,NUTS,2016,UKL12,3,2
924,2020.0,NUTS,2016,UKL14,3,1
925,2020.0,NUTS,2016,UKL18,3,16
926,2020.0,NUTS,2016,UKL2,2,40
927,2020.0,NUTS,2016,UKL21,3,8
928,2020.0,NUTS,2016,UKL22,3,32
929,2020.0,NUTS,2016,UKM,1,259
930,2020.0,NUTS,2016,UKM5,2,10
931,2020.0,NUTS,2016,UKM50,3,10
932,2020.0,NUTS,2016,UKM6,2,1
933,2020.0,NUTS,2016,UKM62,3,1
934,2020.0,NUTS,2016,UKM7,2,159
935,2020.0,NUTS,2016,UKM71,3,4
936,2020.0,NUTS,2016,UKM72,3,13
937,2020.0,NUTS,2016,UKM73,3,3
938,2020.0,NUTS,2016,UKM75,3,137
939,2020.0,NUTS,2016,UKM77,3,2
940,2020.0,NUTS,2016,UKM8,2,86
941,2020.0,NUTS,2016,UKM82,3,85
942,2020.0,NUTS,2016,UKM84,3,1
943,2020.0,NUTS,2016,UKM9,2,3
944,2020.0,NUTS,2016,UKM92,3,2
945,2020.0,NUTS,2016,UKM95,3,1
946,2020.0,NUTS,2016,UKN,1,21
947,2020.0,NUTS,2016,UKN0,2,21
948,2020.0,NUTS,2016,UKN06,3,19
949,2020.0,NUTS,2016,UKN14,3,2
950,2021.0,NUTS,2021,AT,0,27
951,2021.0,NUTS,2021,AT1,1,15
952,2021.0,NUTS,2021,AT12,2,3
953,2021.0,NUTS,2021,AT126,3,1
954,2021.0,NUTS,2021,AT127,3,2
955,2021.0,NUTS,2021,AT13,2,12
956,2021.0,NUTS,2021,AT130,3,12
957,2021.0,NUTS,2021,AT2,1,4
958,2021.0,NUTS,2021,AT22,2,4
959,2021.0,NUTS,2021,AT221,3,4
960,2021.0,NUTS,2021,AT3,1,8
961,2021.0,NUTS,2021,AT31,2,2
962,2021.0,NUTS,2021,AT312,3,2
963,2021.0,NUTS,2021,AT32,2,1
964,2021.0,NUTS,2021,AT323,3,1
965,2021.0,NUTS,2021,AT33,2,5
966,2021.0,NUTS,2021,AT332,3,5
967,2021.0,NUTS,2021,BE,0,18
968,2021.0,NUTS,2021,BE1,1,3
969,2021.0,NUTS,2021,BE10,2,3
970,2021.0,NUTS,2021,BE100,3,3
971,2021.0,NUTS,2021,BE2,1,12
972,2021.0,NUTS,2021,BE21,2,6
973,2021.0,NUTS,2021,BE211,3,2
974,2021.0,NUTS,2021,BE213,3,4
975,2021.0,NUTS,2021,BE22,2,1
976,2021.0,NUTS,2021,BE224,3,1
977,2021.0,NUTS,2021,BE23,2,5
978,2021.0,NUTS,2021,BE234,3,5
979,2021.0,NUTS,2021,BE3,1,3
980,2021.0,NUTS,2021,BE33,2,2
981,2021.0,NUTS,2021,BE332,3,2
982,2021.0,NUTS,2021,BE35,2,1
983,2021.0,NUTS,2021,BE352,3,1
984,2021.0,NUTS,2021,BG,0,4
985,2021.0,NUTS,2021,BG3,1,1
986,2021.0,NUTS,2021,BG31,2,1
987,2021.0,NUTS,2021,BG314,3,1
988,2021.0,NUTS,2021,BG4,1,3
989,2021.0,NUTS,2021,BG41,2,3
990,2021.0,NUTS,2021,BG411,3,3
991,2021.0,NUTS,2021,CH,0,69
992,2021.0,NUTS,2021,CH0,1,69
993,2021.0,NUTS,2021,CH01,2,28
994,2021.0,NUTS,2021,CH011,3,11
995,2021.0,NUTS,2021,CH013,3,17
996,2021.0,NUTS,2021,CH02,2,9
997,2021.0,NUTS,2021,CH021,3,8
998,2021.0,NUTS,2021,CH022,3,1
999,2021.0,NUTS,2021,CH03,2,14
1000,2021.0,NUTS,2021,CH031,3,14
1001,2021.0,NUTS,2021,CH04,2,17
1002,2021.0,NUTS,2021,CH040,3,17
1003,2021.0,NUTS,2021,CH05,2,1
1004,2021.0,NUTS,2021,CH055,3,1
1005,2021.0,NUTS,2021,CY,0,8
1006,2021.0,NUTS,2021,CY0,1,8
1007,2021.0,NUTS,2021,CY00,2,8
1008,2021.0,NUTS,2021,CY000,3,8
1009,2021.0,NUTS,2021,CZ,0,2
1010,2021.0,NUTS,2021,CZ0,1,2
1011,2021.0,NUTS,2021,CZ06,2,1
1012,2021.0,NUTS,2021,CZ064,3,1
1013,2021.0,NUTS,2021,CZ08,2,1
1014,2021.0,NUTS,2021,CZ080,3,1
1015,2021.0,NUTS,2021,DE,0,116
1016,2021.0,NUTS,2021,DE1,1,14
1017,2021.0,NUTS,2021,DE12,2,5
1018,2021.0,NUTS,2021,DE122,3,1
1019,2021.0,NUTS,2021,DE125,3,4
1020,2021.0,NUTS,2021,DE13,2,3
1021,2021.0,NUTS,2021,DE131,3,3
1022,2021.0,NUTS,2021,DE14,2,6
1023,2021.0,NUTS,2021,DE142,3,6
1024,2021.0,NUTS,2021,DE2,1,25
1025,2021.0,NUTS,2021,DE21,2,23
1026,2021.0,NUTS,2021,DE212,3,22
1027,2021.0,NUTS,2021,DE21H,3,1
1028,2021.0,NUTS,2021,DE23,2,1
1029,2021.0,NUTS,2021,DE232,3,1
1030,2021.0,NUTS,2021,DE26,2,1
1031,2021.0,NUTS,2021,DE263,3,1
1032,2021.0,NUTS,2021,DE3,1,23
1033,2021.0,NUTS,2021,DE30,2,23
1034,2021.0,NUTS,2021,DE300,3,23
1035,2021.0,NUTS,2021,DE4,1,3
1036,2021.0,NUTS,2021,DE40,2,3
1037,2021.0,NUTS,2021,DE404,3,3
1038,2021.0,NUTS,2021,DE6,1,1
1039,2021.0,NUTS,2021,DE60,2,1
1040,2021.0,NUTS,2021,DE600,3,1
1041,2021.0,NUTS,2021,DE7,1,9
1042,2021.0,NUTS,2021,DE71,2,6
1043,2021.0,NUTS,2021,DE711,3,2
1044,2021.0,NUTS,2021,DE712,3,3
1045,2021.0,NUTS,2021,DE718,3,1
1046,2021.0,NUTS,2021,DE72,2,1
1047,2021.0,NUTS,2021,DE724,3,1
1048,2021.0,NUTS,2021,DE73,2,2
1049,2021.0,NUTS,2021,DE731,3,2
1050,2021.0,NUTS,2021,DE9,1,6
1051,2021.0,NUTS,2021,DE91,2,2
1052,2021.0,NUTS,2021,DE91C,3,2
1053,2021.0,NUTS,2021,DE92,2,4
1054,2021.0,NUTS,2021,DE929,3,4
1055,2021.0,NUTS,2021,DEA,1,21
1056,2021.0,NUTS,2021,DEA1,2,3
1057,2021.0,NUTS,2021,DEA13,3,1
1058,2021.0,NUTS,2021,DEA1A,3,2
1059,2021.0,NUTS,2021,DEA2,2,12
1060,2021.0,NUTS,2021,DEA22,3,5
1061,2021.0,NUTS,2021,DEA23,3,5
1062,2021.0,NUTS,2021,DEA2D,3,2
1063,2021.0,NUTS,2021,DEA4,2,4
1064,2021.0,NUTS,2021,DEA41,3,4
1065,2021.0,NUTS,2021,DEA5,2,2
1066,2021.0,NUTS,2021,DEA51,3,2
1067,2021.0,NUTS,2021,DEB,1,2
1068,2021.0,NUTS,2021,DEB3,2,2
1069,2021.0,NUTS,2021,DEB32,3,1
1070,2021.0,NUTS,2021,DEB33,3,1
1071,2021.0,NUTS,2021,DEC,1,1
1072,2021.0,NUTS,2021,DEC0,2,1
1073,2021.0,NUTS,2021,DEC01,3,1
1074,2021.0,NUTS,2021,DED,1,10
1075,2021.0,NUTS,2021,DED4,2,5
1076,2021.0,NUTS,2021,DED41,3,4
1077,2021.0,NUTS,2021,DED43,3,1
1078,2021.0,NUTS,2021,DED5,2,5
1079,2021.0,NUTS,2021,DED51,3,5
1080,2021.0,NUTS,2021,DEG,1,1
1081,2021.0,NUTS,2021,DEG0,2,1
1082,2021.0,NUTS,2021,DEG05,3,1
1083,2021.0,NUTS,2021,DK,0,31
1084,2021.0,NUTS,2021,DK0,1,31
1085,2021.0,NUTS,2021,DK01,2,23
1086,2021.0,NUTS,2021,DK011,3,20
1087,2021.0,NUTS,2021,DK012,3,3
1088,2021.0,NUTS,2021,DK02,2,1
1089,2021.0,NUTS,2021,DK021,3,1
1090,2021.0,NUTS,2021,DK03,2,2
1091,2021.0,NUTS,2021,DK031,3,2
1092,2021.0,NUTS,2021,DK04,2,4
1093,2021.0,NUTS,2021,DK042,3,4
1094,2021.0,NUTS,2021,DK05,2,1
1095,2021.0,NUTS,2021,DK050,3,1
1096,2021.0,NUTS,2021,EE,0,3
1097,2021.0,NUTS,2021,EE0,1,3
1098,2021.0,NUTS,2021,EE00,2,3
1099,2021.0,NUTS,2021,EE008,3,3
1100,2021.0,NUTS,2021,EL,0,16
1101,2021.0,NUTS,2021,EL3,1,8
1102,2021.0,NUTS,2021,EL30,2,8
1103,2021.0,NUTS,2021,EL303,3,8
1104,2021.0,NUTS,2021,EL4,1,2
1105,2021.0,NUTS,2021,EL41,2,1
1106,2021.0,NUTS,2021,EL411,3,1
1107,2021.0,NUTS,2021,EL43,2,1
1108,2021.0,NUTS,2021,EL433,3,1
1109,2021.0,NUTS,2021,EL5,1,4
1110,2021.0,NUTS,2021,EL51,2,2
1111,2021.0,NUTS,2021,EL512,3,2
1112,2021.0,NUTS,2021,EL52,2,2
1113,2021.0,NUTS,2021,EL522,3,2
1114,2021.0,NUTS,2021,EL6,1,2
1115,2021.0,NUTS,2021,EL63,2,1
1116,2021.0,NUTS,2021,EL632,3,1
1117,2021.0,NUTS,2021,EL65,2,1
1118,2021.0,NUTS,2021,EL651,3,1
1119,2021.0,NUTS,2021,ES,0,36
1120,2021.0,NUTS,2021,ES1,1,2
1121,2021.0,NUTS,2021,ES11,2,2
1122,2021.0,NUTS,2021,ES111,3,1
1123,2021.0,NUTS,2021,ES114,3,1
1124,2021.0,NUTS,2021,ES2,1,4
1125,2021.0,NUTS,2021,ES22,2,2
1126,2021.0,NUTS,2021,ES220,3,2
1127,2021.0,NUTS,2021,ES24,2,2
1128,2021.0,NUTS,2021,ES243,3,2
1129,2021.0,NUTS,2021,ES3,1,12
1130,2021.0,NUTS,2021,ES30,2,12
1131,2021.0,NUTS,2021,ES300,3,12
1132,2021.0,NUTS,2021,ES4,1,2
1133,2021.0,NUTS,2021,ES41,2,1
1134,2021.0,NUTS,2021,ES413,3,1
1135,2021.0,NUTS,2021,ES42,2,1
1136,2021.0,NUTS,2021,ES421,3,1
1137,2021.0,NUTS,2021,ES5,1,13
1138,2021.0,NUTS,2021,ES51,2,9
1139,2021.0,NUTS,2021,ES511,3,8
1140,2021.0,NUTS,2021,ES514,3,1
1141,2021.0,NUTS,2021,ES52,2,4
1142,2021.0,NUTS,2021,ES522,3,1
1143,2021.0,NUTS,2021,ES523,3,3
1144,2021.0,NUTS,2021,ES6,1,3
1145,2021.0,NUTS,2021,ES61,2,3
1146,2021.0,NUTS,2021,ES614,3,2
1147,2021.0,NUTS,2021,ES617,3,1
1148,2021.0,NUTS,2021,FI,0,5
1149,2021.0,NUTS,2021,FI1,1,5
1150,2021.0,NUTS,2021,FI1B,2,5
1151,2021.0,NUTS,2021,FI1B1,3,5
1152,2021.0,NUTS,2021,FR,0,40
1153,2021.0,NUTS,2021,FR1,1,18
1154,2021.0,NUTS,2021,FR10,2,18
1155,2021.0,NUTS,2021,FR101,3,6
1156,2021.0,NUTS,2021,FR104,3,11
1157,2021.0,NUTS,2021,FR107,3,1
1158,2021.0,NUTS,2021,FRF,1,4
1159,2021.0,NUTS,2021,FRF1,2,3
1160,2021.0,NUTS,2021,FRF11,3,3
1161,2021.0,NUTS,2021,FRF3,2,1
1162,2021.0,NUTS,2021,FRF31,3,1
1163,2021.0,NUTS,2021,FRG,1,1
1164,2021.0,NUTS,2021,FRG0,2,1
1165,2021.0,NUTS,2021,FRG01,3,1
1166,2021.0,NUTS,2021,FRH,1,2
1167,2021.0,NUTS,2021,FRH0,2,2
1168,2021.0,NUTS,2021,FRH03,3,2
1169,2021.0,NUTS,2021,FRI,1,3
1170,2021.0,NUTS,2021,FRI1,2,3
1171,2021.0,NUTS,2021,FRI12,3,3
1172,2021.0,NUTS,2021,FRJ,1,2
1173,2021.0,NUTS,2021,FRJ1,2,1
1174,2021.0,NUTS,2021,FRJ13,3,1
1175,2021.0,NUTS,2021,FRJ2,2,1
1176,2021.0,NUTS,2021,FRJ23,3,1
1177,2021.0,NUTS,2021,FRK,1,4
1178,2021.0,NUTS,2021,FRK2,2,4
1179,2021.0,NUTS,2021,FRK24,3,1
1180,2021.0,NUTS,2021,FRK26,3,3
1181,2021.0,NUTS,2021,FRL,1,5
1182,2021.0,NUTS,2021,FRL0,2,5
1183,2021.0,NUTS,2021,FRL04,3,5
1184,2021.0,NUTS,2021,FRY,1,1
1185,2021.0,NUTS,2021,FRY4,2,1
1186,2021.0,NUTS,2021,FRY40,3,1
