year,region_type,region_year_spec,region_id,region_level,artificial_intelligence_count
1583,2013.0,NUTS,2013,UKD,1,18
1584,2013.0,NUTS,2013,UKD3,2,11
1585,2013.0,NUTS,2013,UKD33,3,8
1586,2013.0,NUTS,2013,UKD34,3,2
1587,2013.0,NUTS,2013,UKD36,3,1
1588,2013.0,NUTS,2013,UKD4,2,1
1589,2013.0,NUTS,2013,UKD44,3,1
1590,2013.0,NUTS,2013,UKD7,2,6
1591,2013.0,NUTS,2013,UKD72,3,6
1592,2013.0,NUTS,2013,UKE,1,15
1593,2013.0,NUTS,2013,UKE2,2,4
1594,2013.0,NUTS,2013,UKE21,3,4
1595,2013.0,NUTS,2013,UKE3,2,7
1596,2013.0,NUTS,2013,UKE32,3,7
1597,2013.0,NUTS,2013,UKE4,2,4
1598,2013.0,NUTS,2013,UKE41,3,1
1599,2013.0,NUTS,2013,UKE42,3,2
1600,2013.0,NUTS,2013,UKE44,3,1
1601,2013.0,NUTS,2013,UKF,1,37
1602,2013.0,NUTS,2013,UKF1,2,33
1603,2013.0,NUTS,2013,UKF14,3,33
1604,2013.0,NUTS,2013,UKF2,2,4
1605,2013.0,NUTS,2013,UKF21,3,3
1606,2013.0,NUTS,2013,UKF22,3,1
1607,2013.0,NUTS,2013,UKG,1,17
1608,2013.0,NUTS,2013,UKG1,2,11
1609,2013.0,NUTS,2013,UKG13,3,11
1610,2013.0,NUTS,2013,UKG3,2,6
1611,2013.0,NUTS,2013,UKG31,3,6
1612,2013.0,NUTS,2013,UKH,1,34
1613,2013.0,NUTS,2013,UKH1,2,31
1614,2013.0,NUTS,2013,UKH12,3,30
1615,2013.0,NUTS,2013,UKH17,3,1
1616,2013.0,NUTS,2013,UKH2,2,3
1617,2013.0,NUTS,2013,UKH21,3,1
1618,2013.0,NUTS,2013,UKH23,3,2
1619,2013.0,NUTS,2013,UKI,1,26
1620,2013.0,NUTS,2013,UKI3,2,11
1621,2013.0,NUTS,2013,UKI31,3,4
1622,2013.0,NUTS,2013,UKI32,3,2
1623,2013.0,NUTS,2013,UKI33,3,5
1624,2013.0,NUTS,2013,UKI4,2,13
1625,2013.0,NUTS,2013,UKI42,3,12
1626,2013.0,NUTS,2013,UKI44,3,1
1627,2013.0,NUTS,2013,UKI7,2,2
1628,2013.0,NUTS,2013,UKI74,3,2
1629,2013.0,NUTS,2013,UKJ,1,43
1630,2013.0,NUTS,2013,UKJ1,2,28
1631,2013.0,NUTS,2013,UKJ11,3,1
1632,2013.0,NUTS,2013,UKJ14,3,27
1633,2013.0,NUTS,2013,UKJ2,2,4
1634,2013.0,NUTS,2013,UKJ25,3,4
1635,2013.0,NUTS,2013,UKJ3,2,10
1636,2013.0,NUTS,2013,UKJ31,3,1
1637,2013.0,NUTS,2013,UKJ32,3,9
1638,2013.0,NUTS,2013,UKJ4,2,1
1639,2013.0,NUTS,2013,UKJ44,3,1
1640,2013.0,NUTS,2013,UKK,1,12
1641,2013.0,NUTS,2013,UKK1,2,11
1642,2013.0,NUTS,2013,UKK11,3,6
1643,2013.0,NUTS,2013,UKK12,3,4
1644,2013.0,NUTS,2013,UKK14,3,1
1645,2013.0,NUTS,2013,UKK4,2,1
1646,2013.0,NUTS,2013,UKK43,3,1
1647,2013.0,NUTS,2013,UKL,1,8
1648,2013.0,NUTS,2013,UKL1,2,5
1649,2013.0,NUTS,2013,UKL14,3,4
1650,2013.0,NUTS,2013,UKL18,3,1
1651,2013.0,NUTS,2013,UKL2,2,3
1652,2013.0,NUTS,2013,UKL22,3,3
1653,2013.0,NUTS,2013,UKM,1,34
1654,2013.0,NUTS,2013,UKM2,2,28
1655,2013.0,NUTS,2013,UKM21,3,1
1656,2013.0,NUTS,2013,UKM25,3,27
1657,2013.0,NUTS,2013,UKM3,2,2
1658,2013.0,NUTS,2013,UKM34,3,2
1659,2013.0,NUTS,2013,UKM5,2,4
1660,2013.0,NUTS,2013,UKM50,3,4
1661,2014.0,NUTS,2013,AT,0,52
1662,2014.0,NUTS,2013,AT1,1,40
1663,2014.0,NUTS,2013,AT12,2,12
1664,2014.0,NUTS,2013,AT126,3,12
1665,2014.0,NUTS,2013,AT13,2,28
1666,2014.0,NUTS,2013,AT130,3,28
1667,2014.0,NUTS,2013,AT2,1,5
1668,2014.0,NUTS,2013,AT22,2,5
1669,2014.0,NUTS,2013,AT221,3,5
1670,2014.0,NUTS,2013,AT3,1,7
1671,2014.0,NUTS,2013,AT31,2,1
1672,2014.0,NUTS,2013,AT312,3,1
1673,2014.0,NUTS,2013,AT32,2,1
1674,2014.0,NUTS,2013,AT323,3,1
1675,2014.0,NUTS,2013,AT33,2,5
1676,2014.0,NUTS,2013,AT332,3,5
1677,2014.0,NUTS,2013,BE,0,32
1678,2014.0,NUTS,2013,BE1,1,9
1679,2014.0,NUTS,2013,BE10,2,9
1680,2014.0,NUTS,2013,BE100,3,9
1681,2014.0,NUTS,2013,BE2,1,13
1682,2014.0,NUTS,2013,BE21,2,2
1683,2014.0,NUTS,2013,BE211,3,1
1684,2014.0,NUTS,2013,BE213,3,1
1685,2014.0,NUTS,2013,BE22,2,3
1686,2014.0,NUTS,2013,BE221,3,3
1687,2014.0,NUTS,2013,BE23,2,8
1688,2014.0,NUTS,2013,BE234,3,8
1689,2014.0,NUTS,2013,BE3,1,10
1690,2014.0,NUTS,2013,BE31,2,1
1691,2014.0,NUTS,2013,BE310,3,1
1692,2014.0,NUTS,2013,BE32,2,4
1693,2014.0,NUTS,2013,BE323,3,4
1694,2014.0,NUTS,2013,BE33,2,5
1695,2014.0,NUTS,2013,BE332,3,5
1696,2014.0,NUTS,2013,CH,0,69
1697,2014.0,NUTS,2013,CH0,1,69
1698,2014.0,NUTS,2013,CH01,2,36
1699,2014.0,NUTS,2013,CH011,3,29
1700,2014.0,NUTS,2013,CH012,3,4
1701,2014.0,NUTS,2013,CH013,3,3
1702,2014.0,NUTS,2013,CH02,2,2
1703,2014.0,NUTS,2013,CH021,3,1
1704,2014.0,NUTS,2013,CH025,3,1
1705,2014.0,NUTS,2013,CH03,2,2
1706,2014.0,NUTS,2013,CH031,3,2
1707,2014.0,NUTS,2013,CH04,2,22
1708,2014.0,NUTS,2013,CH040,3,22
1709,2014.0,NUTS,2013,CH07,2,7
1710,2014.0,NUTS,2013,CH070,3,7
1711,2014.0,NUTS,2013,CY,0,4
1712,2014.0,NUTS,2013,CY0,1,4
1713,2014.0,NUTS,2013,CY00,2,4
1714,2014.0,NUTS,2013,CY000,3,4
1715,2014.0,NUTS,2013,CZ,0,16
1716,2014.0,NUTS,2013,CZ0,1,16
1717,2014.0,NUTS,2013,CZ01,2,4
1718,2014.0,NUTS,2013,CZ010,3,4
1719,2014.0,NUTS,2013,CZ06,2,9
1720,2014.0,NUTS,2013,CZ064,3,9
1721,2014.0,NUTS,2013,CZ07,2,3
1722,2014.0,NUTS,2013,CZ071,3,3
1723,2014.0,NUTS,2013,DE,0,177
1724,2014.0,NUTS,2013,DE1,1,20
1725,2014.0,NUTS,2013,DE11,2,1
1726,2014.0,NUTS,2013,DE111,3,1
1727,2014.0,NUTS,2013,DE12,2,9
1728,2014.0,NUTS,2013,DE122,3,3
1729,2014.0,NUTS,2013,DE125,3,5
1730,2014.0,NUTS,2013,DE126,3,1
1731,2014.0,NUTS,2013,DE13,2,8
1732,2014.0,NUTS,2013,DE131,3,8
1733,2014.0,NUTS,2013,DE14,2,2
1734,2014.0,NUTS,2013,DE144,3,2
1735,2014.0,NUTS,2013,DE2,1,55
1736,2014.0,NUTS,2013,DE21,2,50
1737,2014.0,NUTS,2013,DE212,3,50
1738,2014.0,NUTS,2013,DE22,2,1
1739,2014.0,NUTS,2013,DE222,3,1
1740,2014.0,NUTS,2013,DE24,2,1
1741,2014.0,NUTS,2013,DE242,3,1
1742,2014.0,NUTS,2013,DE25,2,3
1743,2014.0,NUTS,2013,DE252,3,3
1744,2014.0,NUTS,2013,DE3,1,22
1745,2014.0,NUTS,2013,DE30,2,22
1746,2014.0,NUTS,2013,DE300,3,22
1747,2014.0,NUTS,2013,DE4,1,6
1748,2014.0,NUTS,2013,DE40,2,6
1749,2014.0,NUTS,2013,DE402,3,1
1750,2014.0,NUTS,2013,DE403,3,1
1751,2014.0,NUTS,2013,DE404,3,4
1752,2014.0,NUTS,2013,DE5,1,8
1753,2014.0,NUTS,2013,DE50,2,8
1754,2014.0,NUTS,2013,DE501,3,8
1755,2014.0,NUTS,2013,DE6,1,5
1756,2014.0,NUTS,2013,DE60,2,5
1757,2014.0,NUTS,2013,DE600,3,5
1758,2014.0,NUTS,2013,DE7,1,4
1759,2014.0,NUTS,2013,DE71,2,3
1760,2014.0,NUTS,2013,DE712,3,3
1761,2014.0,NUTS,2013,DE73,2,1
1762,2014.0,NUTS,2013,DE731,3,1
1763,2014.0,NUTS,2013,DE8,1,4
1764,2014.0,NUTS,2013,DE80,2,4
1765,2014.0,NUTS,2013,DE803,3,4
1766,2014.0,NUTS,2013,DE9,1,5
1767,2014.0,NUTS,2013,DE91,2,5
1768,2014.0,NUTS,2013,DE911,3,1
1769,2014.0,NUTS,2013,DE915,3,4
1770,2014.0,NUTS,2013,DEA,1,19
1771,2014.0,NUTS,2013,DEA2,2,14
1772,2014.0,NUTS,2013,DEA22,3,7
1773,2014.0,NUTS,2013,DEA23,3,2
1774,2014.0,NUTS,2013,DEA2D,3,5
1775,2014.0,NUTS,2013,DEA3,2,2
1776,2014.0,NUTS,2013,DEA33,3,2
1777,2014.0,NUTS,2013,DEA4,2,1
1778,2014.0,NUTS,2013,DEA47,3,1
1779,2014.0,NUTS,2013,DEA5,2,2
1780,2014.0,NUTS,2013,DEA51,3,1
1781,2014.0,NUTS,2013,DEA5A,3,1
1782,2014.0,NUTS,2013,DEB,1,5
1783,2014.0,NUTS,2013,DEB2,2,1
1784,2014.0,NUTS,2013,DEB21,3,1
1785,2014.0,NUTS,2013,DEB3,2,4
1786,2014.0,NUTS,2013,DEB32,3,1
1787,2014.0,NUTS,2013,DEB33,3,3
1788,2014.0,NUTS,2013,DEC,1,3
1789,2014.0,NUTS,2013,DEC0,2,3
1790,2014.0,NUTS,2013,DEC01,3,3
1791,2014.0,NUTS,2013,DED,1,20
1792,2014.0,NUTS,2013,DED4,2,18
1793,2014.0,NUTS,2013,DED41,3,12
1794,2014.0,NUTS,2013,DED43,3,6
1795,2014.0,NUTS,2013,DED5,2,2
1796,2014.0,NUTS,2013,DED51,3,2
1797,2014.0,NUTS,2013,DEE,1,1
1798,2014.0,NUTS,2013,DEE0,2,1
1799,2014.0,NUTS,2013,DEE02,3,1
1800,2014.0,NUTS,2013,DK,0,14
1801,2014.0,NUTS,2013,DK0,1,14
1802,2014.0,NUTS,2013,DK01,2,11
1803,2014.0,NUTS,2013,DK011,3,7
1804,2014.0,NUTS,2013,DK012,3,4
1805,2014.0,NUTS,2013,DK03,2,1
1806,2014.0,NUTS,2013,DK031,3,1
1807,2014.0,NUTS,2013,DK05,2,2
1808,2014.0,NUTS,2013,DK050,3,2
1809,2014.0,NUTS,2013,EE,0,2
1810,2014.0,NUTS,2013,EE0,1,2
1811,2014.0,NUTS,2013,EE00,2,2
1812,2014.0,NUTS,2013,EE001,3,1
1813,2014.0,NUTS,2013,EE008,3,1
1814,2014.0,NUTS,2013,EL,0,18
1815,2014.0,NUTS,2013,EL3,1,7
1816,2014.0,NUTS,2013,EL30,2,7
1817,2014.0,NUTS,2013,EL303,3,4
1818,2014.0,NUTS,2013,EL307,3,3
1819,2014.0,NUTS,2013,EL4,1,3
1820,2014.0,NUTS,2013,EL41,2,1
1821,2014.0,NUTS,2013,EL411,3,1
1822,2014.0,NUTS,2013,EL43,2,2
1823,2014.0,NUTS,2013,EL431,3,1
1824,2014.0,NUTS,2013,EL433,3,1
1825,2014.0,NUTS,2013,EL5,1,4
1826,2014.0,NUTS,2013,EL52,2,3
1827,2014.0,NUTS,2013,EL522,3,3
1828,2014.0,NUTS,2013,EL54,2,1
1829,2014.0,NUTS,2013,EL543,3,1
1830,2014.0,NUTS,2013,EL6,1,4
1831,2014.0,NUTS,2013,EL63,2,4
1832,2014.0,NUTS,2013,EL632,3,4
1833,2014.0,NUTS,2013,ES,0,69
1834,2014.0,NUTS,2013,ES1,1,9
1835,2014.0,NUTS,2013,ES11,2,6
1836,2014.0,NUTS,2013,ES111,3,4
1837,2014.0,NUTS,2013,ES114,3,2
1838,2014.0,NUTS,2013,ES12,2,3
1839,2014.0,NUTS,2013,ES120,3,3
1840,2014.0,NUTS,2013,ES2,1,7
1841,2014.0,NUTS,2013,ES21,2,5
1842,2014.0,NUTS,2013,ES213,3,5
1843,2014.0,NUTS,2013,ES24,2,2
1844,2014.0,NUTS,2013,ES243,3,2
1845,2014.0,NUTS,2013,ES3,1,20
1846,2014.0,NUTS,2013,ES30,2,20
1847,2014.0,NUTS,2013,ES300,3,20
1848,2014.0,NUTS,2013,ES4,1,3
1849,2014.0,NUTS,2013,ES41,2,2
1850,2014.0,NUTS,2013,ES413,3,2
1851,2014.0,NUTS,2013,ES43,2,1
1852,2014.0,NUTS,2013,ES432,3,1
1853,2014.0,NUTS,2013,ES5,1,19
1854,2014.0,NUTS,2013,ES51,2,17
1855,2014.0,NUTS,2013,ES511,3,17
1856,2014.0,NUTS,2013,ES52,2,2
1857,2014.0,NUTS,2013,ES521,3,1
1858,2014.0,NUTS,2013,ES523,3,1
1859,2014.0,NUTS,2013,ES6,1,11
1860,2014.0,NUTS,2013,ES61,2,4
1861,2014.0,NUTS,2013,ES614,3,1
1862,2014.0,NUTS,2013,ES617,3,3
1863,2014.0,NUTS,2013,ES62,2,7
1864,2014.0,NUTS,2013,ES620,3,7
1865,2014.0,NUTS,2013,FI,0,12
1866,2014.0,NUTS,2013,FI1,1,12
1867,2014.0,NUTS,2013,FI19,2,2
1868,2014.0,NUTS,2013,FI193,3,2
1869,2014.0,NUTS,2013,FI1B,2,3
1870,2014.0,NUTS,2013,FI1B1,3,3
1871,2014.0,NUTS,2013,FI1C,2,5
1872,2014.0,NUTS,2013,FI1C1,3,5
1873,2014.0,NUTS,2013,FI1D,2,2
1874,2014.0,NUTS,2013,FI1D6,3,2
1875,2014.0,NUTS,2013,FR,0,183
1876,2014.0,NUTS,2013,FR1,1,134
1877,2014.0,NUTS,2013,FR10,2,134
1878,2014.0,NUTS,2013,FR101,3,46
1879,2014.0,NUTS,2013,FR102,3,1
1880,2014.0,NUTS,2013,FR103,3,54
1881,2014.0,NUTS,2013,FR104,3,30
1882,2014.0,NUTS,2013,FR105,3,2
1883,2014.0,NUTS,2013,FR108,3,1
1884,2014.0,NUTS,2013,FR2,1,1
1885,2014.0,NUTS,2013,FR24,2,1
1886,2014.0,NUTS,2013,FR246,3,1
1887,2014.0,NUTS,2013,FR3,1,6
1888,2014.0,NUTS,2013,FR30,2,6
1889,2014.0,NUTS,2013,FR301,3,6
1890,2014.0,NUTS,2013,FR4,1,8
1891,2014.0,NUTS,2013,FR41,2,5
1892,2014.0,NUTS,2013,FR411,3,5
1893,2014.0,NUTS,2013,FR42,2,1
1894,2014.0,NUTS,2013,FR421,3,1
1895,2014.0,NUTS,2013,FR43,2,2
1896,2014.0,NUTS,2013,FR431,3,2
1897,2014.0,NUTS,2013,FR5,1,13
1898,2014.0,NUTS,2013,FR51,2,9
1899,2014.0,NUTS,2013,FR511,3,2
1900,2014.0,NUTS,2013,FR512,3,5
1901,2014.0,NUTS,2013,FR514,3,2
1902,2014.0,NUTS,2013,FR52,2,4
1903,2014.0,NUTS,2013,FR523,3,3
1904,2014.0,NUTS,2013,FR524,3,1
1905,2014.0,NUTS,2013,FR6,1,2
1906,2014.0,NUTS,2013,FR61,2,1
1907,2014.0,NUTS,2013,FR612,3,1
1908,2014.0,NUTS,2013,FR62,2,1
1909,2014.0,NUTS,2013,FR623,3,1
1910,2014.0,NUTS,2013,FR7,1,7
1911,2014.0,NUTS,2013,FR71,2,7
1912,2014.0,NUTS,2013,FR714,3,2
1913,2014.0,NUTS,2013,FR715,3,3
1914,2014.0,NUTS,2013,FR716,3,1
1915,2014.0,NUTS,2013,FR717,3,1
1916,2014.0,NUTS,2013,FR8,1,12
1917,2014.0,NUTS,2013,FR81,2,3
1918,2014.0,NUTS,2013,FR813,3,3
1919,2014.0,NUTS,2013,FR82,2,9
1920,2014.0,NUTS,2013,FR823,3,2
1921,2014.0,NUTS,2013,FR824,3,7
1922,2014.0,NUTS,2013,HR,0,2
1923,2014.0,NUTS,2013,HR0,1,2
1924,2014.0,NUTS,2013,HR03,2,1
1925,2014.0,NUTS,2013,HR031,3,1
1926,2014.0,NUTS,2013,HR04,2,1
1927,2014.0,NUTS,2013,HR041,3,1
1928,2014.0,NUTS,2013,HU,0,12
1929,2014.0,NUTS,2013,HU1,1,6
1930,2014.0,NUTS,2013,HU10,2,6
1931,2014.0,NUTS,2013,HU101,3,6
1932,2014.0,NUTS,2013,HU2,1,1
1933,2014.0,NUTS,2013,HU21,2,1
1934,2014.0,NUTS,2013,HU213,3,1
1935,2014.0,NUTS,2013,HU3,1,5
1936,2014.0,NUTS,2013,HU32,2,4
1937,2014.0,NUTS,2013,HU321,3,4
1938,2014.0,NUTS,2013,HU33,2,1
1939,2014.0,NUTS,2013,HU333,3,1
1940,2014.0,NUTS,2013,IE,0,16
1941,2014.0,NUTS,2013,IE0,1,16
1942,2014.0,NUTS,2013,IE02,2,16
1943,2014.0,NUTS,2013,IE021,3,4
1944,2014.0,NUTS,2013,IE022,3,1
1945,2014.0,NUTS,2013,IE023,3,1
1946,2014.0,NUTS,2013,IE025,3,10
1947,2014.0,NUTS,2013,IS,0,3
1948,2014.0,NUTS,2013,IS0,1,3
1949,2014.0,NUTS,2013,IS00,2,3
1950,2014.0,NUTS,2013,IS001,3,3
1951,2014.0,NUTS,2013,IT,0,100
1952,2014.0,NUTS,2013,ITC,1,19
1953,2014.0,NUTS,2013,ITC1,2,8
1954,2014.0,NUTS,2013,ITC11,3,7
1955,2014.0,NUTS,2013,ITC12,3,1
1956,2014.0,NUTS,2013,ITC3,2,4
1957,2014.0,NUTS,2013,ITC33,3,4
1958,2014.0,NUTS,2013,ITC4,2,7
1959,2014.0,NUTS,2013,ITC41,3,1
1960,2014.0,NUTS,2013,ITC48,3,1
1961,2014.0,NUTS,2013,ITC4C,3,5
1962,2014.0,NUTS,2013,ITF,1,3
1963,2014.0,NUTS,2013,ITF1,2,2
1964,2014.0,NUTS,2013,ITF11,3,1
1965,2014.0,NUTS,2013,ITF12,3,1
1966,2014.0,NUTS,2013,ITF6,2,1
1967,2014.0,NUTS,2013,ITF61,3,1
1968,2014.0,NUTS,2013,ITG,1,14
1969,2014.0,NUTS,2013,ITG1,2,8
1970,2014.0,NUTS,2013,ITG13,3,1
1971,2014.0,NUTS,2013,ITG17,3,7
1972,2014.0,NUTS,2013,ITG2,2,6
1973,2014.0,NUTS,2013,ITG25,3,2
1974,2014.0,NUTS,2013,ITG27,3,4
1975,2014.0,NUTS,2013,ITH,1,26
1976,2014.0,NUTS,2013,ITH1,2,4
1977,2014.0,NUTS,2013,ITH10,3,4
1978,2014.0,NUTS,2013,ITH2,2,11
1979,2014.0,NUTS,2013,ITH20,3,11
1980,2014.0,NUTS,2013,ITH3,2,5
1981,2014.0,NUTS,2013,ITH36,3,5
1982,2014.0,NUTS,2013,ITH4,2,2
1983,2014.0,NUTS,2013,ITH42,3,2
1984,2014.0,NUTS,2013,ITH5,2,4
1985,2014.0,NUTS,2013,ITH55,3,2
1986,2014.0,NUTS,2013,ITH56,3,2
1987,2014.0,NUTS,2013,ITI,1,38
1988,2014.0,NUTS,2013,ITI1,2,25
1989,2014.0,NUTS,2013,ITI14,3,24
1990,2014.0,NUTS,2013,ITI17,3,1
1991,2014.0,NUTS,2013,ITI2,2,1
1992,2014.0,NUTS,2013,ITI21,3,1
1993,2014.0,NUTS,2013,ITI3,2,1
1994,2014.0,NUTS,2013,ITI33,3,1
1995,2014.0,NUTS,2013,ITI4,2,11
1996,2014.0,NUTS,2013,ITI43,3,11
1997,2014.0,NUTS,2013,LU,0,6
1998,2014.0,NUTS,2013,LU0,1,6
1999,2014.0,NUTS,2013,LU00,2,6
2000,2014.0,NUTS,2013,LU000,3,6
2001,2014.0,NUTS,2013,LV,0,1
2002,2014.0,NUTS,2013,LV0,1,1
2003,2014.0,NUTS,2013,LV00,2,1
2004,2014.0,NUTS,2013,LV006,3,1
2005,2014.0,NUTS,2013,NL,0,67
2006,2014.0,NUTS,2013,NL1,1,1
2007,2014.0,NUTS,2013,NL11,2,1
2008,2014.0,NUTS,2013,NL113,3,1
2009,2014.0,NUTS,2013,NL2,1,23
2010,2014.0,NUTS,2013,NL22,2,23
2011,2014.0,NUTS,2013,NL226,3,23
2012,2014.0,NUTS,2013,NL3,1,38
2013,2014.0,NUTS,2013,NL31,2,2
2014,2014.0,NUTS,2013,NL310,3,2
2015,2014.0,NUTS,2013,NL32,2,23
2016,2014.0,NUTS,2013,NL326,3,23
2017,2014.0,NUTS,2013,NL33,2,13
2018,2014.0,NUTS,2013,NL333,3,9
2019,2014.0,NUTS,2013,NL337,3,2
2020,2014.0,NUTS,2013,NL339,3,2
2021,2014.0,NUTS,2013,NL4,1,5
2022,2014.0,NUTS,2013,NL41,2,3
2023,2014.0,NUTS,2013,NL412,3,1
2024,2014.0,NUTS,2013,NL414,3,2
2025,2014.0,NUTS,2013,NL42,2,2
2026,2014.0,NUTS,2013,NL423,3,2
2027,2014.0,NUTS,2013,NO,0,6
2028,2014.0,NUTS,2013,NO0,1,6
2029,2014.0,NUTS,2013,NO01,2,3
2030,2014.0,NUTS,2013,NO011,3,2
2031,2014.0,NUTS,2013,NO012,3,1
2032,2014.0,NUTS,2013,NO05,2,2
2033,2014.0,NUTS,2013,NO051,3,2
2034,2014.0,NUTS,2013,NO06,2,1
2035,2014.0,NUTS,2013,NO061,3,1
2036,2014.0,NUTS,2013,PL,0,22
2037,2014.0,NUTS,2013,PL1,1,10
2038,2014.0,NUTS,2013,PL11,2,3
2039,2014.0,NUTS,2013,PL113,3,3
2040,2014.0,NUTS,2013,PL12,2,7
2041,2014.0,NUTS,2013,PL127,3,7
2042,2014.0,NUTS,2013,PL2,1,8
2043,2014.0,NUTS,2013,PL21,2,5
2044,2014.0,NUTS,2013,PL213,3,5
2045,2014.0,NUTS,2013,PL22,2,3
2046,2014.0,NUTS,2013,PL229,3,1
2047,2014.0,NUTS,2013,PL22A,3,2
2048,2014.0,NUTS,2013,PL4,1,1
2049,2014.0,NUTS,2013,PL41,2,1
2050,2014.0,NUTS,2013,PL415,3,1
2051,2014.0,NUTS,2013,PL5,1,3
2052,2014.0,NUTS,2013,PL51,2,3
2053,2014.0,NUTS,2013,PL514,3,3
2054,2014.0,NUTS,2013,PT,0,23
2055,2014.0,NUTS,2013,PT1,1,23
2056,2014.0,NUTS,2013,PT11,2,7
2057,2014.0,NUTS,2013,PT119,3,1
2058,2014.0,NUTS,2013,PT11A,3,6
2059,2014.0,NUTS,2013,PT16,2,1
2060,2014.0,NUTS,2013,PT16E,3,1
2061,2014.0,NUTS,2013,PT17,2,15
2062,2014.0,NUTS,2013,PT170,3,15
2063,2014.0,NUTS,2013,RO,0,1
2064,2014.0,NUTS,2013,RO3,1,1
2065,2014.0,NUTS,2013,RO32,2,1
2066,2014.0,NUTS,2013,RO321,3,1
2067,2014.0,NUTS,2013,SE,0,39
2068,2014.0,NUTS,2013,SE1,1,35
2069,2014.0,NUTS,2013,SE11,2,17
2070,2014.0,NUTS,2013,SE110,3,17
2071,2014.0,NUTS,2013,SE12,2,18
2072,2014.0,NUTS,2013,SE121,3,10
2073,2014.0,NUTS,2013,SE123,3,7
2074,2014.0,NUTS,2013,SE124,3,1
2075,2014.0,NUTS,2013,SE2,1,3
2076,2014.0,NUTS,2013,SE21,2,1
2077,2014.0,NUTS,2013,SE213,3,1
2078,2014.0,NUTS,2013,SE23,2,2
2079,2014.0,NUTS,2013,SE232,3,2
2080,2014.0,NUTS,2013,SE3,1,1
2081,2014.0,NUTS,2013,SE33,2,1
2082,2014.0,NUTS,2013,SE332,3,1
2083,2014.0,NUTS,2013,SI,0,6
2084,2014.0,NUTS,2013,SI0,1,6
2085,2014.0,NUTS,2013,SI03,2,4
2086,2014.0,NUTS,2013,SI032,3,4
2087,2014.0,NUTS,2013,SI04,2,2
2088,2014.0,NUTS,2013,SI041,3,2
2089,2014.0,NUTS,2013,SK,0,1
2090,2014.0,NUTS,2013,SK0,1,1
2091,2014.0,NUTS,2013,SK04,2,1
2092,2014.0,NUTS,2013,SK041,3,1
2093,2014.0,NUTS,2013,TR,0,12
2094,2014.0,NUTS,2013,TR1,1,1
2095,2014.0,NUTS,2013,TR10,2,1
2096,2014.0,NUTS,2013,TR100,3,1
2097,2014.0,NUTS,2013,TR5,1,9
2098,2014.0,NUTS,2013,TR51,2,9
2099,2014.0,NUTS,2013,TR510,3,9
2100,2014.0,NUTS,2013,TR8,1,2
2101,2014.0,NUTS,2013,TR82,2,2
2102,2014.0,NUTS,2013,TR822,3,2
2103,2014.0,NUTS,2013,UK,0,275
2104,2014.0,NUTS,2013,UKC,1,5
2105,2014.0,NUTS,2013,UKC1,2,4
2106,2014.0,NUTS,2013,UKC12,3,1
2107,2014.0,NUTS,2013,UKC14,3,3
2108,2014.0,NUTS,2013,UKC2,2,1
2109,2014.0,NUTS,2013,UKC22,3,1
2110,2014.0,NUTS,2013,UKD,1,20
2111,2014.0,NUTS,2013,UKD3,2,7
2112,2014.0,NUTS,2013,UKD33,3,7
2113,2014.0,NUTS,2013,UKD4,2,2
2114,2014.0,NUTS,2013,UKD44,3,2
2115,2014.0,NUTS,2013,UKD7,2,11
2116,2014.0,NUTS,2013,UKD72,3,11
2117,2014.0,NUTS,2013,UKE,1,8
2118,2014.0,NUTS,2013,UKE2,2,2
2119,2014.0,NUTS,2013,UKE21,3,2
2120,2014.0,NUTS,2013,UKE3,2,3
2121,2014.0,NUTS,2013,UKE32,3,3
2122,2014.0,NUTS,2013,UKE4,2,3
2123,2014.0,NUTS,2013,UKE42,3,3
2124,2014.0,NUTS,2013,UKF,1,22
2125,2014.0,NUTS,2013,UKF1,2,15
2126,2014.0,NUTS,2013,UKF14,3,15
2127,2014.0,NUTS,2013,UKF2,2,7
2128,2014.0,NUTS,2013,UKF21,3,5
2129,2014.0,NUTS,2013,UKF22,3,2
2130,2014.0,NUTS,2013,UKG,1,9
2131,2014.0,NUTS,2013,UKG1,2,9
2132,2014.0,NUTS,2013,UKG13,3,9
2133,2014.0,NUTS,2013,UKH,1,45
2134,2014.0,NUTS,2013,UKH1,2,44
2135,2014.0,NUTS,2013,UKH12,3,41
2136,2014.0,NUTS,2013,UKH14,3,2
2137,2014.0,NUTS,2013,UKH15,3,1
2138,2014.0,NUTS,2013,UKH2,2,1
2139,2014.0,NUTS,2013,UKH23,3,1
2140,2014.0,NUTS,2013,UKI,1,32
2141,2014.0,NUTS,2013,UKI3,2,25
2142,2014.0,NUTS,2013,UKI31,3,1
2143,2014.0,NUTS,2013,UKI32,3,12
2144,2014.0,NUTS,2013,UKI33,3,12
2145,2014.0,NUTS,2013,UKI4,2,7
2146,2014.0,NUTS,2013,UKI42,3,7
2147,2014.0,NUTS,2013,UKJ,1,81
2148,2014.0,NUTS,2013,UKJ1,2,65
2149,2014.0,NUTS,2013,UKJ14,3,65
2150,2014.0,NUTS,2013,UKJ2,2,6
2151,2014.0,NUTS,2013,UKJ22,3,1
2152,2014.0,NUTS,2013,UKJ25,3,5
2153,2014.0,NUTS,2013,UKJ3,2,8
2154,2014.0,NUTS,2013,UKJ32,3,8
2155,2014.0,NUTS,2013,UKJ4,2,2
2156,2014.0,NUTS,2013,UKJ44,3,2
