year,nuts_id,nuts_year_spec,r&d_private_eur_hab
2015,EL54,2016,10.3
2017,EL54,2016,53.8
2018,EL54,2016,28.5
2015,EL61,2016,3.4
2017,EL61,2016,12.6
2018,EL61,2016,24.4
2015,EL62,2016,3.9
2017,EL62,2016,3.8
2018,EL62,2016,13.3
2015,EL63,2016,22.1
2017,EL63,2016,28.4
2018,EL63,2016,32.7
2015,EL64,2016,49.0
2017,EL64,2016,55.3
2018,EL64,2016,56.9
2015,EL65,2016,5.6
2017,EL65,2016,17.2
2018,EL65,2016,41.8
2014,ES11,2016,82.7
2015,ES11,2016,81.5
2016,ES11,2016,87.9
2017,ES11,2016,106.3
2018,ES11,2016,109.5
2014,ES12,2016,84.0
2015,ES12,2016,67.6
2016,ES12,2016,71.1
2017,ES12,2016,94.7
2018,ES12,2016,110.0
2014,ES13,2016,61.3
2015,ES13,2016,61.5
2016,ES13,2016,61.8
2017,ES13,2016,68.8
2018,ES13,2016,80.9
2014,ES21,2016,450.0
2015,ES21,2016,432.8
2016,ES21,2016,452.4
2017,ES21,2016,467.9
2018,ES21,2016,508.6
2014,ES22,2016,339.6
2015,ES22,2016,320.6
2016,ES22,2016,331.0
2017,ES22,2016,373.2
2018,ES22,2016,361.9
2014,ES23,2016,124.8
2015,ES23,2016,108.4
2016,ES23,2016,102.3
2017,ES23,2016,124.8
2018,ES23,2016,105.5
2014,ES24,2016,128.4
2015,ES24,2016,120.6
2016,ES24,2016,121.3
2017,ES24,2016,133.0
2018,ES24,2016,143.9
2014,ES30,2016,288.6
2015,ES30,2016,313.1
2016,ES30,2016,310.2
2017,ES30,2016,328.4
2018,ES30,2016,352.1
2014,ES41,2016,113.5
2015,ES41,2016,116.2
2016,ES41,2016,147.9
2017,ES41,2016,180.2
2018,ES41,2016,206.7
2014,ES42,2016,57.0
2015,ES42,2016,49.4
2016,ES42,2016,63.0
2017,ES42,2016,64.7
2018,ES42,2016,64.0
2014,ES43,2016,23.6
2015,ES43,2016,18.3
2016,ES43,2016,18.4
2017,ES43,2016,23.2
2018,ES43,2016,28.0
2014,ES51,2016,225.5
2015,ES51,2016,239.7
2016,ES51,2016,240.1
2017,ES51,2016,257.8
2018,ES51,2016,286.6
2014,ES52,2016,83.3
2015,ES52,2016,83.8
2016,ES52,2016,88.0
2017,ES52,2016,96.0
2018,ES52,2016,108.2
2014,ES53,2016,10.6
2015,ES53,2016,11.6
2016,ES53,2016,16.7
2017,ES53,2016,25.2
2018,ES53,2016,37.7
2014,ES61,2016,63.2
2015,ES61,2016,60.2
2016,ES61,2016,59.7
2017,ES61,2016,63.0
2018,ES61,2016,65.3
2014,ES62,2016,68.3
2015,ES62,2016,70.4
2016,ES62,2016,83.9
2017,ES62,2016,86.9
2018,ES62,2016,98.3
2014,ES63,2016,
2015,ES63,2016,0.0
2016,ES63,2016,
2017,ES63,2016,
2018,ES63,2016,
2014,ES64,2016,
2015,ES64,2016,0.0
2016,ES64,2016,
2017,ES64,2016,
2018,ES64,2016,
2014,ES70,2016,16.8
2015,ES70,2016,16.9
2016,ES70,2016,15.5
2017,ES70,2016,15.8
2018,ES70,2016,19.8
2014,EU28,2016,363.5
2015,EU28,2016,385.7
2016,EU28,2016,394.4
2017,EU28,2016,417.9
2018,EU28,2016,437.3
2015,FI19,2016,695.5
2016,FI19,2016,597.2
2017,FI19,2016,600.0
2018,FI19,2016,657.0
2015,FI1B,2016,1233.3
2016,FI1B,2016,1212.8
2017,FI1B,2016,1255.1
2018,FI1B,2016,1290.3
2015,FI1C,2016,416.9
2016,FI1C,2016,395.1
2017,FI1C,2016,374.1
2018,FI1C,2016,381.4
2015,FI1D,2016,480.4
2016,FI1D,2016,501.0
2017,FI1D,2016,545.2
2018,FI1D,2016,571.4
2015,FI20,2016,100.3
2016,FI20,2016,138.0
2017,FI20,2016,123.2
2018,FI20,2016,166.2
2014,HR03,2016,18.9
2015,HR03,2016,16.8
2016,HR03,2016,11.6
2017,HR03,2016,16.7
2018,HR03,2016,18.4
2014,HR04,2016,48.4
2015,HR04,2016,59.7
2016,HR04,2016,60.6
2017,HR04,2016,65.7
2018,HR04,2016,79.1
2014,HU10,2016,227.7
2015,HU10,2016,242.7
2016,HU10,2016,237.8
2017,HU11,2016,452.8
2018,HU11,2016,560.1
2017,HU12,2016,44.5
2018,HU12,2016,82.9
2014,HU21,2016,78.8
2015,HU21,2016,75.1
2016,HU21,2016,74.0
2017,HU21,2016,102.1
2018,HU21,2016,143.9
2014,HU22,2016,51.9
2015,HU22,2016,54.8
2016,HU22,2016,51.7
2017,HU22,2016,61.6
2018,HU22,2016,77.3
2014,HU23,2016,19.5
2015,HU23,2016,11.4
2016,HU23,2016,12.1
2017,HU23,2016,30.5
2018,HU23,2016,39.4
2014,HU31,2016,39.8
2015,HU31,2016,29.7
2016,HU31,2016,24.1
2017,HU31,2016,32.3
2018,HU31,2016,44.0
2014,HU32,2016,53.8
2015,HU32,2016,56.4
2016,HU32,2016,47.5
2017,HU32,2016,47.7
2018,HU32,2016,47.0
2014,HU33,2016,52.3
2015,HU33,2016,97.0
2016,HU33,2016,52.8
2017,HU33,2016,57.0
2018,HU33,2016,68.1
2015,IE01,2016,307.2
2017,IE01,2016,329.7
2015,IE02,2016,539.5
2017,IE02,2016,669.6
2014,IS00,2016,489.1
2015,IS00,2016,690.9
2016,IS00,2016,768.7
2017,IS00,2016,868.4
2018,IS00,2016,821.4
2014,ITC1,2016,502.2
2015,ITC1,2016,499.0
2016,ITC1,2016,521.4
2017,ITC1,2016,518.5
2018,ITC1,2016,565.8
2014,ITC2,2016,94.5
2015,ITC2,2016,160.6
2016,ITC2,2016,150.5
2017,ITC2,2016,139.1
2018,ITC2,2016,129.1
2014,ITC3,2016,217.0
2015,ITC3,2016,250.7
2016,ITC3,2016,284.6
2017,ITC3,2016,261.5
2018,ITC3,2016,239.8
2014,ITC4,2016,325.4
2015,ITC4,2016,323.2
2016,ITC4,2016,349.8
2017,ITC4,2016,373.1
2018,ITC4,2016,399.3
2014,ITF1,2016,91.2
2015,ITF1,2016,88.2
2016,ITF1,2016,108.4
2017,ITF1,2016,119.8
2018,ITF1,2016,110.4
2014,ITF2,2016,58.0
2015,ITF2,2016,121.9
2016,ITF2,2016,137.3
2017,ITF2,2016,157.1
2018,ITF2,2016,194.5
2014,ITF3,2016,86.2
2015,ITF3,2016,93.8
2016,ITF3,2016,93.0
2017,ITF3,2016,100.0
2018,ITF3,2016,111.3
2014,ITF4,2016,48.8
2015,ITF4,2016,64.3
2016,ITF4,2016,49.8
2017,ITF4,2016,56.4
2018,ITF4,2016,60.6
2014,ITF5,2016,8.5
2015,ITF5,2016,22.9
2016,ITF5,2016,26.0
2017,ITF5,2016,45.5
2018,ITF5,2016,42.5
2014,ITF6,2016,8.0
2015,ITF6,2016,13.5
2016,ITF6,2016,16.0
2017,ITF6,2016,23.4
2018,ITF6,2016,26.0
2014,ITG1,2016,43.2
2015,ITG1,2016,48.2
2016,ITG1,2016,44.1
2017,ITG1,2016,45.1
2018,ITG1,2016,53.5
2014,ITG2,2016,9.3
2015,ITG2,2016,19.4
2016,ITG2,2016,25.1
2017,ITG2,2016,21.0
2018,ITG2,2016,25.3
2014,ITH1,2016,185.7
2015,ITH1,2016,196.7
2016,ITH1,2016,186.6
2017,ITH1,2016,180.9
2018,ITH1,2016,249.2
2014,ITH2,2016,301.8
2015,ITH2,2016,293.1
2016,ITH2,2016,206.6
2017,ITH2,2016,225.4
2018,ITH2,2016,248.8
2014,ITH3,2016,217.6
2015,ITH3,2016,229.2
2016,ITH3,2016,284.2
2017,ITH3,2016,313.4
2018,ITH3,2016,335.9
2014,ITH4,2016,245.6
2015,ITH4,2016,250.7
2016,ITH4,2016,255.9
2017,ITH4,2016,263.6
2018,ITH4,2016,282.1
2014,ITH5,2016,378.9
2015,ITH5,2016,427.8
2016,ITH5,2016,514.5
2017,ITH5,2016,531.7
2018,ITH5,2016,562.7
2014,ITI1,2016,208.1
2015,ITI1,2016,210.0
2016,ITI1,2016,212.2
2017,ITI1,2016,263.6
2018,ITI1,2016,299.1
2014,ITI2,2016,57.9
2015,ITI2,2016,61.9
2016,ITI2,2016,85.4
2017,ITI2,2016,103.3
2018,ITI2,2016,123.8
2014,ITI3,2016,127.8
2015,ITI3,2016,125.4
2016,ITI3,2016,170.8
2017,ITI3,2016,190.5
2018,ITI3,2016,192.0
2014,ITI4,2016,181.2
2015,ITI4,2016,187.4
2016,ITI4,2016,210.3
2017,ITI4,2016,208.5
2018,ITI4,2016,219.2
2014,LT00,2016,39.5
2015,LT01,2016,94.5
2016,LT01,2016,99.8
2017,LT01,2016,106.2
2018,LT01,2016,149.2
2015,LT02,2016,14.4
2016,LT02,2016,16.4
2017,LT02,2016,26.4
2018,LT02,2016,29.0
2014,LU00,2016,603.8
2015,LU00,2016,635.0
2016,LU00,2016,685.5
2017,LU00,2016,680.6
2018,LU00,2016,623.1
2014,LV00,2016,28.9
2015,LV00,2016,18.9
2016,LV00,2016,13.7
2017,LV00,2016,19.2
2018,LV00,2016,23.9
2014,ME00,2016,7.8
2015,ME00,2016,6.7
2016,ME00,2016,3.4
2017,ME00,2016,4.5
2018,ME00,2016,14.5
2015,MK00,2016,3.4
2016,MK00,2016,4.8
2017,MK00,2016,4.5
2018,MK00,2016,5.8
2014,MT00,2016,77.9
2015,MT00,2016,83.5
2016,MT00,2016,80.7
2017,MT00,2016,93.6
2018,MT00,2016,98.8
2014,NL11,2016,
2015,NL11,2016,
2016,NL11,2016,
2017,NL11,2016,
2018,NL11,2016,
2014,NL12,2016,
2015,NL12,2016,
2016,NL12,2016,
2017,NL12,2016,
2018,NL12,2016,
2014,NL13,2016,
2015,NL13,2016,
2016,NL13,2016,
2017,NL13,2016,
2018,NL13,2016,
2014,NL21,2016,
2015,NL21,2016,
2016,NL21,2016,
2017,NL21,2016,
2018,NL21,2016,
2014,NL22,2016,
2015,NL22,2016,
2016,NL22,2016,
2017,NL22,2016,
2018,NL22,2016,
2014,NL23,2016,
2015,NL23,2016,
2016,NL23,2016,
2017,NL23,2016,
2018,NL23,2016,
2014,NL31,2016,
2015,NL31,2016,
2016,NL31,2016,
2017,NL31,2016,
2018,NL31,2016,
2014,NL32,2016,
2015,NL32,2016,
2016,NL32,2016,
2017,NL32,2016,
2018,NL32,2016,
2014,NL33,2016,
2015,NL33,2016,
2016,NL33,2016,
2017,NL33,2016,
2018,NL33,2016,
2014,NL34,2016,
2015,NL34,2016,
2016,NL34,2016,
2017,NL34,2016,
2018,NL34,2016,
2014,NL41,2016,
2015,NL41,2016,
2016,NL41,2016,
2017,NL41,2016,
2018,NL41,2016,
2014,NL42,2016,
2015,NL42,2016,
2016,NL42,2016,
2017,NL42,2016,
2018,NL42,2016,
2014,NO01,2016,1121.3
2015,NO01,2016,1163.7
2016,NO01,2016,1144.6
2017,NO01,2016,1199.2
2018,NO01,2016,1164.1
2014,NO02,2016,196.4
2015,NO02,2016,194.2
2016,NO02,2016,201.2
2017,NO02,2016,229.1
2018,NO02,2016,231.7
2014,NO03,2016,585.1
2015,NO03,2016,568.1
2016,NO03,2016,560.9
2017,NO03,2016,568.9
2018,NO03,2016,590.3
2014,NO04,2016,482.6
2015,NO04,2016,497.1
2016,NO04,2016,549.4
2017,NO04,2016,573.2
2018,NO04,2016,573.4
2014,NO05,2016,418.4
2015,NO05,2016,449.2
2016,NO05,2016,441.9
2017,NO05,2016,537.1
2018,NO05,2016,576.7
2014,NO06,2016,1449.9
2015,NO06,2016,1516.4
2016,NO06,2016,1380.5
2017,NO06,2016,1440.4
2018,NO06,2016,1332.0
2014,NO07,2016,200.6
2015,NO07,2016,226.2
2016,NO07,2016,277.4
2017,NO07,2016,299.3
2018,NO07,2016,313.8
2014,PL11,2016,20.4
2015,PL11,2016,28.6
2014,PL12,2016,140.0
2015,PL12,2016,134.1
2014,PL21,2016,62.3
2015,PL21,2016,67.9
2016,PL21,2016,169.2
2017,PL21,2016,131.8
2018,PL21,2016,170.1
2014,PL22,2016,29.9
2015,PL22,2016,39.2
2016,PL22,2016,40.4
2017,PL22,2016,52.5
2018,PL22,2016,67.9
2014,PL31,2016,11.7
2015,PL31,2016,20.0
2014,PL32,2016,81.9
2015,PL32,2016,77.5
2014,PL33,2016,9.5
2015,PL33,2016,21.9
2014,PL34,2016,10.1
2015,PL34,2016,18.4
2014,PL41,2016,24.0
2015,PL41,2016,33.1
2016,PL41,2016,37.4
2017,PL41,2016,44.0
2018,PL41,2016,53.3
2014,PL42,2016,8.1
2015,PL42,2016,12.1
2016,PL42,2016,13.2
2017,PL42,2016,22.6
2018,PL42,2016,25.7
2014,PL43,2016,8.5
2015,PL43,2016,13.5
2016,PL43,2016,12.7
2017,PL43,2016,29.1
2018,PL43,2016,39.8
2014,PL51,2016,52.5
2015,PL51,2016,62.0
2016,PL51,2016,57.2
2017,PL51,2016,78.2
2018,PL51,2016,98.1
2014,PL52,2016,8.7
2015,PL52,2016,13.0
2016,PL52,2016,16.5
2017,PL52,2016,30.1
2018,PL52,2016,50.6
2014,PL61,2016,16.1
2015,PL61,2016,27.5
2016,PL61,2016,21.1
2017,PL61,2016,33.0
2018,PL61,2016,45.1
2014,PL62,2016,4.4
2015,PL62,2016,5.1
2016,PL62,2016,11.6
2017,PL62,2016,21.9
2018,PL62,2016,21.6
2014,PL63,2016,63.0
2015,PL63,2016,74.1
2016,PL63,2016,88.7
2017,PL63,2016,90.7
2018,PL63,2016,136.5
2016,PL71,2016,31.3
2017,PL71,2016,41.8
2018,PL71,2016,58.3
2016,PL72,2016,13.2
2017,PL72,2016,20.8
2018,PL72,2016,37.6
2016,PL81,2016,18.6
2017,PL81,2016,21.4
2018,PL81,2016,32.0
2016,PL82,2016,62.9
2017,PL82,2016,75.2
2018,PL82,2016,85.7
2016,PL84,2016,11.2
2017,PL84,2016,15.9
2018,PL84,2016,26.9
2016,PL91,2016,341.9
2017,PL91,2016,416.3
2018,PL91,2016,498.5
2016,PL92,2016,22.3
2017,PL92,2016,26.9
2018,PL92,2016,40.3
2014,PT11,2016,97.9
2015,PT11,2016,97.8
2016,PT11,2016,103.6
2017,PT11,2016,129.6
2018,PT11,2016,140.1
2014,PT15,2016,8.8
2015,PT15,2016,13.0
2016,PT15,2016,11.1
2017,PT15,2016,11.0
2018,PT15,2016,12.3
2014,PT16,2016,92.7
2015,PT16,2016,87.5
2016,PT16,2016,103.1
2017,PT16,2016,114.4
2018,PT16,2016,117.1
2014,PT17,2016,155.1
2015,PT17,2016,157.7
2016,PT17,2016,181.0
2017,PT17,2016,188.5
2018,PT17,2016,211.1
2014,PT18,2016,32.6
2015,PT18,2016,41.9
2016,PT18,2016,45.2
2017,PT18,2016,54.6
2018,PT18,2016,71.3
2014,PT20,2016,3.0
2015,PT20,2016,5.4
2016,PT20,2016,3.6
2017,PT20,2016,6.7
2018,PT20,2016,7.7
2014,PT30,2016,14.5
2015,PT30,2016,14.5
2016,PT30,2016,12.0
2017,PT30,2016,17.9
2018,PT30,2016,24.0
2014,RO11,2016,5.8
2015,RO11,2016,9.1
2016,RO11,2016,6.1
2017,RO11,2016,7.4
2018,RO11,2016,6.4
2014,RO12,2016,17.6
2015,RO12,2016,18.3
2016,RO12,2016,22.4
2017,RO12,2016,20.5
2018,RO12,2016,27.4
2014,RO21,2016,2.7
2015,RO21,2016,2.2
2016,RO21,2016,2.1
2017,RO21,2016,2.1
2018,RO21,2016,2.4
2014,RO22,2016,0.6
2015,RO22,2016,1.3
2016,RO22,2016,0.8
2017,RO22,2016,0.4
2018,RO22,2016,0.0
2014,RO31,2016,19.7
2015,RO31,2016,19.7
2016,RO31,2016,23.1
2017,RO31,2016,22.6
2018,RO31,2016,23.3
2014,RO32,2016,45.1
2015,RO32,2016,71.9
2016,RO32,2016,108.4
2017,RO32,2016,150.1
2018,RO32,2016,162.5
2014,RO41,2016,1.0
2015,RO41,2016,1.0
2016,RO41,2016,1.0
2017,RO41,2016,2.6
2018,RO41,2016,9.3
2014,RO42,2016,3.2
2015,RO42,2016,22.6
2016,RO42,2016,30.5
2017,RO42,2016,25.1
2018,RO42,2016,33.1
2018,RS11,2016,61.9
2018,RS12,2016,24.5
2018,RS21,2016,0.5
2018,RS22,2016,2.0
2015,SE11,2016,1840.7
2017,SE11,2016,1810.4
2015,SE12,2016,928.0
2017,SE12,2016,853.4
2015,SE21,2016,497.7
2017,SE21,2016,
2015,SE22,2016,802.4
2017,SE22,2016,841.2
2015,SE23,2016,1317.6
2017,SE23,2016,1874.4
2015,SE31,2016,391.3
2017,SE31,2016,371.9
2015,SE32,2016,192.0
2017,SE32,2016,
2015,SE33,2016,275.7
2017,SE33,2016,250.0
2014,SI03,2016,276.8
2015,SI03,2016,237.4
2016,SI03,2016,227.0
2017,SI03,2016,225.1
2018,SI03,2016,252.6
2014,SI04,2016,398.9
2015,SI04,2016,403.3
2016,SI04,2016,377.3
2017,SI04,2016,363.6
2018,SI04,2016,396.3
2014,SK01,2016,160.3
2015,SK01,2016,172.6
2016,SK01,2016,241.4
2017,SK01,2016,292.3
2018,SK01,2016,246.2
2014,SK02,2016,43.9
2015,SK02,2016,47.2
2016,SK02,2016,44.7
2017,SK02,2016,68.0
2018,SK02,2016,78.5
2014,SK03,2016,33.6
2015,SK03,2016,34.4
2016,SK03,2016,36.4
2017,SK03,2016,38.2
2018,SK03,2016,42.9
2014,SK04,2016,13.4
2015,SK04,2016,11.4
2016,SK04,2016,24.1
2017,SK04,2016,25.9
2018,SK04,2016,27.6
2014,UKC1,2016,127.1
2015,UKC1,2016,147.5
2016,UKC1,2016,100.0
2017,UKC1,2016,128.6
2018,UKC1,2016,175.5
2014,UKC2,2016,140.4
2015,UKC2,2016,171.8
2016,UKC2,2016,173.0
2017,UKC2,2016,196.7
2018,UKC2,2016,200.5
2014,UKD1,2016,268.8
2015,UKD1,2016,368.9
2016,UKD1,2016,327.6
2017,UKD1,2016,322.1
2018,UKD1,2016,364.4
2014,UKD3,2016,111.5
2015,UKD3,2016,144.4
2016,UKD3,2016,146.4
2017,UKD3,2016,141.1
2018,UKD3,2016,152.3
2014,UKD4,2016,180.7
2015,UKD4,2016,215.1
2016,UKD4,2016,238.7
2017,UKD4,2016,195.0
2018,UKD4,2016,202.1
2014,UKD6,2016,1301.2
2015,UKD6,2016,1753.3
2016,UKD6,2016,1521.3
2017,UKD6,2016,1164.1
2018,UKD6,2016,941.7
2014,UKD7,2016,225.2
2015,UKD7,2016,268.8
2016,UKD7,2016,352.9
2017,UKD7,2016,363.0
2018,UKD7,2016,330.3
2014,UKE1,2016,171.6
2015,UKE1,2016,216.1
2016,UKE1,2016,200.8
2017,UKE1,2016,210.3
2018,UKE1,2016,223.1
2014,UKE2,2016,239.9
2015,UKE2,2016,367.2
2016,UKE2,2016,288.0
2017,UKE2,2016,297.8
2018,UKE2,2016,319.2
2014,UKE3,2016,86.4
2015,UKE3,2016,115.7
2016,UKE3,2016,90.5
2017,UKE3,2016,123.1
2018,UKE3,2016,102.3
2014,UKE4,2016,164.8
2015,UKE4,2016,183.9
2016,UKE4,2016,161.7
2017,UKE4,2016,199.8
2018,UKE4,2016,185.2
2014,UKF1,2016,613.6
2015,UKF1,2016,713.0
2016,UKF1,2016,676.5
2017,UKF1,2016,556.7
2018,UKF1,2016,666.0
2014,UKF2,2016,263.4
2015,UKF2,2016,278.1
2016,UKF2,2016,271.2
2017,UKF2,2016,246.1
2018,UKF2,2016,256.4
2014,UKF3,2016,74.3
2015,UKF3,2016,80.5
2016,UKF3,2016,89.1
2017,UKF3,2016,94.1
2018,UKF3,2016,87.7
2014,UKG1,2016,978.1
2015,UKG1,2016,1223.1
2016,UKG1,2016,1043.2
2017,UKG1,2016,1321.7
2018,UKG1,2016,1388.1
2014,UKG2,2016,139.1
2015,UKG2,2016,167.7
2016,UKG2,2016,180.6
2017,UKG2,2016,151.3
2018,UKG2,2016,199.6
2014,UKG3,2016,335.0
2015,UKG3,2016,391.3
2016,UKG3,2016,398.1
2017,UKG3,2016,278.0
2018,UKG3,2016,313.5
2014,UKH1,2016,1080.7
2015,UKH1,2016,1123.5
2016,UKH1,2016,986.1
2017,UKH1,2016,1006.3
