year,region_type,region_year_spec,region_id,region_level,systems_fund_spec
2014,NUTS,2013,AT,0,0.75
2014,NUTS,2013,BE,0,1.95
2014,NUTS,2013,CZ,0,2.15
2014,NUTS,2013,DE,0,1.33
2014,NUTS,2013,DK,0,2.09
2014,NUTS,2013,EE,0,1.19
2014,NUTS,2013,ES,0,1.15
2014,NUTS,2013,FR,0,0.21
2014,NUTS,2013,HR,0,5.81
2014,NUTS,2013,IE,0,5.05
2014,NUTS,2013,IT,0,2.03
2014,NUTS,2013,LT,0,21.82
2014,NUTS,2013,LU,0,2.08
2014,NUTS,2013,NL,0,1.61
2014,NUTS,2013,PL,0,10.52
2014,NUTS,2013,PT,0,2.58
2014,NUTS,2013,RO,0,15.16
2014,NUTS,2013,SE,0,2.13
2014,NUTS,2013,UK,0,0.22
2014,NUTS,2013,AT1,1,0.75
2014,NUTS,2013,BE1,1,11.12
2014,NUTS,2013,BE3,1,0.21
2014,NUTS,2013,CZ0,1,2.15
2014,NUTS,2013,DE1,1,2.76
2014,NUTS,2013,DE3,1,0.53
2014,NUTS,2013,DE4,1,21.82
2014,NUTS,2013,DE9,1,2.34
2014,NUTS,2013,DEA,1,0.55
2014,NUTS,2013,DED,1,1.82
2014,NUTS,2013,DK0,1,2.09
2014,NUTS,2013,EE0,1,1.19
2014,NUTS,2013,ES1,1,21.82
2014,NUTS,2013,ES4,1,2.71
2014,NUTS,2013,ES5,1,2.19
2014,NUTS,2013,ES7,1,21.82
2014,NUTS,2013,FR1,1,0.07
2014,NUTS,2013,FR5,1,9.52
2014,NUTS,2013,FR8,1,1.54
2014,NUTS,2013,HR0,1,5.81
2014,NUTS,2013,IE0,1,5.05
2014,NUTS,2013,ITH,1,1.64
2014,NUTS,2013,ITI,1,2.22
2014,NUTS,2013,LT0,1,21.82
2014,NUTS,2013,LU0,1,2.08
2014,NUTS,2013,NL3,1,1.54
2014,NUTS,2013,NL4,1,3.39
2014,NUTS,2013,PL1,1,4.7
2014,NUTS,2013,PL2,1,21.82
2014,NUTS,2013,PL4,1,21.82
2014,NUTS,2013,PT1,1,2.58
2014,NUTS,2013,RO1,1,21.82
2014,NUTS,2013,RO2,1,21.82
2014,NUTS,2013,RO3,1,11.43
2014,NUTS,2013,RO4,1,21.82
2014,NUTS,2013,SE1,1,2.13
2014,NUTS,2013,UKI,1,0.11
2014,NUTS,2013,UKL,1,21.82
2014,NUTS,2013,UKM,1,18.79
2014,NUTS,2013,AT13,2,0.79
2014,NUTS,2013,BE10,2,11.12
2014,NUTS,2013,BE33,2,21.82
2014,NUTS,2013,CZ01,2,2.47
2014,NUTS,2013,DE11,2,6.8
2014,NUTS,2013,DE12,2,0.56
2014,NUTS,2013,DE30,2,0.53
2014,NUTS,2013,DE40,2,21.82
2014,NUTS,2013,DE91,2,6.64
2014,NUTS,2013,DE92,2,1.86
2014,NUTS,2013,DE94,2,21.82
2014,NUTS,2013,DEA2,2,0.84
2014,NUTS,2013,DED2,2,0.29
2014,NUTS,2013,DED4,2,21.82
2014,NUTS,2013,DED5,2,21.82
2014,NUTS,2013,DK01,2,2.39
2014,NUTS,2013,EE00,2,1.19
2014,NUTS,2013,ES12,2,21.82
2014,NUTS,2013,ES13,2,21.82
2014,NUTS,2013,ES41,2,21.82
2014,NUTS,2013,ES43,2,21.82
2014,NUTS,2013,ES51,2,2.19
2014,NUTS,2013,ES70,2,21.82
2014,NUTS,2013,FR10,2,0.07
2014,NUTS,2013,FR51,2,11.18
2014,NUTS,2013,FR81,2,21.82
2014,NUTS,2013,FR82,2,0.74
2014,NUTS,2013,HR03,2,21.82
2014,NUTS,2013,HR04,2,4.46
2014,NUTS,2013,IE02,2,5.05
2014,NUTS,2013,ITH1,2,21.82
2014,NUTS,2013,ITI2,2,21.82
2014,NUTS,2013,ITI4,2,1.87
2014,NUTS,2013,LT00,2,21.82
2014,NUTS,2013,LU00,2,2.08
2014,NUTS,2013,NL32,2,5.2
2014,NUTS,2013,NL33,2,0.93
2014,NUTS,2013,NL41,2,8.53
2014,NUTS,2013,PL12,2,4.7
2014,NUTS,2013,PL21,2,21.82
2014,NUTS,2013,PL41,2,21.82
2014,NUTS,2013,PL42,2,21.82
2014,NUTS,2013,PT16,2,21.82
2014,NUTS,2013,PT17,2,2.04
2014,NUTS,2013,RO11,2,21.82
2014,NUTS,2013,RO12,2,21.82
2014,NUTS,2013,RO21,2,21.82
2014,NUTS,2013,RO32,2,11.43
2014,NUTS,2013,RO42,2,21.82
2014,NUTS,2013,SE11,2,4.61
2014,NUTS,2013,UKI5,2,21.82
2014,NUTS,2013,UKL1,2,21.82
2014,NUTS,2013,UKM2,2,21.82
2014,NUTS,2013,UKM3,2,16.18
2014,NUTS,2013,AT130,3,0.79
2014,NUTS,2013,BE100,3,11.12
2014,NUTS,2013,BE332,3,21.82
2014,NUTS,2013,CZ010,3,2.47
2014,NUTS,2013,DE111,3,6.8
2014,NUTS,2013,DE125,3,0.56
2014,NUTS,2013,DE300,3,0.53
2014,NUTS,2013,DE404,3,21.82
2014,NUTS,2013,DE911,3,6.64
2014,NUTS,2013,DE929,3,1.86
2014,NUTS,2013,DE944,3,21.82
2014,NUTS,2013,DEA23,3,3.11
2014,NUTS,2013,DED2E,3,21.82
2014,NUTS,2013,DED41,3,21.82
2014,NUTS,2013,DED51,3,21.82
2014,NUTS,2013,DK011,3,3.18
2014,NUTS,2013,EE008,3,5.92
2014,NUTS,2013,ES120,3,21.82
2014,NUTS,2013,ES130,3,21.82
2014,NUTS,2013,ES412,3,21.82
2014,NUTS,2013,ES418,3,21.82
2014,NUTS,2013,ES431,3,21.82
2014,NUTS,2013,ES511,3,1.68
2014,NUTS,2013,ES512,3,3.11
2014,NUTS,2013,ES705,3,21.82
2014,NUTS,2013,FR101,3,0.07
2014,NUTS,2013,FR515,3,21.82
2014,NUTS,2013,FR813,3,21.82
2014,NUTS,2013,FR824,3,4.76
2014,NUTS,2013,HR035,3,21.82
2014,NUTS,2013,HR041,3,21.82
2014,NUTS,2013,HR042,3,3.23
2014,NUTS,2013,IE021,3,5.05
2014,NUTS,2013,ITH10,3,21.82
2014,NUTS,2013,ITI21,3,21.82
2014,NUTS,2013,ITI43,3,1.87
2014,NUTS,2013,LT00A,3,21.82
2014,NUTS,2013,LU000,3,2.08
2014,NUTS,2013,NL326,3,5.2
2014,NUTS,2013,NL337,3,21.82
2014,NUTS,2013,NL339,3,1.21
2014,NUTS,2013,NL412,3,21.82
2014,NUTS,2013,PL127,3,4.7
2014,NUTS,2013,PL213,3,21.82
2014,NUTS,2013,PL415,3,21.82
2014,NUTS,2013,PL424,3,21.82
2014,NUTS,2013,PT16D,3,21.82
2014,NUTS,2013,PT170,3,2.04
2014,NUTS,2013,RO113,3,21.82
2014,NUTS,2013,RO126,3,21.82
2014,NUTS,2013,RO213,3,21.82
2014,NUTS,2013,RO321,3,3.79
2014,NUTS,2013,RO322,3,21.82
2014,NUTS,2013,RO424,3,21.82
2014,NUTS,2013,SE110,3,4.61
2014,NUTS,2013,UKI53,3,21.82
2014,NUTS,2013,UKL18,3,21.82
2014,NUTS,2013,UKM25,3,21.82
2014,NUTS,2013,UKM34,3,16.18
2015,NUTS,2013,AT,0,0.66
2015,NUTS,2013,BE,0,2.52
2015,NUTS,2013,CY,0,0.65
2015,NUTS,2013,CZ,0,1.51
2015,NUTS,2013,DE,0,0.62
2015,NUTS,2013,DK,0,0.45
2015,NUTS,2013,EE,0,0.35
2015,NUTS,2013,ES,0,0.55
2015,NUTS,2013,FI,0,0.19
2015,NUTS,2013,FR,0,0.77
2015,NUTS,2013,HR,0,0.77
2015,NUTS,2013,HU,0,0.78
2015,NUTS,2013,IE,0,0.63
2015,NUTS,2013,IT,0,0.77
2015,NUTS,2013,LT,0,1.18
2015,NUTS,2013,LU,0,0.22
2015,NUTS,2013,LV,0,1.12
2015,NUTS,2013,MT,0,0.64
2015,NUTS,2013,NL,0,0.72
2015,NUTS,2013,PL,0,1.26
2015,NUTS,2013,PT,0,0.5
2015,NUTS,2013,RO,0,0.2
2015,NUTS,2013,SE,0,0.57
2015,NUTS,2013,SI,0,0.6
2015,NUTS,2013,SK,0,0.99
2015,NUTS,2013,UK,0,0.76
2015,NUTS,2013,AT1,1,0.85
2015,NUTS,2013,AT2,1,0.33
2015,NUTS,2013,AT3,1,0.36
2015,NUTS,2013,BE1,1,2.87
2015,NUTS,2013,BE2,1,0.33
2015,NUTS,2013,BE3,1,0.25
2015,NUTS,2013,CY0,1,0.65
2015,NUTS,2013,CZ0,1,1.51
2015,NUTS,2013,DE1,1,0.94
2015,NUTS,2013,DE2,1,0.38
2015,NUTS,2013,DE3,1,0.78
2015,NUTS,2013,DE4,1,0.07
2015,NUTS,2013,DE5,1,0.59
2015,NUTS,2013,DE6,1,1.56
2015,NUTS,2013,DE7,1,0.63
2015,NUTS,2013,DE9,1,0.26
2015,NUTS,2013,DEA,1,0.61
2015,NUTS,2013,DEB,1,1.25
2015,NUTS,2013,DED,1,0.25
2015,NUTS,2013,DEF,1,0.28
2015,NUTS,2013,DEG,1,0.94
2015,NUTS,2013,DK0,1,0.45
2015,NUTS,2013,EE0,1,0.35
2015,NUTS,2013,ES1,1,0.82
2015,NUTS,2013,ES2,1,0.1
2015,NUTS,2013,ES3,1,0.55
2015,NUTS,2013,ES4,1,0.11
2015,NUTS,2013,ES5,1,0.45
2015,NUTS,2013,ES6,1,2.45
2015,NUTS,2013,ES7,1,0.82
2015,NUTS,2013,FI1,1,0.19
2015,NUTS,2013,FR1,1,0.82
2015,NUTS,2013,FR2,1,2.26
2015,NUTS,2013,FR3,1,0.88
2015,NUTS,2013,FR4,1,0.14
2015,NUTS,2013,FR5,1,0.14
2015,NUTS,2013,FR7,1,0.71
2015,NUTS,2013,FR8,1,0.35
2015,NUTS,2013,HR0,1,0.77
2015,NUTS,2013,HU1,1,0.99
2015,NUTS,2013,HU3,1,0.38
2015,NUTS,2013,IE0,1,0.63
2015,NUTS,2013,ITC,1,0.6
2015,NUTS,2013,ITF,1,1.11
2015,NUTS,2013,ITG,1,1.34
2015,NUTS,2013,ITH,1,0.84
2015,NUTS,2013,ITI,1,0.83
2015,NUTS,2013,LT0,1,1.18
2015,NUTS,2013,LU0,1,0.22
2015,NUTS,2013,LV0,1,1.12
2015,NUTS,2013,MT0,1,0.64
2015,NUTS,2013,NL1,1,0.44
2015,NUTS,2013,NL2,1,0.62
2015,NUTS,2013,NL3,1,0.71
2015,NUTS,2013,NL4,1,1.06
2015,NUTS,2013,PL1,1,0.57
2015,NUTS,2013,PL2,1,1.78
2015,NUTS,2013,PL4,1,2.56
2015,NUTS,2013,PL5,1,0.22
2015,NUTS,2013,PT1,1,0.5
2015,NUTS,2013,PT2,1,3.26
2015,NUTS,2013,RO3,1,0.24
2015,NUTS,2013,RO4,1,0.44
2015,NUTS,2013,SE1,1,0.49
2015,NUTS,2013,SE2,1,0.57
2015,NUTS,2013,SE3,1,1.51
2015,NUTS,2013,SI0,1,0.6
2015,NUTS,2013,SK0,1,0.99
2015,NUTS,2013,UKD,1,1.07
2015,NUTS,2013,UKE,1,0.39
2015,NUTS,2013,UKF,1,0.28
2015,NUTS,2013,UKH,1,0.17
2015,NUTS,2013,UKI,1,0.54
2015,NUTS,2013,UKJ,1,1.97
2015,NUTS,2013,UKK,1,1.0
2015,NUTS,2013,UKM,1,0.45
2015,NUTS,2013,AT12,2,1.18
2015,NUTS,2013,AT13,2,0.69
2015,NUTS,2013,AT22,2,0.34
2015,NUTS,2013,AT31,2,1.04
2015,NUTS,2013,BE10,2,2.87
2015,NUTS,2013,BE23,2,0.3
2015,NUTS,2013,BE24,2,0.48
2015,NUTS,2013,BE25,2,3.26
2015,NUTS,2013,BE31,2,0.07
2015,NUTS,2013,BE32,2,3.26
2015,NUTS,2013,BE33,2,0.27
2015,NUTS,2013,BE35,2,0.48
2015,NUTS,2013,CY00,2,0.65
2015,NUTS,2013,CZ01,2,0.8
2015,NUTS,2013,CZ06,2,2.86
2015,NUTS,2013,CZ08,2,2.63
2015,NUTS,2013,DE11,2,1.74
2015,NUTS,2013,DE12,2,1.02
2015,NUTS,2013,DE13,2,0.17
2015,NUTS,2013,DE14,2,0.41
2015,NUTS,2013,DE21,2,0.43
2015,NUTS,2013,DE25,2,0.16
2015,NUTS,2013,DE30,2,0.78
2015,NUTS,2013,DE40,2,0.07
2015,NUTS,2013,DE50,2,0.59
2015,NUTS,2013,DE60,2,1.56
2015,NUTS,2013,DE71,2,0.75
2015,NUTS,2013,DE91,2,0.6
2015,NUTS,2013,DE94,2,0.23
2015,NUTS,2013,DEA1,2,0.1
2015,NUTS,2013,DEA2,2,0.81
2015,NUTS,2013,DEA5,2,0.25
2015,NUTS,2013,DEB3,2,1.28
2015,NUTS,2013,DED2,2,0.06
2015,NUTS,2013,DED4,2,0.23
2015,NUTS,2013,DED5,2,0.44
2015,NUTS,2013,DEF0,2,0.28
2015,NUTS,2013,DEG0,2,0.94
2015,NUTS,2013,DK01,2,0.5
2015,NUTS,2013,DK02,2,0.16
2015,NUTS,2013,DK03,2,0.36
2015,NUTS,2013,DK04,2,0.54
2015,NUTS,2013,DK05,2,0.03
2015,NUTS,2013,EE00,2,0.35
2015,NUTS,2013,ES11,2,3.26
2015,NUTS,2013,ES12,2,0.82
2015,NUTS,2013,ES13,2,0.54
2015,NUTS,2013,ES21,2,0.15
2015,NUTS,2013,ES22,2,0.08
2015,NUTS,2013,ES23,2,0.2
2015,NUTS,2013,ES24,2,0.04
2015,NUTS,2013,ES30,2,0.55
2015,NUTS,2013,ES42,2,0.14
2015,NUTS,2013,ES51,2,0.52
2015,NUTS,2013,ES52,2,0.03
2015,NUTS,2013,ES53,2,1.85
2015,NUTS,2013,ES61,2,2.32
2015,NUTS,2013,ES62,2,2.68
2015,NUTS,2013,ES70,2,0.82
2015,NUTS,2013,FI19,2,0.95
2015,NUTS,2013,FI1B,2,0.13
2015,NUTS,2013,FR10,2,0.82
2015,NUTS,2013,FR24,2,2.77
2015,NUTS,2013,FR30,2,0.88
2015,NUTS,2013,FR42,2,0.22
2015,NUTS,2013,FR51,2,0.35
2015,NUTS,2013,FR71,2,0.83
2015,NUTS,2013,FR81,2,0.52
2015,NUTS,2013,FR82,2,0.34
2015,NUTS,2013,HR03,2,0.92
2015,NUTS,2013,HR04,2,0.75
2015,NUTS,2013,HU10,2,0.99
2015,NUTS,2013,HU32,2,1.32
2015,NUTS,2013,HU33,2,0.16
2015,NUTS,2013,IE01,2,1.75
2015,NUTS,2013,IE02,2,0.32
2015,NUTS,2013,ITC1,2,0.57
2015,NUTS,2013,ITC3,2,0.38
2015,NUTS,2013,ITC4,2,0.64
2015,NUTS,2013,ITF1,2,2.04
2015,NUTS,2013,ITF2,2,3.26
2015,NUTS,2013,ITF3,2,0.71
2015,NUTS,2013,ITF4,2,1.35
