year,region_type,region_year_spec,region_id,region_level,systems_fund_spec
2015,NUTS,2013,ITG1,2,1.38
2015,NUTS,2013,ITG2,2,1.17
2015,NUTS,2013,ITH2,2,0.5
2015,NUTS,2013,ITH3,2,0.53
2015,NUTS,2013,ITH4,2,0.26
2015,NUTS,2013,ITH5,2,1.29
2015,NUTS,2013,ITI1,2,0.75
2015,NUTS,2013,ITI3,2,0.3
2015,NUTS,2013,ITI4,2,0.88
2015,NUTS,2013,LT00,2,1.18
2015,NUTS,2013,LU00,2,0.22
2015,NUTS,2013,LV00,2,1.12
2015,NUTS,2013,MT00,2,0.64
2015,NUTS,2013,NL11,2,0.16
2015,NUTS,2013,NL12,2,1.67
2015,NUTS,2013,NL13,2,1.15
2015,NUTS,2013,NL21,2,1.26
2015,NUTS,2013,NL22,2,0.28
2015,NUTS,2013,NL31,2,0.77
2015,NUTS,2013,NL32,2,1.14
2015,NUTS,2013,NL33,2,0.34
2015,NUTS,2013,NL41,2,1.28
2015,NUTS,2013,NL42,2,0.51
2015,NUTS,2013,PL12,2,0.57
2015,NUTS,2013,PL21,2,3.26
2015,NUTS,2013,PL41,2,2.56
2015,NUTS,2013,PL51,2,0.22
2015,NUTS,2013,PT11,2,1.14
2015,NUTS,2013,PT15,2,2.66
2015,NUTS,2013,PT16,2,0.59
2015,NUTS,2013,PT17,2,0.25
2015,NUTS,2013,PT20,2,3.26
2015,NUTS,2013,RO32,2,0.24
2015,NUTS,2013,RO42,2,0.62
2015,NUTS,2013,SE11,2,0.21
2015,NUTS,2013,SE12,2,1.13
2015,NUTS,2013,SE22,2,0.63
2015,NUTS,2013,SE23,2,0.47
2015,NUTS,2013,SE31,2,2.88
2015,NUTS,2013,SE33,2,0.47
2015,NUTS,2013,SI03,2,0.47
2015,NUTS,2013,SI04,2,0.65
2015,NUTS,2013,SK01,2,0.98
2015,NUTS,2013,SK04,2,3.26
2015,NUTS,2013,UKD3,2,1.18
2015,NUTS,2013,UKE4,2,0.4
2015,NUTS,2013,UKF1,2,0.4
2015,NUTS,2013,UKF2,2,0.18
2015,NUTS,2013,UKH2,2,0.52
2015,NUTS,2013,UKI3,2,0.56
2015,NUTS,2013,UKI4,2,0.58
2015,NUTS,2013,UKI5,2,1.68
2015,NUTS,2013,UKI7,2,0.2
2015,NUTS,2013,UKJ1,2,2.81
2015,NUTS,2013,UKJ2,2,0.64
2015,NUTS,2013,UKJ3,2,2.19
2015,NUTS,2013,UKK1,2,1.27
2015,NUTS,2013,UKM2,2,1.41
2015,NUTS,2013,UKM3,2,0.2
2015,NUTS,2013,UKM5,2,3.26
2015,NUTS,2013,AT126,3,1.75
2015,NUTS,2013,AT130,3,0.69
2015,NUTS,2013,AT221,3,0.4
2015,NUTS,2013,AT312,3,1.32
2015,NUTS,2013,AT315,3,3.26
2015,NUTS,2013,BE100,3,2.87
2015,NUTS,2013,BE233,3,3.26
2015,NUTS,2013,BE234,3,0.2
2015,NUTS,2013,BE235,3,0.96
2015,NUTS,2013,BE242,3,0.5
2015,NUTS,2013,BE255,3,3.26
2015,NUTS,2013,BE310,3,0.07
2015,NUTS,2013,BE322,3,3.26
2015,NUTS,2013,BE323,3,3.26
2015,NUTS,2013,BE332,3,0.27
2015,NUTS,2013,BE352,3,0.48
2015,NUTS,2013,CY000,3,0.65
2015,NUTS,2013,CZ010,3,0.8
2015,NUTS,2013,CZ064,3,2.86
2015,NUTS,2013,CZ080,3,2.63
2015,NUTS,2013,DE111,3,1.82
2015,NUTS,2013,DE113,3,1.59
2015,NUTS,2013,DE122,3,1.0
2015,NUTS,2013,DE125,3,1.06
2015,NUTS,2013,DE126,3,1.78
2015,NUTS,2013,DE131,3,0.34
2015,NUTS,2013,DE136,3,3.26
2015,NUTS,2013,DE142,3,3.26
2015,NUTS,2013,DE144,3,0.18
2015,NUTS,2013,DE212,3,0.46
2015,NUTS,2013,DE21H,3,0.03
2015,NUTS,2013,DE252,3,0.25
2015,NUTS,2013,DE300,3,0.78
2015,NUTS,2013,DE404,3,0.15
2015,NUTS,2013,DE405,3,0.03
2015,NUTS,2013,DE501,3,0.7
2015,NUTS,2013,DE600,3,1.56
2015,NUTS,2013,DE711,3,0.95
2015,NUTS,2013,DE712,3,0.62
2015,NUTS,2013,DE911,3,0.86
2015,NUTS,2013,DE915,3,0.17
2015,NUTS,2013,DE943,3,0.22
2015,NUTS,2013,DE94F,3,3.26
2015,NUTS,2013,DEA11,3,3.26
2015,NUTS,2013,DEA22,3,0.38
2015,NUTS,2013,DEA23,3,0.4
2015,NUTS,2013,DEA26,3,2.01
2015,NUTS,2013,DEA2D,3,0.88
2015,NUTS,2013,DEA52,3,0.3
2015,NUTS,2013,DEB32,3,2.33
2015,NUTS,2013,DED21,3,0.04
2015,NUTS,2013,DED2E,3,3.26
2015,NUTS,2013,DED41,3,0.31
2015,NUTS,2013,DED51,3,0.44
2015,NUTS,2013,DEF02,3,1.04
2015,NUTS,2013,DEF06,3,0.16
2015,NUTS,2013,DEF09,3,3.26
2015,NUTS,2013,DEG01,3,3.26
2015,NUTS,2013,DK011,3,0.59
2015,NUTS,2013,DK012,3,0.13
2015,NUTS,2013,DK013,3,0.14
2015,NUTS,2013,DK021,3,0.25
2015,NUTS,2013,DK032,3,3.26
2015,NUTS,2013,DK042,3,0.54
2015,NUTS,2013,DK050,3,0.03
2015,NUTS,2013,EE001,3,0.5
2015,NUTS,2013,EE008,3,0.3
2015,NUTS,2013,ES114,3,3.26
2015,NUTS,2013,ES120,3,0.82
2015,NUTS,2013,ES130,3,0.54
2015,NUTS,2013,ES213,3,0.19
2015,NUTS,2013,ES220,3,0.08
2015,NUTS,2013,ES230,3,0.2
2015,NUTS,2013,ES243,3,0.04
2015,NUTS,2013,ES300,3,0.55
2015,NUTS,2013,ES422,3,0.07
2015,NUTS,2013,ES425,3,3.26
2015,NUTS,2013,ES511,3,0.53
2015,NUTS,2013,ES523,3,0.13
2015,NUTS,2013,ES532,3,1.85
2015,NUTS,2013,ES614,3,3.26
2015,NUTS,2013,ES620,3,2.68
2015,NUTS,2013,ES705,3,0.82
2015,NUTS,2013,FI197,3,1.16
2015,NUTS,2013,FI1B1,3,0.13
2015,NUTS,2013,FR101,3,0.85
2015,NUTS,2013,FR103,3,0.54
2015,NUTS,2013,FR104,3,0.37
2015,NUTS,2013,FR105,3,0.2
2015,NUTS,2013,FR106,3,2.86
2015,NUTS,2013,FR246,3,2.77
2015,NUTS,2013,FR301,3,0.88
2015,NUTS,2013,FR421,3,0.29
2015,NUTS,2013,FR512,3,1.4
2015,NUTS,2013,FR711,3,3.26
2015,NUTS,2013,FR714,3,0.99
2015,NUTS,2013,FR716,3,0.54
2015,NUTS,2013,FR718,3,1.53
2015,NUTS,2013,FR813,3,0.52
2015,NUTS,2013,FR823,3,1.89
2015,NUTS,2013,FR824,3,0.06
2015,NUTS,2013,HR035,3,3.26
2015,NUTS,2013,HR041,3,0.75
2015,NUTS,2013,HR042,3,0.88
2015,NUTS,2013,HU101,3,1.06
2015,NUTS,2013,HU321,3,1.32
2015,NUTS,2013,HU333,3,0.17
2015,NUTS,2013,IE013,3,1.75
2015,NUTS,2013,IE021,3,0.39
2015,NUTS,2013,IE025,3,0.11
2015,NUTS,2013,ITC11,3,0.56
2015,NUTS,2013,ITC13,3,3.26
2015,NUTS,2013,ITC16,3,0.22
2015,NUTS,2013,ITC33,3,0.38
2015,NUTS,2013,ITC41,3,1.39
2015,NUTS,2013,ITC42,3,0.32
2015,NUTS,2013,ITC47,3,0.05
2015,NUTS,2013,ITC4C,3,0.69
2015,NUTS,2013,ITF13,3,3.26
2015,NUTS,2013,ITF22,3,3.26
2015,NUTS,2013,ITF33,3,1.01
2015,NUTS,2013,ITF46,3,3.26
2015,NUTS,2013,ITF47,3,1.64
2015,NUTS,2013,ITG12,3,1.24
2015,NUTS,2013,ITG17,3,3.26
2015,NUTS,2013,ITG25,3,3.26
2015,NUTS,2013,ITH20,3,0.5
2015,NUTS,2013,ITH31,3,1.58
2015,NUTS,2013,ITH44,3,0.36
2015,NUTS,2013,ITH54,3,3.26
2015,NUTS,2013,ITH55,3,1.41
2015,NUTS,2013,ITH56,3,2.36
2015,NUTS,2013,ITI14,3,0.89
2015,NUTS,2013,ITI15,3,1.08
2015,NUTS,2013,ITI17,3,0.94
2015,NUTS,2013,ITI32,3,0.3
2015,NUTS,2013,ITI43,3,0.88
2015,NUTS,2013,LT002,3,2.03
2015,NUTS,2013,LT00A,3,1.26
2015,NUTS,2013,LU000,3,0.22
2015,NUTS,2013,LV006,3,0.82
2015,NUTS,2013,LV007,3,2.81
2015,NUTS,2013,MT001,3,0.64
2015,NUTS,2013,NL113,3,0.16
2015,NUTS,2013,NL121,3,1.67
2015,NUTS,2013,NL133,3,3.26
2015,NUTS,2013,NL213,3,1.47
2015,NUTS,2013,NL221,3,0.07
2015,NUTS,2013,NL226,3,0.49
2015,NUTS,2013,NL310,3,0.77
2015,NUTS,2013,NL326,3,1.21
2015,NUTS,2013,NL327,3,0.1
2015,NUTS,2013,NL332,3,0.4
2015,NUTS,2013,NL333,3,0.48
2015,NUTS,2013,NL337,3,0.2
2015,NUTS,2013,NL339,3,0.26
2015,NUTS,2013,NL412,3,2.33
2015,NUTS,2013,NL414,3,1.48
2015,NUTS,2013,NL423,3,0.51
2015,NUTS,2013,PL127,3,0.68
2015,NUTS,2013,PL213,3,3.26
2015,NUTS,2013,PL415,3,2.56
2015,NUTS,2013,PL514,3,0.22
2015,NUTS,2013,PT112,3,0.7
2015,NUTS,2013,PT11A,3,1.49
2015,NUTS,2013,PT150,3,2.66
2015,NUTS,2013,PT16B,3,3.26
2015,NUTS,2013,PT16D,3,0.58
2015,NUTS,2013,PT170,3,0.25
2015,NUTS,2013,PT200,3,3.26
2015,NUTS,2013,RO321,3,0.13
2015,NUTS,2013,RO322,3,0.38
2015,NUTS,2013,RO424,3,0.62
2015,NUTS,2013,SE110,3,0.21
2015,NUTS,2013,SE121,3,0.87
2015,NUTS,2013,SE122,3,3.26
2015,NUTS,2013,SE123,3,1.32
2015,NUTS,2013,SE124,3,1.13
2015,NUTS,2013,SE224,3,0.64
2015,NUTS,2013,SE232,3,0.47
2015,NUTS,2013,SE311,3,2.88
2015,NUTS,2013,SE332,3,0.49
2015,NUTS,2013,SI032,3,0.5
2015,NUTS,2013,SI041,3,0.7
2015,NUTS,2013,SK010,3,0.98
2015,NUTS,2013,SK042,3,3.26
2015,NUTS,2013,UKD33,3,1.32
2015,NUTS,2013,UKE42,3,0.44
2015,NUTS,2013,UKF14,3,0.42
2015,NUTS,2013,UKF22,3,0.23
2015,NUTS,2013,UKH25,3,1.11
2015,NUTS,2013,UKI31,3,0.81
2015,NUTS,2013,UKI32,3,0.49
2015,NUTS,2013,UKI33,3,3.26
2015,NUTS,2013,UKI41,3,1.23
2015,NUTS,2013,UKI51,3,3.26
2015,NUTS,2013,UKI53,3,3.26
2015,NUTS,2013,UKI74,3,0.23
2015,NUTS,2013,UKJ12,3,3.14
2015,NUTS,2013,UKJ22,3,0.46
2015,NUTS,2013,UKJ25,3,1.15
2015,NUTS,2013,UKJ32,3,2.19
2015,NUTS,2013,UKK11,3,1.67
2015,NUTS,2013,UKK12,3,1.98
2015,NUTS,2013,UKM25,3,1.41
2015,NUTS,2013,UKM34,3,0.2
2015,NUTS,2013,UKM50,3,3.26
2016,NUTS,2016,AT,0,0.67
2016,NUTS,2016,BE,0,1.2
2016,NUTS,2016,BG,0,2.67
2016,NUTS,2016,CY,0,0.34
2016,NUTS,2016,CZ,0,1.66
2016,NUTS,2016,DE,0,0.79
2016,NUTS,2016,DK,0,0.87
2016,NUTS,2016,EE,0,0.43
2016,NUTS,2016,ES,0,1.3
2016,NUTS,2016,FI,0,0.98
2016,NUTS,2016,FR,0,0.86
2016,NUTS,2016,HR,0,2.8
2016,NUTS,2016,HU,0,1.1
2016,NUTS,2016,IE,0,2.23
2016,NUTS,2016,IT,0,0.72
2016,NUTS,2016,LT,0,1.78
2016,NUTS,2016,LU,0,1.72
2016,NUTS,2016,LV,0,0.95
2016,NUTS,2016,MT,0,0.71
2016,NUTS,2016,NL,0,1.28
2016,NUTS,2016,PL,0,4.26
2016,NUTS,2016,PT,0,1.23
2016,NUTS,2016,RO,0,1.07
2016,NUTS,2016,SE,0,0.43
2016,NUTS,2016,SI,0,1.32
2016,NUTS,2016,SK,0,1.12
2016,NUTS,2016,UK,0,0.8
2016,NUTS,2016,AT1,1,0.74
2016,NUTS,2016,AT2,1,0.86
2016,NUTS,2016,BE1,1,2.17
2016,NUTS,2016,BE2,1,0.66
2016,NUTS,2016,BE3,1,0.45
2016,NUTS,2016,BG3,1,1.3
2016,NUTS,2016,BG4,1,6.34
2016,NUTS,2016,CY0,1,0.34
2016,NUTS,2016,CZ0,1,1.66
2016,NUTS,2016,DE1,1,0.52
