year,region_type,region_year_spec,region_id,region_level,diagnosis_fund_spec
2014,NUTS,2013,AT,0,0.64
2014,NUTS,2013,HU,0,2.61
2014,NUTS,2013,IE,0,2.62
2014,NUTS,2013,UK,0,2.59
2014,NUTS,2013,AT1,1,0.64
2014,NUTS,2013,HU1,1,2.61
2014,NUTS,2013,IE0,1,2.62
2014,NUTS,2013,UKI,1,2.58
2014,NUTS,2013,UKN,1,14.15
2014,NUTS,2013,AT13,2,0.68
2014,NUTS,2013,HU10,2,2.61
2014,NUTS,2013,IE02,2,2.62
2014,NUTS,2013,UKI3,2,2.6
2014,NUTS,2013,UKN0,2,14.15
2014,NUTS,2013,AT130,3,0.68
2014,NUTS,2013,HU101,3,2.61
2014,NUTS,2013,IE021,3,2.62
2014,NUTS,2013,UKI32,3,2.6
2014,NUTS,2013,UKN01,3,39.61
2015,NUTS,2013,AT,0,1.28
2015,NUTS,2013,BE,0,0.35
2015,NUTS,2013,DE,0,0.91
2015,NUTS,2013,DK,0,3.18
2015,NUTS,2013,EE,0,0.25
2015,NUTS,2013,ES,0,1.0
2015,NUTS,2013,FI,0,0.42
2015,NUTS,2013,FR,0,1.1
2015,NUTS,2013,HR,0,1.61
2015,NUTS,2013,HU,0,0.85
2015,NUTS,2013,IE,0,1.78
2015,NUTS,2013,IT,0,1.02
2015,NUTS,2013,LU,0,0.2
2015,NUTS,2013,LV,0,1.31
2015,NUTS,2013,NL,0,1.64
2015,NUTS,2013,PT,0,1.7
2015,NUTS,2013,RO,0,1.66
2015,NUTS,2013,SE,0,1.1
2015,NUTS,2013,SI,0,2.16
2015,NUTS,2013,SK,0,2.62
2015,NUTS,2013,UK,0,0.8
2015,NUTS,2013,AT1,1,1.87
2015,NUTS,2013,AT2,1,0.44
2015,NUTS,2013,BE1,1,0.03
2015,NUTS,2013,BE2,1,1.78
2015,NUTS,2013,BE3,1,6.12
2015,NUTS,2013,DE1,1,0.63
2015,NUTS,2013,DE2,1,0.17
2015,NUTS,2013,DE3,1,2.02
2015,NUTS,2013,DE5,1,4.71
2015,NUTS,2013,DE6,1,5.15
2015,NUTS,2013,DE7,1,2.75
2015,NUTS,2013,DEA,1,0.96
2015,NUTS,2013,DEG,1,1.92
2015,NUTS,2013,DK0,1,3.18
2015,NUTS,2013,EE0,1,0.25
2015,NUTS,2013,ES3,1,0.16
2015,NUTS,2013,ES5,1,2.18
2015,NUTS,2013,FI1,1,0.42
2015,NUTS,2013,FR1,1,0.41
2015,NUTS,2013,FR7,1,0.51
2015,NUTS,2013,FR8,1,10.53
2015,NUTS,2013,HR0,1,1.61
2015,NUTS,2013,HU1,1,1.29
2015,NUTS,2013,IE0,1,1.78
2015,NUTS,2013,ITC,1,0.39
2015,NUTS,2013,ITF,1,0.31
2015,NUTS,2013,ITH,1,1.21
2015,NUTS,2013,ITI,1,1.44
2015,NUTS,2013,LU0,1,0.2
2015,NUTS,2013,LV0,1,1.31
2015,NUTS,2013,NL1,1,0.93
2015,NUTS,2013,NL2,1,2.32
2015,NUTS,2013,NL3,1,1.22
2015,NUTS,2013,NL4,1,3.92
2015,NUTS,2013,PT1,1,1.7
2015,NUTS,2013,RO2,1,3.13
2015,NUTS,2013,RO3,1,1.66
2015,NUTS,2013,SE1,1,1.49
2015,NUTS,2013,SI0,1,2.16
2015,NUTS,2013,SK0,1,2.62
2015,NUTS,2013,UKD,1,3.11
2015,NUTS,2013,UKE,1,0.15
2015,NUTS,2013,UKF,1,2.34
2015,NUTS,2013,UKG,1,0.98
2015,NUTS,2013,UKH,1,2.59
2015,NUTS,2013,UKI,1,0.39
2015,NUTS,2013,UKJ,1,0.28
2015,NUTS,2013,UKK,1,0.79
2015,NUTS,2013,UKM,1,0.57
2015,NUTS,2013,AT13,2,2.76
2015,NUTS,2013,AT22,2,0.46
2015,NUTS,2013,BE10,2,0.03
2015,NUTS,2013,BE21,2,8.55
2015,NUTS,2013,BE24,2,0.07
2015,NUTS,2013,BE31,2,11.71
2015,NUTS,2013,DE12,2,0.01
2015,NUTS,2013,DE13,2,2.93
2015,NUTS,2013,DE14,2,2.5
2015,NUTS,2013,DE21,2,0.21
2015,NUTS,2013,DE30,2,2.02
2015,NUTS,2013,DE50,2,4.71
2015,NUTS,2013,DE60,2,5.15
2015,NUTS,2013,DE71,2,3.24
2015,NUTS,2013,DEA1,2,1.55
2015,NUTS,2013,DEA2,2,0.92
2015,NUTS,2013,DEA3,2,2.9
2015,NUTS,2013,DEG0,2,1.92
2015,NUTS,2013,DK01,2,3.0
2015,NUTS,2013,DK03,2,11.48
2015,NUTS,2013,DK04,2,2.18
2015,NUTS,2013,DK05,2,6.23
2015,NUTS,2013,EE00,2,0.25
2015,NUTS,2013,ES30,2,0.16
2015,NUTS,2013,ES51,2,2.41
2015,NUTS,2013,ES52,2,1.05
2015,NUTS,2013,FI1B,2,0.06
2015,NUTS,2013,FI1D,2,2.37
2015,NUTS,2013,FR10,2,0.41
2015,NUTS,2013,FR71,2,0.18
2015,NUTS,2013,FR72,2,2.36
2015,NUTS,2013,FR82,2,11.55
2015,NUTS,2013,HR04,2,1.77
2015,NUTS,2013,HU10,2,1.29
2015,NUTS,2013,IE01,2,3.54
2015,NUTS,2013,IE02,2,1.3
2015,NUTS,2013,ITC1,2,0.89
2015,NUTS,2013,ITC4,2,0.18
2015,NUTS,2013,ITF1,2,1.28
2015,NUTS,2013,ITH3,2,2.89
2015,NUTS,2013,ITH4,2,5.74
2015,NUTS,2013,ITI1,2,1.31
2015,NUTS,2013,ITI3,2,19.3
2015,NUTS,2013,ITI4,2,0.84
2015,NUTS,2013,LU00,2,0.2
2015,NUTS,2013,LV00,2,1.31
2015,NUTS,2013,NL11,2,1.29
2015,NUTS,2013,NL21,2,2.88
2015,NUTS,2013,NL22,2,2.38
2015,NUTS,2013,NL31,2,1.99
2015,NUTS,2013,NL32,2,0.39
2015,NUTS,2013,NL33,2,1.48
2015,NUTS,2013,NL41,2,2.6
2015,NUTS,2013,NL42,2,7.21
2015,NUTS,2013,PT11,2,5.97
2015,NUTS,2013,PT16,2,0.42
2015,NUTS,2013,PT17,2,0.67
2015,NUTS,2013,RO21,2,13.0
2015,NUTS,2013,RO32,2,1.66
2015,NUTS,2013,SE11,2,0.68
2015,NUTS,2013,SE12,2,3.32
2015,NUTS,2013,SI04,2,2.91
2015,NUTS,2013,SK01,2,2.71
2015,NUTS,2013,UKD3,2,1.57
2015,NUTS,2013,UKD4,2,21.23
2015,NUTS,2013,UKE3,2,4.31
2015,NUTS,2013,UKF1,2,5.02
2015,NUTS,2013,UKG3,2,0.98
2015,NUTS,2013,UKH1,2,3.91
2015,NUTS,2013,UKI3,2,0.38
2015,NUTS,2013,UKI4,2,0.5
2015,NUTS,2013,UKI7,2,0.46
2015,NUTS,2013,UKJ2,2,0.28
2015,NUTS,2013,UKJ4,2,21.23
2015,NUTS,2013,UKK1,2,0.18
2015,NUTS,2013,UKK4,2,3.01
2015,NUTS,2013,UKM3,2,0.67
2015,NUTS,2013,AT130,3,2.76
2015,NUTS,2013,AT221,3,0.54
2015,NUTS,2013,BE100,3,0.03
2015,NUTS,2013,BE211,3,14.09
2015,NUTS,2013,BE213,3,2.15
2015,NUTS,2013,BE242,3,0.07
2015,NUTS,2013,BE310,3,11.71
2015,NUTS,2013,DE125,3,0.02
2015,NUTS,2013,DE131,3,3.61
2015,NUTS,2013,DE132,3,21.23
2015,NUTS,2013,DE141,3,1.39
2015,NUTS,2013,DE144,3,3.67
2015,NUTS,2013,DE212,3,0.2
2015,NUTS,2013,DE21H,3,0.46
2015,NUTS,2013,DE300,3,2.02
2015,NUTS,2013,DE501,3,5.58
2015,NUTS,2013,DE600,3,5.15
2015,NUTS,2013,DE711,3,6.47
2015,NUTS,2013,DE715,3,21.23
2015,NUTS,2013,DEA12,3,6.34
2015,NUTS,2013,DEA22,3,4.03
2015,NUTS,2013,DEA23,3,0.09
2015,NUTS,2013,DEA33,3,4.5
2015,NUTS,2013,DEG03,3,3.36
2015,NUTS,2013,DK011,3,3.34
2015,NUTS,2013,DK012,3,2.08
2015,NUTS,2013,DK013,3,1.34
2015,NUTS,2013,DK031,3,12.9
2015,NUTS,2013,DK042,3,2.19
2015,NUTS,2013,DK050,3,6.23
2015,NUTS,2013,EE008,3,0.32
2015,NUTS,2013,ES300,3,0.16
2015,NUTS,2013,ES511,3,2.22
2015,NUTS,2013,ES514,3,12.58
2015,NUTS,2013,ES523,3,4.03
2015,NUTS,2013,FI1B1,3,0.06
2015,NUTS,2013,FI1D2,3,10.94
2015,NUTS,2013,FR101,3,0.23
2015,NUTS,2013,FR105,3,3.59
2015,NUTS,2013,FR107,3,8.76
2015,NUTS,2013,FR716,3,0.4
2015,NUTS,2013,FR724,3,2.36
2015,NUTS,2013,FR824,3,13.63
2015,NUTS,2013,HR041,3,2.16
2015,NUTS,2013,HU101,3,1.38
2015,NUTS,2013,IE013,3,3.54
2015,NUTS,2013,IE025,3,6.09
2015,NUTS,2013,ITC11,3,0.97
2015,NUTS,2013,ITC4C,3,0.22
2015,NUTS,2013,ITF14,3,3.4
2015,NUTS,2013,ITH36,3,11.68
2015,NUTS,2013,ITH41,3,21.23
2015,NUTS,2013,ITH42,3,21.23
2015,NUTS,2013,ITI19,3,5.97
2015,NUTS,2013,ITI32,3,19.3
2015,NUTS,2013,ITI43,3,0.85
2015,NUTS,2013,LU000,3,0.2
2015,NUTS,2013,LV006,3,1.55
2015,NUTS,2013,NL113,3,1.29
2015,NUTS,2013,NL213,3,3.36
2015,NUTS,2013,NL221,3,4.8
2015,NUTS,2013,NL310,3,1.99
2015,NUTS,2013,NL326,3,0.42
2015,NUTS,2013,NL332,3,0.16
2015,NUTS,2013,NL333,3,0.14
2015,NUTS,2013,NL337,3,1.34
2015,NUTS,2013,NL339,3,5.53
2015,NUTS,2013,NL33A,3,17.12
