year,region_type,region_year_spec,region_id,region_level,products_fund_amount
2014,NUTS,2013,ITC1,2,50000.0
2014,NUTS,2013,ITC11,3,50000.0
2014,NUTS,2013,ITC4,2,50000.0
2014,NUTS,2013,ITC4D,3,50000.0
2014,NUTS,2013,ITH,1,50000.0
2014,NUTS,2013,ITH5,2,50000.0
2014,NUTS,2013,ITH55,3,50000.0
2014,NUTS,2013,LV,0,409375.0
2014,NUTS,2013,LV0,1,409375.0
2014,NUTS,2013,LV00,2,409375.0
2014,NUTS,2013,LV006,3,330450.0
2014,NUTS,2013,LV009,3,78925.0
2014,NUTS,2013,NL,0,1399833.05
2014,NUTS,2013,NL2,1,612263.75
2014,NUTS,2013,NL21,2,612263.75
2014,NUTS,2013,NL213,3,612263.75
2014,NUTS,2013,NL4,1,787569.3
2014,NUTS,2013,NL41,2,206891.25
2014,NUTS,2013,NL414,3,206891.25
2014,NUTS,2013,NL42,2,580678.05
2014,NUTS,2013,NL423,3,580678.05
2014,NUTS,2013,PT,0,331575.0
2014,NUTS,2013,PT1,1,331575.0
2014,NUTS,2013,PT11,2,331575.0
2014,NUTS,2013,PT112,3,135485.0
2014,NUTS,2013,PT11A,3,196090.0
2015,NUTS,2013,AT,0,11529133.33
2015,NUTS,2013,AT1,1,4574267.89
2015,NUTS,2013,AT12,2,992696.91
2015,NUTS,2013,AT122,3,992696.91
2015,NUTS,2013,AT13,2,3581570.98
2015,NUTS,2013,AT130,3,3581570.98
2015,NUTS,2013,AT2,1,4686178.56
2015,NUTS,2013,AT21,2,465674.0
2015,NUTS,2013,AT211,3,465674.0
2015,NUTS,2013,AT22,2,4220504.56
2015,NUTS,2013,AT221,3,1991972.06
2015,NUTS,2013,AT223,3,1650737.5
2015,NUTS,2013,AT226,3,577795.0
2015,NUTS,2013,AT3,1,2268686.88
2015,NUTS,2013,AT31,2,932687.0
2015,NUTS,2013,AT311,3,932687.0
2015,NUTS,2013,AT32,2,940800.0
2015,NUTS,2013,AT322,3,217000.0
2015,NUTS,2013,AT323,3,723800.0
2015,NUTS,2013,AT33,2,395199.88
2015,NUTS,2013,AT335,3,395199.88
2015,NUTS,2013,BE,0,14777119.36
2015,NUTS,2013,BE1,1,5715749.08
2015,NUTS,2013,BE10,2,5715749.08
2015,NUTS,2013,BE100,3,5715749.08
2015,NUTS,2013,BE2,1,7237005.29
2015,NUTS,2013,BE21,2,1838530.0
2015,NUTS,2013,BE212,3,212322.5
2015,NUTS,2013,BE213,3,1626207.5
2015,NUTS,2013,BE22,2,109489.0
2015,NUTS,2013,BE221,3,109489.0
2015,NUTS,2013,BE23,2,1581500.75
2015,NUTS,2013,BE234,3,1054899.5
2015,NUTS,2013,BE235,3,526601.25
2015,NUTS,2013,BE24,2,3707485.54
2015,NUTS,2013,BE241,3,350210.0
2015,NUTS,2013,BE242,3,3357275.54
2015,NUTS,2013,BE3,1,1824364.99
2015,NUTS,2013,BE31,2,666994.99
2015,NUTS,2013,BE310,3,666994.99
2015,NUTS,2013,BE33,2,501120.0
2015,NUTS,2013,BE332,3,501120.0
2015,NUTS,2013,BE35,2,656250.0
2015,NUTS,2013,BE352,3,656250.0
2015,NUTS,2013,BG,0,163053.75
2015,NUTS,2013,BG4,1,163053.75
2015,NUTS,2013,BG41,2,163053.75
2015,NUTS,2013,BG411,3,163053.75
2015,NUTS,2013,CY,0,150625.0
2015,NUTS,2013,CY0,1,150625.0
2015,NUTS,2013,CY00,2,150625.0
2015,NUTS,2013,CY000,3,150625.0
2015,NUTS,2013,CZ,0,420607.5
2015,NUTS,2013,CZ0,1,420607.5
2015,NUTS,2013,CZ01,2,109282.5
2015,NUTS,2013,CZ010,3,109282.5
2015,NUTS,2013,CZ05,2,147700.0
2015,NUTS,2013,CZ052,3,147700.0
2015,NUTS,2013,CZ06,2,163625.0
2015,NUTS,2013,CZ064,3,163625.0
2015,NUTS,2013,DE,0,60878742.59
2015,NUTS,2013,DE1,1,6759420.07
2015,NUTS,2013,DE11,2,2290187.22
2015,NUTS,2013,DE111,3,1285015.0
2015,NUTS,2013,DE112,3,128151.84
2015,NUTS,2013,DE113,3,877020.38
2015,NUTS,2013,DE12,2,2216999.33
2015,NUTS,2013,DE122,3,1057241.48
2015,NUTS,2013,DE125,3,37382.85
2015,NUTS,2013,DE129,3,1122375.0
2015,NUTS,2013,DE13,2,1540600.23
2015,NUTS,2013,DE131,3,604365.5
2015,NUTS,2013,DE134,3,759236.0
2015,NUTS,2013,DE139,3,176998.73
2015,NUTS,2013,DE14,2,711633.29
2015,NUTS,2013,DE141,3,711633.29
2015,NUTS,2013,DE2,1,21944769.09
2015,NUTS,2013,DE21,2,16537175.59
2015,NUTS,2013,DE212,3,15701626.59
2015,NUTS,2013,DE21H,3,327306.0
2015,NUTS,2013,DE21K,3,202431.0
2015,NUTS,2013,DE21L,3,305812.0
2015,NUTS,2013,DE23,2,206942.5
2015,NUTS,2013,DE239,3,206942.5
2015,NUTS,2013,DE24,2,47125.0
2015,NUTS,2013,DE242,3,47125.0
2015,NUTS,2013,DE25,2,3806881.0
2015,NUTS,2013,DE251,3,715855.0
2015,NUTS,2013,DE252,3,1206637.0
2015,NUTS,2013,DE257,3,1884389.0
2015,NUTS,2013,DE26,2,1158520.0
2015,NUTS,2013,DE263,3,529065.0
2015,NUTS,2013,DE268,3,629455.0
2015,NUTS,2013,DE27,2,188125.0
2015,NUTS,2013,DE27C,3,188125.0
2015,NUTS,2013,DE3,1,1638516.08
2015,NUTS,2013,DE30,2,1638516.08
2015,NUTS,2013,DE300,3,1638516.08
2015,NUTS,2013,DE5,1,456125.0
2015,NUTS,2013,DE50,2,456125.0
2015,NUTS,2013,DE502,3,456125.0
2015,NUTS,2013,DE6,1,1090153.41
2015,NUTS,2013,DE60,2,1090153.41
2015,NUTS,2013,DE600,3,1090153.41
2015,NUTS,2013,DE7,1,1809508.09
2015,NUTS,2013,DE71,2,1759508.09
2015,NUTS,2013,DE711,3,798455.59
2015,NUTS,2013,DE712,3,961052.5
2015,NUTS,2013,DE73,2,50000.0
2015,NUTS,2013,DE732,3,50000.0
2015,NUTS,2013,DE8,1,771496.25
2015,NUTS,2013,DE80,2,771496.25
2015,NUTS,2013,DE803,3,533050.0
2015,NUTS,2013,DE804,3,238446.25
2015,NUTS,2013,DE9,1,2881517.82
2015,NUTS,2013,DE91,2,1037531.57
2015,NUTS,2013,DE911,3,475501.95
2015,NUTS,2013,DE916,3,562029.62
2015,NUTS,2013,DE92,2,1536836.25
2015,NUTS,2013,DE929,3,1536836.25
2015,NUTS,2013,DE94,2,307150.0
2015,NUTS,2013,DE943,3,231375.0
2015,NUTS,2013,DE94E,3,75775.0
2015,NUTS,2013,DEA,1,13778791.28
2015,NUTS,2013,DEA1,2,1426825.81
2015,NUTS,2013,DEA12,3,356875.0
2015,NUTS,2013,DEA13,3,55000.0
2015,NUTS,2013,DEA1C,3,838812.81
2015,NUTS,2013,DEA1E,3,176138.0
2015,NUTS,2013,DEA2,2,9800834.22
2015,NUTS,2013,DEA23,3,5149802.87
2015,NUTS,2013,DEA24,3,1808240.23
2015,NUTS,2013,DEA26,3,1191348.16
2015,NUTS,2013,DEA2D,3,1651442.96
2015,NUTS,2013,DEA3,2,413400.0
2015,NUTS,2013,DEA35,3,322750.0
2015,NUTS,2013,DEA38,3,90650.0
2015,NUTS,2013,DEA4,2,1102858.75
2015,NUTS,2013,DEA47,3,1102858.75
2015,NUTS,2013,DEA5,2,1034872.5
2015,NUTS,2013,DEA51,3,51712.5
2015,NUTS,2013,DEA52,3,933160.0
2015,NUTS,2013,DEA58,3,50000.0
2015,NUTS,2013,DEB,1,1277914.72
2015,NUTS,2013,DEB3,2,1277914.72
2015,NUTS,2013,DEB34,3,1277914.72
2015,NUTS,2013,DEC,1,320250.0
2015,NUTS,2013,DEC0,2,320250.0
2015,NUTS,2013,DEC01,3,320250.0
2015,NUTS,2013,DED,1,6247332.25
2015,NUTS,2013,DED2,2,4869915.41
2015,NUTS,2013,DED21,3,4535227.91
2015,NUTS,2013,DED2D,3,334687.5
2015,NUTS,2013,DED4,2,1066469.34
2015,NUTS,2013,DED41,3,745443.01
2015,NUTS,2013,DED43,3,321026.33
2015,NUTS,2013,DED5,2,310947.5
2015,NUTS,2013,DED51,3,310947.5
2015,NUTS,2013,DEF,1,935577.07
2015,NUTS,2013,DEF0,2,935577.07
2015,NUTS,2013,DEF06,3,94500.0
2015,NUTS,2013,DEF0F,3,841077.07
2015,NUTS,2013,DEG,1,967371.46
2015,NUTS,2013,DEG0,2,967371.46
2015,NUTS,2013,DEG03,3,280519.5
2015,NUTS,2013,DEG0F,3,620382.0
2015,NUTS,2013,DEG0J,3,66469.96
2015,NUTS,2013,DK,0,3322812.75
2015,NUTS,2013,DK0,1,3322812.75
2015,NUTS,2013,DK01,2,1237273.75
2015,NUTS,2013,DK011,3,566148.75
2015,NUTS,2013,DK012,3,671125.0
2015,NUTS,2013,DK02,2,329087.5
2015,NUTS,2013,DK022,3,329087.5
2015,NUTS,2013,DK04,2,424825.5
2015,NUTS,2013,DK042,3,424825.5
2015,NUTS,2013,DK05,2,1331626.0
2015,NUTS,2013,DK050,3,1331626.0
2015,NUTS,2013,EE,0,50000.0
2015,NUTS,2013,EE0,1,50000.0
2015,NUTS,2013,EE00,2,50000.0
2015,NUTS,2013,EE001,3,50000.0
2015,NUTS,2013,ES,0,17197024.28
2015,NUTS,2013,ES2,1,2515280.52
2015,NUTS,2013,ES21,2,1245919.72
2015,NUTS,2013,ES212,3,412056.25
2015,NUTS,2013,ES213,3,833863.47
2015,NUTS,2013,ES22,2,212450.0
2015,NUTS,2013,ES220,3,212450.0
2015,NUTS,2013,ES23,2,422931.25
2015,NUTS,2013,ES230,3,422931.25
2015,NUTS,2013,ES24,2,633979.55
2015,NUTS,2013,ES243,3,633979.55
2015,NUTS,2013,ES3,1,9161817.32
2015,NUTS,2013,ES30,2,9161817.32
2015,NUTS,2013,ES300,3,9161817.32
2015,NUTS,2013,ES4,1,1143227.95
2015,NUTS,2013,ES41,2,244685.5
2015,NUTS,2013,ES412,3,244685.5
2015,NUTS,2013,ES42,2,898542.45
2015,NUTS,2013,ES422,3,898542.45
2015,NUTS,2013,ES5,1,4376698.49
2015,NUTS,2013,ES51,2,3425667.24
2015,NUTS,2013,ES511,3,3208997.24
2015,NUTS,2013,ES514,3,216670.0
2015,NUTS,2013,ES52,2,882000.0
2015,NUTS,2013,ES521,3,882000.0
2015,NUTS,2013,ES53,2,69031.25
2015,NUTS,2013,ES532,3,69031.25
2015,NUTS,2013,FI,0,15489199.45
2015,NUTS,2013,FI1,1,15489199.45
2015,NUTS,2013,FI19,2,1316222.5
2015,NUTS,2013,FI193,3,584472.5
2015,NUTS,2013,FI197,3,731750.0
2015,NUTS,2013,FI1B,2,9147986.35
2015,NUTS,2013,FI1B1,3,9147986.35
2015,NUTS,2013,FI1C,2,2611095.0
2015,NUTS,2013,FI1C1,3,2346207.5
2015,NUTS,2013,FI1C3,3,264887.5
2015,NUTS,2013,FI1D,2,2413895.6
2015,NUTS,2013,FI1D1,3,906391.25
2015,NUTS,2013,FI1D2,3,163312.5
2015,NUTS,2013,FI1D3,3,372399.97
2015,NUTS,2013,FI1D6,3,971791.88
2015,NUTS,2013,FR,0,13443986.17
2015,NUTS,2013,FR1,1,6287064.3
2015,NUTS,2013,FR10,2,6287064.3
2015,NUTS,2013,FR101,3,3675652.79
2015,NUTS,2013,FR103,3,779676.5
2015,NUTS,2013,FR104,3,606750.01
2015,NUTS,2013,FR105,3,1224985.0
2015,NUTS,2013,FR2,1,751436.88
2015,NUTS,2013,FR23,2,3080.0
2015,NUTS,2013,FR232,3,3080.0
2015,NUTS,2013,FR24,2,306025.0
2015,NUTS,2013,FR246,3,306025.0
2015,NUTS,2013,FR25,2,240769.38
2015,NUTS,2013,FR251,3,240769.38
2015,NUTS,2013,FR26,2,201562.5
2015,NUTS,2013,FR261,3,201562.5
2015,NUTS,2013,FR3,1,334937.0
2015,NUTS,2013,FR30,2,334937.0
2015,NUTS,2013,FR301,3,334937.0
2015,NUTS,2013,FR4,1,1212847.46
2015,NUTS,2013,FR41,2,140409.96
2015,NUTS,2013,FR411,3,140409.96
2015,NUTS,2013,FR42,2,618380.0
2015,NUTS,2013,FR421,3,618380.0
2015,NUTS,2013,FR43,2,454057.5
2015,NUTS,2013,FR431,3,454057.5
2015,NUTS,2013,FR5,1,1110195.12
2015,NUTS,2013,FR51,2,584651.75
2015,NUTS,2013,FR512,3,93947.5
2015,NUTS,2013,FR515,3,490704.25
2015,NUTS,2013,FR53,2,525543.37
2015,NUTS,2013,FR534,3,525543.37
2015,NUTS,2013,FR6,1,1786867.13
2015,NUTS,2013,FR61,2,1674932.43
2015,NUTS,2013,FR612,3,1087383.05
2015,NUTS,2013,FR615,3,587549.38
2015,NUTS,2013,FR62,2,111934.7
2015,NUTS,2013,FR623,3,111934.7
2015,NUTS,2013,FR7,1,1644638.28
2015,NUTS,2013,FR71,2,1644638.28
2015,NUTS,2013,FR714,3,959649.38
2015,NUTS,2013,FR716,3,451833.39
2015,NUTS,2013,FR718,3,233155.51
2015,NUTS,2013,FR8,1,316000.0
2015,NUTS,2013,FR82,2,316000.0
2015,NUTS,2013,FR824,3,316000.0
2015,NUTS,2013,HU,0,878150.89
2015,NUTS,2013,HU1,1,878150.89
2015,NUTS,2013,HU10,2,878150.89
2015,NUTS,2013,HU101,3,514489.38
2015,NUTS,2013,HU102,3,363661.51
2015,NUTS,2013,IE,0,2406876.75
2015,NUTS,2013,IE0,1,2406876.75
2015,NUTS,2013,IE01,2,274910.0
2015,NUTS,2013,IE013,3,274910.0
2015,NUTS,2013,IE02,2,2131966.75
2015,NUTS,2013,IE021,3,1055912.25
2015,NUTS,2013,IE025,3,1076054.5
2015,NUTS,2013,IT,0,26746561.23
2015,NUTS,2013,ITC,1,14050813.11
2015,NUTS,2013,ITC1,2,4795960.98
2015,NUTS,2013,ITC11,3,4083507.68
2015,NUTS,2013,ITC16,3,316149.9
2015,NUTS,2013,ITC18,3,396303.4
2015,NUTS,2013,ITC3,2,2132790.28
2015,NUTS,2013,ITC33,3,2132790.28
2015,NUTS,2013,ITC4,2,7122061.85
2015,NUTS,2013,ITC41,3,50000.0
2015,NUTS,2013,ITC42,3,1044000.0
2015,NUTS,2013,ITC43,3,329375.0
2015,NUTS,2013,ITC46,3,489162.5
2015,NUTS,2013,ITC47,3,1212916.13
2015,NUTS,2013,ITC48,3,376684.38
2015,NUTS,2013,ITC4C,3,3619923.84
2015,NUTS,2013,ITF,1,640387.5
2015,NUTS,2013,ITF1,2,212325.0
2015,NUTS,2013,ITF14,3,212325.0
2015,NUTS,2013,ITF3,2,323062.5
2015,NUTS,2013,ITF33,3,323062.5
2015,NUTS,2013,ITF4,2,105000.0
2015,NUTS,2013,ITF45,3,105000.0
2015,NUTS,2013,ITG,1,257000.0
2015,NUTS,2013,ITG1,2,50000.0
2015,NUTS,2013,ITG12,3,50000.0
2015,NUTS,2013,ITG2,2,207000.0
2015,NUTS,2013,ITG27,3,207000.0
2015,NUTS,2013,ITH,1,5962126.16
2015,NUTS,2013,ITH1,2,569625.0
2015,NUTS,2013,ITH10,3,569625.0
2015,NUTS,2013,ITH3,2,2102584.31
2015,NUTS,2013,ITH32,3,1041250.0
2015,NUTS,2013,ITH34,3,1028425.0
2015,NUTS,2013,ITH36,3,32909.31
2015,NUTS,2013,ITH4,2,560000.0
2015,NUTS,2013,ITH44,3,560000.0
2015,NUTS,2013,ITH5,2,2729916.85
2015,NUTS,2013,ITH53,3,566106.25
2015,NUTS,2013,ITH55,3,1724630.95
2015,NUTS,2013,ITH57,3,203437.5
2015,NUTS,2013,ITH59,3,235742.15
2015,NUTS,2013,ITI,1,5836234.46
2015,NUTS,2013,ITI1,2,456687.5
2015,NUTS,2013,ITI14,3,456687.5
2015,NUTS,2013,ITI4,2,5379546.96
2015,NUTS,2013,ITI43,3,5329546.96
2015,NUTS,2013,ITI44,3,50000.0
2015,NUTS,2013,LT,0,1465690.76
2015,NUTS,2013,LT0,1,1465690.76
2015,NUTS,2013,LT00,2,1465690.76
2015,NUTS,2013,LT003,3,354375.0
2015,NUTS,2013,LT00A,3,1111315.76
2015,NUTS,2013,LU,0,610872.5
2015,NUTS,2013,LU0,1,610872.5
2015,NUTS,2013,LU00,2,610872.5
2015,NUTS,2013,LU000,3,610872.5
2015,NUTS,2013,LV,0,346375.0
2015,NUTS,2013,LV0,1,346375.0
2015,NUTS,2013,LV00,2,346375.0
2015,NUTS,2013,LV006,3,346375.0
2015,NUTS,2013,NL,0,20550130.53
2015,NUTS,2013,NL1,1,515083.45
2015,NUTS,2013,NL12,2,50000.0
2015,NUTS,2013,NL121,3,50000.0
2015,NUTS,2013,NL13,2,465083.45
2015,NUTS,2013,NL131,3,465083.45
2015,NUTS,2013,NL2,1,1672355.35
2015,NUTS,2013,NL21,2,925530.5
2015,NUTS,2013,NL213,3,925530.5
2015,NUTS,2013,NL22,2,746824.85
2015,NUTS,2013,NL221,3,545962.5
2015,NUTS,2013,NL226,3,200862.35
2015,NUTS,2013,NL3,1,14144680.56
2015,NUTS,2013,NL31,2,2477656.6
2015,NUTS,2013,NL310,3,2477656.6
2015,NUTS,2013,NL32,2,3364042.12
2015,NUTS,2013,NL323,3,289125.0
2015,NUTS,2013,NL326,3,1343625.75
2015,NUTS,2013,NL327,3,1731291.37
2015,NUTS,2013,NL33,2,8302981.84
2015,NUTS,2013,NL332,3,5037872.59
2015,NUTS,2013,NL333,3,2541428.0
2015,NUTS,2013,NL337,3,294681.25
2015,NUTS,2013,NL339,3,429000.0
2015,NUTS,2013,NL4,1,4218011.17
2015,NUTS,2013,NL41,2,3473562.89
2015,NUTS,2013,NL413,3,254928.44
2015,NUTS,2013,NL414,3,3218634.45
2015,NUTS,2013,NL42,2,744448.28
2015,NUTS,2013,NL423,3,744448.28
2015,NUTS,2013,PL,0,2969367.51
2015,NUTS,2013,PL1,1,1477655.01
2015,NUTS,2013,PL12,2,1477655.01
2015,NUTS,2013,PL127,3,380000.01
2015,NUTS,2013,PL129,3,842655.0
2015,NUTS,2013,PL12A,3,255000.0
2015,NUTS,2013,PL2,1,870562.5
2015,NUTS,2013,PL22,2,870562.5
2015,NUTS,2013,PL229,3,768375.0
2015,NUTS,2013,PL22A,3,102187.5
2015,NUTS,2013,PL5,1,621150.0
2015,NUTS,2013,PL51,2,621150.0
2015,NUTS,2013,PL514,3,621150.0
2015,NUTS,2013,PT,0,1949324.97
2015,NUTS,2013,PT1,1,1949324.97
2015,NUTS,2013,PT11,2,1146737.25
2015,NUTS,2013,PT11A,3,1146737.25
2015,NUTS,2013,PT16,2,728712.72
2015,NUTS,2013,PT16D,3,728712.72
2015,NUTS,2013,PT17,2,73875.0
2015,NUTS,2013,PT170,3,73875.0
2015,NUTS,2013,RO,0,372502.5
2015,NUTS,2013,RO2,1,54065.0
2015,NUTS,2013,RO21,2,54065.0
2015,NUTS,2013,RO215,3,54065.0
2015,NUTS,2013,RO3,1,243437.5
2015,NUTS,2013,RO32,2,243437.5
2015,NUTS,2013,RO321,3,243437.5
2015,NUTS,2013,RO4,1,75000.0
2015,NUTS,2013,RO41,2,75000.0
2015,NUTS,2013,RO413,3,75000.0
2015,NUTS,2013,SE,0,6992122.41
2015,NUTS,2013,SE1,1,4799577.77
2015,NUTS,2013,SE11,2,4055131.52
2015,NUTS,2013,SE110,3,4055131.52
2015,NUTS,2013,SE12,2,744446.25
2015,NUTS,2013,SE123,3,229446.25
2015,NUTS,2013,SE125,3,515000.0
2015,NUTS,2013,SE2,1,1953794.64
2015,NUTS,2013,SE22,2,340208.66
2015,NUTS,2013,SE224,3,340208.66
2015,NUTS,2013,SE23,2,1613585.98
2015,NUTS,2013,SE232,3,1613585.98
2015,NUTS,2013,SE3,1,238750.0
2015,NUTS,2013,SE33,2,238750.0
2015,NUTS,2013,SE331,3,50000.0
2015,NUTS,2013,SE332,3,188750.0
2015,NUTS,2013,SI,0,4081926.29
2015,NUTS,2013,SI0,1,4081926.29
2015,NUTS,2013,SI03,2,2185997.54
2015,NUTS,2013,SI032,3,2135997.54
2015,NUTS,2013,SI035,3,50000.0
2015,NUTS,2013,SI04,2,1895928.75
2015,NUTS,2013,SI041,3,1268428.75
2015,NUTS,2013,SI042,3,319150.0
2015,NUTS,2013,SI043,3,308350.0
2015,NUTS,2013,UK,0,17549744.0
2015,NUTS,2013,UKC,1,544262.5
2015,NUTS,2013,UKC1,2,351762.5
2015,NUTS,2013,UKC12,3,351762.5
2015,NUTS,2013,UKC2,2,192500.0
2015,NUTS,2013,UKC22,3,192500.0
2015,NUTS,2013,UKD,1,231250.0
2015,NUTS,2013,UKD3,2,231250.0
2015,NUTS,2013,UKD33,3,60000.0
2015,NUTS,2013,UKD34,3,171250.0
2015,NUTS,2013,UKE,1,3053596.25
2015,NUTS,2013,UKE3,2,309410.0
2015,NUTS,2013,UKE31,3,309410.0
2015,NUTS,2013,UKE4,2,2744186.25
2015,NUTS,2013,UKE42,3,2744186.25
2015,NUTS,2013,UKF,1,3123446.44
2015,NUTS,2013,UKF1,2,266350.0
2015,NUTS,2013,UKF14,3,266350.0
2015,NUTS,2013,UKF2,2,2857096.44
2015,NUTS,2013,UKF22,3,2857096.44
2015,NUTS,2013,UKG,1,1058397.5
2015,NUTS,2013,UKG3,2,1058397.5
2015,NUTS,2013,UKG31,3,815797.5
2015,NUTS,2013,UKG37,3,242600.0
2015,NUTS,2013,UKH,1,50000.0
2015,NUTS,2013,UKH1,2,50000.0
2015,NUTS,2013,UKH11,3,50000.0
2015,NUTS,2013,UKI,1,5601575.55
2015,NUTS,2013,UKI3,2,1299664.55
2015,NUTS,2013,UKI32,3,1299664.55
2015,NUTS,2013,UKI4,2,822501.0
2015,NUTS,2013,UKI42,3,822501.0
2015,NUTS,2013,UKI5,2,272625.0
2015,NUTS,2013,UKI52,3,272625.0
2015,NUTS,2013,UKI7,2,3206785.0
2015,NUTS,2013,UKI74,3,2983035.0
2015,NUTS,2013,UKI75,3,223750.0
2015,NUTS,2013,UKJ,1,282482.5
2015,NUTS,2013,UKJ1,2,282482.5
2015,NUTS,2013,UKJ11,3,282482.5
2015,NUTS,2013,UKK,1,2343697.5
2015,NUTS,2013,UKK1,2,2343697.5
2015,NUTS,2013,UKK12,3,1305293.75
2015,NUTS,2013,UKK13,3,1038403.75
2015,NUTS,2013,UKL,1,253775.0
2015,NUTS,2013,UKL1,2,235250.0
2015,NUTS,2013,UKL17,3,235250.0
2015,NUTS,2013,UKL2,2,18525.0
2015,NUTS,2013,UKL21,3,18525.0
2015,NUTS,2013,UKM,1,1007260.76
2015,NUTS,2013,UKM3,2,1007260.76
2015,NUTS,2013,UKM34,3,1007260.76
2016,NUTS,2016,AT,0,10383896.98
2016,NUTS,2016,AT1,1,3199977.23
2016,NUTS,2016,AT13,2,3199977.23
2016,NUTS,2016,AT130,3,3199977.23
2016,NUTS,2016,AT2,1,6821414.12
2016,NUTS,2016,AT21,2,3048165.94
2016,NUTS,2016,AT211,3,3048165.94
2016,NUTS,2016,AT22,2,3773248.18
2016,NUTS,2016,AT221,3,2212404.56
2016,NUTS,2016,AT223,3,1560843.62
2016,NUTS,2016,AT3,1,362505.63
2016,NUTS,2016,AT32,2,49115.0
2016,NUTS,2016,AT323,3,49115.0
2016,NUTS,2016,AT33,2,313390.63
2016,NUTS,2016,AT331,3,185915.63
2016,NUTS,2016,AT332,3,127475.0
2016,NUTS,2016,BE,0,11558691.04
2016,NUTS,2016,BE1,1,1474985.83
2016,NUTS,2016,BE10,2,1474985.83
2016,NUTS,2016,BE100,3,1474985.83
2016,NUTS,2016,BE2,1,9364567.71
2016,NUTS,2016,BE21,2,2089281.82
2016,NUTS,2016,BE211,3,503842.13
2016,NUTS,2016,BE213,3,1585439.69
2016,NUTS,2016,BE22,2,250560.0
2016,NUTS,2016,BE222,3,250560.0
2016,NUTS,2016,BE23,2,390310.01
2016,NUTS,2016,BE234,3,390310.01
2016,NUTS,2016,BE24,2,6108642.38
2016,NUTS,2016,BE241,3,1632809.38
2016,NUTS,2016,BE242,3,4475833.0
2016,NUTS,2016,BE25,2,525773.5
2016,NUTS,2016,BE257,3,525773.5
2016,NUTS,2016,BE3,1,719137.5
2016,NUTS,2016,BE31,2,72187.5
2016,NUTS,2016,BE310,3,72187.5
2016,NUTS,2016,BE33,2,646950.0
2016,NUTS,2016,BE331,3,128250.0
2016,NUTS,2016,BE332,3,518700.0
2016,NUTS,2016,CY,0,355750.0
2016,NUTS,2016,CY0,1,355750.0
2016,NUTS,2016,CY00,2,355750.0
2016,NUTS,2016,CY000,3,355750.0
2016,NUTS,2016,CZ,0,771432.5
2016,NUTS,2016,CZ0,1,771432.5
2016,NUTS,2016,CZ01,2,454332.5
2016,NUTS,2016,CZ010,3,454332.5
2016,NUTS,2016,CZ02,2,148750.0
2016,NUTS,2016,CZ020,3,148750.0
2016,NUTS,2016,CZ06,2,168350.0
2016,NUTS,2016,CZ064,3,168350.0
2016,NUTS,2016,DE,0,30091953.43
2016,NUTS,2016,DE1,1,5723570.15
2016,NUTS,2016,DE11,2,4489303.44
2016,NUTS,2016,DE111,3,1533936.25
2016,NUTS,2016,DE113,3,1256500.0
2016,NUTS,2016,DE118,3,146065.94
2016,NUTS,2016,DE11D,3,1552801.25
2016,NUTS,2016,DE12,2,853432.96
