,year,region_type,region_year_spec,region_id,region_level,policy_proj_count
169,2014,NUTS,2013,UKN,1,1
170,2014,NUTS,2013,UKN0,2,1
171,2014,NUTS,2013,UKN04,3,1
172,2015,NUTS,2013,AT,0,61
173,2015,NUTS,2013,AT1,1,44
174,2015,NUTS,2013,AT12,2,3
175,2015,NUTS,2013,AT127,3,3
176,2015,NUTS,2013,AT13,2,41
177,2015,NUTS,2013,AT130,3,41
178,2015,NUTS,2013,AT2,1,10
179,2015,NUTS,2013,AT22,2,10
180,2015,NUTS,2013,AT221,3,10
181,2015,NUTS,2013,AT3,1,7
182,2015,NUTS,2013,AT31,2,5
183,2015,NUTS,2013,AT312,3,5
184,2015,NUTS,2013,AT32,2,2
185,2015,NUTS,2013,AT323,3,2
186,2015,NUTS,2013,BE,0,83
187,2015,NUTS,2013,BE1,1,67
188,2015,NUTS,2013,BE10,2,67
189,2015,NUTS,2013,BE100,3,67
190,2015,NUTS,2013,BE2,1,14
191,2015,NUTS,2013,BE21,2,5
192,2015,NUTS,2013,BE211,3,2
193,2015,NUTS,2013,BE212,3,1
194,2015,NUTS,2013,BE213,3,2
195,2015,NUTS,2013,BE23,2,3
196,2015,NUTS,2013,BE234,3,3
197,2015,NUTS,2013,BE24,2,6
198,2015,NUTS,2013,BE241,3,1
199,2015,NUTS,2013,BE242,3,5
200,2015,NUTS,2013,BE3,1,2
201,2015,NUTS,2013,BE31,2,1
202,2015,NUTS,2013,BE310,3,1
203,2015,NUTS,2013,BE33,2,1
204,2015,NUTS,2013,BE332,3,1
205,2015,NUTS,2013,BG,0,1
206,2015,NUTS,2013,BG4,1,1
207,2015,NUTS,2013,BG41,2,1
208,2015,NUTS,2013,BG411,3,1
209,2015,NUTS,2013,CY,0,5
210,2015,NUTS,2013,CY0,1,5
211,2015,NUTS,2013,CY00,2,5
212,2015,NUTS,2013,CY000,3,5
213,2015,NUTS,2013,CZ,0,20
214,2015,NUTS,2013,CZ0,1,20
215,2015,NUTS,2013,CZ01,2,15
216,2015,NUTS,2013,CZ010,3,15
217,2015,NUTS,2013,CZ02,2,1
218,2015,NUTS,2013,CZ020,3,1
219,2015,NUTS,2013,CZ04,2,1
220,2015,NUTS,2013,CZ042,3,1
221,2015,NUTS,2013,CZ06,2,2
222,2015,NUTS,2013,CZ064,3,2
223,2015,NUTS,2013,CZ08,2,1
224,2015,NUTS,2013,CZ080,3,1
225,2015,NUTS,2013,DE,0,162
226,2015,NUTS,2013,DE1,1,18
227,2015,NUTS,2013,DE11,2,6
228,2015,NUTS,2013,DE111,3,6
229,2015,NUTS,2013,DE12,2,7
230,2015,NUTS,2013,DE122,3,5
231,2015,NUTS,2013,DE125,3,2
232,2015,NUTS,2013,DE13,2,5
233,2015,NUTS,2013,DE131,3,3
234,2015,NUTS,2013,DE138,3,2
235,2015,NUTS,2013,DE2,1,26
236,2015,NUTS,2013,DE21,2,24
237,2015,NUTS,2013,DE212,3,24
238,2015,NUTS,2013,DE24,2,1
239,2015,NUTS,2013,DE242,3,1
240,2015,NUTS,2013,DE25,2,1
241,2015,NUTS,2013,DE252,3,1
242,2015,NUTS,2013,DE3,1,26
243,2015,NUTS,2013,DE30,2,26
244,2015,NUTS,2013,DE300,3,26
245,2015,NUTS,2013,DE4,1,3
246,2015,NUTS,2013,DE40,2,3
247,2015,NUTS,2013,DE404,3,3
248,2015,NUTS,2013,DE5,1,7
249,2015,NUTS,2013,DE50,2,7
250,2015,NUTS,2013,DE501,3,6
251,2015,NUTS,2013,DE502,3,1
252,2015,NUTS,2013,DE6,1,3
253,2015,NUTS,2013,DE60,2,3
254,2015,NUTS,2013,DE600,3,3
255,2015,NUTS,2013,DE7,1,9
256,2015,NUTS,2013,DE71,2,6
257,2015,NUTS,2013,DE711,3,2
258,2015,NUTS,2013,DE712,3,3
259,2015,NUTS,2013,DE71A,3,1
260,2015,NUTS,2013,DE73,2,3
261,2015,NUTS,2013,DE731,3,2
262,2015,NUTS,2013,DE736,3,1
263,2015,NUTS,2013,DE8,1,1
264,2015,NUTS,2013,DE80,2,1
265,2015,NUTS,2013,DE80K,3,1
266,2015,NUTS,2013,DE9,1,7
267,2015,NUTS,2013,DE91,2,2
268,2015,NUTS,2013,DE915,3,2
269,2015,NUTS,2013,DE92,2,4
270,2015,NUTS,2013,DE925,3,1
271,2015,NUTS,2013,DE929,3,3
272,2015,NUTS,2013,DE94,2,1
273,2015,NUTS,2013,DE94D,3,1
274,2015,NUTS,2013,DEA,1,46
275,2015,NUTS,2013,DEA1,2,9
276,2015,NUTS,2013,DEA12,3,1
277,2015,NUTS,2013,DEA13,3,1
278,2015,NUTS,2013,DEA16,3,2
279,2015,NUTS,2013,DEA1A,3,5
280,2015,NUTS,2013,DEA2,2,25
281,2015,NUTS,2013,DEA22,3,6
282,2015,NUTS,2013,DEA23,3,9
283,2015,NUTS,2013,DEA26,3,7
284,2015,NUTS,2013,DEA2A,3,2
285,2015,NUTS,2013,DEA2D,3,1
286,2015,NUTS,2013,DEA3,2,6
287,2015,NUTS,2013,DEA32,3,1
288,2015,NUTS,2013,DEA33,3,4
289,2015,NUTS,2013,DEA34,3,1
290,2015,NUTS,2013,DEA4,2,1
291,2015,NUTS,2013,DEA47,3,1
292,2015,NUTS,2013,DEA5,2,5
293,2015,NUTS,2013,DEA52,3,4
294,2015,NUTS,2013,DEA5A,3,1
295,2015,NUTS,2013,DEB,1,2
296,2015,NUTS,2013,DEB1,2,1
297,2015,NUTS,2013,DEB11,3,1
298,2015,NUTS,2013,DEB3,2,1
299,2015,NUTS,2013,DEB32,3,1
300,2015,NUTS,2013,DEC,1,2
301,2015,NUTS,2013,DEC0,2,2
302,2015,NUTS,2013,DEC05,3,2
303,2015,NUTS,2013,DED,1,6
304,2015,NUTS,2013,DED2,2,1
305,2015,NUTS,2013,DED21,3,1
306,2015,NUTS,2013,DED4,2,1
307,2015,NUTS,2013,DED41,3,1
308,2015,NUTS,2013,DED5,2,4
309,2015,NUTS,2013,DED51,3,4
310,2015,NUTS,2013,DEF,1,4
311,2015,NUTS,2013,DEF0,2,4
312,2015,NUTS,2013,DEF02,3,2
313,2015,NUTS,2013,DEF03,3,1
314,2015,NUTS,2013,DEF06,3,1
315,2015,NUTS,2013,DEG,1,2
316,2015,NUTS,2013,DEG0,2,2
317,2015,NUTS,2013,DEG03,3,2
318,2015,NUTS,2013,DK,0,26
319,2015,NUTS,2013,DK0,1,26
320,2015,NUTS,2013,DK01,2,16
321,2015,NUTS,2013,DK011,3,14
322,2015,NUTS,2013,DK012,3,2
323,2015,NUTS,2013,DK02,2,3
324,2015,NUTS,2013,DK021,3,3
325,2015,NUTS,2013,DK03,2,1
326,2015,NUTS,2013,DK031,3,1
327,2015,NUTS,2013,DK04,2,5
328,2015,NUTS,2013,DK041,3,1
329,2015,NUTS,2013,DK042,3,4
330,2015,NUTS,2013,DK05,2,1
331,2015,NUTS,2013,DK050,3,1
332,2015,NUTS,2013,EE,0,21
333,2015,NUTS,2013,EE0,1,21
334,2015,NUTS,2013,EE00,2,21
335,2015,NUTS,2013,EE001,3,9
336,2015,NUTS,2013,EE008,3,12
337,2015,NUTS,2013,ES,0,68
338,2015,NUTS,2013,ES1,1,3
339,2015,NUTS,2013,ES12,2,1
340,2015,NUTS,2013,ES120,3,1
341,2015,NUTS,2013,ES13,2,2
342,2015,NUTS,2013,ES130,3,2
343,2015,NUTS,2013,ES2,1,11
344,2015,NUTS,2013,ES21,2,7
345,2015,NUTS,2013,ES211,3,1
346,2015,NUTS,2013,ES212,3,1
347,2015,NUTS,2013,ES213,3,5
348,2015,NUTS,2013,ES22,2,1
349,2015,NUTS,2013,ES220,3,1
350,2015,NUTS,2013,ES24,2,3
351,2015,NUTS,2013,ES243,3,3
352,2015,NUTS,2013,ES3,1,31
353,2015,NUTS,2013,ES30,2,31
354,2015,NUTS,2013,ES300,3,31
355,2015,NUTS,2013,ES5,1,20
356,2015,NUTS,2013,ES51,2,16
357,2015,NUTS,2013,ES511,3,16
358,2015,NUTS,2013,ES52,2,4
359,2015,NUTS,2013,ES522,3,2
360,2015,NUTS,2013,ES523,3,2
361,2015,NUTS,2013,ES6,1,3
362,2015,NUTS,2013,ES61,2,2
363,2015,NUTS,2013,ES617,3,1
364,2015,NUTS,2013,ES618,3,1
365,2015,NUTS,2013,ES62,2,1
366,2015,NUTS,2013,ES620,3,1
367,2015,NUTS,2013,FI,0,28
368,2015,NUTS,2013,FI1,1,28
369,2015,NUTS,2013,FI19,2,2
370,2015,NUTS,2013,FI197,3,2
371,2015,NUTS,2013,FI1B,2,22
372,2015,NUTS,2013,FI1B1,3,22
373,2015,NUTS,2013,FI1C,2,2
374,2015,NUTS,2013,FI1C1,3,1
375,2015,NUTS,2013,FI1C3,3,1
376,2015,NUTS,2013,FI1D,2,2
377,2015,NUTS,2013,FI1D6,3,2
378,2015,NUTS,2013,FR,0,68
379,2015,NUTS,2013,FR1,1,51
380,2015,NUTS,2013,FR10,2,51
381,2015,NUTS,2013,FR101,3,47
382,2015,NUTS,2013,FR102,3,1
383,2015,NUTS,2013,FR104,3,1
384,2015,NUTS,2013,FR107,3,1
385,2015,NUTS,2013,FR108,3,1
386,2015,NUTS,2013,FR4,1,2
387,2015,NUTS,2013,FR42,2,1
388,2015,NUTS,2013,FR422,3,1
389,2015,NUTS,2013,FR43,2,1
390,2015,NUTS,2013,FR431,3,1
391,2015,NUTS,2013,FR5,1,2
392,2015,NUTS,2013,FR52,2,2
393,2015,NUTS,2013,FR522,3,2
394,2015,NUTS,2013,FR6,1,6
395,2015,NUTS,2013,FR61,2,2
396,2015,NUTS,2013,FR612,3,1
397,2015,NUTS,2013,FR614,3,1
398,2015,NUTS,2013,FR62,2,4
399,2015,NUTS,2013,FR623,3,4
400,2015,NUTS,2013,FR7,1,6
401,2015,NUTS,2013,FR71,2,5
402,2015,NUTS,2013,FR714,3,2
403,2015,NUTS,2013,FR716,3,2
404,2015,NUTS,2013,FR718,3,1
405,2015,NUTS,2013,FR72,2,1
406,2015,NUTS,2013,FR724,3,1
407,2015,NUTS,2013,FR8,1,1
408,2015,NUTS,2013,FR82,2,1
409,2015,NUTS,2013,FR824,3,1
410,2015,NUTS,2013,HR,0,27
411,2015,NUTS,2013,HR0,1,27
412,2015,NUTS,2013,HR04,2,27
413,2015,NUTS,2013,HR041,3,19
414,2015,NUTS,2013,HR042,3,7
415,2015,NUTS,2013,HR04B,3,1
416,2015,NUTS,2013,HU,0,22
417,2015,NUTS,2013,HU1,1,16
418,2015,NUTS,2013,HU10,2,16
419,2015,NUTS,2013,HU101,3,14
420,2015,NUTS,2013,HU102,3,2
421,2015,NUTS,2013,HU3,1,6
422,2015,NUTS,2013,HU31,2,1
423,2015,NUTS,2013,HU311,3,1
424,2015,NUTS,2013,HU32,2,3
425,2015,NUTS,2013,HU321,3,3
426,2015,NUTS,2013,HU33,2,2
427,2015,NUTS,2013,HU331,3,1
428,2015,NUTS,2013,HU333,3,1
429,2015,NUTS,2013,IE,0,26
430,2015,NUTS,2013,IE0,1,26
431,2015,NUTS,2013,IE01,2,2
432,2015,NUTS,2013,IE013,3,2
433,2015,NUTS,2013,IE02,2,24
434,2015,NUTS,2013,IE021,3,19
435,2015,NUTS,2013,IE024,3,1
436,2015,NUTS,2013,IE025,3,4
437,2015,NUTS,2013,IT,0,121
438,2015,NUTS,2013,ITC,1,27
439,2015,NUTS,2013,ITC1,2,12
440,2015,NUTS,2013,ITC11,3,10
441,2015,NUTS,2013,ITC12,3,1
442,2015,NUTS,2013,ITC18,3,1
443,2015,NUTS,2013,ITC3,2,4
444,2015,NUTS,2013,ITC33,3,4
445,2015,NUTS,2013,ITC4,2,11
446,2015,NUTS,2013,ITC41,3,1
447,2015,NUTS,2013,ITC4C,3,10
448,2015,NUTS,2013,ITF,1,4
449,2015,NUTS,2013,ITF3,2,1
450,2015,NUTS,2013,ITF35,3,1
451,2015,NUTS,2013,ITF4,2,2
452,2015,NUTS,2013,ITF45,3,1
453,2015,NUTS,2013,ITF47,3,1
454,2015,NUTS,2013,ITF6,2,1
455,2015,NUTS,2013,ITF61,3,1
456,2015,NUTS,2013,ITG,1,1
457,2015,NUTS,2013,ITG1,2,1
458,2015,NUTS,2013,ITG12,3,1
459,2015,NUTS,2013,ITH,1,18
460,2015,NUTS,2013,ITH1,2,1
461,2015,NUTS,2013,ITH10,3,1
462,2015,NUTS,2013,ITH2,2,8
463,2015,NUTS,2013,ITH20,3,8
464,2015,NUTS,2013,ITH3,2,1
465,2015,NUTS,2013,ITH31,3,1
466,2015,NUTS,2013,ITH5,2,8
467,2015,NUTS,2013,ITH53,3,1
468,2015,NUTS,2013,ITH55,3,5
469,2015,NUTS,2013,ITH56,3,1
470,2015,NUTS,2013,ITH58,3,1
471,2015,NUTS,2013,ITI,1,71
472,2015,NUTS,2013,ITI1,2,17
473,2015,NUTS,2013,ITI12,3,1
474,2015,NUTS,2013,ITI14,3,7
475,2015,NUTS,2013,ITI15,3,3
476,2015,NUTS,2013,ITI17,3,6
477,2015,NUTS,2013,ITI4,2,54
478,2015,NUTS,2013,ITI41,3,1
479,2015,NUTS,2013,ITI43,3,53
480,2015,NUTS,2013,LT,0,8
481,2015,NUTS,2013,LT0,1,8
482,2015,NUTS,2013,LT00,2,8
483,2015,NUTS,2013,LT002,3,2
484,2015,NUTS,2013,LT003,3,1
485,2015,NUTS,2013,LT00A,3,5
486,2015,NUTS,2013,LU,0,18
487,2015,NUTS,2013,LU0,1,18
488,2015,NUTS,2013,LU00,2,18
489,2015,NUTS,2013,LU000,3,18
490,2015,NUTS,2013,LV,0,13
491,2015,NUTS,2013,LV0,1,13
492,2015,NUTS,2013,LV00,2,13
493,2015,NUTS,2013,LV006,3,12
494,2015,NUTS,2013,LV007,3,1
495,2015,NUTS,2013,MT,0,1
496,2015,NUTS,2013,MT0,1,1
497,2015,NUTS,2013,MT00,2,1
498,2015,NUTS,2013,MT001,3,1
499,2015,NUTS,2013,NL,0,123
500,2015,NUTS,2013,NL1,1,4
501,2015,NUTS,2013,NL11,2,2
502,2015,NUTS,2013,NL113,3,2
503,2015,NUTS,2013,NL13,2,2
504,2015,NUTS,2013,NL131,3,2
505,2015,NUTS,2013,NL2,1,20
506,2015,NUTS,2013,NL21,2,8
507,2015,NUTS,2013,NL211,3,2
508,2015,NUTS,2013,NL212,3,1
509,2015,NUTS,2013,NL213,3,5
510,2015,NUTS,2013,NL22,2,12
511,2015,NUTS,2013,NL221,3,9
512,2015,NUTS,2013,NL226,3,3
513,2015,NUTS,2013,NL3,1,90
514,2015,NUTS,2013,NL31,2,22
515,2015,NUTS,2013,NL310,3,22
516,2015,NUTS,2013,NL32,2,19
517,2015,NUTS,2013,NL321,3,1
518,2015,NUTS,2013,NL325,3,1
519,2015,NUTS,2013,NL326,3,17
520,2015,NUTS,2013,NL33,2,49
521,2015,NUTS,2013,NL332,3,27
522,2015,NUTS,2013,NL333,3,10
523,2015,NUTS,2013,NL337,3,1
524,2015,NUTS,2013,NL339,3,10
525,2015,NUTS,2013,NL33A,3,1
526,2015,NUTS,2013,NL4,1,9
527,2015,NUTS,2013,NL41,2,6
528,2015,NUTS,2013,NL412,3,1
529,2015,NUTS,2013,NL414,3,5
530,2015,NUTS,2013,NL42,2,3
531,2015,NUTS,2013,NL423,3,3
532,2015,NUTS,2013,PL,0,22
533,2015,NUTS,2013,PL1,1,18
534,2015,NUTS,2013,PL12,2,18
535,2015,NUTS,2013,PL127,3,18
536,2015,NUTS,2013,PL4,1,2
537,2015,NUTS,2013,PL41,2,2
538,2015,NUTS,2013,PL415,3,2
539,2015,NUTS,2013,PL5,1,1
540,2015,NUTS,2013,PL51,2,1
541,2015,NUTS,2013,PL514,3,1
542,2015,NUTS,2013,PL6,1,1
543,2015,NUTS,2013,PL63,2,1
544,2015,NUTS,2013,PL633,3,1
545,2015,NUTS,2013,PT,0,34
546,2015,NUTS,2013,PT1,1,34
547,2015,NUTS,2013,PT11,2,7
548,2015,NUTS,2013,PT112,3,1
549,2015,NUTS,2013,PT11A,3,6
550,2015,NUTS,2013,PT16,2,3
551,2015,NUTS,2013,PT16D,3,2
552,2015,NUTS,2013,PT16G,3,1
553,2015,NUTS,2013,PT17,2,23
554,2015,NUTS,2013,PT170,3,23
555,2015,NUTS,2013,PT18,2,1
556,2015,NUTS,2013,PT187,3,1
557,2015,NUTS,2013,RO,0,12
558,2015,NUTS,2013,RO1,1,2
559,2015,NUTS,2013,RO11,2,1
560,2015,NUTS,2013,RO113,3,1
561,2015,NUTS,2013,RO12,2,1
562,2015,NUTS,2013,RO122,3,1
563,2015,NUTS,2013,RO2,1,1
564,2015,NUTS,2013,RO22,2,1
565,2015,NUTS,2013,RO224,3,1
566,2015,NUTS,2013,RO3,1,8
567,2015,NUTS,2013,RO32,2,8
568,2015,NUTS,2013,RO321,3,7
569,2015,NUTS,2013,RO322,3,1
570,2015,NUTS,2013,RO4,1,1
571,2015,NUTS,2013,RO42,2,1
572,2015,NUTS,2013,RO424,3,1
573,2015,NUTS,2013,SE,0,29
574,2015,NUTS,2013,SE1,1,18
575,2015,NUTS,2013,SE11,2,15
576,2015,NUTS,2013,SE110,3,15
577,2015,NUTS,2013,SE12,2,3
578,2015,NUTS,2013,SE121,3,1
579,2015,NUTS,2013,SE123,3,1
580,2015,NUTS,2013,SE124,3,1
581,2015,NUTS,2013,SE2,1,7
582,2015,NUTS,2013,SE22,2,4
583,2015,NUTS,2013,SE221,3,1
584,2015,NUTS,2013,SE224,3,3
585,2015,NUTS,2013,SE23,2,3
586,2015,NUTS,2013,SE232,3,3
587,2015,NUTS,2013,SE3,1,4
588,2015,NUTS,2013,SE31,2,1
589,2015,NUTS,2013,SE311,3,1
590,2015,NUTS,2013,SE32,2,1
591,2015,NUTS,2013,SE321,3,1
592,2015,NUTS,2013,SE33,2,2
593,2015,NUTS,2013,SE332,3,2
594,2015,NUTS,2013,SI,0,19
595,2015,NUTS,2013,SI0,1,19
596,2015,NUTS,2013,SI03,2,3
597,2015,NUTS,2013,SI031,3,1
598,2015,NUTS,2013,SI032,3,2
599,2015,NUTS,2013,SI04,2,16
600,2015,NUTS,2013,SI041,3,16
601,2015,NUTS,2013,SK,0,19
602,2015,NUTS,2013,SK0,1,19
603,2015,NUTS,2013,SK01,2,18
604,2015,NUTS,2013,SK010,3,18
605,2015,NUTS,2013,SK03,2,1
606,2015,NUTS,2013,SK032,3,1
607,2015,NUTS,2013,UK,0,102
608,2015,NUTS,2013,UKC,1,1
609,2015,NUTS,2013,UKC2,2,1
610,2015,NUTS,2013,UKC22,3,1
611,2015,NUTS,2013,UKD,1,9
612,2015,NUTS,2013,UKD3,2,7
613,2015,NUTS,2013,UKD33,3,4
614,2015,NUTS,2013,UKD34,3,2
615,2015,NUTS,2013,UKD37,3,1
616,2015,NUTS,2013,UKD6,2,1
617,2015,NUTS,2013,UKD61,3,1
618,2015,NUTS,2013,UKD7,2,1
619,2015,NUTS,2013,UKD72,3,1
620,2015,NUTS,2013,UKE,1,11
621,2015,NUTS,2013,UKE2,2,1
622,2015,NUTS,2013,UKE21,3,1
623,2015,NUTS,2013,UKE4,2,10
624,2015,NUTS,2013,UKE41,3,1
625,2015,NUTS,2013,UKE42,3,6
626,2015,NUTS,2013,UKE44,3,2
627,2015,NUTS,2013,UKE45,3,1
628,2015,NUTS,2013,UKF,1,7
629,2015,NUTS,2013,UKF1,2,3
630,2015,NUTS,2013,UKF14,3,2
631,2015,NUTS,2013,UKF16,3,1
632,2015,NUTS,2013,UKF2,2,4
633,2015,NUTS,2013,UKF21,3,2
634,2015,NUTS,2013,UKF22,3,2
635,2015,NUTS,2013,UKH,1,8
636,2015,NUTS,2013,UKH1,2,7
637,2015,NUTS,2013,UKH12,3,3
638,2015,NUTS,2013,UKH15,3,4
639,2015,NUTS,2013,UKH2,2,1
640,2015,NUTS,2013,UKH25,3,1
641,2015,NUTS,2013,UKI,1,38
642,2015,NUTS,2013,UKI3,2,31
643,2015,NUTS,2013,UKI31,3,5
644,2015,NUTS,2013,UKI32,3,26
645,2015,NUTS,2013,UKI4,2,5
646,2015,NUTS,2013,UKI41,3,4
647,2015,NUTS,2013,UKI45,3,1
648,2015,NUTS,2013,UKI7,2,2
649,2015,NUTS,2013,UKI74,3,2
650,2015,NUTS,2013,UKJ,1,9
651,2015,NUTS,2013,UKJ1,2,3
652,2015,NUTS,2013,UKJ11,3,1
653,2015,NUTS,2013,UKJ12,3,1
654,2015,NUTS,2013,UKJ13,3,1
655,2015,NUTS,2013,UKJ2,2,2
656,2015,NUTS,2013,UKJ22,3,2
