,year,region_type,region_year_spec,region_id,region_level,public_health_fund_spec
130,2015,NUTS,2013,AT33,2,2.51
131,2015,NUTS,2013,BE10,2,0.14
132,2015,NUTS,2013,BE23,2,2.84
133,2015,NUTS,2013,BE24,2,3.92
134,2015,NUTS,2013,CZ06,2,0.17
135,2015,NUTS,2013,DE12,2,2.78
136,2015,NUTS,2013,DE13,2,0.32
137,2015,NUTS,2013,DE21,2,0.54
138,2015,NUTS,2013,DE25,2,1.37
139,2015,NUTS,2013,DE30,2,2.55
140,2015,NUTS,2013,DE40,2,3.3
141,2015,NUTS,2013,DE50,2,2.34
142,2015,NUTS,2013,DE71,2,1.85
143,2015,NUTS,2013,DE80,2,3.77
144,2015,NUTS,2013,DE91,2,1.64
145,2015,NUTS,2013,DE92,2,4.64
146,2015,NUTS,2013,DE94,2,0.88
147,2015,NUTS,2013,DEA1,2,0.99
148,2015,NUTS,2013,DEA2,2,0.39
149,2015,NUTS,2013,DEA3,2,8.35
150,2015,NUTS,2013,DEA4,2,4.27
151,2015,NUTS,2013,DED2,2,0.61
152,2015,NUTS,2013,DED5,2,1.18
153,2015,NUTS,2013,DEE0,2,16.45
154,2015,NUTS,2013,DEG0,2,3.91
155,2015,NUTS,2013,DK01,2,1.01
156,2015,NUTS,2013,DK03,2,3.09
157,2015,NUTS,2013,DK04,2,1.41
158,2015,NUTS,2013,DK05,2,0.24
159,2015,NUTS,2013,EE00,2,0.54
160,2015,NUTS,2013,ES24,2,7.07
161,2015,NUTS,2013,ES30,2,0.69
162,2015,NUTS,2013,ES51,2,2.9
163,2015,NUTS,2013,ES52,2,1.64
164,2015,NUTS,2013,ES61,2,2.7
165,2015,NUTS,2013,FI19,2,2.68
166,2015,NUTS,2013,FI1B,2,1.39
167,2015,NUTS,2013,FI1C,2,2.35
168,2015,NUTS,2013,FR10,2,0.88
169,2015,NUTS,2013,FR30,2,2.03
170,2015,NUTS,2013,FR42,2,3.32
171,2015,NUTS,2013,HR04,2,0.07
172,2015,NUTS,2013,HU10,2,0.75
173,2015,NUTS,2013,HU32,2,1.97
174,2015,NUTS,2013,IE02,2,1.38
175,2015,NUTS,2013,ITC1,2,2.01
176,2015,NUTS,2013,ITC4,2,1.05
177,2015,NUTS,2013,ITH2,2,2.23
178,2015,NUTS,2013,ITH5,2,0.23
179,2015,NUTS,2013,ITI1,2,0.85
180,2015,NUTS,2013,ITI4,2,0.39
181,2015,NUTS,2013,LV00,2,0.07
182,2015,NUTS,2013,NL11,2,3.33
183,2015,NUTS,2013,NL22,2,1.02
184,2015,NUTS,2013,NL31,2,1.1
185,2015,NUTS,2013,NL32,2,1.54
186,2015,NUTS,2013,NL33,2,1.18
187,2015,NUTS,2013,NL42,2,0.17
188,2015,NUTS,2013,PT16,2,2.91
189,2015,NUTS,2013,PT17,2,0.12
190,2015,NUTS,2013,SE11,2,1.22
191,2015,NUTS,2013,SE12,2,2.21
192,2015,NUTS,2013,SE22,2,2.58
193,2015,NUTS,2013,SI04,2,0.1
194,2015,NUTS,2013,SK01,2,0.23
195,2015,NUTS,2013,UKD3,2,1.13
196,2015,NUTS,2013,UKE4,2,0.29
197,2015,NUTS,2013,UKF2,2,0.55
198,2015,NUTS,2013,UKG3,2,7.46
199,2015,NUTS,2013,UKI3,2,1.79
200,2015,NUTS,2013,UKI4,2,0.75
201,2015,NUTS,2013,UKJ2,2,2.43
202,2015,NUTS,2013,UKJ3,2,0.04
203,2015,NUTS,2013,UKL2,2,2.76
204,2015,NUTS,2013,UKM3,2,0.73
205,2015,NUTS,2013,AT127,3,2.04
206,2015,NUTS,2013,AT130,3,0.06
207,2015,NUTS,2013,AT221,3,5.88
208,2015,NUTS,2013,AT332,3,2.95
209,2015,NUTS,2013,BE100,3,0.14
210,2015,NUTS,2013,BE234,3,2.89
211,2015,NUTS,2013,BE235,3,2.64
212,2015,NUTS,2013,BE241,3,5.8
213,2015,NUTS,2013,BE242,3,3.82
214,2015,NUTS,2013,CZ064,3,0.17
215,2015,NUTS,2013,DE122,3,1.23
216,2015,NUTS,2013,DE125,3,3.16
217,2015,NUTS,2013,DE131,3,1.01
218,2015,NUTS,2013,DE212,3,0.5
219,2015,NUTS,2013,DE21H,3,1.52
220,2015,NUTS,2013,DE252,3,2.22
221,2015,NUTS,2013,DE300,3,2.55
222,2015,NUTS,2013,DE403,3,16.45
223,2015,NUTS,2013,DE404,3,3.58
224,2015,NUTS,2013,DE40A,3,16.45
225,2015,NUTS,2013,DE501,3,2.77
226,2015,NUTS,2013,DE711,3,1.79
227,2015,NUTS,2013,DE712,3,2.12
228,2015,NUTS,2013,DE803,3,9.23
229,2015,NUTS,2013,DE915,3,6.47
230,2015,NUTS,2013,DE91B,3,16.45
231,2015,NUTS,2013,DE929,3,4.83
232,2015,NUTS,2013,DE943,3,3.7
233,2015,NUTS,2013,DEA12,3,3.18
234,2015,NUTS,2013,DEA14,3,16.45
235,2015,NUTS,2013,DEA22,3,1.76
236,2015,NUTS,2013,DEA33,3,12.96
237,2015,NUTS,2013,DEA41,3,16.45
238,2015,NUTS,2013,DED21,3,0.64
239,2015,NUTS,2013,DED51,3,1.18
240,2015,NUTS,2013,DEE02,3,16.45
241,2015,NUTS,2013,DEG03,3,6.84
242,2015,NUTS,2013,DK011,3,0.94
243,2015,NUTS,2013,DK013,3,2.15
244,2015,NUTS,2013,DK031,3,3.47
245,2015,NUTS,2013,DK042,3,1.42
246,2015,NUTS,2013,DK050,3,0.24
247,2015,NUTS,2013,EE008,3,0.69
248,2015,NUTS,2013,ES243,3,7.07
249,2015,NUTS,2013,ES300,3,0.69
250,2015,NUTS,2013,ES511,3,2.96
251,2015,NUTS,2013,ES523,3,6.26
252,2015,NUTS,2013,ES618,3,12.78
253,2015,NUTS,2013,FI197,3,3.25
254,2015,NUTS,2013,FI1B1,3,1.39
255,2015,NUTS,2013,FI1C1,3,2.56
256,2015,NUTS,2013,FR101,3,0.68
257,2015,NUTS,2013,FR105,3,6.27
258,2015,NUTS,2013,FR301,3,2.03
259,2015,NUTS,2013,FR421,3,4.41
260,2015,NUTS,2013,HR041,3,0.09
261,2015,NUTS,2013,HU101,3,0.8
262,2015,NUTS,2013,HU321,3,1.97
263,2015,NUTS,2013,IE021,3,1.79
264,2015,NUTS,2013,ITC11,3,2.2
265,2015,NUTS,2013,ITC47,3,0.8
266,2015,NUTS,2013,ITC4C,3,1.24
267,2015,NUTS,2013,ITH20,3,2.23
268,2015,NUTS,2013,ITH55,3,0.31
269,2015,NUTS,2013,ITI12,3,16.45
270,2015,NUTS,2013,ITI14,3,0.8
271,2015,NUTS,2013,ITI17,3,2.52
272,2015,NUTS,2013,ITI43,3,0.39
273,2015,NUTS,2013,LV006,3,0.08
274,2015,NUTS,2013,NL113,3,3.33
275,2015,NUTS,2013,NL226,3,2.03
276,2015,NUTS,2013,NL310,3,1.1
277,2015,NUTS,2013,NL326,3,1.65
278,2015,NUTS,2013,NL332,3,0.34
279,2015,NUTS,2013,NL333,3,0.61
280,2015,NUTS,2013,NL337,3,1.82
281,2015,NUTS,2013,NL339,3,3.01
282,2015,NUTS,2013,NL33A,3,2.11
283,2015,NUTS,2013,NL423,3,0.17
284,2015,NUTS,2013,PT16D,3,2.99
285,2015,NUTS,2013,PT170,3,0.12
286,2015,NUTS,2013,SE110,3,1.22
287,2015,NUTS,2013,SE121,3,3.02
288,2015,NUTS,2013,SE123,3,1.58
289,2015,NUTS,2013,SE224,3,2.6
290,2015,NUTS,2013,SI041,3,0.11
291,2015,NUTS,2013,SK010,3,0.23
292,2015,NUTS,2013,UKD33,3,1.26
293,2015,NUTS,2013,UKE42,3,0.32
294,2015,NUTS,2013,UKF21,3,2.78
295,2015,NUTS,2013,UKG31,3,7.65
296,2015,NUTS,2013,UKG33,3,16.45
297,2015,NUTS,2013,UKI31,3,1.23
298,2015,NUTS,2013,UKI32,3,2.16
299,2015,NUTS,2013,UKI42,3,1.47
300,2015,NUTS,2013,UKJ25,3,9.14
301,2015,NUTS,2013,UKJ32,3,0.04
302,2015,NUTS,2013,UKL22,3,2.77
303,2015,NUTS,2013,UKM34,3,0.73
304,2016,NUTS,2016,AT,0,0.76
305,2016,NUTS,2016,BE,0,0.68
306,2016,NUTS,2016,CZ,0,1.18
307,2016,NUTS,2016,DE,0,0.89
308,2016,NUTS,2016,DK,0,1.62
309,2016,NUTS,2016,EE,0,0.26
310,2016,NUTS,2016,ES,0,1.26
311,2016,NUTS,2016,FI,0,0.94
312,2016,NUTS,2016,FR,0,0.63
313,2016,NUTS,2016,HU,0,0.68
314,2016,NUTS,2016,IE,0,0.79
315,2016,NUTS,2016,IT,0,1.01
316,2016,NUTS,2016,LU,0,3.16
317,2016,NUTS,2016,NL,0,1.28
318,2016,NUTS,2016,PL,0,0.23
319,2016,NUTS,2016,PT,0,0.36
320,2016,NUTS,2016,SE,0,2.03
321,2016,NUTS,2016,SI,0,0.48
322,2016,NUTS,2016,SK,0,0.51
323,2016,NUTS,2016,UK,0,1.01
324,2016,NUTS,2016,AT1,1,0.68
325,2016,NUTS,2016,AT2,1,0.3
326,2016,NUTS,2016,AT3,1,1.87
327,2016,NUTS,2016,BE1,1,0.59
328,2016,NUTS,2016,BE2,1,0.93
329,2016,NUTS,2016,CZ0,1,1.18
330,2016,NUTS,2016,DE1,1,0.92
331,2016,NUTS,2016,DE2,1,0.66
332,2016,NUTS,2016,DE3,1,0.65
333,2016,NUTS,2016,DE6,1,2.27
334,2016,NUTS,2016,DE7,1,1.85
335,2016,NUTS,2016,DE8,1,2.69
336,2016,NUTS,2016,DE9,1,0.4
337,2016,NUTS,2016,DEA,1,0.36
338,2016,NUTS,2016,DED,1,1.66
339,2016,NUTS,2016,DEG,1,1.09
340,2016,NUTS,2016,DK0,1,1.62
341,2016,NUTS,2016,EE0,1,0.26
342,2016,NUTS,2016,ES1,1,6.46
343,2016,NUTS,2016,ES2,1,0.28
344,2016,NUTS,2016,ES3,1,0.53
345,2016,NUTS,2016,ES5,1,2.22
346,2016,NUTS,2016,ES6,1,2.77
347,2016,NUTS,2016,FI1,1,0.94
348,2016,NUTS,2016,FR1,1,0.72
349,2016,NUTS,2016,FRE,1,2.27
350,2016,NUTS,2016,FRH,1,3.16
351,2016,NUTS,2016,FRI,1,0.11
352,2016,NUTS,2016,FRJ,1,3.12
353,2016,NUTS,2016,HU3,1,4.33
354,2016,NUTS,2016,IE0,1,0.79
355,2016,NUTS,2016,ITC,1,1.12
356,2016,NUTS,2016,ITF,1,1.48
357,2016,NUTS,2016,ITG,1,2.06
358,2016,NUTS,2016,ITH,1,0.63
359,2016,NUTS,2016,ITI,1,0.97
360,2016,NUTS,2016,LU0,1,3.16
361,2016,NUTS,2016,NL1,1,3.06
362,2016,NUTS,2016,NL2,1,0.69
363,2016,NUTS,2016,NL3,1,0.8
364,2016,NUTS,2016,NL4,1,3.51
365,2016,NUTS,2016,PL2,1,1.79
366,2016,NUTS,2016,PT1,1,0.39
367,2016,NUTS,2016,SE1,1,1.12
368,2016,NUTS,2016,SE2,1,4.07
369,2016,NUTS,2016,SI0,1,0.48
370,2016,NUTS,2016,SK0,1,0.51
371,2016,NUTS,2016,UKD,1,0.45
372,2016,NUTS,2016,UKE,1,3.39
373,2016,NUTS,2016,UKF,1,1.25
374,2016,NUTS,2016,UKG,1,0.74
375,2016,NUTS,2016,UKH,1,0.42
376,2016,NUTS,2016,UKI,1,1.24
377,2016,NUTS,2016,UKJ,1,0.47
378,2016,NUTS,2016,UKL,1,1.97
379,2016,NUTS,2016,UKM,1,0.06
380,2016,NUTS,2016,AT13,2,0.72
381,2016,NUTS,2016,AT21,2,0.96
382,2016,NUTS,2016,AT31,2,0.47
383,2016,NUTS,2016,AT33,2,2.42
384,2016,NUTS,2016,AT34,2,2.53
385,2016,NUTS,2016,BE10,2,0.59
386,2016,NUTS,2016,BE21,2,0.16
387,2016,NUTS,2016,BE23,2,2.22
388,2016,NUTS,2016,BE24,2,0.77
389,2016,NUTS,2016,CZ01,2,1.28
390,2016,NUTS,2016,CZ06,2,1.37
391,2016,NUTS,2016,DE11,2,0.41
392,2016,NUTS,2016,DE12,2,1.4
393,2016,NUTS,2016,DE13,2,0.67
394,2016,NUTS,2016,DE14,2,0.83
395,2016,NUTS,2016,DE21,2,0.57
396,2016,NUTS,2016,DE22,2,9.27
397,2016,NUTS,2016,DE25,2,3.13
398,2016,NUTS,2016,DE30,2,0.65
399,2016,NUTS,2016,DE60,2,2.27
400,2016,NUTS,2016,DE71,2,2.61
401,2016,NUTS,2016,DE80,2,2.69
402,2016,NUTS,2016,DE92,2,0.81
403,2016,NUTS,2016,DEA2,2,0.47
404,2016,NUTS,2016,DED2,2,1.89
405,2016,NUTS,2016,DED4,2,4.52
406,2016,NUTS,2016,DED5,2,1.03
407,2016,NUTS,2016,DEG0,2,1.09
408,2016,NUTS,2016,DK01,2,2.21
409,2016,NUTS,2016,DK03,2,0.31
410,2016,NUTS,2016,DK04,2,1.31
411,2016,NUTS,2016,EE00,2,0.26
412,2016,NUTS,2016,ES12,2,7.07
413,2016,NUTS,2016,ES21,2,0.33
414,2016,NUTS,2016,ES30,2,0.53
415,2016,NUTS,2016,ES51,2,2.67
416,2016,NUTS,2016,ES52,2,2.55
417,2016,NUTS,2016,ES61,2,3.18
418,2016,NUTS,2016,FI1B,2,0.44
419,2016,NUTS,2016,FI1C,2,1.22
420,2016,NUTS,2016,FI1D,2,2.9
421,2016,NUTS,2016,FR10,2,0.72
422,2016,NUTS,2016,FRE1,2,1.43
423,2016,NUTS,2016,FRE2,2,7.06
424,2016,NUTS,2016,FRH0,2,3.16
425,2016,NUTS,2016,FRI1,2,0.11
426,2016,NUTS,2016,FRJ2,2,4.82
427,2016,NUTS,2016,HU33,2,6.51
428,2016,NUTS,2016,IE05,2,1.34
429,2016,NUTS,2016,IE06,2,0.82
430,2016,NUTS,2016,ITC1,2,0.84
431,2016,NUTS,2016,ITC3,2,1.38
432,2016,NUTS,2016,ITC4,2,1.15
433,2016,NUTS,2016,ITF1,2,9.27
434,2016,NUTS,2016,ITF4,2,6.3
435,2016,NUTS,2016,ITG1,2,6.05
436,2016,NUTS,2016,ITH2,2,0.45
437,2016,NUTS,2016,ITH3,2,0.47
438,2016,NUTS,2016,ITH5,2,1.06
439,2016,NUTS,2016,ITI1,2,0.94
440,2016,NUTS,2016,ITI4,2,1.03
441,2016,NUTS,2016,LU00,2,3.16
442,2016,NUTS,2016,NL11,2,3.91
443,2016,NUTS,2016,NL22,2,0.82
444,2016,NUTS,2016,NL31,2,1.32
445,2016,NUTS,2016,NL32,2,0.68
446,2016,NUTS,2016,NL33,2,0.74
447,2016,NUTS,2016,NL41,2,3.55
448,2016,NUTS,2016,NL42,2,3.44
449,2016,NUTS,2016,PL21,2,2.21
450,2016,NUTS,2016,PT11,2,0.84
451,2016,NUTS,2016,PT16,2,0.39
452,2016,NUTS,2016,PT17,2,0.12
453,2016,NUTS,2016,SE11,2,0.74
454,2016,NUTS,2016,SE12,2,2.13
455,2016,NUTS,2016,SE22,2,4.86
456,2016,NUTS,2016,SE23,2,0.14
457,2016,NUTS,2016,SI04,2,0.7
458,2016,NUTS,2016,SK01,2,0.9
459,2016,NUTS,2016,UKD3,2,0.68
460,2016,NUTS,2016,UKE1,2,6.66
461,2016,NUTS,2016,UKE3,2,6.94
462,2016,NUTS,2016,UKE4,2,2.09
463,2016,NUTS,2016,UKF1,2,4.01
464,2016,NUTS,2016,UKG3,2,0.87
465,2016,NUTS,2016,UKH1,2,0.69
466,2016,NUTS,2016,UKI3,2,1.37
467,2016,NUTS,2016,UKI4,2,0.65
468,2016,NUTS,2016,UKJ2,2,1.11
469,2016,NUTS,2016,UKJ4,2,3.2
470,2016,NUTS,2016,UKL2,2,2.55
471,2016,NUTS,2016,UKM7,2,0.29
472,2016,NUTS,2016,AT130,3,0.72
473,2016,NUTS,2016,AT211,3,0.96
474,2016,NUTS,2016,AT312,3,0.59
475,2016,NUTS,2016,AT332,3,2.5
476,2016,NUTS,2016,AT342,3,2.53
477,2016,NUTS,2016,BE100,3,0.59
478,2016,NUTS,2016,BE213,3,0.32
479,2016,NUTS,2016,BE234,3,2.26
480,2016,NUTS,2016,BE242,3,0.84
481,2016,NUTS,2016,CZ010,3,1.28
482,2016,NUTS,2016,CZ064,3,1.37
483,2016,NUTS,2016,DE111,3,0.58
484,2016,NUTS,2016,DE125,3,1.79
485,2016,NUTS,2016,DE131,3,0.94
486,2016,NUTS,2016,DE142,3,9.27
487,2016,NUTS,2016,DE212,3,0.31
488,2016,NUTS,2016,DE21C,3,9.27
489,2016,NUTS,2016,DE21H,3,1.33
490,2016,NUTS,2016,DE222,3,9.27
491,2016,NUTS,2016,DE252,3,6.55
492,2016,NUTS,2016,DE300,3,0.65
493,2016,NUTS,2016,DE600,3,2.27
494,2016,NUTS,2016,DE711,3,1.75
495,2016,NUTS,2016,DE712,3,3.71
496,2016,NUTS,2016,DE803,3,9.27
497,2016,NUTS,2016,DE929,3,0.81
498,2016,NUTS,2016,DEA22,3,0.14
499,2016,NUTS,2016,DEA2C,3,1.16
500,2016,NUTS,2016,DEA2D,3,2.73
501,2016,NUTS,2016,DED21,3,1.96
502,2016,NUTS,2016,DED41,3,9.27
503,2016,NUTS,2016,DED51,3,1.03
504,2016,NUTS,2016,DEG0F,3,4.35
505,2016,NUTS,2016,DK011,3,2.43
506,2016,NUTS,2016,DK012,3,1.26
507,2016,NUTS,2016,DK013,3,1.63
508,2016,NUTS,2016,DK031,3,5.16
509,2016,NUTS,2016,DK042,3,1.31
510,2016,NUTS,2016,EE008,3,0.33
511,2016,NUTS,2016,ES120,3,7.07
512,2016,NUTS,2016,ES212,3,1.49
513,2016,NUTS,2016,ES213,3,0.48
514,2016,NUTS,2016,ES300,3,0.53
515,2016,NUTS,2016,ES511,3,2.16
516,2016,NUTS,2016,ES512,3,9.27
517,2016,NUTS,2016,ES514,3,3.33
518,2016,NUTS,2016,ES521,3,4.52
519,2016,NUTS,2016,ES523,3,1.78
520,2016,NUTS,2016,ES618,3,4.7
521,2016,NUTS,2016,FI1B1,3,0.44
522,2016,NUTS,2016,FI1C1,3,4.87
523,2016,NUTS,2016,FI1D2,3,6.68
524,2016,NUTS,2016,FR101,3,0.64
525,2016,NUTS,2016,FR103,3,2.72
526,2016,NUTS,2016,FR105,3,0.86
527,2016,NUTS,2016,FR107,3,2.19
528,2016,NUTS,2016,FRE11,3,1.62
529,2016,NUTS,2016,FRE23,3,9.27
530,2016,NUTS,2016,FRH03,3,4.72
531,2016,NUTS,2016,FRI12,3,0.22
532,2016,NUTS,2016,FRJ23,3,4.82
533,2016,NUTS,2016,HU333,3,6.51
534,2016,NUTS,2016,IE053,3,1.82
535,2016,NUTS,2016,IE061,3,0.39
536,2016,NUTS,2016,IE062,3,9.27
537,2016,NUTS,2016,ITC11,3,0.85
538,2016,NUTS,2016,ITC33,3,1.38
539,2016,NUTS,2016,ITC46,3,1.63
540,2016,NUTS,2016,ITC47,3,0.79
541,2016,NUTS,2016,ITC48,3,1.5
542,2016,NUTS,2016,ITC4C,3,1.22
543,2016,NUTS,2016,ITF14,3,9.27
544,2016,NUTS,2016,ITF47,3,8.2
545,2016,NUTS,2016,ITG12,3,6.05
546,2016,NUTS,2016,ITH20,3,0.45
547,2016,NUTS,2016,ITH36,3,1.29
548,2016,NUTS,2016,ITH54,3,2.74
549,2016,NUTS,2016,ITH55,3,1.09
550,2016,NUTS,2016,ITI14,3,0.66
551,2016,NUTS,2016,ITI17,3,3.71
552,2016,NUTS,2016,ITI43,3,1.03
553,2016,NUTS,2016,LU000,3,3.16
554,2016,NUTS,2016,NL113,3,3.91
555,2016,NUTS,2016,NL226,3,1.08
556,2016,NUTS,2016,NL310,3,1.32
557,2016,NUTS,2016,NL321,3,9.27
558,2016,NUTS,2016,NL329,3,0.64
559,2016,NUTS,2016,NL332,3,0.57
560,2016,NUTS,2016,NL337,3,1.71
561,2016,NUTS,2016,NL33C,3,0.2
562,2016,NUTS,2016,NL414,3,6.37
563,2016,NUTS,2016,NL423,3,3.44
564,2016,NUTS,2016,PL213,3,2.21
565,2016,NUTS,2016,PT112,3,3.56
566,2016,NUTS,2016,PT11A,3,0.01
567,2016,NUTS,2016,PT16D,3,0.58
568,2016,NUTS,2016,PT170,3,0.12
569,2016,NUTS,2016,SE110,3,0.74
570,2016,NUTS,2016,SE121,3,2.79
571,2016,NUTS,2016,SE224,3,5.24
572,2016,NUTS,2016,SE232,3,0.14
573,2016,NUTS,2016,SI041,3,0.77
574,2016,NUTS,2016,SK010,3,0.9
575,2016,NUTS,2016,UKD33,3,0.68
576,2016,NUTS,2016,UKE11,3,9.27
577,2016,NUTS,2016,UKE32,3,6.94
578,2016,NUTS,2016,UKE42,3,2.57
579,2016,NUTS,2016,UKF14,3,4.01
580,2016,NUTS,2016,UKG31,3,1.24
581,2016,NUTS,2016,UKH14,3,7.31
582,2016,NUTS,2016,UKI31,3,0.3
583,2016,NUTS,2016,UKI32,3,2.95
584,2016,NUTS,2016,UKI33,3,5.1
585,2016,NUTS,2016,UKI42,3,1.01
586,2016,NUTS,2016,UKJ25,3,1.82
587,2016,NUTS,2016,UKJ45,3,9.27
588,2016,NUTS,2016,UKL22,3,2.55
589,2016,NUTS,2016,UKM75,3,0.29
590,2017,NUTS,2016,AT,0,1.24
591,2017,NUTS,2016,BE,0,1.09
592,2017,NUTS,2016,CZ,0,0.42
593,2017,NUTS,2016,DE,0,1.46
594,2017,NUTS,2016,DK,0,0.55
595,2017,NUTS,2016,ES,0,0.88
596,2017,NUTS,2016,FI,0,0.39
597,2017,NUTS,2016,FR,0,1.37
598,2017,NUTS,2016,HU,0,0.15
599,2017,NUTS,2016,IE,0,0.79
