year,region_type,region_year_spec,region_id,region_level,biotech_fund_amount
2016,NUTS,2016,UKH2,2,97765.41
2016,NUTS,2016,UKH23,3,97765.41
2016,NUTS,2016,UKI,1,24778174.32
2016,NUTS,2016,UKI3,2,21493628.43
2016,NUTS,2016,UKI31,3,12654301.19
2016,NUTS,2016,UKI32,3,8027625.87
2016,NUTS,2016,UKI33,3,516901.11
2016,NUTS,2016,UKI34,3,294800.26
2016,NUTS,2016,UKI4,2,3284545.89
2016,NUTS,2016,UKI42,3,3184545.89
2016,NUTS,2016,UKI44,3,100000.0
2016,NUTS,2016,UKJ,1,3304733.93
2016,NUTS,2016,UKJ2,2,547335.13
2016,NUTS,2016,UKJ21,3,253750.0
2016,NUTS,2016,UKJ22,3,1250.0
2016,NUTS,2016,UKJ25,3,292335.13
2016,NUTS,2016,UKJ3,2,2757398.8
2016,NUTS,2016,UKJ32,3,2757398.8
2016,NUTS,2016,UKK,1,3206526.76
2016,NUTS,2016,UKK1,2,3206526.76
2016,NUTS,2016,UKK12,3,3206526.76
2016,NUTS,2016,UKL,1,721011.93
2016,NUTS,2016,UKL2,2,721011.93
2016,NUTS,2016,UKL22,3,721011.93
2016,NUTS,2016,UKM,1,2813626.35
2016,NUTS,2016,UKM8,2,2813626.35
2016,NUTS,2016,UKM82,3,2813626.35
2016,NUTS,2016,UKN,1,396156.15
2016,NUTS,2016,UKN0,2,396156.15
2016,NUTS,2016,UKN12,3,396156.15
2017,NUTS,2016,AT,0,1587206.07
2017,NUTS,2016,AT1,1,1073736.32
2017,NUTS,2016,AT12,2,50000.0
2017,NUTS,2016,AT126,3,50000.0
2017,NUTS,2016,AT13,2,1023736.32
2017,NUTS,2016,AT130,3,1023736.32
2017,NUTS,2016,AT2,1,257535.67
2017,NUTS,2016,AT22,2,257535.67
2017,NUTS,2016,AT221,3,257535.67
2017,NUTS,2016,AT3,1,255934.08
2017,NUTS,2016,AT32,2,255934.08
2017,NUTS,2016,AT323,3,255934.08
2017,NUTS,2016,BE,0,14976102.15
2017,NUTS,2016,BE1,1,1356347.5
2017,NUTS,2016,BE10,2,1356347.5
2017,NUTS,2016,BE100,3,1356347.5
2017,NUTS,2016,BE2,1,11448293.4
2017,NUTS,2016,BE21,2,2217497.63
2017,NUTS,2016,BE211,3,1273398.0
2017,NUTS,2016,BE212,3,215000.0
2017,NUTS,2016,BE213,3,729099.63
2017,NUTS,2016,BE22,2,240530.4
2017,NUTS,2016,BE221,3,240530.4
2017,NUTS,2016,BE23,2,5567910.67
2017,NUTS,2016,BE234,3,5567910.67
2017,NUTS,2016,BE24,2,3422354.7
2017,NUTS,2016,BE241,3,84007.2
2017,NUTS,2016,BE242,3,3338347.5
2017,NUTS,2016,BE3,1,2171461.25
2017,NUTS,2016,BE31,2,1004561.25
2017,NUTS,2016,BE310,3,1004561.25
2017,NUTS,2016,BE33,2,1016900.0
2017,NUTS,2016,BE332,3,1016900.0
2017,NUTS,2016,BE35,2,150000.0
2017,NUTS,2016,BE352,3,150000.0
2017,NUTS,2016,CZ,0,1272068.87
2017,NUTS,2016,CZ0,1,1272068.87
2017,NUTS,2016,CZ01,2,582671.41
2017,NUTS,2016,CZ010,3,582671.41
2017,NUTS,2016,CZ06,2,464844.96
2017,NUTS,2016,CZ064,3,464844.96
2017,NUTS,2016,CZ08,2,224552.5
2017,NUTS,2016,CZ080,3,224552.5
2017,NUTS,2016,DE,0,37050968.55
2017,NUTS,2016,DE1,1,8089718.86
2017,NUTS,2016,DE11,2,498432.96
2017,NUTS,2016,DE111,3,498432.96
2017,NUTS,2016,DE12,2,6195222.5
2017,NUTS,2016,DE125,3,6195222.5
2017,NUTS,2016,DE13,2,1396063.4
2017,NUTS,2016,DE131,3,1396063.4
2017,NUTS,2016,DE2,1,6156392.44
2017,NUTS,2016,DE21,2,3909638.91
2017,NUTS,2016,DE212,3,3619172.43
2017,NUTS,2016,DE21F,3,249216.48
2017,NUTS,2016,DE21H,3,41250.0
2017,NUTS,2016,DE24,2,970000.0
2017,NUTS,2016,DE242,3,970000.0
2017,NUTS,2016,DE25,2,171460.8
2017,NUTS,2016,DE252,3,171460.8
2017,NUTS,2016,DE26,2,1105292.73
2017,NUTS,2016,DE263,3,1105292.73
2017,NUTS,2016,DE3,1,1639097.72
2017,NUTS,2016,DE30,2,1639097.72
2017,NUTS,2016,DE300,3,1639097.72
2017,NUTS,2016,DE6,1,762182.96
2017,NUTS,2016,DE60,2,762182.96
2017,NUTS,2016,DE600,3,762182.96
2017,NUTS,2016,DE7,1,4380013.65
2017,NUTS,2016,DE71,2,2935216.48
2017,NUTS,2016,DE712,3,2749216.48
2017,NUTS,2016,DE718,3,50000.0
2017,NUTS,2016,DE71C,3,136000.0
2017,NUTS,2016,DE72,2,1444797.17
2017,NUTS,2016,DE721,3,1345147.17
2017,NUTS,2016,DE722,3,99650.0
2017,NUTS,2016,DE8,1,747649.44
2017,NUTS,2016,DE80,2,747649.44
2017,NUTS,2016,DE803,3,249216.48
2017,NUTS,2016,DE80N,3,498432.96
2017,NUTS,2016,DE9,1,3889211.23
2017,NUTS,2016,DE91,2,3871611.23
2017,NUTS,2016,DE911,3,3622394.75
2017,NUTS,2016,DE91B,3,249216.48
2017,NUTS,2016,DE92,2,17600.0
2017,NUTS,2016,DE929,3,17600.0
2017,NUTS,2016,DEA,1,3504276.69
2017,NUTS,2016,DEA1,2,781200.44
2017,NUTS,2016,DEA19,3,381983.96
2017,NUTS,2016,DEA1A,3,249216.48
2017,NUTS,2016,DEA1C,3,150000.0
2017,NUTS,2016,DEA2,2,2723076.25
2017,NUTS,2016,DEA22,3,1680226.25
2017,NUTS,2016,DEA23,3,20800.0
2017,NUTS,2016,DEA26,3,624050.0
2017,NUTS,2016,DEA27,3,398000.0
2017,NUTS,2016,DEC,1,2334447.5
2017,NUTS,2016,DEC0,2,2334447.5
2017,NUTS,2016,DEC01,3,1173675.0
2017,NUTS,2016,DEC05,3,1160772.5
2017,NUTS,2016,DED,1,1451301.06
2017,NUTS,2016,DED2,2,1451301.06
2017,NUTS,2016,DED21,3,1451301.06
2017,NUTS,2016,DEF,1,4096677.0
2017,NUTS,2016,DEF0,2,4096677.0
2017,NUTS,2016,DEF02,3,2854260.0
2017,NUTS,2016,DEF0D,3,1242417.0
2017,NUTS,2016,DK,0,9729585.97
2017,NUTS,2016,DK0,1,9729585.97
2017,NUTS,2016,DK01,2,6620231.03
2017,NUTS,2016,DK011,3,5671483.52
2017,NUTS,2016,DK012,3,580163.76
2017,NUTS,2016,DK013,3,368583.75
2017,NUTS,2016,DK03,2,1171098.76
2017,NUTS,2016,DK031,3,1171098.76
2017,NUTS,2016,DK04,2,1938256.18
2017,NUTS,2016,DK042,3,1938256.18
2017,NUTS,2016,EE,0,594500.0
2017,NUTS,2016,EE0,1,594500.0
2017,NUTS,2016,EE00,2,594500.0
2017,NUTS,2016,EE001,3,459500.0
2017,NUTS,2016,EE008,3,135000.0
2017,NUTS,2016,ES,0,13950962.41
2017,NUTS,2016,ES1,1,2456250.0
2017,NUTS,2016,ES12,2,2456250.0
2017,NUTS,2016,ES120,3,2456250.0
2017,NUTS,2016,ES3,1,3296601.92
2017,NUTS,2016,ES30,2,3296601.92
2017,NUTS,2016,ES300,3,3296601.92
2017,NUTS,2016,ES4,1,452375.0
2017,NUTS,2016,ES41,2,452375.0
2017,NUTS,2016,ES415,3,452375.0
2017,NUTS,2016,ES5,1,7745735.49
2017,NUTS,2016,ES51,2,2405851.74
2017,NUTS,2016,ES511,3,1885949.24
2017,NUTS,2016,ES513,3,519902.5
2017,NUTS,2016,ES52,2,5339883.75
2017,NUTS,2016,ES523,3,5339883.75
2017,NUTS,2016,FI,0,2901607.5
2017,NUTS,2016,FI1,1,2901607.5
2017,NUTS,2016,FI1B,2,910077.5
2017,NUTS,2016,FI1B1,3,910077.5
2017,NUTS,2016,FI1C,2,595750.0
2017,NUTS,2016,FI1C1,3,595750.0
2017,NUTS,2016,FI1D,2,1395780.0
2017,NUTS,2016,FI1D2,3,1255680.0
2017,NUTS,2016,FI1D9,3,140100.0
2017,NUTS,2016,FR,0,19265279.49
2017,NUTS,2016,FR1,1,14004614.59
2017,NUTS,2016,FR10,2,14004614.59
2017,NUTS,2016,FR101,3,7701140.28
2017,NUTS,2016,FR104,3,7125.0
2017,NUTS,2016,FR105,3,4053908.06
2017,NUTS,2016,FR107,3,2242441.25
2017,NUTS,2016,FRE,1,1058825.0
2017,NUTS,2016,FRE1,2,603125.0
2017,NUTS,2016,FRE11,3,603125.0
2017,NUTS,2016,FRE2,2,455700.0
2017,NUTS,2016,FRE23,3,455700.0
2017,NUTS,2016,FRF,1,1095526.8
2017,NUTS,2016,FRF1,2,1095526.8
2017,NUTS,2016,FRF11,3,1095526.8
2017,NUTS,2016,FRK,1,606313.1
2017,NUTS,2016,FRK2,2,606313.1
2017,NUTS,2016,FRK26,3,606313.1
2017,NUTS,2016,FRL,1,2500000.0
2017,NUTS,2016,FRL0,2,2500000.0
2017,NUTS,2016,FRL04,3,2500000.0
2017,NUTS,2016,HR,0,1375572.0
2017,NUTS,2016,HR0,1,1375572.0
2017,NUTS,2016,HR04,2,1375572.0
2017,NUTS,2016,HR041,3,247761.0
2017,NUTS,2016,HR04B,3,1127811.0
2017,NUTS,2016,HU,0,14056637.04
2017,NUTS,2016,HU1,1,736433.29
2017,NUTS,2016,HU11,2,736433.29
2017,NUTS,2016,HU110,3,736433.29
2017,NUTS,2016,HU3,1,13320203.75
2017,NUTS,2016,HU33,2,13320203.75
2017,NUTS,2016,HU333,3,13320203.75
2017,NUTS,2016,IE,0,638724.2
2017,NUTS,2016,IE0,1,638724.2
2017,NUTS,2016,IE06,2,638724.2
2017,NUTS,2016,IE061,3,638724.2
2017,NUTS,2016,IT,0,24792255.34
2017,NUTS,2016,ITC,1,10090893.55
2017,NUTS,2016,ITC1,2,935689.14
2017,NUTS,2016,ITC11,3,388434.14
2017,NUTS,2016,ITC12,3,547255.0
2017,NUTS,2016,ITC4,2,9155204.41
2017,NUTS,2016,ITC41,3,258061.32
2017,NUTS,2016,ITC4C,3,8897143.09
2017,NUTS,2016,ITF,1,651936.32
2017,NUTS,2016,ITF1,2,393875.0
2017,NUTS,2016,ITF12,3,393875.0
2017,NUTS,2016,ITF3,2,258061.32
2017,NUTS,2016,ITF33,3,258061.32
2017,NUTS,2016,ITG,1,50000.0
2017,NUTS,2016,ITG2,2,50000.0
2017,NUTS,2016,ITG25,3,50000.0
2017,NUTS,2016,ITH,1,5539758.01
2017,NUTS,2016,ITH3,2,3636349.44
2017,NUTS,2016,ITH31,3,499625.0
2017,NUTS,2016,ITH36,3,3136724.44
2017,NUTS,2016,ITH4,2,462273.29
2017,NUTS,2016,ITH44,3,462273.29
2017,NUTS,2016,ITH5,2,1441135.28
2017,NUTS,2016,ITH54,3,130000.0
2017,NUTS,2016,ITH55,3,1311135.28
2017,NUTS,2016,ITI,1,8459667.46
2017,NUTS,2016,ITI1,2,1755882.41
2017,NUTS,2016,ITI14,3,772199.91
2017,NUTS,2016,ITI19,3,983682.5
2017,NUTS,2016,ITI4,2,6703785.05
2017,NUTS,2016,ITI43,3,6703785.05
2017,NUTS,2016,LU,0,1731887.19
2017,NUTS,2016,LU0,1,1731887.19
2017,NUTS,2016,LU00,2,1731887.19
2017,NUTS,2016,LU000,3,1731887.19
2017,NUTS,2016,NL,0,32298178.27
2017,NUTS,2016,NL1,1,4713562.28
2017,NUTS,2016,NL11,2,4713562.28
2017,NUTS,2016,NL113,3,4713562.28
2017,NUTS,2016,NL2,1,8259478.25
2017,NUTS,2016,NL22,2,8259478.25
2017,NUTS,2016,NL221,3,1692186.25
2017,NUTS,2016,NL226,3,6567292.0
2017,NUTS,2016,NL3,1,18353764.18
2017,NUTS,2016,NL31,2,7422599.0
2017,NUTS,2016,NL310,3,7422599.0
2017,NUTS,2016,NL32,2,880872.84
2017,NUTS,2016,NL329,3,880872.84
2017,NUTS,2016,NL33,2,10050292.34
2017,NUTS,2016,NL332,3,818458.75
2017,NUTS,2016,NL337,3,6366673.18
2017,NUTS,2016,NL33C,3,2865160.41
2017,NUTS,2016,NL4,1,971373.56
2017,NUTS,2016,NL42,2,971373.56
2017,NUTS,2016,NL423,3,971373.56
2017,NUTS,2016,PL,0,460825.0
2017,NUTS,2016,PL7,1,232500.0
2017,NUTS,2016,PL71,2,232500.0
2017,NUTS,2016,PL711,3,232500.0
2017,NUTS,2016,PL8,1,228325.0
2017,NUTS,2016,PL81,2,228325.0
2017,NUTS,2016,PL815,3,228325.0
2017,NUTS,2016,PT,0,979446.1
2017,NUTS,2016,PT1,1,979446.1
2017,NUTS,2016,PT11,2,238356.36
2017,NUTS,2016,PT11A,3,238356.36
2017,NUTS,2016,PT17,2,741089.74
2017,NUTS,2016,PT170,3,741089.74
2017,NUTS,2016,RO,0,99000.0
2017,NUTS,2016,RO3,1,99000.0
2017,NUTS,2016,RO32,2,99000.0
2017,NUTS,2016,RO321,3,99000.0
2017,NUTS,2016,SE,0,21322066.58
2017,NUTS,2016,SE1,1,11653360.29
2017,NUTS,2016,SE11,2,11424610.29
2017,NUTS,2016,SE110,3,11424610.29
2017,NUTS,2016,SE12,2,228750.0
2017,NUTS,2016,SE121,3,206250.0
2017,NUTS,2016,SE123,3,22500.0
2017,NUTS,2016,SE2,1,9618706.29
2017,NUTS,2016,SE22,2,9258894.25
2017,NUTS,2016,SE224,3,9258894.25
2017,NUTS,2016,SE23,2,359812.04
2017,NUTS,2016,SE232,3,359812.04
2017,NUTS,2016,SE3,1,50000.0
2017,NUTS,2016,SE33,2,50000.0
2017,NUTS,2016,SE331,3,50000.0
2017,NUTS,2016,UK,0,18420137.44
2017,NUTS,2016,UKD,1,2769334.5
2017,NUTS,2016,UKD3,2,2706522.0
2017,NUTS,2016,UKD33,3,2706522.0
2017,NUTS,2016,UKD7,2,62812.5
2017,NUTS,2016,UKD72,3,62812.5
2017,NUTS,2016,UKE,1,1375912.76
2017,NUTS,2016,UKE4,2,1375912.76
2017,NUTS,2016,UKE42,3,1375912.76
2017,NUTS,2016,UKF,1,1604329.75
2017,NUTS,2016,UKF1,2,1604329.75
2017,NUTS,2016,UKF14,3,1604329.75
2017,NUTS,2016,UKG,1,416569.13
2017,NUTS,2016,UKG1,2,143281.25
2017,NUTS,2016,UKG11,3,143281.25
2017,NUTS,2016,UKG3,2,273287.88
2017,NUTS,2016,UKG31,3,273287.88
2017,NUTS,2016,UKI,1,8364337.63
2017,NUTS,2016,UKI3,2,7900442.14
2017,NUTS,2016,UKI31,3,3302946.35
2017,NUTS,2016,UKI32,3,2608322.91
2017,NUTS,2016,UKI33,3,273287.88
2017,NUTS,2016,UKI34,3,1715885.0
2017,NUTS,2016,UKI4,2,390909.6
2017,NUTS,2016,UKI42,3,390909.6
2017,NUTS,2016,UKI7,2,72985.89
2017,NUTS,2016,UKI75,3,72985.89
2017,NUTS,2016,UKJ,1,488303.75
2017,NUTS,2016,UKJ2,2,488303.75
2017,NUTS,2016,UKJ22,3,81000.0
2017,NUTS,2016,UKJ25,3,407303.75
2017,NUTS,2016,UKK,1,849242.09
2017,NUTS,2016,UKK4,2,849242.09
2017,NUTS,2016,UKK41,3,849242.09
2017,NUTS,2016,UKL,1,371015.28
2017,NUTS,2016,UKL1,2,273287.88
2017,NUTS,2016,UKL18,3,273287.88
2017,NUTS,2016,UKL2,2,97727.4
2017,NUTS,2016,UKL22,3,97727.4
2017,NUTS,2016,UKM,1,2181092.55
2017,NUTS,2016,UKM5,2,365579.0
2017,NUTS,2016,UKM50,3,365579.0
2017,NUTS,2016,UKM8,2,1815513.55
2017,NUTS,2016,UKM82,3,1815513.55
2018,NUTS,2016,AT,0,8619792.78
2018,NUTS,2016,AT1,1,6064909.03
2018,NUTS,2016,AT12,2,1991564.0
2018,NUTS,2016,AT126,3,1991564.0
2018,NUTS,2016,AT13,2,4073345.03
2018,NUTS,2016,AT130,3,4073345.03
2018,NUTS,2016,AT2,1,70558.75
2018,NUTS,2016,AT22,2,70558.75
2018,NUTS,2016,AT221,3,70558.75
2018,NUTS,2016,AT3,1,2484325.0
2018,NUTS,2016,AT33,2,2484325.0
2018,NUTS,2016,AT332,3,2484325.0
2018,NUTS,2016,BE,0,15314872.84
2018,NUTS,2016,BE1,1,166225.0
2018,NUTS,2016,BE10,2,166225.0
2018,NUTS,2016,BE100,3,166225.0
2018,NUTS,2016,BE2,1,13320674.09
2018,NUTS,2016,BE21,2,7167167.84
2018,NUTS,2016,BE211,3,7167167.84
2018,NUTS,2016,BE23,2,4029965.0
2018,NUTS,2016,BE234,3,4029965.0
2018,NUTS,2016,BE24,2,2123541.25
2018,NUTS,2016,BE242,3,2123541.25
2018,NUTS,2016,BE3,1,1827973.75
2018,NUTS,2016,BE31,2,256320.0
2018,NUTS,2016,BE310,3,256320.0
2018,NUTS,2016,BE33,2,1398853.75
2018,NUTS,2016,BE332,3,1398853.75
2018,NUTS,2016,BE35,2,172800.0
2018,NUTS,2016,BE352,3,172800.0
2018,NUTS,2016,CZ,0,270000.0
2018,NUTS,2016,CZ0,1,270000.0
2018,NUTS,2016,CZ01,2,270000.0
2018,NUTS,2016,CZ010,3,270000.0
2018,NUTS,2016,DE,0,36725975.5
2018,NUTS,2016,DE1,1,5459232.2
2018,NUTS,2016,DE11,2,217750.0
2018,NUTS,2016,DE111,3,217750.0
2018,NUTS,2016,DE12,2,4888826.2
2018,NUTS,2016,DE125,3,4203826.2
2018,NUTS,2016,DE126,3,685000.0
2018,NUTS,2016,DE13,2,199900.0
2018,NUTS,2016,DE131,3,199900.0
2018,NUTS,2016,DE14,2,152756.0
2018,NUTS,2016,DE144,3,152756.0
2018,NUTS,2016,DE2,1,6384788.85
2018,NUTS,2016,DE21,2,3169355.89
2018,NUTS,2016,DE212,3,2787329.89
2018,NUTS,2016,DE21C,3,382026.0
2018,NUTS,2016,DE22,2,162000.0
2018,NUTS,2016,DE221,3,162000.0
2018,NUTS,2016,DE26,2,3053432.96
2018,NUTS,2016,DE263,3,3053432.96
2018,NUTS,2016,DE3,1,5669151.33
2018,NUTS,2016,DE30,2,5669151.33
2018,NUTS,2016,DE300,3,5669151.33
2018,NUTS,2016,DE6,1,1100342.71
2018,NUTS,2016,DE60,2,1100342.71
2018,NUTS,2016,DE600,3,1100342.71
2018,NUTS,2016,DE7,1,3266632.96
2018,NUTS,2016,DE71,2,3266632.96
2018,NUTS,2016,DE712,3,498432.96
2018,NUTS,2016,DE718,3,2425325.0
2018,NUTS,2016,DE71C,3,342875.0
2018,NUTS,2016,DE8,1,45000.0
2018,NUTS,2016,DE80,2,45000.0
2018,NUTS,2016,DE80N,3,45000.0
2018,NUTS,2016,DE9,1,3853715.94
2018,NUTS,2016,DE91,2,2568721.56
2018,NUTS,2016,DE911,3,2568721.56
2018,NUTS,2016,DE92,2,1224669.38
2018,NUTS,2016,DE929,3,1224669.38
2018,NUTS,2016,DE93,2,60325.0
2018,NUTS,2016,DE939,3,60325.0
2018,NUTS,2016,DEA,1,7748651.32
2018,NUTS,2016,DEA1,2,752911.5
2018,NUTS,2016,DEA13,3,752911.5
2018,NUTS,2016,DEA2,2,6204706.86
2018,NUTS,2016,DEA22,3,159460.8
2018,NUTS,2016,DEA23,3,606432.96
2018,NUTS,2016,DEA26,3,5219400.74
2018,NUTS,2016,DEA2B,3,186912.36
2018,NUTS,2016,DEA2C,3,32500.0
2018,NUTS,2016,DEA5,2,791032.96
2018,NUTS,2016,DEA52,3,791032.96
2018,NUTS,2016,DEB,1,108000.0
2018,NUTS,2016,DEB3,2,108000.0
2018,NUTS,2016,DEB32,3,108000.0
2018,NUTS,2016,DEC,1,516125.0
2018,NUTS,2016,DEC0,2,516125.0
2018,NUTS,2016,DEC05,3,516125.0
2018,NUTS,2016,DED,1,377812.08
2018,NUTS,2016,DED2,2,377812.08
2018,NUTS,2016,DED21,3,377812.08
2018,NUTS,2016,DEG,1,2196523.11
2018,NUTS,2016,DEG0,2,2196523.11
2018,NUTS,2016,DEG03,3,2196523.11
2018,NUTS,2016,DK,0,12486901.47
2018,NUTS,2016,DK0,1,12486901.47
2018,NUTS,2016,DK01,2,9090579.92
2018,NUTS,2016,DK011,3,8890385.12
2018,NUTS,2016,DK013,3,200194.8
2018,NUTS,2016,DK03,2,246125.0
2018,NUTS,2016,DK031,3,246125.0
2018,NUTS,2016,DK04,2,3150196.55
2018,NUTS,2016,DK041,3,52258.75
2018,NUTS,2016,DK042,3,3097937.8
2018,NUTS,2016,ES,0,6411098.1
2018,NUTS,2016,ES2,1,382804.8
2018,NUTS,2016,ES21,2,224683.2
2018,NUTS,2016,ES213,3,224683.2
2018,NUTS,2016,ES24,2,158121.6
2018,NUTS,2016,ES243,3,158121.6
2018,NUTS,2016,ES3,1,2559431.52
2018,NUTS,2016,ES30,2,2559431.52
2018,NUTS,2016,ES300,3,2559431.52
2018,NUTS,2016,ES5,1,3468861.78
2018,NUTS,2016,ES51,2,3229486.78
2018,NUTS,2016,ES511,3,3229486.78
2018,NUTS,2016,ES52,2,239375.0
2018,NUTS,2016,ES523,3,239375.0
2018,NUTS,2016,FI,0,1670110.97
2018,NUTS,2016,FI1,1,1670110.97
2018,NUTS,2016,FI1B,2,242026.68
2018,NUTS,2016,FI1B1,3,242026.68
2018,NUTS,2016,FI1C,2,268861.25
2018,NUTS,2016,FI1C1,3,268861.25
2018,NUTS,2016,FI1D,2,1159223.04
2018,NUTS,2016,FI1D2,3,1159223.04
2018,NUTS,2016,FR,0,31788096.1
2018,NUTS,2016,FR1,1,28715630.52
2018,NUTS,2016,FR10,2,28715630.52
2018,NUTS,2016,FR101,3,19575925.23
2018,NUTS,2016,FR102,3,5284.85
2018,NUTS,2016,FR104,3,3945496.25
2018,NUTS,2016,FR105,3,5188924.19
2018,NUTS,2016,FRE,1,384375.0
2018,NUTS,2016,FRE1,2,384375.0
2018,NUTS,2016,FRE11,3,384375.0
2018,NUTS,2016,FRF,1,301752.04
2018,NUTS,2016,FRF1,2,301752.04
2018,NUTS,2016,FRF11,3,301752.04
2018,NUTS,2016,FRJ,1,142818.64
2018,NUTS,2016,FRJ2,2,142818.64
2018,NUTS,2016,FRJ23,3,142818.64
2018,NUTS,2016,FRK,1,873551.2
2018,NUTS,2016,FRK2,2,873551.2
2018,NUTS,2016,FRK26,3,873551.2
2018,NUTS,2016,FRL,1,1369968.7
2018,NUTS,2016,FRL0,2,1369968.7
2018,NUTS,2016,FRL04,3,1369968.7
2018,NUTS,2016,HR,0,149968.0
2018,NUTS,2016,HR0,1,149968.0
2018,NUTS,2016,HR03,2,149968.0
2018,NUTS,2016,HR031,3,149968.0
2018,NUTS,2016,HU,0,3507750.0
2018,NUTS,2016,HU1,1,3507750.0
2018,NUTS,2016,HU12,2,3507750.0
2018,NUTS,2016,HU120,3,3507750.0
2018,NUTS,2016,IE,0,5725797.0
2018,NUTS,2016,IE0,1,5725797.0
2018,NUTS,2016,IE04,2,306174.6
2018,NUTS,2016,IE042,3,306174.6
2018,NUTS,2016,IE06,2,5419622.4
2018,NUTS,2016,IE061,3,5419622.4
2018,NUTS,2016,IT,0,22113839.55
2018,NUTS,2016,ITC,1,12475013.75
2018,NUTS,2016,ITC1,2,976068.85
2018,NUTS,2016,ITC11,3,976068.85
2018,NUTS,2016,ITC3,2,4081552.57
2018,NUTS,2016,ITC33,3,4081552.57
2018,NUTS,2016,ITC4,2,7417392.33
2018,NUTS,2016,ITC41,3,258061.32
2018,NUTS,2016,ITC46,3,147500.0
2018,NUTS,2016,ITC4C,3,7011831.01
2018,NUTS,2016,ITF,1,408624.68
2018,NUTS,2016,ITF3,2,408624.68
2018,NUTS,2016,ITF33,3,408624.68
2018,NUTS,2016,ITG,1,1852597.55
2018,NUTS,2016,ITG1,2,1852597.55
2018,NUTS,2016,ITG17,3,1852597.55
2018,NUTS,2016,ITH,1,4201598.5
2018,NUTS,2016,ITH2,2,1433101.0
2018,NUTS,2016,ITH20,3,1433101.0
2018,NUTS,2016,ITH5,2,2768497.5
2018,NUTS,2016,ITH55,3,2768497.5
2018,NUTS,2016,ITI,1,3176005.07
2018,NUTS,2016,ITI1,2,953686.32
2018,NUTS,2016,ITI14,3,639375.0
2018,NUTS,2016,ITI19,3,314311.32
2018,NUTS,2016,ITI2,2,150000.0
2018,NUTS,2016,ITI21,3,150000.0
2018,NUTS,2016,ITI3,2,108000.0
2018,NUTS,2016,ITI33,3,108000.0
2018,NUTS,2016,ITI4,2,1964318.75
2018,NUTS,2016,ITI43,3,1964318.75
2018,NUTS,2016,LT,0,484694.0
2018,NUTS,2016,LT0,1,484694.0
2018,NUTS,2016,LT01,2,447894.0
2018,NUTS,2016,LT011,3,447894.0
2018,NUTS,2016,LT02,2,36800.0
2018,NUTS,2016,LT022,3,36800.0
2018,NUTS,2016,LU,0,176500.0
2018,NUTS,2016,LU0,1,176500.0
2018,NUTS,2016,LU00,2,176500.0
2018,NUTS,2016,LU000,3,176500.0
2018,NUTS,2016,LV,0,223577.64
2018,NUTS,2016,LV0,1,223577.64
2018,NUTS,2016,LV00,2,223577.64
2018,NUTS,2016,LV006,3,223577.64
2018,NUTS,2016,NL,0,45938598.11
2018,NUTS,2016,NL1,1,1203694.81
2018,NUTS,2016,NL11,2,1203694.81
2018,NUTS,2016,NL113,3,1203694.81
2018,NUTS,2016,NL2,1,6257739.86
2018,NUTS,2016,NL22,2,6192114.86
2018,NUTS,2016,NL221,3,3007648.56
2018,NUTS,2016,NL226,3,3184466.3
2018,NUTS,2016,NL23,2,65625.0
2018,NUTS,2016,NL230,3,65625.0
2018,NUTS,2016,NL3,1,26190000.03
2018,NUTS,2016,NL31,2,8431216.43
2018,NUTS,2016,NL310,3,8431216.43
2018,NUTS,2016,NL32,2,6875488.32
2018,NUTS,2016,NL329,3,6875488.32
2018,NUTS,2016,NL33,2,10883295.28
2018,NUTS,2016,NL333,3,374398.2
2018,NUTS,2016,NL337,3,6334324.53
2018,NUTS,2016,NL33C,3,4174572.55
2018,NUTS,2016,NL4,1,12287163.41
2018,NUTS,2016,NL41,2,9169321.05
2018,NUTS,2016,NL413,3,7128756.25
2018,NUTS,2016,NL414,3,2040564.8
2018,NUTS,2016,NL42,2,3117842.36
2018,NUTS,2016,NL423,3,3117842.36
2018,NUTS,2016,PL,0,5625997.23
2018,NUTS,2016,PL4,1,367381.25
2018,NUTS,2016,PL41,2,367381.25
2018,NUTS,2016,PL415,3,367381.25
2018,NUTS,2016,PL6,1,514375.0
2018,NUTS,2016,PL63,2,514375.0
2018,NUTS,2016,PL633,3,514375.0
2018,NUTS,2016,PL8,1,1569600.0
2018,NUTS,2016,PL84,2,1569600.0
2018,NUTS,2016,PL841,3,1569600.0
2018,NUTS,2016,PL9,1,3174640.98
2018,NUTS,2016,PL91,2,3174640.98
2018,NUTS,2016,PL911,3,3174640.98
2018,NUTS,2016,PT,0,6209612.62
2018,NUTS,2016,PT1,1,6209612.62
2018,NUTS,2016,PT11,2,952691.47
2018,NUTS,2016,PT112,3,238356.36
2018,NUTS,2016,PT119,3,238356.36
2018,NUTS,2016,PT11A,3,475978.75
2018,NUTS,2016,PT17,2,5256921.15
2018,NUTS,2016,PT170,3,5256921.15
2018,NUTS,2016,RO,0,94000.0
2018,NUTS,2016,RO1,1,20000.0
2018,NUTS,2016,RO11,2,10000.0
2018,NUTS,2016,RO113,3,10000.0
2018,NUTS,2016,RO12,2,10000.0
2018,NUTS,2016,RO126,3,10000.0
2018,NUTS,2016,RO2,1,30000.0
2018,NUTS,2016,RO21,2,30000.0
2018,NUTS,2016,RO213,3,30000.0
2018,NUTS,2016,RO3,1,34000.0
2018,NUTS,2016,RO32,2,34000.0
