,year,region_type,region_year_spec,region_id,region_level,policy_fund_spec
121,2014,NUTS,2013,DE212,3,0.58
122,2014,NUTS,2013,DE300,3,0.4
123,2014,NUTS,2013,DEA23,3,6.34
124,2014,NUTS,2013,DEA26,3,8.22
125,2014,NUTS,2013,DK011,3,1.71
126,2014,NUTS,2013,EE001,3,0.65
127,2014,NUTS,2013,EE008,3,5.99
128,2014,NUTS,2013,ES300,3,7.1
129,2014,NUTS,2013,ES511,3,7.58
130,2014,NUTS,2013,ES512,3,7.04
131,2014,NUTS,2013,ES611,3,8.22
132,2014,NUTS,2013,ES614,3,8.22
133,2014,NUTS,2013,ES617,3,8.22
134,2014,NUTS,2013,ES618,3,8.22
135,2014,NUTS,2013,FI1D6,3,8.22
136,2014,NUTS,2013,FR101,3,0.07
137,2014,NUTS,2013,FR105,3,8.22
138,2014,NUTS,2013,FR431,3,8.22
139,2014,NUTS,2013,FR512,3,3.08
140,2014,NUTS,2013,FR514,3,8.22
141,2014,NUTS,2013,FR522,3,8.22
142,2014,NUTS,2013,FR623,3,8.22
143,2014,NUTS,2013,FR716,3,0.15
144,2014,NUTS,2013,HR042,3,7.0
145,2014,NUTS,2013,HU101,3,1.6
146,2014,NUTS,2013,ITC11,3,6.28
147,2014,NUTS,2013,ITC12,3,8.22
148,2014,NUTS,2013,ITH44,3,8.22
149,2014,NUTS,2013,ITH55,3,0.33
150,2014,NUTS,2013,ITI18,3,8.22
151,2014,NUTS,2013,ITI33,3,8.22
152,2014,NUTS,2013,ITI43,3,5.28
153,2014,NUTS,2013,LU000,3,1.28
154,2014,NUTS,2013,LV006,3,2.89
155,2014,NUTS,2013,NL113,3,8.22
156,2014,NUTS,2013,NL226,3,8.22
157,2014,NUTS,2013,NL310,3,0.94
158,2014,NUTS,2013,NL326,3,0.83
159,2014,NUTS,2013,NL332,3,5.23
160,2014,NUTS,2013,NL413,3,8.22
161,2014,NUTS,2013,PL127,3,6.45
162,2014,NUTS,2013,PT170,3,6.29
163,2014,NUTS,2013,RO321,3,6.79
164,2014,NUTS,2013,SE110,3,6.48
165,2014,NUTS,2013,SE122,3,8.22
166,2014,NUTS,2013,SI041,3,4.1
167,2014,NUTS,2013,UKE42,3,8.22
168,2014,NUTS,2013,UKJ25,3,8.22
169,2014,NUTS,2013,UKK11,3,8.22
170,2014,NUTS,2013,UKM34,3,2.12
171,2014,NUTS,2013,UKN04,3,8.22
172,2015,NUTS,2013,AT,0,1.27
173,2015,NUTS,2013,BE,0,0.33
174,2015,NUTS,2013,BG,0,3.1
175,2015,NUTS,2013,CY,0,3.29
176,2015,NUTS,2013,CZ,0,0.95
177,2015,NUTS,2013,DE,0,1.02
178,2015,NUTS,2013,DK,0,1.31
179,2015,NUTS,2013,EE,0,1.22
180,2015,NUTS,2013,ES,0,0.78
181,2015,NUTS,2013,FI,0,0.96
182,2015,NUTS,2013,FR,0,0.75
183,2015,NUTS,2013,HR,0,2.57
184,2015,NUTS,2013,HU,0,1.43
185,2015,NUTS,2013,IE,0,1.83
186,2015,NUTS,2013,IT,0,1.32
187,2015,NUTS,2013,LT,0,0.82
188,2015,NUTS,2013,LU,0,2.8
189,2015,NUTS,2013,LV,0,1.41
190,2015,NUTS,2013,MT,0,3.68
191,2015,NUTS,2013,NL,0,1.24
192,2015,NUTS,2013,PL,0,1.72
193,2015,NUTS,2013,PT,0,1.24
194,2015,NUTS,2013,RO,0,3.44
195,2015,NUTS,2013,SE,0,0.92
196,2015,NUTS,2013,SI,0,0.79
197,2015,NUTS,2013,SK,0,1.37
198,2015,NUTS,2013,UK,0,1.19
199,2015,NUTS,2013,AT1,1,1.5
200,2015,NUTS,2013,AT2,1,0.71
201,2015,NUTS,2013,AT3,1,1.25
202,2015,NUTS,2013,BE1,1,0.3
203,2015,NUTS,2013,BE2,1,0.61
204,2015,NUTS,2013,BE3,1,0.21
205,2015,NUTS,2013,BG4,1,3.1
206,2015,NUTS,2013,CY0,1,3.29
207,2015,NUTS,2013,CZ0,1,0.95
208,2015,NUTS,2013,DE1,1,0.34
209,2015,NUTS,2013,DE2,1,1.39
210,2015,NUTS,2013,DE3,1,1.71
211,2015,NUTS,2013,DE4,1,1.1
212,2015,NUTS,2013,DE5,1,1.44
213,2015,NUTS,2013,DE6,1,0.32
214,2015,NUTS,2013,DE7,1,1.43
215,2015,NUTS,2013,DE8,1,0.05
216,2015,NUTS,2013,DE9,1,0.78
217,2015,NUTS,2013,DEA,1,1.18
218,2015,NUTS,2013,DEB,1,0.82
219,2015,NUTS,2013,DEC,1,3.13
220,2015,NUTS,2013,DED,1,0.65
221,2015,NUTS,2013,DEF,1,1.72
222,2015,NUTS,2013,DEG,1,0.39
223,2015,NUTS,2013,DK0,1,1.31
224,2015,NUTS,2013,EE0,1,1.22
225,2015,NUTS,2013,ES1,1,1.35
226,2015,NUTS,2013,ES2,1,1.02
227,2015,NUTS,2013,ES3,1,0.89
228,2015,NUTS,2013,ES5,1,0.61
229,2015,NUTS,2013,ES6,1,0.66
230,2015,NUTS,2013,FI1,1,0.96
231,2015,NUTS,2013,FR1,1,0.76
232,2015,NUTS,2013,FR4,1,1.02
233,2015,NUTS,2013,FR5,1,1.25
234,2015,NUTS,2013,FR6,1,1.64
235,2015,NUTS,2013,FR7,1,0.95
236,2015,NUTS,2013,FR8,1,0.41
237,2015,NUTS,2013,HR0,1,2.57
238,2015,NUTS,2013,HU1,1,1.49
239,2015,NUTS,2013,HU3,1,1.37
240,2015,NUTS,2013,IE0,1,1.83
241,2015,NUTS,2013,ITC,1,0.73
242,2015,NUTS,2013,ITF,1,1.23
243,2015,NUTS,2013,ITG,1,0.65
244,2015,NUTS,2013,ITH,1,1.01
245,2015,NUTS,2013,ITI,1,1.79
246,2015,NUTS,2013,LT0,1,0.82
247,2015,NUTS,2013,LU0,1,2.8
248,2015,NUTS,2013,LV0,1,1.41
249,2015,NUTS,2013,MT0,1,3.68
250,2015,NUTS,2013,NL1,1,0.65
251,2015,NUTS,2013,NL2,1,1.38
252,2015,NUTS,2013,NL3,1,1.34
253,2015,NUTS,2013,NL4,1,0.69
254,2015,NUTS,2013,PL1,1,2.66
255,2015,NUTS,2013,PL4,1,0.99
256,2015,NUTS,2013,PL5,1,0.46
257,2015,NUTS,2013,PL6,1,4.57
258,2015,NUTS,2013,PT1,1,1.24
259,2015,NUTS,2013,RO1,1,4.57
260,2015,NUTS,2013,RO2,1,3.47
261,2015,NUTS,2013,RO3,1,3.41
262,2015,NUTS,2013,RO4,1,2.63
263,2015,NUTS,2013,SE1,1,0.78
264,2015,NUTS,2013,SE2,1,1.05
265,2015,NUTS,2013,SE3,1,2.04
266,2015,NUTS,2013,SI0,1,0.79
267,2015,NUTS,2013,SK0,1,1.37
268,2015,NUTS,2013,UKC,1,0.86
269,2015,NUTS,2013,UKD,1,1.19
270,2015,NUTS,2013,UKE,1,2.37
271,2015,NUTS,2013,UKF,1,0.71
272,2015,NUTS,2013,UKH,1,2.86
273,2015,NUTS,2013,UKI,1,1.08
274,2015,NUTS,2013,UKJ,1,0.81
275,2015,NUTS,2013,UKK,1,1.6
276,2015,NUTS,2013,UKL,1,1.77
277,2015,NUTS,2013,UKM,1,0.51
278,2015,NUTS,2013,UKN,1,4.57
279,2015,NUTS,2013,AT12,2,0.97
280,2015,NUTS,2013,AT13,2,1.75
281,2015,NUTS,2013,AT22,2,0.73
282,2015,NUTS,2013,AT31,2,1.47
283,2015,NUTS,2013,AT32,2,2.56
284,2015,NUTS,2013,BE10,2,0.3
285,2015,NUTS,2013,BE21,2,0.64
286,2015,NUTS,2013,BE23,2,0.43
287,2015,NUTS,2013,BE24,2,0.73
288,2015,NUTS,2013,BE31,2,0.17
289,2015,NUTS,2013,BE33,2,0.42
290,2015,NUTS,2013,BG41,2,3.1
291,2015,NUTS,2013,CY00,2,3.29
292,2015,NUTS,2013,CZ01,2,1.3
293,2015,NUTS,2013,CZ02,2,4.57
294,2015,NUTS,2013,CZ04,2,4.57
295,2015,NUTS,2013,CZ06,2,0.17
296,2015,NUTS,2013,CZ08,2,0.9
297,2015,NUTS,2013,DE11,2,0.83
298,2015,NUTS,2013,DE12,2,0.18
299,2015,NUTS,2013,DE13,2,0.62
300,2015,NUTS,2013,DE21,2,1.6
301,2015,NUTS,2013,DE24,2,4.22
302,2015,NUTS,2013,DE25,2,0.02
303,2015,NUTS,2013,DE30,2,1.71
304,2015,NUTS,2013,DE40,2,1.1
305,2015,NUTS,2013,DE50,2,1.44
306,2015,NUTS,2013,DE60,2,0.32
307,2015,NUTS,2013,DE71,2,0.9
308,2015,NUTS,2013,DE73,2,4.44
309,2015,NUTS,2013,DE80,2,0.05
310,2015,NUTS,2013,DE91,2,0.62
311,2015,NUTS,2013,DE92,2,0.71
312,2015,NUTS,2013,DE94,2,1.67
313,2015,NUTS,2013,DEA1,2,1.82
314,2015,NUTS,2013,DEA2,2,1.09
315,2015,NUTS,2013,DEA3,2,0.52
316,2015,NUTS,2013,DEA4,2,0.09
317,2015,NUTS,2013,DEA5,2,1.61
318,2015,NUTS,2013,DEB1,2,4.57
319,2015,NUTS,2013,DEB3,2,0.73
320,2015,NUTS,2013,DEC0,2,3.13
321,2015,NUTS,2013,DED2,2,0.25
322,2015,NUTS,2013,DED4,2,0.37
323,2015,NUTS,2013,DED5,2,1.08
324,2015,NUTS,2013,DEF0,2,1.72
325,2015,NUTS,2013,DEG0,2,0.39
326,2015,NUTS,2013,DK01,2,1.08
327,2015,NUTS,2013,DK02,2,2.78
328,2015,NUTS,2013,DK03,2,0.74
329,2015,NUTS,2013,DK04,2,2.36
330,2015,NUTS,2013,DK05,2,0.14
331,2015,NUTS,2013,EE00,2,1.22
332,2015,NUTS,2013,ES12,2,3.43
333,2015,NUTS,2013,ES13,2,1.25
334,2015,NUTS,2013,ES21,2,2.05
335,2015,NUTS,2013,ES22,2,1.14
336,2015,NUTS,2013,ES24,2,0.47
337,2015,NUTS,2013,ES30,2,0.89
338,2015,NUTS,2013,ES51,2,0.51
339,2015,NUTS,2013,ES52,2,1.18
340,2015,NUTS,2013,ES61,2,0.57
341,2015,NUTS,2013,ES62,2,0.82
342,2015,NUTS,2013,FI19,2,0.68
343,2015,NUTS,2013,FI1B,2,1.17
344,2015,NUTS,2013,FI1C,2,0.3
345,2015,NUTS,2013,FI1D,2,0.91
346,2015,NUTS,2013,FR10,2,0.76
347,2015,NUTS,2013,FR42,2,1.13
348,2015,NUTS,2013,FR43,2,1.03
349,2015,NUTS,2013,FR52,2,4.57
350,2015,NUTS,2013,FR61,2,0.98
351,2015,NUTS,2013,FR62,2,3.79
352,2015,NUTS,2013,FR71,2,0.39
353,2015,NUTS,2013,FR72,2,4.07
354,2015,NUTS,2013,FR82,2,0.45
355,2015,NUTS,2013,HR04,2,2.82
356,2015,NUTS,2013,HU10,2,1.49
357,2015,NUTS,2013,HU31,2,4.57
358,2015,NUTS,2013,HU32,2,1.32
359,2015,NUTS,2013,HU33,2,1.22
360,2015,NUTS,2013,IE01,2,0.63
361,2015,NUTS,2013,IE02,2,2.15
362,2015,NUTS,2013,ITC1,2,1.36
363,2015,NUTS,2013,ITC3,2,0.99
364,2015,NUTS,2013,ITC4,2,0.37
365,2015,NUTS,2013,ITF3,2,1.38
366,2015,NUTS,2013,ITF4,2,1.78
367,2015,NUTS,2013,ITF6,2,4.57
368,2015,NUTS,2013,ITG1,2,0.82
369,2015,NUTS,2013,ITH1,2,1.1
370,2015,NUTS,2013,ITH2,2,3.26
371,2015,NUTS,2013,ITH3,2,0.55
372,2015,NUTS,2013,ITH5,2,0.87
373,2015,NUTS,2013,ITI1,2,1.74
374,2015,NUTS,2013,ITI4,2,1.88
375,2015,NUTS,2013,LT00,2,0.82
376,2015,NUTS,2013,LU00,2,2.8
377,2015,NUTS,2013,LV00,2,1.41
378,2015,NUTS,2013,MT00,2,3.68
379,2015,NUTS,2013,NL11,2,0.14
380,2015,NUTS,2013,NL13,2,2.02
381,2015,NUTS,2013,NL21,2,1.58
382,2015,NUTS,2013,NL22,2,1.51
383,2015,NUTS,2013,NL31,2,1.43
384,2015,NUTS,2013,NL32,2,1.13
385,2015,NUTS,2013,NL33,2,1.46
386,2015,NUTS,2013,NL41,2,0.64
387,2015,NUTS,2013,NL42,2,0.83
388,2015,NUTS,2013,PL12,2,2.66
389,2015,NUTS,2013,PL41,2,0.99
390,2015,NUTS,2013,PL51,2,0.46
391,2015,NUTS,2013,PL63,2,4.57
392,2015,NUTS,2013,PT11,2,0.8
393,2015,NUTS,2013,PT16,2,1.62
394,2015,NUTS,2013,PT17,2,1.33
395,2015,NUTS,2013,PT18,2,4.57
396,2015,NUTS,2013,RO11,2,4.57
397,2015,NUTS,2013,RO12,2,4.57
398,2015,NUTS,2013,RO22,2,4.57
399,2015,NUTS,2013,RO32,2,3.41
400,2015,NUTS,2013,RO42,2,3.71
401,2015,NUTS,2013,SE11,2,0.97
402,2015,NUTS,2013,SE12,2,0.36
403,2015,NUTS,2013,SE22,2,0.87
404,2015,NUTS,2013,SE23,2,1.38
405,2015,NUTS,2013,SE31,2,0.54
406,2015,NUTS,2013,SE32,2,4.57
407,2015,NUTS,2013,SE33,2,2.86
408,2015,NUTS,2013,SI03,2,0.38
409,2015,NUTS,2013,SI04,2,0.93
410,2015,NUTS,2013,SK01,2,1.32
411,2015,NUTS,2013,SK03,2,4.57
412,2015,NUTS,2013,UKC2,2,1.81
413,2015,NUTS,2013,UKD3,2,1.22
414,2015,NUTS,2013,UKD6,2,4.57
415,2015,NUTS,2013,UKD7,2,4.57
416,2015,NUTS,2013,UKE4,2,2.45
417,2015,NUTS,2013,UKF1,2,0.51
418,2015,NUTS,2013,UKF2,2,0.88
419,2015,NUTS,2013,UKH1,2,3.6
420,2015,NUTS,2013,UKH2,2,1.4
421,2015,NUTS,2013,UKI3,2,1.14
422,2015,NUTS,2013,UKI4,2,1.33
423,2015,NUTS,2013,UKI7,2,0.6
424,2015,NUTS,2013,UKJ1,2,0.22
425,2015,NUTS,2013,UKJ2,2,1.83
426,2015,NUTS,2013,UKJ3,2,0.66
427,2015,NUTS,2013,UKK1,2,0.95
428,2015,NUTS,2013,UKK4,2,3.93
429,2015,NUTS,2013,UKL1,2,2.0
430,2015,NUTS,2013,UKL2,2,1.74
431,2015,NUTS,2013,UKM2,2,0.86
432,2015,NUTS,2013,UKM3,2,0.49
433,2015,NUTS,2013,UKN0,2,4.57
434,2015,NUTS,2013,AT127,3,4.01
435,2015,NUTS,2013,AT130,3,1.75
436,2015,NUTS,2013,AT221,3,0.87
437,2015,NUTS,2013,AT312,3,2.72
438,2015,NUTS,2013,AT323,3,2.85
439,2015,NUTS,2013,BE100,3,0.3
440,2015,NUTS,2013,BE211,3,0.18
441,2015,NUTS,2013,BE212,3,1.72
442,2015,NUTS,2013,BE213,3,1.11
443,2015,NUTS,2013,BE234,3,0.48
444,2015,NUTS,2013,BE241,3,0.73
445,2015,NUTS,2013,BE242,3,0.73
446,2015,NUTS,2013,BE310,3,0.17
447,2015,NUTS,2013,BE332,3,0.42
448,2015,NUTS,2013,BG411,3,3.1
449,2015,NUTS,2013,CY000,3,3.29
450,2015,NUTS,2013,CZ010,3,1.3
451,2015,NUTS,2013,CZ020,3,4.57
452,2015,NUTS,2013,CZ042,3,4.57
453,2015,NUTS,2013,CZ064,3,0.17
454,2015,NUTS,2013,CZ080,3,0.9
455,2015,NUTS,2013,DE111,3,1.08
456,2015,NUTS,2013,DE122,3,1.46
457,2015,NUTS,2013,DE125,3,0.03
458,2015,NUTS,2013,DE131,3,1.57
459,2015,NUTS,2013,DE138,3,4.57
460,2015,NUTS,2013,DE212,3,1.72
461,2015,NUTS,2013,DE242,3,4.22
462,2015,NUTS,2013,DE252,3,0.03
463,2015,NUTS,2013,DE300,3,1.71
464,2015,NUTS,2013,DE404,3,2.91
465,2015,NUTS,2013,DE501,3,1.26
466,2015,NUTS,2013,DE502,3,2.4
467,2015,NUTS,2013,DE600,3,0.32
468,2015,NUTS,2013,DE711,3,0.56
469,2015,NUTS,2013,DE712,3,0.9
470,2015,NUTS,2013,DE71A,3,4.57
471,2015,NUTS,2013,DE731,3,4.57
472,2015,NUTS,2013,DE736,3,4.57
473,2015,NUTS,2013,DE80K,3,4.57
474,2015,NUTS,2013,DE915,3,2.53
475,2015,NUTS,2013,DE925,3,4.57
476,2015,NUTS,2013,DE929,3,0.56
477,2015,NUTS,2013,DE94D,3,4.57
478,2015,NUTS,2013,DEA12,3,1.27
479,2015,NUTS,2013,DEA13,3,0.81
480,2015,NUTS,2013,DEA16,3,4.57
481,2015,NUTS,2013,DEA1A,3,3.52
482,2015,NUTS,2013,DEA22,3,0.77
483,2015,NUTS,2013,DEA23,3,1.62
484,2015,NUTS,2013,DEA26,3,0.94
485,2015,NUTS,2013,DEA2A,3,4.57
486,2015,NUTS,2013,DEA2D,3,0.27
487,2015,NUTS,2013,DEA32,3,4.57
488,2015,NUTS,2013,DEA34,3,4.57
489,2015,NUTS,2013,DEA47,3,0.13
490,2015,NUTS,2013,DEA52,3,1.18
491,2015,NUTS,2013,DEA5A,3,4.57
492,2015,NUTS,2013,DEB11,3,4.57
493,2015,NUTS,2013,DEB32,3,1.32
494,2015,NUTS,2013,DEC05,3,3.65
495,2015,NUTS,2013,DED21,3,0.27
496,2015,NUTS,2013,DED41,3,0.5
497,2015,NUTS,2013,DED51,3,1.08
498,2015,NUTS,2013,DEF02,3,3.12
499,2015,NUTS,2013,DEF03,3,1.01
500,2015,NUTS,2013,DEF06,3,3.68
501,2015,NUTS,2013,DEG03,3,0.67
502,2015,NUTS,2013,DK011,3,1.15
503,2015,NUTS,2013,DK012,3,1.94
504,2015,NUTS,2013,DK021,3,4.23
505,2015,NUTS,2013,DK031,3,0.83
506,2015,NUTS,2013,DK041,3,4.57
507,2015,NUTS,2013,DK042,3,2.35
508,2015,NUTS,2013,DK050,3,0.14
509,2015,NUTS,2013,EE001,3,3.0
510,2015,NUTS,2013,EE008,3,0.71
511,2015,NUTS,2013,ES120,3,3.43
512,2015,NUTS,2013,ES130,3,1.25
513,2015,NUTS,2013,ES211,3,4.57
514,2015,NUTS,2013,ES212,3,0.52
515,2015,NUTS,2013,ES213,3,2.29
516,2015,NUTS,2013,ES220,3,1.14
517,2015,NUTS,2013,ES243,3,0.47
518,2015,NUTS,2013,ES300,3,0.89
519,2015,NUTS,2013,ES511,3,0.52
520,2015,NUTS,2013,ES522,3,4.57
521,2015,NUTS,2013,ES523,3,0.44
522,2015,NUTS,2013,ES617,3,4.57
523,2015,NUTS,2013,ES618,3,1.02
524,2015,NUTS,2013,ES620,3,0.82
525,2015,NUTS,2013,FI197,3,0.82
526,2015,NUTS,2013,FI1B1,3,1.17
527,2015,NUTS,2013,FI1C1,3,0.33
528,2015,NUTS,2013,FI1D6,3,1.8
529,2015,NUTS,2013,FR101,3,0.81
530,2015,NUTS,2013,FR102,3,4.57
531,2015,NUTS,2013,FR104,3,0.18
532,2015,NUTS,2013,FR107,3,0.39
533,2015,NUTS,2013,FR108,3,4.57
534,2015,NUTS,2013,FR422,3,4.57
535,2015,NUTS,2013,FR431,3,1.03
536,2015,NUTS,2013,FR522,3,4.57
537,2015,NUTS,2013,FR612,3,1.05
538,2015,NUTS,2013,FR614,3,4.57
539,2015,NUTS,2013,FR623,3,3.79
540,2015,NUTS,2013,FR714,3,0.47
541,2015,NUTS,2013,FR716,3,0.27
542,2015,NUTS,2013,FR718,3,0.6
543,2015,NUTS,2013,FR724,3,4.07
544,2015,NUTS,2013,FR824,3,0.53
545,2015,NUTS,2013,HR041,3,2.67
546,2015,NUTS,2013,HR042,3,3.34
547,2015,NUTS,2013,HR04B,3,4.57
548,2015,NUTS,2013,HU101,3,1.5
549,2015,NUTS,2013,HU102,3,1.37
550,2015,NUTS,2013,HU311,3,4.57
551,2015,NUTS,2013,HU321,3,1.32
552,2015,NUTS,2013,HU331,3,4.57
553,2015,NUTS,2013,HU333,3,1.16
554,2015,NUTS,2013,IE013,3,0.63
555,2015,NUTS,2013,IE021,3,2.23
556,2015,NUTS,2013,IE024,3,4.57
557,2015,NUTS,2013,IE025,3,1.66
558,2015,NUTS,2013,ITC11,3,1.4
559,2015,NUTS,2013,ITC12,3,4.57
560,2015,NUTS,2013,ITC18,3,0.07
561,2015,NUTS,2013,ITC33,3,0.99
562,2015,NUTS,2013,ITC41,3,0.42
563,2015,NUTS,2013,ITC4C,3,0.42
564,2015,NUTS,2013,ITF35,3,4.57
565,2015,NUTS,2013,ITF45,3,2.18
566,2015,NUTS,2013,ITF47,3,2.27
567,2015,NUTS,2013,ITF61,3,4.57
568,2015,NUTS,2013,ITG12,3,0.88
569,2015,NUTS,2013,ITH10,3,1.1
570,2015,NUTS,2013,ITH20,3,3.26
571,2015,NUTS,2013,ITH31,3,1.64
572,2015,NUTS,2013,ITH53,3,0.38
573,2015,NUTS,2013,ITH55,3,0.88
574,2015,NUTS,2013,ITH56,3,1.27
575,2015,NUTS,2013,ITH58,3,4.57
576,2015,NUTS,2013,ITI14,3,1.72
577,2015,NUTS,2013,ITI15,3,3.07
578,2015,NUTS,2013,ITI17,3,1.99
579,2015,NUTS,2013,ITI41,3,4.57
580,2015,NUTS,2013,ITI43,3,1.87
581,2015,NUTS,2013,LT002,3,1.35
582,2015,NUTS,2013,LT003,3,1.75
583,2015,NUTS,2013,LT00A,3,0.43
584,2015,NUTS,2013,LU000,3,2.8
585,2015,NUTS,2013,LV006,3,1.55
586,2015,NUTS,2013,LV007,3,0.64
587,2015,NUTS,2013,MT001,3,3.68
588,2015,NUTS,2013,NL113,3,0.14
589,2015,NUTS,2013,NL131,3,3.13
590,2015,NUTS,2013,NL211,3,4.57
591,2015,NUTS,2013,NL213,3,1.09
592,2015,NUTS,2013,NL221,3,2.34
593,2015,NUTS,2013,NL226,3,0.69
594,2015,NUTS,2013,NL310,3,1.43
595,2015,NUTS,2013,NL321,3,4.57
596,2015,NUTS,2013,NL325,3,4.57
597,2015,NUTS,2013,NL326,3,1.15
598,2015,NUTS,2013,NL332,3,2.11
599,2015,NUTS,2013,NL333,3,1.82
600,2015,NUTS,2013,NL337,3,0.11
