year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_fte_total_bes_t
2014,NUTS,2010,PL62,2,238.0
2015,NUTS,2010,PL62,2,472.0
2016,NUTS,2010,PL62,2,453.0
2017,NUTS,2010,PL62,2,628.0
2018,NUTS,2010,PL62,2,1004.0
2019,NUTS,2010,PL62,2,949.0
2000,NUTS,2010,PL63,2,764.0
2001,NUTS,2010,PL63,2,669.0
2002,NUTS,2010,PL63,2,375.0
2003,NUTS,2010,PL63,2,402.0
2004,NUTS,2010,PL63,2,443.0
2005,NUTS,2010,PL63,2,815.0
2006,NUTS,2010,PL63,2,855.0
2007,NUTS,2010,PL63,2,900.0
2008,NUTS,2010,PL63,2,585.0
2009,NUTS,2010,PL63,2,1024.0
2010,NUTS,2010,PL63,2,1180.0
2011,NUTS,2010,PL63,2,1796.0
2012,NUTS,2010,PL63,2,2137.0
2013,NUTS,2010,PL63,2,2327.0
2014,NUTS,2010,PL63,2,2936.0
2015,NUTS,2010,PL63,2,3361.0
2016,NUTS,2010,PL63,2,3748.0
2017,NUTS,2010,PL63,2,4282.0
2018,NUTS,2010,PL63,2,6151.0
2019,NUTS,2010,PL63,2,6424.0
2016,NUTS,2010,PL7,1,2659.0
2017,NUTS,2010,PL7,1,2942.0
2018,NUTS,2010,PL7,1,3710.0
2019,NUTS,2010,PL7,1,3961.0
2016,NUTS,2010,PL71,2,2341.0
2017,NUTS,2010,PL71,2,2503.0
2018,NUTS,2010,PL71,2,3174.0
2019,NUTS,2010,PL71,2,3380.0
2016,NUTS,2010,PL72,2,318.0
2017,NUTS,2010,PL72,2,438.0
2018,NUTS,2010,PL72,2,537.0
2019,NUTS,2010,PL72,2,581.0
2016,NUTS,2010,PL8,1,5693.0
2017,NUTS,2010,PL8,1,5875.0
2018,NUTS,2010,PL8,1,6142.0
2019,NUTS,2010,PL8,1,6177.0
2016,NUTS,2010,PL81,2,1006.0
2017,NUTS,2010,PL81,2,1233.0
2018,NUTS,2010,PL81,2,1329.0
2019,NUTS,2010,PL81,2,1334.0
2016,NUTS,2010,PL82,2,4156.0
2018,NUTS,2010,PL82,2,4041.0
2019,NUTS,2010,PL82,2,3966.0
2016,NUTS,2010,PL84,2,531.0
2018,NUTS,2010,PL84,2,772.0
2019,NUTS,2010,PL84,2,877.0
2016,NUTS,2010,PL9,1,19989.0
2017,NUTS,2010,PL9,1,29293.0
2018,NUTS,2010,PL9,1,35207.0
2019,NUTS,2010,PL9,1,33121.0
2016,NUTS,2010,PL91,2,19039.0
2017,NUTS,2010,PL91,2,28200.0
2016,NUTS,2010,PL92,2,950.0
2017,NUTS,2010,PL92,2,1093.0
2009,NUTS,2010,PLZ,1,0.0
2009,NUTS,2010,PLZZ,2,0.0
1982,NUTS,2010,PT,0,1891.0
1983,NUTS,2010,PT,0,1728.0
1984,NUTS,2010,PT,0,1564.0
1985,NUTS,2010,PT,0,1790.0
1986,NUTS,2010,PT,0,2015.0
1987,NUTS,2010,PT,0,2029.0
1988,NUTS,2010,PT,0,2042.0
1989,NUTS,2010,PT,0,2019.0
1990,NUTS,2010,PT,0,1997.0
1991,NUTS,2010,PT,0,1939.0
1992,NUTS,2010,PT,0,1882.0
1993,NUTS,2010,PT,0,1893.0
1994,NUTS,2010,PT,0,1905.0
1995,NUTS,2010,PT,0,1917.0
1996,NUTS,2010,PT,0,1949.0
1997,NUTS,2010,PT,0,1981.0
1998,NUTS,2010,PT,0,2620.0
1999,NUTS,2010,PT,0,3260.0
2000,NUTS,2010,PT,0,3568.0
2001,NUTS,2010,PT,0,3875.0
2002,NUTS,2010,PT,0,4999.0
2003,NUTS,2010,PT,0,6124.0
2004,NUTS,2010,PT,0,6129.0
2005,NUTS,2010,PT,0,6133.0
2006,NUTS,2010,PT,0,9459.0
2007,NUTS,2010,PT,0,12784.0
2008,NUTS,2010,PT,0,14510.0
2009,NUTS,2010,PT,0,13922.0
2010,NUTS,2010,PT,0,14036.0
2011,NUTS,2010,PT,0,16030.0
2012,NUTS,2010,PT,0,15668.0
2013,NUTS,2010,PT,0,16220.0
2014,NUTS,2010,PT,0,17348.0
2015,NUTS,2010,PT,0,18283.0
2016,NUTS,2010,PT,0,19367.0
2017,NUTS,2010,PT,0,22022.0
2018,NUTS,2010,PT,0,23662.0
2019,NUTS,2010,PT,0,26793.0
2020,NUTS,2010,PT,0,30872.0
1988,NUTS,2010,PT1,1,2036.0
1990,NUTS,2010,PT1,1,1989.0
1992,NUTS,2010,PT1,1,1882.0
1995,NUTS,2010,PT1,1,1906.0
1997,NUTS,2010,PT1,1,1981.0
1999,NUTS,2010,PT1,1,3235.0
2000,NUTS,2010,PT1,1,3549.0
2001,NUTS,2010,PT1,1,3863.0
2002,NUTS,2010,PT1,1,4982.0
2003,NUTS,2010,PT1,1,6101.0
2004,NUTS,2010,PT1,1,6092.0
2005,NUTS,2010,PT1,1,6082.0
2006,NUTS,2010,PT1,1,9394.0
2007,NUTS,2010,PT1,1,12705.0
2008,NUTS,2010,PT1,1,14417.0
2009,NUTS,2010,PT1,1,13850.0
2010,NUTS,2010,PT1,1,13978.0
2011,NUTS,2010,PT1,1,15935.0
2012,NUTS,2010,PT1,1,15567.0
2013,NUTS,2010,PT1,1,16111.0
2014,NUTS,2010,PT1,1,17234.0
2015,NUTS,2010,PT1,1,18144.0
2016,NUTS,2010,PT1,1,19218.0
2017,NUTS,2010,PT1,1,21870.0
2018,NUTS,2010,PT1,1,23405.0
2019,NUTS,2010,PT1,1,26530.0
2020,NUTS,2010,PT1,1,30592.0
1988,NUTS,2010,PT11,2,614.0
1990,NUTS,2010,PT11,2,560.0
1992,NUTS,2010,PT11,2,595.0
1995,NUTS,2010,PT11,2,726.0
1997,NUTS,2010,PT11,2,550.0
1999,NUTS,2010,PT11,2,1137.0
2000,NUTS,2010,PT11,2,1107.0
2001,NUTS,2010,PT11,2,1078.0
2002,NUTS,2010,PT11,2,1381.0
2003,NUTS,2010,PT11,2,1684.0
2004,NUTS,2010,PT11,2,1714.0
2005,NUTS,2010,PT11,2,1743.0
2006,NUTS,2010,PT11,2,2544.0
2007,NUTS,2010,PT11,2,3344.0
2008,NUTS,2010,PT11,2,4138.0
2009,NUTS,2010,PT11,2,4215.0
2010,NUTS,2010,PT11,2,4468.0
2011,NUTS,2010,PT11,2,5117.0
2012,NUTS,2010,PT11,2,5207.0
2013,NUTS,2010,PT11,2,5688.0
2014,NUTS,2010,PT11,2,6355.0
2015,NUTS,2010,PT11,2,7162.0
2016,NUTS,2010,PT11,2,6709.0
2017,NUTS,2010,PT11,2,8217.0
2018,NUTS,2010,PT11,2,8804.0
2019,NUTS,2010,PT11,2,10077.0
2020,NUTS,2010,PT11,2,12259.0
1995,NUTS,2010,PT15,2,1.0
1997,NUTS,2010,PT15,2,10.0
1999,NUTS,2010,PT15,2,30.0
2000,NUTS,2010,PT15,2,28.0
2001,NUTS,2010,PT15,2,27.0
2002,NUTS,2010,PT15,2,31.0
2003,NUTS,2010,PT15,2,35.0
2004,NUTS,2010,PT15,2,35.0
2005,NUTS,2010,PT15,2,34.0
2006,NUTS,2010,PT15,2,48.0
2007,NUTS,2010,PT15,2,61.0
2008,NUTS,2010,PT15,2,108.0
2009,NUTS,2010,PT15,2,98.0
2010,NUTS,2010,PT15,2,81.0
2011,NUTS,2010,PT15,2,92.0
2012,NUTS,2010,PT15,2,83.0
2013,NUTS,2010,PT15,2,86.0
2014,NUTS,2010,PT15,2,120.0
2015,NUTS,2010,PT15,2,138.0
2016,NUTS,2010,PT15,2,129.0
2017,NUTS,2010,PT15,2,109.0
2018,NUTS,2010,PT15,2,116.0
2019,NUTS,2010,PT15,2,189.0
2020,NUTS,2010,PT15,2,294.0
2000,NUTS,2010,PT16,2,610.0
2001,NUTS,2010,PT16,2,598.0
2002,NUTS,2010,PT16,2,881.0
2003,NUTS,2010,PT16,2,1164.0
2004,NUTS,2010,PT16,2,1228.0
2005,NUTS,2010,PT16,2,1291.0
2006,NUTS,2010,PT16,2,2068.0
2007,NUTS,2010,PT16,2,2845.0
2008,NUTS,2010,PT16,2,2549.0
2009,NUTS,2010,PT16,2,2748.0
2010,NUTS,2010,PT16,2,2646.0
2011,NUTS,2010,PT16,2,3358.0
2012,NUTS,2010,PT16,2,3339.0
2013,NUTS,2010,PT16,2,3444.0
2014,NUTS,2010,PT16,2,3781.0
2015,NUTS,2010,PT16,2,3839.0
2016,NUTS,2010,PT16,2,4337.0
2017,NUTS,2010,PT16,2,5091.0
2018,NUTS,2010,PT16,2,5397.0
2019,NUTS,2010,PT16,2,6220.0
2020,NUTS,2010,PT16,2,6483.0
2000,NUTS,2010,PT17,2,1689.0
2001,NUTS,2010,PT17,2,2038.0
2002,NUTS,2010,PT17,2,2514.0
2003,NUTS,2010,PT17,2,2989.0
2004,NUTS,2010,PT17,2,2883.0
2005,NUTS,2010,PT17,2,2776.0
2006,NUTS,2010,PT17,2,4456.0
2007,NUTS,2010,PT17,2,6135.0
2008,NUTS,2010,PT17,2,6970.0
2009,NUTS,2010,PT17,2,6528.0
2010,NUTS,2010,PT17,2,6595.0
2011,NUTS,2010,PT17,2,7048.0
2012,NUTS,2010,PT17,2,6604.0
2013,NUTS,2010,PT17,2,6524.0
2014,NUTS,2010,PT17,2,6546.0
2015,NUTS,2010,PT17,2,6557.0
2016,NUTS,2010,PT17,2,7441.0
2017,NUTS,2010,PT17,2,7740.0
2018,NUTS,2010,PT17,2,8156.0
2019,NUTS,2010,PT17,2,9018.0
2020,NUTS,2010,PT17,2,10327.0
2000,NUTS,2010,PT18,2,114.0
2001,NUTS,2010,PT18,2,122.0
2002,NUTS,2010,PT18,2,175.0
2003,NUTS,2010,PT18,2,228.0
2004,NUTS,2010,PT18,2,233.0
2005,NUTS,2010,PT18,2,237.0
2006,NUTS,2010,PT18,2,279.0
2007,NUTS,2010,PT18,2,320.0
2008,NUTS,2010,PT18,2,651.0
2009,NUTS,2010,PT18,2,262.0
2010,NUTS,2010,PT18,2,188.0
2011,NUTS,2010,PT18,2,320.0
2012,NUTS,2010,PT18,2,335.0
2013,NUTS,2010,PT18,2,369.0
2014,NUTS,2010,PT18,2,432.0
2015,NUTS,2010,PT18,2,448.0
2016,NUTS,2010,PT18,2,603.0
2017,NUTS,2010,PT18,2,713.0
2018,NUTS,2010,PT18,2,933.0
2019,NUTS,2010,PT18,2,1026.0
2020,NUTS,2010,PT18,2,1230.0
1995,NUTS,2010,PT2,1,0.0
1997,NUTS,2010,PT2,1,0.0
1999,NUTS,2010,PT2,1,7.0
2000,NUTS,2010,PT2,1,4.0
2001,NUTS,2010,PT2,1,0.0
2002,NUTS,2010,PT2,1,6.0
2003,NUTS,2010,PT2,1,13.0
2004,NUTS,2010,PT2,1,7.0
2005,NUTS,2010,PT2,1,2.0
2006,NUTS,2010,PT2,1,8.0
2007,NUTS,2010,PT2,1,15.0
2008,NUTS,2010,PT2,1,31.0
2009,NUTS,2010,PT2,1,19.0
2010,NUTS,2010,PT2,1,31.0
2011,NUTS,2010,PT2,1,28.0
2012,NUTS,2010,PT2,1,42.0
2013,NUTS,2010,PT2,1,23.0
2014,NUTS,2010,PT2,1,25.0
2015,NUTS,2010,PT2,1,34.0
2016,NUTS,2010,PT2,1,43.0
2017,NUTS,2010,PT2,1,58.0
2018,NUTS,2010,PT2,1,67.0
2019,NUTS,2010,PT2,1,67.0
2020,NUTS,2010,PT2,1,59.0
1995,NUTS,2010,PT20,2,0.0
1997,NUTS,2010,PT20,2,0.0
1999,NUTS,2010,PT20,2,7.0
2000,NUTS,2010,PT20,2,4.0
2001,NUTS,2010,PT20,2,0.0
2002,NUTS,2010,PT20,2,6.0
2003,NUTS,2010,PT20,2,13.0
2004,NUTS,2010,PT20,2,7.0
2005,NUTS,2010,PT20,2,2.0
2006,NUTS,2010,PT20,2,8.0
2007,NUTS,2010,PT20,2,15.0
2008,NUTS,2010,PT20,2,31.0
2009,NUTS,2010,PT20,2,19.0
2010,NUTS,2010,PT20,2,31.0
2011,NUTS,2010,PT20,2,28.0
2012,NUTS,2010,PT20,2,42.0
2013,NUTS,2010,PT20,2,23.0
2014,NUTS,2010,PT20,2,25.0
2015,NUTS,2010,PT20,2,34.0
2016,NUTS,2010,PT20,2,43.0
2017,NUTS,2010,PT20,2,58.0
2018,NUTS,2010,PT20,2,67.0
2019,NUTS,2010,PT20,2,67.0
2020,NUTS,2010,PT20,2,59.0
1988,NUTS,2010,PT3,1,6.0
1990,NUTS,2010,PT3,1,8.0
1995,NUTS,2010,PT3,1,10.0
1999,NUTS,2010,PT3,1,18.0
2000,NUTS,2010,PT3,1,15.0
2001,NUTS,2010,PT3,1,12.0
2002,NUTS,2010,PT3,1,11.0
2003,NUTS,2010,PT3,1,10.0
2004,NUTS,2010,PT3,1,30.0
2005,NUTS,2010,PT3,1,50.0
2006,NUTS,2010,PT3,1,57.0
2007,NUTS,2010,PT3,1,64.0
2008,NUTS,2010,PT3,1,61.0
2009,NUTS,2010,PT3,1,52.0
2010,NUTS,2010,PT3,1,27.0
2011,NUTS,2010,PT3,1,68.0
2012,NUTS,2010,PT3,1,59.0
2013,NUTS,2010,PT3,1,87.0
2014,NUTS,2010,PT3,1,89.0
2015,NUTS,2010,PT3,1,106.0
2016,NUTS,2010,PT3,1,106.0
2017,NUTS,2010,PT3,1,95.0
2018,NUTS,2010,PT3,1,189.0
2019,NUTS,2010,PT3,1,196.0
2020,NUTS,2010,PT3,1,221.0
1988,NUTS,2010,PT30,2,6.0
1990,NUTS,2010,PT30,2,8.0
1995,NUTS,2010,PT30,2,10.0
1999,NUTS,2010,PT30,2,18.0
2000,NUTS,2010,PT30,2,15.0
2001,NUTS,2010,PT30,2,12.0
2002,NUTS,2010,PT30,2,11.0
2003,NUTS,2010,PT30,2,10.0
2004,NUTS,2010,PT30,2,30.0
2005,NUTS,2010,PT30,2,50.0
2006,NUTS,2010,PT30,2,57.0
2007,NUTS,2010,PT30,2,64.0
2008,NUTS,2010,PT30,2,61.0
2009,NUTS,2010,PT30,2,52.0
2010,NUTS,2010,PT30,2,27.0
2011,NUTS,2010,PT30,2,68.0
2012,NUTS,2010,PT30,2,59.0
2013,NUTS,2010,PT30,2,87.0
2014,NUTS,2010,PT30,2,89.0
2015,NUTS,2010,PT30,2,106.0
2016,NUTS,2010,PT30,2,106.0
2017,NUTS,2010,PT30,2,95.0
2018,NUTS,2010,PT30,2,189.0
2019,NUTS,2010,PT30,2,196.0
2020,NUTS,2010,PT30,2,221.0
1993,NUTS,2010,RO,0,55182.0
1994,NUTS,2010,RO,0,46751.0
1995,NUTS,2010,RO,0,44782.0
1996,NUTS,2010,RO,0,42598.0
1997,NUTS,2010,RO,0,39569.0
1998,NUTS,2010,RO,0,36141.0
1999,NUTS,2010,RO,0,32013.0
2000,NUTS,2010,RO,0,22541.0
2001,NUTS,2010,RO,0,19930.0
2002,NUTS,2010,RO,0,18399.0
2003,NUTS,2010,RO,0,16942.0
2004,NUTS,2010,RO,0,16368.0
2005,NUTS,2010,RO,0,16157.0
2006,NUTS,2010,RO,0,13761.0
2007,NUTS,2010,RO,0,13107.0
2008,NUTS,2010,RO,0,11525.0
2009,NUTS,2010,RO,0,10758.0
2010,NUTS,2010,RO,0,8271.0
2011,NUTS,2010,RO,0,10002.0
2012,NUTS,2010,RO,0,10887.0
2013,NUTS,2010,RO,0,10514.0
2014,NUTS,2010,RO,0,10437.0
2015,NUTS,2010,RO,0,10128.0
2016,NUTS,2010,RO,0,10785.0
2017,NUTS,2010,RO,0,11525.0
2018,NUTS,2010,RO,0,12081.0
2019,NUTS,2010,RO,0,11628.0
2020,NUTS,2010,RO,0,11880.0
2001,NUTS,2010,RO1,1,3737.0
2002,NUTS,2010,RO1,1,3531.0
2003,NUTS,2010,RO1,1,3314.0
2004,NUTS,2010,RO1,1,2095.0
2005,NUTS,2010,RO1,1,1937.0
2006,NUTS,2010,RO1,1,1726.0
2007,NUTS,2010,RO1,1,1201.0
2008,NUTS,2010,RO1,1,1275.0
2009,NUTS,2010,RO1,1,2096.0
2010,NUTS,2010,RO1,1,1629.0
2011,NUTS,2010,RO1,1,1582.0
2012,NUTS,2010,RO1,1,1516.0
2013,NUTS,2010,RO1,1,1008.0
2014,NUTS,2010,RO1,1,2253.0
2015,NUTS,2010,RO1,1,2090.0
2016,NUTS,2010,RO1,1,2224.0
2017,NUTS,2010,RO1,1,2291.0
2018,NUTS,2010,RO1,1,2386.0
2019,NUTS,2010,RO1,1,2481.0
2001,NUTS,2010,RO11,2,1183.0
2002,NUTS,2010,RO11,2,1004.0
2003,NUTS,2010,RO11,2,1072.0
2004,NUTS,2010,RO11,2,810.0
2005,NUTS,2010,RO11,2,820.0
2006,NUTS,2010,RO11,2,784.0
2007,NUTS,2010,RO11,2,650.0
2008,NUTS,2010,RO11,2,763.0
2009,NUTS,2010,RO11,2,734.0
2010,NUTS,2010,RO11,2,707.0
2011,NUTS,2010,RO11,2,901.0
2012,NUTS,2010,RO11,2,795.0
2013,NUTS,2010,RO11,2,426.0
2014,NUTS,2010,RO11,2,536.0
2015,NUTS,2010,RO11,2,459.0
2016,NUTS,2010,RO11,2,352.0
2017,NUTS,2010,RO11,2,476.0
2018,NUTS,2010,RO11,2,377.0
2019,NUTS,2010,RO11,2,298.0
2001,NUTS,2010,RO12,2,2554.0
2002,NUTS,2010,RO12,2,2527.0
2003,NUTS,2010,RO12,2,2242.0
2004,NUTS,2010,RO12,2,1285.0
2005,NUTS,2010,RO12,2,1117.0
2006,NUTS,2010,RO12,2,942.0
2007,NUTS,2010,RO12,2,551.0
2008,NUTS,2010,RO12,2,512.0
2009,NUTS,2010,RO12,2,1362.0
2010,NUTS,2010,RO12,2,922.0
2011,NUTS,2010,RO12,2,680.0
2012,NUTS,2010,RO12,2,721.0
2013,NUTS,2010,RO12,2,583.0
2014,NUTS,2010,RO12,2,1717.0
2015,NUTS,2010,RO12,2,1631.0
2016,NUTS,2010,RO12,2,1872.0
2017,NUTS,2010,RO12,2,1815.0
2018,NUTS,2010,RO12,2,2009.0
2019,NUTS,2010,RO12,2,2183.0
2001,NUTS,2010,RO2,1,2582.0
2002,NUTS,2010,RO2,1,2273.0
2003,NUTS,2010,RO2,1,2073.0
2004,NUTS,2010,RO2,1,2074.0
2005,NUTS,2010,RO2,1,1794.0
2006,NUTS,2010,RO2,1,1702.0
2007,NUTS,2010,RO2,1,1532.0
2008,NUTS,2010,RO2,1,1403.0
2009,NUTS,2010,RO2,1,1198.0
2010,NUTS,2010,RO2,1,910.0
2011,NUTS,2010,RO2,1,364.0
2012,NUTS,2010,RO2,1,815.0
2013,NUTS,2010,RO2,1,835.0
2014,NUTS,2010,RO2,1,666.0
2015,NUTS,2010,RO2,1,597.0
2016,NUTS,2010,RO2,1,570.0
2017,NUTS,2010,RO2,1,467.0
2018,NUTS,2010,RO2,1,468.0
2019,NUTS,2010,RO2,1,774.0
2001,NUTS,2010,RO21,2,1467.0
2002,NUTS,2010,RO21,2,1317.0
2003,NUTS,2010,RO21,2,1219.0
2004,NUTS,2010,RO21,2,1253.0
2005,NUTS,2010,RO21,2,981.0
2006,NUTS,2010,RO21,2,898.0
2007,NUTS,2010,RO21,2,688.0
2008,NUTS,2010,RO21,2,619.0
2009,NUTS,2010,RO21,2,661.0
2010,NUTS,2010,RO21,2,504.0
2011,NUTS,2010,RO21,2,314.0
2012,NUTS,2010,RO21,2,578.0
2013,NUTS,2010,RO21,2,732.0
2014,NUTS,2010,RO21,2,539.0
2015,NUTS,2010,RO21,2,443.0
2016,NUTS,2010,RO21,2,392.0
2017,NUTS,2010,RO21,2,404.0
2018,NUTS,2010,RO21,2,430.0
2019,NUTS,2010,RO21,2,728.0
2001,NUTS,2010,RO22,2,1115.0
2002,NUTS,2010,RO22,2,956.0
2003,NUTS,2010,RO22,2,854.0
2004,NUTS,2010,RO22,2,821.0
2005,NUTS,2010,RO22,2,813.0
2006,NUTS,2010,RO22,2,804.0
2007,NUTS,2010,RO22,2,844.0
2008,NUTS,2010,RO22,2,784.0
2009,NUTS,2010,RO22,2,537.0
2010,NUTS,2010,RO22,2,406.0
2011,NUTS,2010,RO22,2,50.0
2012,NUTS,2010,RO22,2,237.0
2013,NUTS,2010,RO22,2,103.0
2014,NUTS,2010,RO22,2,127.0
2015,NUTS,2010,RO22,2,154.0
2016,NUTS,2010,RO22,2,178.0
2017,NUTS,2010,RO22,2,63.0
2018,NUTS,2010,RO22,2,38.0
2019,NUTS,2010,RO22,2,46.0
2001,NUTS,2010,RO3,1,11468.0
2002,NUTS,2010,RO3,1,10601.0
2003,NUTS,2010,RO3,1,9636.0
2004,NUTS,2010,RO3,1,10346.0
2005,NUTS,2010,RO3,1,10983.0
2006,NUTS,2010,RO3,1,9304.0
2007,NUTS,2010,RO3,1,9212.0
2008,NUTS,2010,RO3,1,8047.0
2009,NUTS,2010,RO3,1,6786.0
2010,NUTS,2010,RO3,1,5342.0
2011,NUTS,2010,RO3,1,7754.0
2012,NUTS,2010,RO3,1,8105.0
2013,NUTS,2010,RO3,1,8147.0
2014,NUTS,2010,RO3,1,7144.0
2015,NUTS,2010,RO3,1,6436.0
2016,NUTS,2010,RO3,1,6891.0
2017,NUTS,2010,RO3,1,7637.0
2018,NUTS,2010,RO3,1,8006.0
2019,NUTS,2010,RO3,1,7138.0
2001,NUTS,2010,RO31,2,3583.0
2002,NUTS,2010,RO31,2,3628.0
2003,NUTS,2010,RO31,2,3416.0
2004,NUTS,2010,RO31,2,3335.0
2005,NUTS,2010,RO31,2,2974.0
2006,NUTS,2010,RO31,2,2642.0
2007,NUTS,2010,RO31,2,3095.0
2008,NUTS,2010,RO31,2,3057.0
2009,NUTS,2010,RO31,2,2572.0
2010,NUTS,2010,RO31,2,2562.0
2011,NUTS,2010,RO31,2,749.0
2012,NUTS,2010,RO31,2,1727.0
2013,NUTS,2010,RO31,2,3032.0
2014,NUTS,2010,RO31,2,2453.0
2015,NUTS,2010,RO31,2,1615.0
2016,NUTS,2010,RO31,2,1474.0
2017,NUTS,2010,RO31,2,1196.0
2018,NUTS,2010,RO31,2,1423.0
2019,NUTS,2010,RO31,2,1316.0
2001,NUTS,2010,RO32,2,7885.0
2002,NUTS,2010,RO32,2,6973.0
2003,NUTS,2010,RO32,2,6220.0
2004,NUTS,2010,RO32,2,7011.0
2005,NUTS,2010,RO32,2,8009.0
2006,NUTS,2010,RO32,2,6662.0
2007,NUTS,2010,RO32,2,6117.0
2008,NUTS,2010,RO32,2,4990.0
2009,NUTS,2010,RO32,2,4214.0
2010,NUTS,2010,RO32,2,2780.0
2011,NUTS,2010,RO32,2,7005.0
2012,NUTS,2010,RO32,2,6378.0
2013,NUTS,2010,RO32,2,5115.0
2014,NUTS,2010,RO32,2,4691.0
2015,NUTS,2010,RO32,2,4821.0
2016,NUTS,2010,RO32,2,5417.0
2017,NUTS,2010,RO32,2,6441.0
2018,NUTS,2010,RO32,2,6583.0
2019,NUTS,2010,RO32,2,5822.0
2001,NUTS,2010,RO4,1,2143.0
2002,NUTS,2010,RO4,1,1994.0
2003,NUTS,2010,RO4,1,1919.0
2004,NUTS,2010,RO4,1,1853.0
2005,NUTS,2010,RO4,1,1443.0
2006,NUTS,2010,RO4,1,1029.0
2007,NUTS,2010,RO4,1,1162.0
2008,NUTS,2010,RO4,1,800.0
2009,NUTS,2010,RO4,1,678.0
2010,NUTS,2010,RO4,1,390.0
2011,NUTS,2010,RO4,1,302.0
2012,NUTS,2010,RO4,1,452.0
2013,NUTS,2010,RO4,1,524.0
2014,NUTS,2010,RO4,1,373.0
2015,NUTS,2010,RO4,1,1005.0
2016,NUTS,2010,RO4,1,1100.0
2017,NUTS,2010,RO4,1,1130.0
2018,NUTS,2010,RO4,1,1221.0
2019,NUTS,2010,RO4,1,1235.0
2001,NUTS,2010,RO41,2,1216.0
2002,NUTS,2010,RO41,2,1099.0
2003,NUTS,2010,RO41,2,924.0
2004,NUTS,2010,RO41,2,924.0
2005,NUTS,2010,RO41,2,694.0
2006,NUTS,2010,RO41,2,579.0
2007,NUTS,2010,RO41,2,589.0
2008,NUTS,2010,RO41,2,393.0
2009,NUTS,2010,RO41,2,320.0
2010,NUTS,2010,RO41,2,177.0
2011,NUTS,2010,RO41,2,158.0
2012,NUTS,2010,RO41,2,264.0
2013,NUTS,2010,RO41,2,106.0
2014,NUTS,2010,RO41,2,125.0
2015,NUTS,2010,RO41,2,153.0
2016,NUTS,2010,RO41,2,116.0
2017,NUTS,2010,RO41,2,196.0
2018,NUTS,2010,RO41,2,170.0
2019,NUTS,2010,RO41,2,134.0
2001,NUTS,2010,RO42,2,927.0
2002,NUTS,2010,RO42,2,895.0
2003,NUTS,2010,RO42,2,995.0
2004,NUTS,2010,RO42,2,929.0
2005,NUTS,2010,RO42,2,749.0
2006,NUTS,2010,RO42,2,450.0
2007,NUTS,2010,RO42,2,573.0
2008,NUTS,2010,RO42,2,407.0
2009,NUTS,2010,RO42,2,358.0
2010,NUTS,2010,RO42,2,213.0
2011,NUTS,2010,RO42,2,144.0
2012,NUTS,2010,RO42,2,188.0
2013,NUTS,2010,RO42,2,418.0
2014,NUTS,2010,RO42,2,249.0
2015,NUTS,2010,RO42,2,852.0
2016,NUTS,2010,RO42,2,984.0
2017,NUTS,2010,RO42,2,934.0
2018,NUTS,2010,RO42,2,1051.0
2019,NUTS,2010,RO42,2,1101.0
2008,NUTS,2010,RS,0,1147.0
2009,NUTS,2010,RS,0,1856.0
2010,NUTS,2010,RS,0,996.0
2011,NUTS,2010,RS,0,455.0
2012,NUTS,2010,RS,0,719.0
2013,NUTS,2010,RS,0,789.0
2014,NUTS,2010,RS,0,3054.0
2015,NUTS,2010,RS,0,3090.0
2016,NUTS,2010,RS,0,3599.0
2017,NUTS,2010,RS,0,3111.0
2018,NUTS,2010,RS,0,2925.0
2019,NUTS,2010,RS,0,2940.0
2020,NUTS,2010,RS,0,2978.0
2018,NUTS,2010,RS1,1,2759.0
2019,NUTS,2010,RS1,1,2678.0
2020,NUTS,2010,RS1,1,2681.0
2018,NUTS,2010,RS11,2,1875.0
2019,NUTS,2010,RS11,2,1794.0
2020,NUTS,2010,RS11,2,1926.0
2018,NUTS,2010,RS12,2,885.0
2019,NUTS,2010,RS12,2,884.0
2020,NUTS,2010,RS12,2,755.0
2018,NUTS,2010,RS2,1,166.0
2019,NUTS,2010,RS2,1,262.0
2020,NUTS,2010,RS2,1,297.0
2018,NUTS,2010,RS21,2,53.0
2019,NUTS,2010,RS21,2,84.0
2020,NUTS,2010,RS21,2,114.0
2018,NUTS,2010,RS22,2,113.0
2019,NUTS,2010,RS22,2,179.0
2020,NUTS,2010,RS22,2,183.0
1994,NUTS,2010,RU,0,815326.0
1995,NUTS,2010,RU,0,787614.0
1996,NUTS,2010,RU,0,714551.0
1997,NUTS,2010,RU,0,659289.0
1998,NUTS,2010,RU,0,590830.0
1999,NUTS,2010,RU,0,607231.0
2000,NUTS,2010,RU,0,628858.0
2001,NUTS,2010,RU,0,623613.0
2002,NUTS,2010,RU,0,607215.0
2003,NUTS,2010,RU,0,592625.0
2004,NUTS,2010,RU,0,568173.0
2005,NUTS,2010,RU,0,524049.0
2006,NUTS,2010,RU,0,515319.0
2007,NUTS,2010,RU,0,507415.0
2008,NUTS,2010,RU,0,477284.0
2009,NUTS,2010,RU,0,454972.0
2010,NUTS,2010,RU,0,444111.0
2011,NUTS,2010,RU,0,439683.0
2012,NUTS,2010,RU,0,413796.0
2013,NUTS,2010,RU,0,424063.0
2014,NUTS,2010,RU,0,423134.0
2015,NUTS,2010,RU,0,426372.0
2017,NUTS,2010,RU,0,389191.0
2018,NUTS,2010,RU,0,359385.0
2019,NUTS,2010,RU,0,390817.0
