year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_pc_emp_hc_total_t
2012,NUTS,2010,HU2,1,0.377
2013,NUTS,2010,HU2,1,0.3352
2014,NUTS,2010,HU2,1,0.3116
2015,NUTS,2010,HU2,1,0.2884
2016,NUTS,2010,HU2,1,0.2829
2017,NUTS,2010,HU2,1,0.3354
2018,NUTS,2010,HU2,1,0.4553
2019,NUTS,2010,HU2,1,0.4744
2011,NUTS,2010,HU21,2,0.1968
2012,NUTS,2010,HU21,2,0.2035
2013,NUTS,2010,HU21,2,0.1777
2014,NUTS,2010,HU21,2,0.1764
2015,NUTS,2010,HU21,2,0.1619
2016,NUTS,2010,HU21,2,0.1613
2017,NUTS,2010,HU21,2,0.1506
2018,NUTS,2010,HU21,2,0.1948
2019,NUTS,2010,HU21,2,0.1968
2011,NUTS,2010,HU22,2,0.4151
2012,NUTS,2010,HU22,2,0.3319
2013,NUTS,2010,HU22,2,0.3467
2014,NUTS,2010,HU22,2,0.295
2015,NUTS,2010,HU22,2,0.2475
2016,NUTS,2010,HU22,2,0.2306
2017,NUTS,2010,HU22,2,0.269
2018,NUTS,2010,HU22,2,0.3748
2019,NUTS,2010,HU22,2,0.4301
2011,NUTS,2010,HU23,2,0.6512
2012,NUTS,2010,HU23,2,0.6683
2013,NUTS,2010,HU23,2,0.5269
2014,NUTS,2010,HU23,2,0.5079
2015,NUTS,2010,HU23,2,0.5097
2016,NUTS,2010,HU23,2,0.5074
2017,NUTS,2010,HU23,2,0.6694
2018,NUTS,2010,HU23,2,0.9067
2019,NUTS,2010,HU23,2,0.9088
2011,NUTS,2010,HU3,1,0.622
2012,NUTS,2010,HU3,1,0.6061
2013,NUTS,2010,HU3,1,0.5841
2014,NUTS,2010,HU3,1,0.5266
2015,NUTS,2010,HU3,1,0.5079
2016,NUTS,2010,HU3,1,0.4815
2017,NUTS,2010,HU3,1,0.4865
2018,NUTS,2010,HU3,1,0.5652
2019,NUTS,2010,HU3,1,0.6381
2011,NUTS,2010,HU31,2,0.3646
2012,NUTS,2010,HU31,2,0.3585
2013,NUTS,2010,HU31,2,0.312
2014,NUTS,2010,HU31,2,0.2812
2015,NUTS,2010,HU31,2,0.2883
2016,NUTS,2010,HU31,2,0.2516
2017,NUTS,2010,HU31,2,0.277
2018,NUTS,2010,HU31,2,0.3062
2019,NUTS,2010,HU31,2,0.3753
2011,NUTS,2010,HU32,2,0.6839
2012,NUTS,2010,HU32,2,0.6729
2013,NUTS,2010,HU32,2,0.6371
2014,NUTS,2010,HU32,2,0.5516
2015,NUTS,2010,HU32,2,0.5188
2016,NUTS,2010,HU32,2,0.5108
2017,NUTS,2010,HU32,2,0.5319
2018,NUTS,2010,HU32,2,0.574
2019,NUTS,2010,HU32,2,0.662
2011,NUTS,2010,HU33,2,0.7675
2012,NUTS,2010,HU33,2,0.7346
2013,NUTS,2010,HU33,2,0.7531
2014,NUTS,2010,HU33,2,0.7071
2015,NUTS,2010,HU33,2,0.6848
2016,NUTS,2010,HU33,2,0.644
2017,NUTS,2010,HU33,2,0.6141
2018,NUTS,2010,HU33,2,0.7793
2019,NUTS,2010,HU33,2,0.8365
2011,NUTS,2010,IE,0,0.8673
2012,NUTS,2010,IE,0,1.1803
2013,NUTS,2010,IE,0,1.1486
2014,NUTS,2010,IE,0,1.1228
2015,NUTS,2010,IE,0,0.9671
2016,NUTS,2010,IE,0,0.8156
2017,NUTS,2010,IE,0,1.0293
2019,NUTS,2010,IE,0,0.9569
2011,NUTS,2010,IE0,1,0.8446
2012,NUTS,2010,IE0,1,0.8234
2013,NUTS,2010,IE0,1,0.7886
2014,NUTS,2010,IE0,1,1.0252
2015,NUTS,2010,IE0,1,1.0576
2017,NUTS,2010,IE0,1,0.9959
2011,NUTS,2010,IE01,2,0.4657
2012,NUTS,2010,IE01,2,0.4594
2013,NUTS,2010,IE01,2,0.4325
2014,NUTS,2010,IE01,2,0.5683
2015,NUTS,2010,IE01,2,0.2782
2017,NUTS,2010,IE01,2,1.4762
2011,NUTS,2010,IE02,2,0.9735
2012,NUTS,2010,IE02,2,0.9455
2013,NUTS,2010,IE02,2,0.9108
2014,NUTS,2010,IE02,2,1.1797
2015,NUTS,2010,IE02,2,1.3214
2017,NUTS,2010,IE02,2,0.9274
2011,NUTS,2010,IS,0,1.2113
2013,NUTS,2010,IS,0,1.5012
2015,NUTS,2010,IS,0,1.4891
2016,NUTS,2010,IS,0,1.6161
2017,NUTS,2010,IS,0,1.4989
2018,NUTS,2010,IS,0,1.459
2011,NUTS,2010,IT,0,0.6393
2012,NUTS,2010,IT,0,0.6627
2013,NUTS,2010,IT,0,0.661
2014,NUTS,2010,IT,0,0.6254
2015,NUTS,2010,IT,0,0.6386
2016,NUTS,2010,IT,0,0.63
2017,NUTS,2010,IT,0,0.6197
2018,NUTS,2010,IT,0,0.6153
2019,NUTS,2010,IT,0,0.6238
2011,NUTS,2010,ITC,1,0.5501
2012,NUTS,2010,ITC,1,0.566
2013,NUTS,2010,ITC,1,0.5024
2014,NUTS,2010,ITC,1,0.4516
2015,NUTS,2010,ITC,1,0.4667
2016,NUTS,2010,ITC,1,0.4734
2017,NUTS,2010,ITC,1,0.4714
2018,NUTS,2010,ITC,1,0.4726
2019,NUTS,2010,ITC,1,0.4731
2011,NUTS,2010,ITC1,2,0.4422
2012,NUTS,2010,ITC1,2,0.4882
2013,NUTS,2010,ITC1,2,0.5236
2014,NUTS,2010,ITC1,2,0.4436
2015,NUTS,2010,ITC1,2,0.5097
2016,NUTS,2010,ITC1,2,0.447
2017,NUTS,2010,ITC1,2,0.4435
2018,NUTS,2010,ITC1,2,0.4459
2019,NUTS,2010,ITC1,2,0.4495
2011,NUTS,2010,ITC2,2,0.1676
2012,NUTS,2010,ITC2,2,0.1697
2013,NUTS,2010,ITC2,2,0.2505
2014,NUTS,2010,ITC2,2,0.1434
2015,NUTS,2010,ITC2,2,0.1953
2016,NUTS,2010,ITC2,2,0.2335
2017,NUTS,2010,ITC2,2,0.2322
2018,NUTS,2010,ITC2,2,0.2145
2019,NUTS,2010,ITC2,2,0.2098
2011,NUTS,2010,ITC3,2,0.8644
2012,NUTS,2010,ITC3,2,0.8325
2013,NUTS,2010,ITC3,2,0.672
2014,NUTS,2010,ITC3,2,0.5865
2015,NUTS,2010,ITC3,2,0.6142
2016,NUTS,2010,ITC3,2,0.5675
2017,NUTS,2010,ITC3,2,0.5798
2018,NUTS,2010,ITC3,2,0.524
2019,NUTS,2010,ITC3,2,0.534
2011,NUTS,2010,ITC4,2,0.5552
2012,NUTS,2010,ITC4,2,0.5655
2013,NUTS,2010,ITC4,2,0.4725
2014,NUTS,2010,ITC4,2,0.4399
2015,NUTS,2010,ITC4,2,0.4308
2016,NUTS,2010,ITC4,2,0.4742
2017,NUTS,2010,ITC4,2,0.471
2018,NUTS,2010,ITC4,2,0.4798
2019,NUTS,2010,ITC4,2,0.4777
2011,NUTS,2010,ITF,1,0.6396
2012,NUTS,2010,ITF,1,0.652
2013,NUTS,2010,ITF,1,0.6805
2014,NUTS,2010,ITF,1,0.6732
2015,NUTS,2010,ITF,1,0.6814
2016,NUTS,2010,ITF,1,0.6519
2017,NUTS,2010,ITF,1,0.6326
2018,NUTS,2010,ITF,1,0.6097
2019,NUTS,2010,ITF,1,0.6164
2011,NUTS,2010,ITF1,2,0.5641
2012,NUTS,2010,ITF1,2,0.59
2013,NUTS,2010,ITF1,2,0.6351
2014,NUTS,2010,ITF1,2,0.6074
2015,NUTS,2010,ITF1,2,0.6656
2016,NUTS,2010,ITF1,2,0.6423
2017,NUTS,2010,ITF1,2,0.6598
2018,NUTS,2010,ITF1,2,0.6012
2019,NUTS,2010,ITF1,2,0.6226
2015,NUTS,2010,ITF2,2,0.6559
2016,NUTS,2010,ITF2,2,0.5888
2017,NUTS,2010,ITF2,2,0.5748
2018,NUTS,2010,ITF2,2,0.5555
2019,NUTS,2010,ITF2,2,0.5303
2011,NUTS,2010,ITF3,2,0.8097
2012,NUTS,2010,ITF3,2,0.8084
2013,NUTS,2010,ITF3,2,0.824
2014,NUTS,2010,ITF3,2,0.8357
2015,NUTS,2010,ITF3,2,0.8135
2016,NUTS,2010,ITF3,2,0.8007
2017,NUTS,2010,ITF3,2,0.7552
2018,NUTS,2010,ITF3,2,0.7383
2019,NUTS,2010,ITF3,2,0.7654
2011,NUTS,2010,ITF4,2,0.586
2012,NUTS,2010,ITF4,2,0.5979
2013,NUTS,2010,ITF4,2,0.579
2014,NUTS,2010,ITF4,2,0.565
2015,NUTS,2010,ITF4,2,0.5764
2016,NUTS,2010,ITF4,2,0.5491
2017,NUTS,2010,ITF4,2,0.5414
2018,NUTS,2010,ITF4,2,0.5105
2019,NUTS,2010,ITF4,2,0.5009
2012,NUTS,2010,ITF5,2,0.4205
2013,NUTS,2010,ITF5,2,0.3987
2015,NUTS,2010,ITF5,2,0.4264
2016,NUTS,2010,ITF5,2,0.3517
2017,NUTS,2010,ITF5,2,0.3838
2018,NUTS,2010,ITF5,2,0.369
2019,NUTS,2010,ITF5,2,0.3774
2011,NUTS,2010,ITF6,2,0.4423
2015,NUTS,2010,ITF6,2,0.6289
2016,NUTS,2010,ITF6,2,0.5532
2017,NUTS,2010,ITF6,2,0.528
2018,NUTS,2010,ITF6,2,0.5411
2019,NUTS,2010,ITF6,2,0.523
2011,NUTS,2010,ITG,1,0.7071
2012,NUTS,2010,ITG,1,0.7142
2013,NUTS,2010,ITG,1,0.7604
2014,NUTS,2010,ITG,1,0.7415
2015,NUTS,2010,ITG,1,0.7458
2016,NUTS,2010,ITG,1,0.6714
2017,NUTS,2010,ITG,1,0.6322
2018,NUTS,2010,ITG,1,0.6163
2019,NUTS,2010,ITG,1,0.6235
2011,NUTS,2010,ITG1,2,0.6994
2012,NUTS,2010,ITG1,2,0.695
2013,NUTS,2010,ITG1,2,0.7298
2014,NUTS,2010,ITG1,2,0.7251
2015,NUTS,2010,ITG1,2,0.7072
2016,NUTS,2010,ITG1,2,0.6736
2017,NUTS,2010,ITG1,2,0.6259
2018,NUTS,2010,ITG1,2,0.6114
2019,NUTS,2010,ITG1,2,0.6069
2011,NUTS,2010,ITG2,2,0.7259
2012,NUTS,2010,ITG2,2,0.7603
2013,NUTS,2010,ITG2,2,0.8354
2014,NUTS,2010,ITG2,2,0.7811
2015,NUTS,2010,ITG2,2,0.8384
2016,NUTS,2010,ITG2,2,0.6661
2017,NUTS,2010,ITG2,2,0.6475
2018,NUTS,2010,ITG2,2,0.6276
2019,NUTS,2010,ITG2,2,0.6619
2011,NUTS,2010,ITH,1,0.5641
2012,NUTS,2010,ITH,1,0.5969
2013,NUTS,2010,ITH,1,0.6014
2014,NUTS,2010,ITH,1,0.582
2015,NUTS,2010,ITH,1,0.5915
2016,NUTS,2010,ITH,1,0.6244
2017,NUTS,2010,ITH,1,0.6195
2018,NUTS,2010,ITH,1,0.6355
2019,NUTS,2010,ITH,1,0.6425
2011,NUTS,2010,ITH1,2,0.1418
2012,NUTS,2010,ITH1,2,0.1474
2013,NUTS,2010,ITH1,2,0.1885
2014,NUTS,2010,ITH1,2,0.0977
2015,NUTS,2010,ITH1,2,0.1684
2016,NUTS,2010,ITH1,2,0.2699
2017,NUTS,2010,ITH1,2,0.2726
2018,NUTS,2010,ITH1,2,0.2818
2019,NUTS,2010,ITH1,2,0.2906
2011,NUTS,2010,ITH2,2,0.6187
2012,NUTS,2010,ITH2,2,0.6607
2013,NUTS,2010,ITH2,2,0.7238
2014,NUTS,2010,ITH2,2,0.7537
2015,NUTS,2010,ITH2,2,0.7763
2016,NUTS,2010,ITH2,2,0.8616
2017,NUTS,2010,ITH2,2,0.8394
2018,NUTS,2010,ITH2,2,0.8559
2019,NUTS,2010,ITH2,2,0.8979
2011,NUTS,2010,ITH3,2,0.4688
2012,NUTS,2010,ITH3,2,0.5118
2013,NUTS,2010,ITH3,2,0.4985
2014,NUTS,2010,ITH3,2,0.478
2015,NUTS,2010,ITH3,2,0.5302
2016,NUTS,2010,ITH3,2,0.5734
2017,NUTS,2010,ITH3,2,0.5691
2018,NUTS,2010,ITH3,2,0.6062
2019,NUTS,2010,ITH3,2,0.6139
2011,NUTS,2010,ITH4,2,0.7055
2012,NUTS,2010,ITH4,2,0.7378
2013,NUTS,2010,ITH4,2,0.7522
2014,NUTS,2010,ITH4,2,0.7155
2015,NUTS,2010,ITH4,2,0.7312
2016,NUTS,2010,ITH4,2,0.6996
2017,NUTS,2010,ITH4,2,0.7102
2018,NUTS,2010,ITH4,2,0.715
2019,NUTS,2010,ITH4,2,0.703
2011,NUTS,2010,ITH5,2,0.6762
2012,NUTS,2010,ITH5,2,0.702
2013,NUTS,2010,ITH5,2,0.7105
2014,NUTS,2010,ITH5,2,0.7006
2015,NUTS,2010,ITH5,2,0.6526
2016,NUTS,2010,ITH5,2,0.6765
2017,NUTS,2010,ITH5,2,0.6687
2018,NUTS,2010,ITH5,2,0.6656
2019,NUTS,2010,ITH5,2,0.6724
2011,NUTS,2010,ITI,1,0.74
2012,NUTS,2010,ITI,1,0.7614
2013,NUTS,2010,ITI,1,0.7822
2014,NUTS,2010,ITI,1,0.7195
2015,NUTS,2010,ITI,1,0.7374
2016,NUTS,2010,ITI,1,0.7135
2017,NUTS,2010,ITI,1,0.7027
2018,NUTS,2010,ITI,1,0.6885
2019,NUTS,2010,ITI,1,0.7069
2011,NUTS,2010,ITI1,2,0.8238
2012,NUTS,2010,ITI1,2,0.8618
2013,NUTS,2010,ITI1,2,0.8383
2014,NUTS,2010,ITI1,2,0.7512
2015,NUTS,2010,ITI1,2,0.7682
2016,NUTS,2010,ITI1,2,0.742
2017,NUTS,2010,ITI1,2,0.7511
2018,NUTS,2010,ITI1,2,0.7675
2019,NUTS,2010,ITI1,2,0.7658
2011,NUTS,2010,ITI2,2,0.8755
2012,NUTS,2010,ITI2,2,0.879
2013,NUTS,2010,ITI2,2,0.8765
2014,NUTS,2010,ITI2,2,0.8798
2015,NUTS,2010,ITI2,2,0.8966
2016,NUTS,2010,ITI2,2,0.8199
2017,NUTS,2010,ITI2,2,0.7872
2018,NUTS,2010,ITI2,2,0.8023
2019,NUTS,2010,ITI2,2,0.7738
2011,NUTS,2010,ITI3,2,0.5591
2012,NUTS,2010,ITI3,2,0.5746
2013,NUTS,2010,ITI3,2,0.5918
2014,NUTS,2010,ITI3,2,0.5551
2015,NUTS,2010,ITI3,2,0.5888
2016,NUTS,2010,ITI3,2,0.5783
2017,NUTS,2010,ITI3,2,0.6151
2018,NUTS,2010,ITI3,2,0.5256
2019,NUTS,2010,ITI3,2,0.5717
2011,NUTS,2010,ITI4,2,0.7112
2012,NUTS,2010,ITI4,2,0.7264
2013,NUTS,2010,ITI4,2,0.7814
2014,NUTS,2010,ITI4,2,0.7186
2015,NUTS,2010,ITI4,2,0.732
2016,NUTS,2010,ITI4,2,0.7142
2017,NUTS,2010,ITI4,2,0.6807
2018,NUTS,2010,ITI4,2,0.6623
2019,NUTS,2010,ITI4,2,0.6933
2011,NUTS,2010,KR,0,0.77
2012,NUTS,2010,KR,0,0.7467
2013,NUTS,2010,KR,0,0.7232
2011,NUTS,2010,LT,0,1.3452
2012,NUTS,2010,LT,0,1.3331
2013,NUTS,2010,LT,0,1.3075
2014,NUTS,2010,LT,0,1.2403
2015,NUTS,2010,LT,0,1.1422
2016,NUTS,2010,LT,0,1.0954
2017,NUTS,2010,LT,0,1.0759
2018,NUTS,2010,LT,0,1.0604
2019,NUTS,2010,LT,0,1.0311
2015,NUTS,2010,LT01,2,1.8169
2016,NUTS,2010,LT01,2,1.6489
2017,NUTS,2010,LT01,2,1.5339
2018,NUTS,2010,LT01,2,1.4651
2019,NUTS,2010,LT01,2,1.3685
2015,NUTS,2010,LT02,2,0.8152
2016,NUTS,2010,LT02,2,0.8011
2017,NUTS,2010,LT02,2,0.8066
2018,NUTS,2010,LT02,2,0.8107
2019,NUTS,2010,LT02,2,0.8116
2011,NUTS,2010,LU,0,0.3095
2012,NUTS,2010,LU,0,0.3363
2013,NUTS,2010,LU,0,0.3962
2014,NUTS,2010,LU,0,0.5469
2015,NUTS,2010,LU,0,0.5627
2017,NUTS,2010,LU,0,0.5578
2019,NUTS,2010,LU,0,0.5864
2011,NUTS,2010,LV,0,0.8099
2012,NUTS,2010,LV,0,0.8903
2013,NUTS,2010,LV,0,0.802
2014,NUTS,2010,LV,0,0.8334
2015,NUTS,2010,LV,0,0.8803
2016,NUTS,2010,LV,0,0.8926
2017,NUTS,2010,LV,0,0.9173
2018,NUTS,2010,LV,0,0.9491
2019,NUTS,2010,LV,0,0.9928
2011,NUTS,2010,ME,0,0.657
2013,NUTS,2010,ME,0,0.648
2014,NUTS,2010,ME,0,0.6798
2015,NUTS,2010,ME,0,0.5728
2016,NUTS,2010,ME,0,0.5804
2017,NUTS,2010,ME,0,0.5527
2018,NUTS,2010,ME,0,0.5411
2019,NUTS,2010,ME,0,0.4802
2011,NUTS,2010,MK,0,0.2455
2012,NUTS,2010,MK,0,0.2938
2015,NUTS,2010,MK,0,0.4729
2016,NUTS,2010,MK,0,0.4392
2017,NUTS,2010,MK,0,0.3892
2018,NUTS,2010,MK,0,0.3964
2019,NUTS,2010,MK,0,0.3572
2011,NUTS,2010,MT,0,0.5835
2012,NUTS,2010,MT,0,0.6287
2013,NUTS,2010,MT,0,0.648
2014,NUTS,2010,MT,0,0.6316
2015,NUTS,2010,MT,0,0.6582
2016,NUTS,2010,MT,0,0.5941
2017,NUTS,2010,MT,0,0.5899
2018,NUTS,2010,MT,0,0.5679
2019,NUTS,2010,MT,0,0.5655
2011,NUTS,2010,NL,0,0.452
2012,NUTS,2010,NL,0,0.4472
2013,NUTS,2010,NL,0,0.455
2014,NUTS,2010,NL,0,0.4719
2015,NUTS,2010,NL,0,0.4707
2016,NUTS,2010,NL,0,0.458
2017,NUTS,2010,NL,0,0.4626
2018,NUTS,2010,NL,0,0.4586
2019,NUTS,2010,NL,0,0.4755
2011,NUTS,2010,NL3,1,0.5388
2012,NUTS,2010,NL3,1,0.5309
2011,NUTS,2010,NO,0,1.1908
2012,NUTS,2010,NO,0,1.1682
2013,NUTS,2010,NO,0,1.2136
2014,NUTS,2010,NO,0,1.2428
2015,NUTS,2010,NO,0,1.3032
2016,NUTS,2010,NO,0,1.3732
2017,NUTS,2010,NO,0,1.4238
2018,NUTS,2010,NO,0,1.4271
2019,NUTS,2010,NO,0,1.4509
2011,NUTS,2010,NO0,1,1.1554
2012,NUTS,2010,NO0,1,1.1324
2013,NUTS,2010,NO0,1,1.1755
2014,NUTS,2010,NO0,1,1.2004
2015,NUTS,2010,NO0,1,1.2558
2017,NUTS,2010,NO0,1,1.3732
2018,NUTS,2010,NO0,1,1.3746
2019,NUTS,2010,NO0,1,1.3977
2011,NUTS,2010,NO01,2,1.7327
2012,NUTS,2010,NO01,2,1.6773
2013,NUTS,2010,NO01,2,1.7257
2014,NUTS,2010,NO01,2,1.7808
2015,NUTS,2010,NO01,2,1.8393
2017,NUTS,2010,NO01,2,1.9737
2018,NUTS,2010,NO01,2,1.9527
2019,NUTS,2010,NO01,2,1.9456
2011,NUTS,2010,NO02,2,0.4218
2012,NUTS,2010,NO02,2,0.4087
2013,NUTS,2010,NO02,2,0.4427
2014,NUTS,2010,NO02,2,0.4579
2015,NUTS,2010,NO02,2,0.5107
2017,NUTS,2010,NO02,2,0.5079
2018,NUTS,2010,NO02,2,0.5196
2019,NUTS,2010,NO02,2,0.5639
2011,NUTS,2010,NO03,2,0.2847
2012,NUTS,2010,NO03,2,0.2827
2013,NUTS,2010,NO03,2,0.2909
2014,NUTS,2010,NO03,2,0.3024
2015,NUTS,2010,NO03,2,0.32
2017,NUTS,2010,NO03,2,0.351
2018,NUTS,2010,NO03,2,0.3584
2019,NUTS,2010,NO03,2,0.3675
2011,NUTS,2010,NO04,2,0.5165
2012,NUTS,2010,NO04,2,0.537
2013,NUTS,2010,NO04,2,0.5394
2014,NUTS,2010,NO04,2,0.5528
2015,NUTS,2010,NO04,2,0.6044
2017,NUTS,2010,NO04,2,0.711
2018,NUTS,2010,NO04,2,0.6903
2019,NUTS,2010,NO04,2,0.7185
2011,NUTS,2010,NO05,2,1.2088
2012,NUTS,2010,NO05,2,1.2245
2013,NUTS,2010,NO05,2,1.2329
2014,NUTS,2010,NO05,2,1.2939
2015,NUTS,2010,NO05,2,1.3318
2017,NUTS,2010,NO05,2,1.4737
2018,NUTS,2010,NO05,2,1.5032
2019,NUTS,2010,NO05,2,1.5488
2011,NUTS,2010,NO06,2,2.6554
2012,NUTS,2010,NO06,2,2.4561
2013,NUTS,2010,NO06,2,2.6692
2014,NUTS,2010,NO06,2,2.5492
2015,NUTS,2010,NO06,2,2.6358
2017,NUTS,2010,NO06,2,2.8278
2018,NUTS,2010,NO06,2,2.8769
2019,NUTS,2010,NO06,2,2.9416
2011,NUTS,2010,NO07,2,1.4648
2012,NUTS,2010,NO07,2,1.4921
2013,NUTS,2010,NO07,2,1.5281
2014,NUTS,2010,NO07,2,1.555
2015,NUTS,2010,NO07,2,1.648
2017,NUTS,2010,NO07,2,1.8109
2018,NUTS,2010,NO07,2,1.7918
2019,NUTS,2010,NO07,2,1.8055
2011,NUTS,2010,PL,0,0.5441
2012,NUTS,2010,PL,0,0.5374
2013,NUTS,2010,PL,0,0.5381
2014,NUTS,2010,PL,0,0.5417
2015,NUTS,2010,PL,0,0.5316
2016,NUTS,2010,PL,0,0.6007
2017,NUTS,2010,PL,0,0.8338
2018,NUTS,2010,PL,0,0.8892
2019,NUTS,2010,PL,0,0.8836
2011,NUTS,2010,PL1,1,0.782
2012,NUTS,2010,PL1,1,0.7927
2013,NUTS,2010,PL1,1,0.5086
2014,NUTS,2010,PL1,1,0.4885
2015,NUTS,2010,PL1,1,0.4883
2011,NUTS,2010,PL11,2,0.4393
2012,NUTS,2010,PL11,2,0.5248
2013,NUTS,2010,PL11,2,0.4241
2014,NUTS,2010,PL11,2,0.4211
2015,NUTS,2010,PL11,2,0.4392
2011,NUTS,2010,PL12,2,0.5575
2012,NUTS,2010,PL12,2,0.5372
2013,NUTS,2010,PL12,2,0.5524
2014,NUTS,2010,PL12,2,0.5214
2015,NUTS,2010,PL12,2,0.5106
2011,NUTS,2010,PL2,1,0.5763
2012,NUTS,2010,PL2,1,0.5701
2013,NUTS,2010,PL2,1,0.5616
2014,NUTS,2010,PL2,1,0.5932
2015,NUTS,2010,PL2,1,0.6143
2016,NUTS,2010,PL2,1,0.6272
2017,NUTS,2010,PL2,1,0.8809
2018,NUTS,2010,PL2,1,0.9429
2019,NUTS,2010,PL2,1,0.9834
2011,NUTS,2010,PL21,2,0.8415
2012,NUTS,2010,PL21,2,0.8313
2013,NUTS,2010,PL21,2,0.8145
2014,NUTS,2010,PL21,2,0.8638
2015,NUTS,2010,PL21,2,0.8927
2016,NUTS,2010,PL21,2,0.8963
2017,NUTS,2010,PL21,2,1.3517
2018,NUTS,2010,PL21,2,1.3758
2019,NUTS,2010,PL21,2,1.3334
2011,NUTS,2010,PL22,2,0.3965
2012,NUTS,2010,PL22,2,0.3923
2013,NUTS,2010,PL22,2,0.3869
2014,NUTS,2010,PL22,2,0.401
2015,NUTS,2010,PL22,2,0.4136
2016,NUTS,2010,PL22,2,0.4245
2017,NUTS,2010,PL22,2,0.5251
2018,NUTS,2010,PL22,2,0.6105
2019,NUTS,2010,PL22,2,0.7123
2011,NUTS,2010,PL3,1,0.3842
2012,NUTS,2010,PL3,1,0.3826
2013,NUTS,2010,PL3,1,0.4125
2014,NUTS,2010,PL3,1,0.4173
2015,NUTS,2010,PL3,1,0.4004
2011,NUTS,2010,PL31,2,0.5505
2012,NUTS,2010,PL31,2,0.6295
2013,NUTS,2010,PL31,2,0.5928
2014,NUTS,2010,PL31,2,0.6023
2015,NUTS,2010,PL31,2,0.5641
2011,NUTS,2010,PL32,2,0.2776
2012,NUTS,2010,PL32,2,0.2877
2013,NUTS,2010,PL32,2,0.311
2014,NUTS,2010,PL32,2,0.3266
2015,NUTS,2010,PL32,2,0.3168
2012,NUTS,2010,PL33,2,0.0569
2013,NUTS,2010,PL33,2,0.185
2014,NUTS,2010,PL33,2,0.1839
2015,NUTS,2010,PL33,2,0.173
2012,NUTS,2010,PL34,2,0.4543
2013,NUTS,2010,PL34,2,0.4889
2014,NUTS,2010,PL34,2,0.4661
2015,NUTS,2010,PL34,2,0.4672
2011,NUTS,2010,PL4,1,0.608
2012,NUTS,2010,PL4,1,0.5678
2013,NUTS,2010,PL4,1,0.5704
2014,NUTS,2010,PL4,1,0.5941
2015,NUTS,2010,PL4,1,0.5885
2016,NUTS,2010,PL4,1,0.5392
2017,NUTS,2010,PL4,1,0.6649
2018,NUTS,2010,PL4,1,0.7352
2019,NUTS,2010,PL4,1,0.623
2011,NUTS,2010,PL41,2,0.7366
2012,NUTS,2010,PL41,2,0.6603
2013,NUTS,2010,PL41,2,0.6796
2014,NUTS,2010,PL41,2,0.716
2015,NUTS,2010,PL41,2,0.709
2017,NUTS,2010,PL41,2,0.7717
2018,NUTS,2010,PL41,2,0.9032
2019,NUTS,2010,PL41,2,0.7158
2012,NUTS,2010,PL42,2,0.5896
2013,NUTS,2010,PL42,2,0.5589
2014,NUTS,2010,PL42,2,0.575
2015,NUTS,2010,PL42,2,0.5906
2016,NUTS,2010,PL42,2,0.4825
2017,NUTS,2010,PL42,2,0.6582
2012,NUTS,2010,PL43,2,0.2246
2013,NUTS,2010,PL43,2,0.2184
2014,NUTS,2010,PL43,2,0.2194
2015,NUTS,2010,PL43,2,0.2049
2017,NUTS,2010,PL43,2,0.2767
2011,NUTS,2010,PL5,1,0.5464
2012,NUTS,2010,PL5,1,0.5607
2013,NUTS,2010,PL5,1,0.5971
2014,NUTS,2010,PL5,1,0.5721
2015,NUTS,2010,PL5,1,0.5726
2016,NUTS,2010,PL5,1,0.5528
2017,NUTS,2010,PL5,1,0.7775
2019,NUTS,2010,PL5,1,0.7709
2012,NUTS,2010,PL51,2,0.6353
2013,NUTS,2010,PL51,2,0.6815
2014,NUTS,2010,PL51,2,0.65
2015,NUTS,2010,PL51,2,0.6633
2016,NUTS,2010,PL51,2,0.6369
2017,NUTS,2010,PL51,2,0.9075
2018,NUTS,2010,PL51,2,0.9223
2012,NUTS,2010,PL52,2,0.3358
2013,NUTS,2010,PL52,2,0.3398
2014,NUTS,2010,PL52,2,0.3399
2015,NUTS,2010,PL52,2,0.31
2016,NUTS,2010,PL52,2,0.2901
2017,NUTS,2010,PL52,2,0.3788
2011,NUTS,2010,PL6,1,0.4986
2012,NUTS,2010,PL6,1,0.4788
2013,NUTS,2010,PL6,1,0.4768
2014,NUTS,2010,PL6,1,0.4885
2015,NUTS,2010,PL6,1,0.4426
2016,NUTS,2010,PL6,1,0.4738
2017,NUTS,2010,PL6,1,0.7032
2018,NUTS,2010,PL6,1,0.7652
2019,NUTS,2010,PL6,1,0.714
2012,NUTS,2010,PL61,2,0.4314
2013,NUTS,2010,PL61,2,0.4433
2014,NUTS,2010,PL61,2,0.4679
2015,NUTS,2010,PL61,2,0.4282
2016,NUTS,2010,PL61,2,0.4337
2017,NUTS,2010,PL61,2,0.742
2012,NUTS,2010,PL62,2,0.3785
2013,NUTS,2010,PL62,2,0.3639
2014,NUTS,2010,PL62,2,0.3876
2015,NUTS,2010,PL62,2,0.3556
2016,NUTS,2010,PL62,2,0.3999
2017,NUTS,2010,PL62,2,0.4776
2011,NUTS,2010,PL63,2,0.6333
2012,NUTS,2010,PL63,2,0.5815
2013,NUTS,2010,PL63,2,0.5721
2014,NUTS,2010,PL63,2,0.5652
2015,NUTS,2010,PL63,2,0.5034
2016,NUTS,2010,PL63,2,0.5493
