year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_pc_emp_hc_total_f
2017,NUTS,2010,PL41,2,1.1222
2018,NUTS,2010,PL41,2,1.3092
2019,NUTS,2010,PL41,2,1.1381
2012,NUTS,2010,PL42,2,0.649
2013,NUTS,2010,PL42,2,0.6129
2014,NUTS,2010,PL42,2,0.646
2015,NUTS,2010,PL42,2,0.6731
2016,NUTS,2010,PL42,2,0.5644
2017,NUTS,2010,PL42,2,0.8753
2018,NUTS,2010,PL42,2,0.9003
2019,NUTS,2010,PL42,2,0.9512
2012,NUTS,2010,PL43,2,0.2324
2013,NUTS,2010,PL43,2,0.2339
2014,NUTS,2010,PL43,2,0.2423
2015,NUTS,2010,PL43,2,0.239
2016,NUTS,2010,PL43,2,0.2224
2017,NUTS,2010,PL43,2,0.424
2018,NUTS,2010,PL43,2,0.4412
2019,NUTS,2010,PL43,2,0.4086
2011,NUTS,2010,PL5,1,0.655
2012,NUTS,2010,PL5,1,0.7247
2013,NUTS,2010,PL5,1,0.8171
2014,NUTS,2010,PL5,1,0.8076
2015,NUTS,2010,PL5,1,0.8291
2016,NUTS,2010,PL5,1,0.7916
2017,NUTS,2010,PL5,1,1.1246
2018,NUTS,2010,PL5,1,1.1555
2019,NUTS,2010,PL5,1,1.2193
2011,NUTS,2010,PL51,2,0.7199
2012,NUTS,2010,PL51,2,0.8071
2013,NUTS,2010,PL51,2,0.9203
2014,NUTS,2010,PL51,2,0.9178
2015,NUTS,2010,PL51,2,0.9578
2016,NUTS,2010,PL51,2,0.8872
2017,NUTS,2010,PL51,2,1.2795
2018,NUTS,2010,PL51,2,1.3423
2019,NUTS,2010,PL51,2,1.3908
2011,NUTS,2010,PL52,2,0.4456
2012,NUTS,2010,PL52,2,0.4644
2013,NUTS,2010,PL52,2,0.493
2014,NUTS,2010,PL52,2,0.4754
2015,NUTS,2010,PL52,2,0.4559
2016,NUTS,2010,PL52,2,0.479
2017,NUTS,2010,PL52,2,0.6205
2018,NUTS,2010,PL52,2,0.5544
2019,NUTS,2010,PL52,2,0.6312
2011,NUTS,2010,PL6,1,0.6411
2012,NUTS,2010,PL6,1,0.6363
2013,NUTS,2010,PL6,1,0.6434
2014,NUTS,2010,PL6,1,0.6646
2015,NUTS,2010,PL6,1,0.6244
2016,NUTS,2010,PL6,1,0.6743
2017,NUTS,2010,PL6,1,1.062
2018,NUTS,2010,PL6,1,1.1936
2011,NUTS,2010,PL61,2,0.5355
2012,NUTS,2010,PL61,2,0.5283
2013,NUTS,2010,PL61,2,0.5275
2014,NUTS,2010,PL61,2,0.5639
2015,NUTS,2010,PL61,2,0.5342
2016,NUTS,2010,PL61,2,0.5617
2017,NUTS,2010,PL61,2,1.1194
2019,NUTS,2010,PL61,2,1.1176
2011,NUTS,2010,PL62,2,0.4817
2012,NUTS,2010,PL62,2,0.5071
2013,NUTS,2010,PL62,2,0.5004
2014,NUTS,2010,PL62,2,0.5528
2015,NUTS,2010,PL62,2,0.4949
2016,NUTS,2010,PL62,2,0.5384
2017,NUTS,2010,PL62,2,0.6806
2011,NUTS,2010,PL63,2,0.8416
2012,NUTS,2010,PL63,2,0.8083
2013,NUTS,2010,PL63,2,0.824
2014,NUTS,2010,PL63,2,0.8167
2015,NUTS,2010,PL63,2,0.7728
2016,NUTS,2010,PL63,2,0.8448
2017,NUTS,2010,PL63,2,1.2186
2018,NUTS,2010,PL63,2,1.3687
2019,NUTS,2010,PL63,2,1.3833
2016,NUTS,2010,PL7,1,0.7169
2017,NUTS,2010,PL7,1,1.0299
2018,NUTS,2010,PL7,1,0.9925
2016,NUTS,2010,PL71,2,0.8986
2017,NUTS,2010,PL71,2,1.2748
2019,NUTS,2010,PL71,2,1.3026
2016,NUTS,2010,PL72,2,0.3079
2017,NUTS,2010,PL72,2,0.4823
2016,NUTS,2010,PL8,1,0.7795
2017,NUTS,2010,PL8,1,0.9757
2018,NUTS,2010,PL8,1,1.109
2019,NUTS,2010,PL8,1,1.1817
2016,NUTS,2010,PL81,2,0.9726
2017,NUTS,2010,PL81,2,1.3345
2018,NUTS,2010,PL81,2,1.5758
2019,NUTS,2010,PL81,2,1.6625
2016,NUTS,2010,PL82,2,0.6389
2017,NUTS,2010,PL82,2,0.6242
2018,NUTS,2010,PL82,2,0.6681
2019,NUTS,2010,PL82,2,0.6864
2016,NUTS,2010,PL84,2,0.6698
2017,NUTS,2010,PL84,2,0.942
2018,NUTS,2010,PL84,2,1.0127
2019,NUTS,2010,PL84,2,1.154
2016,NUTS,2010,PL9,1,1.7416
2017,NUTS,2010,PL9,1,2.4804
2018,NUTS,2010,PL9,1,2.6556
2019,NUTS,2010,PL9,1,2.6782
2016,NUTS,2010,PL91,2,2.8669
2017,NUTS,2010,PL91,2,4.0701
2018,NUTS,2010,PL91,2,4.1661
2019,NUTS,2010,PL91,2,4.1237
2016,NUTS,2010,PL92,2,0.1558
2017,NUTS,2010,PL92,2,0.2169
2018,NUTS,2010,PL92,2,0.3272
2019,NUTS,2010,PL92,2,0.2571
2011,NUTS,2010,PT,0,1.9385
2012,NUTS,2010,PT,0,2.0371
2013,NUTS,2010,PT,0,2.1212
2014,NUTS,2010,PT,0,2.0931
2015,NUTS,2010,PT,0,2.2153
2016,NUTS,2010,PT,0,2.1143
2017,NUTS,2010,PT,0,2.1559
2018,NUTS,2010,PT,0,2.2318
2019,NUTS,2010,PT,0,2.3101
2020,NUTS,2010,PT,0,2.4674
2011,NUTS,2010,PT1,1,1.8428
2012,NUTS,2010,PT1,1,1.9296
2013,NUTS,2010,PT1,1,2.0325
2014,NUTS,2010,PT1,1,2.0332
2015,NUTS,2010,PT1,1,2.169
2016,NUTS,2010,PT1,1,2.0777
2017,NUTS,2010,PT1,1,2.1229
2018,NUTS,2010,PT1,1,2.2015
2019,NUTS,2010,PT1,1,2.2761
2020,NUTS,2010,PT1,1,2.4419
2011,NUTS,2010,PT11,2,1.6553
2012,NUTS,2010,PT11,2,1.7627
2013,NUTS,2010,PT11,2,1.9471
2014,NUTS,2010,PT11,2,2.0139
2015,NUTS,2010,PT11,2,2.34
2016,NUTS,2010,PT11,2,1.913
2017,NUTS,2010,PT11,2,1.9522
2018,NUTS,2010,PT11,2,2.0243
2019,NUTS,2010,PT11,2,2.1092
2020,NUTS,2010,PT11,2,2.3067
2011,NUTS,2010,PT15,2,0.9241
2012,NUTS,2010,PT15,2,0.8913
2013,NUTS,2010,PT15,2,0.897
2014,NUTS,2010,PT15,2,0.8684
2015,NUTS,2010,PT15,2,0.891
2016,NUTS,2010,PT15,2,0.826
2017,NUTS,2010,PT15,2,0.7065
2018,NUTS,2010,PT15,2,0.773
2019,NUTS,2010,PT15,2,0.8863
2020,NUTS,2010,PT15,2,0.979
2011,NUTS,2010,PT16,2,1.5154
2012,NUTS,2010,PT16,2,1.5063
2013,NUTS,2010,PT16,2,1.5016
2014,NUTS,2010,PT16,2,1.5279
2015,NUTS,2010,PT16,2,1.568
2016,NUTS,2010,PT16,2,1.7015
2017,NUTS,2010,PT16,2,1.7921
2018,NUTS,2010,PT16,2,1.8866
2019,NUTS,2010,PT16,2,1.9985
2020,NUTS,2010,PT16,2,2.1087
2011,NUTS,2010,PT17,2,2.7643
2012,NUTS,2010,PT17,2,2.9305
2013,NUTS,2010,PT17,2,3.0872
2014,NUTS,2010,PT17,2,2.9552
2015,NUTS,2010,PT17,2,2.9645
2016,NUTS,2010,PT17,2,3.0337
2017,NUTS,2010,PT17,2,3.0979
2018,NUTS,2010,PT17,2,3.1575
2019,NUTS,2010,PT17,2,3.1745
2020,NUTS,2010,PT17,2,3.3734
2011,NUTS,2010,PT18,2,0.7167
2012,NUTS,2010,PT18,2,0.805
2013,NUTS,2010,PT18,2,0.7946
2014,NUTS,2010,PT18,2,0.7973
2015,NUTS,2010,PT18,2,0.8323
2016,NUTS,2010,PT18,2,0.9256
2017,NUTS,2010,PT18,2,0.9505
2018,NUTS,2010,PT18,2,1.0711
2019,NUTS,2010,PT18,2,1.1343
2020,NUTS,2010,PT18,2,1.206
2011,NUTS,2010,PT2,1,0.663
2012,NUTS,2010,PT2,1,0.7826
2013,NUTS,2010,PT2,1,0.6741
2014,NUTS,2010,PT2,1,0.7285
2015,NUTS,2010,PT2,1,0.6756
2016,NUTS,2010,PT2,1,0.7169
2017,NUTS,2010,PT2,1,0.695
2018,NUTS,2010,PT2,1,0.5968
2019,NUTS,2010,PT2,1,0.5871
2020,NUTS,2010,PT2,1,0.661
2011,NUTS,2010,PT20,2,0.663
2012,NUTS,2010,PT20,2,0.7826
2013,NUTS,2010,PT20,2,0.6741
2014,NUTS,2010,PT20,2,0.7285
2015,NUTS,2010,PT20,2,0.6756
2016,NUTS,2010,PT20,2,0.7169
2017,NUTS,2010,PT20,2,0.695
2018,NUTS,2010,PT20,2,0.5968
2019,NUTS,2010,PT20,2,0.5871
2020,NUTS,2010,PT20,2,0.661
2011,NUTS,2010,PT3,1,0.4923
2012,NUTS,2010,PT3,1,0.3886
2013,NUTS,2010,PT3,1,0.4467
2014,NUTS,2010,PT3,1,0.4902
2015,NUTS,2010,PT3,1,0.5168
2016,NUTS,2010,PT3,1,0.5622
2017,NUTS,2010,PT3,1,0.6267
2018,NUTS,2010,PT3,1,0.6834
2019,NUTS,2010,PT3,1,0.6931
2020,NUTS,2010,PT3,1,0.7192
2011,NUTS,2010,PT30,2,0.4923
2012,NUTS,2010,PT30,2,0.3886
2013,NUTS,2010,PT30,2,0.4467
2014,NUTS,2010,PT30,2,0.4902
2015,NUTS,2010,PT30,2,0.5168
2016,NUTS,2010,PT30,2,0.5622
2017,NUTS,2010,PT30,2,0.6267
2018,NUTS,2010,PT30,2,0.6834
2019,NUTS,2010,PT30,2,0.6931
2020,NUTS,2010,PT30,2,0.7192
2011,NUTS,2010,RO,0,0.6463
2012,NUTS,2010,RO,0,0.6498
2013,NUTS,2010,RO,0,0.6666
2014,NUTS,2010,RO,0,0.65
2015,NUTS,2010,RO,0,0.6442
2016,NUTS,2010,RO,0,0.652
2017,NUTS,2010,RO,0,0.634
2018,NUTS,2010,RO,0,0.6274
2019,NUTS,2010,RO,0,0.6278
2011,NUTS,2010,RO1,1,0.3814
2012,NUTS,2010,RO1,1,0.3486
2013,NUTS,2010,RO1,1,0.3157
2014,NUTS,2010,RO1,1,0.3912
2015,NUTS,2010,RO1,1,0.3679
2016,NUTS,2010,RO1,1,0.3758
2017,NUTS,2010,RO1,1,0.3583
2018,NUTS,2010,RO1,1,0.3951
2019,NUTS,2010,RO1,1,0.4106
2011,NUTS,2010,RO11,2,0.3625
2012,NUTS,2010,RO11,2,0.3297
2013,NUTS,2010,RO11,2,0.2952
2014,NUTS,2010,RO11,2,0.3353
2015,NUTS,2010,RO11,2,0.3181
2016,NUTS,2010,RO11,2,0.3178
2017,NUTS,2010,RO11,2,0.3023
2018,NUTS,2010,RO11,2,0.3291
2019,NUTS,2010,RO11,2,0.3482
2011,NUTS,2010,RO12,2,0.4072
2012,NUTS,2010,RO12,2,0.3753
2013,NUTS,2010,RO12,2,0.3443
2014,NUTS,2010,RO12,2,0.4694
2015,NUTS,2010,RO12,2,0.4342
2016,NUTS,2010,RO12,2,0.4509
2017,NUTS,2010,RO12,2,0.4311
2018,NUTS,2010,RO12,2,0.4877
2019,NUTS,2010,RO12,2,0.4939
2011,NUTS,2010,RO2,1,0.2102
2012,NUTS,2010,RO2,1,0.2311
2013,NUTS,2010,RO2,1,0.2573
2014,NUTS,2010,RO2,1,0.2537
2015,NUTS,2010,RO2,1,0.2643
2016,NUTS,2010,RO2,1,0.2701
2017,NUTS,2010,RO2,1,0.2718
2018,NUTS,2010,RO2,1,0.2866
2019,NUTS,2010,RO2,1,0.2945
2011,NUTS,2010,RO21,2,0.235
2012,NUTS,2010,RO21,2,0.2513
2013,NUTS,2010,RO21,2,0.2996
2014,NUTS,2010,RO21,2,0.2844
2015,NUTS,2010,RO21,2,0.2862
2016,NUTS,2010,RO21,2,0.2784
2017,NUTS,2010,RO21,2,0.2675
2018,NUTS,2010,RO21,2,0.2586
2019,NUTS,2010,RO21,2,0.2806
2011,NUTS,2010,RO22,2,0.1687
2012,NUTS,2010,RO22,2,0.1965
2013,NUTS,2010,RO22,2,0.1817
2014,NUTS,2010,RO22,2,0.1949
2015,NUTS,2010,RO22,2,0.2237
2016,NUTS,2010,RO22,2,0.255
2017,NUTS,2010,RO22,2,0.2797
2018,NUTS,2010,RO22,2,0.3378
2019,NUTS,2010,RO22,2,0.32
2011,NUTS,2010,RO3,1,1.0995
2012,NUTS,2010,RO3,1,1.1022
2013,NUTS,2010,RO3,1,1.1201
2014,NUTS,2010,RO3,1,1.0665
2015,NUTS,2010,RO3,1,1.0636
2016,NUTS,2010,RO3,1,1.1093
2017,NUTS,2010,RO3,1,1.0641
2018,NUTS,2010,RO3,1,1.0422
2019,NUTS,2010,RO3,1,1.0368
2011,NUTS,2010,RO31,2,0.1812
2012,NUTS,2010,RO31,2,0.2321
2013,NUTS,2010,RO31,2,0.3154
2014,NUTS,2010,RO31,2,0.2683
2015,NUTS,2010,RO31,2,0.2327
2016,NUTS,2010,RO31,2,0.2343
2017,NUTS,2010,RO31,2,0.1811
2018,NUTS,2010,RO31,2,0.2007
2019,NUTS,2010,RO31,2,0.2143
2011,NUTS,2010,RO32,2,2.0724
2012,NUTS,2010,RO32,2,2.0656
2013,NUTS,2010,RO32,2,2.0432
2014,NUTS,2010,RO32,2,1.9797
2015,NUTS,2010,RO32,2,1.9353
2016,NUTS,2010,RO32,2,1.9612
2017,NUTS,2010,RO32,2,1.9586
2018,NUTS,2010,RO32,2,1.8808
2019,NUTS,2010,RO32,2,1.8195
2011,NUTS,2010,RO4,1,0.3214
2012,NUTS,2010,RO4,1,0.3302
2013,NUTS,2010,RO4,1,0.3732
2014,NUTS,2010,RO4,1,0.3125
2015,NUTS,2010,RO4,1,0.4032
2016,NUTS,2010,RO4,1,0.3998
2017,NUTS,2010,RO4,1,0.3919
2018,NUTS,2010,RO4,1,0.3202
2019,NUTS,2010,RO4,1,0.3227
2011,NUTS,2010,RO41,2,0.2399
2012,NUTS,2010,RO41,2,0.2119
2013,NUTS,2010,RO41,2,0.2288
2014,NUTS,2010,RO41,2,0.2178
2015,NUTS,2010,RO41,2,0.2738
2016,NUTS,2010,RO41,2,0.2798
2017,NUTS,2010,RO41,2,0.262
2018,NUTS,2010,RO41,2,0.1717
2019,NUTS,2010,RO41,2,0.1711
2011,NUTS,2010,RO42,2,0.4277
2012,NUTS,2010,RO42,2,0.4897
2013,NUTS,2010,RO42,2,0.5523
2014,NUTS,2010,RO42,2,0.4342
2015,NUTS,2010,RO42,2,0.5549
2016,NUTS,2010,RO42,2,0.5376
2017,NUTS,2010,RO42,2,0.545
2018,NUTS,2010,RO42,2,0.5005
2019,NUTS,2010,RO42,2,0.4993
2011,NUTS,2010,RS,0,1.0762
2012,NUTS,2010,RS,0,1.0843
2013,NUTS,2010,RS,0,1.1325
2014,NUTS,2010,RS,0,1.0629
2015,NUTS,2010,RS,0,1.1321
2016,NUTS,2010,RS,0,1.0513
2017,NUTS,2010,RS,0,1.0045
2018,NUTS,2010,RS,0,1.0135
2019,NUTS,2010,RS,0,1.0048
2020,NUTS,2010,RS,0,1.0537
2018,NUTS,2010,RS1,1,1.4576
2019,NUTS,2010,RS1,1,1.4472
2020,NUTS,2010,RS1,1,1.5194
2018,NUTS,2010,RS11,2,1.9661
2019,NUTS,2010,RS11,2,1.9674
2020,NUTS,2010,RS11,2,2.0939
2018,NUTS,2010,RS12,2,0.9148
2019,NUTS,2010,RS12,2,0.8932
2020,NUTS,2010,RS12,2,0.9119
2018,NUTS,2010,RS2,1,0.3424
2019,NUTS,2010,RS2,1,0.33
2020,NUTS,2010,RS2,1,0.3358
2018,NUTS,2010,RS21,2,0.2576
2019,NUTS,2010,RS21,2,0.2311
2020,NUTS,2010,RS21,2,0.2571
2018,NUTS,2010,RS22,2,0.4656
2019,NUTS,2010,RS22,2,0.4715
2020,NUTS,2010,RS22,2,0.4491
2011,NUTS,2010,SE,0,2.2309
2013,NUTS,2010,SE,0,2.2545
2015,NUTS,2010,SE,0,2.2892
2017,NUTS,2010,SE,0,2.0241
2019,NUTS,2010,SE,0,2.0832
2011,NUTS,2010,SI,0,1.8854
2012,NUTS,2010,SI,0,1.8316
2013,NUTS,2010,SI,0,1.905
2014,NUTS,2010,SI,0,1.8693
2015,NUTS,2010,SI,0,1.7892
2016,NUTS,2010,SI,0,1.6608
2017,NUTS,2010,SI,0,1.7272
2018,NUTS,2010,SI,0,1.8839
2019,NUTS,2010,SI,0,1.9828
2011,NUTS,2010,SI0,1,1.8284
2012,NUTS,2010,SI0,1,1.7884
2013,NUTS,2010,SI0,1,1.8573
2014,NUTS,2010,SI0,1,1.8089
2015,NUTS,2010,SI0,1,1.7475
2016,NUTS,2010,SI0,1,1.6299
2017,NUTS,2010,SI0,1,1.6913
2018,NUTS,2010,SI0,1,1.8404
2019,NUTS,2010,SI0,1,1.9503
2013,NUTS,2010,SI03,2,0.9417
2014,NUTS,2010,SI03,2,0.936
2015,NUTS,2010,SI03,2,0.8573
2016,NUTS,2010,SI03,2,0.8439
2017,NUTS,2010,SI03,2,0.8755
2018,NUTS,2010,SI03,2,0.9893
2019,NUTS,2010,SI03,2,1.0848
2013,NUTS,2010,SI04,2,2.8218
2014,NUTS,2010,SI04,2,2.7268
2015,NUTS,2010,SI04,2,2.673
2016,NUTS,2010,SI04,2,2.441
2017,NUTS,2010,SI04,2,2.5548
2018,NUTS,2010,SI04,2,2.7642
2019,NUTS,2010,SI04,2,2.8618
2011,NUTS,2010,SK,0,1.1435
2012,NUTS,2010,SK,0,1.1382
2013,NUTS,2010,SK,0,1.0907
2014,NUTS,2010,SK,0,1.1109
2015,NUTS,2010,SK,0,1.071
2016,NUTS,2010,SK,0,1.1907
2017,NUTS,2010,SK,0,1.154
2018,NUTS,2010,SK,0,1.1963
2019,NUTS,2010,SK,0,1.192
2020,NUTS,2010,SK,0,1.2236
2011,NUTS,2010,SK01,2,4.4431
2012,NUTS,2010,SK01,2,4.2423
2013,NUTS,2010,SK01,2,4.0618
2014,NUTS,2010,SK01,2,3.9751
2015,NUTS,2010,SK01,2,3.7743
2016,NUTS,2010,SK01,2,4.299
2017,NUTS,2010,SK01,2,4.0336
2018,NUTS,2010,SK01,2,4.2525
2019,NUTS,2010,SK01,2,4.3557
2020,NUTS,2010,SK01,2,4.6439
2011,NUTS,2010,SK02,2,0.5028
2012,NUTS,2010,SK02,2,0.5139
2013,NUTS,2010,SK02,2,0.5472
2014,NUTS,2010,SK02,2,0.6628
2015,NUTS,2010,SK02,2,0.637
2016,NUTS,2010,SK02,2,0.6004
2017,NUTS,2010,SK02,2,0.6573
2018,NUTS,2010,SK02,2,0.6568
2019,NUTS,2010,SK02,2,0.6352
2020,NUTS,2010,SK02,2,0.6462
2011,NUTS,2010,SK03,2,0.7059
2012,NUTS,2010,SK03,2,0.757
2013,NUTS,2010,SK03,2,0.6844
2014,NUTS,2010,SK03,2,0.7268
2015,NUTS,2010,SK03,2,0.7233
2016,NUTS,2010,SK03,2,0.8918
2017,NUTS,2010,SK03,2,0.8028
2018,NUTS,2010,SK03,2,0.8019
2019,NUTS,2010,SK03,2,0.7701
2020,NUTS,2010,SK03,2,0.7361
2011,NUTS,2010,SK04,2,0.8295
2012,NUTS,2010,SK04,2,0.8394
2013,NUTS,2010,SK04,2,0.815
2014,NUTS,2010,SK04,2,0.7965
2015,NUTS,2010,SK04,2,0.774
2016,NUTS,2010,SK04,2,0.8253
2017,NUTS,2010,SK04,2,0.7981
2018,NUTS,2010,SK04,2,0.8568
2019,NUTS,2010,SK04,2,0.8327
2020,NUTS,2010,SK04,2,0.8477
2011,NUTS,2010,TR,0,0.7986
2012,NUTS,2010,TR,0,0.8678
2013,NUTS,2010,TR,0,0.8883
2014,NUTS,2010,TR,0,0.982
2015,NUTS,2010,TR,0,1.0001
2016,NUTS,2010,TR,0,1.0588
2017,NUTS,2010,TR,0,1.1284
2018,NUTS,2010,TR,0,1.1756
2019,NUTS,2010,TR,0,1.2681
2020,NUTS,2010,TR,0,1.4211
2011,NUTS,2010,UK,0,1.537
2012,NUTS,2010,UK,0,1.5596
2013,NUTS,2010,UK,0,1.6338
2014,NUTS,2010,UK,0,1.6382
2015,NUTS,2010,UK,0,1.7223
2016,NUTS,2010,UK,0,1.7595
2017,NUTS,2010,UK,0,1.8026
2018,NUTS,2010,UK,0,1.8478
2011,NUTS,2010,UKC,1,1.4102
2013,NUTS,2010,UKC,1,1.5202
2015,NUTS,2010,UKC,1,1.5668
2017,NUTS,2010,UKC,1,1.5954
2011,NUTS,2010,UKC1,2,1.1944
2013,NUTS,2010,UKC1,2,1.4113
2015,NUTS,2010,UKC1,2,1.3244
2017,NUTS,2010,UKC1,2,1.2705
2011,NUTS,2010,UKC2,2,1.5841
2013,NUTS,2010,UKC2,2,1.604
2015,NUTS,2010,UKC2,2,1.7566
2017,NUTS,2010,UKC2,2,1.8585
2011,NUTS,2010,UKD,1,1.2254
2013,NUTS,2010,UKD,1,1.2947
2015,NUTS,2010,UKD,1,1.4134
2017,NUTS,2010,UKD,1,1.4478
2011,NUTS,2010,UKD1,2,0.6099
2013,NUTS,2010,UKD1,2,0.5105
2015,NUTS,2010,UKD1,2,0.7706
2017,NUTS,2010,UKD1,2,0.8345
2011,NUTS,2010,UKD3,2,1.495
2013,NUTS,2010,UKD3,2,1.4894
2015,NUTS,2010,UKD3,2,1.6144
2017,NUTS,2010,UKD3,2,1.5542
2011,NUTS,2010,UKD4,2,1.0694
2013,NUTS,2010,UKD4,2,1.2674
2015,NUTS,2010,UKD4,2,1.2969
2017,NUTS,2010,UKD4,2,1.3324
2011,NUTS,2010,UKD6,2,1.0201
2013,NUTS,2010,UKD6,2,1.1861
2015,NUTS,2010,UKD6,2,1.2712
2017,NUTS,2010,UKD6,2,1.1769
2011,NUTS,2010,UKD7,2,1.258
2013,NUTS,2010,UKD7,2,1.3188
2015,NUTS,2010,UKD7,2,1.4855
2017,NUTS,2010,UKD7,2,1.758
2011,NUTS,2010,UKE,1,1.3814
2013,NUTS,2010,UKE,1,1.4899
2015,NUTS,2010,UKE,1,1.5739
2017,NUTS,2010,UKE,1,1.6982
2011,NUTS,2010,UKE1,2,0.5093
2013,NUTS,2010,UKE1,2,0.8169
2015,NUTS,2010,UKE1,2,0.8136
2017,NUTS,2010,UKE1,2,0.8402
2011,NUTS,2010,UKE2,2,1.772
2013,NUTS,2010,UKE2,2,1.6302
2015,NUTS,2010,UKE2,2,1.803
2017,NUTS,2010,UKE2,2,1.8454
2011,NUTS,2010,UKE3,2,1.7198
2013,NUTS,2010,UKE3,2,1.8243
2015,NUTS,2010,UKE3,2,1.9561
2017,NUTS,2010,UKE3,2,2.1072
2011,NUTS,2010,UKE4,2,1.4235
2013,NUTS,2010,UKE4,2,1.5142
2015,NUTS,2010,UKE4,2,1.5622
2017,NUTS,2010,UKE4,2,1.7342
2011,NUTS,2010,UKF,1,1.372
2013,NUTS,2010,UKF,1,1.4585
2015,NUTS,2010,UKF,1,1.4762
2017,NUTS,2010,UKF,1,1.5534
2011,NUTS,2010,UKF1,2,1.7294
2013,NUTS,2010,UKF1,2,1.8431
2015,NUTS,2010,UKF1,2,1.8301
2017,NUTS,2010,UKF1,2,2.0215
2011,NUTS,2010,UKF2,2,1.3579
2013,NUTS,2010,UKF2,2,1.4285
2015,NUTS,2010,UKF2,2,1.3862
2017,NUTS,2010,UKF2,2,1.395
2011,NUTS,2010,UKF3,2,0.3991
2013,NUTS,2010,UKF3,2,0.4303
2015,NUTS,2010,UKF3,2,0.553
2017,NUTS,2010,UKF3,2,0.5597
2011,NUTS,2010,UKG,1,1.0397
2013,NUTS,2010,UKG,1,1.1598
2015,NUTS,2010,UKG,1,1.2958
2017,NUTS,2010,UKG,1,1.4018
2011,NUTS,2010,UKG1,2,0.4702
2013,NUTS,2010,UKG1,2,0.5777
2015,NUTS,2010,UKG1,2,0.7635
2017,NUTS,2010,UKG1,2,1.0298
2011,NUTS,2010,UKG2,2,0.3519
2013,NUTS,2010,UKG2,2,0.3637
2015,NUTS,2010,UKG2,2,0.4827
2017,NUTS,2010,UKG2,2,0.5225
2011,NUTS,2010,UKG3,2,1.8227
2013,NUTS,2010,UKG3,2,2.0485
2015,NUTS,2010,UKG3,2,2.1377
2017,NUTS,2010,UKG3,2,2.1594
2011,NUTS,2010,UKH,1,1.809
2013,NUTS,2010,UKH,1,1.8483
2015,NUTS,2010,UKH,1,1.8997
2017,NUTS,2010,UKH,1,2.0082
2011,NUTS,2010,UKH1,2,2.6584
2013,NUTS,2010,UKH1,2,2.7571
2015,NUTS,2010,UKH1,2,2.8945
2017,NUTS,2010,UKH1,2,3.1274
2011,NUTS,2010,UKH2,2,1.4171
2013,NUTS,2010,UKH2,2,1.6014
2015,NUTS,2010,UKH2,2,1.5317
2017,NUTS,2010,UKH2,2,1.655
2011,NUTS,2010,UKH3,2,1.0024
2013,NUTS,2010,UKH3,2,0.8289
2015,NUTS,2010,UKH3,2,0.881
2017,NUTS,2010,UKH3,2,0.8617
2011,NUTS,2010,UKI,1,2.082
2013,NUTS,2010,UKI,1,2.036
2015,NUTS,2010,UKI,1,2.1301
2017,NUTS,2010,UKI,1,2.2111
2011,NUTS,2010,UKI3,2,11.7014
2013,NUTS,2010,UKI3,2,10.0019
2015,NUTS,2010,UKI3,2,10.3425
2017,NUTS,2010,UKI3,2,11.5579
2011,NUTS,2010,UKI4,2,1.0106
2013,NUTS,2010,UKI4,2,1.0177
2015,NUTS,2010,UKI4,2,1.1669
2017,NUTS,2010,UKI4,2,1.1908
2011,NUTS,2010,UKI5,2,0.2833
2013,NUTS,2010,UKI5,2,0.3038
2015,NUTS,2010,UKI5,2,0.2863
2017,NUTS,2010,UKI5,2,0.2659
2011,NUTS,2010,UKI6,2,0.384
2013,NUTS,2010,UKI6,2,0.4304
2015,NUTS,2010,UKI6,2,0.4521
2017,NUTS,2010,UKI6,2,0.4846
2011,NUTS,2010,UKI7,2,0.8374
2013,NUTS,2010,UKI7,2,0.9813
2015,NUTS,2010,UKI7,2,1.1445
2017,NUTS,2010,UKI7,2,1.2622
2011,NUTS,2010,UKJ,1,1.746
2013,NUTS,2010,UKJ,1,1.9415
2015,NUTS,2010,UKJ,1,2.0364
2017,NUTS,2010,UKJ,1,2.0057
2011,NUTS,2010,UKJ1,2,2.965
2013,NUTS,2010,UKJ1,2,3.417
2015,NUTS,2010,UKJ1,2,3.5308
2017,NUTS,2010,UKJ1,2,3.6413
2011,NUTS,2010,UKJ2,2,1.1956
2013,NUTS,2010,UKJ2,2,1.3161
2015,NUTS,2010,UKJ2,2,1.3729
2017,NUTS,2010,UKJ2,2,1.3593
2011,NUTS,2010,UKJ3,2,1.8211
2013,NUTS,2010,UKJ3,2,1.9929
2015,NUTS,2010,UKJ3,2,2.0607
2017,NUTS,2010,UKJ3,2,1.9279
2011,NUTS,2010,UKJ4,2,0.8352
2013,NUTS,2010,UKJ4,2,0.8566
2015,NUTS,2010,UKJ4,2,0.9254
2017,NUTS,2010,UKJ4,2,0.8868
2011,NUTS,2010,UKK,1,1.1129
2013,NUTS,2010,UKK,1,1.1598
2015,NUTS,2010,UKK,1,1.2068
2017,NUTS,2010,UKK,1,1.3054
2011,NUTS,2010,UKK1,2,1.6106
2013,NUTS,2010,UKK1,2,1.7376
2015,NUTS,2010,UKK1,2,1.7291
2017,NUTS,2010,UKK1,2,1.8652
2011,NUTS,2010,UKK2,2,0.3461
2013,NUTS,2010,UKK2,2,0.381
2015,NUTS,2010,UKK2,2,0.5056
2017,NUTS,2010,UKK2,2,0.5545
