year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_pc_pop_hrste
2009,NUTS,2010,FRK1,2,24.3
2010,NUTS,2010,FRK1,2,21.5
2011,NUTS,2010,FRK1,2,20.6
2012,NUTS,2010,FRK1,2,22.5
2013,NUTS,2010,FRK1,2,23.7
2014,NUTS,2010,FRK1,2,23.4
2015,NUTS,2010,FRK1,2,25.1
2016,NUTS,2010,FRK1,2,26.2
2017,NUTS,2010,FRK1,2,23.8
2018,NUTS,2010,FRK1,2,25.1
2019,NUTS,2010,FRK1,2,25.8
2020,NUTS,2010,FRK1,2,25.9
1999,NUTS,2010,FRK2,2,19.4
2000,NUTS,2010,FRK2,2,20.3
2001,NUTS,2010,FRK2,2,21.1
2002,NUTS,2010,FRK2,2,23.0
2003,NUTS,2010,FRK2,2,20.0
2004,NUTS,2010,FRK2,2,19.9
2005,NUTS,2010,FRK2,2,20.6
2006,NUTS,2010,FRK2,2,22.3
2007,NUTS,2010,FRK2,2,23.8
2008,NUTS,2010,FRK2,2,24.1
2009,NUTS,2010,FRK2,2,23.9
2010,NUTS,2010,FRK2,2,24.4
2011,NUTS,2010,FRK2,2,25.5
2012,NUTS,2010,FRK2,2,27.9
2013,NUTS,2010,FRK2,2,29.3
2014,NUTS,2010,FRK2,2,31.3
2015,NUTS,2010,FRK2,2,31.6
2016,NUTS,2010,FRK2,2,32.3
2017,NUTS,2010,FRK2,2,33.5
2018,NUTS,2010,FRK2,2,34.2
2019,NUTS,2010,FRK2,2,35.3
2020,NUTS,2010,FRK2,2,36.5
1999,NUTS,2010,FRL,1,17.4
2000,NUTS,2010,FRL,1,17.5
2001,NUTS,2010,FRL,1,17.4
2002,NUTS,2010,FRL,1,17.3
2003,NUTS,2010,FRL,1,19.6
2004,NUTS,2010,FRL,1,21.1
2005,NUTS,2010,FRL,1,19.9
2006,NUTS,2010,FRL,1,20.0
2007,NUTS,2010,FRL,1,20.9
2008,NUTS,2010,FRL,1,21.5
2009,NUTS,2010,FRL,1,22.7
2010,NUTS,2010,FRL,1,23.0
2011,NUTS,2010,FRL,1,25.5
2012,NUTS,2010,FRL,1,26.4
2013,NUTS,2010,FRL,1,28.1
2014,NUTS,2010,FRL,1,29.6
2015,NUTS,2010,FRL,1,29.4
2016,NUTS,2010,FRL,1,30.4
2017,NUTS,2010,FRL,1,31.2
2018,NUTS,2010,FRL,1,32.2
2019,NUTS,2010,FRL,1,33.0
2020,NUTS,2010,FRL,1,33.7
1999,NUTS,2010,FRL0,2,17.4
2000,NUTS,2010,FRL0,2,17.5
2001,NUTS,2010,FRL0,2,17.4
2002,NUTS,2010,FRL0,2,17.3
2003,NUTS,2010,FRL0,2,19.6
2004,NUTS,2010,FRL0,2,21.1
2005,NUTS,2010,FRL0,2,19.9
2006,NUTS,2010,FRL0,2,20.0
2007,NUTS,2010,FRL0,2,20.9
2008,NUTS,2010,FRL0,2,21.5
2009,NUTS,2010,FRL0,2,22.7
2010,NUTS,2010,FRL0,2,23.0
2011,NUTS,2010,FRL0,2,25.5
2012,NUTS,2010,FRL0,2,26.4
2013,NUTS,2010,FRL0,2,28.1
2014,NUTS,2010,FRL0,2,29.6
2015,NUTS,2010,FRL0,2,29.4
2016,NUTS,2010,FRL0,2,30.4
2017,NUTS,2010,FRL0,2,31.2
2018,NUTS,2010,FRL0,2,32.2
2019,NUTS,2010,FRL0,2,33.0
2020,NUTS,2010,FRL0,2,33.7
1999,NUTS,2010,FRM,1,9.1
2000,NUTS,2010,FRM,1,11.4
2001,NUTS,2010,FRM,1,14.9
2002,NUTS,2010,FRM,1,11.0
2005,NUTS,2010,FRM,1,9.7
2006,NUTS,2010,FRM,1,22.5
2007,NUTS,2010,FRM,1,15.9
2008,NUTS,2010,FRM,1,10.8
2009,NUTS,2010,FRM,1,12.5
2010,NUTS,2010,FRM,1,14.8
2011,NUTS,2010,FRM,1,15.2
2012,NUTS,2010,FRM,1,20.5
2013,NUTS,2010,FRM,1,22.2
2014,NUTS,2010,FRM,1,20.2
2015,NUTS,2010,FRM,1,18.7
2016,NUTS,2010,FRM,1,27.5
2017,NUTS,2010,FRM,1,27.0
2018,NUTS,2010,FRM,1,20.6
2019,NUTS,2010,FRM,1,22.8
2020,NUTS,2010,FRM,1,33.6
1999,NUTS,2010,FRM0,2,9.1
2000,NUTS,2010,FRM0,2,11.4
2001,NUTS,2010,FRM0,2,14.9
2002,NUTS,2010,FRM0,2,11.0
2005,NUTS,2010,FRM0,2,9.7
2006,NUTS,2010,FRM0,2,22.5
2007,NUTS,2010,FRM0,2,15.9
2008,NUTS,2010,FRM0,2,10.8
2009,NUTS,2010,FRM0,2,12.5
2010,NUTS,2010,FRM0,2,14.8
2011,NUTS,2010,FRM0,2,15.2
2012,NUTS,2010,FRM0,2,20.5
2013,NUTS,2010,FRM0,2,22.2
2014,NUTS,2010,FRM0,2,20.2
2015,NUTS,2010,FRM0,2,18.7
2016,NUTS,2010,FRM0,2,27.5
2017,NUTS,2010,FRM0,2,27.0
2018,NUTS,2010,FRM0,2,20.6
2019,NUTS,2010,FRM0,2,22.8
2020,NUTS,2010,FRM0,2,33.6
2007,NUTS,2010,FRY,1,13.4
2008,NUTS,2010,FRY,1,13.3
2009,NUTS,2010,FRY,1,14.1
2010,NUTS,2010,FRY,1,14.0
2011,NUTS,2010,FRY,1,15.2
2012,NUTS,2010,FRY,1,15.8
2013,NUTS,2010,FRY,1,16.3
2014,NUTS,2010,FRY,1,15.7
2015,NUTS,2010,FRY,1,17.3
2016,NUTS,2010,FRY,1,16.9
2017,NUTS,2010,FRY,1,17.4
2018,NUTS,2010,FRY,1,18.1
2019,NUTS,2010,FRY,1,18.0
2020,NUTS,2010,FRY,1,18.2
2007,NUTS,2010,FRY1,2,14.0
2008,NUTS,2010,FRY1,2,14.5
2009,NUTS,2010,FRY1,2,14.9
2010,NUTS,2010,FRY1,2,15.0
2011,NUTS,2010,FRY1,2,15.5
2012,NUTS,2010,FRY1,2,17.0
2013,NUTS,2010,FRY1,2,17.3
2014,NUTS,2010,FRY1,2,15.4
2015,NUTS,2010,FRY1,2,17.4
2016,NUTS,2010,FRY1,2,17.4
2017,NUTS,2010,FRY1,2,18.3
2018,NUTS,2010,FRY1,2,18.1
2019,NUTS,2010,FRY1,2,19.5
2020,NUTS,2010,FRY1,2,19.0
2007,NUTS,2010,FRY2,2,13.9
2008,NUTS,2010,FRY2,2,12.5
2009,NUTS,2010,FRY2,2,14.4
2010,NUTS,2010,FRY2,2,15.5
2011,NUTS,2010,FRY2,2,17.5
2012,NUTS,2010,FRY2,2,17.9
2013,NUTS,2010,FRY2,2,18.4
2014,NUTS,2010,FRY2,2,19.1
2015,NUTS,2010,FRY2,2,21.0
2016,NUTS,2010,FRY2,2,19.8
2017,NUTS,2010,FRY2,2,20.6
2018,NUTS,2010,FRY2,2,22.2
2019,NUTS,2010,FRY2,2,21.3
2020,NUTS,2010,FRY2,2,22.5
2007,NUTS,2010,FRY3,2,13.8
2008,NUTS,2010,FRY3,2,12.4
2009,NUTS,2010,FRY3,2,13.6
2010,NUTS,2010,FRY3,2,11.7
2011,NUTS,2010,FRY3,2,12.5
2012,NUTS,2010,FRY3,2,13.0
2013,NUTS,2010,FRY3,2,15.3
2014,NUTS,2010,FRY3,2,14.2
2015,NUTS,2010,FRY3,2,15.2
2016,NUTS,2010,FRY3,2,14.4
2017,NUTS,2010,FRY3,2,14.8
2018,NUTS,2010,FRY3,2,16.3
2019,NUTS,2010,FRY3,2,16.9
2020,NUTS,2010,FRY3,2,15.3
2007,NUTS,2010,FRY4,2,12.7
2008,NUTS,2010,FRY4,2,13.3
2009,NUTS,2010,FRY4,2,13.7
2010,NUTS,2010,FRY4,2,13.3
2011,NUTS,2010,FRY4,2,14.5
2012,NUTS,2010,FRY4,2,14.8
2013,NUTS,2010,FRY4,2,16.4
2014,NUTS,2010,FRY4,2,16.1
2015,NUTS,2010,FRY4,2,17.7
2016,NUTS,2010,FRY4,2,17.6
2017,NUTS,2010,FRY4,2,18.1
2018,NUTS,2010,FRY4,2,18.8
2019,NUTS,2010,FRY4,2,18.1
2020,NUTS,2010,FRY4,2,19.1
2013,NUTS,2010,FRY5,2,9.5
2014,NUTS,2010,FRY5,2,8.5
2015,NUTS,2010,FRY5,2,9.1
2016,NUTS,2010,FRY5,2,9.8
2017,NUTS,2010,FRY5,2,9.5
2018,NUTS,2010,FRY5,2,9.7
2019,NUTS,2010,FRY5,2,9.9
2020,NUTS,2010,FRY5,2,9.0
2002,NUTS,2010,HR,0,12.0
2003,NUTS,2010,HR,0,12.5
2004,NUTS,2010,HR,0,12.7
2005,NUTS,2010,HR,0,12.8
2006,NUTS,2010,HR,0,13.0
2007,NUTS,2010,HR,0,13.0
2008,NUTS,2010,HR,0,13.2
2009,NUTS,2010,HR,0,14.1
2010,NUTS,2010,HR,0,15.4
2011,NUTS,2010,HR,0,15.2
2012,NUTS,2010,HR,0,15.4
2013,NUTS,2010,HR,0,16.7
2014,NUTS,2010,HR,0,18.1
2015,NUTS,2010,HR,0,19.5
2016,NUTS,2010,HR,0,19.8
2017,NUTS,2010,HR,0,20.3
2018,NUTS,2010,HR,0,21.6
2019,NUTS,2010,HR,0,21.4
2020,NUTS,2010,HR,0,21.5
2002,NUTS,2010,HR0,1,12.0
2003,NUTS,2010,HR0,1,12.5
2004,NUTS,2010,HR0,1,12.7
2005,NUTS,2010,HR0,1,12.8
2006,NUTS,2010,HR0,1,13.0
2007,NUTS,2010,HR0,1,13.0
2008,NUTS,2010,HR0,1,13.2
2009,NUTS,2010,HR0,1,14.1
2010,NUTS,2010,HR0,1,15.4
2011,NUTS,2010,HR0,1,15.2
2012,NUTS,2010,HR0,1,15.4
2013,NUTS,2010,HR0,1,16.7
2014,NUTS,2010,HR0,1,18.1
2015,NUTS,2010,HR0,1,19.5
2016,NUTS,2010,HR0,1,19.8
2017,NUTS,2010,HR0,1,20.3
2018,NUTS,2010,HR0,1,21.6
2019,NUTS,2010,HR0,1,21.4
2020,NUTS,2010,HR0,1,21.5
2007,NUTS,2010,HR03,2,14.0
2008,NUTS,2010,HR03,2,14.4
2009,NUTS,2010,HR03,2,15.6
2010,NUTS,2010,HR03,2,17.2
2011,NUTS,2010,HR03,2,16.7
2012,NUTS,2010,HR03,2,16.9
2013,NUTS,2010,HR03,2,17.8
2014,NUTS,2010,HR03,2,19.1
2015,NUTS,2010,HR03,2,21.0
2016,NUTS,2010,HR03,2,19.7
2017,NUTS,2010,HR03,2,20.1
2018,NUTS,2010,HR03,2,22.6
2019,NUTS,2010,HR03,2,22.9
2020,NUTS,2010,HR03,2,22.4
2007,NUTS,2010,HR04,2,12.5
2008,NUTS,2010,HR04,2,12.7
2009,NUTS,2010,HR04,2,13.4
2010,NUTS,2010,HR04,2,14.4
2011,NUTS,2010,HR04,2,14.4
2012,NUTS,2010,HR04,2,14.7
2013,NUTS,2010,HR04,2,16.1
2014,NUTS,2010,HR04,2,17.5
2015,NUTS,2010,HR04,2,18.8
2016,NUTS,2010,HR04,2,19.9
2017,NUTS,2010,HR04,2,20.4
2018,NUTS,2010,HR04,2,21.1
2019,NUTS,2010,HR04,2,20.6
2020,NUTS,2010,HR04,2,21.1
1999,NUTS,2010,HU,0,11.4
2000,NUTS,2010,HU,0,11.2
2001,NUTS,2010,HU,0,11.1
2002,NUTS,2010,HU,0,11.3
2003,NUTS,2010,HU,0,12.4
2004,NUTS,2010,HU,0,13.6
2005,NUTS,2010,HU,0,14.0
2006,NUTS,2010,HU,0,14.6
2007,NUTS,2010,HU,0,14.9
2008,NUTS,2010,HU,0,15.8
2009,NUTS,2010,HU,0,16.3
2010,NUTS,2010,HU,0,16.5
2011,NUTS,2010,HU,0,17.5
2012,NUTS,2010,HU,0,18.5
2013,NUTS,2010,HU,0,19.0
2014,NUTS,2010,HU,0,19.8
2015,NUTS,2010,HU,0,20.2
2016,NUTS,2010,HU,0,20.0
2017,NUTS,2010,HU,0,20.3
2018,NUTS,2010,HU,0,21.2
2019,NUTS,2010,HU,0,21.9
2020,NUTS,2010,HU,0,23.1
1999,NUTS,2010,HU1,1,17.5
2000,NUTS,2010,HU1,1,17.2
2001,NUTS,2010,HU1,1,17.0
2002,NUTS,2010,HU1,1,17.4
2003,NUTS,2010,HU1,1,18.9
2004,NUTS,2010,HU1,1,21.1
2005,NUTS,2010,HU1,1,22.2
2006,NUTS,2010,HU1,1,23.1
2007,NUTS,2010,HU1,1,23.5
2008,NUTS,2010,HU1,1,24.6
2009,NUTS,2010,HU1,1,24.6
2010,NUTS,2010,HU1,1,24.9
2011,NUTS,2010,HU1,1,26.8
2012,NUTS,2010,HU1,1,27.6
2013,NUTS,2010,HU1,1,28.2
2014,NUTS,2010,HU1,1,29.8
2015,NUTS,2010,HU1,1,31.0
2016,NUTS,2010,HU1,1,30.1
2017,NUTS,2010,HU1,1,30.1
2018,NUTS,2010,HU1,1,32.2
2019,NUTS,2010,HU1,1,33.2
2020,NUTS,2010,HU1,1,35.7
1999,NUTS,2010,HU10,2,17.5
2000,NUTS,2010,HU10,2,17.2
2001,NUTS,2010,HU10,2,17.0
2002,NUTS,2010,HU10,2,17.4
2003,NUTS,2010,HU10,2,18.9
2004,NUTS,2010,HU10,2,21.1
2005,NUTS,2010,HU10,2,22.2
2006,NUTS,2010,HU10,2,23.1
2007,NUTS,2010,HU10,2,23.5
2008,NUTS,2010,HU10,2,24.6
2009,NUTS,2010,HU10,2,24.6
2010,NUTS,2010,HU10,2,24.9
2011,NUTS,2010,HU10,2,26.8
2012,NUTS,2010,HU10,2,27.6
2013,NUTS,2010,HU11,2,34.9
2014,NUTS,2010,HU11,2,36.7
2015,NUTS,2010,HU11,2,37.9
2016,NUTS,2010,HU11,2,36.2
2017,NUTS,2010,HU11,2,36.0
2018,NUTS,2010,HU11,2,39.9
2019,NUTS,2010,HU11,2,40.8
2020,NUTS,2010,HU11,2,43.4
2013,NUTS,2010,HU12,2,18.7
2014,NUTS,2010,HU12,2,20.1
2015,NUTS,2010,HU12,2,21.2
2016,NUTS,2010,HU12,2,21.4
2017,NUTS,2010,HU12,2,22.0
2018,NUTS,2010,HU12,2,21.7
2019,NUTS,2010,HU12,2,22.9
2020,NUTS,2010,HU12,2,25.4
1999,NUTS,2010,HU2,1,9.3
2000,NUTS,2010,HU2,1,9.5
2001,NUTS,2010,HU2,1,9.5
2002,NUTS,2010,HU2,1,9.2
2003,NUTS,2010,HU2,1,10.4
2004,NUTS,2010,HU2,1,11.2
2005,NUTS,2010,HU2,1,10.7
2006,NUTS,2010,HU2,1,10.8
2007,NUTS,2010,HU2,1,11.2
2008,NUTS,2010,HU2,1,12.2
2009,NUTS,2010,HU2,1,12.8
2010,NUTS,2010,HU2,1,12.6
2011,NUTS,2010,HU2,1,14.1
2012,NUTS,2010,HU2,1,15.3
2013,NUTS,2010,HU2,1,15.3
2014,NUTS,2010,HU2,1,15.8
2015,NUTS,2010,HU2,1,16.4
2016,NUTS,2010,HU2,1,16.1
2017,NUTS,2010,HU2,1,16.8
2018,NUTS,2010,HU2,1,16.7
2019,NUTS,2010,HU2,1,17.7
2020,NUTS,2010,HU2,1,18.7
1999,NUTS,2010,HU21,2,10.2
2000,NUTS,2010,HU21,2,9.6
2001,NUTS,2010,HU21,2,8.8
2002,NUTS,2010,HU21,2,9.2
2003,NUTS,2010,HU21,2,11.1
2004,NUTS,2010,HU21,2,11.0
2005,NUTS,2010,HU21,2,10.5
2006,NUTS,2010,HU21,2,11.2
2007,NUTS,2010,HU21,2,11.6
2008,NUTS,2010,HU21,2,12.7
2009,NUTS,2010,HU21,2,12.2
2010,NUTS,2010,HU21,2,11.8
2011,NUTS,2010,HU21,2,13.7
2012,NUTS,2010,HU21,2,15.4
2013,NUTS,2010,HU21,2,15.6
2014,NUTS,2010,HU21,2,15.1
2015,NUTS,2010,HU21,2,16.2
2016,NUTS,2010,HU21,2,16.0
2017,NUTS,2010,HU21,2,17.1
2018,NUTS,2010,HU21,2,17.1
2019,NUTS,2010,HU21,2,18.5
2020,NUTS,2010,HU21,2,19.0
1999,NUTS,2010,HU22,2,9.7
2000,NUTS,2010,HU22,2,9.9
2001,NUTS,2010,HU22,2,10.1
2002,NUTS,2010,HU22,2,9.9
2003,NUTS,2010,HU22,2,10.7
2004,NUTS,2010,HU22,2,11.8
2005,NUTS,2010,HU22,2,11.2
2006,NUTS,2010,HU22,2,10.8
2007,NUTS,2010,HU22,2,11.4
2008,NUTS,2010,HU22,2,12.3
2009,NUTS,2010,HU22,2,13.8
2010,NUTS,2010,HU22,2,13.0
2011,NUTS,2010,HU22,2,14.3
2012,NUTS,2010,HU22,2,15.5
2013,NUTS,2010,HU22,2,15.4
2014,NUTS,2010,HU22,2,16.9
2015,NUTS,2010,HU22,2,17.2
2016,NUTS,2010,HU22,2,16.4
2017,NUTS,2010,HU22,2,17.7
2018,NUTS,2010,HU22,2,17.4
2019,NUTS,2010,HU22,2,18.6
2020,NUTS,2010,HU22,2,20.8
1999,NUTS,2010,HU23,2,8.0
2000,NUTS,2010,HU23,2,9.0
2001,NUTS,2010,HU23,2,9.7
2002,NUTS,2010,HU23,2,8.5
2003,NUTS,2010,HU23,2,9.3
2004,NUTS,2010,HU23,2,10.9
2005,NUTS,2010,HU23,2,10.6
2006,NUTS,2010,HU23,2,10.5
2007,NUTS,2010,HU23,2,10.5
2008,NUTS,2010,HU23,2,11.7
2009,NUTS,2010,HU23,2,12.6
2010,NUTS,2010,HU23,2,13.1
2011,NUTS,2010,HU23,2,14.3
2012,NUTS,2010,HU23,2,14.9
2013,NUTS,2010,HU23,2,15.0
2014,NUTS,2010,HU23,2,15.3
2015,NUTS,2010,HU23,2,15.7
2016,NUTS,2010,HU23,2,15.9
2017,NUTS,2010,HU23,2,15.5
2018,NUTS,2010,HU23,2,15.5
2019,NUTS,2010,HU23,2,15.7
2020,NUTS,2010,HU23,2,15.8
1999,NUTS,2010,HU3,1,8.7
2000,NUTS,2010,HU3,1,8.3
2001,NUTS,2010,HU3,1,8.4
2002,NUTS,2010,HU3,1,8.7
2003,NUTS,2010,HU3,1,9.4
2004,NUTS,2010,HU3,1,10.2
2005,NUTS,2010,HU3,1,10.7
2006,NUTS,2010,HU3,1,11.3
2007,NUTS,2010,HU3,1,11.7
2008,NUTS,2010,HU3,1,12.2
2009,NUTS,2010,HU3,1,12.9
2010,NUTS,2010,HU3,1,13.4
2011,NUTS,2010,HU3,1,13.3
2012,NUTS,2010,HU3,1,14.1
2013,NUTS,2010,HU3,1,14.8
2014,NUTS,2010,HU3,1,15.2
2015,NUTS,2010,HU3,1,15.0
2016,NUTS,2010,HU3,1,15.2
2017,NUTS,2010,HU3,1,15.3
2018,NUTS,2010,HU3,1,16.0
2019,NUTS,2010,HU3,1,16.2
2020,NUTS,2010,HU3,1,16.5
1999,NUTS,2010,HU31,2,9.1
2000,NUTS,2010,HU31,2,8.8
2001,NUTS,2010,HU31,2,8.6
2002,NUTS,2010,HU31,2,9.1
2003,NUTS,2010,HU31,2,9.2
2004,NUTS,2010,HU31,2,10.0
2005,NUTS,2010,HU31,2,10.5
2006,NUTS,2010,HU31,2,11.1
2007,NUTS,2010,HU31,2,10.6
2008,NUTS,2010,HU31,2,11.1
2009,NUTS,2010,HU31,2,12.5
2010,NUTS,2010,HU31,2,12.8
2011,NUTS,2010,HU31,2,12.7
2012,NUTS,2010,HU31,2,12.8
2013,NUTS,2010,HU31,2,13.7
2014,NUTS,2010,HU31,2,14.4
2015,NUTS,2010,HU31,2,14.9
2016,NUTS,2010,HU31,2,14.7
2017,NUTS,2010,HU31,2,14.8
2018,NUTS,2010,HU31,2,14.8
2019,NUTS,2010,HU31,2,14.7
2020,NUTS,2010,HU31,2,15.1
1999,NUTS,2010,HU32,2,8.8
2000,NUTS,2010,HU32,2,8.4
2001,NUTS,2010,HU32,2,8.4
2002,NUTS,2010,HU32,2,9.1
2003,NUTS,2010,HU32,2,10.2
2004,NUTS,2010,HU32,2,10.2
2005,NUTS,2010,HU32,2,10.7
2006,NUTS,2010,HU32,2,11.7
2007,NUTS,2010,HU32,2,11.9
2008,NUTS,2010,HU32,2,12.0
2009,NUTS,2010,HU32,2,12.3
2010,NUTS,2010,HU32,2,13.2
2011,NUTS,2010,HU32,2,13.3
2012,NUTS,2010,HU32,2,14.4
2013,NUTS,2010,HU32,2,15.1
2014,NUTS,2010,HU32,2,15.3
2015,NUTS,2010,HU32,2,14.3
2016,NUTS,2010,HU32,2,14.5
2017,NUTS,2010,HU32,2,14.9
2018,NUTS,2010,HU32,2,15.5
2019,NUTS,2010,HU32,2,15.9
2020,NUTS,2010,HU32,2,16.1
1999,NUTS,2010,HU33,2,8.1
2000,NUTS,2010,HU33,2,7.8
2001,NUTS,2010,HU33,2,8.2
2002,NUTS,2010,HU33,2,8.0
2003,NUTS,2010,HU33,2,8.8
2004,NUTS,2010,HU33,2,10.3
2005,NUTS,2010,HU33,2,10.9
2006,NUTS,2010,HU33,2,11.2
2007,NUTS,2010,HU33,2,12.5
2008,NUTS,2010,HU33,2,13.4
2009,NUTS,2010,HU33,2,14.1
2010,NUTS,2010,HU33,2,14.1
2011,NUTS,2010,HU33,2,13.8
2012,NUTS,2010,HU33,2,15.0
2013,NUTS,2010,HU33,2,15.4
2014,NUTS,2010,HU33,2,15.8
2015,NUTS,2010,HU33,2,15.8
2016,NUTS,2010,HU33,2,16.4
2017,NUTS,2010,HU33,2,16.2
2018,NUTS,2010,HU33,2,17.5
2019,NUTS,2010,HU33,2,17.9
2020,NUTS,2010,HU33,2,18.2
1999,NUTS,2010,IE,0,15.9
2000,NUTS,2010,IE,0,17.0
2001,NUTS,2010,IE,0,18.4
2002,NUTS,2010,IE,0,20.2
2003,NUTS,2010,IE,0,21.9
2004,NUTS,2010,IE,0,23.2
2005,NUTS,2010,IE,0,23.9
2006,NUTS,2010,IE,0,25.4
2007,NUTS,2010,IE,0,27.8
2008,NUTS,2010,IE,0,28.8
2009,NUTS,2010,IE,0,30.1
2010,NUTS,2010,IE,0,31.2
2011,NUTS,2010,IE,0,31.9
2012,NUTS,2010,IE,0,33.3
2013,NUTS,2010,IE,0,34.6
2014,NUTS,2010,IE,0,35.0
2015,NUTS,2010,IE,0,35.9
2016,NUTS,2010,IE,0,36.3
2017,NUTS,2010,IE,0,37.3
2018,NUTS,2010,IE,0,37.5
2019,NUTS,2010,IE,0,37.7
2020,NUTS,2010,IE,0,39.7
1999,NUTS,2010,IE0,1,15.9
2000,NUTS,2010,IE0,1,17.0
2001,NUTS,2010,IE0,1,18.4
2002,NUTS,2010,IE0,1,20.2
2003,NUTS,2010,IE0,1,21.9
2004,NUTS,2010,IE0,1,23.2
2005,NUTS,2010,IE0,1,23.9
2006,NUTS,2010,IE0,1,25.4
2007,NUTS,2010,IE0,1,27.8
2008,NUTS,2010,IE0,1,28.8
2009,NUTS,2010,IE0,1,30.1
2010,NUTS,2010,IE0,1,31.2
2011,NUTS,2010,IE0,1,31.9
2012,NUTS,2010,IE0,1,33.3
2013,NUTS,2010,IE0,1,34.6
2014,NUTS,2010,IE0,1,35.0
2015,NUTS,2010,IE0,1,35.9
2016,NUTS,2010,IE0,1,36.3
2017,NUTS,2010,IE0,1,37.3
2018,NUTS,2010,IE0,1,37.5
2019,NUTS,2010,IE0,1,37.7
2020,NUTS,2010,IE0,1,39.7
1999,NUTS,2010,IE01,2,11.1
2000,NUTS,2010,IE01,2,12.3
2001,NUTS,2010,IE01,2,13.8
2002,NUTS,2010,IE01,2,16.0
2003,NUTS,2010,IE01,2,17.9
2004,NUTS,2010,IE01,2,19.4
2005,NUTS,2010,IE01,2,19.3
2006,NUTS,2010,IE01,2,21.0
2007,NUTS,2010,IE01,2,22.9
2008,NUTS,2010,IE01,2,24.4
2009,NUTS,2010,IE01,2,25.9
2010,NUTS,2010,IE01,2,27.6
2011,NUTS,2010,IE01,2,27.5
1999,NUTS,2010,IE02,2,17.5
2000,NUTS,2010,IE02,2,18.7
2001,NUTS,2010,IE02,2,19.9
2002,NUTS,2010,IE02,2,21.7
2003,NUTS,2010,IE02,2,23.3
2004,NUTS,2010,IE02,2,24.5
2005,NUTS,2010,IE02,2,25.6
2006,NUTS,2010,IE02,2,26.9
2007,NUTS,2010,IE02,2,29.5
2008,NUTS,2010,IE02,2,30.4
2009,NUTS,2010,IE02,2,31.6
2010,NUTS,2010,IE02,2,32.5
2011,NUTS,2010,IE02,2,33.5
2012,NUTS,2010,IE04,2,29.2
2013,NUTS,2010,IE04,2,31.1
2014,NUTS,2010,IE04,2,30.9
2015,NUTS,2010,IE04,2,31.1
2016,NUTS,2010,IE04,2,31.4
2017,NUTS,2010,IE04,2,32.7
2018,NUTS,2010,IE04,2,32.2
2019,NUTS,2010,IE04,2,34.0
2020,NUTS,2010,IE04,2,36.5
2012,NUTS,2010,IE05,2,30.2
2013,NUTS,2010,IE05,2,31.3
2014,NUTS,2010,IE05,2,30.9
2015,NUTS,2010,IE05,2,32.1
2016,NUTS,2010,IE05,2,32.7
2017,NUTS,2010,IE05,2,34.0
2018,NUTS,2010,IE05,2,33.8
2019,NUTS,2010,IE05,2,33.8
2020,NUTS,2010,IE05,2,35.8
2012,NUTS,2010,IE06,2,36.9
2013,NUTS,2010,IE06,2,38.1
2014,NUTS,2010,IE06,2,39.3
2015,NUTS,2010,IE06,2,40.2
2016,NUTS,2010,IE06,2,40.4
2017,NUTS,2010,IE06,2,41.0
2018,NUTS,2010,IE06,2,41.9
2019,NUTS,2010,IE06,2,41.6
2020,NUTS,2010,IE06,2,43.5
1999,NUTS,2010,IS,0,16.3
2000,NUTS,2010,IS,0,17.8
2001,NUTS,2010,IS,0,18.1
2002,NUTS,2010,IS,0,19.6
2003,NUTS,2010,IS,0,21.8
2004,NUTS,2010,IS,0,21.4
2005,NUTS,2010,IS,0,22.6
2006,NUTS,2010,IS,0,16.9
2007,NUTS,2010,IS,0,23.8
2008,NUTS,2010,IS,0,24.4
2009,NUTS,2010,IS,0,25.3
2010,NUTS,2010,IS,0,25.1
2011,NUTS,2010,IS,0,25.9
2012,NUTS,2010,IS,0,27.2
2013,NUTS,2010,IS,0,28.2
2014,NUTS,2010,IS,0,29.0
2015,NUTS,2010,IS,0,30.2
2016,NUTS,2010,IS,0,32.0
2017,NUTS,2010,IS,0,33.7
2018,NUTS,2010,IS,0,35.1
2019,NUTS,2010,IS,0,36.0
2020,NUTS,2010,IS,0,35.7
1999,NUTS,2010,IS0,1,16.3
2000,NUTS,2010,IS0,1,17.8
2001,NUTS,2010,IS0,1,18.1
2002,NUTS,2010,IS0,1,19.6
2003,NUTS,2010,IS0,1,21.8
2004,NUTS,2010,IS0,1,21.4
2005,NUTS,2010,IS0,1,22.6
2006,NUTS,2010,IS0,1,16.9
2007,NUTS,2010,IS0,1,23.8
2008,NUTS,2010,IS0,1,24.4
2009,NUTS,2010,IS0,1,25.3
2010,NUTS,2010,IS0,1,25.1
2011,NUTS,2010,IS0,1,25.9
2012,NUTS,2010,IS0,1,27.2
2013,NUTS,2010,IS0,1,28.2
2014,NUTS,2010,IS0,1,29.0
2015,NUTS,2010,IS0,1,30.2
2016,NUTS,2010,IS0,1,32.0
2017,NUTS,2010,IS0,1,33.7
2018,NUTS,2010,IS0,1,35.1
2019,NUTS,2010,IS0,1,36.0
2020,NUTS,2010,IS0,1,35.7
1999,NUTS,2010,IS00,2,16.3
2000,NUTS,2010,IS00,2,17.8
2001,NUTS,2010,IS00,2,18.1
2002,NUTS,2010,IS00,2,19.6
2003,NUTS,2010,IS00,2,21.8
2004,NUTS,2010,IS00,2,21.4
2005,NUTS,2010,IS00,2,22.6
2006,NUTS,2010,IS00,2,16.9
2007,NUTS,2010,IS00,2,23.8
