year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_t_pc_emp_fte_rse
2002,NUTS,2010,FR10,2,0.4211
2003,NUTS,2010,FR10,2,0.4287
2006,NUTS,2010,FR10,2,0.4438
2007,NUTS,2010,FR10,2,0.4314
2008,NUTS,2010,FR10,2,0.4356
2009,NUTS,2010,FR10,2,0.4282
2010,NUTS,2010,FR10,2,0.4474
2011,NUTS,2010,FR10,2,0.4353
2012,NUTS,2010,FR10,2,0.435
2013,NUTS,2010,FR10,2,0.4352
2000,NUTS,2010,FR2,1,0.1265
2001,NUTS,2010,FR2,1,0.1273
2002,NUTS,2010,FR2,1,0.139
2003,NUTS,2010,FR2,1,0.1223
2006,NUTS,2010,FR2,1,0.1298
2007,NUTS,2010,FR2,1,0.1264
2008,NUTS,2010,FR2,1,0.126
2009,NUTS,2010,FR2,1,0.1267
2010,NUTS,2010,FR2,1,0.1309
2011,NUTS,2010,FR2,1,0.14
2012,NUTS,2010,FR2,1,0.1443
2013,NUTS,2010,FR2,1,0.1478
2000,NUTS,2010,FR21,2,0.1263
2001,NUTS,2010,FR21,2,0.1223
2002,NUTS,2010,FR21,2,0.1164
2003,NUTS,2010,FR21,2,0.1106
2006,NUTS,2010,FR21,2,0.1168
2007,NUTS,2010,FR21,2,0.1158
2008,NUTS,2010,FR21,2,0.1153
2009,NUTS,2010,FR21,2,0.1117
2010,NUTS,2010,FR21,2,0.1131
2011,NUTS,2010,FR21,2,0.1325
2012,NUTS,2010,FR21,2,0.1396
2013,NUTS,2010,FR21,2,0.1437
2000,NUTS,2010,FR22,2,0.0938
2001,NUTS,2010,FR22,2,0.0904
2002,NUTS,2010,FR22,2,0.113
2003,NUTS,2010,FR22,2,0.092
2006,NUTS,2010,FR22,2,0.0979
2007,NUTS,2010,FR22,2,0.0932
2008,NUTS,2010,FR22,2,0.0984
2009,NUTS,2010,FR22,2,0.0978
2010,NUTS,2010,FR22,2,0.1083
2011,NUTS,2010,FR22,2,0.1075
2012,NUTS,2010,FR22,2,0.123
2013,NUTS,2010,FR22,2,0.1245
2000,NUTS,2010,FR23,2,0.1183
2001,NUTS,2010,FR23,2,0.1256
2002,NUTS,2010,FR23,2,0.1353
2003,NUTS,2010,FR23,2,0.1304
2006,NUTS,2010,FR23,2,0.1298
2007,NUTS,2010,FR23,2,0.1282
2008,NUTS,2010,FR23,2,0.127
2009,NUTS,2010,FR23,2,0.1302
2010,NUTS,2010,FR23,2,0.1358
2011,NUTS,2010,FR23,2,0.1511
2012,NUTS,2010,FR23,2,0.1588
2013,NUTS,2010,FR23,2,0.1642
2000,NUTS,2010,FR24,2,0.1307
2001,NUTS,2010,FR24,2,0.1293
2002,NUTS,2010,FR24,2,0.1362
2003,NUTS,2010,FR24,2,0.1275
2006,NUTS,2010,FR24,2,0.1297
2007,NUTS,2010,FR24,2,0.1303
2008,NUTS,2010,FR24,2,0.1315
2009,NUTS,2010,FR24,2,0.1307
2010,NUTS,2010,FR24,2,0.1275
2011,NUTS,2010,FR24,2,0.1381
2012,NUTS,2010,FR24,2,0.1391
2013,NUTS,2010,FR24,2,0.1456
2000,NUTS,2010,FR25,2,0.1766
2001,NUTS,2010,FR25,2,0.1736
2002,NUTS,2010,FR25,2,0.2115
2003,NUTS,2010,FR25,2,0.155
2006,NUTS,2010,FR25,2,0.1724
2007,NUTS,2010,FR25,2,0.1603
2008,NUTS,2010,FR25,2,0.1561
2009,NUTS,2010,FR25,2,0.1558
2010,NUTS,2010,FR25,2,0.1698
2011,NUTS,2010,FR25,2,0.1779
2012,NUTS,2010,FR25,2,0.1695
2013,NUTS,2010,FR25,2,0.1766
2000,NUTS,2010,FR26,2,0.1283
2001,NUTS,2010,FR26,2,0.1375
2002,NUTS,2010,FR26,2,0.1403
2003,NUTS,2010,FR26,2,0.122
2006,NUTS,2010,FR26,2,0.1411
2007,NUTS,2010,FR26,2,0.1361
2008,NUTS,2010,FR26,2,0.1298
2009,NUTS,2010,FR26,2,0.1352
2010,NUTS,2010,FR26,2,0.1383
2011,NUTS,2010,FR26,2,0.1424
2012,NUTS,2010,FR26,2,0.142
2013,NUTS,2010,FR26,2,0.1365
2000,NUTS,2010,FR3,1,0.1882
2001,NUTS,2010,FR3,1,0.1885
2002,NUTS,2010,FR3,1,0.1897
2003,NUTS,2010,FR3,1,0.1885
2006,NUTS,2010,FR3,1,0.1978
2007,NUTS,2010,FR3,1,0.1942
2008,NUTS,2010,FR3,1,0.1978
2009,NUTS,2010,FR3,1,0.2023
2010,NUTS,2010,FR3,1,0.2061
2011,NUTS,2010,FR3,1,0.205
2012,NUTS,2010,FR3,1,0.209
2013,NUTS,2010,FR3,1,0.2166
2000,NUTS,2010,FR30,2,0.1882
2001,NUTS,2010,FR30,2,0.1885
2002,NUTS,2010,FR30,2,0.1897
2003,NUTS,2010,FR30,2,0.1885
2006,NUTS,2010,FR30,2,0.1978
2007,NUTS,2010,FR30,2,0.1942
2008,NUTS,2010,FR30,2,0.1978
2009,NUTS,2010,FR30,2,0.2023
2010,NUTS,2010,FR30,2,0.2061
2011,NUTS,2010,FR30,2,0.205
2012,NUTS,2010,FR30,2,0.209
2013,NUTS,2010,FR30,2,0.2166
2000,NUTS,2010,FR4,1,0.2326
2001,NUTS,2010,FR4,1,0.2244
2002,NUTS,2010,FR4,1,0.2255
2003,NUTS,2010,FR4,1,0.2404
2006,NUTS,2010,FR4,1,0.2482
2007,NUTS,2010,FR4,1,0.2413
2008,NUTS,2010,FR4,1,0.2408
2009,NUTS,2010,FR4,1,0.2488
2010,NUTS,2010,FR4,1,0.2539
2011,NUTS,2010,FR4,1,0.2597
2012,NUTS,2010,FR4,1,0.2622
2013,NUTS,2010,FR4,1,0.2676
2000,NUTS,2010,FR41,2,0.2018
2001,NUTS,2010,FR41,2,0.1944
2002,NUTS,2010,FR41,2,0.1914
2003,NUTS,2010,FR41,2,0.2173
2006,NUTS,2010,FR41,2,0.224
2007,NUTS,2010,FR41,2,0.2154
2008,NUTS,2010,FR41,2,0.2167
2009,NUTS,2010,FR41,2,0.2262
2010,NUTS,2010,FR41,2,0.2289
2011,NUTS,2010,FR41,2,0.2343
2012,NUTS,2010,FR41,2,0.2403
2013,NUTS,2010,FR41,2,0.2431
2000,NUTS,2010,FR42,2,0.314
2001,NUTS,2010,FR42,2,0.3125
2002,NUTS,2010,FR42,2,0.3214
2003,NUTS,2010,FR42,2,0.3265
2006,NUTS,2010,FR42,2,0.3216
2007,NUTS,2010,FR42,2,0.313
2008,NUTS,2010,FR42,2,0.3083
2009,NUTS,2010,FR42,2,0.3243
2010,NUTS,2010,FR42,2,0.3283
2011,NUTS,2010,FR42,2,0.328
2012,NUTS,2010,FR42,2,0.3309
2013,NUTS,2010,FR42,2,0.3329
2000,NUTS,2010,FR43,2,0.1591
2001,NUTS,2010,FR43,2,0.148
2002,NUTS,2010,FR43,2,0.1492
2003,NUTS,2010,FR43,2,0.1512
2006,NUTS,2010,FR43,2,0.1706
2007,NUTS,2010,FR43,2,0.1698
2008,NUTS,2010,FR43,2,0.1688
2009,NUTS,2010,FR43,2,0.1661
2010,NUTS,2010,FR43,2,0.1771
2011,NUTS,2010,FR43,2,0.1901
2012,NUTS,2010,FR43,2,0.1877
2013,NUTS,2010,FR43,2,0.2022
2000,NUTS,2010,FR5,1,0.1654
2001,NUTS,2010,FR5,1,0.1721
2002,NUTS,2010,FR5,1,0.1731
2003,NUTS,2010,FR5,1,0.1651
2006,NUTS,2010,FR5,1,0.1717
2007,NUTS,2010,FR5,1,0.1698
2008,NUTS,2010,FR5,1,0.1792
2009,NUTS,2010,FR5,1,0.1792
2010,NUTS,2010,FR5,1,0.1795
2011,NUTS,2010,FR5,1,0.1889
2012,NUTS,2010,FR5,1,0.191
2013,NUTS,2010,FR5,1,0.1941
2000,NUTS,2010,FR51,2,0.1385
2001,NUTS,2010,FR51,2,0.1565
2002,NUTS,2010,FR51,2,0.1588
2003,NUTS,2010,FR51,2,0.1411
2006,NUTS,2010,FR51,2,0.1472
2007,NUTS,2010,FR51,2,0.1461
2008,NUTS,2010,FR51,2,0.1578
2009,NUTS,2010,FR51,2,0.1559
2010,NUTS,2010,FR51,2,0.1564
2011,NUTS,2010,FR51,2,0.1637
2012,NUTS,2010,FR51,2,0.1678
2013,NUTS,2010,FR51,2,0.1729
2000,NUTS,2010,FR52,2,0.1977
2001,NUTS,2010,FR52,2,0.1857
2002,NUTS,2010,FR52,2,0.1898
2003,NUTS,2010,FR52,2,0.1932
2006,NUTS,2010,FR52,2,0.2067
2007,NUTS,2010,FR52,2,0.2072
2008,NUTS,2010,FR52,2,0.2168
2009,NUTS,2010,FR52,2,0.2172
2010,NUTS,2010,FR52,2,0.2176
2011,NUTS,2010,FR52,2,0.2297
2012,NUTS,2010,FR52,2,0.2317
2013,NUTS,2010,FR52,2,0.2269
2000,NUTS,2010,FR53,2,0.1631
2001,NUTS,2010,FR53,2,0.1763
2002,NUTS,2010,FR53,2,0.1679
2003,NUTS,2010,FR53,2,0.1632
2006,NUTS,2010,FR53,2,0.1595
2007,NUTS,2010,FR53,2,0.1531
2008,NUTS,2010,FR53,2,0.1546
2009,NUTS,2010,FR53,2,0.1572
2010,NUTS,2010,FR53,2,0.1585
2011,NUTS,2010,FR53,2,0.1671
2012,NUTS,2010,FR53,2,0.1665
2013,NUTS,2010,FR53,2,0.1777
2000,NUTS,2010,FR6,1,0.2581
2001,NUTS,2010,FR6,1,0.2603
2002,NUTS,2010,FR6,1,0.2654
2003,NUTS,2010,FR6,1,0.2615
2006,NUTS,2010,FR6,1,0.266
2007,NUTS,2010,FR6,1,0.2599
2008,NUTS,2010,FR6,1,0.259
2009,NUTS,2010,FR6,1,0.2651
2010,NUTS,2010,FR6,1,0.2684
2011,NUTS,2010,FR6,1,0.28
2012,NUTS,2010,FR6,1,0.2833
2013,NUTS,2010,FR6,1,0.2797
2000,NUTS,2010,FR61,2,0.2193
2001,NUTS,2010,FR61,2,0.2114
2002,NUTS,2010,FR61,2,0.2145
2003,NUTS,2010,FR61,2,0.219
2006,NUTS,2010,FR61,2,0.221
2007,NUTS,2010,FR61,2,0.2093
2008,NUTS,2010,FR61,2,0.2158
2009,NUTS,2010,FR61,2,0.2235
2010,NUTS,2010,FR61,2,0.2254
2011,NUTS,2010,FR61,2,0.235
2012,NUTS,2010,FR61,2,0.2373
2013,NUTS,2010,FR61,2,0.2354
2000,NUTS,2010,FR62,2,0.3261
2001,NUTS,2010,FR62,2,0.341
2002,NUTS,2010,FR62,2,0.3497
2003,NUTS,2010,FR62,2,0.3392
2006,NUTS,2010,FR62,2,0.3385
2007,NUTS,2010,FR62,2,0.3372
2008,NUTS,2010,FR62,2,0.3289
2009,NUTS,2010,FR62,2,0.3365
2010,NUTS,2010,FR62,2,0.3364
2011,NUTS,2010,FR62,2,0.3444
2012,NUTS,2010,FR62,2,0.3537
2013,NUTS,2010,FR62,2,0.347
2000,NUTS,2010,FR63,2,0.1616
2001,NUTS,2010,FR63,2,0.1717
2002,NUTS,2010,FR63,2,0.1727
2003,NUTS,2010,FR63,2,0.1545
2006,NUTS,2010,FR63,2,0.1719
2007,NUTS,2010,FR63,2,0.1761
2008,NUTS,2010,FR63,2,0.1654
2009,NUTS,2010,FR63,2,0.1644
2010,NUTS,2010,FR63,2,0.1772
2011,NUTS,2010,FR63,2,0.2113
2012,NUTS,2010,FR63,2,0.1963
2013,NUTS,2010,FR63,2,0.1989
2000,NUTS,2010,FR7,1,0.2853
2001,NUTS,2010,FR7,1,0.2876
2002,NUTS,2010,FR7,1,0.294
2003,NUTS,2010,FR7,1,0.2859
2006,NUTS,2010,FR7,1,0.2842
2007,NUTS,2010,FR7,1,0.2866
2008,NUTS,2010,FR7,1,0.2909
2009,NUTS,2010,FR7,1,0.2952
2010,NUTS,2010,FR7,1,0.2923
2011,NUTS,2010,FR7,1,0.3013
2012,NUTS,2010,FR7,1,0.2985
2013,NUTS,2010,FR7,1,0.3056
2000,NUTS,2010,FR71,2,0.3024
2001,NUTS,2010,FR71,2,0.3047
2002,NUTS,2010,FR71,2,0.3115
2003,NUTS,2010,FR71,2,0.3035
2006,NUTS,2010,FR71,2,0.3045
2007,NUTS,2010,FR71,2,0.3039
2008,NUTS,2010,FR71,2,0.3105
2009,NUTS,2010,FR71,2,0.3148
2010,NUTS,2010,FR71,2,0.3109
2011,NUTS,2010,FR71,2,0.3174
2012,NUTS,2010,FR71,2,0.3147
2013,NUTS,2010,FR71,2,0.3218
2000,NUTS,2010,FR72,2,0.2052
2001,NUTS,2010,FR72,2,0.2055
2002,NUTS,2010,FR72,2,0.2086
2003,NUTS,2010,FR72,2,0.2023
2006,NUTS,2010,FR72,2,0.1907
2007,NUTS,2010,FR72,2,0.2029
2008,NUTS,2010,FR72,2,0.1981
2009,NUTS,2010,FR72,2,0.2036
2010,NUTS,2010,FR72,2,0.2037
2011,NUTS,2010,FR72,2,0.2234
2012,NUTS,2010,FR72,2,0.2176
2013,NUTS,2010,FR72,2,0.2241
2000,NUTS,2010,FR8,1,0.3142
2001,NUTS,2010,FR8,1,0.3272
2002,NUTS,2010,FR8,1,0.3033
2003,NUTS,2010,FR8,1,0.2928
2006,NUTS,2010,FR8,1,0.3031
2007,NUTS,2010,FR8,1,0.289
2008,NUTS,2010,FR8,1,0.2818
2009,NUTS,2010,FR8,1,0.2912
2010,NUTS,2010,FR8,1,0.2956
2011,NUTS,2010,FR8,1,0.2924
2012,NUTS,2010,FR8,1,0.2972
2013,NUTS,2010,FR8,1,0.2989
2000,NUTS,2010,FR81,2,0.347
2001,NUTS,2010,FR81,2,0.3701
2002,NUTS,2010,FR81,2,0.3372
2003,NUTS,2010,FR81,2,0.333
2006,NUTS,2010,FR81,2,0.3245
2007,NUTS,2010,FR81,2,0.3119
2008,NUTS,2010,FR81,2,0.3174
2009,NUTS,2010,FR81,2,0.337
2010,NUTS,2010,FR81,2,0.3412
2011,NUTS,2010,FR81,2,0.3173
2012,NUTS,2010,FR81,2,0.3496
2013,NUTS,2010,FR81,2,0.3495
2000,NUTS,2010,FR82,2,0.304
2001,NUTS,2010,FR82,2,0.3105
2002,NUTS,2010,FR82,2,0.2878
2003,NUTS,2010,FR82,2,0.2788
2006,NUTS,2010,FR82,2,0.3008
2007,NUTS,2010,FR82,2,0.2837
2008,NUTS,2010,FR82,2,0.2719
2009,NUTS,2010,FR82,2,0.2771
2010,NUTS,2010,FR82,2,0.2833
2011,NUTS,2010,FR82,2,0.2869
2012,NUTS,2010,FR82,2,0.2769
2013,NUTS,2010,FR82,2,0.2765
2000,NUTS,2010,FR83,2,0.1484
2001,NUTS,2010,FR83,2,0.1977
2002,NUTS,2010,FR83,2,0.2139
2003,NUTS,2010,FR83,2,0.1469
2006,NUTS,2010,FR83,2,0.1234
2007,NUTS,2010,FR83,2,0.1381
2008,NUTS,2010,FR83,2,0.1225
2009,NUTS,2010,FR83,2,0.1244
2010,NUTS,2010,FR83,2,0.1133
2011,NUTS,2010,FR83,2,0.144
2012,NUTS,2010,FR83,2,0.1808
2013,NUTS,2010,FR83,2,0.2272
2001,NUTS,2010,FRA,1,0.1001
2002,NUTS,2010,FRA,1,0.0875
2003,NUTS,2010,FRA,1,0.1037
2006,NUTS,2010,FRA,1,0.102
2007,NUTS,2010,FRA,1,0.0997
2008,NUTS,2010,FRA,1,0.1029
2009,NUTS,2010,FRA,1,0.1046
2010,NUTS,2010,FRA,1,0.0995
2011,NUTS,2010,FRA,1,0.0987
2012,NUTS,2010,FRA,1,0.0939
2013,NUTS,2010,FRA,1,0.1118
2002,NUTS,2010,HR,0,0.3596
2003,NUTS,2010,HR,0,0.1876
2004,NUTS,2010,HR,0,0.246
2005,NUTS,2010,HR,0,0.2062
2006,NUTS,2010,HR,0,0.2047
2007,NUTS,2010,HR,0,0.1998
2008,NUTS,2010,HR,0,0.2147
2009,NUTS,2010,HR,0,0.2109
2010,NUTS,2010,HR,0,0.2253
2011,NUTS,2010,HR,0,0.2246
2012,NUTS,2010,HR,0,0.2329
2013,NUTS,2010,HR,0,0.236
2014,NUTS,2010,HR,0,0.2164
2015,NUTS,2010,HR,0,0.2275
2016,NUTS,2010,HR,0,0.2737
2017,NUTS,2010,HR,0,0.2713
2018,NUTS,2010,HR,0,0.2639
2019,NUTS,2010,HR,0,0.2884
2020,NUTS,2010,HR,0,0.293
2002,NUTS,2010,HR0,1,0.3483
2003,NUTS,2010,HR0,1,0.1814
2004,NUTS,2010,HR0,1,0.2341
2005,NUTS,2010,HR0,1,0.1982
2006,NUTS,2010,HR0,1,0.1972
2007,NUTS,2010,HR0,1,0.1952
2008,NUTS,2010,HR0,1,0.2092
2009,NUTS,2010,HR0,1,0.205
2010,NUTS,2010,HR0,1,0.2198
2011,NUTS,2010,HR0,1,0.219
2012,NUTS,2010,HR0,1,0.2273
2013,NUTS,2010,HR0,1,0.2314
2014,NUTS,2010,HR0,1,0.2131
2015,NUTS,2010,HR0,1,0.2237
2016,NUTS,2010,HR0,1,0.2698
2017,NUTS,2010,HR0,1,0.2676
2018,NUTS,2010,HR0,1,0.2599
2019,NUTS,2010,HR0,1,0.2833
2020,NUTS,2010,HR0,1,0.2882
2008,NUTS,2010,HR03,2,0.2247
2009,NUTS,2010,HR03,2,0.2268
2010,NUTS,2010,HR03,2,0.2381
2011,NUTS,2010,HR03,2,0.2443
2012,NUTS,2010,HR03,2,0.2483
2013,NUTS,2010,HR03,2,0.2481
2014,NUTS,2010,HR03,2,0.2371
2015,NUTS,2010,HR03,2,0.2281
2016,NUTS,2010,HR03,2,0.2614
2017,NUTS,2010,HR03,2,0.2471
2018,NUTS,2010,HR03,2,0.2393
2019,NUTS,2010,HR03,2,0.281
2020,NUTS,2010,HR03,2,0.2943
2008,NUTS,2010,HR04,2,0.2021
2009,NUTS,2010,HR04,2,0.1951
2010,NUTS,2010,HR04,2,0.2113
2011,NUTS,2010,HR04,2,0.2073
2012,NUTS,2010,HR04,2,0.2173
2013,NUTS,2010,HR04,2,0.2235
2014,NUTS,2010,HR04,2,0.2014
2015,NUTS,2010,HR04,2,0.2216
2016,NUTS,2010,HR04,2,0.2737
2017,NUTS,2010,HR04,2,0.2777
2018,NUTS,2010,HR04,2,0.2694
2019,NUTS,2010,HR04,2,0.2845
1997,NUTS,2010,HU,0,0.1173
1998,NUTS,2010,HU,0,0.1203
1999,NUTS,2010,HU,0,0.1265
2000,NUTS,2010,HU,0,0.1538
2001,NUTS,2010,HU,0,0.1542
2002,NUTS,2010,HU,0,0.1558
2003,NUTS,2010,HU,0,0.1529
2004,NUTS,2010,HU,0,0.1523
2005,NUTS,2010,HU,0,0.1524
2006,NUTS,2010,HU,0,0.1556
2007,NUTS,2010,HU,0,0.1506
2008,NUTS,2010,HU,0,0.1538
2009,NUTS,2010,HU,0,0.1595
2010,NUTS,2010,HU,0,0.1572
2011,NUTS,2010,HU,0,0.1545
2012,NUTS,2010,HU,0,0.1512
2013,NUTS,2010,HU,0,0.1486
2014,NUTS,2010,HU,0,0.1398
2015,NUTS,2010,HU,0,0.1305
2016,NUTS,2010,HU,0,0.1259
2017,NUTS,2010,HU,0,0.134
2018,NUTS,2010,HU,0,0.2099
2019,NUTS,2010,HU,0,0.2189
2020,NUTS,2010,HU,0,0.2346
1999,NUTS,2010,HU1,1,0.2078
2000,NUTS,2010,HU1,1,0.2497
2001,NUTS,2010,HU1,1,0.2446
2002,NUTS,2010,HU1,1,0.2369
2003,NUTS,2010,HU1,1,0.2312
2004,NUTS,2010,HU1,1,0.2258
2005,NUTS,2010,HU1,1,0.2209
2006,NUTS,2010,HU1,1,0.2251
2007,NUTS,2010,HU1,1,0.2207
2008,NUTS,2010,HU1,1,0.2318
2009,NUTS,2010,HU1,1,0.2475
2010,NUTS,2010,HU1,1,0.239
2011,NUTS,2010,HU1,1,0.2299
2012,NUTS,2010,HU1,1,0.2237
2013,NUTS,2010,HU1,1,0.2264
2014,NUTS,2010,HU1,1,0.2153
2015,NUTS,2010,HU1,1,0.1985
2016,NUTS,2010,HU1,1,0.1923
2017,NUTS,2010,HU1,1,0.204
2018,NUTS,2010,HU1,1,0.3122
2019,NUTS,2010,HU1,1,0.328
1999,NUTS,2010,HU10,2,0.2078
2000,NUTS,2010,HU10,2,0.2497
2001,NUTS,2010,HU10,2,0.2446
2002,NUTS,2010,HU10,2,0.2369
2003,NUTS,2010,HU10,2,0.2312
2004,NUTS,2010,HU10,2,0.2258
2005,NUTS,2010,HU10,2,0.2209
2006,NUTS,2010,HU10,2,0.2251
2007,NUTS,2010,HU10,2,0.2207
2008,NUTS,2010,HU10,2,0.2318
2009,NUTS,2010,HU10,2,0.2475
2010,NUTS,2010,HU10,2,0.239
2011,NUTS,2010,HU10,2,0.2299
2012,NUTS,2010,HU10,2,0.2237
2013,NUTS,2010,HU10,2,0.2264
2014,NUTS,2010,HU10,2,0.2153
2015,NUTS,2010,HU10,2,0.1985
2016,NUTS,2010,HU10,2,0.1923
2017,NUTS,2010,HU11,2,0.3126
2018,NUTS,2010,HU11,2,0.4753
2019,NUTS,2010,HU11,2,0.538
2017,NUTS,2010,HU12,2,0.0453
2018,NUTS,2010,HU12,2,0.0837
2019,NUTS,2010,HU12,2,0.0382
1999,NUTS,2010,HU2,1,0.0702
2000,NUTS,2010,HU2,1,0.0961
2001,NUTS,2010,HU2,1,0.0986
2002,NUTS,2010,HU2,1,0.0943
2003,NUTS,2010,HU2,1,0.0964
2004,NUTS,2010,HU2,1,0.1026
2005,NUTS,2010,HU2,1,0.1026
2006,NUTS,2010,HU2,1,0.1054
2007,NUTS,2010,HU2,1,0.0941
2008,NUTS,2010,HU2,1,0.0873
2009,NUTS,2010,HU2,1,0.0926
2010,NUTS,2010,HU2,1,0.1004
2011,NUTS,2010,HU2,1,0.1017
2012,NUTS,2010,HU2,1,0.1003
2013,NUTS,2010,HU2,1,0.0825
2014,NUTS,2010,HU2,1,0.0762
2015,NUTS,2010,HU2,1,0.0665
2016,NUTS,2010,HU2,1,0.0663
2017,NUTS,2010,HU2,1,0.0791
2018,NUTS,2010,HU2,1,0.1697
2019,NUTS,2010,HU2,1,0.1461
1999,NUTS,2010,HU21,2,0.0344
2000,NUTS,2010,HU21,2,0.0784
2001,NUTS,2010,HU21,2,0.0774
2002,NUTS,2010,HU21,2,0.0812
2003,NUTS,2010,HU21,2,0.0715
2004,NUTS,2010,HU21,2,0.0891
2005,NUTS,2010,HU21,2,0.0666
2006,NUTS,2010,HU21,2,0.0683
2007,NUTS,2010,HU21,2,0.0601
2008,NUTS,2010,HU21,2,0.0608
2009,NUTS,2010,HU21,2,0.0611
2010,NUTS,2010,HU21,2,0.0563
2011,NUTS,2010,HU21,2,0.0402
2012,NUTS,2010,HU21,2,0.0523
2013,NUTS,2010,HU21,2,0.0462
2014,NUTS,2010,HU21,2,0.0432
2015,NUTS,2010,HU21,2,0.0453
2016,NUTS,2010,HU21,2,0.0398
2017,NUTS,2010,HU21,2,0.0375
2018,NUTS,2010,HU21,2,0.0455
2019,NUTS,2010,HU21,2,0.0498
1999,NUTS,2010,HU22,2,0.0723
2000,NUTS,2010,HU22,2,0.0796
2001,NUTS,2010,HU22,2,0.0882
2002,NUTS,2010,HU22,2,0.0902
2003,NUTS,2010,HU22,2,0.0916
2004,NUTS,2010,HU22,2,0.079
2005,NUTS,2010,HU22,2,0.0792
2006,NUTS,2010,HU22,2,0.0947
2007,NUTS,2010,HU22,2,0.0851
2008,NUTS,2010,HU22,2,0.0906
2009,NUTS,2010,HU22,2,0.1002
2010,NUTS,2010,HU22,2,0.1143
2011,NUTS,2010,HU22,2,0.104
2012,NUTS,2010,HU22,2,0.0895
2013,NUTS,2010,HU22,2,0.0931
2014,NUTS,2010,HU22,2,0.077
2015,NUTS,2010,HU22,2,0.0675
2016,NUTS,2010,HU22,2,0.0595
2017,NUTS,2010,HU22,2,0.0745
2018,NUTS,2010,HU22,2,0.1451
2019,NUTS,2010,HU22,2,0.148
1999,NUTS,2010,HU23,2,0.1136
2000,NUTS,2010,HU23,2,0.1389
2001,NUTS,2010,HU23,2,0.1381
2002,NUTS,2010,HU23,2,0.1169
2003,NUTS,2010,HU23,2,0.1352
2004,NUTS,2010,HU23,2,0.1485
2005,NUTS,2010,HU23,2,0.1776
2006,NUTS,2010,HU23,2,0.1677
2007,NUTS,2010,HU23,2,0.1529
2008,NUTS,2010,HU23,2,0.1197
2009,NUTS,2010,HU23,2,0.1239
2010,NUTS,2010,HU23,2,0.1401
2011,NUTS,2010,HU23,2,0.182
2012,NUTS,2010,HU23,2,0.1788
2013,NUTS,2010,HU23,2,0.1171
2014,NUTS,2010,HU23,2,0.1183
2015,NUTS,2010,HU23,2,0.0938
2016,NUTS,2010,HU23,2,0.1095
2017,NUTS,2010,HU23,2,0.1411
2018,NUTS,2010,HU23,2,0.3671
2019,NUTS,2010,HU23,2,0.2743
1999,NUTS,2010,HU3,1,0.1061
2000,NUTS,2010,HU3,1,0.1232
2001,NUTS,2010,HU3,1,0.1276
2002,NUTS,2010,HU3,1,0.14
2003,NUTS,2010,HU3,1,0.1344
2004,NUTS,2010,HU3,1,0.1306
2005,NUTS,2010,HU3,1,0.1336
2006,NUTS,2010,HU3,1,0.1365
2007,NUTS,2010,HU3,1,0.1352
2008,NUTS,2010,HU3,1,0.1387
2009,NUTS,2010,HU3,1,0.1523
2010,NUTS,2010,HU3,1,0.1471
2011,NUTS,2010,HU3,1,0.146
2012,NUTS,2010,HU3,1,0.1406
2013,NUTS,2010,HU3,1,0.147
2014,NUTS,2010,HU3,1,0.1362
2015,NUTS,2010,HU3,1,0.1327
2016,NUTS,2010,HU3,1,0.1237
2017,NUTS,2010,HU3,1,0.1247
2018,NUTS,2010,HU3,1,0.1654
2019,NUTS,2010,HU3,1,0.1904
1999,NUTS,2010,HU31,2,0.0769
2000,NUTS,2010,HU31,2,0.0799
2001,NUTS,2010,HU31,2,0.0866
2002,NUTS,2010,HU31,2,0.0934
2003,NUTS,2010,HU31,2,0.0941
2004,NUTS,2010,HU31,2,0.0969
2005,NUTS,2010,HU31,2,0.0967
2006,NUTS,2010,HU31,2,0.0992
2007,NUTS,2010,HU31,2,0.0943
2008,NUTS,2010,HU31,2,0.0888
2009,NUTS,2010,HU31,2,0.101
2010,NUTS,2010,HU31,2,0.0979
2011,NUTS,2010,HU31,2,0.0959
2012,NUTS,2010,HU31,2,0.0976
2013,NUTS,2010,HU31,2,0.0816
2014,NUTS,2010,HU31,2,0.0793
2015,NUTS,2010,HU31,2,0.0771
2016,NUTS,2010,HU31,2,0.0754
2017,NUTS,2010,HU31,2,0.0815
2018,NUTS,2010,HU31,2,0.0999
2019,NUTS,2010,HU31,2,0.1181
1999,NUTS,2010,HU32,2,0.1177
2000,NUTS,2010,HU32,2,0.157
2001,NUTS,2010,HU32,2,0.1613
2002,NUTS,2010,HU32,2,0.174
2003,NUTS,2010,HU32,2,0.1691
2004,NUTS,2010,HU32,2,0.1558
2005,NUTS,2010,HU32,2,0.1606
2006,NUTS,2010,HU32,2,0.1651
2007,NUTS,2010,HU32,2,0.1688
2008,NUTS,2010,HU32,2,0.1699
2009,NUTS,2010,HU32,2,0.1762
2010,NUTS,2010,HU32,2,0.1625
2011,NUTS,2010,HU32,2,0.1539
2012,NUTS,2010,HU32,2,0.1506
2013,NUTS,2010,HU32,2,0.1576
2014,NUTS,2010,HU32,2,0.1397
2015,NUTS,2010,HU32,2,0.1292
2016,NUTS,2010,HU32,2,0.1302
2017,NUTS,2010,HU32,2,0.1341
2018,NUTS,2010,HU32,2,0.1815
2019,NUTS,2010,HU32,2,0.205
1999,NUTS,2010,HU33,2,0.1188
2000,NUTS,2010,HU33,2,0.1262
