year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_pc_act_hc_gov_rse_f
2005,NUTS,2010,NO04,2,0.0339
2007,NUTS,2010,NO04,2,0.0508
2008,NUTS,2010,NO04,2,0.0545
2009,NUTS,2010,NO04,2,0.0477
2010,NUTS,2010,NO04,2,0.0535
2011,NUTS,2010,NO04,2,0.0645
2012,NUTS,2010,NO04,2,0.0656
2013,NUTS,2010,NO04,2,0.0701
2014,NUTS,2010,NO04,2,0.0693
2001,NUTS,2010,NO05,2,0.0966
2003,NUTS,2010,NO05,2,0.1146
2005,NUTS,2010,NO05,2,0.1218
2007,NUTS,2010,NO05,2,0.1337
2008,NUTS,2010,NO05,2,0.133
2009,NUTS,2010,NO05,2,0.1752
2010,NUTS,2010,NO05,2,0.1785
2011,NUTS,2010,NO05,2,0.1878
2012,NUTS,2010,NO05,2,0.1826
2013,NUTS,2010,NO05,2,0.1849
2014,NUTS,2010,NO05,2,0.1944
2001,NUTS,2010,NO06,2,0.1336
2003,NUTS,2010,NO06,2,0.1396
2005,NUTS,2010,NO06,2,0.1299
2007,NUTS,2010,NO06,2,0.167
2008,NUTS,2010,NO06,2,0.1856
2009,NUTS,2010,NO06,2,0.2127
2010,NUTS,2010,NO06,2,0.2296
2011,NUTS,2010,NO06,2,0.2133
2012,NUTS,2010,NO06,2,0.213
2013,NUTS,2010,NO06,2,0.202
2014,NUTS,2010,NO06,2,0.1805
2001,NUTS,2010,NO07,2,0.096
2003,NUTS,2010,NO07,2,0.1095
2005,NUTS,2010,NO07,2,0.1152
2007,NUTS,2010,NO07,2,0.1527
2008,NUTS,2010,NO07,2,0.135
2009,NUTS,2010,NO07,2,0.164
2010,NUTS,2010,NO07,2,0.1748
2011,NUTS,2010,NO07,2,0.1798
2012,NUTS,2010,NO07,2,0.1884
2013,NUTS,2010,NO07,2,0.1807
2014,NUTS,2010,NO07,2,0.1832
2000,NUTS,2010,PL,0,0.068
2003,NUTS,2010,PL,0,0.0805
2004,NUTS,2010,PL,0,0.0772
2005,NUTS,2010,PL,0,0.0741
2006,NUTS,2010,PL,0,0.0795
2007,NUTS,2010,PL,0,0.0828
2008,NUTS,2010,PL,0,0.0776
2009,NUTS,2010,PL,0,0.0851
2010,NUTS,2010,PL,0,0.0932
2011,NUTS,2010,PL,0,0.0868
2012,NUTS,2010,PL,0,0.0863
2013,NUTS,2010,PL,0,0.0875
2014,NUTS,2010,PL,0,0.0886
2015,NUTS,2010,PL,0,0.0851
2016,NUTS,2010,PL,0,0.0306
2017,NUTS,2010,PL,0,0.0409
2018,NUTS,2010,PL,0,0.0364
2019,NUTS,2010,PL,0,0.0342
2000,NUTS,2010,PL1,1,0.3471
2003,NUTS,2010,PL1,1,0.4415
2004,NUTS,2010,PL1,1,0.4164
2005,NUTS,2010,PL1,1,0.397
2006,NUTS,2010,PL1,1,0.4016
2007,NUTS,2010,PL1,1,0.3915
2008,NUTS,2010,PL1,1,0.3383
2009,NUTS,2010,PL1,1,0.366
2011,NUTS,2010,PL1,1,0.3647
2012,NUTS,2010,PL1,1,0.3274
2013,NUTS,2010,PL1,1,0.2245
2014,NUTS,2010,PL1,1,0.2188
2015,NUTS,2010,PL1,1,0.206
2000,NUTS,2010,PL11,2,0.0511
2003,NUTS,2010,PL11,2,0.0689
2004,NUTS,2010,PL11,2,0.0647
2005,NUTS,2010,PL11,2,0.069
2006,NUTS,2010,PL11,2,0.0766
2007,NUTS,2010,PL11,2,0.0794
2008,NUTS,2010,PL11,2,0.0558
2009,NUTS,2010,PL11,2,0.0783
2012,NUTS,2010,PL11,2,0.0718
2000,NUTS,2010,PL12,2,0.3158
2003,NUTS,2010,PL12,2,0.401
2004,NUTS,2010,PL12,2,0.379
2005,NUTS,2010,PL12,2,0.3562
2006,NUTS,2010,PL12,2,0.3586
2007,NUTS,2010,PL12,2,0.3478
2008,NUTS,2010,PL12,2,0.3082
2009,NUTS,2010,PL12,2,0.3263
2010,NUTS,2010,PL12,2,0.3679
2012,NUTS,2010,PL12,2,0.2913
2000,NUTS,2010,PL2,1,0.0413
2003,NUTS,2010,PL2,1,0.0456
2004,NUTS,2010,PL2,1,0.0462
2005,NUTS,2010,PL2,1,0.0403
2006,NUTS,2010,PL2,1,0.0459
2007,NUTS,2010,PL2,1,0.0519
2008,NUTS,2010,PL2,1,0.049
2009,NUTS,2010,PL2,1,0.0609
2011,NUTS,2010,PL2,1,0.0618
2013,NUTS,2010,PL2,1,0.0698
2014,NUTS,2010,PL2,1,0.0726
2015,NUTS,2010,PL2,1,0.0817
2016,NUTS,2010,PL2,1,0.0231
2017,NUTS,2010,PL2,1,0.0342
2018,NUTS,2010,PL2,1,0.0377
2019,NUTS,2010,PL2,1,0.0223
2000,NUTS,2010,PL21,2,0.0517
2003,NUTS,2010,PL21,2,0.0618
2004,NUTS,2010,PL21,2,0.0682
2005,NUTS,2010,PL21,2,0.0671
2006,NUTS,2010,PL21,2,0.0733
2007,NUTS,2010,PL21,2,0.0874
2008,NUTS,2010,PL21,2,0.0704
2009,NUTS,2010,PL21,2,0.0919
2011,NUTS,2010,PL21,2,0.0937
2015,NUTS,2010,PL21,2,0.1219
2017,NUTS,2010,PL21,2,0.0589
2018,NUTS,2010,PL21,2,0.0669
2019,NUTS,2010,PL21,2,0.0412
2000,NUTS,2010,PL22,2,0.0314
2003,NUTS,2010,PL22,2,0.0323
2004,NUTS,2010,PL22,2,0.03
2005,NUTS,2010,PL22,2,0.0216
2006,NUTS,2010,PL22,2,0.0246
2007,NUTS,2010,PL22,2,0.0247
2008,NUTS,2010,PL22,2,0.0328
2009,NUTS,2010,PL22,2,0.0388
2010,NUTS,2010,PL22,2,0.0309
2011,NUTS,2010,PL22,2,0.0393
2012,NUTS,2010,PL22,2,0.0533
2015,NUTS,2010,PL22,2,0.0529
2017,NUTS,2010,PL22,2,0.0157
2018,NUTS,2010,PL22,2,0.0156
2019,NUTS,2010,PL22,2,0.0078
2000,NUTS,2010,PL3,1,0.0138
2003,NUTS,2010,PL3,1,0.0152
2004,NUTS,2010,PL3,1,0.0141
2005,NUTS,2010,PL3,1,0.0124
2006,NUTS,2010,PL3,1,0.0139
2007,NUTS,2010,PL3,1,0.0188
2008,NUTS,2010,PL3,1,0.0164
2009,NUTS,2010,PL3,1,0.0141
2010,NUTS,2010,PL3,1,0.017
2011,NUTS,2010,PL3,1,0.0175
2000,NUTS,2010,PL31,2,0.0314
2003,NUTS,2010,PL31,2,0.0423
2004,NUTS,2010,PL31,2,0.0363
2005,NUTS,2010,PL31,2,0.0328
2006,NUTS,2010,PL31,2,0.0355
2007,NUTS,2010,PL31,2,0.0474
2008,NUTS,2010,PL31,2,0.0459
2009,NUTS,2010,PL31,2,0.0396
2011,NUTS,2010,PL31,2,0.0482
2012,NUTS,2010,PL31,2,0.0478
2013,NUTS,2010,PL31,2,0.0396
2014,NUTS,2010,PL31,2,0.0391
2015,NUTS,2010,PL31,2,0.03
2000,NUTS,2010,PL32,2,0.0036
2003,NUTS,2010,PL32,2,0.0002
2004,NUTS,2010,PL32,2,0.0003
2005,NUTS,2010,PL32,2,0.0
2006,NUTS,2010,PL32,2,0.0032
2007,NUTS,2010,PL32,2,0.0053
2008,NUTS,2010,PL32,2,0.0005
2015,NUTS,2010,PL32,2,0.0055
2007,NUTS,2010,PL33,2,0.0
2008,NUTS,2010,PL33,2,0.0
2012,NUTS,2010,PL33,2,0.0
2007,NUTS,2010,PL34,2,0.004
2008,NUTS,2010,PL34,2,0.0042
2013,NUTS,2010,PL34,2,0.0088
2000,NUTS,2010,PL4,1,0.0219
2003,NUTS,2010,PL4,1,0.0269
2004,NUTS,2010,PL4,1,0.0274
2005,NUTS,2010,PL4,1,0.0276
2006,NUTS,2010,PL4,1,0.0279
2007,NUTS,2010,PL4,1,0.0259
2008,NUTS,2010,PL4,1,0.0421
2009,NUTS,2010,PL4,1,0.0295
2011,NUTS,2010,PL4,1,0.0364
2013,NUTS,2010,PL4,1,0.0421
2016,NUTS,2010,PL4,1,0.0047
2017,NUTS,2010,PL4,1,0.0107
2018,NUTS,2010,PL4,1,0.0158
2000,NUTS,2010,PL41,2,0.037
2003,NUTS,2010,PL41,2,0.0469
2004,NUTS,2010,PL41,2,0.0486
2005,NUTS,2010,PL41,2,0.0494
2006,NUTS,2010,PL41,2,0.049
2007,NUTS,2010,PL41,2,0.044
2008,NUTS,2010,PL41,2,0.071
2009,NUTS,2010,PL41,2,0.0525
2010,NUTS,2010,PL41,2,0.0716
2017,NUTS,2010,PL41,2,0.0096
2018,NUTS,2010,PL41,2,0.0148
2019,NUTS,2010,PL41,2,0.0176
2005,NUTS,2010,PL42,2,0.0
2008,NUTS,2010,PL42,2,0.0084
2011,NUTS,2010,PL42,2,0.0
2014,NUTS,2010,PL42,2,0.0018
2019,NUTS,2010,PL42,2,0.0123
2008,NUTS,2010,PL43,2,0.001
2010,NUTS,2010,PL43,2,0.0
2013,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2000,NUTS,2010,PL5,1,0.0141
2003,NUTS,2010,PL5,1,0.0178
2004,NUTS,2010,PL5,1,0.0145
2005,NUTS,2010,PL5,1,0.0179
2006,NUTS,2010,PL5,1,0.0223
2007,NUTS,2010,PL5,1,0.0208
2008,NUTS,2010,PL5,1,0.0209
2010,NUTS,2010,PL5,1,0.0327
2011,NUTS,2010,PL5,1,0.0302
2014,NUTS,2010,PL5,1,0.0422
2016,NUTS,2010,PL5,1,0.0076
2017,NUTS,2010,PL5,1,0.0158
2018,NUTS,2010,PL5,1,0.0151
2000,NUTS,2010,PL51,2,0.0174
2003,NUTS,2010,PL51,2,0.0193
2004,NUTS,2010,PL51,2,0.0143
2005,NUTS,2010,PL51,2,0.0194
2008,NUTS,2010,PL51,2,0.0207
2009,NUTS,2010,PL51,2,0.0277
2018,NUTS,2010,PL51,2,0.0176
2019,NUTS,2010,PL51,2,0.0195
2000,NUTS,2010,PL52,2,0.0054
2003,NUTS,2010,PL52,2,0.0127
2004,NUTS,2010,PL52,2,0.0152
2008,NUTS,2010,PL52,2,0.0218
2015,NUTS,2010,PL52,2,0.0396
2018,NUTS,2010,PL52,2,0.0071
2000,NUTS,2010,PL6,1,0.0197
2003,NUTS,2010,PL6,1,0.0162
2004,NUTS,2010,PL6,1,0.0154
2005,NUTS,2010,PL6,1,0.0123
2006,NUTS,2010,PL6,1,0.0164
2007,NUTS,2010,PL6,1,0.018
2008,NUTS,2010,PL6,1,0.0191
2010,NUTS,2010,PL6,1,0.0195
2011,NUTS,2010,PL6,1,0.0206
2014,NUTS,2010,PL6,1,0.0237
2015,NUTS,2010,PL6,1,0.022
2016,NUTS,2010,PL6,1,0.0063
2017,NUTS,2010,PL6,1,0.0109
2018,NUTS,2010,PL6,1,0.0164
2019,NUTS,2010,PL6,1,0.0158
2003,NUTS,2010,PL61,2,0.0007
2004,NUTS,2010,PL61,2,0.0004
2005,NUTS,2010,PL61,2,0.0
2008,NUTS,2010,PL61,2,0.0092
2012,NUTS,2010,PL61,2,0.0113
2013,NUTS,2010,PL61,2,0.0109
2014,NUTS,2010,PL61,2,0.01
2015,NUTS,2010,PL61,2,0.0094
2018,NUTS,2010,PL61,2,0.0138
2019,NUTS,2010,PL61,2,0.0118
2003,NUTS,2010,PL62,2,0.0394
2004,NUTS,2010,PL62,2,0.0404
2005,NUTS,2010,PL62,2,0.023
2006,NUTS,2010,PL62,2,0.0236
2008,NUTS,2010,PL62,2,0.0194
2009,NUTS,2010,PL62,2,0.0205
2011,NUTS,2010,PL62,2,0.0304
2012,NUTS,2010,PL62,2,0.0325
2014,NUTS,2010,PL62,2,0.0394
2015,NUTS,2010,PL62,2,0.0352
2016,NUTS,2010,PL62,2,0.0139
2018,NUTS,2010,PL62,2,0.0121
2019,NUTS,2010,PL62,2,0.0036
2000,NUTS,2010,PL63,2,0.0391
2003,NUTS,2010,PL63,2,0.0184
2004,NUTS,2010,PL63,2,0.0165
2005,NUTS,2010,PL63,2,0.0181
2006,NUTS,2010,PL63,2,0.0289
2007,NUTS,2010,PL63,2,0.0259
2008,NUTS,2010,PL63,2,0.0278
2009,NUTS,2010,PL63,2,0.0268
2013,NUTS,2010,PL63,2,0.0318
2014,NUTS,2010,PL63,2,0.0266
2015,NUTS,2010,PL63,2,0.0251
2018,NUTS,2010,PL63,2,0.021
2019,NUTS,2010,PL63,2,0.0256
2016,NUTS,2010,PL7,1,0.028
2017,NUTS,2010,PL7,1,0.041
2018,NUTS,2010,PL7,1,0.0444
2019,NUTS,2010,PL7,1,0.037
2018,NUTS,2010,PL71,2,0.0508
2018,NUTS,2010,PL72,2,0.0299
2016,NUTS,2010,PL8,1,0.0076
2017,NUTS,2010,PL8,1,0.0105
2018,NUTS,2010,PL8,1,0.0107
2019,NUTS,2010,PL8,1,0.0101
2019,NUTS,2010,PL81,2,0.0158
2018,NUTS,2010,PL84,2,0.0145
2016,NUTS,2010,PL9,1,0.1205
2017,NUTS,2010,PL9,1,0.1445
2018,NUTS,2010,PL9,1,0.099
2019,NUTS,2010,PL9,1,0.1066
2016,NUTS,2010,PL91,2,0.2071
2018,NUTS,2010,PL91,2,0.1625
2019,NUTS,2010,PL91,2,0.169
2016,NUTS,2010,PL92,2,0.0025
2018,NUTS,2010,PL92,2,0.0043
2019,NUTS,2010,PL92,2,0.0056
1997,NUTS,2010,PT,0,0.0842
1998,NUTS,2010,PT,0,0.1075
1999,NUTS,2010,PT,0,0.1323
2000,NUTS,2010,PT,0,0.1294
2001,NUTS,2010,PT,0,0.127
2002,NUTS,2010,PT,0,0.1247
2003,NUTS,2010,PT,0,0.1226
2004,NUTS,2010,PT,0,0.1273
2005,NUTS,2010,PT,0,0.1308
2006,NUTS,2010,PT,0,0.1207
2007,NUTS,2010,PT,0,0.1108
2008,NUTS,2010,PT,0,0.1083
2009,NUTS,2010,PT,0,0.1137
2010,NUTS,2010,PT,0,0.1302
2011,NUTS,2010,PT,0,0.1537
2012,NUTS,2010,PT,0,0.1209
2013,NUTS,2010,PT,0,0.1013
2014,NUTS,2010,PT,0,0.1097
2015,NUTS,2010,PT,0,0.1128
2016,NUTS,2010,PT,0,0.1165
2017,NUTS,2010,PT,0,0.1317
2018,NUTS,2010,PT,0,0.1366
2019,NUTS,2010,PT,0,0.1427
2020,NUTS,2010,PT,0,0.1482
2000,NUTS,2010,PT1,1,0.1237
2001,NUTS,2010,PT1,1,0.1203
2002,NUTS,2010,PT1,1,0.1186
2003,NUTS,2010,PT1,1,0.1167
2004,NUTS,2010,PT1,1,0.1229
2005,NUTS,2010,PT1,1,0.1256
2006,NUTS,2010,PT1,1,0.1161
2007,NUTS,2010,PT1,1,0.1065
2008,NUTS,2010,PT1,1,0.105
2009,NUTS,2010,PT1,1,0.104
2010,NUTS,2010,PT1,1,0.1199
2011,NUTS,2010,PT1,1,0.1434
2012,NUTS,2010,PT1,1,0.1118
2013,NUTS,2010,PT1,1,0.0965
2014,NUTS,2010,PT1,1,0.1053
2015,NUTS,2010,PT1,1,0.1084
2016,NUTS,2010,PT1,1,0.1119
2017,NUTS,2010,PT1,1,0.1268
2018,NUTS,2010,PT1,1,0.1327
2019,NUTS,2010,PT1,1,0.1379
2020,NUTS,2010,PT1,1,0.1426
2000,NUTS,2010,PT11,2,0.0572
2001,NUTS,2010,PT11,2,0.0547
2002,NUTS,2010,PT11,2,0.0479
2003,NUTS,2010,PT11,2,0.0405
2004,NUTS,2010,PT11,2,0.0456
2005,NUTS,2010,PT11,2,0.0488
2006,NUTS,2010,PT11,2,0.0459
2007,NUTS,2010,PT11,2,0.0434
2008,NUTS,2010,PT11,2,0.0409
2009,NUTS,2010,PT11,2,0.0483
2010,NUTS,2010,PT11,2,0.0705
2011,NUTS,2010,PT11,2,0.0911
2012,NUTS,2010,PT11,2,0.0631
2013,NUTS,2010,PT11,2,0.0651
2014,NUTS,2010,PT11,2,0.0798
2015,NUTS,2010,PT11,2,0.0974
2016,NUTS,2010,PT11,2,0.1051
2017,NUTS,2010,PT11,2,0.1225
2018,NUTS,2010,PT11,2,0.135
2019,NUTS,2010,PT11,2,0.1492
2020,NUTS,2010,PT11,2,0.1429
2000,NUTS,2010,PT15,2,0.0513
2001,NUTS,2010,PT15,2,0.0504
2002,NUTS,2010,PT15,2,0.0382
2003,NUTS,2010,PT15,2,0.0274
2004,NUTS,2010,PT15,2,0.022
2005,NUTS,2010,PT15,2,0.0162
2006,NUTS,2010,PT15,2,0.02
2007,NUTS,2010,PT15,2,0.024
2008,NUTS,2010,PT15,2,0.0156
2009,NUTS,2010,PT15,2,0.0396
2010,NUTS,2010,PT15,2,0.0928
2011,NUTS,2010,PT15,2,0.0701
2012,NUTS,2010,PT15,2,0.1102
2013,NUTS,2010,PT15,2,0.0692
2014,NUTS,2010,PT15,2,0.0245
2015,NUTS,2010,PT15,2,0.0211
2016,NUTS,2010,PT15,2,0.0286
2017,NUTS,2010,PT15,2,0.0379
2018,NUTS,2010,PT15,2,0.0402
2019,NUTS,2010,PT15,2,0.0403
2020,NUTS,2010,PT15,2,0.0649
2000,NUTS,2010,PT16,2,0.0438
2001,NUTS,2010,PT16,2,0.0362
2002,NUTS,2010,PT16,2,0.0419
2003,NUTS,2010,PT16,2,0.0471
2004,NUTS,2010,PT16,2,0.0624
2005,NUTS,2010,PT16,2,0.0768
2006,NUTS,2010,PT16,2,0.0609
2007,NUTS,2010,PT16,2,0.0448
2008,NUTS,2010,PT16,2,0.0439
2009,NUTS,2010,PT16,2,0.0514
2010,NUTS,2010,PT16,2,0.0705
2011,NUTS,2010,PT16,2,0.0896
2012,NUTS,2010,PT16,2,0.0678
2013,NUTS,2010,PT16,2,0.0547
2014,NUTS,2010,PT16,2,0.067
2015,NUTS,2010,PT16,2,0.0766
2016,NUTS,2010,PT16,2,0.0808
2017,NUTS,2010,PT16,2,0.0861
2018,NUTS,2010,PT16,2,0.0831
2019,NUTS,2010,PT16,2,0.0931
2020,NUTS,2010,PT16,2,0.09
2000,NUTS,2010,PT17,2,0.3109
2001,NUTS,2010,PT17,2,0.3079
2002,NUTS,2010,PT17,2,0.3112
2003,NUTS,2010,PT17,2,0.3117
2004,NUTS,2010,PT17,2,0.3166
2005,NUTS,2010,PT17,2,0.3134
2006,NUTS,2010,PT17,2,0.2978
2007,NUTS,2010,PT17,2,0.2752
2008,NUTS,2010,PT17,2,0.2701
2009,NUTS,2010,PT17,2,0.2527
2010,NUTS,2010,PT17,2,0.2578
2011,NUTS,2010,PT17,2,0.2977
2012,NUTS,2010,PT17,2,0.2365
2013,NUTS,2010,PT17,2,0.1965
2014,NUTS,2010,PT17,2,0.2044
2015,NUTS,2010,PT17,2,0.1846
2016,NUTS,2010,PT17,2,0.1813
2017,NUTS,2010,PT17,2,0.2065
2018,NUTS,2010,PT17,2,0.2126
2019,NUTS,2010,PT17,2,0.2041
2020,NUTS,2010,PT17,2,0.2258
2000,NUTS,2010,PT18,2,0.0512
2001,NUTS,2010,PT18,2,0.0474
2002,NUTS,2010,PT18,2,0.0514
2003,NUTS,2010,PT18,2,0.0574
2004,NUTS,2010,PT18,2,0.0475
2005,NUTS,2010,PT18,2,0.0379
2006,NUTS,2010,PT18,2,0.0364
2007,NUTS,2010,PT18,2,0.0364
2008,NUTS,2010,PT18,2,0.0442
2009,NUTS,2010,PT18,2,0.0263
2010,NUTS,2010,PT18,2,0.0242
2011,NUTS,2010,PT18,2,0.0136
2012,NUTS,2010,PT18,2,0.0066
2013,NUTS,2010,PT18,2,0.0066
2014,NUTS,2010,PT18,2,0.0042
2015,NUTS,2010,PT18,2,0.0072
2016,NUTS,2010,PT18,2,0.0068
2017,NUTS,2010,PT18,2,0.0
2018,NUTS,2010,PT18,2,0.0018
2019,NUTS,2010,PT18,2,0.0006
2020,NUTS,2010,PT18,2,0.0012
2000,NUTS,2010,PT2,1,0.078
2001,NUTS,2010,PT2,1,0.0761
2002,NUTS,2010,PT2,1,0.0769
2003,NUTS,2010,PT2,1,0.0814
2004,NUTS,2010,PT2,1,0.0769
2005,NUTS,2010,PT2,1,0.0745
2006,NUTS,2010,PT2,1,0.0719
2007,NUTS,2010,PT2,1,0.0694
2008,NUTS,2010,PT2,1,0.0356
2009,NUTS,2010,PT2,1,0.0507
2010,NUTS,2010,PT2,1,0.0353
2011,NUTS,2010,PT2,1,0.0742
2012,NUTS,2010,PT2,1,0.1861
2013,NUTS,2010,PT2,1,0.0865
2014,NUTS,2010,PT2,1,0.1123
2015,NUTS,2010,PT2,1,0.1062
2016,NUTS,2010,PT2,1,0.1051
2017,NUTS,2010,PT2,1,0.1011
2018,NUTS,2010,PT2,1,0.0755
2019,NUTS,2010,PT2,1,0.0823
2020,NUTS,2010,PT2,1,0.1257
2000,NUTS,2010,PT20,2,0.078
2001,NUTS,2010,PT20,2,0.0761
2002,NUTS,2010,PT20,2,0.0769
2003,NUTS,2010,PT20,2,0.0814
2004,NUTS,2010,PT20,2,0.0769
2005,NUTS,2010,PT20,2,0.0745
2006,NUTS,2010,PT20,2,0.0719
2007,NUTS,2010,PT20,2,0.0694
2008,NUTS,2010,PT20,2,0.0356
2009,NUTS,2010,PT20,2,0.0507
2010,NUTS,2010,PT20,2,0.0353
2011,NUTS,2010,PT20,2,0.0742
2012,NUTS,2010,PT20,2,0.1861
2013,NUTS,2010,PT20,2,0.0865
2014,NUTS,2010,PT20,2,0.1123
2015,NUTS,2010,PT20,2,0.1062
2016,NUTS,2010,PT20,2,0.1051
2017,NUTS,2010,PT20,2,0.1011
2018,NUTS,2010,PT20,2,0.0755
2019,NUTS,2010,PT20,2,0.0823
2020,NUTS,2010,PT20,2,0.1257
2000,NUTS,2010,PT3,1,0.1319
2001,NUTS,2010,PT3,1,0.1549
2002,NUTS,2010,PT3,1,0.1158
2003,NUTS,2010,PT3,1,0.0863
2004,NUTS,2010,PT3,1,0.0841
2005,NUTS,2010,PT3,1,0.0797
2006,NUTS,2010,PT3,1,0.063
2007,NUTS,2010,PT3,1,0.0455
2008,NUTS,2010,PT3,1,0.0431
2009,NUTS,2010,PT3,1,0.0628
2010,NUTS,2010,PT3,1,0.0873
2011,NUTS,2010,PT3,1,0.1757
2012,NUTS,2010,PT3,1,0.0745
2013,NUTS,2010,PT3,1,0.0459
2014,NUTS,2010,PT3,1,0.0475
2015,NUTS,2010,PT3,1,0.067
2016,NUTS,2010,PT3,1,0.091
2017,NUTS,2010,PT3,1,0.1118
2018,NUTS,2010,PT3,1,0.1021
2019,NUTS,2010,PT3,1,0.1172
2020,NUTS,2010,PT3,1,0.131
2000,NUTS,2010,PT30,2,0.1319
2001,NUTS,2010,PT30,2,0.1549
2002,NUTS,2010,PT30,2,0.1158
2003,NUTS,2010,PT30,2,0.0863
2004,NUTS,2010,PT30,2,0.0841
2005,NUTS,2010,PT30,2,0.0797
2006,NUTS,2010,PT30,2,0.063
2007,NUTS,2010,PT30,2,0.0455
2008,NUTS,2010,PT30,2,0.0431
2009,NUTS,2010,PT30,2,0.0628
2010,NUTS,2010,PT30,2,0.0873
2011,NUTS,2010,PT30,2,0.1757
2012,NUTS,2010,PT30,2,0.0745
2013,NUTS,2010,PT30,2,0.0459
2014,NUTS,2010,PT30,2,0.0475
2015,NUTS,2010,PT30,2,0.067
2016,NUTS,2010,PT30,2,0.091
2017,NUTS,2010,PT30,2,0.1118
2018,NUTS,2010,PT30,2,0.1021
2019,NUTS,2010,PT30,2,0.1172
2020,NUTS,2010,PT30,2,0.131
1998,NUTS,2010,RO,0,0.0712
1999,NUTS,2010,RO,0,0.0621
2000,NUTS,2010,RO,0,0.0552
2001,NUTS,2010,RO,0,0.0593
2002,NUTS,2010,RO,0,0.0683
2003,NUTS,2010,RO,0,0.074
2004,NUTS,2010,RO,0,0.0764
2005,NUTS,2010,RO,0,0.0976
2006,NUTS,2010,RO,0,0.0683
2007,NUTS,2010,RO,0,0.0725
2008,NUTS,2010,RO,0,0.08
2009,NUTS,2010,RO,0,0.0881
2010,NUTS,2010,RO,0,0.0879
2011,NUTS,2010,RO,0,0.0854
2012,NUTS,2010,RO,0,0.0949
2013,NUTS,2010,RO,0,0.101
2014,NUTS,2010,RO,0,0.0996
2015,NUTS,2010,RO,0,0.104
2016,NUTS,2010,RO,0,0.1039
2017,NUTS,2010,RO,0,0.0982
2018,NUTS,2010,RO,0,0.0998
2019,NUTS,2010,RO,0,0.1044
2002,NUTS,2010,RO1,1,0.0106
2003,NUTS,2010,RO1,1,0.0168
2004,NUTS,2010,RO1,1,0.008
2005,NUTS,2010,RO1,1,0.008
2006,NUTS,2010,RO1,1,0.0154
2007,NUTS,2010,RO1,1,0.0165
2008,NUTS,2010,RO1,1,0.0135
2009,NUTS,2010,RO1,1,0.018
2010,NUTS,2010,RO1,1,0.0097
2011,NUTS,2010,RO1,1,0.0155
2012,NUTS,2010,RO1,1,0.0293
2013,NUTS,2010,RO1,1,0.0314
2014,NUTS,2010,RO1,1,0.0305
2015,NUTS,2010,RO1,1,0.0323
2016,NUTS,2010,RO1,1,0.0313
2017,NUTS,2010,RO1,1,0.0277
2018,NUTS,2010,RO1,1,0.0296
2019,NUTS,2010,RO1,1,0.0324
2002,NUTS,2010,RO11,2,0.0163
2003,NUTS,2010,RO11,2,0.0278
2004,NUTS,2010,RO11,2,0.0111
2005,NUTS,2010,RO11,2,0.0112
2006,NUTS,2010,RO11,2,0.0256
2007,NUTS,2010,RO11,2,0.0263
2008,NUTS,2010,RO11,2,0.0213
2009,NUTS,2010,RO11,2,0.0292
2010,NUTS,2010,RO11,2,0.0122
2011,NUTS,2010,RO11,2,0.0193
2012,NUTS,2010,RO11,2,0.0417
2013,NUTS,2010,RO11,2,0.0446
2014,NUTS,2010,RO11,2,0.0402
2015,NUTS,2010,RO11,2,0.0442
2016,NUTS,2010,RO11,2,0.0426
2017,NUTS,2010,RO11,2,0.039
2018,NUTS,2010,RO11,2,0.0414
2019,NUTS,2010,RO11,2,0.044
2002,NUTS,2010,RO12,2,0.0043
2003,NUTS,2010,RO12,2,0.0046
2004,NUTS,2010,RO12,2,0.0044
2005,NUTS,2010,RO12,2,0.0043
2006,NUTS,2010,RO12,2,0.0035
2007,NUTS,2010,RO12,2,0.0051
2008,NUTS,2010,RO12,2,0.0048
2009,NUTS,2010,RO12,2,0.0054
2010,NUTS,2010,RO12,2,0.0065
2011,NUTS,2010,RO12,2,0.0106
2012,NUTS,2010,RO12,2,0.0125
2013,NUTS,2010,RO12,2,0.014
2014,NUTS,2010,RO12,2,0.0177
2015,NUTS,2010,RO12,2,0.0169
2016,NUTS,2010,RO12,2,0.0166
2017,NUTS,2010,RO12,2,0.013
2018,NUTS,2010,RO12,2,0.0131
2019,NUTS,2010,RO12,2,0.0171
2002,NUTS,2010,RO2,1,0.0142
2003,NUTS,2010,RO2,1,0.0141
2004,NUTS,2010,RO2,1,0.0193
2005,NUTS,2010,RO2,1,0.0176
2006,NUTS,2010,RO2,1,0.0201
2007,NUTS,2010,RO2,1,0.0214
2008,NUTS,2010,RO2,1,0.0226
2009,NUTS,2010,RO2,1,0.02
2010,NUTS,2010,RO2,1,0.0247
2011,NUTS,2010,RO2,1,0.0306
2012,NUTS,2010,RO2,1,0.0284
2013,NUTS,2010,RO2,1,0.0285
2014,NUTS,2010,RO2,1,0.0291
2015,NUTS,2010,RO2,1,0.0316
2016,NUTS,2010,RO2,1,0.0319
2017,NUTS,2010,RO2,1,0.0309
2018,NUTS,2010,RO2,1,0.0336
2019,NUTS,2010,RO2,1,0.0352
2002,NUTS,2010,RO21,2,0.0191
2003,NUTS,2010,RO21,2,0.019
2004,NUTS,2010,RO21,2,0.0263
2005,NUTS,2010,RO21,2,0.0244
