year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_pps_hes
1998,NUTS,2010,DEB2,2,31.94
1999,NUTS,2010,DEB2,2,34.788
2000,NUTS,2010,DEB2,2,37.165
2003,NUTS,2010,DEB2,2,43.779
2004,NUTS,2010,DEB2,2,37.422
2005,NUTS,2010,DEB2,2,38.538
2006,NUTS,2010,DEB2,2,43.332
2007,NUTS,2010,DEB2,2,37.591
2008,NUTS,2010,DEB2,2,36.656
2009,NUTS,2010,DEB2,2,44.036
2010,NUTS,2010,DEB2,2,305.782
2011,NUTS,2010,DEB2,2,328.488
2012,NUTS,2010,DEB2,2,311.548
2013,NUTS,2010,DEB2,2,328.63
2014,NUTS,2010,DEB2,2,326.814
2015,NUTS,2010,DEB2,2,337.274
2016,NUTS,2010,DEB2,2,386.011
2017,NUTS,2010,DEB2,2,55.794
2018,NUTS,2010,DEB2,2,58.567
2019,NUTS,2010,DEB2,2,58.862
1995,NUTS,2010,DEB3,2,169.207
1996,NUTS,2010,DEB3,2,177.273
1997,NUTS,2010,DEB3,2,186.054
1998,NUTS,2010,DEB3,2,188.05
1999,NUTS,2010,DEB3,2,207.824
2000,NUTS,2010,DEB3,2,219.575
2003,NUTS,2010,DEB3,2,243.906
2004,NUTS,2010,DEB3,2,245.339
2005,NUTS,2010,DEB3,2,252.954
2006,NUTS,2010,DEB3,2,308.006
2007,NUTS,2010,DEB3,2,267.862
2008,NUTS,2010,DEB3,2,286.527
2009,NUTS,2010,DEB3,2,306.29
2010,NUTS,2010,DEB3,2,86.046
2011,NUTS,2010,DEB3,2,90.33
2012,NUTS,2010,DEB3,2,100.818
2013,NUTS,2010,DEB3,2,103.014
2014,NUTS,2010,DEB3,2,102.89
2015,NUTS,2010,DEB3,2,106.872
2016,NUTS,2010,DEB3,2,118.228
2017,NUTS,2010,DEB3,2,515.269
2018,NUTS,2010,DEB3,2,545.903
2019,NUTS,2010,DEB3,2,462.078
1995,NUTS,2010,DEC,1,86.473
1996,NUTS,2010,DEC,1,86.361
1997,NUTS,2010,DEC,1,87.289
1998,NUTS,2010,DEC,1,87.134
1999,NUTS,2010,DEC,1,89.096
2000,NUTS,2010,DEC,1,94.833
2003,NUTS,2010,DEC,1,102.319
2004,NUTS,2010,DEC,1,110.493
2005,NUTS,2010,DEC,1,112.061
2006,NUTS,2010,DEC,1,109.643
2007,NUTS,2010,DEC,1,96.892
2008,NUTS,2010,DEC,1,98.445
2009,NUTS,2010,DEC,1,100.158
2010,NUTS,2010,DEC,1,108.201
2011,NUTS,2010,DEC,1,157.204
2012,NUTS,2010,DEC,1,145.542
2013,NUTS,2010,DEC,1,138.86
2014,NUTS,2010,DEC,1,134.13
2015,NUTS,2010,DEC,1,166.676
2016,NUTS,2010,DEC,1,171.446
2017,NUTS,2010,DEC,1,172.503
2018,NUTS,2010,DEC,1,161.08
2019,NUTS,2010,DEC,1,185.572
1995,NUTS,2010,DEC0,2,86.473
1996,NUTS,2010,DEC0,2,86.361
1997,NUTS,2010,DEC0,2,87.289
1998,NUTS,2010,DEC0,2,87.134
1999,NUTS,2010,DEC0,2,89.096
2000,NUTS,2010,DEC0,2,94.833
2003,NUTS,2010,DEC0,2,102.319
2004,NUTS,2010,DEC0,2,110.493
2005,NUTS,2010,DEC0,2,112.061
2006,NUTS,2010,DEC0,2,109.643
2007,NUTS,2010,DEC0,2,96.892
2008,NUTS,2010,DEC0,2,98.445
2009,NUTS,2010,DEC0,2,100.158
2010,NUTS,2010,DEC0,2,108.201
2011,NUTS,2010,DEC0,2,157.204
2012,NUTS,2010,DEC0,2,145.542
2013,NUTS,2010,DEC0,2,138.86
2014,NUTS,2010,DEC0,2,134.13
2015,NUTS,2010,DEC0,2,166.676
2016,NUTS,2010,DEC0,2,171.446
2017,NUTS,2010,DEC0,2,172.503
2018,NUTS,2010,DEC0,2,161.08
2019,NUTS,2010,DEC0,2,185.572
1995,NUTS,2010,DED,1,345.34
1996,NUTS,2010,DED,1,373.685
1997,NUTS,2010,DED,1,369.734
1998,NUTS,2010,DED,1,372.251
1999,NUTS,2010,DED,1,397.276
2000,NUTS,2010,DED,1,408.159
2003,NUTS,2010,DED,1,461.342
2004,NUTS,2010,DED,1,459.041
2005,NUTS,2010,DED,1,503.644
2006,NUTS,2010,DED,1,479.365
2007,NUTS,2010,DED,1,510.763
2008,NUTS,2010,DED,1,574.953
2009,NUTS,2010,DED,1,587.933
2010,NUTS,2010,DED,1,673.675
2011,NUTS,2010,DED,1,698.911
2012,NUTS,2010,DED,1,723.263
2013,NUTS,2010,DED,1,796.996
2014,NUTS,2010,DED,1,808.96
2015,NUTS,2010,DED,1,797.531
2016,NUTS,2010,DED,1,825.39
2017,NUTS,2010,DED,1,880.55
2018,NUTS,2010,DED,1,954.473
2019,NUTS,2010,DED,1,992.401
1995,NUTS,2010,DED2,2,165.834
1996,NUTS,2010,DED2,2,179.651
1997,NUTS,2010,DED2,2,177.75
1998,NUTS,2010,DED2,2,176.538
1999,NUTS,2010,DED2,2,190.945
2000,NUTS,2010,DED2,2,196.194
2003,NUTS,2010,DED2,2,225.899
2004,NUTS,2010,DED2,2,222.842
2005,NUTS,2010,DED2,2,244.528
2006,NUTS,2010,DED2,2,212.347
2007,NUTS,2010,DED2,2,225.362
2008,NUTS,2010,DED2,2,267.782
2009,NUTS,2010,DED2,2,261.612
2010,NUTS,2010,DED2,2,313.96
2011,NUTS,2010,DED2,2,321.181
2012,NUTS,2010,DED2,2,335.958
2013,NUTS,2010,DED2,2,373.661
2014,NUTS,2010,DED2,2,370.639
2015,NUTS,2010,DED2,2,376.019
2016,NUTS,2010,DED2,2,386.336
2017,NUTS,2010,DED2,2,413.606
2018,NUTS,2010,DED2,2,458.068
2019,NUTS,2010,DED2,2,462.005
1995,NUTS,2010,DED4,2,74.778
1996,NUTS,2010,DED4,2,81.028
1997,NUTS,2010,DED4,2,80.145
1998,NUTS,2010,DED4,2,81.742
1999,NUTS,2010,DED4,2,85.831
2000,NUTS,2010,DED4,2,88.298
2003,NUTS,2010,DED4,2,96.97
2004,NUTS,2010,DED4,2,99.428
2005,NUTS,2010,DED4,2,109.241
2006,NUTS,2010,DED4,2,115.403
2007,NUTS,2010,DED4,2,123.122
2008,NUTS,2010,DED4,2,134.093
2009,NUTS,2010,DED4,2,148.438
2010,NUTS,2010,DED4,2,176.527
2011,NUTS,2010,DED4,2,187.707
2012,NUTS,2010,DED4,2,186.411
2013,NUTS,2010,DED4,2,207.861
2014,NUTS,2010,DED4,2,217.294
2015,NUTS,2010,DED4,2,197.044
2016,NUTS,2010,DED4,2,209.966
2017,NUTS,2010,DED4,2,222.072
2018,NUTS,2010,DED4,2,225.538
2019,NUTS,2010,DED4,2,239.036
1995,NUTS,2010,DED5,2,104.727
1996,NUTS,2010,DED5,2,113.006
1997,NUTS,2010,DED5,2,111.839
1998,NUTS,2010,DED5,2,113.971
1999,NUTS,2010,DED5,2,120.5
2000,NUTS,2010,DED5,2,123.667
2003,NUTS,2010,DED5,2,138.473
2004,NUTS,2010,DED5,2,136.77
2005,NUTS,2010,DED5,2,149.875
2006,NUTS,2010,DED5,2,151.615
2007,NUTS,2010,DED5,2,162.279
2008,NUTS,2010,DED5,2,173.078
2009,NUTS,2010,DED5,2,177.883
2010,NUTS,2010,DED5,2,183.189
2011,NUTS,2010,DED5,2,190.024
2012,NUTS,2010,DED5,2,200.417
2013,NUTS,2010,DED5,2,215.474
2014,NUTS,2010,DED5,2,221.027
2015,NUTS,2010,DED5,2,224.468
2016,NUTS,2010,DED5,2,229.089
2017,NUTS,2010,DED5,2,244.873
2018,NUTS,2010,DED5,2,270.868
2019,NUTS,2010,DED5,2,291.36
1995,NUTS,2010,DEE,1,168.758
1996,NUTS,2010,DEE,1,176.021
1997,NUTS,2010,DEE,1,160.179
1998,NUTS,2010,DEE,1,178.647
1999,NUTS,2010,DEE,1,194.367
2000,NUTS,2010,DEE,1,201.818
2003,NUTS,2010,DEE,1,209.09
2004,NUTS,2010,DEE,1,194.716
2005,NUTS,2010,DEE,1,192.437
2006,NUTS,2010,DEE,1,173.604
2007,NUTS,2010,DEE,1,189.186
2008,NUTS,2010,DEE,1,197.875
2009,NUTS,2010,DEE,1,201.4
2010,NUTS,2010,DEE,1,231.024
2011,NUTS,2010,DEE,1,238.539
2012,NUTS,2010,DEE,1,240.444
2013,NUTS,2010,DEE,1,256.97
2014,NUTS,2010,DEE,1,277.284
2015,NUTS,2010,DEE,1,289.746
2016,NUTS,2010,DEE,1,319.801
2017,NUTS,2010,DEE,1,323.478
2018,NUTS,2010,DEE,1,357.264
2019,NUTS,2010,DEE,1,344.942
1995,NUTS,2010,DEE0,2,168.758
1996,NUTS,2010,DEE0,2,176.021
1997,NUTS,2010,DEE0,2,160.179
1998,NUTS,2010,DEE0,2,178.647
1999,NUTS,2010,DEE0,2,194.367
2000,NUTS,2010,DEE0,2,201.818
2003,NUTS,2010,DEE0,2,209.09
2004,NUTS,2010,DEE0,2,194.716
2005,NUTS,2010,DEE0,2,192.437
2006,NUTS,2010,DEE0,2,173.604
2007,NUTS,2010,DEE0,2,189.186
2008,NUTS,2010,DEE0,2,197.875
2009,NUTS,2010,DEE0,2,201.4
2010,NUTS,2010,DEE0,2,231.024
2011,NUTS,2010,DEE0,2,238.539
2012,NUTS,2010,DEE0,2,240.444
2013,NUTS,2010,DEE0,2,256.97
2014,NUTS,2010,DEE0,2,277.284
2015,NUTS,2010,DEE0,2,289.746
2016,NUTS,2010,DEE0,2,319.801
2017,NUTS,2010,DEE0,2,323.478
2018,NUTS,2010,DEE0,2,357.264
2019,NUTS,2010,DEE0,2,344.942
1995,NUTS,2010,DEF,1,171.764
1996,NUTS,2010,DEF,1,182.402
1997,NUTS,2010,DEF,1,174.402
1998,NUTS,2010,DEF,1,151.779
1999,NUTS,2010,DEF,1,172.264
2000,NUTS,2010,DEF,1,170.759
2003,NUTS,2010,DEF,1,203.619
2004,NUTS,2010,DEF,1,182.822
2005,NUTS,2010,DEF,1,196.837
2006,NUTS,2010,DEF,1,227.766
2007,NUTS,2010,DEF,1,230.619
2008,NUTS,2010,DEF,1,245.909
2009,NUTS,2010,DEF,1,240.665
2010,NUTS,2010,DEF,1,254.717
2011,NUTS,2010,DEF,1,267.527
2012,NUTS,2010,DEF,1,276.817
2013,NUTS,2010,DEF,1,267.378
2014,NUTS,2010,DEF,1,283.488
2015,NUTS,2010,DEF,1,284.656
2016,NUTS,2010,DEF,1,324.754
2017,NUTS,2010,DEF,1,330.64
2018,NUTS,2010,DEF,1,388.535
2019,NUTS,2010,DEF,1,473.707
1995,NUTS,2010,DEF0,2,171.764
1996,NUTS,2010,DEF0,2,182.402
1997,NUTS,2010,DEF0,2,174.402
1998,NUTS,2010,DEF0,2,151.779
1999,NUTS,2010,DEF0,2,172.264
2000,NUTS,2010,DEF0,2,170.759
2003,NUTS,2010,DEF0,2,203.619
2004,NUTS,2010,DEF0,2,182.822
2005,NUTS,2010,DEF0,2,196.837
2006,NUTS,2010,DEF0,2,227.766
2007,NUTS,2010,DEF0,2,230.619
2008,NUTS,2010,DEF0,2,245.909
2009,NUTS,2010,DEF0,2,240.665
2010,NUTS,2010,DEF0,2,254.717
2011,NUTS,2010,DEF0,2,267.527
2012,NUTS,2010,DEF0,2,276.817
2013,NUTS,2010,DEF0,2,267.378
2014,NUTS,2010,DEF0,2,283.488
2015,NUTS,2010,DEF0,2,284.656
2016,NUTS,2010,DEF0,2,324.754
2017,NUTS,2010,DEF0,2,330.64
2018,NUTS,2010,DEF0,2,388.535
2019,NUTS,2010,DEF0,2,473.707
1995,NUTS,2010,DEG,1,148.562
1996,NUTS,2010,DEG,1,165.738
1997,NUTS,2010,DEG,1,148.347
1998,NUTS,2010,DEG,1,152.708
1999,NUTS,2010,DEG,1,165.104
2000,NUTS,2010,DEG,1,172.642
2003,NUTS,2010,DEG,1,194.021
2004,NUTS,2010,DEG,1,199.029
2005,NUTS,2010,DEG,1,202.949
2006,NUTS,2010,DEG,1,207.377
2007,NUTS,2010,DEG,1,212.72
2008,NUTS,2010,DEG,1,234.879
2009,NUTS,2010,DEG,1,248.4
2010,NUTS,2010,DEG,1,279.013
2011,NUTS,2010,DEG,1,298.01
2012,NUTS,2010,DEG,1,307.652
2013,NUTS,2010,DEG,1,309.512
2014,NUTS,2010,DEG,1,311.287
2015,NUTS,2010,DEG,1,314.836
2016,NUTS,2010,DEG,1,327.472
2017,NUTS,2010,DEG,1,347.295
2018,NUTS,2010,DEG,1,353.427
2019,NUTS,2010,DEG,1,379.377
1995,NUTS,2010,DEG0,2,148.562
1996,NUTS,2010,DEG0,2,165.738
1997,NUTS,2010,DEG0,2,148.347
1998,NUTS,2010,DEG0,2,152.708
1999,NUTS,2010,DEG0,2,165.104
2000,NUTS,2010,DEG0,2,172.642
2003,NUTS,2010,DEG0,2,194.021
2004,NUTS,2010,DEG0,2,199.029
2005,NUTS,2010,DEG0,2,202.949
2006,NUTS,2010,DEG0,2,207.377
2007,NUTS,2010,DEG0,2,212.72
2008,NUTS,2010,DEG0,2,234.879
2009,NUTS,2010,DEG0,2,248.4
2010,NUTS,2010,DEG0,2,279.013
2011,NUTS,2010,DEG0,2,298.01
2012,NUTS,2010,DEG0,2,307.652
2013,NUTS,2010,DEG0,2,309.512
2014,NUTS,2010,DEG0,2,311.287
2015,NUTS,2010,DEG0,2,314.836
2016,NUTS,2010,DEG0,2,327.472
2017,NUTS,2010,DEG0,2,347.295
2018,NUTS,2010,DEG0,2,353.427
2019,NUTS,2010,DEG0,2,379.377
1995,NUTS,2010,DEZ,1,83.004
1996,NUTS,2010,DEZ,1,87.75
1997,NUTS,2010,DEZ,1,89.651
1998,NUTS,2010,DEZ,1,93.186
1999,NUTS,2010,DEZ,1,100.245
2000,NUTS,2010,DEZ,1,105.001
2003,NUTS,2010,DEZ,1,116.887
2004,NUTS,2010,DEZ,1,95.0
2005,NUTS,2010,DEZ,1,105.32
2006,NUTS,2010,DEZ,1,87.345
2007,NUTS,2010,DEZ,1,87.831
2008,NUTS,2010,DEZ,1,97.814
2009,NUTS,2010,DEZ,1,100.784
2010,NUTS,2010,DEZ,1,107.509
2011,NUTS,2010,DEZ,1,108.078
2012,NUTS,2010,DEZ,1,108.963
2013,NUTS,2010,DEZ,1,109.182
2014,NUTS,2010,DEZ,1,107.15
2015,NUTS,2010,DEZ,1,95.09
2016,NUTS,2010,DEZ,1,96.508
2017,NUTS,2010,DEZ,1,99.328
2018,NUTS,2010,DEZ,1,97.617
2019,NUTS,2010,DEZ,1,100.815
1995,NUTS,2010,DEZZ,2,83.004
1996,NUTS,2010,DEZZ,2,87.75
1997,NUTS,2010,DEZZ,2,89.651
1998,NUTS,2010,DEZZ,2,93.186
1999,NUTS,2010,DEZZ,2,100.245
2000,NUTS,2010,DEZZ,2,105.001
2003,NUTS,2010,DEZZ,2,116.887
2004,NUTS,2010,DEZZ,2,95.0
2005,NUTS,2010,DEZZ,2,105.32
2006,NUTS,2010,DEZZ,2,87.345
2007,NUTS,2010,DEZZ,2,87.831
2008,NUTS,2010,DEZZ,2,97.814
2009,NUTS,2010,DEZZ,2,100.784
2010,NUTS,2010,DEZZ,2,107.509
2011,NUTS,2010,DEZZ,2,108.078
2012,NUTS,2010,DEZZ,2,108.963
2013,NUTS,2010,DEZZ,2,109.182
2014,NUTS,2010,DEZZ,2,107.15
2015,NUTS,2010,DEZZ,2,95.09
2016,NUTS,2010,DEZZ,2,96.508
2017,NUTS,2010,DEZZ,2,99.328
2018,NUTS,2010,DEZZ,2,97.617
2019,NUTS,2010,DEZZ,2,100.815
1995,NUTS,2010,DK,0,436.51
1996,NUTS,2010,DK,0,413.834
1997,NUTS,2010,DK,0,461.829
1998,NUTS,2010,DK,0,458.488
1999,NUTS,2010,DK,0,490.01
2000,NUTS,2010,DK,0,549.467
2001,NUTS,2010,DK,0,574.143
2002,NUTS,2010,DK,0,759.717
2003,NUTS,2010,DK,0,794.887
2004,NUTS,2010,DK,0,858.753
2005,NUTS,2010,DK,0,893.24
2006,NUTS,2010,DK,0,1004.529
2007,NUTS,2010,DK,0,1117.433
2008,NUTS,2010,DK,0,1326.523
2009,NUTS,2010,DK,0,1424.558
2010,NUTS,2010,DK,0,1596.684
2011,NUTS,2010,DK,0,1676.594
2012,NUTS,2010,DK,0,1745.825
2013,NUTS,2010,DK,0,1905.248
2014,NUTS,2010,DK,0,1892.457
2015,NUTS,2010,DK,0,2077.757
2016,NUTS,2010,DK,0,2069.378
2017,NUTS,2010,DK,0,2133.906
2018,NUTS,2010,DK,0,2252.516
2019,NUTS,2010,DK,0,2324.004
2020,NUTS,2010,DK,0,2549.492
1995,NUTS,2010,DK0,1,436.51
1996,NUTS,2010,DK0,1,413.834
1997,NUTS,2010,DK0,1,461.829
1998,NUTS,2010,DK0,1,458.488
1999,NUTS,2010,DK0,1,490.01
2000,NUTS,2010,DK0,1,549.467
2001,NUTS,2010,DK0,1,569.552
2002,NUTS,2010,DK0,1,759.812
2003,NUTS,2010,DK0,1,794.855
2004,NUTS,2010,DK0,1,860.63
2005,NUTS,2010,DK0,1,893.24
2006,NUTS,2010,DK0,1,1004.529
2007,NUTS,2010,DK0,1,1117.648
2008,NUTS,2010,DK0,1,1326.523
2009,NUTS,2010,DK0,1,1470.507
2010,NUTS,2010,DK0,1,1596.684
2011,NUTS,2010,DK0,1,1679.828
2012,NUTS,2010,DK0,1,1794.607
2013,NUTS,2010,DK0,1,1897.617
2014,NUTS,2010,DK0,1,1892.457
2015,NUTS,2010,DK0,1,2077.757
2016,NUTS,2010,DK0,1,2069.378
2017,NUTS,2010,DK0,1,2133.906
2018,NUTS,2010,DK0,1,2252.516
2019,NUTS,2010,DK0,1,2324.004
2020,NUTS,2010,DK0,1,2549.492
2007,NUTS,2010,DK01,2,530.173
2009,NUTS,2010,DK01,2,791.111
2010,NUTS,2010,DK01,2,857.243
2011,NUTS,2010,DK01,2,892.962
2012,NUTS,2010,DK01,2,970.78
2013,NUTS,2010,DK01,2,991.614
2014,NUTS,2010,DK01,2,1041.111
2015,NUTS,2010,DK01,2,1131.229
2016,NUTS,2010,DK01,2,1137.177
2017,NUTS,2010,DK01,2,1174.878
2019,NUTS,2010,DK01,2,1294.074
2007,NUTS,2010,DK02,2,100.0
2009,NUTS,2010,DK02,2,100.091
2010,NUTS,2010,DK02,2,97.464
2011,NUTS,2010,DK02,2,87.614
2012,NUTS,2010,DK02,2,84.693
2013,NUTS,2010,DK02,2,84.404
2014,NUTS,2010,DK02,2,94.051
2015,NUTS,2010,DK02,2,109.128
2016,NUTS,2010,DK02,2,113.669
2017,NUTS,2010,DK02,2,118.517
2019,NUTS,2010,DK02,2,115.194
2007,NUTS,2010,DK03,2,90.431
2009,NUTS,2010,DK03,2,157.653
2010,NUTS,2010,DK03,2,177.877
2011,NUTS,2010,DK03,2,182.11
2012,NUTS,2010,DK03,2,198.986
2013,NUTS,2010,DK03,2,221.452
2014,NUTS,2010,DK03,2,226.328
2015,NUTS,2010,DK03,2,242.462
2016,NUTS,2010,DK03,2,229.495
2017,NUTS,2010,DK03,2,198.861
2019,NUTS,2010,DK03,2,211.856
2007,NUTS,2010,DK04,2,265.897
2009,NUTS,2010,DK04,2,299.25
2010,NUTS,2010,DK04,2,335.122
2011,NUTS,2010,DK04,2,373.466
2012,NUTS,2010,DK04,2,391.244
2013,NUTS,2010,DK04,2,436.675
2014,NUTS,2010,DK04,2,355.575
2015,NUTS,2010,DK04,2,418.307
2016,NUTS,2010,DK04,2,403.578
2017,NUTS,2010,DK04,2,400.52
2019,NUTS,2010,DK04,2,432.927
2007,NUTS,2010,DK05,2,130.691
2009,NUTS,2010,DK05,2,122.399
2010,NUTS,2010,DK05,2,128.978
2011,NUTS,2010,DK05,2,143.673
2012,NUTS,2010,DK05,2,148.905
2013,NUTS,2010,DK05,2,163.472
2014,NUTS,2010,DK05,2,175.392
2015,NUTS,2010,DK05,2,176.632
2016,NUTS,2010,DK05,2,185.656
2017,NUTS,2010,DK05,2,241.031
2019,NUTS,2010,DK05,2,269.954
2007,NUTS,2010,DKZ,1,0.436
2007,NUTS,2010,DKZZ,2,0.021
2000,NUTS,2010,EA19,2,24809.759
2001,NUTS,2010,EA19,2,26770.908
2002,NUTS,2010,EA19,2,28640.754
2003,NUTS,2010,EA19,2,29717.022
2004,NUTS,2010,EA19,2,30009.204
2005,NUTS,2010,EA19,2,31118.862
2006,NUTS,2010,EA19,2,32910.434
2007,NUTS,2010,EA19,2,34919.998
2008,NUTS,2010,EA19,2,38451.246
2009,NUTS,2010,EA19,2,39898.282
2010,NUTS,2010,EA19,2,41845.714
2011,NUTS,2010,EA19,2,42488.965
2012,NUTS,2010,EA19,2,43017.923
2013,NUTS,2010,EA19,2,44167.877
2014,NUTS,2010,EA19,2,44864.948
2015,NUTS,2010,EA19,2,46035.547
2016,NUTS,2010,EA19,2,46635.644
2017,NUTS,2010,EA19,2,48195.799
2018,NUTS,2010,EA19,2,50260.864
2019,NUTS,2010,EA19,2,52097.391
2020,NUTS,2010,EA19,2,53058.896
1995,NUTS,2010,EE,0,12.312
1996,NUTS,2010,EE,0,14.83
1997,NUTS,2010,EE,0,28.756
1998,NUTS,2010,EE,0,30.863
1999,NUTS,2010,EE,0,33.902
2000,NUTS,2010,EE,0,34.384
2001,NUTS,2010,EE,0,41.827
2002,NUTS,2010,EE,0,44.942
2003,NUTS,2010,EE,0,53.402
2004,NUTS,2010,EE,0,62.241
2005,NUTS,2010,EE,0,70.108
2006,NUTS,2010,EE,0,93.604
2007,NUTS,2010,EE,0,103.974
2008,NUTS,2010,EE,0,127.168
2009,NUTS,2010,EE,0,121.506
2010,NUTS,2010,EE,0,130.85
2011,NUTS,2010,EE,0,155.919
2012,NUTS,2010,EE,0,173.433
2013,NUTS,2010,EE,0,190.454
2014,NUTS,2010,EE,0,172.697
2015,NUTS,2010,EE,0,167.451
2016,NUTS,2010,EE,0,126.348
2017,NUTS,2010,EE,0,154.814
2018,NUTS,2010,EE,0,205.01
2019,NUTS,2010,EE,0,196.871
2020,NUTS,2010,EE,0,201.271
1995,NUTS,2010,EE0,1,12.312
1996,NUTS,2010,EE0,1,14.83
1997,NUTS,2010,EE0,1,28.756
1998,NUTS,2010,EE0,1,30.863
1999,NUTS,2010,EE0,1,33.902
2000,NUTS,2010,EE0,1,34.384
2001,NUTS,2010,EE0,1,41.827
2002,NUTS,2010,EE0,1,44.942
2003,NUTS,2010,EE0,1,53.402
2004,NUTS,2010,EE0,1,62.241
2005,NUTS,2010,EE0,1,70.108
2006,NUTS,2010,EE0,1,93.604
2007,NUTS,2010,EE0,1,103.974
2008,NUTS,2010,EE0,1,127.168
2009,NUTS,2010,EE0,1,121.506
2010,NUTS,2010,EE0,1,130.85
2011,NUTS,2010,EE0,1,155.919
2012,NUTS,2010,EE0,1,173.433
2013,NUTS,2010,EE0,1,190.454
2014,NUTS,2010,EE0,1,172.697
2015,NUTS,2010,EE0,1,167.451
2016,NUTS,2010,EE0,1,126.348
2017,NUTS,2010,EE0,1,154.814
2018,NUTS,2010,EE0,1,205.01
2019,NUTS,2010,EE0,1,196.871
2020,NUTS,2010,EE0,1,201.271
1995,NUTS,2010,EE00,2,12.312
1996,NUTS,2010,EE00,2,14.83
1997,NUTS,2010,EE00,2,28.756
1998,NUTS,2010,EE00,2,30.863
1999,NUTS,2010,EE00,2,33.902
2000,NUTS,2010,EE00,2,34.384
2001,NUTS,2010,EE00,2,41.827
2002,NUTS,2010,EE00,2,44.942
2003,NUTS,2010,EE00,2,53.402
2004,NUTS,2010,EE00,2,62.241
2005,NUTS,2010,EE00,2,70.108
2006,NUTS,2010,EE00,2,93.604
2007,NUTS,2010,EE00,2,103.974
2008,NUTS,2010,EE00,2,127.168
2009,NUTS,2010,EE00,2,121.506
2010,NUTS,2010,EE00,2,130.85
2011,NUTS,2010,EE00,2,155.919
2012,NUTS,2010,EE00,2,173.433
2013,NUTS,2010,EE00,2,190.454
2014,NUTS,2010,EE00,2,172.697
2015,NUTS,2010,EE00,2,167.451
2016,NUTS,2010,EE00,2,126.348
2017,NUTS,2010,EE00,2,154.814
2018,NUTS,2010,EE00,2,205.01
2019,NUTS,2010,EE00,2,196.871
2020,NUTS,2010,EE00,2,201.271
1995,NUTS,2010,EL,0,252.56
1997,NUTS,2010,EL,0,332.244
1999,NUTS,2010,EL,0,467.027
2001,NUTS,2010,EL,0,473.567
2003,NUTS,2010,EL,0,547.358
2004,NUTS,2010,EL,0,578.755
2005,NUTS,2010,EL,0,632.617
2006,NUTS,2010,EL,0,670.914
2007,NUTS,2010,EL,0,725.984
2008,NUTS,2010,EL,0,592.47
2009,NUTS,2010,EL,0,584.062
2010,NUTS,2010,EL,0,506.541
2011,NUTS,2010,EL,0,584.852
2012,NUTS,2010,EL,0,576.5
2013,NUTS,2010,EL,0,626.9
2014,NUTS,2010,EL,0,648.61
2015,NUTS,2010,EL,0,759.79
2016,NUTS,2010,EL,0,659.844
2017,NUTS,2010,EL,0,688.858
2018,NUTS,2010,EL,0,742.682
2019,NUTS,2010,EL,0,865.237
2020,NUTS,2010,EL,0,936.045
1995,NUTS,2010,EL3,1,115.021
1997,NUTS,2010,EL3,1,141.849
1999,NUTS,2010,EL3,1,193.994
2001,NUTS,2010,EL3,1,200.161
2003,NUTS,2010,EL3,1,238.981
2005,NUTS,2010,EL3,1,276.761
2011,NUTS,2010,EL3,1,232.982
2013,NUTS,2010,EL3,1,240.35
2015,NUTS,2010,EL3,1,318.482
2017,NUTS,2010,EL3,1,269.883
2018,NUTS,2010,EL3,1,299.196
2019,NUTS,2010,EL3,1,353.383
1995,NUTS,2010,EL30,2,115.021
1997,NUTS,2010,EL30,2,141.849
1999,NUTS,2010,EL30,2,193.994
2001,NUTS,2010,EL30,2,200.161
2003,NUTS,2010,EL30,2,238.981
2005,NUTS,2010,EL30,2,276.761
2011,NUTS,2010,EL30,2,232.982
2013,NUTS,2010,EL30,2,240.35
2015,NUTS,2010,EL30,2,318.482
2017,NUTS,2010,EL30,2,269.883
2018,NUTS,2010,EL30,2,299.196
2019,NUTS,2010,EL30,2,353.383
1995,NUTS,2010,EL4,1,21.476
1997,NUTS,2010,EL4,1,31.27
1999,NUTS,2010,EL4,1,40.506
2001,NUTS,2010,EL4,1,41.686
2003,NUTS,2010,EL4,1,59.868
2005,NUTS,2010,EL4,1,68.653
2011,NUTS,2010,EL4,1,70.966
2013,NUTS,2010,EL4,1,88.618
2015,NUTS,2010,EL4,1,85.306
2017,NUTS,2010,EL4,1,79.042
2018,NUTS,2010,EL4,1,81.534
2019,NUTS,2010,EL4,1,91.143
1995,NUTS,2010,EL41,2,3.154
1997,NUTS,2010,EL41,2,5.643
1999,NUTS,2010,EL41,2,4.579
2001,NUTS,2010,EL41,2,7.639
2003,NUTS,2010,EL41,2,11.025
2005,NUTS,2010,EL41,2,13.479
2011,NUTS,2010,EL41,2,11.698
2013,NUTS,2010,EL41,2,18.935
2015,NUTS,2010,EL41,2,12.782
2017,NUTS,2010,EL41,2,11.775
2018,NUTS,2010,EL41,2,10.578
2019,NUTS,2010,EL41,2,12.857
1995,NUTS,2010,EL42,2,2.068
1997,NUTS,2010,EL42,2,0.654
1999,NUTS,2010,EL42,2,1.142
2001,NUTS,2010,EL42,2,3.157
2003,NUTS,2010,EL42,2,4.745
2005,NUTS,2010,EL42,2,6.826
2011,NUTS,2010,EL42,2,5.352
2013,NUTS,2010,EL42,2,7.154
2015,NUTS,2010,EL42,2,4.709
2017,NUTS,2010,EL42,2,5.565
2018,NUTS,2010,EL42,2,4.791
2019,NUTS,2010,EL42,2,4.942
1995,NUTS,2010,EL43,2,16.268
