year,region_type,region_year_spec,region_id,region_level,pat_ep_rtot_nr
1979,NUTS,2010,ITC33,3,7.5
1980,NUTS,2010,ITC33,3,7.7
1981,NUTS,2010,ITC33,3,12.67
1982,NUTS,2010,ITC33,3,15.17
1983,NUTS,2010,ITC33,3,16.6
1984,NUTS,2010,ITC33,3,16.08
1985,NUTS,2010,ITC33,3,15.12
1986,NUTS,2010,ITC33,3,19.48
1987,NUTS,2010,ITC33,3,25.75
1988,NUTS,2010,ITC33,3,31.17
1989,NUTS,2010,ITC33,3,24.87
1990,NUTS,2010,ITC33,3,21.03
1991,NUTS,2010,ITC33,3,31.86
1992,NUTS,2010,ITC33,3,36.85
1993,NUTS,2010,ITC33,3,43.15
1994,NUTS,2010,ITC33,3,43.76
1995,NUTS,2010,ITC33,3,46.93
1996,NUTS,2010,ITC33,3,47.13
1997,NUTS,2010,ITC33,3,53.64
1998,NUTS,2010,ITC33,3,53.58
1999,NUTS,2010,ITC33,3,54.64
2000,NUTS,2010,ITC33,3,74.09
2001,NUTS,2010,ITC33,3,64.05
2002,NUTS,2010,ITC33,3,49.55
2003,NUTS,2010,ITC33,3,79.85
2004,NUTS,2010,ITC33,3,76.49
2005,NUTS,2010,ITC33,3,62.3
2006,NUTS,2010,ITC33,3,98.04
2007,NUTS,2010,ITC33,3,98.64
2008,NUTS,2010,ITC33,3,110.42
2009,NUTS,2010,ITC33,3,93.44
2010,NUTS,2010,ITC33,3,81.29
2011,NUTS,2010,ITC33,3,75.67
2012,NUTS,2010,ITC33,3,62.66
1980,NUTS,2010,ITC34,3,0.5
1981,NUTS,2010,ITC34,3,1.0
1982,NUTS,2010,ITC34,3,0.5
1984,NUTS,2010,ITC34,3,2.0
1985,NUTS,2010,ITC34,3,2.0
1986,NUTS,2010,ITC34,3,1.75
1988,NUTS,2010,ITC34,3,1.5
1989,NUTS,2010,ITC34,3,5.0
1990,NUTS,2010,ITC34,3,1.0
1991,NUTS,2010,ITC34,3,4.92
1992,NUTS,2010,ITC34,3,1.17
1993,NUTS,2010,ITC34,3,1.5
1994,NUTS,2010,ITC34,3,2.17
1995,NUTS,2010,ITC34,3,4.0
1996,NUTS,2010,ITC34,3,2.0
1997,NUTS,2010,ITC34,3,4.92
1998,NUTS,2010,ITC34,3,4.8
1999,NUTS,2010,ITC34,3,6.17
2000,NUTS,2010,ITC34,3,4.87
2001,NUTS,2010,ITC34,3,3.45
2002,NUTS,2010,ITC34,3,4.12
2003,NUTS,2010,ITC34,3,6.33
2004,NUTS,2010,ITC34,3,7.7
2005,NUTS,2010,ITC34,3,7.42
2006,NUTS,2010,ITC34,3,15.73
2007,NUTS,2010,ITC34,3,7.83
2008,NUTS,2010,ITC34,3,4.82
2009,NUTS,2010,ITC34,3,6.82
2010,NUTS,2010,ITC34,3,22.53
2011,NUTS,2010,ITC34,3,8.58
2012,NUTS,2010,ITC34,3,11.78
1977,NUTS,2010,ITC4,2,12.87
1978,NUTS,2010,ITC4,2,55.33
1979,NUTS,2010,ITC4,2,151.33
1980,NUTS,2010,ITC4,2,219.29
1981,NUTS,2010,ITC4,2,253.33
1982,NUTS,2010,ITC4,2,284.53
1983,NUTS,2010,ITC4,2,380.36
1984,NUTS,2010,ITC4,2,442.74
1985,NUTS,2010,ITC4,2,509.2
1986,NUTS,2010,ITC4,2,613.73
1987,NUTS,2010,ITC4,2,769.83
1988,NUTS,2010,ITC4,2,801.46
1989,NUTS,2010,ITC4,2,850.09
1990,NUTS,2010,ITC4,2,795.91
1991,NUTS,2010,ITC4,2,816.7
1992,NUTS,2010,ITC4,2,773.47
1993,NUTS,2010,ITC4,2,803.75
1994,NUTS,2010,ITC4,2,804.91
1995,NUTS,2010,ITC4,2,833.36
1996,NUTS,2010,ITC4,2,993.42
1997,NUTS,2010,ITC4,2,1128.06
1998,NUTS,2010,ITC4,2,1084.34
1999,NUTS,2010,ITC4,2,1224.11
2000,NUTS,2010,ITC4,2,1378.37
2001,NUTS,2010,ITC4,2,1318.32
2002,NUTS,2010,ITC4,2,1400.14
2003,NUTS,2010,ITC4,2,1384.58
2004,NUTS,2010,ITC4,2,1438.82
2005,NUTS,2010,ITC4,2,1458.42
2006,NUTS,2010,ITC4,2,1509.05
2007,NUTS,2010,ITC4,2,1399.53
2008,NUTS,2010,ITC4,2,1363.01
2009,NUTS,2010,ITC4,2,1336.48
2010,NUTS,2010,ITC4,2,1292.98
2011,NUTS,2010,ITC4,2,1214.65
2012,NUTS,2010,ITC4,2,909.08
1977,NUTS,2010,ITC41,3,4.0
1978,NUTS,2010,ITC41,3,8.92
1979,NUTS,2010,ITC41,3,12.78
1980,NUTS,2010,ITC41,3,25.92
1981,NUTS,2010,ITC41,3,20.22
1982,NUTS,2010,ITC41,3,29.47
1983,NUTS,2010,ITC41,3,32.37
1984,NUTS,2010,ITC41,3,47.52
1985,NUTS,2010,ITC41,3,42.18
1986,NUTS,2010,ITC41,3,60.69
1987,NUTS,2010,ITC41,3,60.86
1988,NUTS,2010,ITC41,3,61.17
1989,NUTS,2010,ITC41,3,58.09
1990,NUTS,2010,ITC41,3,68.19
1991,NUTS,2010,ITC41,3,76.54
1992,NUTS,2010,ITC41,3,88.38
1993,NUTS,2010,ITC41,3,68.13
1994,NUTS,2010,ITC41,3,89.22
1995,NUTS,2010,ITC41,3,100.9
1996,NUTS,2010,ITC41,3,93.82
1997,NUTS,2010,ITC41,3,145.59
1998,NUTS,2010,ITC41,3,126.84
1999,NUTS,2010,ITC41,3,101.71
2000,NUTS,2010,ITC41,3,159.96
2001,NUTS,2010,ITC41,3,143.81
2002,NUTS,2010,ITC41,3,128.07
2003,NUTS,2010,ITC41,3,148.07
2004,NUTS,2010,ITC41,3,141.79
2005,NUTS,2010,ITC41,3,153.84
2006,NUTS,2010,ITC41,3,171.76
2007,NUTS,2010,ITC41,3,143.58
2008,NUTS,2010,ITC41,3,157.4
2009,NUTS,2010,ITC41,3,140.62
2010,NUTS,2010,ITC41,3,157.29
2011,NUTS,2010,ITC41,3,147.6
2012,NUTS,2010,ITC41,3,113.71
1978,NUTS,2010,ITC42,3,2.0
1979,NUTS,2010,ITC42,3,5.5
1980,NUTS,2010,ITC42,3,23.5
1981,NUTS,2010,ITC42,3,16.5
1982,NUTS,2010,ITC42,3,12.14
1983,NUTS,2010,ITC42,3,20.5
1984,NUTS,2010,ITC42,3,22.21
1985,NUTS,2010,ITC42,3,22.83
1986,NUTS,2010,ITC42,3,35.75
1987,NUTS,2010,ITC42,3,39.65
1988,NUTS,2010,ITC42,3,44.54
1989,NUTS,2010,ITC42,3,40.9
1990,NUTS,2010,ITC42,3,40.74
1991,NUTS,2010,ITC42,3,30.82
1992,NUTS,2010,ITC42,3,33.83
1993,NUTS,2010,ITC42,3,35.01
1994,NUTS,2010,ITC42,3,29.17
1995,NUTS,2010,ITC42,3,32.77
1996,NUTS,2010,ITC42,3,56.93
1997,NUTS,2010,ITC42,3,53.46
1998,NUTS,2010,ITC42,3,44.13
1999,NUTS,2010,ITC42,3,54.81
2000,NUTS,2010,ITC42,3,84.92
2001,NUTS,2010,ITC42,3,71.31
2002,NUTS,2010,ITC42,3,64.39
2003,NUTS,2010,ITC42,3,59.76
2004,NUTS,2010,ITC42,3,81.41
2005,NUTS,2010,ITC42,3,91.89
2006,NUTS,2010,ITC42,3,81.48
2007,NUTS,2010,ITC42,3,78.48
2008,NUTS,2010,ITC42,3,89.7
2009,NUTS,2010,ITC42,3,60.34
2010,NUTS,2010,ITC42,3,78.73
2011,NUTS,2010,ITC42,3,91.09
2012,NUTS,2010,ITC42,3,56.47
1978,NUTS,2010,ITC43,3,3.5
1979,NUTS,2010,ITC43,3,5.67
1980,NUTS,2010,ITC43,3,5.33
1981,NUTS,2010,ITC43,3,4.75
1982,NUTS,2010,ITC43,3,5.47
1983,NUTS,2010,ITC43,3,8.53
1984,NUTS,2010,ITC43,3,17.48
1985,NUTS,2010,ITC43,3,9.83
1986,NUTS,2010,ITC43,3,16.33
1987,NUTS,2010,ITC43,3,14.08
1988,NUTS,2010,ITC43,3,21.11
1989,NUTS,2010,ITC43,3,13.12
1990,NUTS,2010,ITC43,3,21.4
1991,NUTS,2010,ITC43,3,29.5
1992,NUTS,2010,ITC43,3,29.0
1993,NUTS,2010,ITC43,3,36.28
1994,NUTS,2010,ITC43,3,27.9
1995,NUTS,2010,ITC43,3,28.78
1996,NUTS,2010,ITC43,3,31.6
1997,NUTS,2010,ITC43,3,39.4
1998,NUTS,2010,ITC43,3,38.9
1999,NUTS,2010,ITC43,3,50.35
2000,NUTS,2010,ITC43,3,69.26
2001,NUTS,2010,ITC43,3,54.51
2002,NUTS,2010,ITC43,3,47.49
2003,NUTS,2010,ITC43,3,54.22
2004,NUTS,2010,ITC43,3,54.37
2005,NUTS,2010,ITC43,3,55.7
2006,NUTS,2010,ITC43,3,59.6
2007,NUTS,2010,ITC43,3,67.57
2008,NUTS,2010,ITC43,3,51.75
2009,NUTS,2010,ITC43,3,52.51
2010,NUTS,2010,ITC43,3,43.5
2011,NUTS,2010,ITC43,3,62.76
2012,NUTS,2010,ITC43,3,37.01
1980,NUTS,2010,ITC44,3,1.0
1983,NUTS,2010,ITC44,3,1.0
1984,NUTS,2010,ITC44,3,2.0
1987,NUTS,2010,ITC44,3,4.0
1988,NUTS,2010,ITC44,3,1.0
1989,NUTS,2010,ITC44,3,0.83
1990,NUTS,2010,ITC44,3,1.0
1991,NUTS,2010,ITC44,3,0.17
1992,NUTS,2010,ITC44,3,5.2
1993,NUTS,2010,ITC44,3,1.67
1994,NUTS,2010,ITC44,3,1.83
1995,NUTS,2010,ITC44,3,1.33
1997,NUTS,2010,ITC44,3,3.5
1998,NUTS,2010,ITC44,3,1.5
1999,NUTS,2010,ITC44,3,3.5
2000,NUTS,2010,ITC44,3,1.17
2001,NUTS,2010,ITC44,3,5.58
2002,NUTS,2010,ITC44,3,7.47
2003,NUTS,2010,ITC44,3,9.32
2004,NUTS,2010,ITC44,3,6.75
2005,NUTS,2010,ITC44,3,9.08
2006,NUTS,2010,ITC44,3,6.21
2007,NUTS,2010,ITC44,3,8.37
2008,NUTS,2010,ITC44,3,8.51
2009,NUTS,2010,ITC44,3,9.94
2010,NUTS,2010,ITC44,3,5.62
2011,NUTS,2010,ITC44,3,6.92
2012,NUTS,2010,ITC44,3,8.0
1977,NUTS,2010,ITC46,3,0.33
1978,NUTS,2010,ITC46,3,3.0
1979,NUTS,2010,ITC46,3,8.45
1980,NUTS,2010,ITC46,3,7.23
1981,NUTS,2010,ITC46,3,17.33
1982,NUTS,2010,ITC46,3,17.0
1983,NUTS,2010,ITC46,3,21.48
1984,NUTS,2010,ITC46,3,29.32
1985,NUTS,2010,ITC46,3,30.28
1986,NUTS,2010,ITC46,3,33.18
1987,NUTS,2010,ITC46,3,58.15
1988,NUTS,2010,ITC46,3,50.09
1989,NUTS,2010,ITC46,3,70.12
1990,NUTS,2010,ITC46,3,49.33
1991,NUTS,2010,ITC46,3,51.23
1992,NUTS,2010,ITC46,3,47.3
1993,NUTS,2010,ITC46,3,62.0
1994,NUTS,2010,ITC46,3,64.05
1995,NUTS,2010,ITC46,3,64.47
1996,NUTS,2010,ITC46,3,96.79
1997,NUTS,2010,ITC46,3,99.65
1998,NUTS,2010,ITC46,3,98.53
1999,NUTS,2010,ITC46,3,122.95
2000,NUTS,2010,ITC46,3,129.77
2001,NUTS,2010,ITC46,3,134.86
2002,NUTS,2010,ITC46,3,133.57
2003,NUTS,2010,ITC46,3,125.02
2004,NUTS,2010,ITC46,3,118.85
2005,NUTS,2010,ITC46,3,157.09
2006,NUTS,2010,ITC46,3,145.49
2007,NUTS,2010,ITC46,3,157.89
2008,NUTS,2010,ITC46,3,151.29
2009,NUTS,2010,ITC46,3,119.56
2010,NUTS,2010,ITC46,3,128.36
2011,NUTS,2010,ITC46,3,133.59
2012,NUTS,2010,ITC46,3,126.72
1978,NUTS,2010,ITC47,3,3.67
1979,NUTS,2010,ITC47,3,8.5
1980,NUTS,2010,ITC47,3,9.5
1981,NUTS,2010,ITC47,3,14.33
1982,NUTS,2010,ITC47,3,10.9
1983,NUTS,2010,ITC47,3,16.53
1984,NUTS,2010,ITC47,3,13.25
1985,NUTS,2010,ITC47,3,20.6
1986,NUTS,2010,ITC47,3,34.0
1987,NUTS,2010,ITC47,3,41.25
1988,NUTS,2010,ITC47,3,57.21
1989,NUTS,2010,ITC47,3,54.96
1990,NUTS,2010,ITC47,3,49.96
1991,NUTS,2010,ITC47,3,48.5
1992,NUTS,2010,ITC47,3,42.92
1993,NUTS,2010,ITC47,3,41.92
1994,NUTS,2010,ITC47,3,50.83
1995,NUTS,2010,ITC47,3,43.67
1996,NUTS,2010,ITC47,3,65.05
1997,NUTS,2010,ITC47,3,85.18
1998,NUTS,2010,ITC47,3,76.4
1999,NUTS,2010,ITC47,3,94.2
2000,NUTS,2010,ITC47,3,107.03
2001,NUTS,2010,ITC47,3,95.46
2002,NUTS,2010,ITC47,3,106.54
2003,NUTS,2010,ITC47,3,111.42
2004,NUTS,2010,ITC47,3,164.93
2005,NUTS,2010,ITC47,3,133.4
2006,NUTS,2010,ITC47,3,137.86
2007,NUTS,2010,ITC47,3,130.47
2008,NUTS,2010,ITC47,3,134.55
2009,NUTS,2010,ITC47,3,154.33
2010,NUTS,2010,ITC47,3,118.31
2011,NUTS,2010,ITC47,3,137.74
2012,NUTS,2010,ITC47,3,94.09
1978,NUTS,2010,ITC48,3,1.67
1979,NUTS,2010,ITC48,3,4.27
1980,NUTS,2010,ITC48,3,9.25
1981,NUTS,2010,ITC48,3,8.45
1982,NUTS,2010,ITC48,3,8.42
1983,NUTS,2010,ITC48,3,17.84
1984,NUTS,2010,ITC48,3,12.1
1985,NUTS,2010,ITC48,3,18.13
1986,NUTS,2010,ITC48,3,14.56
1987,NUTS,2010,ITC48,3,23.21
1988,NUTS,2010,ITC48,3,39.02
1989,NUTS,2010,ITC48,3,29.18
1990,NUTS,2010,ITC48,3,34.77
1991,NUTS,2010,ITC48,3,24.74
1992,NUTS,2010,ITC48,3,27.74
1993,NUTS,2010,ITC48,3,35.05
1994,NUTS,2010,ITC48,3,38.18
1995,NUTS,2010,ITC48,3,40.02
1996,NUTS,2010,ITC48,3,46.93
1997,NUTS,2010,ITC48,3,56.14
1998,NUTS,2010,ITC48,3,53.39
1999,NUTS,2010,ITC48,3,68.66
2000,NUTS,2010,ITC48,3,62.14
2001,NUTS,2010,ITC48,3,55.21
2002,NUTS,2010,ITC48,3,53.51
2003,NUTS,2010,ITC48,3,72.13
2004,NUTS,2010,ITC48,3,49.28
2005,NUTS,2010,ITC48,3,53.89
2006,NUTS,2010,ITC48,3,55.11
2007,NUTS,2010,ITC48,3,56.91
2008,NUTS,2010,ITC48,3,54.88
2009,NUTS,2010,ITC48,3,52.0
2010,NUTS,2010,ITC48,3,36.87
2011,NUTS,2010,ITC48,3,34.63
2012,NUTS,2010,ITC48,3,23.97
1977,NUTS,2010,ITC49,3,1.0
1978,NUTS,2010,ITC49,3,1.0
1979,NUTS,2010,ITC49,3,1.0
1980,NUTS,2010,ITC49,3,1.5
1981,NUTS,2010,ITC49,3,2.5
1982,NUTS,2010,ITC49,3,5.0
1983,NUTS,2010,ITC49,3,6.25
1984,NUTS,2010,ITC49,3,7.52
1985,NUTS,2010,ITC49,3,8.4
1986,NUTS,2010,ITC49,3,4.95
1987,NUTS,2010,ITC49,3,3.75
1988,NUTS,2010,ITC49,3,7.25
1989,NUTS,2010,ITC49,3,13.17
1990,NUTS,2010,ITC49,3,10.12
1991,NUTS,2010,ITC49,3,14.0
1992,NUTS,2010,ITC49,3,10.97
1993,NUTS,2010,ITC49,3,14.57
1994,NUTS,2010,ITC49,3,16.0
1995,NUTS,2010,ITC49,3,12.03
1996,NUTS,2010,ITC49,3,13.52
1997,NUTS,2010,ITC49,3,15.22
1998,NUTS,2010,ITC49,3,23.04
1999,NUTS,2010,ITC49,3,27.4
2000,NUTS,2010,ITC49,3,18.03
2001,NUTS,2010,ITC49,3,20.46
2002,NUTS,2010,ITC49,3,19.91
2003,NUTS,2010,ITC49,3,19.58
2004,NUTS,2010,ITC49,3,15.74
2005,NUTS,2010,ITC49,3,13.38
2006,NUTS,2010,ITC49,3,18.39
2007,NUTS,2010,ITC49,3,18.32
2008,NUTS,2010,ITC49,3,16.88
2009,NUTS,2010,ITC49,3,19.78
2010,NUTS,2010,ITC49,3,12.68
2011,NUTS,2010,ITC49,3,14.01
2012,NUTS,2010,ITC49,3,17.08
1978,NUTS,2010,ITC4A,3,2.0
1979,NUTS,2010,ITC4A,3,4.29
1980,NUTS,2010,ITC4A,3,4.0
1981,NUTS,2010,ITC4A,3,3.0
1982,NUTS,2010,ITC4A,3,6.95
1983,NUTS,2010,ITC4A,3,6.08
1984,NUTS,2010,ITC4A,3,1.4
1985,NUTS,2010,ITC4A,3,5.67
1986,NUTS,2010,ITC4A,3,11.92
1987,NUTS,2010,ITC4A,3,5.59
1988,NUTS,2010,ITC4A,3,11.38
1989,NUTS,2010,ITC4A,3,15.5
1990,NUTS,2010,ITC4A,3,11.17
1991,NUTS,2010,ITC4A,3,11.67
1992,NUTS,2010,ITC4A,3,8.15
1993,NUTS,2010,ITC4A,3,12.54
1994,NUTS,2010,ITC4A,3,9.0
1995,NUTS,2010,ITC4A,3,22.83
1996,NUTS,2010,ITC4A,3,16.0
1997,NUTS,2010,ITC4A,3,23.5
1998,NUTS,2010,ITC4A,3,23.48
1999,NUTS,2010,ITC4A,3,27.42
2000,NUTS,2010,ITC4A,3,28.15
2001,NUTS,2010,ITC4A,3,22.59
2002,NUTS,2010,ITC4A,3,49.77
2003,NUTS,2010,ITC4A,3,25.87
2004,NUTS,2010,ITC4A,3,41.1
2005,NUTS,2010,ITC4A,3,40.84
2006,NUTS,2010,ITC4A,3,36.95
2007,NUTS,2010,ITC4A,3,25.18
2008,NUTS,2010,ITC4A,3,26.25
2009,NUTS,2010,ITC4A,3,51.58
2010,NUTS,2010,ITC4A,3,52.37
2011,NUTS,2010,ITC4A,3,38.77
2012,NUTS,2010,ITC4A,3,27.88
1978,NUTS,2010,ITC4B,3,0.17
1979,NUTS,2010,ITC4B,3,5.33
1980,NUTS,2010,ITC4B,3,3.2
1981,NUTS,2010,ITC4B,3,6.47
1982,NUTS,2010,ITC4B,3,7.0
1983,NUTS,2010,ITC4B,3,5.53
1984,NUTS,2010,ITC4B,3,3.5
1985,NUTS,2010,ITC4B,3,10.83
1986,NUTS,2010,ITC4B,3,8.08
1987,NUTS,2010,ITC4B,3,11.93
1988,NUTS,2010,ITC4B,3,13.83
1989,NUTS,2010,ITC4B,3,20.72
1990,NUTS,2010,ITC4B,3,23.22
1991,NUTS,2010,ITC4B,3,22.73
1992,NUTS,2010,ITC4B,3,30.5
1993,NUTS,2010,ITC4B,3,23.5
1994,NUTS,2010,ITC4B,3,19.72
1995,NUTS,2010,ITC4B,3,13.9
1996,NUTS,2010,ITC4B,3,26.57
1997,NUTS,2010,ITC4B,3,20.78
1998,NUTS,2010,ITC4B,3,18.29
1999,NUTS,2010,ITC4B,3,32.75
2000,NUTS,2010,ITC4B,3,35.55
2001,NUTS,2010,ITC4B,3,35.92
2002,NUTS,2010,ITC4B,3,44.04
2003,NUTS,2010,ITC4B,3,54.51
2004,NUTS,2010,ITC4B,3,48.59
2005,NUTS,2010,ITC4B,3,62.3
2006,NUTS,2010,ITC4B,3,70.83
2007,NUTS,2010,ITC4B,3,51.65
2008,NUTS,2010,ITC4B,3,45.58
2009,NUTS,2010,ITC4B,3,48.23
2010,NUTS,2010,ITC4B,3,57.79
2011,NUTS,2010,ITC4B,3,42.27
2012,NUTS,2010,ITC4B,3,22.62
1977,NUTS,2010,ITC4C,3,5.53
1978,NUTS,2010,ITC4C,3,25.92
1979,NUTS,2010,ITC4C,3,85.23
1980,NUTS,2010,ITC4C,3,104.07
1981,NUTS,2010,ITC4C,3,143.79
1982,NUTS,2010,ITC4C,3,159.8
1983,NUTS,2010,ITC4C,3,212.68
1984,NUTS,2010,ITC4C,3,254.12
1985,NUTS,2010,ITC4C,3,290.32
1986,NUTS,2010,ITC4C,3,342.26
1987,NUTS,2010,ITC4C,3,432.81
1988,NUTS,2010,ITC4C,3,420.93
1989,NUTS,2010,ITC4C,3,443.15
1990,NUTS,2010,ITC4C,3,416.07
1991,NUTS,2010,ITC4C,3,429.28
1992,NUTS,2010,ITC4C,3,370.94
1993,NUTS,2010,ITC4C,3,387.53
1994,NUTS,2010,ITC4C,3,369.78
1995,NUTS,2010,ITC4C,3,368.79
1996,NUTS,2010,ITC4C,3,423.82
1997,NUTS,2010,ITC4C,3,439.47
1998,NUTS,2010,ITC4C,3,445.32
1999,NUTS,2010,ITC4C,3,488.15
2000,NUTS,2010,ITC4C,3,528.35
2001,NUTS,2010,ITC4C,3,537.72
2002,NUTS,2010,ITC4C,3,602.29
2003,NUTS,2010,ITC4C,3,583.29
2004,NUTS,2010,ITC4C,3,564.69
2005,NUTS,2010,ITC4C,3,560.21
2006,NUTS,2010,ITC4C,3,594.28
2007,NUTS,2010,ITC4C,3,530.01
2008,NUTS,2010,ITC4C,3,511.91
2009,NUTS,2010,ITC4C,3,509.71
2010,NUTS,2010,ITC4C,3,480.37
2011,NUTS,2010,ITC4C,3,413.66
2012,NUTS,2010,ITC4C,3,294.93
1977,NUTS,2010,ITC4D,3,2.0
1978,NUTS,2010,ITC4D,3,3.5
1979,NUTS,2010,ITC4D,3,10.32
1980,NUTS,2010,ITC4D,3,24.79
1981,NUTS,2010,ITC4D,3,16.0
1982,NUTS,2010,ITC4D,3,22.38
1983,NUTS,2010,ITC4D,3,31.57
1984,NUTS,2010,ITC4D,3,32.33
1985,NUTS,2010,ITC4D,3,50.12
1986,NUTS,2010,ITC4D,3,52.01
1987,NUTS,2010,ITC4D,3,74.54
1988,NUTS,2010,ITC4D,3,73.94
1989,NUTS,2010,ITC4D,3,90.37
1990,NUTS,2010,ITC4D,3,69.94
1991,NUTS,2010,ITC4D,3,77.53
1992,NUTS,2010,ITC4D,3,78.54
1993,NUTS,2010,ITC4D,3,85.55
1994,NUTS,2010,ITC4D,3,89.24
1995,NUTS,2010,ITC4D,3,103.87
1996,NUTS,2010,ITC4D,3,122.4
1997,NUTS,2010,ITC4D,3,146.17
1998,NUTS,2010,ITC4D,3,134.51
1999,NUTS,2010,ITC4D,3,152.2
2000,NUTS,2010,ITC4D,3,154.03
2001,NUTS,2010,ITC4D,3,140.89
2002,NUTS,2010,ITC4D,3,143.08
2003,NUTS,2010,ITC4D,3,121.4
2004,NUTS,2010,ITC4D,3,151.3
2005,NUTS,2010,ITC4D,3,126.79
2006,NUTS,2010,ITC4D,3,131.1
2007,NUTS,2010,ITC4D,3,131.1
2008,NUTS,2010,ITC4D,3,114.31
2009,NUTS,2010,ITC4D,3,117.87
2010,NUTS,2010,ITC4D,3,121.09
2011,NUTS,2010,ITC4D,3,91.61
2012,NUTS,2010,ITC4D,3,86.59
1977,NUTS,2010,ITF,1,0.5
1978,NUTS,2010,ITF,1,5.0
1979,NUTS,2010,ITF,1,8.33
1980,NUTS,2010,ITF,1,25.83
1981,NUTS,2010,ITF,1,16.5
1982,NUTS,2010,ITF,1,14.6
1983,NUTS,2010,ITF,1,25.62
1984,NUTS,2010,ITF,1,19.67
1985,NUTS,2010,ITF,1,37.17
1986,NUTS,2010,ITF,1,46.17
1987,NUTS,2010,ITF,1,40.93
1988,NUTS,2010,ITF,1,44.88
1989,NUTS,2010,ITF,1,43.24
1990,NUTS,2010,ITF,1,51.98
1991,NUTS,2010,ITF,1,57.25
1992,NUTS,2010,ITF,1,69.16
1993,NUTS,2010,ITF,1,62.81
1994,NUTS,2010,ITF,1,54.93
1995,NUTS,2010,ITF,1,74.41
1996,NUTS,2010,ITF,1,155.14
1997,NUTS,2010,ITF,1,124.08
1998,NUTS,2010,ITF,1,165.03
1999,NUTS,2010,ITF,1,149.79
2000,NUTS,2010,ITF,1,161.48
2001,NUTS,2010,ITF,1,160.98
2002,NUTS,2010,ITF,1,139.25
2003,NUTS,2010,ITF,1,166.11
2004,NUTS,2010,ITF,1,217.78
2005,NUTS,2010,ITF,1,233.33
2006,NUTS,2010,ITF,1,242.15
2007,NUTS,2010,ITF,1,232.37
2008,NUTS,2010,ITF,1,235.98
2009,NUTS,2010,ITF,1,210.07
2010,NUTS,2010,ITF,1,194.77
2011,NUTS,2010,ITF,1,196.81
2012,NUTS,2010,ITF,1,145.2
1979,NUTS,2010,ITF1,2,2.0
1980,NUTS,2010,ITF1,2,4.67
1981,NUTS,2010,ITF1,2,4.5
1982,NUTS,2010,ITF1,2,2.33
1983,NUTS,2010,ITF1,2,4.33
1984,NUTS,2010,ITF1,2,5.83
1985,NUTS,2010,ITF1,2,9.5
1986,NUTS,2010,ITF1,2,6.83
1987,NUTS,2010,ITF1,2,5.5
1988,NUTS,2010,ITF1,2,18.13
1989,NUTS,2010,ITF1,2,14.67
1990,NUTS,2010,ITF1,2,15.28
1991,NUTS,2010,ITF1,2,16.08
1992,NUTS,2010,ITF1,2,11.44
1993,NUTS,2010,ITF1,2,14.58
1994,NUTS,2010,ITF1,2,19.92
1995,NUTS,2010,ITF1,2,29.42
1996,NUTS,2010,ITF1,2,81.05
1997,NUTS,2010,ITF1,2,55.27
1998,NUTS,2010,ITF1,2,76.83
1999,NUTS,2010,ITF1,2,53.58
2000,NUTS,2010,ITF1,2,66.88
2001,NUTS,2010,ITF1,2,55.74
2002,NUTS,2010,ITF1,2,43.77
2003,NUTS,2010,ITF1,2,50.06
2004,NUTS,2010,ITF1,2,58.94
2005,NUTS,2010,ITF1,2,49.75
2006,NUTS,2010,ITF1,2,60.6
2007,NUTS,2010,ITF1,2,64.22
2008,NUTS,2010,ITF1,2,44.08
2009,NUTS,2010,ITF1,2,45.72
2010,NUTS,2010,ITF1,2,46.17
2011,NUTS,2010,ITF1,2,51.21
2012,NUTS,2010,ITF1,2,25.58
1980,NUTS,2010,ITF11,3,1.0
1981,NUTS,2010,ITF11,3,0.5
1983,NUTS,2010,ITF11,3,1.0
1985,NUTS,2010,ITF11,3,1.0
1987,NUTS,2010,ITF11,3,0.5
1988,NUTS,2010,ITF11,3,1.0
1989,NUTS,2010,ITF11,3,0.5
1990,NUTS,2010,ITF11,3,0.75
1991,NUTS,2010,ITF11,3,0.75
1992,NUTS,2010,ITF11,3,0.64
1993,NUTS,2010,ITF11,3,3.08
1994,NUTS,2010,ITF11,3,4.5
1995,NUTS,2010,ITF11,3,8.25
1996,NUTS,2010,ITF11,3,5.33
1997,NUTS,2010,ITF11,3,4.8
1998,NUTS,2010,ITF11,3,5.83
1999,NUTS,2010,ITF11,3,1.2
2000,NUTS,2010,ITF11,3,13.53
2001,NUTS,2010,ITF11,3,12.43
2002,NUTS,2010,ITF11,3,11.08
2003,NUTS,2010,ITF11,3,13.83
2004,NUTS,2010,ITF11,3,13.5
2005,NUTS,2010,ITF11,3,9.3
2006,NUTS,2010,ITF11,3,10.45
2007,NUTS,2010,ITF11,3,12.05
2008,NUTS,2010,ITF11,3,6.25
2009,NUTS,2010,ITF11,3,8.82
2010,NUTS,2010,ITF11,3,6.45
2011,NUTS,2010,ITF11,3,10.51
2012,NUTS,2010,ITF11,3,4.25
1979,NUTS,2010,ITF12,3,1.0
1981,NUTS,2010,ITF12,3,1.0
1984,NUTS,2010,ITF12,3,2.83
1985,NUTS,2010,ITF12,3,2.0
1986,NUTS,2010,ITF12,3,4.0
1988,NUTS,2010,ITF12,3,4.0
1989,NUTS,2010,ITF12,3,8.0
1990,NUTS,2010,ITF12,3,1.75
1991,NUTS,2010,ITF12,3,1.5
1992,NUTS,2010,ITF12,3,0.5
