year,region_type,region_year_spec,region_id,region_level,pat_ep_rtot_nr
1977,NUTS,2010,AT,0,30.67
1978,NUTS,2010,AT,0,152.45
1979,NUTS,2010,AT,0,267.25
1980,NUTS,2010,AT,0,263.97
1981,NUTS,2010,AT,0,307.08
1982,NUTS,2010,AT,0,374.5
1983,NUTS,2010,AT,0,397.82
1984,NUTS,2010,AT,0,512.35
1985,NUTS,2010,AT,0,576.66
1986,NUTS,2010,AT,0,533.76
1987,NUTS,2010,AT,0,610.3
1988,NUTS,2010,AT,0,648.81
1989,NUTS,2010,AT,0,665.87
1990,NUTS,2010,AT,0,643.88
1991,NUTS,2010,AT,0,655.95
1992,NUTS,2010,AT,0,617.98
1993,NUTS,2010,AT,0,657.98
1994,NUTS,2010,AT,0,681.45
1995,NUTS,2010,AT,0,672.35
1996,NUTS,2010,AT,0,763.01
1997,NUTS,2010,AT,0,969.24
1998,NUTS,2010,AT,0,953.73
1999,NUTS,2010,AT,0,1074.04
2000,NUTS,2010,AT,0,1183.42
2001,NUTS,2010,AT,0,1204.54
2002,NUTS,2010,AT,0,1290.22
2003,NUTS,2010,AT,0,1392.74
2004,NUTS,2010,AT,0,1446.29
2005,NUTS,2010,AT,0,1529.31
2006,NUTS,2010,AT,0,1753.68
2007,NUTS,2010,AT,0,1722.64
2008,NUTS,2010,AT,0,1628.33
2009,NUTS,2010,AT,0,1705.28
2010,NUTS,2010,AT,0,1760.07
2011,NUTS,2010,AT,0,1794.27
2012,NUTS,2010,AT,0,1604.89
1977,NUTS,2010,AT1,1,9.67
1978,NUTS,2010,AT1,1,56.37
1979,NUTS,2010,AT1,1,94.62
1980,NUTS,2010,AT1,1,89.4
1981,NUTS,2010,AT1,1,119.92
1982,NUTS,2010,AT1,1,122.55
1983,NUTS,2010,AT1,1,151.4
1984,NUTS,2010,AT1,1,219.31
1985,NUTS,2010,AT1,1,224.27
1986,NUTS,2010,AT1,1,207.71
1987,NUTS,2010,AT1,1,250.93
1988,NUTS,2010,AT1,1,246.67
1989,NUTS,2010,AT1,1,234.57
1990,NUTS,2010,AT1,1,254.18
1991,NUTS,2010,AT1,1,269.17
1992,NUTS,2010,AT1,1,222.54
1993,NUTS,2010,AT1,1,257.28
1994,NUTS,2010,AT1,1,267.71
1995,NUTS,2010,AT1,1,235.42
1996,NUTS,2010,AT1,1,280.01
1997,NUTS,2010,AT1,1,321.35
1998,NUTS,2010,AT1,1,335.96
1999,NUTS,2010,AT1,1,380.56
2000,NUTS,2010,AT1,1,380.86
2001,NUTS,2010,AT1,1,417.92
2002,NUTS,2010,AT1,1,462.23
2003,NUTS,2010,AT1,1,542.91
2004,NUTS,2010,AT1,1,544.31
2005,NUTS,2010,AT1,1,564.05
2006,NUTS,2010,AT1,1,689.81
2007,NUTS,2010,AT1,1,619.3
2008,NUTS,2010,AT1,1,510.51
2009,NUTS,2010,AT1,1,496.32
2010,NUTS,2010,AT1,1,490.68
2011,NUTS,2010,AT1,1,509.56
2012,NUTS,2010,AT1,1,475.59
1978,NUTS,2010,AT11,2,2.5
1979,NUTS,2010,AT11,2,4.0
1980,NUTS,2010,AT11,2,2.33
1981,NUTS,2010,AT11,2,3.0
1982,NUTS,2010,AT11,2,6.0
1983,NUTS,2010,AT11,2,6.95
1984,NUTS,2010,AT11,2,2.67
1985,NUTS,2010,AT11,2,1.75
1986,NUTS,2010,AT11,2,2.2
1987,NUTS,2010,AT11,2,6.4
1988,NUTS,2010,AT11,2,7.5
1989,NUTS,2010,AT11,2,4.25
1990,NUTS,2010,AT11,2,8.5
1991,NUTS,2010,AT11,2,9.91
1992,NUTS,2010,AT11,2,5.17
1993,NUTS,2010,AT11,2,3.64
1994,NUTS,2010,AT11,2,5.67
1995,NUTS,2010,AT11,2,7.17
1996,NUTS,2010,AT11,2,6.2
1997,NUTS,2010,AT11,2,15.9
1998,NUTS,2010,AT11,2,11.27
1999,NUTS,2010,AT11,2,15.16
2000,NUTS,2010,AT11,2,18.87
2001,NUTS,2010,AT11,2,13.42
2002,NUTS,2010,AT11,2,13.77
2003,NUTS,2010,AT11,2,23.79
2004,NUTS,2010,AT11,2,20.73
2005,NUTS,2010,AT11,2,16.93
2006,NUTS,2010,AT11,2,28.41
2007,NUTS,2010,AT11,2,28.53
2008,NUTS,2010,AT11,2,21.39
2009,NUTS,2010,AT11,2,25.88
2010,NUTS,2010,AT11,2,23.87
2011,NUTS,2010,AT11,2,17.57
2012,NUTS,2010,AT11,2,17.93
1979,NUTS,2010,AT111,3,1.0
1982,NUTS,2010,AT111,3,0.2
1983,NUTS,2010,AT111,3,0.83
1984,NUTS,2010,AT111,3,0.33
1985,NUTS,2010,AT111,3,0.5
1989,NUTS,2010,AT111,3,0.5
1990,NUTS,2010,AT111,3,1.0
1996,NUTS,2010,AT111,3,0.17
1999,NUTS,2010,AT111,3,2.67
2001,NUTS,2010,AT111,3,1.0
2003,NUTS,2010,AT111,3,2.83
2004,NUTS,2010,AT111,3,2.5
2006,NUTS,2010,AT111,3,1.0
2007,NUTS,2010,AT111,3,0.17
2008,NUTS,2010,AT111,3,1.75
2009,NUTS,2010,AT111,3,1.0
2010,NUTS,2010,AT111,3,0.5
2011,NUTS,2010,AT111,3,2.7
2012,NUTS,2010,AT111,3,0.83
1978,NUTS,2010,AT112,3,2.5
1979,NUTS,2010,AT112,3,2.0
1980,NUTS,2010,AT112,3,1.0
1981,NUTS,2010,AT112,3,3.0
1982,NUTS,2010,AT112,3,3.8
1983,NUTS,2010,AT112,3,5.78
1984,NUTS,2010,AT112,3,1.33
1985,NUTS,2010,AT112,3,1.25
1986,NUTS,2010,AT112,3,2.2
1987,NUTS,2010,AT112,3,6.4
1988,NUTS,2010,AT112,3,7.5
1989,NUTS,2010,AT112,3,3.75
1990,NUTS,2010,AT112,3,7.5
1991,NUTS,2010,AT112,3,8.83
1992,NUTS,2010,AT112,3,4.67
1993,NUTS,2010,AT112,3,3.64
1994,NUTS,2010,AT112,3,5.42
1995,NUTS,2010,AT112,3,6.42
1996,NUTS,2010,AT112,3,3.64
1997,NUTS,2010,AT112,3,11.67
1998,NUTS,2010,AT112,3,9.44
1999,NUTS,2010,AT112,3,11.37
2000,NUTS,2010,AT112,3,15.04
2001,NUTS,2010,AT112,3,7.83
2002,NUTS,2010,AT112,3,9.1
2003,NUTS,2010,AT112,3,12.38
2004,NUTS,2010,AT112,3,14.08
2005,NUTS,2010,AT112,3,14.67
2006,NUTS,2010,AT112,3,18.63
2007,NUTS,2010,AT112,3,20.0
2008,NUTS,2010,AT112,3,8.44
2009,NUTS,2010,AT112,3,14.1
2010,NUTS,2010,AT112,3,14.25
2011,NUTS,2010,AT112,3,9.62
2012,NUTS,2010,AT112,3,11.48
1979,NUTS,2010,AT113,3,1.0
1980,NUTS,2010,AT113,3,1.33
1982,NUTS,2010,AT113,3,2.0
1983,NUTS,2010,AT113,3,0.33
1984,NUTS,2010,AT113,3,1.0
1991,NUTS,2010,AT113,3,1.08
1992,NUTS,2010,AT113,3,0.5
1994,NUTS,2010,AT113,3,0.25
1995,NUTS,2010,AT113,3,0.75
1996,NUTS,2010,AT113,3,2.39
1997,NUTS,2010,AT113,3,4.23
1998,NUTS,2010,AT113,3,1.83
1999,NUTS,2010,AT113,3,1.13
2000,NUTS,2010,AT113,3,3.84
2001,NUTS,2010,AT113,3,4.58
2002,NUTS,2010,AT113,3,4.67
2003,NUTS,2010,AT113,3,8.58
2004,NUTS,2010,AT113,3,4.14
2005,NUTS,2010,AT113,3,2.26
2006,NUTS,2010,AT113,3,8.78
2007,NUTS,2010,AT113,3,8.37
2008,NUTS,2010,AT113,3,11.2
2009,NUTS,2010,AT113,3,10.78
2010,NUTS,2010,AT113,3,9.12
2011,NUTS,2010,AT113,3,5.25
2012,NUTS,2010,AT113,3,5.62
1977,NUTS,2010,AT12,2,1.42
1978,NUTS,2010,AT12,2,10.08
1979,NUTS,2010,AT12,2,31.87
1980,NUTS,2010,AT12,2,30.0
1981,NUTS,2010,AT12,2,41.25
1982,NUTS,2010,AT12,2,37.87
1983,NUTS,2010,AT12,2,52.67
1984,NUTS,2010,AT12,2,76.4
1985,NUTS,2010,AT12,2,81.89
1986,NUTS,2010,AT12,2,69.58
1987,NUTS,2010,AT12,2,90.63
1988,NUTS,2010,AT12,2,95.72
1989,NUTS,2010,AT12,2,98.68
1990,NUTS,2010,AT12,2,119.01
1991,NUTS,2010,AT12,2,98.84
1992,NUTS,2010,AT12,2,89.07
1993,NUTS,2010,AT12,2,112.89
1994,NUTS,2010,AT12,2,116.06
1995,NUTS,2010,AT12,2,110.57
1996,NUTS,2010,AT12,2,123.06
1997,NUTS,2010,AT12,2,145.72
1998,NUTS,2010,AT12,2,178.95
1999,NUTS,2010,AT12,2,154.39
2000,NUTS,2010,AT12,2,177.62
2001,NUTS,2010,AT12,2,174.48
2002,NUTS,2010,AT12,2,176.94
2003,NUTS,2010,AT12,2,206.25
2004,NUTS,2010,AT12,2,212.7
2005,NUTS,2010,AT12,2,237.52
2006,NUTS,2010,AT12,2,262.65
2007,NUTS,2010,AT12,2,217.85
2008,NUTS,2010,AT12,2,219.3
2009,NUTS,2010,AT12,2,234.83
2010,NUTS,2010,AT12,2,236.96
2011,NUTS,2010,AT12,2,229.06
2012,NUTS,2010,AT12,2,234.68
1977,NUTS,2010,AT121,3,0.5
1978,NUTS,2010,AT121,3,1.0
1979,NUTS,2010,AT121,3,4.33
1980,NUTS,2010,AT121,3,5.67
1981,NUTS,2010,AT121,3,7.5
1982,NUTS,2010,AT121,3,6.58
1983,NUTS,2010,AT121,3,7.78
1984,NUTS,2010,AT121,3,7.0
1985,NUTS,2010,AT121,3,15.54
1986,NUTS,2010,AT121,3,12.37
1987,NUTS,2010,AT121,3,23.68
1988,NUTS,2010,AT121,3,18.67
1989,NUTS,2010,AT121,3,17.87
1990,NUTS,2010,AT121,3,29.83
1991,NUTS,2010,AT121,3,14.83
1992,NUTS,2010,AT121,3,15.64
1993,NUTS,2010,AT121,3,18.01
1994,NUTS,2010,AT121,3,30.7
1995,NUTS,2010,AT121,3,26.53
1996,NUTS,2010,AT121,3,21.53
1997,NUTS,2010,AT121,3,26.51
1998,NUTS,2010,AT121,3,45.03
1999,NUTS,2010,AT121,3,29.39
2000,NUTS,2010,AT121,3,26.69
2001,NUTS,2010,AT121,3,20.25
2002,NUTS,2010,AT121,3,33.59
2003,NUTS,2010,AT121,3,44.07
2004,NUTS,2010,AT121,3,38.04
2005,NUTS,2010,AT121,3,42.26
2006,NUTS,2010,AT121,3,45.24
2007,NUTS,2010,AT121,3,37.11
2008,NUTS,2010,AT121,3,24.47
2009,NUTS,2010,AT121,3,35.49
2010,NUTS,2010,AT121,3,53.94
2011,NUTS,2010,AT121,3,51.89
2012,NUTS,2010,AT121,3,65.37
1978,NUTS,2010,AT122,3,3.5
1979,NUTS,2010,AT122,3,3.5
1980,NUTS,2010,AT122,3,4.17
1981,NUTS,2010,AT122,3,1.75
1982,NUTS,2010,AT122,3,4.67
1983,NUTS,2010,AT122,3,6.75
1984,NUTS,2010,AT122,3,15.81
1985,NUTS,2010,AT122,3,7.87
1986,NUTS,2010,AT122,3,5.42
1987,NUTS,2010,AT122,3,12.52
1988,NUTS,2010,AT122,3,17.09
1989,NUTS,2010,AT122,3,9.83
1990,NUTS,2010,AT122,3,19.28
1991,NUTS,2010,AT122,3,16.45
1992,NUTS,2010,AT122,3,14.42
1993,NUTS,2010,AT122,3,13.16
1994,NUTS,2010,AT122,3,9.16
1995,NUTS,2010,AT122,3,10.58
1996,NUTS,2010,AT122,3,5.25
1997,NUTS,2010,AT122,3,19.43
1998,NUTS,2010,AT122,3,23.56
1999,NUTS,2010,AT122,3,18.95
2000,NUTS,2010,AT122,3,20.0
2001,NUTS,2010,AT122,3,14.53
2002,NUTS,2010,AT122,3,16.1
2003,NUTS,2010,AT122,3,29.06
2004,NUTS,2010,AT122,3,25.49
2005,NUTS,2010,AT122,3,34.49
2006,NUTS,2010,AT122,3,30.83
2007,NUTS,2010,AT122,3,25.95
2008,NUTS,2010,AT122,3,22.28
2009,NUTS,2010,AT122,3,33.45
2010,NUTS,2010,AT122,3,33.67
2011,NUTS,2010,AT122,3,27.87
2012,NUTS,2010,AT122,3,28.24
1979,NUTS,2010,AT123,3,5.33
1980,NUTS,2010,AT123,3,1.83
1981,NUTS,2010,AT123,3,8.33
1982,NUTS,2010,AT123,3,4.67
1983,NUTS,2010,AT123,3,3.5
1984,NUTS,2010,AT123,3,3.83
1985,NUTS,2010,AT123,3,7.33
1986,NUTS,2010,AT123,3,8.08
1987,NUTS,2010,AT123,3,3.88
1988,NUTS,2010,AT123,3,9.17
1989,NUTS,2010,AT123,3,8.83
1990,NUTS,2010,AT123,3,18.25
1991,NUTS,2010,AT123,3,7.79
1992,NUTS,2010,AT123,3,7.75
1993,NUTS,2010,AT123,3,13.7
1994,NUTS,2010,AT123,3,11.12
1995,NUTS,2010,AT123,3,11.37
1996,NUTS,2010,AT123,3,16.25
1997,NUTS,2010,AT123,3,10.4
1998,NUTS,2010,AT123,3,12.35
1999,NUTS,2010,AT123,3,15.53
2000,NUTS,2010,AT123,3,20.72
2001,NUTS,2010,AT123,3,16.09
2002,NUTS,2010,AT123,3,19.65
2003,NUTS,2010,AT123,3,16.89
2004,NUTS,2010,AT123,3,22.52
2005,NUTS,2010,AT123,3,20.42
2006,NUTS,2010,AT123,3,21.98
2007,NUTS,2010,AT123,3,14.34
2008,NUTS,2010,AT123,3,27.54
2009,NUTS,2010,AT123,3,26.82
2010,NUTS,2010,AT123,3,18.72
2011,NUTS,2010,AT123,3,18.65
2012,NUTS,2010,AT123,3,9.73
1979,NUTS,2010,AT124,3,0.5
1980,NUTS,2010,AT124,3,8.5
1981,NUTS,2010,AT124,3,5.0
1982,NUTS,2010,AT124,3,2.0
1983,NUTS,2010,AT124,3,3.75
1984,NUTS,2010,AT124,3,6.0
1985,NUTS,2010,AT124,3,6.33
1986,NUTS,2010,AT124,3,0.83
1987,NUTS,2010,AT124,3,1.0
1988,NUTS,2010,AT124,3,3.0
1989,NUTS,2010,AT124,3,5.92
1990,NUTS,2010,AT124,3,7.0
1991,NUTS,2010,AT124,3,2.83
1992,NUTS,2010,AT124,3,5.53
1993,NUTS,2010,AT124,3,7.33
1994,NUTS,2010,AT124,3,8.33
1995,NUTS,2010,AT124,3,11.75
1996,NUTS,2010,AT124,3,4.95
1997,NUTS,2010,AT124,3,10.5
1998,NUTS,2010,AT124,3,8.66
1999,NUTS,2010,AT124,3,11.13
2000,NUTS,2010,AT124,3,17.29
2001,NUTS,2010,AT124,3,17.93
2002,NUTS,2010,AT124,3,14.53
2003,NUTS,2010,AT124,3,14.66
2004,NUTS,2010,AT124,3,17.59
2005,NUTS,2010,AT124,3,32.09
2006,NUTS,2010,AT124,3,21.5
2007,NUTS,2010,AT124,3,16.03
2008,NUTS,2010,AT124,3,26.22
2009,NUTS,2010,AT124,3,25.79
2010,NUTS,2010,AT124,3,19.34
2011,NUTS,2010,AT124,3,14.18
2012,NUTS,2010,AT124,3,20.13
1979,NUTS,2010,AT125,3,1.5
1981,NUTS,2010,AT125,3,1.0
1982,NUTS,2010,AT125,3,1.0
1983,NUTS,2010,AT125,3,2.53
1984,NUTS,2010,AT125,3,1.0
1986,NUTS,2010,AT125,3,1.0
1987,NUTS,2010,AT125,3,1.5
1988,NUTS,2010,AT125,3,1.17
1989,NUTS,2010,AT125,3,3.61
1990,NUTS,2010,AT125,3,1.25
1991,NUTS,2010,AT125,3,0.5
1992,NUTS,2010,AT125,3,1.0
1993,NUTS,2010,AT125,3,0.7
1994,NUTS,2010,AT125,3,1.25
1995,NUTS,2010,AT125,3,2.83
1996,NUTS,2010,AT125,3,4.83
1997,NUTS,2010,AT125,3,3.45
1998,NUTS,2010,AT125,3,4.95
1999,NUTS,2010,AT125,3,4.0
2000,NUTS,2010,AT125,3,8.08
2001,NUTS,2010,AT125,3,8.71
2002,NUTS,2010,AT125,3,4.92
2003,NUTS,2010,AT125,3,3.64
2004,NUTS,2010,AT125,3,9.01
2005,NUTS,2010,AT125,3,6.66
2006,NUTS,2010,AT125,3,15.24
2007,NUTS,2010,AT125,3,15.78
2008,NUTS,2010,AT125,3,5.73
2009,NUTS,2010,AT125,3,6.98
2010,NUTS,2010,AT125,3,3.8
2011,NUTS,2010,AT125,3,7.61
2012,NUTS,2010,AT125,3,7.35
1978,NUTS,2010,AT126,3,2.5
1979,NUTS,2010,AT126,3,3.33
1980,NUTS,2010,AT126,3,5.33
1981,NUTS,2010,AT126,3,3.83
1982,NUTS,2010,AT126,3,2.75
1983,NUTS,2010,AT126,3,6.58
1984,NUTS,2010,AT126,3,7.2
1985,NUTS,2010,AT126,3,6.31
1986,NUTS,2010,AT126,3,14.09
1987,NUTS,2010,AT126,3,11.14
1988,NUTS,2010,AT126,3,9.73
1989,NUTS,2010,AT126,3,14.87
1990,NUTS,2010,AT126,3,15.17
1991,NUTS,2010,AT126,3,14.72
1992,NUTS,2010,AT126,3,11.67
1993,NUTS,2010,AT126,3,13.65
1994,NUTS,2010,AT126,3,19.08
1995,NUTS,2010,AT126,3,20.1
1996,NUTS,2010,AT126,3,27.74
1997,NUTS,2010,AT126,3,36.98
1998,NUTS,2010,AT126,3,40.21
1999,NUTS,2010,AT126,3,35.04
2000,NUTS,2010,AT126,3,32.17
2001,NUTS,2010,AT126,3,42.0
2002,NUTS,2010,AT126,3,35.46
2003,NUTS,2010,AT126,3,45.69
2004,NUTS,2010,AT126,3,41.26
2005,NUTS,2010,AT126,3,50.44
2006,NUTS,2010,AT126,3,57.67
2007,NUTS,2010,AT126,3,50.37
2008,NUTS,2010,AT126,3,60.74
2009,NUTS,2010,AT126,3,40.85
2010,NUTS,2010,AT126,3,41.24
2011,NUTS,2010,AT126,3,42.15
2012,NUTS,2010,AT126,3,53.52
1977,NUTS,2010,AT127,3,0.92
1978,NUTS,2010,AT127,3,3.08
1979,NUTS,2010,AT127,3,13.37
1980,NUTS,2010,AT127,3,4.5
1981,NUTS,2010,AT127,3,13.83
1982,NUTS,2010,AT127,3,16.2
1983,NUTS,2010,AT127,3,21.77
1984,NUTS,2010,AT127,3,35.56
1985,NUTS,2010,AT127,3,38.51
1986,NUTS,2010,AT127,3,27.79
1987,NUTS,2010,AT127,3,36.92
1988,NUTS,2010,AT127,3,36.91
1989,NUTS,2010,AT127,3,37.75
1990,NUTS,2010,AT127,3,28.24
1991,NUTS,2010,AT127,3,41.71
1992,NUTS,2010,AT127,3,33.06
1993,NUTS,2010,AT127,3,46.34
1994,NUTS,2010,AT127,3,36.41
1995,NUTS,2010,AT127,3,27.4
1996,NUTS,2010,AT127,3,42.51
1997,NUTS,2010,AT127,3,38.46
1998,NUTS,2010,AT127,3,44.2
1999,NUTS,2010,AT127,3,40.36
2000,NUTS,2010,AT127,3,52.67
2001,NUTS,2010,AT127,3,54.98
2002,NUTS,2010,AT127,3,52.67
2003,NUTS,2010,AT127,3,52.24
2004,NUTS,2010,AT127,3,58.8
2005,NUTS,2010,AT127,3,51.14
2006,NUTS,2010,AT127,3,70.19
2007,NUTS,2010,AT127,3,58.28
2008,NUTS,2010,AT127,3,52.32
2009,NUTS,2010,AT127,3,65.46
2010,NUTS,2010,AT127,3,66.25
2011,NUTS,2010,AT127,3,66.72
2012,NUTS,2010,AT127,3,50.35
1977,NUTS,2010,AT13,2,8.25
1978,NUTS,2010,AT13,2,43.79
1979,NUTS,2010,AT13,2,58.75
1980,NUTS,2010,AT13,2,57.07
1981,NUTS,2010,AT13,2,75.67
1982,NUTS,2010,AT13,2,78.69
1983,NUTS,2010,AT13,2,91.78
1984,NUTS,2010,AT13,2,140.24
1985,NUTS,2010,AT13,2,140.63
1986,NUTS,2010,AT13,2,135.93
1987,NUTS,2010,AT13,2,153.9
1988,NUTS,2010,AT13,2,143.45
1989,NUTS,2010,AT13,2,131.64
1990,NUTS,2010,AT13,2,126.66
1991,NUTS,2010,AT13,2,160.42
1992,NUTS,2010,AT13,2,128.3
1993,NUTS,2010,AT13,2,140.75
1994,NUTS,2010,AT13,2,145.99
1995,NUTS,2010,AT13,2,117.68
1996,NUTS,2010,AT13,2,150.75
1997,NUTS,2010,AT13,2,159.73
1998,NUTS,2010,AT13,2,145.73
1999,NUTS,2010,AT13,2,211.02
2000,NUTS,2010,AT13,2,184.37
2001,NUTS,2010,AT13,2,230.02
2002,NUTS,2010,AT13,2,271.53
2003,NUTS,2010,AT13,2,312.87
2004,NUTS,2010,AT13,2,310.88
2005,NUTS,2010,AT13,2,309.61
2006,NUTS,2010,AT13,2,398.75
2007,NUTS,2010,AT13,2,372.91
2008,NUTS,2010,AT13,2,269.81
2009,NUTS,2010,AT13,2,235.61
2010,NUTS,2010,AT13,2,229.86
2011,NUTS,2010,AT13,2,262.93
2012,NUTS,2010,AT13,2,222.98
1977,NUTS,2010,AT130,3,8.25
1978,NUTS,2010,AT130,3,43.79
1979,NUTS,2010,AT130,3,58.75
1980,NUTS,2010,AT130,3,57.07
1981,NUTS,2010,AT130,3,75.67
1982,NUTS,2010,AT130,3,78.69
1983,NUTS,2010,AT130,3,91.78
1984,NUTS,2010,AT130,3,140.24
1985,NUTS,2010,AT130,3,140.63
1986,NUTS,2010,AT130,3,135.93
1987,NUTS,2010,AT130,3,153.9
1988,NUTS,2010,AT130,3,143.45
1989,NUTS,2010,AT130,3,131.64
1990,NUTS,2010,AT130,3,126.66
1991,NUTS,2010,AT130,3,160.42
1992,NUTS,2010,AT130,3,128.3
1993,NUTS,2010,AT130,3,140.75
1994,NUTS,2010,AT130,3,145.99
1995,NUTS,2010,AT130,3,117.68
1996,NUTS,2010,AT130,3,150.75
1997,NUTS,2010,AT130,3,159.73
1998,NUTS,2010,AT130,3,145.73
1999,NUTS,2010,AT130,3,211.02
2000,NUTS,2010,AT130,3,184.37
2001,NUTS,2010,AT130,3,230.02
2002,NUTS,2010,AT130,3,271.53
2003,NUTS,2010,AT130,3,312.87
2004,NUTS,2010,AT130,3,310.88
2005,NUTS,2010,AT130,3,309.61
2006,NUTS,2010,AT130,3,398.75
2007,NUTS,2010,AT130,3,372.91
2008,NUTS,2010,AT130,3,269.81
2009,NUTS,2010,AT130,3,235.61
2010,NUTS,2010,AT130,3,229.86
2011,NUTS,2010,AT130,3,262.93
2012,NUTS,2010,AT130,3,222.98
1977,NUTS,2010,AT2,1,2.0
1978,NUTS,2010,AT2,1,27.0
1979,NUTS,2010,AT2,1,67.08
1980,NUTS,2010,AT2,1,68.7
1981,NUTS,2010,AT2,1,49.63
1982,NUTS,2010,AT2,1,98.08
1983,NUTS,2010,AT2,1,99.92
1984,NUTS,2010,AT2,1,103.75
1985,NUTS,2010,AT2,1,136.75
1986,NUTS,2010,AT2,1,124.32
1987,NUTS,2010,AT2,1,136.73
1988,NUTS,2010,AT2,1,157.03
1989,NUTS,2010,AT2,1,146.18
1990,NUTS,2010,AT2,1,142.68
1991,NUTS,2010,AT2,1,131.33
1992,NUTS,2010,AT2,1,140.45
1993,NUTS,2010,AT2,1,107.14
1994,NUTS,2010,AT2,1,136.74
1995,NUTS,2010,AT2,1,130.79
1996,NUTS,2010,AT2,1,128.57
1997,NUTS,2010,AT2,1,199.03
1998,NUTS,2010,AT2,1,166.19
1999,NUTS,2010,AT2,1,230.51
2000,NUTS,2010,AT2,1,231.46
2001,NUTS,2010,AT2,1,218.29
2002,NUTS,2010,AT2,1,273.66
2003,NUTS,2010,AT2,1,275.5
2004,NUTS,2010,AT2,1,253.45
2005,NUTS,2010,AT2,1,269.69
2006,NUTS,2010,AT2,1,315.83
2007,NUTS,2010,AT2,1,282.7
2008,NUTS,2010,AT2,1,311.28
2009,NUTS,2010,AT2,1,380.09
2010,NUTS,2010,AT2,1,318.82
2011,NUTS,2010,AT2,1,337.41
2012,NUTS,2010,AT2,1,318.06
1977,NUTS,2010,AT21,2,1.0
1978,NUTS,2010,AT21,2,4.0
1979,NUTS,2010,AT21,2,7.5
1980,NUTS,2010,AT21,2,6.67
1981,NUTS,2010,AT21,2,2.83
1982,NUTS,2010,AT21,2,10.0
1983,NUTS,2010,AT21,2,14.17
1984,NUTS,2010,AT21,2,17.42
1985,NUTS,2010,AT21,2,33.75
1986,NUTS,2010,AT21,2,30.85
1987,NUTS,2010,AT21,2,26.92
1988,NUTS,2010,AT21,2,29.62
1989,NUTS,2010,AT21,2,26.53
1990,NUTS,2010,AT21,2,21.57
1991,NUTS,2010,AT21,2,27.37
1992,NUTS,2010,AT21,2,31.68
1993,NUTS,2010,AT21,2,32.67
1994,NUTS,2010,AT21,2,36.01
1995,NUTS,2010,AT21,2,34.32
1996,NUTS,2010,AT21,2,34.34
1997,NUTS,2010,AT21,2,59.98
1998,NUTS,2010,AT21,2,42.07
1999,NUTS,2010,AT21,2,72.8
2000,NUTS,2010,AT21,2,57.66
2001,NUTS,2010,AT21,2,46.22
2002,NUTS,2010,AT21,2,83.14
2003,NUTS,2010,AT21,2,57.89
2004,NUTS,2010,AT21,2,53.0
2005,NUTS,2010,AT21,2,74.67
2006,NUTS,2010,AT21,2,62.45
2007,NUTS,2010,AT21,2,63.73
2008,NUTS,2010,AT21,2,66.96
2009,NUTS,2010,AT21,2,102.72
2010,NUTS,2010,AT21,2,45.38
2011,NUTS,2010,AT21,2,68.63
2012,NUTS,2010,AT21,2,56.94
1977,NUTS,2010,AT211,3,1.0
1978,NUTS,2010,AT211,3,1.5
1979,NUTS,2010,AT211,3,5.5
1980,NUTS,2010,AT211,3,6.5
1981,NUTS,2010,AT211,3,2.83
1982,NUTS,2010,AT211,3,8.33
1983,NUTS,2010,AT211,3,12.83
1984,NUTS,2010,AT211,3,14.42
1985,NUTS,2010,AT211,3,29.25
1986,NUTS,2010,AT211,3,25.98
1987,NUTS,2010,AT211,3,23.92
1988,NUTS,2010,AT211,3,24.98
1989,NUTS,2010,AT211,3,20.7
1990,NUTS,2010,AT211,3,15.62
1991,NUTS,2010,AT211,3,22.03
1992,NUTS,2010,AT211,3,21.77
1993,NUTS,2010,AT211,3,25.33
1994,NUTS,2010,AT211,3,27.45
1995,NUTS,2010,AT211,3,24.03
1996,NUTS,2010,AT211,3,18.75
1997,NUTS,2010,AT211,3,43.48
1998,NUTS,2010,AT211,3,28.57
1999,NUTS,2010,AT211,3,55.27
2000,NUTS,2010,AT211,3,36.07
2001,NUTS,2010,AT211,3,30.72
2002,NUTS,2010,AT211,3,57.87
2003,NUTS,2010,AT211,3,37.38
2004,NUTS,2010,AT211,3,32.17
2005,NUTS,2010,AT211,3,62.44
2006,NUTS,2010,AT211,3,34.67
2007,NUTS,2010,AT211,3,38.97
2008,NUTS,2010,AT211,3,33.59
2009,NUTS,2010,AT211,3,73.51
2010,NUTS,2010,AT211,3,32.2
2011,NUTS,2010,AT211,3,38.69
2012,NUTS,2010,AT211,3,39.23
1978,NUTS,2010,AT212,3,0.5
1979,NUTS,2010,AT212,3,1.0
1980,NUTS,2010,AT212,3,0.17
1982,NUTS,2010,AT212,3,1.17
1984,NUTS,2010,AT212,3,1.0
1985,NUTS,2010,AT212,3,3.5
1986,NUTS,2010,AT212,3,1.5
1987,NUTS,2010,AT212,3,1.0
1988,NUTS,2010,AT212,3,2.3
1989,NUTS,2010,AT212,3,1.5
1990,NUTS,2010,AT212,3,2.45
1991,NUTS,2010,AT212,3,2.0
1992,NUTS,2010,AT212,3,4.0
1993,NUTS,2010,AT212,3,3.5
1994,NUTS,2010,AT212,3,1.87
1995,NUTS,2010,AT212,3,4.5
1996,NUTS,2010,AT212,3,3.13
1997,NUTS,2010,AT212,3,6.33
1998,NUTS,2010,AT212,3,8.33
1999,NUTS,2010,AT212,3,13.2
2000,NUTS,2010,AT212,3,6.33
