year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_rse_pc_emp_hc_f
2019,NUTS,2010,ITI2,2,0.0747
2011,NUTS,2010,ITI3,2,0.0262
2012,NUTS,2010,ITI3,2,0.029
2013,NUTS,2010,ITI3,2,0.0357
2014,NUTS,2010,ITI3,2,0.0397
2015,NUTS,2010,ITI3,2,0.0409
2016,NUTS,2010,ITI3,2,0.0553
2017,NUTS,2010,ITI3,2,0.0598
2018,NUTS,2010,ITI3,2,0.0566
2019,NUTS,2010,ITI3,2,0.062
2011,NUTS,2010,ITI4,2,0.3675
2012,NUTS,2010,ITI4,2,0.3538
2013,NUTS,2010,ITI4,2,0.3439
2014,NUTS,2010,ITI4,2,0.3235
2015,NUTS,2010,ITI4,2,0.3481
2016,NUTS,2010,ITI4,2,0.3534
2017,NUTS,2010,ITI4,2,0.3528
2018,NUTS,2010,ITI4,2,0.3641
2019,NUTS,2010,ITI4,2,0.3758
2011,NUTS,2010,KR,0,0.0519
2012,NUTS,2010,KR,0,0.0557
2013,NUTS,2010,KR,0,0.0603
2011,NUTS,2010,LT,0,0.1384
2012,NUTS,2010,LT,0,0.1355
2013,NUTS,2010,LT,0,0.1352
2014,NUTS,2010,LT,0,0.1415
2015,NUTS,2010,LT,0,0.1452
2016,NUTS,2010,LT,0,0.2013
2017,NUTS,2010,LT,0,0.2258
2018,NUTS,2010,LT,0,0.2206
2019,NUTS,2010,LT,0,0.2069
2015,NUTS,2010,LT01,2,0.3714
2016,NUTS,2010,LT01,2,0.3928
2017,NUTS,2010,LT01,2,0.416
2018,NUTS,2010,LT01,2,0.4107
2019,NUTS,2010,LT01,2,0.426
2015,NUTS,2010,LT02,2,0.0387
2016,NUTS,2010,LT02,2,0.1025
2017,NUTS,2010,LT02,2,0.1198
2018,NUTS,2010,LT02,2,0.1141
2019,NUTS,2010,LT02,2,0.091
2011,NUTS,2010,LU,0,0.2948
2012,NUTS,2010,LU,0,0.2864
2013,NUTS,2010,LU,0,0.2933
2014,NUTS,2010,LU,0,0.2743
2015,NUTS,2010,LU,0,0.2348
2017,NUTS,2010,LU,0,0.204
2019,NUTS,2010,LU,0,0.2167
2011,NUTS,2010,LV,0,0.1284
2012,NUTS,2010,LV,0,0.1286
2013,NUTS,2010,LV,0,0.1192
2014,NUTS,2010,LV,0,0.119
2015,NUTS,2010,LV,0,0.1259
2016,NUTS,2010,LV,0,0.1206
2017,NUTS,2010,LV,0,0.1148
2018,NUTS,2010,LV,0,0.1187
2019,NUTS,2010,LV,0,0.1078
2011,NUTS,2010,ME,0,0.3306
2013,NUTS,2010,ME,0,0.3433
2014,NUTS,2010,ME,0,0.3135
2015,NUTS,2010,ME,0,0.3182
2017,NUTS,2010,ME,0,0.302
2018,NUTS,2010,ME,0,0.2971
2019,NUTS,2010,ME,0,0.3076
2011,NUTS,2010,MK,0,0.0685
2012,NUTS,2010,MK,0,0.1071
2015,NUTS,2010,MK,0,0.0746
2016,NUTS,2010,MK,0,0.0911
2017,NUTS,2010,MK,0,0.0799
2018,NUTS,2010,MK,0,0.0758
2019,NUTS,2010,MK,0,0.0685
2011,NUTS,2010,MT,0,0.0276
2012,NUTS,2010,MT,0,0.0156
2013,NUTS,2010,MT,0,0.0116
2014,NUTS,2010,MT,0,0.0122
2015,NUTS,2010,MT,0,0.0118
2016,NUTS,2010,MT,0,0.0123
2017,NUTS,2010,MT,0,0.008
2018,NUTS,2010,MT,0,0.0115
2019,NUTS,2010,MT,0,0.005
2011,NUTS,2010,NL,0,0.0702
2012,NUTS,2010,NL,0,0.1204
2013,NUTS,2010,NL,0,0.0819
2014,NUTS,2010,NL,0,0.0765
2015,NUTS,2010,NL,0,0.0783
2016,NUTS,2010,NL,0,0.0821
2017,NUTS,2010,NL,0,0.072
2018,NUTS,2010,NL,0,0.0803
2019,NUTS,2010,NL,0,0.0851
2011,NUTS,2010,NO,0,0.2325
2012,NUTS,2010,NO,0,0.2337
2013,NUTS,2010,NO,0,0.2404
2014,NUTS,2010,NO,0,0.236
2015,NUTS,2010,NO,0,0.2446
2016,NUTS,2010,NO,0,0.2435
2017,NUTS,2010,NO,0,0.2485
2018,NUTS,2010,NO,0,0.2529
2019,NUTS,2010,NO,0,0.2514
2011,NUTS,2010,NO0,1,0.2267
2012,NUTS,2010,NO0,1,0.2275
2013,NUTS,2010,NO0,1,0.2341
2014,NUTS,2010,NO0,1,0.2295
2011,NUTS,2010,NO01,2,0.5177
2012,NUTS,2010,NO01,2,0.5227
2013,NUTS,2010,NO01,2,0.5412
2014,NUTS,2010,NO01,2,0.4968
2011,NUTS,2010,NO02,2,0.0758
2012,NUTS,2010,NO02,2,0.0846
2013,NUTS,2010,NO02,2,0.0875
2014,NUTS,2010,NO02,2,0.097
2011,NUTS,2010,NO03,2,0.072
2012,NUTS,2010,NO03,2,0.0725
2013,NUTS,2010,NO03,2,0.0837
2014,NUTS,2010,NO03,2,0.1034
2011,NUTS,2010,NO04,2,0.0661
2012,NUTS,2010,NO04,2,0.0675
2013,NUTS,2010,NO04,2,0.0722
2014,NUTS,2010,NO04,2,0.0713
2011,NUTS,2010,NO05,2,0.1938
2012,NUTS,2010,NO05,2,0.1873
2013,NUTS,2010,NO05,2,0.1904
2014,NUTS,2010,NO05,2,0.2004
2011,NUTS,2010,NO06,2,0.2211
2012,NUTS,2010,NO06,2,0.2186
2013,NUTS,2010,NO06,2,0.2072
2014,NUTS,2010,NO06,2,0.1871
2011,NUTS,2010,NO07,2,0.185
2012,NUTS,2010,NO07,2,0.1931
2013,NUTS,2010,NO07,2,0.1864
2014,NUTS,2010,NO07,2,0.1897
2011,NUTS,2010,PL,0,0.0973
2012,NUTS,2010,PL,0,0.0972
2013,NUTS,2010,PL,0,0.0989
2014,NUTS,2010,PL,0,0.0982
2015,NUTS,2010,PL,0,0.0924
2016,NUTS,2010,PL,0,0.0327
2017,NUTS,2010,PL,0,0.0431
2018,NUTS,2010,PL,0,0.0379
2019,NUTS,2010,PL,0,0.0355
2011,NUTS,2010,PL1,1,0.3956
2012,NUTS,2010,PL1,1,0.3559
2013,NUTS,2010,PL1,1,0.2479
2014,NUTS,2010,PL1,1,0.2385
2015,NUTS,2010,PL1,1,0.2207
2012,NUTS,2010,PL11,2,0.0809
2012,NUTS,2010,PL12,2,0.3167
2011,NUTS,2010,PL2,1,0.0692
2013,NUTS,2010,PL2,1,0.0787
2014,NUTS,2010,PL2,1,0.0803
2015,NUTS,2010,PL2,1,0.0882
2016,NUTS,2010,PL2,1,0.0245
2017,NUTS,2010,PL2,1,0.0355
2018,NUTS,2010,PL2,1,0.039
2019,NUTS,2010,PL2,1,0.023
2011,NUTS,2010,PL21,2,0.1044
2015,NUTS,2010,PL21,2,0.1317
2017,NUTS,2010,PL21,2,0.061
2018,NUTS,2010,PL21,2,0.0689
2019,NUTS,2010,PL21,2,0.0426
2011,NUTS,2010,PL22,2,0.0441
2012,NUTS,2010,PL22,2,0.0597
2015,NUTS,2010,PL22,2,0.0571
2017,NUTS,2010,PL22,2,0.0164
2018,NUTS,2010,PL22,2,0.0162
2019,NUTS,2010,PL22,2,0.0081
2011,NUTS,2010,PL3,1,0.0198
2011,NUTS,2010,PL31,2,0.0536
2012,NUTS,2010,PL31,2,0.0533
2013,NUTS,2010,PL31,2,0.0443
2014,NUTS,2010,PL31,2,0.0437
2015,NUTS,2010,PL31,2,0.0331
2015,NUTS,2010,PL32,2,0.0063
2012,NUTS,2010,PL33,2,0.0
2013,NUTS,2010,PL34,2,0.0098
2011,NUTS,2010,PL4,1,0.0407
2013,NUTS,2010,PL4,1,0.0472
2016,NUTS,2010,PL4,1,0.005
2017,NUTS,2010,PL4,1,0.0111
2018,NUTS,2010,PL4,1,0.0163
2017,NUTS,2010,PL41,2,0.0099
2018,NUTS,2010,PL41,2,0.0152
2019,NUTS,2010,PL41,2,0.0182
2011,NUTS,2010,PL42,2,0.0
2014,NUTS,2010,PL42,2,0.0019
2019,NUTS,2010,PL42,2,0.0128
2013,NUTS,2010,PL43,2,0.0
2014,NUTS,2010,PL43,2,0.0
2015,NUTS,2010,PL43,2,0.0
2011,NUTS,2010,PL5,1,0.0337
2014,NUTS,2010,PL5,1,0.0465
2016,NUTS,2010,PL5,1,0.008
2017,NUTS,2010,PL5,1,0.0167
2018,NUTS,2010,PL5,1,0.0156
2018,NUTS,2010,PL51,2,0.0182
2019,NUTS,2010,PL51,2,0.0202
2015,NUTS,2010,PL52,2,0.0427
2018,NUTS,2010,PL52,2,0.0074
2011,NUTS,2010,PL6,1,0.0232
2014,NUTS,2010,PL6,1,0.0264
2015,NUTS,2010,PL6,1,0.0239
2016,NUTS,2010,PL6,1,0.0068
2017,NUTS,2010,PL6,1,0.0115
2018,NUTS,2010,PL6,1,0.0171
2019,NUTS,2010,PL6,1,0.0164
2012,NUTS,2010,PL61,2,0.0131
2013,NUTS,2010,PL61,2,0.0127
2014,NUTS,2010,PL61,2,0.0115
2015,NUTS,2010,PL61,2,0.0103
2018,NUTS,2010,PL61,2,0.0145
2019,NUTS,2010,PL61,2,0.0124
2011,NUTS,2010,PL62,2,0.0344
2012,NUTS,2010,PL62,2,0.037
2014,NUTS,2010,PL62,2,0.0437
2015,NUTS,2010,PL62,2,0.0394
2016,NUTS,2010,PL62,2,0.0153
2018,NUTS,2010,PL62,2,0.0128
2019,NUTS,2010,PL62,2,0.0037
2013,NUTS,2010,PL63,2,0.0355
2014,NUTS,2010,PL63,2,0.0291
2015,NUTS,2010,PL63,2,0.0268
2018,NUTS,2010,PL63,2,0.0217
2019,NUTS,2010,PL63,2,0.0265
2016,NUTS,2010,PL7,1,0.0299
2017,NUTS,2010,PL7,1,0.0431
2018,NUTS,2010,PL7,1,0.0465
2019,NUTS,2010,PL7,1,0.0384
2018,NUTS,2010,PL71,2,0.0531
2018,NUTS,2010,PL72,2,0.0316
2016,NUTS,2010,PL8,1,0.0083
2017,NUTS,2010,PL8,1,0.0113
2018,NUTS,2010,PL8,1,0.0114
2019,NUTS,2010,PL8,1,0.0107
2019,NUTS,2010,PL81,2,0.0167
2018,NUTS,2010,PL84,2,0.015
2016,NUTS,2010,PL9,1,0.127
2017,NUTS,2010,PL9,1,0.1518
2018,NUTS,2010,PL9,1,0.1023
2019,NUTS,2010,PL9,1,0.1098
2016,NUTS,2010,PL91,2,0.2152
2018,NUTS,2010,PL91,2,0.1657
2019,NUTS,2010,PL91,2,0.1719
2016,NUTS,2010,PL92,2,0.0027
2018,NUTS,2010,PL92,2,0.0045
2019,NUTS,2010,PL92,2,0.0059
2011,NUTS,2010,PT,0,0.1786
2012,NUTS,2010,PT,0,0.145
2013,NUTS,2010,PT,0,0.1227
2014,NUTS,2010,PT,0,0.1292
2015,NUTS,2010,PT,0,0.1301
2016,NUTS,2010,PT,0,0.1318
2017,NUTS,2010,PT,0,0.1458
2018,NUTS,2010,PT,0,0.148
2019,NUTS,2010,PT,0,0.1541
2020,NUTS,2010,PT,0,0.1598
2011,NUTS,2010,PT1,1,0.1651
2012,NUTS,2010,PT1,1,0.1324
2013,NUTS,2010,PT1,1,0.1154
2014,NUTS,2010,PT1,1,0.1228
2015,NUTS,2010,PT1,1,0.1243
2016,NUTS,2010,PT1,1,0.126
2017,NUTS,2010,PT1,1,0.1399
2018,NUTS,2010,PT1,1,0.1432
2019,NUTS,2010,PT1,1,0.1485
2020,NUTS,2010,PT1,1,0.1535
2011,NUTS,2010,PT11,2,0.1065
2012,NUTS,2010,PT11,2,0.0759
2013,NUTS,2010,PT11,2,0.0793
2014,NUTS,2010,PT11,2,0.0951
2015,NUTS,2010,PT11,2,0.1136
2016,NUTS,2010,PT11,2,0.1203
2017,NUTS,2010,PT11,2,0.1372
2018,NUTS,2010,PT11,2,0.1465
2019,NUTS,2010,PT11,2,0.1613
2020,NUTS,2010,PT11,2,0.1539
2011,NUTS,2010,PT15,2,0.0823
2012,NUTS,2010,PT15,2,0.1326
2013,NUTS,2010,PT15,2,0.0821
2014,NUTS,2010,PT15,2,0.0284
2015,NUTS,2010,PT15,2,0.0239
2016,NUTS,2010,PT15,2,0.0313
2017,NUTS,2010,PT15,2,0.0407
2018,NUTS,2010,PT15,2,0.0427
2019,NUTS,2010,PT15,2,0.0434
2020,NUTS,2010,PT15,2,0.0711
2011,NUTS,2010,PT16,2,0.1006
2012,NUTS,2010,PT16,2,0.0776
2013,NUTS,2010,PT16,2,0.062
2014,NUTS,2010,PT16,2,0.0753
2015,NUTS,2010,PT16,2,0.0849
2016,NUTS,2010,PT16,2,0.0887
2017,NUTS,2010,PT16,2,0.093
2018,NUTS,2010,PT16,2,0.0887
2019,NUTS,2010,PT16,2,0.0986
2020,NUTS,2010,PT16,2,0.0959
2011,NUTS,2010,PT17,2,0.3416
2012,NUTS,2010,PT17,2,0.2808
2013,NUTS,2010,PT17,2,0.2394
2014,NUTS,2010,PT17,2,0.2395
2015,NUTS,2010,PT17,2,0.2123
2016,NUTS,2010,PT17,2,0.2043
2017,NUTS,2010,PT17,2,0.2287
2018,NUTS,2010,PT17,2,0.2306
2019,NUTS,2010,PT17,2,0.2215
2020,NUTS,2010,PT17,2,0.2445
2011,NUTS,2010,PT18,2,0.0157
2012,NUTS,2010,PT18,2,0.0079
2013,NUTS,2010,PT18,2,0.008
2014,NUTS,2010,PT18,2,0.0049
2015,NUTS,2010,PT18,2,0.0085
2016,NUTS,2010,PT18,2,0.0078
2017,NUTS,2010,PT18,2,0.0
2018,NUTS,2010,PT18,2,0.002
2019,NUTS,2010,PT18,2,0.0007
2020,NUTS,2010,PT18,2,0.0013
2011,NUTS,2010,PT2,1,0.0832
2012,NUTS,2010,PT2,1,0.2151
2013,NUTS,2010,PT2,1,0.1004
2014,NUTS,2010,PT2,1,0.1347
2015,NUTS,2010,PT2,1,0.1191
2016,NUTS,2010,PT2,1,0.1165
2017,NUTS,2010,PT2,1,0.11
2018,NUTS,2010,PT2,1,0.083
2019,NUTS,2010,PT2,1,0.09
2020,NUTS,2010,PT2,1,0.1333
2011,NUTS,2010,PT20,2,0.0832
2012,NUTS,2010,PT20,2,0.2151
2013,NUTS,2010,PT20,2,0.1004
2014,NUTS,2010,PT20,2,0.1347
2015,NUTS,2010,PT20,2,0.1191
2016,NUTS,2010,PT20,2,0.1165
2017,NUTS,2010,PT20,2,0.11
2018,NUTS,2010,PT20,2,0.083
2019,NUTS,2010,PT20,2,0.09
2020,NUTS,2010,PT20,2,0.1333
2011,NUTS,2010,PT3,1,0.1993
2012,NUTS,2010,PT3,1,0.0873
2013,NUTS,2010,PT3,1,0.0551
2014,NUTS,2010,PT3,1,0.0553
2015,NUTS,2010,PT3,1,0.0779
2016,NUTS,2010,PT3,1,0.1033
2017,NUTS,2010,PT3,1,0.125
2018,NUTS,2010,PT3,1,0.1115
2019,NUTS,2010,PT3,1,0.1262
2020,NUTS,2010,PT3,1,0.1429
2011,NUTS,2010,PT30,2,0.1993
2012,NUTS,2010,PT30,2,0.0873
2013,NUTS,2010,PT30,2,0.0551
2014,NUTS,2010,PT30,2,0.0553
2015,NUTS,2010,PT30,2,0.0779
2016,NUTS,2010,PT30,2,0.1033
2017,NUTS,2010,PT30,2,0.125
2018,NUTS,2010,PT30,2,0.1115
2019,NUTS,2010,PT30,2,0.1262
2020,NUTS,2010,PT30,2,0.1429
2011,NUTS,2010,RO,0,0.0934
2012,NUTS,2010,RO,0,0.1034
2013,NUTS,2010,RO,0,0.1102
2014,NUTS,2010,RO,0,0.1083
2015,NUTS,2010,RO,0,0.1123
2016,NUTS,2010,RO,0,0.1109
2017,NUTS,2010,RO,0,0.1035
2018,NUTS,2010,RO,0,0.1045
2019,NUTS,2010,RO,0,0.1092
2011,NUTS,2010,RO1,1,0.0167
2012,NUTS,2010,RO1,1,0.0313
2013,NUTS,2010,RO1,1,0.0335
2014,NUTS,2010,RO1,1,0.0325
2015,NUTS,2010,RO1,1,0.0342
2016,NUTS,2010,RO1,1,0.0325
2017,NUTS,2010,RO1,1,0.0286
2018,NUTS,2010,RO1,1,0.0304
2019,NUTS,2010,RO1,1,0.0335
2011,NUTS,2010,RO11,2,0.0203
2012,NUTS,2010,RO11,2,0.0436
2013,NUTS,2010,RO11,2,0.0466
2014,NUTS,2010,RO11,2,0.0418
2015,NUTS,2010,RO11,2,0.0463
2016,NUTS,2010,RO11,2,0.0442
2017,NUTS,2010,RO11,2,0.0403
2018,NUTS,2010,RO11,2,0.0425
2019,NUTS,2010,RO11,2,0.0454
2011,NUTS,2010,RO12,2,0.0117
2012,NUTS,2010,RO12,2,0.0138
2013,NUTS,2010,RO12,2,0.0153
2014,NUTS,2010,RO12,2,0.0196
2015,NUTS,2010,RO12,2,0.0181
2016,NUTS,2010,RO12,2,0.0173
2017,NUTS,2010,RO12,2,0.0135
2018,NUTS,2010,RO12,2,0.0135
2019,NUTS,2010,RO12,2,0.0177
2011,NUTS,2010,RO2,1,0.0325
2012,NUTS,2010,RO2,1,0.03
2013,NUTS,2010,RO2,1,0.0302
2014,NUTS,2010,RO2,1,0.0308
2015,NUTS,2010,RO2,1,0.0333
2016,NUTS,2010,RO2,1,0.0333
2017,NUTS,2010,RO2,1,0.032
2018,NUTS,2010,RO2,1,0.0348
2019,NUTS,2010,RO2,1,0.0365
2011,NUTS,2010,RO21,2,0.0361
2012,NUTS,2010,RO21,2,0.0339
2013,NUTS,2010,RO21,2,0.0345
2014,NUTS,2010,RO21,2,0.0351
2015,NUTS,2010,RO21,2,0.0364
2016,NUTS,2010,RO21,2,0.0377
2017,NUTS,2010,RO21,2,0.035
2018,NUTS,2010,RO21,2,0.0395
2019,NUTS,2010,RO21,2,0.0407
2011,NUTS,2010,RO22,2,0.0265
2012,NUTS,2010,RO22,2,0.0233
2013,NUTS,2010,RO22,2,0.0224
2014,NUTS,2010,RO22,2,0.0226
2015,NUTS,2010,RO22,2,0.0275
2016,NUTS,2010,RO22,2,0.0253
2017,NUTS,2010,RO22,2,0.0265
2018,NUTS,2010,RO22,2,0.0263
2019,NUTS,2010,RO22,2,0.0289
2011,NUTS,2010,RO3,1,0.2062
2012,NUTS,2010,RO3,1,0.2281
2013,NUTS,2010,RO3,1,0.2392
2014,NUTS,2010,RO3,1,0.238
2015,NUTS,2010,RO3,1,0.2509
2016,NUTS,2010,RO3,1,0.252
2017,NUTS,2010,RO3,1,0.2335
2018,NUTS,2010,RO3,1,0.2297
2019,NUTS,2010,RO3,1,0.2393
2011,NUTS,2010,RO31,2,0.0168
2012,NUTS,2010,RO31,2,0.0162
2013,NUTS,2010,RO31,2,0.0159
2014,NUTS,2010,RO31,2,0.0153
2015,NUTS,2010,RO31,2,0.0166
2016,NUTS,2010,RO31,2,0.0171
2017,NUTS,2010,RO31,2,0.0142
2018,NUTS,2010,RO31,2,0.0116
2019,NUTS,2010,RO31,2,0.0115
2011,NUTS,2010,RO32,2,0.407
2012,NUTS,2010,RO32,2,0.4626
2013,NUTS,2010,RO32,2,0.4952
2014,NUTS,2010,RO32,2,0.4928
2015,NUTS,2010,RO32,2,0.4967
2016,NUTS,2010,RO32,2,0.4807
2017,NUTS,2010,RO32,2,0.4556
2018,NUTS,2010,RO32,2,0.4472
2019,NUTS,2010,RO32,2,0.4562
2011,NUTS,2010,RO4,1,0.0233
2012,NUTS,2010,RO4,1,0.0165
2013,NUTS,2010,RO4,1,0.024
2014,NUTS,2010,RO4,1,0.0212
2015,NUTS,2010,RO4,1,0.0276
2016,NUTS,2010,RO4,1,0.0292
2017,NUTS,2010,RO4,1,0.0278
2018,NUTS,2010,RO4,1,0.03
2019,NUTS,2010,RO4,1,0.0342
2011,NUTS,2010,RO41,2,0.0239
2012,NUTS,2010,RO41,2,0.0134
2013,NUTS,2010,RO41,2,0.0253
2014,NUTS,2010,RO41,2,0.0207
2015,NUTS,2010,RO41,2,0.0318
2016,NUTS,2010,RO41,2,0.0323
2017,NUTS,2010,RO41,2,0.0293
2018,NUTS,2010,RO41,2,0.0295
2019,NUTS,2010,RO41,2,0.0332
2011,NUTS,2010,RO42,2,0.0226
2012,NUTS,2010,RO42,2,0.0207
2013,NUTS,2010,RO42,2,0.0223
2014,NUTS,2010,RO42,2,0.0219
2015,NUTS,2010,RO42,2,0.0226
2016,NUTS,2010,RO42,2,0.0256
2017,NUTS,2010,RO42,2,0.0262
2018,NUTS,2010,RO42,2,0.0306
2019,NUTS,2010,RO42,2,0.0354
2011,NUTS,2010,RS,0,0.1755
2012,NUTS,2010,RS,0,0.1866
2013,NUTS,2010,RS,0,0.1897
2014,NUTS,2010,RS,0,0.1662
2015,NUTS,2010,RS,0,0.1792
2016,NUTS,2010,RS,0,0.1574
2017,NUTS,2010,RS,0,0.1601
2018,NUTS,2010,RS,0,0.1659
2019,NUTS,2010,RS,0,0.17
2020,NUTS,2010,RS,0,0.1794
2018,NUTS,2010,RS1,1,0.2807
2019,NUTS,2010,RS1,1,0.2864
2020,NUTS,2010,RS1,1,0.2953
2018,NUTS,2010,RS11,2,0.5013
2019,NUTS,2010,RS11,2,0.5081
2020,NUTS,2010,RS11,2,0.5236
2018,NUTS,2010,RS12,2,0.0452
2019,NUTS,2010,RS12,2,0.0502
2020,NUTS,2010,RS12,2,0.0538
2018,NUTS,2010,RS2,1,0.0079
2019,NUTS,2010,RS2,1,0.0086
2020,NUTS,2010,RS2,1,0.0155
2018,NUTS,2010,RS21,2,0.0038
2019,NUTS,2010,RS21,2,0.004
2020,NUTS,2010,RS21,2,0.013
2018,NUTS,2010,RS22,2,0.0139
2019,NUTS,2010,RS22,2,0.0154
2020,NUTS,2010,RS22,2,0.0191
2011,NUTS,2010,RU,0,0.1666
2012,NUTS,2010,RU,0,0.1727
2011,NUTS,2010,SE,0,0.1512
2013,NUTS,2010,SE,0,0.1526
2015,NUTS,2010,SE,0,0.252
2017,NUTS,2010,SE,0,0.3064
2019,NUTS,2010,SE,0,0.2441
2017,NUTS,2010,SE1,1,0.3088
2019,NUTS,2010,SE1,1,0.2847
2017,NUTS,2010,SE11,2,0.2137
2019,NUTS,2010,SE11,2,0.196
2017,NUTS,2010,SE12,2,0.4577
2019,NUTS,2010,SE12,2,0.4248
2017,NUTS,2010,SE2,1,0.3288
2019,NUTS,2010,SE2,1,0.2171
2017,NUTS,2010,SE21,2,0.0644
2019,NUTS,2010,SE21,2,0.0695
2017,NUTS,2010,SE22,2,0.4401
2019,NUTS,2010,SE22,2,0.1265
2017,NUTS,2010,SE23,2,0.3575
2019,NUTS,2010,SE23,2,0.3396
2017,NUTS,2010,SE3,1,0.1633
2019,NUTS,2010,SE3,1,0.1407
2017,NUTS,2010,SE31,2,0.1221
2019,NUTS,2010,SE31,2,0.1312
2017,NUTS,2010,SE32,2,0.0744
2019,NUTS,2010,SE32,2,0.0383
2017,NUTS,2010,SE33,2,0.2879
2019,NUTS,2010,SE33,2,0.2319
2011,NUTS,2010,SI,0,0.2472
2012,NUTS,2010,SI,0,0.2517
2013,NUTS,2010,SI,0,0.2613
2014,NUTS,2010,SI,0,0.2577
2015,NUTS,2010,SI,0,0.2369
2016,NUTS,2010,SI,0,0.2332
2017,NUTS,2010,SI,0,0.2313
2018,NUTS,2010,SI,0,0.243
2019,NUTS,2010,SI,0,0.2535
2011,NUTS,2010,SI0,1,0.2398
2012,NUTS,2010,SI0,1,0.2458
2013,NUTS,2010,SI0,1,0.2548
2014,NUTS,2010,SI0,1,0.2493
2015,NUTS,2010,SI0,1,0.2313
2016,NUTS,2010,SI0,1,0.2288
2017,NUTS,2010,SI0,1,0.2265
2018,NUTS,2010,SI0,1,0.2373
2019,NUTS,2010,SI0,1,0.2493
2013,NUTS,2010,SI03,2,0.0389
2014,NUTS,2010,SI03,2,0.021
2015,NUTS,2010,SI03,2,0.0122
2016,NUTS,2010,SI03,2,0.0079
2013,NUTS,2010,SI04,2,0.4823
2014,NUTS,2010,SI04,2,0.4894
2015,NUTS,2010,SI04,2,0.4591
2016,NUTS,2010,SI04,2,0.4569
2011,NUTS,2010,SK,0,0.1466
2012,NUTS,2010,SK,0,0.1578
2013,NUTS,2010,SK,0,0.1424
2014,NUTS,2010,SK,0,0.1737
2015,NUTS,2010,SK,0,0.1713
2016,NUTS,2010,SK,0,0.1826
2017,NUTS,2010,SK,0,0.1788
2018,NUTS,2010,SK,0,0.1909
2019,NUTS,2010,SK,0,0.195
2020,NUTS,2010,SK,0,0.2092
2011,NUTS,2010,SK01,2,0.7983
2012,NUTS,2010,SK01,2,0.8086
2013,NUTS,2010,SK01,2,0.8339
2014,NUTS,2010,SK01,2,0.9232
2015,NUTS,2010,SK01,2,0.9134
2016,NUTS,2010,SK01,2,0.9702
2017,NUTS,2010,SK01,2,0.9886
2018,NUTS,2010,SK01,2,1.0726
2019,NUTS,2010,SK01,2,1.1675
2020,NUTS,2010,SK01,2,1.2946
2011,NUTS,2010,SK02,2,0.0306
2012,NUTS,2010,SK02,2,0.0362
2013,NUTS,2010,SK02,2,0.0125
2014,NUTS,2010,SK02,2,0.066
2015,NUTS,2010,SK02,2,0.053
2016,NUTS,2010,SK02,2,0.0487
2017,NUTS,2010,SK02,2,0.0423
2018,NUTS,2010,SK02,2,0.0442
2019,NUTS,2010,SK02,2,0.0324
2020,NUTS,2010,SK02,2,0.0289
2011,NUTS,2010,SK03,2,0.0325
2012,NUTS,2010,SK03,2,0.0594
2013,NUTS,2010,SK03,2,0.0194
2014,NUTS,2010,SK03,2,0.0296
2015,NUTS,2010,SK03,2,0.0495
2016,NUTS,2010,SK03,2,0.0631
2017,NUTS,2010,SK03,2,0.0436
2018,NUTS,2010,SK03,2,0.054
2019,NUTS,2010,SK03,2,0.04
2020,NUTS,2010,SK03,2,0.0455
2011,NUTS,2010,SK04,2,0.0758
2012,NUTS,2010,SK04,2,0.0794
2013,NUTS,2010,SK04,2,0.0811
2014,NUTS,2010,SK04,2,0.0891
2015,NUTS,2010,SK04,2,0.0836
2016,NUTS,2010,SK04,2,0.0811
2017,NUTS,2010,SK04,2,0.0756
2018,NUTS,2010,SK04,2,0.069
2019,NUTS,2010,SK04,2,0.061
2020,NUTS,2010,SK04,2,0.0579
2011,NUTS,2010,TR,0,0.032
2012,NUTS,2010,TR,0,0.0312
2013,NUTS,2010,TR,0,0.0288
2014,NUTS,2010,TR,0,0.0294
2015,NUTS,2010,TR,0,0.0279
2016,NUTS,2010,TR,0,0.0298
2017,NUTS,2010,TR,0,0.0288
2018,NUTS,2010,TR,0,0.0284
2019,NUTS,2010,TR,0,0.0251
2020,NUTS,2010,TR,0,0.0287
2011,NUTS,2010,UK,0,0.0216
2012,NUTS,2010,UK,0,0.0232
2013,NUTS,2010,UK,0,0.0237
2014,NUTS,2010,UK,0,0.0228
2015,NUTS,2010,UK,0,0.0225
2016,NUTS,2010,UK,0,0.022
2017,NUTS,2010,UK,0,0.0221
2018,NUTS,2010,UK,0,0.0219
2011,NUTS,2010,UKC,1,0.0
2013,NUTS,2010,UKC,1,0.0
2015,NUTS,2010,UKC,1,0.0
2017,NUTS,2010,UKC,1,0.0004
2011,NUTS,2010,UKC1,2,0.0
2013,NUTS,2010,UKC1,2,0.0
2015,NUTS,2010,UKC1,2,0.0
2017,NUTS,2010,UKC1,2,0.0004
2011,NUTS,2010,UKC2,2,0.0
2013,NUTS,2010,UKC2,2,0.0
2015,NUTS,2010,UKC2,2,0.0
2017,NUTS,2010,UKC2,2,0.0003
2011,NUTS,2010,UKD,1,0.0068
2013,NUTS,2010,UKD,1,0.0079
2015,NUTS,2010,UKD,1,0.0086
2017,NUTS,2010,UKD,1,0.0092
2011,NUTS,2010,UKD1,2,0.0004
2013,NUTS,2010,UKD1,2,0.0009
2015,NUTS,2010,UKD1,2,0.0009
2017,NUTS,2010,UKD1,2,0.0011
2011,NUTS,2010,UKD3,2,0.001
