year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_fte_hes_rse
1981,NUTS,2010,AT,0,3051.0
1985,NUTS,2010,AT,0,3474.0
1989,NUTS,2010,AT,0,3977.0
1993,NUTS,2010,AT,0,4857.0
1998,NUTS,2010,AT,0,5955.0
2002,NUTS,2010,AT,0,6977.0
2004,NUTS,2010,AT,0,8281.0
2005,NUTS,2010,AT,0,8962.0
2006,NUTS,2010,AT,0,9261.0
2007,NUTS,2010,AT,0,10112.0
2008,NUTS,2010,AT,0,11016.0
2009,NUTS,2010,AT,0,11262.0
2010,NUTS,2010,AT,0,11954.0
2011,NUTS,2010,AT,0,12199.0
2012,NUTS,2010,AT,0,12704.0
2013,NUTS,2010,AT,0,12846.0
2014,NUTS,2010,AT,0,13462.0
2015,NUTS,2010,AT,0,13658.0
2016,NUTS,2010,AT,0,13363.0
2017,NUTS,2010,AT,0,13513.0
2018,NUTS,2010,AT,0,14258.0
2019,NUTS,2010,AT,0,14669.0
2020,NUTS,2010,AT,0,14985.0
2011,NUTS,2010,AT1,1,6588.0
2013,NUTS,2010,AT1,1,7036.0
2019,NUTS,2010,AT1,1,7980.0
2011,NUTS,2010,AT11,2,26.0
2013,NUTS,2010,AT11,2,36.0
2019,NUTS,2010,AT11,2,68.0
2002,NUTS,2010,AT12,2,24.0
2004,NUTS,2010,AT12,2,50.0
2006,NUTS,2010,AT12,2,92.0
2007,NUTS,2010,AT12,2,113.0
2009,NUTS,2010,AT12,2,167.0
2011,NUTS,2010,AT12,2,258.0
2013,NUTS,2010,AT12,2,484.0
2015,NUTS,2010,AT12,2,586.0
2017,NUTS,2010,AT12,2,778.0
2019,NUTS,2010,AT12,2,1085.0
2002,NUTS,2010,AT13,2,3767.0
2004,NUTS,2010,AT13,2,4408.0
2006,NUTS,2010,AT13,2,4830.0
2007,NUTS,2010,AT13,2,5343.0
2009,NUTS,2010,AT13,2,5896.0
2011,NUTS,2010,AT13,2,6304.0
2013,NUTS,2010,AT13,2,6516.0
2015,NUTS,2010,AT13,2,6863.0
2017,NUTS,2010,AT13,2,6476.0
2019,NUTS,2010,AT13,2,6827.0
2006,NUTS,2010,AT2,1,2041.0
2007,NUTS,2010,AT2,1,2167.0
2009,NUTS,2010,AT2,1,2418.0
2011,NUTS,2010,AT2,1,2596.0
2013,NUTS,2010,AT2,1,2689.0
2017,NUTS,2010,AT2,1,2930.0
2019,NUTS,2010,AT2,1,3096.0
2006,NUTS,2010,AT21,2,200.0
2007,NUTS,2010,AT21,2,219.0
2009,NUTS,2010,AT21,2,244.0
2011,NUTS,2010,AT21,2,292.0
2013,NUTS,2010,AT21,2,292.0
2015,NUTS,2010,AT21,2,245.0
2017,NUTS,2010,AT21,2,281.0
2019,NUTS,2010,AT21,2,278.0
2002,NUTS,2010,AT22,2,1474.0
2004,NUTS,2010,AT22,2,1678.0
2006,NUTS,2010,AT22,2,1841.0
2007,NUTS,2010,AT22,2,1948.0
2009,NUTS,2010,AT22,2,2174.0
2011,NUTS,2010,AT22,2,2304.0
2013,NUTS,2010,AT22,2,2397.0
2015,NUTS,2010,AT22,2,2663.0
2017,NUTS,2010,AT22,2,2649.0
2019,NUTS,2010,AT22,2,2818.0
2002,NUTS,2010,AT3,1,1553.0
2004,NUTS,2010,AT3,1,1964.0
2011,NUTS,2010,AT3,1,3015.0
2013,NUTS,2010,AT3,1,3121.0
2019,NUTS,2010,AT3,1,3593.0
2002,NUTS,2010,AT31,2,423.0
2004,NUTS,2010,AT31,2,538.0
2006,NUTS,2010,AT31,2,653.0
2007,NUTS,2010,AT31,2,719.0
2009,NUTS,2010,AT31,2,827.0
2011,NUTS,2010,AT31,2,995.0
2013,NUTS,2010,AT31,2,1016.0
2015,NUTS,2010,AT31,2,988.0
2017,NUTS,2010,AT31,2,980.0
2019,NUTS,2010,AT31,2,1054.0
2006,NUTS,2010,AT32,2,459.0
2007,NUTS,2010,AT32,2,502.0
2009,NUTS,2010,AT32,2,568.0
2011,NUTS,2010,AT32,2,583.0
2013,NUTS,2010,AT32,2,607.0
2015,NUTS,2010,AT32,2,718.0
2017,NUTS,2010,AT32,2,731.0
2019,NUTS,2010,AT32,2,825.0
2002,NUTS,2010,AT33,2,799.0
2004,NUTS,2010,AT33,2,999.0
2006,NUTS,2010,AT33,2,1149.0
2007,NUTS,2010,AT33,2,1228.0
2009,NUTS,2010,AT33,2,1335.0
2011,NUTS,2010,AT33,2,1396.0
2013,NUTS,2010,AT33,2,1447.0
2015,NUTS,2010,AT33,2,1505.0
2017,NUTS,2010,AT33,2,1496.0
2019,NUTS,2010,AT33,2,1639.0
2011,NUTS,2010,AT34,2,41.0
2013,NUTS,2010,AT34,2,50.0
2019,NUTS,2010,AT34,2,74.0
2002,NUTS,2010,ATZ,1,0.0
2004,NUTS,2010,ATZ,1,0.0
2006,NUTS,2010,ATZ,1,0.0
2007,NUTS,2010,ATZ,1,0.0
2009,NUTS,2010,ATZ,1,0.0
2011,NUTS,2010,ATZ,1,0.0
2013,NUTS,2010,ATZ,1,0.0
2002,NUTS,2010,ATZZ,2,0.0
2004,NUTS,2010,ATZZ,2,0.0
2006,NUTS,2010,ATZZ,2,0.0
2007,NUTS,2010,ATZZ,2,0.0
2009,NUTS,2010,ATZZ,2,0.0
2011,NUTS,2010,ATZZ,2,0.0
2013,NUTS,2010,ATZZ,2,0.0
2012,NUTS,2010,BA,0,404.0
2013,NUTS,2010,BA,0,641.0
2014,NUTS,2010,BA,0,895.0
2019,NUTS,2010,BA,0,1302.0
1981,NUTS,2010,BE,0,6588.0
1982,NUTS,2010,BE,0,6608.0
1983,NUTS,2010,BE,0,6589.0
1984,NUTS,2010,BE,0,6570.0
1985,NUTS,2010,BE,0,6650.0
1986,NUTS,2010,BE,0,6731.0
1987,NUTS,2010,BE,0,6793.0
1988,NUTS,2010,BE,0,7020.0
1989,NUTS,2010,BE,0,8245.0
1991,NUTS,2010,BE,0,8405.0
1993,NUTS,2010,BE,0,9229.0
1994,NUTS,2010,BE,0,9697.0
1995,NUTS,2010,BE,0,9824.0
1996,NUTS,2010,BE,0,9386.0
1997,NUTS,2010,BE,0,9860.0
1998,NUTS,2010,BE,0,10662.0
1999,NUTS,2010,BE,0,11673.0
2000,NUTS,2010,BE,0,11778.0
2001,NUTS,2010,BE,0,12034.0
2002,NUTS,2010,BE,0,12066.0
2003,NUTS,2010,BE,0,12389.0
2004,NUTS,2010,BE,0,13549.0
2005,NUTS,2010,BE,0,13853.0
2006,NUTS,2010,BE,0,14713.0
2007,NUTS,2010,BE,0,15461.0
2008,NUTS,2010,BE,0,16462.0
2009,NUTS,2010,BE,0,17252.0
2010,NUTS,2010,BE,0,17878.0
2011,NUTS,2010,BE,0,18228.0
2012,NUTS,2010,BE,0,18361.0
2013,NUTS,2010,BE,0,18750.0
2014,NUTS,2010,BE,0,19157.0
2015,NUTS,2010,BE,0,20362.0
2016,NUTS,2010,BE,0,19601.0
2017,NUTS,2010,BE,0,19705.0
2018,NUTS,2010,BE,0,19934.0
2019,NUTS,2010,BE,0,20272.0
2020,NUTS,2010,BE,0,21890.0
2002,NUTS,2010,BE1,1,2497.0
2003,NUTS,2010,BE1,1,2529.0
2004,NUTS,2010,BE1,1,2751.0
2005,NUTS,2010,BE1,1,2759.0
2006,NUTS,2010,BE1,1,2889.0
2007,NUTS,2010,BE1,1,3038.0
2008,NUTS,2010,BE1,1,3232.0
2009,NUTS,2010,BE1,1,3352.0
2010,NUTS,2010,BE1,1,3241.0
2011,NUTS,2010,BE1,1,3250.0
2012,NUTS,2010,BE1,1,3303.0
2013,NUTS,2010,BE1,1,3401.0
2014,NUTS,2010,BE1,1,3715.0
2015,NUTS,2010,BE1,1,4182.0
2016,NUTS,2010,BE1,1,4017.0
2017,NUTS,2010,BE1,1,4051.0
2018,NUTS,2010,BE1,1,3795.0
2019,NUTS,2010,BE1,1,3746.0
2002,NUTS,2010,BE10,2,2497.0
2003,NUTS,2010,BE10,2,2529.0
2004,NUTS,2010,BE10,2,2751.0
2005,NUTS,2010,BE10,2,2759.0
2006,NUTS,2010,BE10,2,2889.0
2007,NUTS,2010,BE10,2,3038.0
2008,NUTS,2010,BE10,2,3232.0
2009,NUTS,2010,BE10,2,3352.0
2010,NUTS,2010,BE10,2,3241.0
2011,NUTS,2010,BE10,2,3250.0
2012,NUTS,2010,BE10,2,3303.0
2013,NUTS,2010,BE10,2,3401.0
2014,NUTS,2010,BE10,2,3715.0
2015,NUTS,2010,BE10,2,4182.0
2016,NUTS,2010,BE10,2,4017.0
2017,NUTS,2010,BE10,2,4051.0
2018,NUTS,2010,BE10,2,3795.0
2019,NUTS,2010,BE10,2,3746.0
2002,NUTS,2010,BE2,1,6226.0
2003,NUTS,2010,BE2,1,6505.0
2004,NUTS,2010,BE2,1,7533.0
2005,NUTS,2010,BE2,1,7728.0
2006,NUTS,2010,BE2,1,8209.0
2007,NUTS,2010,BE2,1,8665.0
2008,NUTS,2010,BE2,1,9231.0
2009,NUTS,2010,BE2,1,9755.0
2010,NUTS,2010,BE2,1,10438.0
2011,NUTS,2010,BE2,1,10704.0
2012,NUTS,2010,BE2,1,10970.0
2013,NUTS,2010,BE2,1,11276.0
2014,NUTS,2010,BE2,1,11402.0
2015,NUTS,2010,BE2,1,11524.0
2016,NUTS,2010,BE2,1,11309.0
2017,NUTS,2010,BE2,1,11455.0
2018,NUTS,2010,BE2,1,11992.0
2019,NUTS,2010,BE2,1,12392.0
2002,NUTS,2010,BE3,1,3343.0
2003,NUTS,2010,BE3,1,3356.0
2004,NUTS,2010,BE3,1,3266.0
2005,NUTS,2010,BE3,1,3366.0
2006,NUTS,2010,BE3,1,3615.0
2007,NUTS,2010,BE3,1,3758.0
2008,NUTS,2010,BE3,1,3999.0
2009,NUTS,2010,BE3,1,4145.0
2010,NUTS,2010,BE3,1,4199.0
2011,NUTS,2010,BE3,1,4274.0
2012,NUTS,2010,BE3,1,4088.0
2013,NUTS,2010,BE3,1,4073.0
2014,NUTS,2010,BE3,1,4040.0
2015,NUTS,2010,BE3,1,4656.0
2016,NUTS,2010,BE3,1,4275.0
2017,NUTS,2010,BE3,1,4199.0
2018,NUTS,2010,BE3,1,4146.0
2019,NUTS,2010,BE3,1,4135.0
2014,NUTS,2010,BEZ,1,0.0
2015,NUTS,2010,BEZ,1,0.0
2018,NUTS,2010,BEZ,1,0.0
2019,NUTS,2010,BEZ,1,0.0
2014,NUTS,2010,BEZZ,2,0.0
2015,NUTS,2010,BEZZ,2,0.0
2018,NUTS,2010,BEZZ,2,0.0
2019,NUTS,2010,BEZZ,2,0.0
1993,NUTS,2010,BG,0,10364.0
1994,NUTS,2010,BG,0,3460.0
1995,NUTS,2010,BG,0,4905.0
1996,NUTS,2010,BG,0,4847.0
1997,NUTS,2010,BG,0,2654.0
1998,NUTS,2010,BG,0,2576.0
1999,NUTS,2010,BG,0,2212.0
2000,NUTS,2010,BG,0,1886.0
2001,NUTS,2010,BG,0,1987.0
2002,NUTS,2010,BG,0,2181.0
2003,NUTS,2010,BG,0,2193.0
2004,NUTS,2010,BG,0,2362.0
2005,NUTS,2010,BG,0,2607.0
2006,NUTS,2010,BG,0,2756.0
2007,NUTS,2010,BG,0,3605.0
2008,NUTS,2010,BG,0,3774.0
2009,NUTS,2010,BG,0,4390.0
2010,NUTS,2010,BG,0,3608.0
2011,NUTS,2010,BG,0,4504.0
2012,NUTS,2010,BG,0,3754.0
2013,NUTS,2010,BG,0,4045.0
2014,NUTS,2010,BG,0,4498.0
2015,NUTS,2010,BG,0,3862.0
2016,NUTS,2010,BG,0,5158.0
2017,NUTS,2010,BG,0,3826.0
2018,NUTS,2010,BG,0,3886.0
2019,NUTS,2010,BG,0,3624.0
2020,NUTS,2010,BG,0,3557.0
2002,NUTS,2010,BG3,1,917.0
2003,NUTS,2010,BG3,1,1066.0
2004,NUTS,2010,BG3,1,1161.0
2005,NUTS,2010,BG3,1,1306.0
2006,NUTS,2010,BG3,1,1305.0
2007,NUTS,2010,BG3,1,1426.0
2008,NUTS,2010,BG3,1,1511.0
2011,NUTS,2010,BG3,1,1586.0
2012,NUTS,2010,BG3,1,1565.0
2013,NUTS,2010,BG3,1,1641.0
2014,NUTS,2010,BG3,1,2143.0
2016,NUTS,2010,BG3,1,1636.0
2019,NUTS,2010,BG3,1,1667.0
2002,NUTS,2010,BG32,2,341.0
2003,NUTS,2010,BG32,2,245.0
2004,NUTS,2010,BG32,2,310.0
2005,NUTS,2010,BG32,2,595.0
2008,NUTS,2010,BG32,2,572.0
2009,NUTS,2010,BG32,2,491.0
2010,NUTS,2010,BG32,2,401.0
2011,NUTS,2010,BG32,2,477.0
2012,NUTS,2010,BG32,2,449.0
2013,NUTS,2010,BG32,2,474.0
2014,NUTS,2010,BG32,2,877.0
2015,NUTS,2010,BG32,2,623.0
2019,NUTS,2010,BG32,2,409.0
2006,NUTS,2010,BG33,2,422.0
2007,NUTS,2010,BG33,2,348.0
2008,NUTS,2010,BG33,2,348.0
2010,NUTS,2010,BG33,2,525.0
2011,NUTS,2010,BG33,2,731.0
2012,NUTS,2010,BG33,2,739.0
2013,NUTS,2010,BG33,2,743.0
2014,NUTS,2010,BG33,2,922.0
2015,NUTS,2010,BG33,2,779.0
2002,NUTS,2010,BG34,2,308.0
2003,NUTS,2010,BG34,2,363.0
2004,NUTS,2010,BG34,2,317.0
2005,NUTS,2010,BG34,2,240.0
2006,NUTS,2010,BG34,2,261.0
2007,NUTS,2010,BG34,2,399.0
2010,NUTS,2010,BG34,2,395.0
2015,NUTS,2010,BG34,2,256.0
2016,NUTS,2010,BG34,2,298.0
2017,NUTS,2010,BG34,2,284.0
2002,NUTS,2010,BG4,1,1264.0
2003,NUTS,2010,BG4,1,1127.0
2004,NUTS,2010,BG4,1,1201.0
2005,NUTS,2010,BG4,1,1301.0
2006,NUTS,2010,BG4,1,1451.0
2007,NUTS,2010,BG4,1,2179.0
2008,NUTS,2010,BG4,1,2263.0
2011,NUTS,2010,BG4,1,2918.0
2012,NUTS,2010,BG4,1,2189.0
2013,NUTS,2010,BG4,1,2404.0
2014,NUTS,2010,BG4,1,2355.0
2016,NUTS,2010,BG4,1,3522.0
2019,NUTS,2010,BG4,1,1957.0
1999,NUTS,2010,BG41,2,1222.0
2000,NUTS,2010,BG41,2,1146.0
2002,NUTS,2010,BG41,2,1111.0
2003,NUTS,2010,BG41,2,916.0
2004,NUTS,2010,BG41,2,938.0
2005,NUTS,2010,BG41,2,1081.0
2008,NUTS,2010,BG41,2,1738.0
2009,NUTS,2010,BG41,2,2187.0
2010,NUTS,2010,BG41,2,1672.0
2013,NUTS,2010,BG41,2,1973.0
2015,NUTS,2010,BG41,2,1748.0
2017,NUTS,2010,BG41,2,1899.0
2018,NUTS,2010,BG41,2,1757.0
2019,NUTS,2010,BG41,2,1391.0
2002,NUTS,2010,BG42,2,153.0
2003,NUTS,2010,BG42,2,211.0
2004,NUTS,2010,BG42,2,263.0
2005,NUTS,2010,BG42,2,220.0
2008,NUTS,2010,BG42,2,525.0
2013,NUTS,2010,BG42,2,431.0
2019,NUTS,2010,BG42,2,566.0
2002,NUTS,2010,BGZ,1,0.0
2003,NUTS,2010,BGZ,1,0.0
2004,NUTS,2010,BGZ,1,0.0
2005,NUTS,2010,BGZ,1,0.0
2006,NUTS,2010,BGZ,1,0.0
2007,NUTS,2010,BGZ,1,0.0
2008,NUTS,2010,BGZ,1,0.0
2009,NUTS,2010,BGZ,1,0.0
2010,NUTS,2010,BGZ,1,0.0
2011,NUTS,2010,BGZ,1,0.0
2012,NUTS,2010,BGZ,1,0.0
2013,NUTS,2010,BGZ,1,0.0
2014,NUTS,2010,BGZ,1,0.0
2019,NUTS,2010,BGZ,1,0.0
2002,NUTS,2010,BGZZ,2,0.0
2003,NUTS,2010,BGZZ,2,0.0
2004,NUTS,2010,BGZZ,2,0.0
2005,NUTS,2010,BGZZ,2,0.0
2006,NUTS,2010,BGZZ,2,0.0
2007,NUTS,2010,BGZZ,2,0.0
2008,NUTS,2010,BGZZ,2,0.0
2009,NUTS,2010,BGZZ,2,0.0
2010,NUTS,2010,BGZZ,2,0.0
2011,NUTS,2010,BGZZ,2,0.0
2012,NUTS,2010,BGZZ,2,0.0
2013,NUTS,2010,BGZZ,2,0.0
2014,NUTS,2010,BGZZ,2,0.0
2019,NUTS,2010,BGZZ,2,0.0
1992,NUTS,2010,CH,0,7280.0
1994,NUTS,2010,CH,0,7680.0
1996,NUTS,2010,CH,0,9050.0
1998,NUTS,2010,CH,0,8818.0
2000,NUTS,2010,CH,0,9425.0
2002,NUTS,2010,CH,0,11240.0
2004,NUTS,2010,CH,0,12335.0
2006,NUTS,2010,CH,0,12710.0
2008,NUTS,2010,CH,0,14322.0
2010,NUTS,2010,CH,0,16810.0
2012,NUTS,2010,CH,0,18760.0
2015,NUTS,2010,CH,0,21375.0
2017,NUTS,2010,CH,0,22724.0
2019,NUTS,2010,CH,0,24024.0
1991,NUTS,2010,CN_X_HK,5,132700.0
1992,NUTS,2010,CN_X_HK,5,117500.0
1993,NUTS,2010,CN_X_HK,5,127700.0
1994,NUTS,2010,CN_X_HK,5,157900.0
1995,NUTS,2010,CN_X_HK,5,132200.0
1996,NUTS,2010,CN_X_HK,5,131600.0
1997,NUTS,2010,CN_X_HK,5,156900.0
1998,NUTS,2010,CN_X_HK,5,161000.0
1999,NUTS,2010,CN_X_HK,5,168400.0
2000,NUTS,2010,CN_X_HK,5,147866.0
2001,NUTS,2010,CN_X_HK,5,167616.0
2002,NUTS,2010,CN_X_HK,5,178353.0
2003,NUTS,2010,CN_X_HK,5,185987.0
2004,NUTS,2010,CN_X_HK,5,206409.0
2005,NUTS,2010,CN_X_HK,5,221908.0
2006,NUTS,2010,CN_X_HK,5,236578.0
2007,NUTS,2010,CN_X_HK,5,248279.0
2008,NUTS,2010,CN_X_HK,5,261237.0
2009,NUTS,2010,CN_X_HK,5,225057.0
2010,NUTS,2010,CN_X_HK,5,239251.0
2011,NUTS,2010,CN_X_HK,5,249025.0
2012,NUTS,2010,CN_X_HK,5,262052.0
2013,NUTS,2010,CN_X_HK,5,272683.0
2014,NUTS,2010,CN_X_HK,5,282304.0
2015,NUTS,2010,CN_X_HK,5,298728.0
2016,NUTS,2010,CN_X_HK,5,307923.0
2017,NUTS,2010,CN_X_HK,5,327891.0
2018,NUTS,2010,CN_X_HK,5,352836.0
2019,NUTS,2010,CN_X_HK,5,502611.0
1991,NUTS,2010,CY,0,1.0
1992,NUTS,2010,CY,0,1.0
1998,NUTS,2010,CY,0,104.0
1999,NUTS,2010,CY,0,118.0
2000,NUTS,2010,CY,0,128.0
2001,NUTS,2010,CY,0,138.0
2002,NUTS,2010,CY,0,194.0
2003,NUTS,2010,CY,0,256.0
2004,NUTS,2010,CY,0,349.0
2005,NUTS,2010,CY,0,414.0
2006,NUTS,2010,CY,0,435.0
2007,NUTS,2010,CY,0,465.0
2008,NUTS,2010,CY,0,439.0
2009,NUTS,2010,CY,0,492.0
2010,NUTS,2010,CY,0,527.0
2011,NUTS,2010,CY,0,559.0
2012,NUTS,2010,CY,0,527.0
2013,NUTS,2010,CY,0,549.0
2014,NUTS,2010,CY,0,537.0
2015,NUTS,2010,CY,0,529.0
2016,NUTS,2010,CY,0,527.0
2017,NUTS,2010,CY,0,601.0
2018,NUTS,2010,CY,0,648.0
2019,NUTS,2010,CY,0,716.0
2020,NUTS,2010,CY,0,730.0
1992,NUTS,2010,CZ,0,1190.0
1993,NUTS,2010,CZ,0,1388.0
1994,NUTS,2010,CZ,0,1731.0
1995,NUTS,2010,CZ,0,2685.0
1996,NUTS,2010,CZ,0,3505.0
1997,NUTS,2010,CZ,0,2848.0
1998,NUTS,2010,CZ,0,2884.0
1999,NUTS,2010,CZ,0,3380.0
2000,NUTS,2010,CZ,0,3768.0
2001,NUTS,2010,CZ,0,4249.0
2002,NUTS,2010,CZ,0,4283.0
2003,NUTS,2010,CZ,0,4318.0
2004,NUTS,2010,CZ,0,4274.0
2005,NUTS,2010,CZ,0,7762.0
2006,NUTS,2010,CZ,0,8541.0
2007,NUTS,2010,CZ,0,8801.0
2008,NUTS,2010,CZ,0,9541.0
2009,NUTS,2010,CZ,0,9804.0
2010,NUTS,2010,CZ,0,10115.0
2011,NUTS,2010,CZ,0,10289.0
2012,NUTS,2010,CZ,0,11498.0
2013,NUTS,2010,CZ,0,10995.0
2014,NUTS,2010,CZ,0,10965.0
2015,NUTS,2010,CZ,0,11357.0
2016,NUTS,2010,CZ,0,10511.0
2017,NUTS,2010,CZ,0,10875.0
2018,NUTS,2010,CZ,0,12001.0
2019,NUTS,2010,CZ,0,12663.0
2020,NUTS,2010,CZ,0,13331.0
1992,NUTS,2010,CZ0,1,1190.0
1993,NUTS,2010,CZ0,1,1388.0
1994,NUTS,2010,CZ0,1,1731.0
1995,NUTS,2010,CZ0,1,2685.0
1996,NUTS,2010,CZ0,1,3505.0
1997,NUTS,2010,CZ0,1,2848.0
1998,NUTS,2010,CZ0,1,2884.0
1999,NUTS,2010,CZ0,1,3380.0
2000,NUTS,2010,CZ0,1,3768.0
2001,NUTS,2010,CZ0,1,4249.0
2002,NUTS,2010,CZ0,1,4283.0
2003,NUTS,2010,CZ0,1,4318.0
2004,NUTS,2010,CZ0,1,4274.0
2005,NUTS,2010,CZ0,1,7762.0
2006,NUTS,2010,CZ0,1,8541.0
2007,NUTS,2010,CZ0,1,8801.0
2008,NUTS,2010,CZ0,1,9541.0
2009,NUTS,2010,CZ0,1,9804.0
2010,NUTS,2010,CZ0,1,10115.0
2011,NUTS,2010,CZ0,1,10289.0
2012,NUTS,2010,CZ0,1,11498.0
2013,NUTS,2010,CZ0,1,10995.0
2014,NUTS,2010,CZ0,1,10965.0
2015,NUTS,2010,CZ0,1,11357.0
2016,NUTS,2010,CZ0,1,10511.0
2017,NUTS,2010,CZ0,1,10875.0
2018,NUTS,2010,CZ0,1,12001.0
2019,NUTS,2010,CZ0,1,12663.0
2020,NUTS,2010,CZ0,1,13331.0
2001,NUTS,2010,CZ01,2,1996.0
2002,NUTS,2010,CZ01,2,2211.0
2003,NUTS,2010,CZ01,2,2379.0
2004,NUTS,2010,CZ01,2,2143.0
2005,NUTS,2010,CZ01,2,3159.0
2006,NUTS,2010,CZ01,2,3570.0
2007,NUTS,2010,CZ01,2,4091.0
2008,NUTS,2010,CZ01,2,4161.0
2009,NUTS,2010,CZ01,2,4339.0
2010,NUTS,2010,CZ01,2,4364.0
2011,NUTS,2010,CZ01,2,4375.0
2012,NUTS,2010,CZ01,2,4224.0
2013,NUTS,2010,CZ01,2,4772.0
2014,NUTS,2010,CZ01,2,4410.0
2015,NUTS,2010,CZ01,2,4446.0
2016,NUTS,2010,CZ01,2,3741.0
2017,NUTS,2010,CZ01,2,4274.0
2018,NUTS,2010,CZ01,2,4959.0
2019,NUTS,2010,CZ01,2,5489.0
2020,NUTS,2010,CZ01,2,5676.0
2001,NUTS,2010,CZ02,2,0.0
2002,NUTS,2010,CZ02,2,0.0
2003,NUTS,2010,CZ02,2,0.0
2004,NUTS,2010,CZ02,2,0.0
2005,NUTS,2010,CZ02,2,8.0
2006,NUTS,2010,CZ02,2,25.0
2007,NUTS,2010,CZ02,2,26.0
2008,NUTS,2010,CZ02,2,40.0
2009,NUTS,2010,CZ02,2,31.0
2010,NUTS,2010,CZ02,2,30.0
2011,NUTS,2010,CZ02,2,78.0
2012,NUTS,2010,CZ02,2,88.0
2013,NUTS,2010,CZ02,2,91.0
2014,NUTS,2010,CZ02,2,130.0
2015,NUTS,2010,CZ02,2,164.0
2016,NUTS,2010,CZ02,2,131.0
2017,NUTS,2010,CZ02,2,157.0
2018,NUTS,2010,CZ02,2,170.0
2019,NUTS,2010,CZ02,2,192.0
2020,NUTS,2010,CZ02,2,186.0
2001,NUTS,2010,CZ03,2,474.0
2002,NUTS,2010,CZ03,2,432.0
2003,NUTS,2010,CZ03,2,261.0
2004,NUTS,2010,CZ03,2,233.0
2005,NUTS,2010,CZ03,2,684.0
2006,NUTS,2010,CZ03,2,569.0
2007,NUTS,2010,CZ03,2,531.0
2008,NUTS,2010,CZ03,2,555.0
2009,NUTS,2010,CZ03,2,614.0
2010,NUTS,2010,CZ03,2,826.0
2011,NUTS,2010,CZ03,2,988.0
2012,NUTS,2010,CZ03,2,917.0
2013,NUTS,2010,CZ03,2,1037.0
2014,NUTS,2010,CZ03,2,1131.0
2015,NUTS,2010,CZ03,2,1022.0
2016,NUTS,2010,CZ03,2,995.0
2017,NUTS,2010,CZ03,2,1050.0
2018,NUTS,2010,CZ03,2,1115.0
2019,NUTS,2010,CZ03,2,1154.0
2020,NUTS,2010,CZ03,2,1209.0
2001,NUTS,2010,CZ04,2,109.0
2002,NUTS,2010,CZ04,2,87.0
2003,NUTS,2010,CZ04,2,64.0
2004,NUTS,2010,CZ04,2,88.0
2005,NUTS,2010,CZ04,2,113.0
2006,NUTS,2010,CZ04,2,166.0
2007,NUTS,2010,CZ04,2,152.0
2008,NUTS,2010,CZ04,2,142.0
2009,NUTS,2010,CZ04,2,142.0
2010,NUTS,2010,CZ04,2,146.0
2011,NUTS,2010,CZ04,2,134.0
2012,NUTS,2010,CZ04,2,157.0
2013,NUTS,2010,CZ04,2,204.0
2014,NUTS,2010,CZ04,2,203.0
2015,NUTS,2010,CZ04,2,230.0
2016,NUTS,2010,CZ04,2,214.0
2017,NUTS,2010,CZ04,2,252.0
2018,NUTS,2010,CZ04,2,311.0
2019,NUTS,2010,CZ04,2,225.0
2020,NUTS,2010,CZ04,2,181.0
2001,NUTS,2010,CZ05,2,259.0
2002,NUTS,2010,CZ05,2,285.0
2003,NUTS,2010,CZ05,2,297.0
2004,NUTS,2010,CZ05,2,395.0
2005,NUTS,2010,CZ05,2,725.0
2006,NUTS,2010,CZ05,2,1008.0
2007,NUTS,2010,CZ05,2,880.0
2008,NUTS,2010,CZ05,2,744.0
2009,NUTS,2010,CZ05,2,605.0
2010,NUTS,2010,CZ05,2,626.0
2011,NUTS,2010,CZ05,2,1013.0
2012,NUTS,2010,CZ05,2,868.0
2013,NUTS,2010,CZ05,2,841.0
2014,NUTS,2010,CZ05,2,875.0
2015,NUTS,2010,CZ05,2,918.0
2016,NUTS,2010,CZ05,2,889.0
2017,NUTS,2010,CZ05,2,960.0
2018,NUTS,2010,CZ05,2,1033.0
2019,NUTS,2010,CZ05,2,1093.0
2020,NUTS,2010,CZ05,2,1103.0
2001,NUTS,2010,CZ06,2,741.0
2002,NUTS,2010,CZ06,2,652.0
2003,NUTS,2010,CZ06,2,700.0
2004,NUTS,2010,CZ06,2,755.0
2005,NUTS,2010,CZ06,2,1468.0
2006,NUTS,2010,CZ06,2,1569.0
2007,NUTS,2010,CZ06,2,1591.0
2008,NUTS,2010,CZ06,2,2279.0
2009,NUTS,2010,CZ06,2,2342.0
2010,NUTS,2010,CZ06,2,2362.0
2011,NUTS,2010,CZ06,2,1830.0
2012,NUTS,2010,CZ06,2,2635.0
2013,NUTS,2010,CZ06,2,1911.0
2014,NUTS,2010,CZ06,2,1923.0
2015,NUTS,2010,CZ06,2,2067.0
2016,NUTS,2010,CZ06,2,2057.0
2017,NUTS,2010,CZ06,2,2069.0
2018,NUTS,2010,CZ06,2,2119.0
2019,NUTS,2010,CZ06,2,2032.0
2020,NUTS,2010,CZ06,2,2443.0
2001,NUTS,2010,CZ07,2,315.0
2002,NUTS,2010,CZ07,2,213.0
2003,NUTS,2010,CZ07,2,258.0
2004,NUTS,2010,CZ07,2,323.0
2005,NUTS,2010,CZ07,2,898.0
2006,NUTS,2010,CZ07,2,856.0
2007,NUTS,2010,CZ07,2,657.0
2008,NUTS,2010,CZ07,2,702.0
