year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_t_fte_hes_rse
2019,NUTS,2010,DED5,2,1824.0
1999,NUTS,2010,DEE,1,1445.0
2000,NUTS,2010,DEE,1,1403.0
2003,NUTS,2010,DEE,1,1447.0
2004,NUTS,2010,DEE,1,1514.0
2005,NUTS,2010,DEE,1,1353.0
2006,NUTS,2010,DEE,1,1244.0
2007,NUTS,2010,DEE,1,1352.0
2008,NUTS,2010,DEE,1,1424.0
2009,NUTS,2010,DEE,1,1493.0
2010,NUTS,2010,DEE,1,1621.0
2011,NUTS,2010,DEE,1,1608.0
2012,NUTS,2010,DEE,1,1656.0
2013,NUTS,2010,DEE,1,1736.0
2014,NUTS,2010,DEE,1,1670.0
2015,NUTS,2010,DEE,1,1680.0
2016,NUTS,2010,DEE,1,1713.0
2017,NUTS,2010,DEE,1,1733.0
2018,NUTS,2010,DEE,1,1791.0
2019,NUTS,2010,DEE,1,1877.0
1999,NUTS,2010,DEE0,2,1445.0
2000,NUTS,2010,DEE0,2,1403.0
2003,NUTS,2010,DEE0,2,1447.0
2004,NUTS,2010,DEE0,2,1514.0
2005,NUTS,2010,DEE0,2,1353.0
2006,NUTS,2010,DEE0,2,1244.0
2007,NUTS,2010,DEE0,2,1352.0
2008,NUTS,2010,DEE0,2,1424.0
2009,NUTS,2010,DEE0,2,1493.0
2010,NUTS,2010,DEE0,2,1621.0
2011,NUTS,2010,DEE0,2,1608.0
2012,NUTS,2010,DEE0,2,1656.0
2013,NUTS,2010,DEE0,2,1736.0
2014,NUTS,2010,DEE0,2,1670.0
2015,NUTS,2010,DEE0,2,1680.0
2016,NUTS,2010,DEE0,2,1713.0
2017,NUTS,2010,DEE0,2,1733.0
2018,NUTS,2010,DEE0,2,1791.0
2019,NUTS,2010,DEE0,2,1877.0
1999,NUTS,2010,DEF,1,1085.0
2000,NUTS,2010,DEF,1,967.0
2003,NUTS,2010,DEF,1,1179.0
2004,NUTS,2010,DEF,1,1211.0
2005,NUTS,2010,DEF,1,1229.0
2006,NUTS,2010,DEF,1,1332.0
2007,NUTS,2010,DEF,1,1279.0
2008,NUTS,2010,DEF,1,1358.0
2009,NUTS,2010,DEF,1,1515.0
2010,NUTS,2010,DEF,1,1727.0
2011,NUTS,2010,DEF,1,1765.0
2012,NUTS,2010,DEF,1,1859.0
2013,NUTS,2010,DEF,1,1700.0
2014,NUTS,2010,DEF,1,1824.0
2015,NUTS,2010,DEF,1,1769.0
2016,NUTS,2010,DEF,1,1886.0
2017,NUTS,2010,DEF,1,1909.0
2018,NUTS,2010,DEF,1,1981.0
2019,NUTS,2010,DEF,1,2028.0
1999,NUTS,2010,DEF0,2,1085.0
2000,NUTS,2010,DEF0,2,967.0
2003,NUTS,2010,DEF0,2,1179.0
2004,NUTS,2010,DEF0,2,1211.0
2005,NUTS,2010,DEF0,2,1229.0
2006,NUTS,2010,DEF0,2,1332.0
2007,NUTS,2010,DEF0,2,1279.0
2008,NUTS,2010,DEF0,2,1358.0
2009,NUTS,2010,DEF0,2,1515.0
2010,NUTS,2010,DEF0,2,1727.0
2011,NUTS,2010,DEF0,2,1765.0
2012,NUTS,2010,DEF0,2,1859.0
2013,NUTS,2010,DEF0,2,1700.0
2014,NUTS,2010,DEF0,2,1824.0
2015,NUTS,2010,DEF0,2,1769.0
2016,NUTS,2010,DEF0,2,1886.0
2017,NUTS,2010,DEF0,2,1909.0
2018,NUTS,2010,DEF0,2,1981.0
2019,NUTS,2010,DEF0,2,2028.0
1999,NUTS,2010,DEG,1,1425.0
2000,NUTS,2010,DEG,1,1406.0
2003,NUTS,2010,DEG,1,1636.0
2004,NUTS,2010,DEG,1,1582.0
2005,NUTS,2010,DEG,1,1719.0
2006,NUTS,2010,DEG,1,1655.0
2007,NUTS,2010,DEG,1,1733.0
2008,NUTS,2010,DEG,1,1888.0
2009,NUTS,2010,DEG,1,2048.0
2010,NUTS,2010,DEG,1,2221.0
2011,NUTS,2010,DEG,1,2298.0
2012,NUTS,2010,DEG,1,2407.0
2013,NUTS,2010,DEG,1,2454.0
2014,NUTS,2010,DEG,1,2431.0
2015,NUTS,2010,DEG,1,2359.0
2016,NUTS,2010,DEG,1,2369.0
2017,NUTS,2010,DEG,1,2390.0
2018,NUTS,2010,DEG,1,2404.0
2019,NUTS,2010,DEG,1,2517.0
1999,NUTS,2010,DEG0,2,1425.0
2000,NUTS,2010,DEG0,2,1406.0
2003,NUTS,2010,DEG0,2,1636.0
2004,NUTS,2010,DEG0,2,1582.0
2005,NUTS,2010,DEG0,2,1719.0
2006,NUTS,2010,DEG0,2,1655.0
2007,NUTS,2010,DEG0,2,1733.0
2008,NUTS,2010,DEG0,2,1888.0
2009,NUTS,2010,DEG0,2,2048.0
2010,NUTS,2010,DEG0,2,2221.0
2011,NUTS,2010,DEG0,2,2298.0
2012,NUTS,2010,DEG0,2,2407.0
2013,NUTS,2010,DEG0,2,2454.0
2014,NUTS,2010,DEG0,2,2431.0
2015,NUTS,2010,DEG0,2,2359.0
2016,NUTS,2010,DEG0,2,2369.0
2017,NUTS,2010,DEG0,2,2390.0
2018,NUTS,2010,DEG0,2,2404.0
2019,NUTS,2010,DEG0,2,2517.0
1999,NUTS,2010,DEZ,1,11137.0
2000,NUTS,2010,DEZ,1,11062.0
2003,NUTS,2010,DEZ,1,8053.0
2004,NUTS,2010,DEZ,1,8116.0
2005,NUTS,2010,DEZ,1,7844.0
2006,NUTS,2010,DEZ,1,7690.0
2007,NUTS,2010,DEZ,1,8798.0
2008,NUTS,2010,DEZ,1,8717.0
2009,NUTS,2010,DEZ,1,10144.0
2010,NUTS,2010,DEZ,1,10704.0
2011,NUTS,2010,DEZ,1,10784.0
2012,NUTS,2010,DEZ,1,10911.0
2013,NUTS,2010,DEZ,1,10589.0
2014,NUTS,2010,DEZ,1,10087.0
2015,NUTS,2010,DEZ,1,12118.0
2016,NUTS,2010,DEZ,1,11497.0
2017,NUTS,2010,DEZ,1,11074.0
2018,NUTS,2010,DEZ,1,11266.0
2019,NUTS,2010,DEZ,1,9703.0
1999,NUTS,2010,DEZZ,2,11137.0
2000,NUTS,2010,DEZZ,2,11062.0
2003,NUTS,2010,DEZZ,2,8053.0
2004,NUTS,2010,DEZZ,2,8116.0
2005,NUTS,2010,DEZZ,2,7844.0
2006,NUTS,2010,DEZZ,2,7690.0
2007,NUTS,2010,DEZZ,2,8798.0
2008,NUTS,2010,DEZZ,2,8717.0
2009,NUTS,2010,DEZZ,2,10144.0
2010,NUTS,2010,DEZZ,2,10704.0
2011,NUTS,2010,DEZZ,2,10784.0
2012,NUTS,2010,DEZZ,2,10911.0
2013,NUTS,2010,DEZZ,2,10589.0
2014,NUTS,2010,DEZZ,2,10087.0
2015,NUTS,2010,DEZZ,2,12118.0
2016,NUTS,2010,DEZZ,2,11497.0
2017,NUTS,2010,DEZZ,2,11074.0
2018,NUTS,2010,DEZZ,2,11266.0
2019,NUTS,2010,DEZZ,2,9703.0
1981,NUTS,2010,DK,0,2611.0
1982,NUTS,2010,DK,0,2719.0
1983,NUTS,2010,DK,0,2810.0
1984,NUTS,2010,DK,0,2906.0
1985,NUTS,2010,DK,0,2997.0
1986,NUTS,2010,DK,0,3181.0
1987,NUTS,2010,DK,0,3366.0
1988,NUTS,2010,DK,0,3659.0
1989,NUTS,2010,DK,0,3952.0
1990,NUTS,2010,DK,0,4045.0
1991,NUTS,2010,DK,0,4138.0
1992,NUTS,2010,DK,0,4383.0
1993,NUTS,2010,DK,0,4627.0
1995,NUTS,2010,DK,0,5520.0
1996,NUTS,2010,DK,0,5832.0
1997,NUTS,2010,DK,0,6143.0
1999,NUTS,2010,DK,0,5722.0
2000,NUTS,2010,DK,0,5813.0
2001,NUTS,2010,DK,0,6105.0
2002,NUTS,2010,DK,0,7379.0
2003,NUTS,2010,DK,0,7669.0
2004,NUTS,2010,DK,0,7846.0
2005,NUTS,2010,DK,0,8242.0
2006,NUTS,2010,DK,0,8763.0
2007,NUTS,2010,DK,0,9642.0
2008,NUTS,2010,DK,0,10954.0
2009,NUTS,2010,DK,0,12010.0
2010,NUTS,2010,DK,0,13250.0
2011,NUTS,2010,DK,0,13881.0
2012,NUTS,2010,DK,0,14305.0
2013,NUTS,2010,DK,0,15057.0
2014,NUTS,2010,DK,0,15854.0
2015,NUTS,2010,DK,0,16193.0
2016,NUTS,2010,DK,0,16223.0
2017,NUTS,2010,DK,0,16046.0
2018,NUTS,2010,DK,0,16496.0
2019,NUTS,2010,DK,0,16747.0
2020,NUTS,2010,DK,0,16839.0
1981,NUTS,2010,DK0,1,2611.0
1982,NUTS,2010,DK0,1,2719.0
1983,NUTS,2010,DK0,1,2810.0
1984,NUTS,2010,DK0,1,2906.0
1985,NUTS,2010,DK0,1,2997.0
1986,NUTS,2010,DK0,1,3181.0
1987,NUTS,2010,DK0,1,3366.0
1988,NUTS,2010,DK0,1,3659.0
1989,NUTS,2010,DK0,1,3952.0
1990,NUTS,2010,DK0,1,4045.0
1991,NUTS,2010,DK0,1,4138.0
1992,NUTS,2010,DK0,1,4383.0
1993,NUTS,2010,DK0,1,4627.0
1995,NUTS,2010,DK0,1,5520.0
1996,NUTS,2010,DK0,1,5832.0
1997,NUTS,2010,DK0,1,6143.0
1999,NUTS,2010,DK0,1,5722.0
2000,NUTS,2010,DK0,1,5813.0
2001,NUTS,2010,DK0,1,6021.0
2002,NUTS,2010,DK0,1,7379.0
2003,NUTS,2010,DK0,1,7668.0
2004,NUTS,2010,DK0,1,7912.0
2007,NUTS,2010,DK0,1,9642.0
2009,NUTS,2010,DK0,1,12409.0
2010,NUTS,2010,DK0,1,13251.0
2011,NUTS,2010,DK0,1,14065.0
2012,NUTS,2010,DK0,1,14305.0
2013,NUTS,2010,DK0,1,15058.0
2014,NUTS,2010,DK0,1,15854.0
2015,NUTS,2010,DK0,1,16193.0
2016,NUTS,2010,DK0,1,16223.0
2017,NUTS,2010,DK0,1,16046.0
2018,NUTS,2010,DK0,1,16496.0
2019,NUTS,2010,DK0,1,16747.0
2007,NUTS,2010,DK01,2,5094.0
2009,NUTS,2010,DK01,2,6805.0
2010,NUTS,2010,DK01,2,7467.0
2011,NUTS,2010,DK01,2,7789.0
2012,NUTS,2010,DK01,2,7958.0
2013,NUTS,2010,DK01,2,8613.0
2014,NUTS,2010,DK01,2,9090.0
2015,NUTS,2010,DK01,2,9086.0
2016,NUTS,2010,DK01,2,9218.0
2017,NUTS,2010,DK01,2,9202.0
2019,NUTS,2010,DK01,2,9494.0
2007,NUTS,2010,DK02,2,740.0
2009,NUTS,2010,DK02,2,796.0
2010,NUTS,2010,DK02,2,862.0
2011,NUTS,2010,DK02,2,844.0
2012,NUTS,2010,DK02,2,689.0
2013,NUTS,2010,DK02,2,675.0
2014,NUTS,2010,DK02,2,800.0
2015,NUTS,2010,DK02,2,789.0
2016,NUTS,2010,DK02,2,806.0
2017,NUTS,2010,DK02,2,808.0
2019,NUTS,2010,DK02,2,825.0
2007,NUTS,2010,DK03,2,841.0
2009,NUTS,2010,DK03,2,1246.0
2010,NUTS,2010,DK03,2,1276.0
2011,NUTS,2010,DK03,2,1376.0
2012,NUTS,2010,DK03,2,1438.0
2013,NUTS,2010,DK03,2,1501.0
2014,NUTS,2010,DK03,2,1606.0
2015,NUTS,2010,DK03,2,1709.0
2016,NUTS,2010,DK03,2,1696.0
2017,NUTS,2010,DK03,2,1364.0
2019,NUTS,2010,DK03,2,1427.0
2007,NUTS,2010,DK04,2,2000.0
2009,NUTS,2010,DK04,2,2594.0
2010,NUTS,2010,DK04,2,2637.0
2011,NUTS,2010,DK04,2,2900.0
2012,NUTS,2010,DK04,2,3042.0
2013,NUTS,2010,DK04,2,2844.0
2014,NUTS,2010,DK04,2,2966.0
2015,NUTS,2010,DK04,2,3290.0
2016,NUTS,2010,DK04,2,3194.0
2017,NUTS,2010,DK04,2,2930.0
2019,NUTS,2010,DK04,2,3161.0
2007,NUTS,2010,DK05,2,967.0
2009,NUTS,2010,DK05,2,968.0
2010,NUTS,2010,DK05,2,1009.0
2011,NUTS,2010,DK05,2,1156.0
2012,NUTS,2010,DK05,2,1178.0
2013,NUTS,2010,DK05,2,1425.0
2014,NUTS,2010,DK05,2,1393.0
2015,NUTS,2010,DK05,2,1319.0
2016,NUTS,2010,DK05,2,1309.0
2017,NUTS,2010,DK05,2,1742.0
2019,NUTS,2010,DK05,2,1840.0
2000,NUTS,2010,EA19,2,276466.0
2001,NUTS,2010,EA19,2,286143.0
2002,NUTS,2010,EA19,2,291940.0
2003,NUTS,2010,EA19,2,297235.0
2004,NUTS,2010,EA19,2,306377.0
2005,NUTS,2010,EA19,2,321284.0
2006,NUTS,2010,EA19,2,332042.0
2007,NUTS,2010,EA19,2,345367.0
2008,NUTS,2010,EA19,2,370475.0
2009,NUTS,2010,EA19,2,387246.0
2010,NUTS,2010,EA19,2,402269.0
2011,NUTS,2010,EA19,2,404766.0
2012,NUTS,2010,EA19,2,414260.0
2013,NUTS,2010,EA19,2,422683.0
2014,NUTS,2010,EA19,2,426205.0
2015,NUTS,2010,EA19,2,437771.0
2016,NUTS,2010,EA19,2,445136.0
2017,NUTS,2010,EA19,2,455958.0
2018,NUTS,2010,EA19,2,463860.0
2019,NUTS,2010,EA19,2,474669.0
2020,NUTS,2010,EA19,2,485700.0
1992,NUTS,2010,EE,0,1925.0
1993,NUTS,2010,EE,0,1870.0
1994,NUTS,2010,EE,0,1415.0
1995,NUTS,2010,EE,0,1626.0
1996,NUTS,2010,EE,0,1669.0
1997,NUTS,2010,EE,0,2185.0
1998,NUTS,2010,EE,0,2044.0
1999,NUTS,2010,EE,0,1991.0
2000,NUTS,2010,EE,0,1806.0
2001,NUTS,2010,EE,0,1764.0
2002,NUTS,2010,EE,0,2090.0
2003,NUTS,2010,EE,0,1974.0
2004,NUTS,2010,EE,0,2162.0
2005,NUTS,2010,EE,0,1905.0
2006,NUTS,2010,EE,0,2042.0
2007,NUTS,2010,EE,0,2084.0
2008,NUTS,2010,EE,0,2126.0
2009,NUTS,2010,EE,0,2397.0
2010,NUTS,2010,EE,0,2179.0
2011,NUTS,2010,EE,0,2398.0
2012,NUTS,2010,EE,0,2534.0
2013,NUTS,2010,EE,0,2398.0
2014,NUTS,2010,EE,0,2443.0
2015,NUTS,2010,EE,0,2431.0
2016,NUTS,2010,EE,0,2426.0
2017,NUTS,2010,EE,0,2452.0
2018,NUTS,2010,EE,0,2718.0
2019,NUTS,2010,EE,0,2442.0
2020,NUTS,2010,EE,0,2364.0
1983,NUTS,2010,EL,0,940.0
1987,NUTS,2010,EL,0,1078.0
1989,NUTS,2010,EL,0,2600.0
1991,NUTS,2010,EL,0,3270.0
1993,NUTS,2010,EL,0,4773.0
1995,NUTS,2010,EL,0,6068.0
1997,NUTS,2010,EL,0,7119.0
1999,NUTS,2010,EL,0,10471.0
2001,NUTS,2010,EL,0,8544.0
2003,NUTS,2010,EL,0,9072.0
2005,NUTS,2010,EL,0,11356.0
2006,NUTS,2010,EL,0,12110.0
2007,NUTS,2010,EL,0,12382.0
2011,NUTS,2010,EL,0,16068.0
2012,NUTS,2010,EL,0,15723.0
2013,NUTS,2010,EL,0,18957.0
2014,NUTS,2010,EL,0,18801.0
2015,NUTS,2010,EL,0,22149.0
2016,NUTS,2010,EL,0,17241.0
2017,NUTS,2010,EL,0,17853.0
2018,NUTS,2010,EL,0,18588.0
2019,NUTS,2010,EL,0,20347.0
2020,NUTS,2010,EL,0,21650.0
2001,NUTS,2010,EL3,1,3315.0
2003,NUTS,2010,EL3,1,3700.0
2005,NUTS,2010,EL3,1,4871.0
2011,NUTS,2010,EL3,1,6151.0
2013,NUTS,2010,EL3,1,7156.0
2015,NUTS,2010,EL3,1,9259.0
2017,NUTS,2010,EL3,1,6390.0
2019,NUTS,2010,EL3,1,7004.0
2001,NUTS,2010,EL30,2,3315.0
2003,NUTS,2010,EL30,2,3700.0
2005,NUTS,2010,EL30,2,4871.0
2011,NUTS,2010,EL30,2,6151.0
2013,NUTS,2010,EL30,2,7156.0
2015,NUTS,2010,EL30,2,9259.0
2017,NUTS,2010,EL30,2,6390.0
2019,NUTS,2010,EL30,2,7004.0
2001,NUTS,2010,EL4,1,542.0
2003,NUTS,2010,EL4,1,904.0
2005,NUTS,2010,EL4,1,991.0
2011,NUTS,2010,EL4,1,2405.0
2013,NUTS,2010,EL4,1,2466.0
2015,NUTS,2010,EL4,1,2156.0
2017,NUTS,2010,EL4,1,1723.0
2019,NUTS,2010,EL4,1,2079.0
2001,NUTS,2010,EL41,2,90.0
2003,NUTS,2010,EL41,2,169.0
2005,NUTS,2010,EL41,2,191.0
2011,NUTS,2010,EL41,2,373.0
2013,NUTS,2010,EL41,2,458.0
2015,NUTS,2010,EL41,2,398.0
2017,NUTS,2010,EL41,2,333.0
2019,NUTS,2010,EL41,2,339.0
2001,NUTS,2010,EL42,2,37.0
2003,NUTS,2010,EL42,2,73.0
2005,NUTS,2010,EL42,2,91.0
2011,NUTS,2010,EL42,2,177.0
2013,NUTS,2010,EL42,2,203.0
2015,NUTS,2010,EL42,2,174.0
2017,NUTS,2010,EL42,2,178.0
2019,NUTS,2010,EL42,2,131.0
2001,NUTS,2010,EL43,2,414.0
2003,NUTS,2010,EL43,2,663.0
2005,NUTS,2010,EL43,2,708.0
2011,NUTS,2010,EL43,2,1855.0
2013,NUTS,2010,EL43,2,1805.0
2015,NUTS,2010,EL43,2,1585.0
2017,NUTS,2010,EL43,2,1212.0
2019,NUTS,2010,EL43,2,1609.0
2011,NUTS,2010,EL5,1,5033.0
2013,NUTS,2010,EL5,1,6281.0
2015,NUTS,2010,EL5,1,6816.0
2017,NUTS,2010,EL5,1,5348.0
2019,NUTS,2010,EL5,1,6461.0
2001,NUTS,2010,EL51,2,347.0
2003,NUTS,2010,EL51,2,363.0
2005,NUTS,2010,EL51,2,513.0
2011,NUTS,2010,EL51,2,842.0
2013,NUTS,2010,EL51,2,1201.0
2015,NUTS,2010,EL51,2,963.0
2017,NUTS,2010,EL51,2,847.0
2019,NUTS,2010,EL51,2,1051.0
2001,NUTS,2010,EL52,2,2181.0
2003,NUTS,2010,EL52,2,1972.0
2005,NUTS,2010,EL52,2,2511.0
2011,NUTS,2010,EL52,2,3305.0
2013,NUTS,2010,EL52,2,4093.0
2015,NUTS,2010,EL52,2,4420.0
2017,NUTS,2010,EL52,2,3317.0
2019,NUTS,2010,EL52,2,4052.0
2001,NUTS,2010,EL53,2,8.0
2003,NUTS,2010,EL53,2,88.0
2005,NUTS,2010,EL53,2,81.0
2011,NUTS,2010,EL53,2,111.0
2013,NUTS,2010,EL53,2,219.0
2015,NUTS,2010,EL53,2,276.0
2017,NUTS,2010,EL53,2,312.0
2019,NUTS,2010,EL53,2,342.0
2001,NUTS,2010,EL54,2,594.0
2003,NUTS,2010,EL54,2,434.0
2005,NUTS,2010,EL54,2,645.0
2011,NUTS,2010,EL54,2,775.0
2013,NUTS,2010,EL54,2,768.0
2015,NUTS,2010,EL54,2,1157.0
2017,NUTS,2010,EL54,2,871.0
2019,NUTS,2010,EL54,2,1015.0
2011,NUTS,2010,EL6,1,2478.0
2013,NUTS,2010,EL6,1,3054.0
2015,NUTS,2010,EL6,1,3917.0
2017,NUTS,2010,EL6,1,4393.0
2019,NUTS,2010,EL6,1,4803.0
2001,NUTS,2010,EL61,2,295.0
2003,NUTS,2010,EL61,2,555.0
2005,NUTS,2010,EL61,2,467.0
2011,NUTS,2010,EL61,2,886.0
2013,NUTS,2010,EL61,2,1122.0
2015,NUTS,2010,EL61,2,1159.0
2017,NUTS,2010,EL61,2,1183.0
2019,NUTS,2010,EL61,2,1558.0
2001,NUTS,2010,EL62,2,58.0
2003,NUTS,2010,EL62,2,71.0
2005,NUTS,2010,EL62,2,96.0
2011,NUTS,2010,EL62,2,40.0
2013,NUTS,2010,EL62,2,194.0
2015,NUTS,2010,EL62,2,589.0
2017,NUTS,2010,EL62,2,555.0
2019,NUTS,2010,EL62,2,524.0
2001,NUTS,2010,EL63,2,1200.0
2003,NUTS,2010,EL63,2,974.0
2005,NUTS,2010,EL63,2,856.0
2011,NUTS,2010,EL63,2,1309.0
2013,NUTS,2010,EL63,2,1181.0
2015,NUTS,2010,EL63,2,1530.0
2017,NUTS,2010,EL63,2,2269.0
2019,NUTS,2010,EL63,2,2226.0
2001,NUTS,2010,EL64,2,4.0
2003,NUTS,2010,EL64,2,1.0
2005,NUTS,2010,EL64,2,25.0
2011,NUTS,2010,EL64,2,57.0
2013,NUTS,2010,EL64,2,211.0
2015,NUTS,2010,EL64,2,180.0
2017,NUTS,2010,EL64,2,122.0
2019,NUTS,2010,EL64,2,146.0
2001,NUTS,2010,EL65,2,0.0
2003,NUTS,2010,EL65,2,10.0
2005,NUTS,2010,EL65,2,298.0
2011,NUTS,2010,EL65,2,186.0
2013,NUTS,2010,EL65,2,345.0
2015,NUTS,2010,EL65,2,458.0
2017,NUTS,2010,EL65,2,264.0
2019,NUTS,2010,EL65,2,348.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1981,NUTS,2010,ES,0,12410.0
1982,NUTS,2010,ES,0,12022.0
1983,NUTS,2010,ES,0,13053.0
1984,NUTS,2010,ES,0,13570.0
1985,NUTS,2010,ES,0,13762.0
1986,NUTS,2010,ES,0,14305.0
1987,NUTS,2010,ES,0,15100.0
1988,NUTS,2010,ES,0,16912.0
1989,NUTS,2010,ES,0,17554.0
1990,NUTS,2010,ES,0,18904.0
1991,NUTS,2010,ES,0,20775.0
1992,NUTS,2010,ES,0,22167.0
1993,NUTS,2010,ES,0,24006.0
1994,NUTS,2010,ES,0,28591.0
1995,NUTS,2010,ES,0,27666.0
1996,NUTS,2010,ES,0,30858.0
1997,NUTS,2010,ES,0,30649.0
1998,NUTS,2010,ES,0,34524.0
1999,NUTS,2010,ES,0,33840.0
2000,NUTS,2010,ES,0,42064.0
2001,NUTS,2010,ES,0,46964.0
2002,NUTS,2010,ES,0,45727.0
2003,NUTS,2010,ES,0,49196.0
2004,NUTS,2010,ES,0,51616.0
2005,NUTS,2010,ES,0,54028.0
2006,NUTS,2010,ES,0,55443.0
2007,NUTS,2010,ES,0,58813.0
2008,NUTS,2010,ES,0,61736.0
2009,NUTS,2010,ES,0,63175.0
2010,NUTS,2010,ES,0,64590.0
2011,NUTS,2010,ES,0,62185.0
2012,NUTS,2010,ES,0,59775.0
2013,NUTS,2010,ES,0,57641.0
2014,NUTS,2010,ES,0,57156.0
2015,NUTS,2010,ES,0,57107.0
2016,NUTS,2010,ES,0,58413.0
2017,NUTS,2010,ES,0,62542.0
2018,NUTS,2010,ES,0,64007.0
2019,NUTS,2010,ES,0,66630.0
2020,NUTS,2010,ES,0,67212.0
2000,NUTS,2010,ES1,1,5141.0
2001,NUTS,2010,ES1,1,5547.0
2002,NUTS,2010,ES1,1,4980.0
2003,NUTS,2010,ES1,1,4515.0
2004,NUTS,2010,ES1,1,5419.0
2005,NUTS,2010,ES1,1,5498.0
2006,NUTS,2010,ES1,1,4818.0
2007,NUTS,2010,ES1,1,4941.0
2008,NUTS,2010,ES1,1,5336.0
2009,NUTS,2010,ES1,1,5697.0
2010,NUTS,2010,ES1,1,6207.0
2011,NUTS,2010,ES1,1,5814.0
2013,NUTS,2010,ES1,1,4790.0
2015,NUTS,2010,ES1,1,4657.0
2016,NUTS,2010,ES1,1,4557.0
2017,NUTS,2010,ES1,1,4709.0
2018,NUTS,2010,ES1,1,4847.0
2000,NUTS,2010,ES11,2,3072.0
2001,NUTS,2010,ES11,2,3408.0
2002,NUTS,2010,ES11,2,2818.0
2003,NUTS,2010,ES11,2,3215.0
2004,NUTS,2010,ES11,2,4009.0
2005,NUTS,2010,ES11,2,4054.0
2006,NUTS,2010,ES11,2,3197.0
2007,NUTS,2010,ES11,2,3210.0
2008,NUTS,2010,ES11,2,3378.0
2009,NUTS,2010,ES11,2,3599.0
2010,NUTS,2010,ES11,2,4083.0
2011,NUTS,2010,ES11,2,3819.0
2012,NUTS,2010,ES11,2,3100.0
2014,NUTS,2010,ES11,2,3001.0
2015,NUTS,2010,ES11,2,2997.0
2016,NUTS,2010,ES11,2,2923.0
2017,NUTS,2010,ES11,2,2943.0
2018,NUTS,2010,ES11,2,3020.0
2019,NUTS,2010,ES11,2,3102.0
2000,NUTS,2010,ES12,2,1675.0
2001,NUTS,2010,ES12,2,1680.0
2002,NUTS,2010,ES12,2,1880.0
2003,NUTS,2010,ES12,2,1095.0
2004,NUTS,2010,ES12,2,1084.0
2005,NUTS,2010,ES12,2,1117.0
2006,NUTS,2010,ES12,2,1096.0
2007,NUTS,2010,ES12,2,1099.0
2008,NUTS,2010,ES12,2,1311.0
2009,NUTS,2010,ES12,2,1383.0
2010,NUTS,2010,ES12,2,1411.0
2011,NUTS,2010,ES12,2,1306.0
2012,NUTS,2010,ES12,2,1148.0
2013,NUTS,2010,ES12,2,1133.0
2014,NUTS,2010,ES12,2,1001.0
2015,NUTS,2010,ES12,2,1071.0
2016,NUTS,2010,ES12,2,1048.0
2017,NUTS,2010,ES12,2,1223.0
2018,NUTS,2010,ES12,2,1267.0
2019,NUTS,2010,ES12,2,1483.0
2000,NUTS,2010,ES13,2,394.0
2001,NUTS,2010,ES13,2,459.0
2002,NUTS,2010,ES13,2,282.0
2003,NUTS,2010,ES13,2,206.0
2004,NUTS,2010,ES13,2,326.0
2005,NUTS,2010,ES13,2,327.0
2006,NUTS,2010,ES13,2,525.0
2007,NUTS,2010,ES13,2,632.0
2008,NUTS,2010,ES13,2,647.0
2009,NUTS,2010,ES13,2,715.0
2010,NUTS,2010,ES13,2,713.0
2011,NUTS,2010,ES13,2,689.0
2015,NUTS,2010,ES13,2,589.0
2016,NUTS,2010,ES13,2,586.0
2017,NUTS,2010,ES13,2,543.0
2018,NUTS,2010,ES13,2,560.0
2000,NUTS,2010,ES2,1,4254.0
2001,NUTS,2010,ES2,1,4647.0
2002,NUTS,2010,ES2,1,5421.0
2003,NUTS,2010,ES2,1,6459.0
2004,NUTS,2010,ES2,1,6085.0
2005,NUTS,2010,ES2,1,6790.0
2006,NUTS,2010,ES2,1,6963.0
2007,NUTS,2010,ES2,1,7459.0
2008,NUTS,2010,ES2,1,7609.0
2009,NUTS,2010,ES2,1,7908.0
2010,NUTS,2010,ES2,1,8044.0
2011,NUTS,2010,ES2,1,7759.0
2013,NUTS,2010,ES2,1,7066.0
2019,NUTS,2010,ES2,1,7748.0
2000,NUTS,2010,ES21,2,1929.0
2001,NUTS,2010,ES21,2,2026.0
2002,NUTS,2010,ES21,2,2126.0
2003,NUTS,2010,ES21,2,2446.0
2004,NUTS,2010,ES21,2,2101.0
2005,NUTS,2010,ES21,2,2605.0
2006,NUTS,2010,ES21,2,2631.0
2007,NUTS,2010,ES21,2,2769.0
2008,NUTS,2010,ES21,2,2722.0
2009,NUTS,2010,ES21,2,2932.0
2010,NUTS,2010,ES21,2,3047.0
2011,NUTS,2010,ES21,2,3112.0
2012,NUTS,2010,ES21,2,3353.0
2013,NUTS,2010,ES21,2,3252.0
2014,NUTS,2010,ES21,2,3399.0
2015,NUTS,2010,ES21,2,3411.0
2016,NUTS,2010,ES21,2,3452.0
2017,NUTS,2010,ES21,2,3607.0
2018,NUTS,2010,ES21,2,3763.0
2019,NUTS,2010,ES21,2,3826.0
2000,NUTS,2010,ES22,2,1136.0
2001,NUTS,2010,ES22,2,1131.0
2002,NUTS,2010,ES22,2,1326.0
2003,NUTS,2010,ES22,2,1788.0
2004,NUTS,2010,ES22,2,1660.0
2005,NUTS,2010,ES22,2,1796.0
2006,NUTS,2010,ES22,2,1826.0
2007,NUTS,2010,ES22,2,1620.0
