year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_total_t_pc_act_hc
2013,NUTS,2010,DK04,2,2.819
2014,NUTS,2010,DK04,2,2.5551
2015,NUTS,2010,DK04,2,2.6755
2016,NUTS,2010,DK04,2,2.5578
2017,NUTS,2010,DK04,2,2.3829
2019,NUTS,2010,DK04,2,2.4661
2011,NUTS,2010,DK05,2,1.7328
2012,NUTS,2010,DK05,2,1.8466
2013,NUTS,2010,DK05,2,1.8922
2014,NUTS,2010,DK05,2,1.7564
2015,NUTS,2010,DK05,2,1.8155
2016,NUTS,2010,DK05,2,1.9365
2017,NUTS,2010,DK05,2,2.1685
2019,NUTS,2010,DK05,2,2.0776
2011,NUTS,2010,EA19,2,1.815
2013,NUTS,2010,EA19,2,1.8821
2015,NUTS,2010,EA19,2,1.9677
2017,NUTS,2010,EA19,2,2.0955
2019,NUTS,2010,EA19,2,2.2453
2011,NUTS,2010,EE,0,1.5143
2012,NUTS,2010,EE,0,1.5323
2013,NUTS,2010,EE,0,1.5558
2014,NUTS,2010,EE,0,1.6043
2015,NUTS,2010,EE,0,1.5121
2016,NUTS,2010,EE,0,1.4033
2017,NUTS,2010,EE,0,1.4447
2018,NUTS,2010,EE,0,1.4276
2019,NUTS,2010,EE,0,1.5587
2011,NUTS,2010,EL,0,1.448
2013,NUTS,2010,EL,0,1.7312
2015,NUTS,2010,EL,0,2.0287
2017,NUTS,2010,EL,0,2.0136
2019,NUTS,2010,EL,0,2.2326
2011,NUTS,2010,EL3,1,1.5125
2013,NUTS,2010,EL3,1,1.9737
2015,NUTS,2010,EL3,1,2.657
2017,NUTS,2010,EL3,1,2.782
2019,NUTS,2010,EL3,1,3.1167
2011,NUTS,2010,EL30,2,1.5125
2013,NUTS,2010,EL30,2,1.9737
2015,NUTS,2010,EL30,2,2.657
2017,NUTS,2010,EL30,2,2.782
2019,NUTS,2010,EL30,2,3.1167
2011,NUTS,2010,EL4,1,1.7039
2013,NUTS,2010,EL4,1,1.8611
2015,NUTS,2010,EL4,1,1.8177
2017,NUTS,2010,EL4,1,1.7466
2019,NUTS,2010,EL4,1,1.7022
2011,NUTS,2010,EL41,2,2.1079
2013,NUTS,2010,EL41,2,1.8575
2015,NUTS,2010,EL41,2,1.923
2017,NUTS,2010,EL41,2,1.5978
2019,NUTS,2010,EL41,2,1.62
2011,NUTS,2010,EL42,2,0.7471
2013,NUTS,2010,EL42,2,0.7846
2015,NUTS,2010,EL42,2,0.6219
2017,NUTS,2010,EL42,2,0.6463
2019,NUTS,2010,EL42,2,0.5442
2011,NUTS,2010,EL43,2,2.0963
2013,NUTS,2010,EL43,2,2.4486
2015,NUTS,2010,EL43,2,2.4612
2017,NUTS,2010,EL43,2,2.3801
2019,NUTS,2010,EL43,2,2.3517
2011,NUTS,2010,EL5,1,1.5137
2013,NUTS,2010,EL5,1,1.7798
2015,NUTS,2010,EL5,1,1.767
2017,NUTS,2010,EL5,1,1.6357
2019,NUTS,2010,EL5,1,1.8348
2011,NUTS,2010,EL51,2,1.3676
2013,NUTS,2010,EL51,2,1.6139
2015,NUTS,2010,EL51,2,1.4051
2017,NUTS,2010,EL51,2,1.2477
2019,NUTS,2010,EL51,2,1.3223
2011,NUTS,2010,EL52,2,1.4752
2013,NUTS,2010,EL52,2,1.7374
2015,NUTS,2010,EL52,2,1.838
2017,NUTS,2010,EL52,2,1.7558
2019,NUTS,2010,EL52,2,1.9384
2011,NUTS,2010,EL53,2,1.3042
2013,NUTS,2010,EL53,2,0.8455
2015,NUTS,2010,EL53,2,1.185
2017,NUTS,2010,EL53,2,0.927
2019,NUTS,2010,EL53,2,1.214
2011,NUTS,2010,EL54,2,2.1601
2013,NUTS,2010,EL54,2,3.0461
2015,NUTS,2010,EL54,2,2.5133
2017,NUTS,2010,EL54,2,2.2552
2019,NUTS,2010,EL54,2,2.727
2011,NUTS,2010,EL6,1,1.0572
2013,NUTS,2010,EL6,1,1.1395
2015,NUTS,2010,EL6,1,1.3386
2017,NUTS,2010,EL6,1,1.2832
2019,NUTS,2010,EL6,1,1.4183
2011,NUTS,2010,EL61,2,1.7099
2013,NUTS,2010,EL61,2,1.1052
2015,NUTS,2010,EL61,2,1.1813
2017,NUTS,2010,EL61,2,1.4141
2019,NUTS,2010,EL61,2,1.4868
2011,NUTS,2010,EL62,2,0.5903
2013,NUTS,2010,EL62,2,0.9488
2015,NUTS,2010,EL62,2,1.3196
2017,NUTS,2010,EL62,2,1.1857
2019,NUTS,2010,EL62,2,1.2864
2011,NUTS,2010,EL63,2,1.3734
2013,NUTS,2010,EL63,2,2.0431
2015,NUTS,2010,EL63,2,2.4325
2017,NUTS,2010,EL63,2,2.2447
2019,NUTS,2010,EL63,2,2.2086
2011,NUTS,2010,EL64,2,0.4484
2013,NUTS,2010,EL64,2,0.6531
2015,NUTS,2010,EL64,2,0.6788
2017,NUTS,2010,EL64,2,0.6335
2019,NUTS,2010,EL64,2,0.7684
2011,NUTS,2010,EL65,2,0.6197
2013,NUTS,2010,EL65,2,0.6853
2015,NUTS,2010,EL65,2,0.9236
2017,NUTS,2010,EL65,2,0.6296
2019,NUTS,2010,EL65,2,1.0816
2011,NUTS,2010,ES,0,1.5202
2012,NUTS,2010,ES,0,1.4729
2013,NUTS,2010,ES,0,1.4457
2014,NUTS,2010,ES,0,1.4591
2015,NUTS,2010,ES,0,1.4854
2016,NUTS,2010,ES,0,1.5086
2017,NUTS,2010,ES,0,1.5708
2018,NUTS,2010,ES,0,1.6335
2019,NUTS,2010,ES,0,1.6571
2011,NUTS,2010,ES1,1,1.3471
2012,NUTS,2010,ES1,1,1.3192
2013,NUTS,2010,ES1,1,1.36
2014,NUTS,2010,ES1,1,1.3332
2015,NUTS,2010,ES1,1,1.3268
2016,NUTS,2010,ES1,1,1.324
2017,NUTS,2010,ES1,1,1.4258
2018,NUTS,2010,ES1,1,1.4555
2019,NUTS,2010,ES1,1,1.5322
2011,NUTS,2010,ES11,2,1.3027
2012,NUTS,2010,ES11,2,1.3144
2013,NUTS,2010,ES11,2,1.3719
2014,NUTS,2010,ES11,2,1.3605
2015,NUTS,2010,ES11,2,1.3435
2016,NUTS,2010,ES11,2,1.3549
2017,NUTS,2010,ES11,2,1.4822
2018,NUTS,2010,ES11,2,1.5427
2019,NUTS,2010,ES11,2,1.5995
2011,NUTS,2010,ES12,2,1.4367
2012,NUTS,2010,ES12,2,1.318
2013,NUTS,2010,ES12,2,1.3733
2014,NUTS,2010,ES12,2,1.3091
2015,NUTS,2010,ES12,2,1.2944
2016,NUTS,2010,ES12,2,1.2373
2017,NUTS,2010,ES12,2,1.3256
2018,NUTS,2010,ES12,2,1.2429
2019,NUTS,2010,ES12,2,1.4159
2011,NUTS,2010,ES13,2,1.3993
2012,NUTS,2010,ES13,2,1.3436
2013,NUTS,2010,ES13,2,1.2822
2014,NUTS,2010,ES13,2,1.2499
2015,NUTS,2010,ES13,2,1.3053
2016,NUTS,2010,ES13,2,1.3304
2017,NUTS,2010,ES13,2,1.3365
2018,NUTS,2010,ES13,2,1.4114
2019,NUTS,2010,ES13,2,1.4176
2011,NUTS,2010,ES2,1,2.2092
2012,NUTS,2010,ES2,1,2.2519
2013,NUTS,2010,ES2,1,2.2055
2014,NUTS,2010,ES2,1,2.2111
2015,NUTS,2010,ES2,1,2.2557
2016,NUTS,2010,ES2,1,2.2438
2017,NUTS,2010,ES2,1,2.3276
2018,NUTS,2010,ES2,1,2.4374
2019,NUTS,2010,ES2,1,2.4027
2011,NUTS,2010,ES21,2,2.6286
2012,NUTS,2010,ES21,2,2.7924
2013,NUTS,2010,ES21,2,2.7563
2014,NUTS,2010,ES21,2,2.7594
2015,NUTS,2010,ES21,2,2.8168
2016,NUTS,2010,ES21,2,2.7771
2017,NUTS,2010,ES21,2,2.89
2018,NUTS,2010,ES21,2,3.0622
2019,NUTS,2010,ES21,2,3.0614
2011,NUTS,2010,ES22,2,2.4707
2012,NUTS,2010,ES22,2,2.2922
2013,NUTS,2010,ES22,2,2.2486
2014,NUTS,2010,ES22,2,2.1868
2015,NUTS,2010,ES22,2,2.268
2016,NUTS,2010,ES22,2,2.3102
2017,NUTS,2010,ES22,2,2.4023
2018,NUTS,2010,ES22,2,2.4582
2019,NUTS,2010,ES22,2,2.2792
2011,NUTS,2010,ES23,2,1.7358
2012,NUTS,2010,ES23,2,1.7123
2013,NUTS,2010,ES23,2,1.6067
2014,NUTS,2010,ES23,2,1.6627
2015,NUTS,2010,ES23,2,1.6686
2016,NUTS,2010,ES23,2,1.7438
2017,NUTS,2010,ES23,2,1.7577
2018,NUTS,2010,ES23,2,1.6645
2019,NUTS,2010,ES23,2,1.6306
2011,NUTS,2010,ES24,2,1.5088
2012,NUTS,2010,ES24,2,1.4997
2013,NUTS,2010,ES24,2,1.4472
2014,NUTS,2010,ES24,2,1.4833
2015,NUTS,2010,ES24,2,1.4973
2016,NUTS,2010,ES24,2,1.4841
2017,NUTS,2010,ES24,2,1.5322
2018,NUTS,2010,ES24,2,1.6141
2019,NUTS,2010,ES24,2,1.6078
2011,NUTS,2010,ES3,1,2.3934
2012,NUTS,2010,ES3,1,2.223
2013,NUTS,2010,ES3,1,2.2083
2014,NUTS,2010,ES3,1,2.2203
2015,NUTS,2010,ES3,1,2.2565
2016,NUTS,2010,ES3,1,2.2722
2017,NUTS,2010,ES3,1,2.3227
2018,NUTS,2010,ES3,1,2.3633
2019,NUTS,2010,ES3,1,2.4064
2011,NUTS,2010,ES30,2,2.3934
2012,NUTS,2010,ES30,2,2.223
2013,NUTS,2010,ES30,2,2.2083
2014,NUTS,2010,ES30,2,2.2203
2015,NUTS,2010,ES30,2,2.2565
2016,NUTS,2010,ES30,2,2.2722
2017,NUTS,2010,ES30,2,2.3227
2018,NUTS,2010,ES30,2,2.3633
2019,NUTS,2010,ES30,2,2.4064
2011,NUTS,2010,ES4,1,1.1932
2012,NUTS,2010,ES4,1,1.1072
2013,NUTS,2010,ES4,1,0.9745
2014,NUTS,2010,ES4,1,0.9782
2015,NUTS,2010,ES4,1,1.013
2016,NUTS,2010,ES4,1,1.0146
2017,NUTS,2010,ES4,1,1.0678
2018,NUTS,2010,ES4,1,1.1228
2019,NUTS,2010,ES4,1,1.1373
2011,NUTS,2010,ES41,2,1.661
2012,NUTS,2010,ES41,2,1.554
2013,NUTS,2010,ES41,2,1.4186
2014,NUTS,2010,ES41,2,1.4291
2015,NUTS,2010,ES41,2,1.4636
2016,NUTS,2010,ES41,2,1.45
2017,NUTS,2010,ES41,2,1.5362
2018,NUTS,2010,ES41,2,1.632
2019,NUTS,2010,ES41,2,1.6808
2011,NUTS,2010,ES42,2,0.8189
2012,NUTS,2010,ES42,2,0.7463
2013,NUTS,2010,ES42,2,0.5455
2014,NUTS,2010,ES42,2,0.5757
2015,NUTS,2010,ES42,2,0.6214
2016,NUTS,2010,ES42,2,0.6565
2017,NUTS,2010,ES42,2,0.6672
2018,NUTS,2010,ES42,2,0.6975
2019,NUTS,2010,ES42,2,0.7235
2011,NUTS,2010,ES43,2,0.8374
2012,NUTS,2010,ES43,2,0.7831
2013,NUTS,2010,ES43,2,0.8116
2014,NUTS,2010,ES43,2,0.7408
2015,NUTS,2010,ES43,2,0.7548
2016,NUTS,2010,ES43,2,0.7222
2017,NUTS,2010,ES43,2,0.7968
2018,NUTS,2010,ES43,2,0.8184
2019,NUTS,2010,ES43,2,0.7321
2011,NUTS,2010,ES5,1,1.4729
2012,NUTS,2010,ES5,1,1.461
2013,NUTS,2010,ES5,1,1.4494
2014,NUTS,2010,ES5,1,1.5077
2015,NUTS,2010,ES5,1,1.5183
2016,NUTS,2010,ES5,1,1.5735
2017,NUTS,2010,ES5,1,1.6262
2018,NUTS,2010,ES5,1,1.7138
2019,NUTS,2010,ES5,1,1.738
2011,NUTS,2010,ES51,2,1.6946
2012,NUTS,2010,ES51,2,1.733
2013,NUTS,2010,ES51,2,1.7342
2014,NUTS,2010,ES51,2,1.7402
2015,NUTS,2010,ES51,2,1.7781
2016,NUTS,2010,ES51,2,1.8327
2017,NUTS,2010,ES51,2,1.903
2018,NUTS,2010,ES51,2,2.008
2019,NUTS,2010,ES51,2,2.0287
2011,NUTS,2010,ES52,2,1.3223
2012,NUTS,2010,ES52,2,1.2559
2013,NUTS,2010,ES52,2,1.2261
2014,NUTS,2010,ES52,2,1.377
2015,NUTS,2010,ES52,2,1.3485
2016,NUTS,2010,ES52,2,1.4178
2017,NUTS,2010,ES52,2,1.4461
2018,NUTS,2010,ES52,2,1.5267
2019,NUTS,2010,ES52,2,1.5559
2011,NUTS,2010,ES53,2,0.625
2012,NUTS,2010,ES53,2,0.5554
2013,NUTS,2010,ES53,2,0.5492
2014,NUTS,2010,ES53,2,0.5682
2015,NUTS,2010,ES53,2,0.5932
2016,NUTS,2010,ES53,2,0.5995
2017,NUTS,2010,ES53,2,0.6345
2018,NUTS,2010,ES53,2,0.6636
2019,NUTS,2010,ES53,2,0.6848
2011,NUTS,2010,ES6,1,1.0564
2012,NUTS,2010,ES6,1,1.0224
2013,NUTS,2010,ES6,1,1.0252
2014,NUTS,2010,ES6,1,1.0169
2015,NUTS,2010,ES6,1,1.0551
2016,NUTS,2010,ES6,1,1.0677
2017,NUTS,2010,ES6,1,1.1324
2018,NUTS,2010,ES6,1,1.1656
2019,NUTS,2010,ES6,1,1.1761
2011,NUTS,2010,ES61,2,1.0677
2012,NUTS,2010,ES61,2,1.0275
2013,NUTS,2010,ES61,2,1.0323
2014,NUTS,2010,ES61,2,1.0156
2015,NUTS,2010,ES61,2,1.0487
2016,NUTS,2010,ES61,2,1.049
2017,NUTS,2010,ES61,2,1.1138
2018,NUTS,2010,ES61,2,1.1439
2019,NUTS,2010,ES61,2,1.1469
2011,NUTS,2010,ES62,2,1.083
2012,NUTS,2010,ES62,2,1.0823
2013,NUTS,2010,ES62,2,1.0792
2014,NUTS,2010,ES62,2,1.1074
2015,NUTS,2010,ES62,2,1.1834
2016,NUTS,2010,ES62,2,1.2648
2017,NUTS,2010,ES62,2,1.3302
2018,NUTS,2010,ES62,2,1.3751
2019,NUTS,2010,ES62,2,1.4245
2011,NUTS,2010,ES63,2,0.106
2012,NUTS,2010,ES63,2,0.1062
2013,NUTS,2010,ES63,2,0.0893
2014,NUTS,2010,ES63,2,0.1904
2015,NUTS,2010,ES63,2,0.1935
2011,NUTS,2010,ES64,2,0.1858
2012,NUTS,2010,ES64,2,0.1943
2013,NUTS,2010,ES64,2,0.1671
2014,NUTS,2010,ES64,2,0.1853
2015,NUTS,2010,ES64,2,0.1433
2011,NUTS,2010,ES7,1,0.6164
2012,NUTS,2010,ES7,1,0.5826
2013,NUTS,2010,ES7,1,0.546
2014,NUTS,2010,ES7,1,0.5212
2015,NUTS,2010,ES7,1,0.5177
2016,NUTS,2010,ES7,1,0.5383
2017,NUTS,2010,ES7,1,0.5543
2018,NUTS,2010,ES7,1,0.5717
2019,NUTS,2010,ES7,1,0.5576
2011,NUTS,2010,ES70,2,0.6164
2012,NUTS,2010,ES70,2,0.5826
2013,NUTS,2010,ES70,2,0.546
2014,NUTS,2010,ES70,2,0.5212
2015,NUTS,2010,ES70,2,0.5177
2016,NUTS,2010,ES70,2,0.5383
2017,NUTS,2010,ES70,2,0.5543
2018,NUTS,2010,ES70,2,0.5717
2019,NUTS,2010,ES70,2,0.5576
2011,NUTS,2010,EU27_2020,7,1.6761
2013,NUTS,2010,EU27_2020,7,1.7417
2015,NUTS,2010,EU27_2020,7,1.8185
2017,NUTS,2010,EU27_2020,7,1.9587
2019,NUTS,2010,EU27_2020,7,2.113
2011,NUTS,2010,FI,0,3.1024
2012,NUTS,2010,FI,0,3.0446
2013,NUTS,2010,FI,0,3.0421
2014,NUTS,2010,FI,0,2.9848
2015,NUTS,2010,FI,0,2.9458
2016,NUTS,2010,FI,0,2.8003
2017,NUTS,2010,FI,0,2.7888
2018,NUTS,2010,FI,0,2.8058
2019,NUTS,2010,FI,0,2.8899
2011,NUTS,2010,FI1,1,3.0264
2012,NUTS,2010,FI1,1,2.9648
2013,NUTS,2010,FI1,1,2.9631
2015,NUTS,2010,FI1,1,2.8449
2016,NUTS,2010,FI1,1,2.7101
2017,NUTS,2010,FI1,1,2.6962
2018,NUTS,2010,FI1,1,2.708
2019,NUTS,2010,FI1,1,2.7846
2011,NUTS,2010,FI19,2,2.6496
2012,NUTS,2010,FI19,2,2.5538
2013,NUTS,2010,FI19,2,2.5721
2015,NUTS,2010,FI19,2,2.5204
2016,NUTS,2010,FI19,2,2.3209
2017,NUTS,2010,FI19,2,2.3298
2018,NUTS,2010,FI19,2,2.3541
2019,NUTS,2010,FI19,2,2.4317
2011,NUTS,2010,FI1B,2,4.2268
2012,NUTS,2010,FI1B,2,4.0981
2013,NUTS,2010,FI1B,2,4.0831
2015,NUTS,2010,FI1B,2,4.0113
2016,NUTS,2010,FI1B,2,3.7808
2017,NUTS,2010,FI1B,2,3.7605
2018,NUTS,2010,FI1B,2,3.7507
2019,NUTS,2010,FI1B,2,3.8308
2011,NUTS,2010,FI1C,2,2.125
2012,NUTS,2010,FI1C,2,2.1403
2013,NUTS,2010,FI1C,2,2.1721
2015,NUTS,2010,FI1C,2,1.934
2016,NUTS,2010,FI1C,2,1.8637
2017,NUTS,2010,FI1C,2,1.7824
2018,NUTS,2010,FI1C,2,1.7773
2019,NUTS,2010,FI1C,2,1.8537
2011,NUTS,2010,FI1D,2,2.6002
2012,NUTS,2010,FI1D,2,2.5804
2013,NUTS,2010,FI1D,2,2.5225
2015,NUTS,2010,FI1D,2,2.3379
2016,NUTS,2010,FI1D,2,2.345
2017,NUTS,2010,FI1D,2,2.3627
2018,NUTS,2010,FI1D,2,2.3979
2019,NUTS,2010,FI1D,2,2.4406
2011,NUTS,2010,FI2,1,0.6382
2012,NUTS,2010,FI2,1,0.5026
2013,NUTS,2010,FI2,1,0.7436
2015,NUTS,2010,FI2,1,0.372
2016,NUTS,2010,FI2,1,0.4329
2017,NUTS,2010,FI2,1,0.4099
2018,NUTS,2010,FI2,1,0.5597
2019,NUTS,2010,FI2,1,0.4645
2011,NUTS,2010,FI20,2,0.6382
2012,NUTS,2010,FI20,2,0.5026
2013,NUTS,2010,FI20,2,0.7436
2015,NUTS,2010,FI20,2,0.372
2016,NUTS,2010,FI20,2,0.4329
2017,NUTS,2010,FI20,2,0.4099
2018,NUTS,2010,FI20,2,0.5597
2019,NUTS,2010,FI20,2,0.4645
2011,NUTS,2010,FR,0,1.8698
2012,NUTS,2010,FR,0,1.9375
2013,NUTS,2010,FR,0,1.9602
2014,NUTS,2010,FR,0,1.9613
2016,NUTS,2010,FR,0,2.0365
2017,NUTS,2010,FR,0,2.1007
2018,NUTS,2010,FR,0,2.1312
2011,NUTS,2010,HR,0,0.9374
2012,NUTS,2010,HR,0,0.925
2013,NUTS,2010,HR,0,0.9389
2014,NUTS,2010,HR,0,0.8859
2015,NUTS,2010,HR,0,0.9307
2016,NUTS,2010,HR,0,1.0317
2017,NUTS,2010,HR,0,1.0852
2018,NUTS,2010,HR,0,1.1905
2019,NUTS,2010,HR,0,1.3495
2020,NUTS,2010,HR,0,1.4295
2011,NUTS,2010,HR0,1,0.9168
2012,NUTS,2010,HR0,1,0.9061
2013,NUTS,2010,HR0,1,0.9232
2014,NUTS,2010,HR0,1,0.8742
2015,NUTS,2010,HR0,1,0.9179
2016,NUTS,2010,HR0,1,1.0183
2017,NUTS,2010,HR0,1,1.0714
2018,NUTS,2010,HR0,1,1.1744
2019,NUTS,2010,HR0,1,1.3266
2020,NUTS,2010,HR0,1,1.4073
2011,NUTS,2010,HR03,2,0.6712
2012,NUTS,2010,HR03,2,0.6649
2013,NUTS,2010,HR03,2,0.6733
2014,NUTS,2010,HR03,2,0.587
2015,NUTS,2010,HR03,2,0.5724
2016,NUTS,2010,HR03,2,0.6696
2017,NUTS,2010,HR03,2,0.72
2018,NUTS,2010,HR03,2,0.758
2019,NUTS,2010,HR03,2,0.9153
2020,NUTS,2010,HR03,2,0.9458
2011,NUTS,2010,HR04,2,1.0293
2012,NUTS,2010,HR04,2,1.0182
2013,NUTS,2010,HR04,2,1.0367
2014,NUTS,2010,HR04,2,1.0139
2015,NUTS,2010,HR04,2,1.0848
2016,NUTS,2010,HR04,2,1.1854
2017,NUTS,2010,HR04,2,1.2421
2018,NUTS,2010,HR04,2,1.3706
2019,NUTS,2010,HR04,2,1.5198
2011,NUTS,2010,HU,0,1.2782
2012,NUTS,2010,HU,0,1.2849
2013,NUTS,2010,HU,0,1.3128
2014,NUTS,2010,HU,0,1.2612
2015,NUTS,2010,HU,0,1.2206
2016,NUTS,2010,HU,0,1.1689
2017,NUTS,2010,HU,0,1.2986
2018,NUTS,2010,HU,0,1.6823
2019,NUTS,2010,HU,0,1.7912
2011,NUTS,2010,HU1,1,2.4231
2012,NUTS,2010,HU1,1,2.3406
2013,NUTS,2010,HU1,1,2.4237
2014,NUTS,2010,HU1,1,2.4449
2015,NUTS,2010,HU1,1,2.4515
2016,NUTS,2010,HU1,1,2.2784
2017,NUTS,2010,HU1,1,2.5026
2018,NUTS,2010,HU1,1,3.3215
2019,NUTS,2010,HU1,1,3.4347
2011,NUTS,2010,HU10,2,2.4231
2012,NUTS,2010,HU10,2,2.3406
2013,NUTS,2010,HU10,2,2.4237
2014,NUTS,2010,HU10,2,2.4449
2015,NUTS,2010,HU10,2,2.4515
2016,NUTS,2010,HU10,2,2.2784
2017,NUTS,2010,HU11,2,3.792
2018,NUTS,2010,HU11,2,5.1234
2019,NUTS,2010,HU11,2,5.3736
2017,NUTS,2010,HU12,2,0.6121
2018,NUTS,2010,HU12,2,0.7748
2019,NUTS,2010,HU12,2,0.7566
2011,NUTS,2010,HU2,1,0.7301
2012,NUTS,2010,HU2,1,0.7725
2013,NUTS,2010,HU2,1,0.7923
2014,NUTS,2010,HU2,1,0.6948
2015,NUTS,2010,HU2,1,0.6389
2016,NUTS,2010,HU2,1,0.6375
2017,NUTS,2010,HU2,1,0.7583
2018,NUTS,2010,HU2,1,0.9971
2019,NUTS,2010,HU2,1,1.0483
2011,NUTS,2010,HU21,2,0.6266
2012,NUTS,2010,HU21,2,0.8193
2013,NUTS,2010,HU21,2,0.772
2014,NUTS,2010,HU21,2,0.7015
2015,NUTS,2010,HU21,2,0.6727
2016,NUTS,2010,HU21,2,0.6643
2017,NUTS,2010,HU21,2,0.7271
2018,NUTS,2010,HU21,2,0.9052
2019,NUTS,2010,HU21,2,0.9731
2011,NUTS,2010,HU22,2,0.7478
2012,NUTS,2010,HU22,2,0.6399
2013,NUTS,2010,HU22,2,0.7436
2014,NUTS,2010,HU22,2,0.6562
2015,NUTS,2010,HU22,2,0.5441
2016,NUTS,2010,HU22,2,0.5376
2017,NUTS,2010,HU22,2,0.6487
2018,NUTS,2010,HU22,2,0.918
2019,NUTS,2010,HU22,2,0.9734
2011,NUTS,2010,HU23,2,0.8444
2012,NUTS,2010,HU23,2,0.871
2013,NUTS,2010,HU23,2,0.8771
2014,NUTS,2010,HU23,2,0.7322
2015,NUTS,2010,HU23,2,0.7076
2016,NUTS,2010,HU23,2,0.7223
2017,NUTS,2010,HU23,2,0.9323
2018,NUTS,2010,HU23,2,1.2136
2019,NUTS,2010,HU23,2,1.2425
2011,NUTS,2010,HU3,1,1.0319
2012,NUTS,2010,HU3,1,0.8867
2013,NUTS,2010,HU3,1,0.8855
2014,NUTS,2010,HU3,1,0.8045
2015,NUTS,2010,HU3,1,0.7348
2016,NUTS,2010,HU3,1,0.718
2017,NUTS,2010,HU3,1,0.7823
2018,NUTS,2010,HU3,1,0.9383
2019,NUTS,2010,HU3,1,1.0426
2011,NUTS,2010,HU31,2,0.5616
2012,NUTS,2010,HU31,2,0.5728
2013,NUTS,2010,HU31,2,0.6157
2014,NUTS,2010,HU31,2,0.4991
2015,NUTS,2010,HU31,2,0.4589
2016,NUTS,2010,HU31,2,0.4272
2017,NUTS,2010,HU31,2,0.4984
2018,NUTS,2010,HU31,2,0.5565
2019,NUTS,2010,HU31,2,0.6642
2011,NUTS,2010,HU32,2,0.8606
2012,NUTS,2010,HU32,2,0.8954
2013,NUTS,2010,HU32,2,0.7965
2014,NUTS,2010,HU32,2,0.7387
2015,NUTS,2010,HU32,2,0.7123
2016,NUTS,2010,HU32,2,0.7107
2017,NUTS,2010,HU32,2,0.7639
2018,NUTS,2010,HU32,2,0.8484
2019,NUTS,2010,HU32,2,0.9654
2011,NUTS,2010,HU33,2,1.1442
2012,NUTS,2010,HU33,2,1.1497
2013,NUTS,2010,HU33,2,1.2169
2014,NUTS,2010,HU33,2,1.1453
2015,NUTS,2010,HU33,2,1.0004
2016,NUTS,2010,HU33,2,0.9753
2017,NUTS,2010,HU33,2,1.051
2018,NUTS,2010,HU33,2,1.38
2019,NUTS,2010,HU33,2,1.4615
2011,NUTS,2010,IE,0,1.6604
2012,NUTS,2010,IE,0,1.0447
2013,NUTS,2010,IE,0,2.1651
2015,NUTS,2010,IE,0,2.1088
2017,NUTS,2010,IE,0,2.2132
2019,NUTS,2010,IE,0,2.1513
2011,NUTS,2010,IE0,1,1.6232
2013,NUTS,2010,IE0,1,1.8292
2015,NUTS,2010,IE0,1,2.156
2017,NUTS,2010,IE0,1,2.1454
2011,NUTS,2010,IE01,2,1.128
2013,NUTS,2010,IE01,2,1.1711
2015,NUTS,2010,IE01,2,1.0092
2017,NUTS,2010,IE01,2,3.4114
2011,NUTS,2010,IE02,2,1.7936
2013,NUTS,2010,IE02,2,2.0594
2015,NUTS,2010,IE02,2,2.5521
2017,NUTS,2010,IE02,2,1.963
2011,NUTS,2010,IS,0,2.8023
2013,NUTS,2010,IS,0,2.8029
2015,NUTS,2010,IS,0,3.1856
2016,NUTS,2010,IS,0,3.2726
2017,NUTS,2010,IS,0,3.281
2018,NUTS,2010,IS,0,3.213
2011,NUTS,2010,IT,0,1.4387
2012,NUTS,2010,IT,0,1.4809
2013,NUTS,2010,IT,0,1.5208
2014,NUTS,2010,IT,0,1.5041
2015,NUTS,2010,IT,0,1.5816
2016,NUTS,2010,IT,0,1.7478
2017,NUTS,2010,IT,0,1.929
2018,NUTS,2010,IT,0,2.1041
2019,NUTS,2010,IT,0,2.1792
2011,NUTS,2010,ITC,1,1.6255
2012,NUTS,2010,ITC,1,1.6681
2013,NUTS,2010,ITC,1,1.651
2014,NUTS,2010,ITC,1,1.632
2015,NUTS,2010,ITC,1,1.7017
2016,NUTS,2010,ITC,1,1.9315
2017,NUTS,2010,ITC,1,2.1087
2018,NUTS,2010,ITC,1,2.3214
2019,NUTS,2010,ITC,1,2.3795
2011,NUTS,2010,ITC1,2,1.5304
2012,NUTS,2010,ITC1,2,1.619
2013,NUTS,2010,ITC1,2,1.747
2014,NUTS,2010,ITC1,2,1.723
2015,NUTS,2010,ITC1,2,1.8631
2016,NUTS,2010,ITC1,2,2.0351
2017,NUTS,2010,ITC1,2,2.1614
2018,NUTS,2010,ITC1,2,2.3614
2019,NUTS,2010,ITC1,2,2.3877
2011,NUTS,2010,ITC2,2,0.9595
2012,NUTS,2010,ITC2,2,0.9362
2013,NUTS,2010,ITC2,2,0.8842
2014,NUTS,2010,ITC2,2,0.7223
2015,NUTS,2010,ITC2,2,0.7442
2016,NUTS,2010,ITC2,2,0.948
2017,NUTS,2010,ITC2,2,0.9848
2018,NUTS,2010,ITC2,2,0.9966
2019,NUTS,2010,ITC2,2,0.8615
2011,NUTS,2010,ITC3,2,1.6471
2012,NUTS,2010,ITC3,2,1.6355
2013,NUTS,2010,ITC3,2,1.4541
2014,NUTS,2010,ITC3,2,1.3778
2015,NUTS,2010,ITC3,2,1.4866
2016,NUTS,2010,ITC3,2,1.5802
2017,NUTS,2010,ITC3,2,1.6302
