year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_total_t_pc_act_hc
2018,NUTS,2010,ITC3,2,1.6971
2019,NUTS,2010,ITC3,2,1.8383
2011,NUTS,2010,ITC4,2,1.6738
2012,NUTS,2010,ITC4,2,1.7044
2013,NUTS,2010,ITC4,2,1.6483
2014,NUTS,2010,ITC4,2,1.6416
2015,NUTS,2010,ITC4,2,1.6755
2016,NUTS,2010,ITC4,2,1.9505
2017,NUTS,2010,ITC4,2,2.1682
2018,NUTS,2010,ITC4,2,2.4107
2019,NUTS,2010,ITC4,2,2.4721
2011,NUTS,2010,ITF,1,0.8692
2012,NUTS,2010,ITF,1,0.8844
2013,NUTS,2010,ITF,1,0.9287
2014,NUTS,2010,ITF,1,0.9266
2017,NUTS,2010,ITF,1,1.1409
2018,NUTS,2010,ITF,1,1.2874
2019,NUTS,2010,ITF,1,1.3762
2011,NUTS,2010,ITF1,2,0.893
2012,NUTS,2010,ITF1,2,0.8678
2013,NUTS,2010,ITF1,2,0.9775
2014,NUTS,2010,ITF1,2,0.9783
2015,NUTS,2010,ITF1,2,1.0305
2016,NUTS,2010,ITF1,2,1.1326
2017,NUTS,2010,ITF1,2,1.2803
2018,NUTS,2010,ITF1,2,1.3416
2019,NUTS,2010,ITF1,2,1.3874
2012,NUTS,2010,ITF2,2,0.6577
2013,NUTS,2010,ITF2,2,0.8827
2014,NUTS,2010,ITF2,2,0.8349
2017,NUTS,2010,ITF2,2,1.1702
2018,NUTS,2010,ITF2,2,1.3601
2019,NUTS,2010,ITF2,2,1.2691
2011,NUTS,2010,ITF3,2,1.1188
2012,NUTS,2010,ITF3,2,1.1438
2013,NUTS,2010,ITF3,2,1.1323
2014,NUTS,2010,ITF3,2,1.1443
2015,NUTS,2010,ITF3,2,1.2299
2016,NUTS,2010,ITF3,2,1.2147
2017,NUTS,2010,ITF3,2,1.3348
2018,NUTS,2010,ITF3,2,1.5839
2019,NUTS,2010,ITF3,2,1.7274
2011,NUTS,2010,ITF4,2,0.7668
2012,NUTS,2010,ITF4,2,0.791
2013,NUTS,2010,ITF4,2,0.8261
2014,NUTS,2010,ITF4,2,0.8241
2015,NUTS,2010,ITF4,2,0.8791
2016,NUTS,2010,ITF4,2,0.886
2017,NUTS,2010,ITF4,2,0.9974
2018,NUTS,2010,ITF4,2,1.0934
2019,NUTS,2010,ITF4,2,1.1988
2012,NUTS,2010,ITF5,2,0.6465
2013,NUTS,2010,ITF5,2,0.6407
2014,NUTS,2010,ITF5,2,0.6064
2015,NUTS,2010,ITF5,2,0.6979
2017,NUTS,2010,ITF5,2,0.8806
2018,NUTS,2010,ITF5,2,0.9045
2019,NUTS,2010,ITF5,2,0.8523
2011,NUTS,2010,ITF6,2,0.4678
2012,NUTS,2010,ITF6,2,0.468
2013,NUTS,2010,ITF6,2,0.5948
2014,NUTS,2010,ITF6,2,0.5841
2015,NUTS,2010,ITF6,2,0.6763
2016,NUTS,2010,ITF6,2,0.6426
2017,NUTS,2010,ITF6,2,0.8147
2018,NUTS,2010,ITF6,2,0.8671
2019,NUTS,2010,ITF6,2,0.877
2011,NUTS,2010,ITG,1,0.8914
2012,NUTS,2010,ITG,1,0.868
2013,NUTS,2010,ITG,1,0.916
2014,NUTS,2010,ITG,1,0.9027
2015,NUTS,2010,ITG,1,0.9152
2016,NUTS,2010,ITG,1,0.8595
2017,NUTS,2010,ITG,1,0.8878
2018,NUTS,2010,ITG,1,0.9193
2019,NUTS,2010,ITG,1,1.0143
2011,NUTS,2010,ITG1,2,0.8896
2012,NUTS,2010,ITG1,2,0.8568
2013,NUTS,2010,ITG1,2,0.9032
2014,NUTS,2010,ITG1,2,0.901
2015,NUTS,2010,ITG1,2,0.8809
2016,NUTS,2010,ITG1,2,0.8354
2017,NUTS,2010,ITG1,2,0.8747
2018,NUTS,2010,ITG1,2,0.9394
2019,NUTS,2010,ITG1,2,1.0532
2011,NUTS,2010,ITG2,2,0.8959
2012,NUTS,2010,ITG2,2,0.8958
2013,NUTS,2010,ITG2,2,0.9488
2014,NUTS,2010,ITG2,2,0.9072
2015,NUTS,2010,ITG2,2,1.0016
2016,NUTS,2010,ITG2,2,0.9209
2017,NUTS,2010,ITG2,2,0.9215
2018,NUTS,2010,ITG2,2,0.8686
2019,NUTS,2010,ITG2,2,0.9184
2011,NUTS,2010,ITH,1,1.705
2012,NUTS,2010,ITH,1,1.7797
2013,NUTS,2010,ITH,1,1.8553
2014,NUTS,2010,ITH,1,1.8382
2015,NUTS,2010,ITH,1,1.9505
2016,NUTS,2010,ITH,1,2.2496
2017,NUTS,2010,ITH,1,2.5282
2018,NUTS,2010,ITH,1,2.7049
2019,NUTS,2010,ITH,1,2.6986
2011,NUTS,2010,ITH1,2,0.8738
2012,NUTS,2010,ITH1,2,0.8476
2013,NUTS,2010,ITH1,2,0.9366
2014,NUTS,2010,ITH1,2,0.8745
2015,NUTS,2010,ITH1,2,0.9497
2016,NUTS,2010,ITH1,2,1.139
2017,NUTS,2010,ITH1,2,1.2589
2018,NUTS,2010,ITH1,2,1.3323
2019,NUTS,2010,ITH1,2,1.401
2011,NUTS,2010,ITH2,2,2.2047
2012,NUTS,2010,ITH2,2,2.3727
2013,NUTS,2010,ITH2,2,2.45
2014,NUTS,2010,ITH2,2,2.4681
2015,NUTS,2010,ITH2,2,2.5735
2016,NUTS,2010,ITH2,2,2.4041
2017,NUTS,2010,ITH2,2,2.6214
2018,NUTS,2010,ITH2,2,2.716
2019,NUTS,2010,ITH2,2,2.7435
2011,NUTS,2010,ITH3,2,1.531
2012,NUTS,2010,ITH3,2,1.5634
2013,NUTS,2010,ITH3,2,1.6041
2014,NUTS,2010,ITH3,2,1.5598
2015,NUTS,2010,ITH3,2,1.6595
2016,NUTS,2010,ITH3,2,2.0089
2017,NUTS,2010,ITH3,2,2.2579
2018,NUTS,2010,ITH3,2,2.499
2019,NUTS,2010,ITH3,2,2.4947
2011,NUTS,2010,ITH4,2,1.7947
2012,NUTS,2010,ITH4,2,1.875
2013,NUTS,2010,ITH4,2,1.7999
2014,NUTS,2010,ITH4,2,1.8366
2015,NUTS,2010,ITH4,2,1.8727
2016,NUTS,2010,ITH4,2,2.0478
2017,NUTS,2010,ITH4,2,2.2946
2018,NUTS,2010,ITH4,2,2.3524
2019,NUTS,2010,ITH4,2,2.3398
2011,NUTS,2010,ITH5,2,1.9119
2012,NUTS,2010,ITH5,2,2.0337
2013,NUTS,2010,ITH5,2,2.179
2014,NUTS,2010,ITH5,2,2.1792
2015,NUTS,2010,ITH5,2,2.3273
2016,NUTS,2010,ITH5,2,2.6735
2017,NUTS,2010,ITH5,2,3.0248
2018,NUTS,2010,ITH5,2,3.1859
2019,NUTS,2010,ITH5,2,3.1629
2011,NUTS,2010,ITI,1,1.5376
2012,NUTS,2010,ITI,1,1.5848
2013,NUTS,2010,ITI,1,1.6115
2014,NUTS,2010,ITI,1,1.5638
2017,NUTS,2010,ITI,1,1.9756
2018,NUTS,2010,ITI,1,2.1365
2019,NUTS,2010,ITI,1,2.2543
2011,NUTS,2010,ITI1,2,1.3872
2012,NUTS,2010,ITI1,2,1.4881
2013,NUTS,2010,ITI1,2,1.5513
2014,NUTS,2010,ITI1,2,1.5168
2015,NUTS,2010,ITI1,2,1.5914
2016,NUTS,2010,ITI1,2,1.72
2017,NUTS,2010,ITI1,2,1.9607
2018,NUTS,2010,ITI1,2,2.2185
2019,NUTS,2010,ITI1,2,2.3
2011,NUTS,2010,ITI2,2,1.2279
2012,NUTS,2010,ITI2,2,1.2196
2013,NUTS,2010,ITI2,2,1.2924
2014,NUTS,2010,ITI2,2,1.3459
2017,NUTS,2010,ITI2,2,1.6752
2018,NUTS,2010,ITI2,2,1.8394
2019,NUTS,2010,ITI2,2,1.8169
2011,NUTS,2010,ITI3,2,1.1313
2012,NUTS,2010,ITI3,2,1.1867
2013,NUTS,2010,ITI3,2,1.1903
2014,NUTS,2010,ITI3,2,1.2742
2015,NUTS,2010,ITI3,2,1.2783
2016,NUTS,2010,ITI3,2,1.5671
2017,NUTS,2010,ITI3,2,1.9286
2018,NUTS,2010,ITI3,2,1.9736
2019,NUTS,2010,ITI3,2,1.921
2011,NUTS,2010,ITI4,2,1.8037
2012,NUTS,2010,ITI4,2,1.8196
2013,NUTS,2010,ITI4,2,1.8157
2014,NUTS,2010,ITI4,2,1.7033
2015,NUTS,2010,ITI4,2,1.7788
2016,NUTS,2010,ITI4,2,1.9647
2017,NUTS,2010,ITI4,2,2.0421
2018,NUTS,2010,ITI4,2,2.1695
2019,NUTS,2010,ITI4,2,2.3776
2011,NUTS,2010,KR,0,2.1161
2011,NUTS,2010,LT,0,1.541
2012,NUTS,2010,LT,0,1.5339
2013,NUTS,2010,LT,0,1.5843
2014,NUTS,2010,LT,0,1.6934
2015,NUTS,2010,LT,0,1.516
2016,NUTS,2010,LT,0,1.56
2017,NUTS,2010,LT,0,1.6884
2018,NUTS,2010,LT,0,1.7403
2019,NUTS,2010,LT,0,1.7443
2015,NUTS,2010,LT01,2,2.7826
2016,NUTS,2010,LT01,2,2.6661
2017,NUTS,2010,LT01,2,2.7341
2018,NUTS,2010,LT01,2,2.744
2019,NUTS,2010,LT01,2,2.7626
2015,NUTS,2010,LT02,2,0.9415
2016,NUTS,2010,LT02,2,1.0221
2017,NUTS,2010,LT02,2,1.1358
2018,NUTS,2010,LT02,2,1.1857
2019,NUTS,2010,LT02,2,1.1822
2011,NUTS,2010,LU,0,2.594
2013,NUTS,2010,LU,0,2.2869
2014,NUTS,2010,LU,0,1.0279
2015,NUTS,2010,LU,0,2.3838
2017,NUTS,2010,LU,0,2.3971
2019,NUTS,2010,LU,0,2.3229
2011,NUTS,2010,LV,0,1.0068
2012,NUTS,2010,LV,0,1.0747
2013,NUTS,2010,LV,0,1.0494
2014,NUTS,2010,LV,0,1.1485
2015,NUTS,2010,LV,0,1.1692
2016,NUTS,2010,LV,0,1.1548
2017,NUTS,2010,LV,0,1.195
2018,NUTS,2010,LV,0,1.2849
2019,NUTS,2010,LV,0,1.3495
2011,NUTS,2010,ME,0,0.8855
2013,NUTS,2010,ME,0,0.8956
2014,NUTS,2010,ME,0,0.8962
2015,NUTS,2010,ME,0,0.8924
2016,NUTS,2010,ME,0,0.8217
2017,NUTS,2010,ME,0,0.8336
2018,NUTS,2010,ME,0,0.8725
2019,NUTS,2010,ME,0,0.8321
2011,NUTS,2010,MK,0,0.2387
2012,NUTS,2010,MK,0,0.2966
2015,NUTS,2010,MK,0,0.4531
2016,NUTS,2010,MK,0,0.4656
2017,NUTS,2010,MK,0,0.4291
2018,NUTS,2010,MK,0,0.434
2019,NUTS,2010,MK,0,0.4172
2011,NUTS,2010,MT,0,1.2119
2012,NUTS,2010,MT,0,1.2714
2013,NUTS,2010,MT,0,1.1737
2014,NUTS,2010,MT,0,1.1672
2015,NUTS,2010,MT,0,1.1529
2016,NUTS,2010,MT,0,1.12
2017,NUTS,2010,MT,0,1.0969
2018,NUTS,2010,MT,0,1.0296
2019,NUTS,2010,MT,0,0.9923
2011,NUTS,2010,NL,0,1.9429
2012,NUTS,2010,NL,0,2.0654
2013,NUTS,2010,NL,0,2.1638
2014,NUTS,2010,NL,0,2.1774
2015,NUTS,2010,NL,0,2.2513
2016,NUTS,2010,NL,0,2.2976
2017,NUTS,2010,NL,0,2.3069
2018,NUTS,2010,NL,0,2.3689
2019,NUTS,2010,NL,0,2.4461
2011,NUTS,2010,NL1,1,1.3276
2012,NUTS,2010,NL1,1,1.3188
2013,NUTS,2010,NL1,1,1.4582
2014,NUTS,2010,NL1,1,1.5765
2015,NUTS,2010,NL1,1,1.5643
2016,NUTS,2010,NL1,1,1.637
2017,NUTS,2010,NL1,1,1.5552
2018,NUTS,2010,NL1,1,1.5469
2019,NUTS,2010,NL1,1,1.5146
2011,NUTS,2010,NL11,2,2.0154
2012,NUTS,2010,NL11,2,2.0931
2011,NUTS,2010,NL12,2,0.8517
2012,NUTS,2010,NL12,2,0.9566
2011,NUTS,2010,NL13,2,1.1171
2012,NUTS,2010,NL13,2,0.8635
2011,NUTS,2010,NL2,1,2.0522
2012,NUTS,2010,NL2,1,2.095
2013,NUTS,2010,NL2,1,2.0516
2014,NUTS,2010,NL2,1,2.0455
2015,NUTS,2010,NL2,1,2.1759
2016,NUTS,2010,NL2,1,2.1798
2017,NUTS,2010,NL2,1,2.1804
2018,NUTS,2010,NL2,1,2.1592
2019,NUTS,2010,NL2,1,2.1473
2011,NUTS,2010,NL21,2,2.1645
2012,NUTS,2010,NL21,2,2.0016
2011,NUTS,2010,NL22,2,2.057
2012,NUTS,2010,NL22,2,2.2274
2011,NUTS,2010,NL23,2,1.709
2012,NUTS,2010,NL23,2,1.7012
2011,NUTS,2010,NL3,1,2.0259
2012,NUTS,2010,NL3,1,2.1112
2013,NUTS,2010,NL3,1,2.2646
2014,NUTS,2010,NL3,1,2.2176
2015,NUTS,2010,NL3,1,2.296
2016,NUTS,2010,NL3,1,2.3742
2017,NUTS,2010,NL3,1,2.3638
2018,NUTS,2010,NL3,1,2.4835
2019,NUTS,2010,NL3,1,2.5531
2011,NUTS,2010,NL31,2,2.1047
2012,NUTS,2010,NL31,2,2.3621
2011,NUTS,2010,NL32,2,2.2802
2012,NUTS,2010,NL32,2,2.3684
2011,NUTS,2010,NL33,2,1.9152
2012,NUTS,2010,NL33,2,1.9327
2011,NUTS,2010,NL34,2,0.8764
2012,NUTS,2010,NL34,2,1.0004
2011,NUTS,2010,NL4,1,2.0743
2012,NUTS,2010,NL4,1,2.3904
2013,NUTS,2010,NL4,1,2.4771
2014,NUTS,2010,NL4,1,2.5598
2015,NUTS,2010,NL4,1,2.6178
2016,NUTS,2010,NL4,1,2.6224
2017,NUTS,2010,NL4,1,2.6936
2018,NUTS,2010,NL4,1,2.7061
2019,NUTS,2010,NL4,1,2.8839
2011,NUTS,2010,NL41,2,2.2071
2012,NUTS,2010,NL41,2,2.5282
2011,NUTS,2010,NL42,2,1.7672
2012,NUTS,2010,NL42,2,2.0722
2011,NUTS,2010,NO,0,2.5439
2012,NUTS,2010,NO,0,2.5535
2013,NUTS,2010,NO,0,2.6122
2014,NUTS,2010,NO,0,2.7346
2015,NUTS,2010,NO,0,2.8759
2016,NUTS,2010,NO,0,3.0185
2017,NUTS,2010,NO,0,3.191
2018,NUTS,2010,NO,0,3.2161
2019,NUTS,2010,NO,0,3.305
2011,NUTS,2010,NO0,1,2.4704
2012,NUTS,2010,NO0,1,2.4762
2013,NUTS,2010,NO0,1,2.5319
2014,NUTS,2010,NO0,1,2.6437
2015,NUTS,2010,NO0,1,2.7742
2017,NUTS,2010,NO0,1,3.0803
2018,NUTS,2010,NO0,1,3.1022
2019,NUTS,2010,NO0,1,3.1872
2011,NUTS,2010,NO01,2,4.0091
2012,NUTS,2010,NO01,2,3.956
2013,NUTS,2010,NO01,2,3.978
2014,NUTS,2010,NO01,2,4.1012
2015,NUTS,2010,NO01,2,4.2453
2017,NUTS,2010,NO01,2,4.5199
2018,NUTS,2010,NO01,2,4.5476
2019,NUTS,2010,NO01,2,4.6095
2011,NUTS,2010,NO02,2,0.9818
2012,NUTS,2010,NO02,2,0.9429
2013,NUTS,2010,NO02,2,1.0304
2014,NUTS,2010,NO02,2,1.0284
2015,NUTS,2010,NO02,2,1.1079
2017,NUTS,2010,NO02,2,1.2136
2018,NUTS,2010,NO02,2,1.2684
2019,NUTS,2010,NO02,2,1.3084
2011,NUTS,2010,NO03,2,1.2696
2012,NUTS,2010,NO03,2,1.2455
2013,NUTS,2010,NO03,2,1.3637
2014,NUTS,2010,NO03,2,1.461
2015,NUTS,2010,NO03,2,1.5169
2017,NUTS,2010,NO03,2,1.6708
2018,NUTS,2010,NO03,2,1.6024
2019,NUTS,2010,NO03,2,1.6571
2011,NUTS,2010,NO04,2,1.335
2012,NUTS,2010,NO04,2,1.4042
2013,NUTS,2010,NO04,2,1.4365
2014,NUTS,2010,NO04,2,1.5697
2015,NUTS,2010,NO04,2,1.6855
2017,NUTS,2010,NO04,2,2.0683
2018,NUTS,2010,NO04,2,2.0901
2019,NUTS,2010,NO04,2,2.1278
2011,NUTS,2010,NO05,2,2.2359
2012,NUTS,2010,NO05,2,2.2737
2013,NUTS,2010,NO05,2,2.3217
2014,NUTS,2010,NO05,2,2.5082
2015,NUTS,2010,NO05,2,2.6299
2017,NUTS,2010,NO05,2,3.0518
2018,NUTS,2010,NO05,2,3.111
2019,NUTS,2010,NO05,2,3.1903
2011,NUTS,2010,NO06,2,4.692
2012,NUTS,2010,NO06,2,4.7457
2013,NUTS,2010,NO06,2,4.7497
2014,NUTS,2010,NO06,2,4.6924
2015,NUTS,2010,NO06,2,4.8816
2017,NUTS,2010,NO06,2,5.2557
2018,NUTS,2010,NO06,2,5.2964
2019,NUTS,2010,NO06,2,5.6107
2011,NUTS,2010,NO07,2,2.0887
2012,NUTS,2010,NO07,2,2.1262
2013,NUTS,2010,NO07,2,2.1612
2014,NUTS,2010,NO07,2,2.2634
2015,NUTS,2010,NO07,2,2.4824
2017,NUTS,2010,NO07,2,2.7873
2018,NUTS,2010,NO07,2,2.8295
2019,NUTS,2010,NO07,2,2.8531
2011,NUTS,2010,PL,0,0.8161
2012,NUTS,2010,PL,0,0.8385
2013,NUTS,2010,PL,0,0.8723
2014,NUTS,2010,PL,0,0.9145
2015,NUTS,2010,PL,0,0.9412
2016,NUTS,2010,PL,0,1.0274
2017,NUTS,2010,PL,0,1.4319
2018,NUTS,2010,PL,0,1.603
2019,NUTS,2010,PL,0,1.6436
2011,NUTS,2010,PL1,1,1.7331
2012,NUTS,2010,PL1,1,1.7324
2013,NUTS,2010,PL1,1,1.2086
2014,NUTS,2010,PL1,1,1.2149
2015,NUTS,2010,PL1,1,1.2288
2011,NUTS,2010,PL11,2,0.5798
2012,NUTS,2010,PL11,2,0.6687
2013,NUTS,2010,PL11,2,0.5916
2014,NUTS,2010,PL11,2,0.5976
2015,NUTS,2010,PL11,2,0.6599
2011,NUTS,2010,PL12,2,1.4321
2012,NUTS,2010,PL12,2,1.3956
2013,NUTS,2010,PL12,2,1.5395
2014,NUTS,2010,PL12,2,1.5213
2015,NUTS,2010,PL12,2,1.4898
2011,NUTS,2010,PL2,1,0.8006
2012,NUTS,2010,PL2,1,0.8539
2013,NUTS,2010,PL2,1,0.8841
2014,NUTS,2010,PL2,1,0.9386
2015,NUTS,2010,PL2,1,1.0481
2016,NUTS,2010,PL2,1,1.0824
2017,NUTS,2010,PL2,1,1.5085
2018,NUTS,2010,PL2,1,1.6512
2019,NUTS,2010,PL2,1,1.767
2011,NUTS,2010,PL21,2,1.0763
2012,NUTS,2010,PL21,2,1.2094
2013,NUTS,2010,PL21,2,1.2264
2014,NUTS,2010,PL21,2,1.2939
2015,NUTS,2010,PL21,2,1.4781
2016,NUTS,2010,PL21,2,1.5368
2017,NUTS,2010,PL21,2,2.2141
2018,NUTS,2010,PL21,2,2.3272
2019,NUTS,2010,PL21,2,2.3683
2011,NUTS,2010,PL22,2,0.6134
2012,NUTS,2010,PL22,2,0.6095
2013,NUTS,2010,PL22,2,0.6446
2014,NUTS,2010,PL22,2,0.6847
2015,NUTS,2010,PL22,2,0.7382
2016,NUTS,2010,PL22,2,0.7409
2017,NUTS,2010,PL22,2,0.9737
2018,NUTS,2010,PL22,2,1.1351
2019,NUTS,2010,PL22,2,1.2993
2011,NUTS,2010,PL3,1,0.5444
2012,NUTS,2010,PL3,1,0.5652
2013,NUTS,2010,PL3,1,0.6063
2014,NUTS,2010,PL3,1,0.6546
2015,NUTS,2010,PL3,1,0.6343
2011,NUTS,2010,PL31,2,0.637
2012,NUTS,2010,PL31,2,0.7164
2013,NUTS,2010,PL31,2,0.6912
2014,NUTS,2010,PL31,2,0.7039
2015,NUTS,2010,PL31,2,0.6853
2011,NUTS,2010,PL32,2,0.7037
2012,NUTS,2010,PL32,2,0.7543
2013,NUTS,2010,PL32,2,0.7855
2014,NUTS,2010,PL32,2,0.9683
2015,NUTS,2010,PL32,2,0.88
2011,NUTS,2010,PL33,2,0.2255
2012,NUTS,2010,PL33,2,0.1174
2013,NUTS,2010,PL33,2,0.2437
2014,NUTS,2010,PL33,2,0.2384
2015,NUTS,2010,PL33,2,0.263
2011,NUTS,2010,PL34,2,0.4876
2012,NUTS,2010,PL34,2,0.4958
2013,NUTS,2010,PL34,2,0.552
2014,NUTS,2010,PL34,2,0.5269
2015,NUTS,2010,PL34,2,0.5637
2011,NUTS,2010,PL4,1,0.7108
2012,NUTS,2010,PL4,1,0.701
2013,NUTS,2010,PL4,1,0.6965
2014,NUTS,2010,PL4,1,0.7572
2015,NUTS,2010,PL4,1,0.8118
2016,NUTS,2010,PL4,1,0.7066
2017,NUTS,2010,PL4,1,0.9282
2018,NUTS,2010,PL4,1,1.0487
2019,NUTS,2010,PL4,1,0.9772
2011,NUTS,2010,PL41,2,0.9201
2012,NUTS,2010,PL41,2,0.8818
2013,NUTS,2010,PL41,2,0.8896
2014,NUTS,2010,PL41,2,0.9818
2015,NUTS,2010,PL41,2,1.0616
2016,NUTS,2010,PL41,2,0.8997
2017,NUTS,2010,PL41,2,1.0947
2018,NUTS,2010,PL41,2,1.3031
2019,NUTS,2010,PL41,2,1.164
2011,NUTS,2010,PL42,2,0.5614
2012,NUTS,2010,PL42,2,0.5888
2013,NUTS,2010,PL42,2,0.5597
2014,NUTS,2010,PL42,2,0.5986
2015,NUTS,2010,PL42,2,0.637
2016,NUTS,2010,PL42,2,0.5378
2017,NUTS,2010,PL42,2,0.7913
2018,NUTS,2010,PL42,2,0.8208
2019,NUTS,2010,PL42,2,0.8492
2011,NUTS,2010,PL43,2,0.2374
2012,NUTS,2010,PL43,2,0.2508
2013,NUTS,2010,PL43,2,0.2455
2014,NUTS,2010,PL43,2,0.2473
2015,NUTS,2010,PL43,2,0.2659
2016,NUTS,2010,PL43,2,0.2751
2017,NUTS,2010,PL43,2,0.5325
2018,NUTS,2010,PL43,2,0.4767
2019,NUTS,2010,PL43,2,0.4814
2011,NUTS,2010,PL5,1,0.6723
2012,NUTS,2010,PL5,1,0.7361
2013,NUTS,2010,PL5,1,0.8204
2014,NUTS,2010,PL5,1,0.8408
2015,NUTS,2010,PL5,1,0.862
2016,NUTS,2010,PL5,1,0.8633
2017,NUTS,2010,PL5,1,1.2232
2018,NUTS,2010,PL5,1,1.3702
2019,NUTS,2010,PL5,1,1.4552
2011,NUTS,2010,PL51,2,0.7584
2012,NUTS,2010,PL51,2,0.8319
2013,NUTS,2010,PL51,2,0.939
2014,NUTS,2010,PL51,2,0.9728
2015,NUTS,2010,PL51,2,1.0073
2016,NUTS,2010,PL51,2,0.996
2017,NUTS,2010,PL51,2,1.4223
2018,NUTS,2010,PL51,2,1.6152
2019,NUTS,2010,PL51,2,1.6951
2011,NUTS,2010,PL52,2,0.4059
2012,NUTS,2010,PL52,2,0.442
2013,NUTS,2010,PL52,2,0.4509
2014,NUTS,2010,PL52,2,0.4421
2015,NUTS,2010,PL52,2,0.4389
2016,NUTS,2010,PL52,2,0.4467
2017,NUTS,2010,PL52,2,0.6101
2018,NUTS,2010,PL52,2,0.6148
2019,NUTS,2010,PL52,2,0.6824
2011,NUTS,2010,PL6,1,0.6215
2012,NUTS,2010,PL6,1,0.6319
2013,NUTS,2010,PL6,1,0.6272
2014,NUTS,2010,PL6,1,0.6658
2015,NUTS,2010,PL6,1,0.6632
2016,NUTS,2010,PL6,1,0.726
2017,NUTS,2010,PL6,1,1.062
2018,NUTS,2010,PL6,1,1.249
2019,NUTS,2010,PL6,1,1.2394
2011,NUTS,2010,PL61,2,0.5002
2012,NUTS,2010,PL61,2,0.511
2013,NUTS,2010,PL61,2,0.5007
2014,NUTS,2010,PL61,2,0.5453
2015,NUTS,2010,PL61,2,0.5457
2016,NUTS,2010,PL61,2,0.5992
2017,NUTS,2010,PL61,2,1.0519
2019,NUTS,2010,PL61,2,1.1344
2011,NUTS,2010,PL62,2,0.4082
2012,NUTS,2010,PL62,2,0.437
2013,NUTS,2010,PL62,2,0.419
2014,NUTS,2010,PL62,2,0.462
2015,NUTS,2010,PL62,2,0.4561
2016,NUTS,2010,PL62,2,0.498
2017,NUTS,2010,PL62,2,0.6531
2019,NUTS,2010,PL62,2,0.744
2011,NUTS,2010,PL63,2,0.8819
2012,NUTS,2010,PL63,2,0.8629
2013,NUTS,2010,PL63,2,0.8628
2014,NUTS,2010,PL63,2,0.8932
2015,NUTS,2010,PL63,2,0.8834
2016,NUTS,2010,PL63,2,0.9683
2017,NUTS,2010,PL63,2,1.3041
2018,NUTS,2010,PL63,2,1.5665
2019,NUTS,2010,PL63,2,1.5991
2016,NUTS,2010,PL7,1,0.6483
2017,NUTS,2010,PL7,1,0.9094
2018,NUTS,2010,PL7,1,0.914
2019,NUTS,2010,PL7,1,1.0251
2016,NUTS,2010,PL71,2,0.8179
2017,NUTS,2010,PL71,2,1.1254
2018,NUTS,2010,PL71,2,1.0792
2019,NUTS,2010,PL71,2,1.231
2016,NUTS,2010,PL72,2,0.2961
2017,NUTS,2010,PL72,2,0.4536
2018,NUTS,2010,PL72,2,0.5547
2019,NUTS,2010,PL72,2,0.5915
2016,NUTS,2010,PL8,1,0.8179
2017,NUTS,2010,PL8,1,0.9869
2018,NUTS,2010,PL8,1,1.115
2019,NUTS,2010,PL8,1,1.1797
2016,NUTS,2010,PL81,2,0.8543
2017,NUTS,2010,PL81,2,1.1662
2018,NUTS,2010,PL81,2,1.3729
2019,NUTS,2010,PL81,2,1.4271
2016,NUTS,2010,PL82,2,0.9025
2017,NUTS,2010,PL82,2,0.8781
2018,NUTS,2010,PL82,2,0.9592
2019,NUTS,2010,PL82,2,1.0027
2016,NUTS,2010,PL84,2,0.6004
2017,NUTS,2010,PL84,2,0.8546
2018,NUTS,2010,PL84,2,0.9131
2019,NUTS,2010,PL84,2,1.0382
2016,NUTS,2010,PL9,1,1.9298
2017,NUTS,2010,PL9,1,2.8201
2018,NUTS,2010,PL9,1,3.1879
2019,NUTS,2010,PL9,1,3.1778
2016,NUTS,2010,PL91,2,3.3817
2017,NUTS,2010,PL91,2,4.9736
2018,NUTS,2010,PL91,2,5.3458
2019,NUTS,2010,PL91,2,5.1702
2016,NUTS,2010,PL92,2,0.1806
2017,NUTS,2010,PL92,2,0.2284
2018,NUTS,2010,PL92,2,0.3642
2019,NUTS,2010,PL92,2,0.3011
2011,NUTS,2010,PT,0,1.8815
2012,NUTS,2010,PT,0,1.881
2013,NUTS,2010,PT,0,1.9518
2014,NUTS,2010,PT,0,1.9867
2015,NUTS,2010,PT,0,2.1197
2016,NUTS,2010,PT,0,2.1285
2017,NUTS,2010,PT,0,2.2224
2018,NUTS,2010,PT,0,2.369
2019,NUTS,2010,PT,0,2.4866
2020,NUTS,2010,PT,0,2.692
2011,NUTS,2010,PT1,1,1.7936
2012,NUTS,2010,PT1,1,1.789
2013,NUTS,2010,PT1,1,1.8699
2014,NUTS,2010,PT1,1,1.9226
2015,NUTS,2010,PT1,1,2.0622
2016,NUTS,2010,PT1,1,2.0752
2017,NUTS,2010,PT1,1,2.1699
2018,NUTS,2010,PT1,1,2.3162
2019,NUTS,2010,PT1,1,2.4301
2020,NUTS,2010,PT1,1,2.6353
2011,NUTS,2010,PT11,2,1.5471
2012,NUTS,2010,PT11,2,1.5665
2013,NUTS,2010,PT11,2,1.6807
2014,NUTS,2010,PT11,2,1.7734
2015,NUTS,2010,PT11,2,2.0632
2016,NUTS,2010,PT11,2,1.8403
2017,NUTS,2010,PT11,2,1.9744
2018,NUTS,2010,PT11,2,2.1107
2019,NUTS,2010,PT11,2,2.2396
2020,NUTS,2010,PT11,2,2.4906
2011,NUTS,2010,PT15,2,0.7269
