year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_avi_nr
2011,NUTS,2010,SK021,3,0.5
2011,NUTS,2010,SK023,3,1.0
2012,NUTS,2010,SK023,3,1.0
2011,NUTS,2010,TR,0,1.0
2012,NUTS,2010,TR,0,1.0
2011,NUTS,2010,TR5,1,1.0
2012,NUTS,2010,TR5,1,1.0
2011,NUTS,2010,TR51,2,1.0
2012,NUTS,2010,TR51,2,1.0
2011,NUTS,2010,TR510,3,1.0
2012,NUTS,2010,TR510,3,1.0
2011,NUTS,2010,UK,0,96.67
2012,NUTS,2010,UK,0,76.87
2011,NUTS,2010,UKC,1,0.67
2011,NUTS,2010,UKC2,2,0.67
2011,NUTS,2010,UKC22,3,0.67
2011,NUTS,2010,UKD,1,5.0
2012,NUTS,2010,UKD,1,1.0
2011,NUTS,2010,UKD4,2,5.0
2012,NUTS,2010,UKD4,2,1.0
2011,NUTS,2010,UKD43,3,5.0
2012,NUTS,2010,UKD43,3,1.0
2011,NUTS,2010,UKE,1,2.0
2012,NUTS,2010,UKE,1,0.5
2011,NUTS,2010,UKE1,2,2.0
2011,NUTS,2010,UKE11,3,2.0
2012,NUTS,2010,UKE3,2,0.5
2012,NUTS,2010,UKE32,3,0.5
2011,NUTS,2010,UKF,1,21.87
2012,NUTS,2010,UKF,1,6.0
2011,NUTS,2010,UKF1,2,20.83
2012,NUTS,2010,UKF1,2,5.0
2011,NUTS,2010,UKF11,3,14.83
2012,NUTS,2010,UKF11,3,2.17
2011,NUTS,2010,UKF13,3,4.17
2012,NUTS,2010,UKF13,3,1.67
2011,NUTS,2010,UKF14,3,0.33
2011,NUTS,2010,UKF15,3,1.0
2011,NUTS,2010,UKF16,3,0.5
2012,NUTS,2010,UKF16,3,1.17
2011,NUTS,2010,UKF2,2,1.03
2012,NUTS,2010,UKF2,2,1.0
2011,NUTS,2010,UKF22,3,0.83
2012,NUTS,2010,UKF22,3,1.0
2011,NUTS,2010,UKF24,3,0.2
2011,NUTS,2010,UKG,1,2.2
2012,NUTS,2010,UKG,1,4.32
2011,NUTS,2010,UKG1,2,1.2
2012,NUTS,2010,UKG1,2,2.23
2011,NUTS,2010,UKG12,3,0.2
2011,NUTS,2010,UKG13,3,1.0
2012,NUTS,2010,UKG13,3,2.23
2011,NUTS,2010,UKG2,2,0.5
2012,NUTS,2010,UKG2,2,1.0
2011,NUTS,2010,UKG24,3,0.5
2012,NUTS,2010,UKG24,3,1.0
2011,NUTS,2010,UKG3,2,0.5
2012,NUTS,2010,UKG3,2,1.08
2012,NUTS,2010,UKG31,3,0.83
2012,NUTS,2010,UKG38,3,0.25
2011,NUTS,2010,UKG39,3,0.5
2011,NUTS,2010,UKH,1,6.67
2012,NUTS,2010,UKH,1,4.83
2011,NUTS,2010,UKH1,2,1.0
2011,NUTS,2010,UKH13,3,1.0
2011,NUTS,2010,UKH2,2,3.67
2012,NUTS,2010,UKH2,2,3.83
2011,NUTS,2010,UKH23,3,1.5
2012,NUTS,2010,UKH23,3,2.83
2011,NUTS,2010,UKH24,3,1.83
2012,NUTS,2010,UKH24,3,1.0
2011,NUTS,2010,UKH25,3,0.33
2011,NUTS,2010,UKH3,2,2.0
2012,NUTS,2010,UKH3,2,1.0
2011,NUTS,2010,UKH33,3,2.0
2012,NUTS,2010,UKH33,3,1.0
2011,NUTS,2010,UKI,1,1.33
2012,NUTS,2010,UKI,1,2.67
2011,NUTS,2010,UKI1,2,1.0
2012,NUTS,2010,UKI1,2,2.4
2012,NUTS,2010,UKI11,3,1.2
2011,NUTS,2010,UKI12,3,1.0
2012,NUTS,2010,UKI12,3,1.2
2011,NUTS,2010,UKI2,2,0.33
2012,NUTS,2010,UKI2,2,0.27
2011,NUTS,2010,UKI22,3,0.33
2012,NUTS,2010,UKI23,3,0.27
2011,NUTS,2010,UKJ,1,8.92
2012,NUTS,2010,UKJ,1,4.33
2011,NUTS,2010,UKJ1,2,2.11
2012,NUTS,2010,UKJ1,2,1.0
2011,NUTS,2010,UKJ11,3,0.44
2011,NUTS,2010,UKJ12,3,0.33
2012,NUTS,2010,UKJ13,3,1.0
2011,NUTS,2010,UKJ14,3,1.33
2011,NUTS,2010,UKJ2,2,2.0
2011,NUTS,2010,UKJ23,3,2.0
2011,NUTS,2010,UKJ3,2,3.31
2012,NUTS,2010,UKJ3,2,3.33
2011,NUTS,2010,UKJ33,3,3.31
2012,NUTS,2010,UKJ33,3,2.33
2012,NUTS,2010,UKJ34,3,1.0
2011,NUTS,2010,UKJ4,2,1.5
2011,NUTS,2010,UKJ41,3,1.0
2011,NUTS,2010,UKJ42,3,0.5
2011,NUTS,2010,UKK,1,43.05
2012,NUTS,2010,UKK,1,37.62
2011,NUTS,2010,UKK1,2,40.05
2012,NUTS,2010,UKK1,2,35.28
2011,NUTS,2010,UKK11,3,30.58
2012,NUTS,2010,UKK11,3,27.42
2011,NUTS,2010,UKK12,3,4.0
2012,NUTS,2010,UKK12,3,2.08
2011,NUTS,2010,UKK13,3,4.67
2012,NUTS,2010,UKK13,3,5.78
2011,NUTS,2010,UKK15,3,0.8
2011,NUTS,2010,UKK2,2,3.0
2012,NUTS,2010,UKK2,2,1.0
2011,NUTS,2010,UKK21,3,0.2
2011,NUTS,2010,UKK22,3,0.8
2011,NUTS,2010,UKK23,3,2.0
2012,NUTS,2010,UKK23,3,1.0
2012,NUTS,2010,UKK3,2,1.33
2012,NUTS,2010,UKK30,3,1.33
2012,NUTS,2010,UKL,1,10.43
2012,NUTS,2010,UKL1,2,10.1
2012,NUTS,2010,UKL14,3,10.1
2012,NUTS,2010,UKL2,2,0.33
2012,NUTS,2010,UKL23,3,0.33
2012,NUTS,2010,UKM,1,0.5
2012,NUTS,2010,UKM3,2,0.5
2012,NUTS,2010,UKM34,3,0.5
2011,NUTS,2010,UKN,1,3.0
2011,NUTS,2010,UKN0,2,3.0
2011,NUTS,2010,UKN01,3,2.0
2011,NUTS,2010,UKN05,3,0.5
2011,NUTS,2010,UKX,1,1.96
2012,NUTS,2010,UKX,1,4.67
2011,NUTS,2010,UKXX,2,1.96
2012,NUTS,2010,UKXX,2,4.67
2011,NUTS,2010,UKXXX,3,1.96
2012,NUTS,2010,UKXXX,3,4.67
