year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_gdp_beur_ht
2000,NUTS,2010,AT,0,0.701
2001,NUTS,2010,AT,0,0.876
2002,NUTS,2010,AT,0,0.987
2003,NUTS,2010,AT,0,1.041
2004,NUTS,2010,AT,0,0.821
2005,NUTS,2010,AT,0,0.947
2006,NUTS,2010,AT,0,1.144
2007,NUTS,2010,AT,0,1.072
2008,NUTS,2010,AT,0,0.645
2009,NUTS,2010,AT,0,0.756
2010,NUTS,2010,AT,0,0.643
2011,NUTS,2010,AT,0,0.7
2012,NUTS,2010,AT,0,0.619
2000,NUTS,2010,AT1,1,0.84
2001,NUTS,2010,AT1,1,1.188
2002,NUTS,2010,AT1,1,1.223
2003,NUTS,2010,AT1,1,1.406
2004,NUTS,2010,AT1,1,1.119
2005,NUTS,2010,AT1,1,1.356
2006,NUTS,2010,AT1,1,1.599
2007,NUTS,2010,AT1,1,1.557
2008,NUTS,2010,AT1,1,0.716
2009,NUTS,2010,AT1,1,0.553
2010,NUTS,2010,AT1,1,0.559
2011,NUTS,2010,AT1,1,0.665
2012,NUTS,2010,AT1,1,0.541
2000,NUTS,2010,AT11,2,0.459
2001,NUTS,2010,AT11,2,0.27
2002,NUTS,2010,AT11,2,0.209
2003,NUTS,2010,AT11,2,0.707
2004,NUTS,2010,AT11,2,0.496
2005,NUTS,2010,AT11,2,0.111
2006,NUTS,2010,AT11,2,0.548
2007,NUTS,2010,AT11,2,0.727
2008,NUTS,2010,AT11,2,0.452
2009,NUTS,2010,AT11,2,0.914
2010,NUTS,2010,AT11,2,0.519
2011,NUTS,2010,AT11,2,0.457
2012,NUTS,2010,AT11,2,0.411
2004,NUTS,2010,AT111,3,1.497
2009,NUTS,2010,AT111,3,1.383
2000,NUTS,2010,AT112,3,0.191
2001,NUTS,2010,AT112,3,0.216
2002,NUTS,2010,AT112,3,0.382
2003,NUTS,2010,AT112,3,0.945
2004,NUTS,2010,AT112,3,0.078
2005,NUTS,2010,AT112,3,0.195
2006,NUTS,2010,AT112,3,0.137
2007,NUTS,2010,AT112,3,0.423
2009,NUTS,2010,AT112,3,0.981
2010,NUTS,2010,AT112,3,0.197
2011,NUTS,2010,AT112,3,0.503
2012,NUTS,2010,AT112,3,0.117
2000,NUTS,2010,AT113,3,1.084
2001,NUTS,2010,AT113,3,0.463
2003,NUTS,2010,AT113,3,0.577
2004,NUTS,2010,AT113,3,0.88
2006,NUTS,2010,AT113,3,1.535
2007,NUTS,2010,AT113,3,1.567
2008,NUTS,2010,AT113,3,1.444
2009,NUTS,2010,AT113,3,0.624
2010,NUTS,2010,AT113,3,1.277
2011,NUTS,2010,AT113,3,0.533
2012,NUTS,2010,AT113,3,1.11
2000,NUTS,2010,AT12,2,0.773
2001,NUTS,2010,AT12,2,1.038
2002,NUTS,2010,AT12,2,0.92
2003,NUTS,2010,AT12,2,0.711
2004,NUTS,2010,AT12,2,0.372
2005,NUTS,2010,AT12,2,0.743
2006,NUTS,2010,AT12,2,0.776
2007,NUTS,2010,AT12,2,0.602
2008,NUTS,2010,AT12,2,0.52
2009,NUTS,2010,AT12,2,0.515
2010,NUTS,2010,AT12,2,0.453
2011,NUTS,2010,AT12,2,0.638
2012,NUTS,2010,AT12,2,0.578
2000,NUTS,2010,AT121,3,0.105
2001,NUTS,2010,AT121,3,0.17
2003,NUTS,2010,AT121,3,0.481
2004,NUTS,2010,AT121,3,0.128
2005,NUTS,2010,AT121,3,0.154
2006,NUTS,2010,AT121,3,0.645
2007,NUTS,2010,AT121,3,0.065
2008,NUTS,2010,AT121,3,0.186
2009,NUTS,2010,AT121,3,0.644
2010,NUTS,2010,AT121,3,0.197
2011,NUTS,2010,AT121,3,0.57
2012,NUTS,2010,AT121,3,0.072
2000,NUTS,2010,AT122,3,0.386
2001,NUTS,2010,AT122,3,0.619
2002,NUTS,2010,AT122,3,0.33
2003,NUTS,2010,AT122,3,0.173
2004,NUTS,2010,AT122,3,0.591
2005,NUTS,2010,AT122,3,0.754
2006,NUTS,2010,AT122,3,0.304
2007,NUTS,2010,AT122,3,0.325
2008,NUTS,2010,AT122,3,0.273
2009,NUTS,2010,AT122,3,0.305
2010,NUTS,2010,AT122,3,0.195
2011,NUTS,2010,AT122,3,0.299
2012,NUTS,2010,AT122,3,0.544
2000,NUTS,2010,AT123,3,0.356
2001,NUTS,2010,AT123,3,0.423
2002,NUTS,2010,AT123,3,0.25
2003,NUTS,2010,AT123,3,0.12
2004,NUTS,2010,AT123,3,0.234
2005,NUTS,2010,AT123,3,0.54
2006,NUTS,2010,AT123,3,0.448
2007,NUTS,2010,AT123,3,0.382
2008,NUTS,2010,AT123,3,0.345
2009,NUTS,2010,AT123,3,0.062
2010,NUTS,2010,AT123,3,0.046
2011,NUTS,2010,AT123,3,0.65
2012,NUTS,2010,AT123,3,0.043
2000,NUTS,2010,AT124,3,0.508
2001,NUTS,2010,AT124,3,1.64
2002,NUTS,2010,AT124,3,0.378
2003,NUTS,2010,AT124,3,0.234
2005,NUTS,2010,AT124,3,0.174
2006,NUTS,2010,AT124,3,0.481
2007,NUTS,2010,AT124,3,0.295
2008,NUTS,2010,AT124,3,0.337
2009,NUTS,2010,AT124,3,0.191
2010,NUTS,2010,AT124,3,0.432
2011,NUTS,2010,AT124,3,0.097
2012,NUTS,2010,AT124,3,0.239
2000,NUTS,2010,AT125,3,0.868
2001,NUTS,2010,AT125,3,0.187
2002,NUTS,2010,AT125,3,1.081
2003,NUTS,2010,AT125,3,0.763
2004,NUTS,2010,AT125,3,0.479
2005,NUTS,2010,AT125,3,1.352
2006,NUTS,2010,AT125,3,1.261
2007,NUTS,2010,AT125,3,1.597
2008,NUTS,2010,AT125,3,0.669
2009,NUTS,2010,AT125,3,0.149
2010,NUTS,2010,AT125,3,0.73
2011,NUTS,2010,AT125,3,0.551
2012,NUTS,2010,AT125,3,0.107
2000,NUTS,2010,AT126,3,1.343
2001,NUTS,2010,AT126,3,2.91
2002,NUTS,2010,AT126,3,2.229
2003,NUTS,2010,AT126,3,2.367
2004,NUTS,2010,AT126,3,0.646
2005,NUTS,2010,AT126,3,1.375
2006,NUTS,2010,AT126,3,1.149
2007,NUTS,2010,AT126,3,1.493
2008,NUTS,2010,AT126,3,1.512
2009,NUTS,2010,AT126,3,0.911
2010,NUTS,2010,AT126,3,0.898
2011,NUTS,2010,AT126,3,1.19
2012,NUTS,2010,AT126,3,1.619
2000,NUTS,2010,AT127,3,1.248
2001,NUTS,2010,AT127,3,0.852
2002,NUTS,2010,AT127,3,1.449
2003,NUTS,2010,AT127,3,0.655
2004,NUTS,2010,AT127,3,0.425
2005,NUTS,2010,AT127,3,0.894
2006,NUTS,2010,AT127,3,1.028
2007,NUTS,2010,AT127,3,0.552
2008,NUTS,2010,AT127,3,0.344
2009,NUTS,2010,AT127,3,0.704
2010,NUTS,2010,AT127,3,0.578
2011,NUTS,2010,AT127,3,0.737
2012,NUTS,2010,AT127,3,0.66
2000,NUTS,2010,AT13,2,0.911
2001,NUTS,2010,AT13,2,1.349
2002,NUTS,2010,AT13,2,1.477
2003,NUTS,2010,AT13,2,1.864
2004,NUTS,2010,AT13,2,1.615
2005,NUTS,2010,AT13,2,1.818
2006,NUTS,2010,AT13,2,2.169
2007,NUTS,2010,AT13,2,2.205
2008,NUTS,2010,AT13,2,0.857
2009,NUTS,2010,AT13,2,0.545
2010,NUTS,2010,AT13,2,0.625
2011,NUTS,2010,AT13,2,0.7
2012,NUTS,2010,AT13,2,0.53
2000,NUTS,2010,AT130,3,0.911
2001,NUTS,2010,AT130,3,1.349
2002,NUTS,2010,AT130,3,1.477
2003,NUTS,2010,AT130,3,1.864
2004,NUTS,2010,AT130,3,1.615
2005,NUTS,2010,AT130,3,1.818
2006,NUTS,2010,AT130,3,2.169
2007,NUTS,2010,AT130,3,2.205
2008,NUTS,2010,AT130,3,0.857
2009,NUTS,2010,AT130,3,0.545
2010,NUTS,2010,AT130,3,0.625
2011,NUTS,2010,AT130,3,0.7
2012,NUTS,2010,AT130,3,0.53
2000,NUTS,2010,AT2,1,0.847
2001,NUTS,2010,AT2,1,0.788
2002,NUTS,2010,AT2,1,1.592
2003,NUTS,2010,AT2,1,0.952
2004,NUTS,2010,AT2,1,0.962
2005,NUTS,2010,AT2,1,0.81
2006,NUTS,2010,AT2,1,1.249
2007,NUTS,2010,AT2,1,0.856
2008,NUTS,2010,AT2,1,0.804
2009,NUTS,2010,AT2,1,1.181
2010,NUTS,2010,AT2,1,0.624
2011,NUTS,2010,AT2,1,0.765
2012,NUTS,2010,AT2,1,0.924
2000,NUTS,2010,AT21,2,0.892
2001,NUTS,2010,AT21,2,0.844
2002,NUTS,2010,AT21,2,2.322
2003,NUTS,2010,AT21,2,1.238
2004,NUTS,2010,AT21,2,0.749
2005,NUTS,2010,AT21,2,0.911
2006,NUTS,2010,AT21,2,0.606
2007,NUTS,2010,AT21,2,0.834
2008,NUTS,2010,AT21,2,0.182
2009,NUTS,2010,AT21,2,1.318
2010,NUTS,2010,AT21,2,0.263
2011,NUTS,2010,AT21,2,0.27
2012,NUTS,2010,AT21,2,0.423
2000,NUTS,2010,AT211,3,1.377
2001,NUTS,2010,AT211,3,1.236
2002,NUTS,2010,AT211,3,3.441
2003,NUTS,2010,AT211,3,1.636
2004,NUTS,2010,AT211,3,1.013
2005,NUTS,2010,AT211,3,1.292
2006,NUTS,2010,AT211,3,0.76
2007,NUTS,2010,AT211,3,1.285
2008,NUTS,2010,AT211,3,0.157
2009,NUTS,2010,AT211,3,1.836
2010,NUTS,2010,AT211,3,0.445
2011,NUTS,2010,AT211,3,0.313
2012,NUTS,2010,AT211,3,0.6
2000,NUTS,2010,AT212,3,0.426
2001,NUTS,2010,AT212,3,0.627
2002,NUTS,2010,AT212,3,0.517
2003,NUTS,2010,AT212,3,0.574
2004,NUTS,2010,AT212,3,0.472
2005,NUTS,2010,AT212,3,0.845
2006,NUTS,2010,AT212,3,0.527
2007,NUTS,2010,AT212,3,0.371
2008,NUTS,2010,AT212,3,0.489
2009,NUTS,2010,AT212,3,0.713
2011,NUTS,2010,AT212,3,0.321
2012,NUTS,2010,AT212,3,0.317
2002,NUTS,2010,AT213,3,0.929
2003,NUTS,2010,AT213,3,0.776
2004,NUTS,2010,AT213,3,0.31
2006,NUTS,2010,AT213,3,0.284
2007,NUTS,2010,AT213,3,0.087
2009,NUTS,2010,AT213,3,0.501
2011,NUTS,2010,AT213,3,0.118
2012,NUTS,2010,AT213,3,0.061
2000,NUTS,2010,AT22,2,0.827
2001,NUTS,2010,AT22,2,0.762
2002,NUTS,2010,AT22,2,1.259
2003,NUTS,2010,AT22,2,0.822
2004,NUTS,2010,AT22,2,1.057
2005,NUTS,2010,AT22,2,0.765
2006,NUTS,2010,AT22,2,1.534
2007,NUTS,2010,AT22,2,0.866
2008,NUTS,2010,AT22,2,1.081
2009,NUTS,2010,AT22,2,1.121
2010,NUTS,2010,AT22,2,0.782
2011,NUTS,2010,AT22,2,0.984
2012,NUTS,2010,AT22,2,1.14
2000,NUTS,2010,AT221,3,1.76
2001,NUTS,2010,AT221,3,1.152
2002,NUTS,2010,AT221,3,1.911
2003,NUTS,2010,AT221,3,1.536
2004,NUTS,2010,AT221,3,1.665
2005,NUTS,2010,AT221,3,1.148
2006,NUTS,2010,AT221,3,1.941
2007,NUTS,2010,AT221,3,1.37
2008,NUTS,2010,AT221,3,1.191
2009,NUTS,2010,AT221,3,1.89
2010,NUTS,2010,AT221,3,1.1
2011,NUTS,2010,AT221,3,1.843
2012,NUTS,2010,AT221,3,2.096
2004,NUTS,2010,AT222,3,0.521
2008,NUTS,2010,AT222,3,0.06
2009,NUTS,2010,AT222,3,0.061
2011,NUTS,2010,AT222,3,0.302
2000,NUTS,2010,AT223,3,0.133
2001,NUTS,2010,AT223,3,0.172
2003,NUTS,2010,AT223,3,0.051
2004,NUTS,2010,AT223,3,0.123
2005,NUTS,2010,AT223,3,0.072
2006,NUTS,2010,AT223,3,0.516
2007,NUTS,2010,AT223,3,0.137
2008,NUTS,2010,AT223,3,0.623
2009,NUTS,2010,AT223,3,0.234
2010,NUTS,2010,AT223,3,0.227
2011,NUTS,2010,AT223,3,0.094
2012,NUTS,2010,AT223,3,0.186
2000,NUTS,2010,AT224,3,0.029
2001,NUTS,2010,AT224,3,0.514
2002,NUTS,2010,AT224,3,0.611
2003,NUTS,2010,AT224,3,0.093
2004,NUTS,2010,AT224,3,0.126
2005,NUTS,2010,AT224,3,0.542
2006,NUTS,2010,AT224,3,0.897
2007,NUTS,2010,AT224,3,0.206
2008,NUTS,2010,AT224,3,0.615
2009,NUTS,2010,AT224,3,0.053
2010,NUTS,2010,AT224,3,0.152
2011,NUTS,2010,AT224,3,0.089
2012,NUTS,2010,AT224,3,0.229
2000,NUTS,2010,AT225,3,0.312
2001,NUTS,2010,AT225,3,1.297
2002,NUTS,2010,AT225,3,2.581
2003,NUTS,2010,AT225,3,0.938
2004,NUTS,2010,AT225,3,2.021
2005,NUTS,2010,AT225,3,1.3
2006,NUTS,2010,AT225,3,3.483
2007,NUTS,2010,AT225,3,1.78
2008,NUTS,2010,AT225,3,2.807
2009,NUTS,2010,AT225,3,1.922
2010,NUTS,2010,AT225,3,1.622
2011,NUTS,2010,AT225,3,1.011
2012,NUTS,2010,AT225,3,1.227
2002,NUTS,2010,AT226,3,0.202
2003,NUTS,2010,AT226,3,0.077
2006,NUTS,2010,AT226,3,0.606
2008,NUTS,2010,AT226,3,0.405
2009,NUTS,2010,AT226,3,0.198
2010,NUTS,2010,AT226,3,0.683
2000,NUTS,2010,AT3,1,0.446
2001,NUTS,2010,AT3,1,0.529
2002,NUTS,2010,AT3,1,0.369
2003,NUTS,2010,AT3,1,0.602
2004,NUTS,2010,AT3,1,0.391
2005,NUTS,2010,AT3,1,0.527
2006,NUTS,2010,AT3,1,0.522
2007,NUTS,2010,AT3,1,0.6
2008,NUTS,2010,AT3,1,0.454
2009,NUTS,2010,AT3,1,0.785
2010,NUTS,2010,AT3,1,0.723
2011,NUTS,2010,AT3,1,0.706
2012,NUTS,2010,AT3,1,0.543
2000,NUTS,2010,AT31,2,0.276
2001,NUTS,2010,AT31,2,0.524
2002,NUTS,2010,AT31,2,0.306
2003,NUTS,2010,AT31,2,0.374
2004,NUTS,2010,AT31,2,0.353
2005,NUTS,2010,AT31,2,0.564
2006,NUTS,2010,AT31,2,0.469
2007,NUTS,2010,AT31,2,0.322
2008,NUTS,2010,AT31,2,0.286
2009,NUTS,2010,AT31,2,0.697
2010,NUTS,2010,AT31,2,0.771
2011,NUTS,2010,AT31,2,0.549
2012,NUTS,2010,AT31,2,0.476
2000,NUTS,2010,AT311,3,0.127
2001,NUTS,2010,AT311,3,0.883
2002,NUTS,2010,AT311,3,0.046
2003,NUTS,2010,AT311,3,0.907
2004,NUTS,2010,AT311,3,0.379
2005,NUTS,2010,AT311,3,0.501
2006,NUTS,2010,AT311,3,0.506
2007,NUTS,2010,AT311,3,0.254
2008,NUTS,2010,AT311,3,0.445
2009,NUTS,2010,AT311,3,1.794
2010,NUTS,2010,AT311,3,3.126
2011,NUTS,2010,AT311,3,1.806
2012,NUTS,2010,AT311,3,0.826
2000,NUTS,2010,AT312,3,0.319
2001,NUTS,2010,AT312,3,0.706
2002,NUTS,2010,AT312,3,0.387
2003,NUTS,2010,AT312,3,0.362
2004,NUTS,2010,AT312,3,0.306
2005,NUTS,2010,AT312,3,0.762
2006,NUTS,2010,AT312,3,0.479
2007,NUTS,2010,AT312,3,0.308
2008,NUTS,2010,AT312,3,0.333
2009,NUTS,2010,AT312,3,0.596
2010,NUTS,2010,AT312,3,0.286
2011,NUTS,2010,AT312,3,0.45
2012,NUTS,2010,AT312,3,0.517
2000,NUTS,2010,AT313,3,0.068
2001,NUTS,2010,AT313,3,0.165
2002,NUTS,2010,AT313,3,0.464
2003,NUTS,2010,AT313,3,0.404
2005,NUTS,2010,AT313,3,0.484
2006,NUTS,2010,AT313,3,0.486
2007,NUTS,2010,AT313,3,0.61
2008,NUTS,2010,AT313,3,0.347
2009,NUTS,2010,AT313,3,0.437
2010,NUTS,2010,AT313,3,0.483
2011,NUTS,2010,AT313,3,0.074
2012,NUTS,2010,AT313,3,0.148
2001,NUTS,2010,AT314,3,0.121
2003,NUTS,2010,AT314,3,0.077
2004,NUTS,2010,AT314,3,0.275
2005,NUTS,2010,AT314,3,0.051
2007,NUTS,2010,AT314,3,0.07
2009,NUTS,2010,AT314,3,0.339
2010,NUTS,2010,AT314,3,0.06
2011,NUTS,2010,AT314,3,0.248
2012,NUTS,2010,AT314,3,0.041
2000,NUTS,2010,AT315,3,0.604
2001,NUTS,2010,AT315,3,0.038
2002,NUTS,2010,AT315,3,0.43
2003,NUTS,2010,AT315,3,0.09
2004,NUTS,2010,AT315,3,0.758
2005,NUTS,2010,AT315,3,0.39
2006,NUTS,2010,AT315,3,0.758
2007,NUTS,2010,AT315,3,0.473
2008,NUTS,2010,AT315,3,0.141
2009,NUTS,2010,AT315,3,0.325
2010,NUTS,2010,AT315,3,0.68
2011,NUTS,2010,AT315,3,0.033
2012,NUTS,2010,AT315,3,0.483
2000,NUTS,2010,AT32,2,0.578
2001,NUTS,2010,AT32,2,0.393
2002,NUTS,2010,AT32,2,0.32
2003,NUTS,2010,AT32,2,0.715
2004,NUTS,2010,AT32,2,0.348
2005,NUTS,2010,AT32,2,0.403
2006,NUTS,2010,AT32,2,0.748
2007,NUTS,2010,AT32,2,0.582
2008,NUTS,2010,AT32,2,0.265
2009,NUTS,2010,AT32,2,0.782
2010,NUTS,2010,AT32,2,0.269
2011,NUTS,2010,AT32,2,0.338
2012,NUTS,2010,AT32,2,0.222
2006,NUTS,2010,AT321,3,3.975
2011,NUTS,2010,AT321,3,0.427
2000,NUTS,2010,AT322,3,0.254
2005,NUTS,2010,AT322,3,0.109
2006,NUTS,2010,AT322,3,0.205
2007,NUTS,2010,AT322,3,0.094
2008,NUTS,2010,AT322,3,0.046
2010,NUTS,2010,AT322,3,0.18
2000,NUTS,2010,AT323,3,0.719
2001,NUTS,2010,AT323,3,0.55
2002,NUTS,2010,AT323,3,0.447
2003,NUTS,2010,AT323,3,1.0
2004,NUTS,2010,AT323,3,0.481
2005,NUTS,2010,AT323,3,0.522
2006,NUTS,2010,AT323,3,0.826
2007,NUTS,2010,AT323,3,0.777
2008,NUTS,2010,AT323,3,0.354
2009,NUTS,2010,AT323,3,1.098
2010,NUTS,2010,AT323,3,0.311
2011,NUTS,2010,AT323,3,0.456
2012,NUTS,2010,AT323,3,0.309
2000,NUTS,2010,AT33,2,0.529
2001,NUTS,2010,AT33,2,0.562
2002,NUTS,2010,AT33,2,0.549
2003,NUTS,2010,AT33,2,0.893
2004,NUTS,2010,AT33,2,0.295
2005,NUTS,2010,AT33,2,0.718
2006,NUTS,2010,AT33,2,0.452
2007,NUTS,2010,AT33,2,1.095
2008,NUTS,2010,AT33,2,0.672
2009,NUTS,2010,AT33,2,0.905
2010,NUTS,2010,AT33,2,0.638
2011,NUTS,2010,AT33,2,0.849
2012,NUTS,2010,AT33,2,0.829
2000,NUTS,2010,AT331,3,1.192
2003,NUTS,2010,AT331,3,2.09
2007,NUTS,2010,AT331,3,1.42
2000,NUTS,2010,AT332,3,0.617
2001,NUTS,2010,AT332,3,0.689
2002,NUTS,2010,AT332,3,0.733
2003,NUTS,2010,AT332,3,0.841
2004,NUTS,2010,AT332,3,0.387
2005,NUTS,2010,AT332,3,0.872
2006,NUTS,2010,AT332,3,0.731
2007,NUTS,2010,AT332,3,1.291
2008,NUTS,2010,AT332,3,1.267
2009,NUTS,2010,AT332,3,1.332
2010,NUTS,2010,AT332,3,0.799
2011,NUTS,2010,AT332,3,1.522
2012,NUTS,2010,AT332,3,1.512
2001,NUTS,2010,AT333,3,1.065
2005,NUTS,2010,AT333,3,0.451
2007,NUTS,2010,AT333,3,1.674
2008,NUTS,2010,AT333,3,0.163
2009,NUTS,2010,AT333,3,1.066
2011,NUTS,2010,AT333,3,0.761
2012,NUTS,2010,AT333,3,1.46
2002,NUTS,2010,AT334,3,0.097
2003,NUTS,2010,AT334,3,0.365
2004,NUTS,2010,AT334,3,0.087
2005,NUTS,2010,AT334,3,0.133
2006,NUTS,2010,AT334,3,0.054
2007,NUTS,2010,AT334,3,0.17
2008,NUTS,2010,AT334,3,0.058
2011,NUTS,2010,AT334,3,0.912
2000,NUTS,2010,AT335,3,0.609
2001,NUTS,2010,AT335,3,0.623
2002,NUTS,2010,AT335,3,0.648
2003,NUTS,2010,AT335,3,1.133
2004,NUTS,2010,AT335,3,0.348
2005,NUTS,2010,AT335,3,0.904
2006,NUTS,2010,AT335,3,0.394
2007,NUTS,2010,AT335,3,1.084
2008,NUTS,2010,AT335,3,0.346
2009,NUTS,2010,AT335,3,0.852
2010,NUTS,2010,AT335,3,0.865
2011,NUTS,2010,AT335,3,0.127
2012,NUTS,2010,AT335,3,0.36
2000,NUTS,2010,AT34,2,0.709
2001,NUTS,2010,AT34,2,0.696
2002,NUTS,2010,AT34,2,0.337
2003,NUTS,2010,AT34,2,0.712
2004,NUTS,2010,AT34,2,0.776
2005,NUTS,2010,AT34,2,0.218
2006,NUTS,2010,AT34,2,0.499
2007,NUTS,2010,AT34,2,0.699
2008,NUTS,2010,AT34,2,0.967
2009,NUTS,2010,AT34,2,0.885
2010,NUTS,2010,AT34,2,1.439
2011,NUTS,2010,AT34,2,1.603
2012,NUTS,2010,AT34,2,0.764
2001,NUTS,2010,AT341,3,0.102
2007,NUTS,2010,AT341,3,0.751
2008,NUTS,2010,AT341,3,0.283
2009,NUTS,2010,AT341,3,0.51
2010,NUTS,2010,AT341,3,0.932
2011,NUTS,2010,AT341,3,0.982
2012,NUTS,2010,AT341,3,0.743
2000,NUTS,2010,AT342,3,0.93
2001,NUTS,2010,AT342,3,0.891
2002,NUTS,2010,AT342,3,0.446
2003,NUTS,2010,AT342,3,0.945
2004,NUTS,2010,AT342,3,1.045
2005,NUTS,2010,AT342,3,0.294
2006,NUTS,2010,AT342,3,0.676
2007,NUTS,2010,AT342,3,0.681
2008,NUTS,2010,AT342,3,1.212
2009,NUTS,2010,AT342,3,1.026
2010,NUTS,2010,AT342,3,1.626
2011,NUTS,2010,AT342,3,1.825
2012,NUTS,2010,AT342,3,0.771
2000,NUTS,2010,ATZ,1,7.353
2002,NUTS,2010,ATZ,1,26.0
2003,NUTS,2010,ATZ,1,18.219
2005,NUTS,2010,ATZ,1,2.667
2006,NUTS,2010,ATZ,1,14.444
2007,NUTS,2010,ATZ,1,12.5
2008,NUTS,2010,ATZ,1,23.529
2000,NUTS,2010,ATZZ,2,7.353
2002,NUTS,2010,ATZZ,2,26.0
2003,NUTS,2010,ATZZ,2,18.219
2005,NUTS,2010,ATZZ,2,2.667
2006,NUTS,2010,ATZZ,2,14.444
2007,NUTS,2010,ATZZ,2,12.5
2008,NUTS,2010,ATZZ,2,23.529
2000,NUTS,2010,ATZZZ,3,7.353
2002,NUTS,2010,ATZZZ,3,26.0
2003,NUTS,2010,ATZZZ,3,18.219
2005,NUTS,2010,ATZZZ,3,2.667
2006,NUTS,2010,ATZZZ,3,14.444
2007,NUTS,2010,ATZZZ,3,12.5
2008,NUTS,2010,ATZZZ,3,23.529
2000,NUTS,2010,BE,0,1.044
2001,NUTS,2010,BE,0,1.106
2002,NUTS,2010,BE,0,1.325
2003,NUTS,2010,BE,0,1.035
2004,NUTS,2010,BE,0,1.146
2005,NUTS,2010,BE,0,1.151
2006,NUTS,2010,BE,0,1.035
2007,NUTS,2010,BE,0,1.035
2008,NUTS,2010,BE,0,0.907
2009,NUTS,2010,BE,0,0.854
2010,NUTS,2010,BE,0,0.77
2011,NUTS,2010,BE,0,0.84
2012,NUTS,2010,BE,0,0.82
2003,NUTS,2010,BE1,1,0.437
2004,NUTS,2010,BE1,1,0.612
2005,NUTS,2010,BE1,1,0.513
2006,NUTS,2010,BE1,1,0.292
2007,NUTS,2010,BE1,1,0.428
2008,NUTS,2010,BE1,1,0.364
2009,NUTS,2010,BE1,1,0.521
2010,NUTS,2010,BE1,1,0.397
2011,NUTS,2010,BE1,1,0.399
2012,NUTS,2010,BE1,1,0.363
2003,NUTS,2010,BE10,2,0.437
2004,NUTS,2010,BE10,2,0.612
2005,NUTS,2010,BE10,2,0.513
2006,NUTS,2010,BE10,2,0.292
2007,NUTS,2010,BE10,2,0.428
2008,NUTS,2010,BE10,2,0.364
2009,NUTS,2010,BE10,2,0.521
2010,NUTS,2010,BE10,2,0.397
2011,NUTS,2010,BE10,2,0.399
2012,NUTS,2010,BE10,2,0.363
2003,NUTS,2010,BE100,3,0.437
2004,NUTS,2010,BE100,3,0.612
2005,NUTS,2010,BE100,3,0.513
2006,NUTS,2010,BE100,3,0.292
2007,NUTS,2010,BE100,3,0.428
2008,NUTS,2010,BE100,3,0.364
2009,NUTS,2010,BE100,3,0.521
2010,NUTS,2010,BE100,3,0.397
2011,NUTS,2010,BE100,3,0.399
2012,NUTS,2010,BE100,3,0.363
2003,NUTS,2010,BE2,1,1.388
2004,NUTS,2010,BE2,1,1.525
2005,NUTS,2010,BE2,1,1.526
2006,NUTS,2010,BE2,1,1.302
2007,NUTS,2010,BE2,1,1.336
2008,NUTS,2010,BE2,1,1.192
2009,NUTS,2010,BE2,1,1.068
2010,NUTS,2010,BE2,1,0.977
2011,NUTS,2010,BE2,1,1.078
2012,NUTS,2010,BE2,1,1.113
2003,NUTS,2010,BE21,2,1.289
2004,NUTS,2010,BE21,2,1.834
2005,NUTS,2010,BE21,2,1.53
2006,NUTS,2010,BE21,2,1.483
2007,NUTS,2010,BE21,2,1.23
2008,NUTS,2010,BE21,2,1.322
2009,NUTS,2010,BE21,2,1.157
2010,NUTS,2010,BE21,2,0.727
2011,NUTS,2010,BE21,2,0.937
2012,NUTS,2010,BE21,2,1.307
2003,NUTS,2010,BE211,3,1.507
2004,NUTS,2010,BE211,3,2.005
2005,NUTS,2010,BE211,3,1.876
2006,NUTS,2010,BE211,3,1.545
2007,NUTS,2010,BE211,3,1.313
2008,NUTS,2010,BE211,3,1.273
2009,NUTS,2010,BE211,3,1.156
2010,NUTS,2010,BE211,3,0.65
2011,NUTS,2010,BE211,3,1.021
2012,NUTS,2010,BE211,3,1.736
2003,NUTS,2010,BE212,3,1.029
2004,NUTS,2010,BE212,3,2.222
2005,NUTS,2010,BE212,3,0.981
2006,NUTS,2010,BE212,3,1.725
2007,NUTS,2010,BE212,3,1.714
2008,NUTS,2010,BE212,3,1.804
2009,NUTS,2010,BE212,3,1.684
2010,NUTS,2010,BE212,3,0.995
2011,NUTS,2010,BE212,3,1.286
2012,NUTS,2010,BE212,3,0.572
2003,NUTS,2010,BE213,3,0.9
2004,NUTS,2010,BE213,3,1.07
2005,NUTS,2010,BE213,3,0.985
2006,NUTS,2010,BE213,3,1.12
2007,NUTS,2010,BE213,3,0.614
2008,NUTS,2010,BE213,3,1.081
2009,NUTS,2010,BE213,3,0.771
2010,NUTS,2010,BE213,3,0.736
2011,NUTS,2010,BE213,3,0.476
2012,NUTS,2010,BE213,3,0.721
2003,NUTS,2010,BE22,2,0.863
2004,NUTS,2010,BE22,2,0.369
2005,NUTS,2010,BE22,2,0.229
2006,NUTS,2010,BE22,2,0.72
2007,NUTS,2010,BE22,2,0.493
2008,NUTS,2010,BE22,2,0.375
2009,NUTS,2010,BE22,2,0.522
2010,NUTS,2010,BE22,2,0.506
2011,NUTS,2010,BE22,2,0.403
2012,NUTS,2010,BE22,2,0.37
2003,NUTS,2010,BE221,3,0.517
2004,NUTS,2010,BE221,3,0.186
2005,NUTS,2010,BE221,3,0.331
2006,NUTS,2010,BE221,3,0.577
